Gujarati,Marathi
અલ્ટાવિસ્ટા,altavista
બહુવિધતા,बहुविधता
અસ્પષ્ટ વ્યાકરણ,अस्पष्ट व्याकरण
અમેરિકન નેશનલ સ્ટેન્ડીઝ ઇન્સ્ટિટ્યુટ (ANSI),अमेरिकन नॅशनल स्टँडीज इन्स्टिट्यूट (ANSI)
અમેરિકન સ્ટાન્ડર્ડ કટ (ascii),अमेरिकन स्टँडर्ड कट (ascii)
"1. અનુરૂપ, 2. એનાલોગ","1. समानार्थी, 2. अॅनालॉग"
"1. એનાલોગ કોમ્પ્યુટર, 2. એનાલોગ કોમ્પ્યુટર","1. अॅनालॉग संगणक, 2. अॅनालॉग संगणक"
"1. એનાલોગ ઉપકરણ, 2. એનાલોગ ઉપકરણ","1. अॅनालॉग उपकरण, 2. अॅनालॉग डिव्हाइस"
"1. એનાલોગ મોડેમ, 2. એનાલોગ મોડેમ","1. अॅनालॉग मॉडेम, 2. अॅनालॉग मॉडेम"
ડિજિટલ કન્વર્ટર માટે એનાલોગ,अॅनालॉग ते डिजिटल कन्व्हर्टर
અંત (ડિજિટલ/પ્લેન લોજિક &#39;અને&#39; વપરાયેલ),शेवट (डिजिटल/प्लेन लॉजिक &#39;आणि&#39; वापरलेले)
અંતિમ સર્કિટ,एंड सर्किट
અંતિમ દરવાજો અને દરવાજો,शेवटचे गेट आणि गेट
એન્ડ નોટ ઓપરેશન (બાકાત),आणि ऑपरेशन नाही (वगळणे)
"1. એનિમેશન, 2. કંપન","1. अॅनिमेशन, 2. कंपन"
નૉૅધ,नोंद
અસંગતતા,विसंगती
અગાઉના,मागील
આગોતરી પેજીંગ,आगाऊ पेजिंग
પ્રતિ-સપ્રમાણ,काउंटर-सिमेट्रिक
એન્ટિવાયરલ પ્રોગ્રામ,अँटीव्हायरल प्रोग्राम
"1. ઉપલેટ, 2. અરજી","1. ऍपलेट, 2. अर्ज"
એપ્લિકેશન ડેવલપર,अनुप्रयोग विकसक
એપ્લિકેશન પ્રોગ્રામિંગ,अनुप्रयोग प्रोग्रामिंग
"1. એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ, 2. એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ (API)","1. ऍप्लिकेशन प्रोग्रामिंग इंटरफेस, 2. ऍप्लिकेशन प्रोग्रामिंग इंटरफेस (API)"
એપ્લિકેશન સોફ્ટવેર,अनुप्रयोग सॉफ्टवेअर
એપ્લિકેશન ભાષા,अनुप्रयोग भाषा
અંદાજ સિદ્ધાંત,अंदाजे तत्त्व
માળખું,रचना
ક્ષેત્ર ટ્રાન્સફર,फील्ड हस्तांतरण
"1. પરિમાણ, સ્વતંત્ર ચલ, 2. કોણ","1. पॅरामीटर, स्वतंत्र चल, 2. कोन"
"1. અંકગણિત અને તર્ક એકમ, 2. અંકગણિત અને તર્ક એકમ","1. अंकगणित आणि तर्कशास्त्र एकक, 2. अंकगणित आणि तर्कशास्त्र एकक"
અંકગણિત તપાસ,अंकगणित तपासणी
અંકગણિત સતત,अंकगणित स्थिरांक
અંકગણિત માહિતી,अंकगणित डेटा
અંકગણિત સૂચના,अंकगणित सूचना
ગાણિતિક અને તાર્કિક એકમ (ALU),गणिती आणि तार्किक एकक (ALU)
ARPA નેટ (RPNet),ARPA नेट (RPNet)
એરે,रचना
"1. એરે કેશ, 2. એરે ઝડપ, 3. એરે મેમરી","1. अॅरे कॅशे, 2. अॅरे गती, 3. अॅरे मेमरी"
એરે કમ્પ્યુટર,अॅरे संगणक
એરે તત્વ,अॅरे घटक
એરે નામ,अॅरे नाव
એરે પ્રોસેસર,अॅरे प्रोसेसर
તીર કી,बाण की
સંધિ,करार
જંકશન પોઈન્ટ,जंक्शन पॉइंट
કૃત્રિમ કોમ્પેક્શન,कृत्रिम कॉम्पॅक्शन
કૃત્રિમ નિયંત્રણ,कृत्रिम नियंत्रण
કૃત્રિમ સંવેદના,कृत्रिम भावना
માઉન્ટ,माउंट
ચડતા સૉર્ટ,चढत्या क्रमवारी
ascii મૂળાક્ષરો,ascii वर्णमाला
ascii નિયંત્રણ પ્રતીક,ascii नियंत्रण चिन्ह
ascii ફાઇલ,ascii फाइल
ascii ફોન્ટ,ascii फॉन्ट
ASCII ટ્રાન્સફર,ASCII हस्तांतरण
પાસા ગુણોત્તર,प्रसर गुणोत्तर
"1. એસ્પી, 2. ASPI","1. एस्पी, 2. एएसपीआय"
એ એસ આર કલાડ,ए एस आर कलाड
"1. સ્મરણ, 2. એસેમ્બલિંગ, 3. એસેમ્બલ કરવા માટે","1. स्मरण, 2. एकत्र करणे, 3. एकत्र करणे"
"1. એસેમ્બલર, 2. રીમાઇન્ડર","1. असेंबलर, 2. स्मरणपत्र"
"1. એસેમ્બલિંગ, 2. યાદ","1. एकत्र करणे, 2. आठवण"
"1. યાદગાર ભાષા, 2. એસેમ્બલીંગ ભાષા","1. लक्षात ठेवण्याची भाषा, 2. भाषा एकत्र करणे"
નિશ્ચય,निर्धार
"1. ઉલ્લેખિત કાર્ય, 2. ફાળવણી","1. निर्दिष्ट कार्य, 2. वाटप"
સોબત,सहवास
સહયોગી સરનામું,सहयोगी पत्ता
"1. સહયોગી મેમરી, 2. સહયોગી મેમરી","1. सहयोगी स्मृती, 2. सहयोगी स्मृती"
ફૂદડી (* ચિહ્ન),तारका (* चिन्ह)
અસમપ્રમાણ,असममित
"1. અસુમેળ, 2. અસુમેળ","1. असिंक्रोनस, 2. असिंक्रोनस"
અસુમેળ ડિજિટલ સબ્સ્ક્રાઇબર લાઇન (ADSL),असिंक्रोनस डिजिटल सबस्क्राइबर लाइन (ADSL)
અસિંક્રોનસ ટાઈમ ડિવિઝન મલ્ટિપ્લેક્સિંગ (ATDM),असिंक्रोनस टाइम डिव्हिजन मल्टीप्लेक्सिंग (ATDM)
અસુમેળ ટ્રાન્સફર,असिंक्रोनस हस्तांतरण
અસિંક્રોનસ ટ્રાન્સફર મોડ (ATM),असिंक्रोनस ट्रान्सफर मोड (ATM)
"1. અણુ, 2. પરમાન","1. अणू, 2. परमान"
જોડાયેલ દસ્તાવેજ,संलग्न दस्तऐवज
"1. જોડાયેલ ફાઇલ/મિસિલ, 2. જોડેલી ફાઈલ","1. संलग्न फाइल/ मिसाइल, 2. संलग्न फाइल"
"1. બિડાણ, 2. સંલગ્ન","1. संलग्नक, 2. संलग्न"
"1. ગુણધર્મો, 2. વિશેષતા","1. गुणधर्म, 2. खासियत"
સાંભળી શકાય તેવું,ऐकण्यायोग्य
"1. ઓડિટ પ્રોગ્રામિંગ, 2. ઓડિટ પ્રોગ્રામિંગ","1. ऑडिट प्रोग्रामिंग, 2. ऑडिट प्रोग्रामिंग"
એકાઉન્ટ વેરિફિકેશન,खाते सत्यापन
પ્રમોશન,जाहिरात
પ્રમાણપત્ર પ્રોટોકોલ,प्रमाणन प्रोटोकॉल
લેખન પદ્ધતિ,लेखन पद्धत
"1. સત્તા, 2. સત્તા, 3. ટ્રિબ્યુનલ","1. प्राधिकरण, 2. अधिकार, 3. न्यायाधिकरण"
સ્વતઃ અમૂર્ત,स्वयं गोषवारा
"1. ઓટો બુટીંગ, 2. સ્વ બુટ","1. ऑटो बूटिंग, 2. स्वत: बूट"
ઓટોકેડ (કોમ્પ્યુટર ભાષા),ऑटोकॅड (संगणक भाषा)
ઓટો લોગ-ઓન,ऑटो लॉग-ऑन
ઓટોમેટા,स्वयंचलित
ઓટોમેટા સિદ્ધાંત,ऑटोमेटा सिद्धांत
આપોઆપ ગણતરી,स्वयंचलित गणना
સ્વચાલિત ડેટા પ્રોસેસિંગ,स्वयंचलित डेटा प्रक्रिया
આપોઆપ ભૂલ સુધારણા,स्वयंचलित त्रुटी सुधारणा
સ્વતઃ કાર્ય,स्वयं कार्य
"1. સ્વચાલિત અનુક્રમણિકા, 2. આપોઆપ યાદી","1. स्वयंचलित अनुक्रमणिका, 2. स्वयंचलित सूची"
સ્વતઃ-સંગ્રહ કૉલ,स्वयं-संग्रह कॉल
"1. ઓટોમેટિક પ્રોગ્રામિંગ, 2. આપોઆપ પ્રોગ્રામિંગ","1. स्वयंचलित प्रोग्रामिंग, 2. स्वयंचलित प्रोग्रामिंग"
"1. સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ, 2. સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ","1. स्वयंचलित पुनर्प्राप्ती कार्यक्रम, 2. स्वयंचलित पुनर्प्राप्ती कार्यक्रम"
આપોઆપ નિયમિત,स्वयं दिनचर्या
આપોઆપ સિસ્ટમ પુનઃપ્રાપ્તિ,स्वयंचलित प्रणाली पुनर्प्राप्ती
"1. ઓટોમેટિક ટેલર મશીન (ATM), 2. સ્વ ઉપાડ માટે બેંક એ.ટી.એમ","1. ऑटोमॅटिक टेलर मशिन्स (ATM), 2. स्वत: पैसे काढण्यासाठी बँक एटीएम"
ઓટોમેશન,ऑटोमेशन
"1. ઑટોપ્લે , 2. ઓટો વોક","1. ऑटोप्ले, 2. ऑटो चालणे"
અવાજ,स्वर
મદદનીશ,सहाय्यक
સહાયક મેમરી,सहाय्यक मेमरी
સહાયક સંગ્રહ,सहायक स्टोरेज
ઉપલબ્ધ યાદી,उपलब्ध यादी
ઉપલબ્ધ સમય,उपलब्ध वेळ
સરેરાશ,सरासरी
AWK (કોમ્પ્યુટર આદેશ),AWK (संगणक कमांड)
પછી,नंतर
પોસ્ટ પ્રોસેસર,पोस्ट प्रोसेसर
પશ્ચાદવર્તી કાર્ય કાઢી નાખવું,पोस्टरियर फंक्शन हटवणे
પૃષ્ઠભૂમિ પ્રક્રિયા,पार्श्वभूमी प्रक्रिया
આનુષંગિક સ્ટોર્સ,सहायक स्टोअर्स
બેક પેચીંગ,बॅक पॅचिंग
"1. પશ્ચિમ, 2. બેકસ્પેસ","1. पश्चिम, 2. बॅकस्पेस"
બેકટ્રેકિંગ,बॅकट्रॅकिंग
"1. બેક-અપ, 2. વળતર","1. बॅक-अप, 2. प्रतिपूर्ती"
"1. પૂરક મેમરી, 2. બેકઅપ મેમરી","1. पूरक स्मृती, 2. बॅकअप मेमरी"
પાછળની ભૂલ સુધારણા,परत त्रुटी सुधारणा
(આવક-ખર્ચ) બેલેન્સ શીટ,(उत्पन्न-खर्च) ताळेबंद
પાટો,मलमपट्टी
"1. બેન્ડ પહોળાઈ, 2. બેન્ડવિડ્થ/ક્ષમતા","1. बँड रुंदी, 2. बँडविड्थ/क्षमता"
બેંકરનું અલ્ગોરિધમ,बँकरचा अल्गोरिदम
"1. બાર કોડ, 2. બાર કોડ","1. बार कोड, 2. बार कोड"
બારકોડ સ્કેનર,बारकोड स्कॅनर
બાર ગ્રાફ,बार आलेख
આધાર સરનામું,मूळ पत्ता
આધાર બેન્ડ,बेस बँड
આધાર નંબર,आधार क्रमांक
આધાર ટેબલ,बेस टेबल
મૂળભૂત (કોમ્પ્યુટર ભાષા),बेसिक (संगणक भाषा)
"1. મૂળભૂત નિયંત્રણ, 2. આધાર નિયંત્રણ","1. मूलभूत नियंत्रण, 2. बेस नियंत्रण"
"1. મૂળ રોકાણ, 2. આધાર રોકાણ","1. मूळ गुंतवणूक, 2. मूळ गुंतवणूक"
મૂળભૂત સૂચના,मूलभूत सूचना
આધાર મુદ્દો,मूळ समस्या
મૂળભૂત તબક્કો,मूलभूत टप्पा
"1. બેચ, 2. જૂથ, 3. આપત્તિ","1. बॅच, 2. गट, 3. आपत्ती"
"1. બેચ ફાઇલ, 2. બેચ ફાઇલ","1. बॅच फाइल, 2. बॅच फाइल"
બેચ સ્થિતિ,बॅच स्थिती
"1. બેચ પ્રોસેસિંગ, 2. જૂથ પ્રક્રિયા","1. बॅच प्रोसेसिंग, 2. गट प्रक्रिया"
"1. બેચ સિસ્ટમ, 2. કૅટપલ્ટ સિસ્ટમ","1. बॅच सिस्टम, 2. कॅटपल्ट प्रणाली"
બાઉડ,बॉड
બાઉડ દર,बॉड दर
બીમ બીમ,तुळई तुळई
"1. માર્ગદર્શિકા, 2. બેચ માર્ક","1. मार्गदर्शक तत्त्वे, 2. बॅच मार्क"
દ્વિદિશ સંચાર,द्विदिश संप्रेषण
સીધી લિંક,थेट दुवा
દ્વિસંગી કોડ,बायनरी कोड
દ્વિસંગી અંકો,बायनरी अंक
બાઈનરી ઈન્વેસ્ટમેન્ટ આઉટપુટ સિસ્ટમ (BIOS),बायनरी इन्व्हेस्टमेंट आउटपुट सिस्टम (BIOS)
દ્વિસંગી સંખ્યા,बायनरी संख्या
બાઈનરી ઓપરેટર,बायनरी ऑपरेटर
દ્વિસંગી સંબંધ,बायनरी संबंध
દ્વિસંગી શોધ,बायनरी शोध
બાઈનરી એક્સપ્લોરેશન ટ્રી (BST),बायनरी एक्सप्लोरेशन ट्री (BST)
"1. બાઈનરી ટ્રાન્સફર ટ્રી, 2. બાઈનરી ટ્રાન્સફર","1. बायनरी ट्रान्सफर ट्री, 2. बायनरी हस्तांतरण"
દ્વિસંગી વૃક્ષ,बायनरी झाड
"1. બાયપોલર મેમરી, 2. બાયપોલર મેમરી","1. द्विध्रुवीय स्मृती, 2. द्विध्रुवीय स्मृती"
"1. જન્મ અને મૃત્યુ મોડલ, 2. જન્મ મૃત્યુ મોડેલ","1. जन्म आणि मृत्यू मॉडेल, 2. जन्म मृत्यू मॉडेल"
જન્મ મૃત્યુ પ્રક્રિયા,जन्म मृत्यू प्रक्रिया
"1. ડ્યુક, 2. બીટ","1. ड्यूक, 2. बिट"
થોડી ખામી,थोडा दोष
બીટ નકશો,बिट नकाशा
"1. બીટ, 2. નકશો, 3. પિક્સેલ (BMP)","1. बिट, 2. नकाशा, 3. पिक्सेल (BMP)"
"1. બિટ મેટ્રિક્સ, 2. બીટ ટેબલ","1. बिट मॅट्रिक्स, 2. बिट टेबल"
બીટ પેટર્ન,बिट नमुना
બીટ સ્થિતિ,बिट स्थिती
"1. બીટ રેટ, 2. બીટ દર","1. बिट रेट, 2. बिट दर"
આંખ પર પટ્ટી પરીક્ષણ,डोळ्यावर पट्टी चाचणी
ઝબૂકવું,चमकणे
બ્લોક,ब्लॉक
"1. બ્લોક કેશ, 2. બ્લોક કેશ/ચંક મેમરી","1. ब्लॉक कॅशे, 2. ब्लॉक कॅशे / भाग मेमरी"
બ્લોક ચકાસણી,ब्लॉक चौकशी
વોલ્યુમ નકલ,खंड प्रत
રેખાક્રુતિ,ब्लॉक आकृती
"1. અવરોધિત નેટવર્ક, 2. અવરોધિત નેટવર્ક","1. ब्लॉक केलेले नेटवर्क, 2. ब्लॉक केलेले नेटवर्क"
પાટીયું,बोर्ड
પૃષ્ઠ મેમરી,पृष्ठ मेमरी
બુલિયન બીજગણિત,बुलियन बीजगणित
બુલિયન સંબંધ,बुलियन संबंध
બુટ પાર્ટીશન,बूट विभाजन
બુટ strapping,बूट strapping
1.બૂટસ્ટ્રેપ લોડર,1.बूटस्ट्रॅप लोडर
"1.બ્રિજ, 2.બ્રિજ","1.ब्रिज, 2.ब्रिज"
બ્રોડબેન્ડ નેટવર્ક,ब्रॉडबँड नेटवर्क
પ્રસારણ,प्रसारण
પ્રસારણ રેડિયો,रेडिओ प्रसारित करा
(ચોખ્ખી) ભિન્નતા,(नेट) भिन्नता
(ચોખ્ખી) વિકાર,(net) vicar
બી-ટ્રુ,बी-ट्रू
"1.બબલ મેમરી, 2.બબલ મેમરી","1.बबल मेमरी, 2.बबल मेमरी"
બબલ સૉર્ટ,बबल क्रमवारी
"1.ડોલ, 2.ડોલ","१ बादली, २ बादली"
"1.બંધુત્વ વ્યવસ્થા, 2.મોટી વ્યવસ્થા","1.बंधुत्व व्यवस्था, 2.मोठी व्यवस्था"
અસરકારક બજેટ નિયંત્રણ,प्रभावी बजेट नियंत्रण
બફર,बफर
ખામી,उणीव
પૂરતૂ,पुरेसा
"1. અષ્ટ વ્યંક, 2. બીટ (આઠ બિટ્સ)","1. अष्ट व्यंक, 2. बिट (आठ बिट)"
બાઈટ કોડ,बाइट कोड
સી (કોમ્પ્યુટર ભાષા),सी (संगणक भाषा)
"1.C પ્લસ પ્લસ, 2.C++ (કોમ્પ્યુટર ભાષા)","१.सी प्लस प्लस, २.सी++ (संगणक भाषा)"
"1.રોકડ, 2. ઝડપી","1.रोख, 2. जलद"
"1.કેશ બફર, 2.મેમરી બફર","1.कॅशे बफर, 2.मेमरी बफर"
"1.કેશ મેમરી, 2.કેશ મેમરી, 3.ફાસ્ટ મેમરી","1.कॅशे मेमरी, 2.कॅशे मेमरी, 3.फास्ट मेमरी"
ગણતરી,गणना
"1.કેલ્ક્યુલેટર, 2.કેલ્ક્યુલેટર","1.कॅल्क्युलेटर, 2.कॅल्क्युलेटर"
"1.કેલ્ક્યુલેટર ચિપ,2. કેલ્ક્યુલેટર ચિપ","1.कॅल्क्युलेटर चिप, 2. कॅल्क्युलेटर चिप"
આહવાન કરો,आवाहन करा
નામ કૉલ,नाव कॉल
સંદર્ભ કૉલ,संदर्भ कॉल
સન્માન કૉલ,सन्मान कॉल
ચલ કોલ,व्हेरिएबल कॉल
આમંત્રણ દ્વાર,आवाहन गेट
"1. રદ કરો, 2. રદ કરો","1. रद्द करा, 2. रद्द करा"
રદબાતલ બટન,रद्द करण्याचे बटण
"1. નિર્ધારિત, 2. કેનોનિકલ","1. विहित, 2. विहित"
પ્રમાણભૂત સ્વરૂપ,प्रामाणिक फॉर्म
ક્ષમતા,क्षमता
ક્ષમતા યાદી,क्षमता यादी
"1. ક્ષમતા, 2. હોલ્ડિંગ","1. क्षमता, 2. धारण"
કેપ્સ લોક કી,कॅप्स लॉक की
"1.કાર્ડ, 2. શીટ","1.कार्ड, 2. पत्रक"
કાર્ડ રીડર,कार्ड रीडर
પ્રાધાન્ય,प्रमुखता
વાહક,वाहक
વાહક બેન્ડ,वाहक बँड
વાહક લોડ,वाहक लोड
વાહક સંકેત,वाहक सिग्नल
વાહક તરંગ,वाहक लहर
હાંસલ કર્યું,साध्य केले
સ્કોર હાંસલ કર્યો,स्कोअर मिळवला
ધ્વજ હાંસલ કર્યો,ध्वज प्राप्त केला
"1.કાર્ટિજ ડિસ્ક, 2.કાર્ટ્રિજ ડિસ્ક","1.काडतूस डिस्क, 2.काडतूस डिस्क"
"1. કાસ્કેડ, 2. કાસ્કેડ","1. धबधबा, 2. धबधबा"
કેસ,केस
કેથોડ-રે-ટ્યુબ (CRT),कॅथोड-रे-ट्यूब (सीआरटी)
કેથોડ રે ટ્યુબ (સીઆરટી) કેથોડ રે ટ્યુબ,कॅथोड रे ट्यूब (सीआरटी) कॅथोड रे ट्यूब
સીડી રોમ ડિસ્ક ડ્રાઇવ,सीडी रोम डिस्क ड्राइव्ह
કોષ,सेल
સેલ એનિમેશન,सेल अॅनिमेशन
સેલ્યુલર ફોન,भ्रमणध्वनी
"1. સેન્ટ્રલ મેમરી, 2. કેન્દ્રીય મેમરી","1. केंद्रीय स्मृती, 2. केंद्रीय स्मृती"
સેન્ટ્રલ પ્રોસેસિંગ યુનિટ (CPU),सेंट्रल प्रोसेसिंग युनिट (CPU)
કેન્દ્રીયકૃત સિસ્ટમ,केंद्रीकृत प्रणाली
પ્રમાણિત ટેપ,प्रमाणित टेप
સાંકળ,साखळी
"1. શ્રેણી ડેટા, 2. શ્રેણી સામગ્રી","1.मालिका डेटा, 2.मालिका सामग्री"
સાંકળ કડી,साखळी दुवा
સાંકળ,चेनिंग
"1.ચેનલ, 2.ચેનલ","1.चॅनेल, 2.चॅनेल"
"1.ચેનલ વ્યસ્ત ટોન, 2.ચેનલ વ્યસ્ત ટોન","1.चॅनेल व्यस्त टोन, 2.चॅनेल व्यस्त टोन"
"1.ચેનલ ક્ષમતા, 2.ચેનલ ક્ષમતા","1.चॅनेल क्षमता, 2.चॅनेल क्षमता"
"1.ચેનલ કંટ્રોલર, 2.ચેનલ કંટ્રોલર","1.चॅनेल कंट्रोलर, 2.चॅनेल कंट्रोलर"
"1. ચેનલ ભૂલ, 2.ચેનલ ભૂલ","1. चॅनल एरर, 2.चॅनल एरर"
"1.ચેનલ પ્રોગ્રામ, 2.ચેનલ પ્રોગ્રામ","1.चॅनेल प्रोग्राम, 2.चॅनेल प्रोग्राम"
"1.ચેનલ વિશ્વસનીયતા, 2.ચેનલ વિશ્વસનીયતા","1.चॅनेल विश्वसनीयता, 2.चॅनेल विश्वसनीयता"
