Tamil,English
தானியங்கி,Automatic
தானியங்கி கட்டுப்பாடு,Automatic control
தானியங்கி கண்டறிதல்,Automatic detection
தானியங்கி உபகரணங்கள்,Automatic equipment
தானியங்கி அதிர்வெண் கட்டுப்பாடு,Automatic frequency control
தானியங்கி வரம்பு,Automatic limiter
தானியங்கி இயந்திரம்,Automatic machine
தானியங்கி கட்டக் கட்டுப்பாடு,Automatic phasae control
தானியங்கி பட பரிமாற்றம்,Automatic picture transmission
தானியங்கி பிளேபேக்,Automatic playback
தானியங்கி சக்தி கட்டுப்பாடு,Automatic power control
தானியங்கி நிரலாக்க,Automatic programming
தானியங்கி பதிவு,Automatic recording
தானியங்கி மீட்டமைப்பு,Automatic reset
தானியங்கி ஷட்டர்,Automatic shutter
தானியங்கி அமைப்பு,Automatic system
தானியங்கி தொலைபேசி,Automatic telephone
தானியங்கி வெப்பநிலை கட்டுப்பாடு,Automatic temperature control
தானியங்கி மின்னழுத்த சீராக்கி,Automatic voltage regulator
தானியங்கி தொகுதி அமுக்கி,Automatic volume compressor
தானியங்கி தொகுதி கட்டுப்பாடு,Automatic volume control
தானியங்கி தொகுதி விரிவாக்கம்,Automatic volume expander
தானியங்கு,Automation
ஆட்டோமேஷன் கட்டுப்பாடு,Automation control
ஆட்டோமேஷன் அதிர்வெண் கட்டுப்படுத்தி,Automation frequency controller
துணை,Auxiliary
துணை ஆடியோ பஸ்,Auxiliary audio bus
கிடைக்கும் சக்தி,Available power
பனிச்சரிவு முறிவு,Avalanche breakdown
சராசரி வாழ்க்கை,Average life
சராசரி அழுத்தம்,Average pressure
சராசரி வேகம்,Average speed
சுழல் அச்சு,Axis of spin
அசிமுத்,Azimuth
அஜிமுத் கோணம்,Azimuth angle
அஜிமுத் பிழை,Azimuth error
பின் ஒளி,Back light
பின் திட்டம்,Back projection
பின் மின்னழுத்தம் (= தலைகீழ் மின்னழுத்தம்),Back voltage (=reverse voltage)
பின்னணி (வில் மீண்டும்),Backfire (arc back)
பின்னணி ஒளி,Background light
பின்னணி இரைச்சல்,Background noise
பின்னணி திட்டம்,Background projection
காப்புப்பிரதி,Backup
தடுப்பு,Baffle
பேக்கிங்,Baking
சீரான ஆடியோ,Balanced audio
சீரான ஆடியோ வரி,Balanced audio line
சீரான பரிமாற்ற வரி,Balanced transmission line
சமநிலைப்படுத்துதல்,Balancing
நிலைப்படுத்தல்,Ballast
நிலைப்படுத்தும் காரணி,Ballast factor
பலூன்,Balun
பேண்ட்,Band
பேண்ட் பாஸ் வடிகட்டி,Band pass filter
இசைக்குழு தேர்வாளர்,Band selector
பேண்ட் பிரித்தல்,Band splitting
பேண்ட் ஸ்டாப் வடிகட்டி,Band stop filter
பேண்ட் சுவிட்ச்,Band switch
பேண்ட் ட்யூனிங்,Band tuning
அலைவரிசை,Bandwidth
மதுக்கூடம்,Bar
பார் குறியீடு,Bar code
பார் தரவு,Bar data
வெற்று இசைக்குழு,Bare band
வெற்று விளக்கு,Bare lamp
கொட்டகையின் கதவு,Barn door
தள இசைக்குழு,Base band
அடிப்படை இசைக்குழு சமிக்ஞை,Base band signal
அடிப்படை இசைக்குழு அமைப்பு,Base band system
அடிப்படை உலாவி,Base browser
அடிப்படை சேகரிப்பான் சந்தி,Base collector junction
அடிப்படை இன்சுலேட்டர்,Base insulator
பாஸ்,Bass
பாஸ் இழப்பீடு,Bass compensation
பாஸ் ஒலிபெருக்கி (வூஃபர்),Bass loudspeaker (woofer)
தொகுதி ஸ்கேனிங்,Batch scanning
பேட்டரி சார்ஜிங்,Battery charging
உத்திரம்,Beam
அடி,Beat
அதிர்வெண் ஆஸிலேட்டரை வெல்லுங்கள்,Beat frequency oscillator
பெல்,Bel
சார்பு,Bias
சார்பு சுற்று,Bias circuit
சார்பு அதிர்வெண்,Bias frequency
சார்பு மின்னழுத்தம்,Bias voltage
முன்னோக்கி திசையில் பக்கச்சார்பானது,Biased in the forward direction
இரு திசை மைக்ரோஃபோன்,Bi-directional microphone
விளம்பர பலகை,Billboard
விளம்பர பலகை விண்ணப்பம்,Billboard application
இரு-உலோக உறுப்பு,Bi-metallic element
இரும,Binary
பைனரி குறியீட்டு தசம,Binary coded decimal
ஈராண்டின் இலக்கியம் (பிட்),Binary digit (bit)
இரும எண்,Binary number
பைனரல் விசாரணை,Binaural hearing
தொலைநோக்கி,Binocular
பயோமெட்ரிக்,Biometric
இருமுனை டிரான்சிஸ்டர்,Bipolar transistor
பிட் ஒதுக்கீடு,Bit allocation
பிட் வீதம்,Bit rate
கருப்பு & வெள்ளை டிவி,Black & white TV
வெற்று,Blank
வெற்று இடைவெளி,Blanking interval
வெற்று நிலை,Blanking level
ரத்தான் எதிர்ப்பு,Bleeder resistance
பிளம்பட் கேமரா,Blimped camera
கண்மூடித்தனமான கண்ணை கூசும்,Blinding glare
கண் சிமிட்டுங்கள்,Blink
ஒளிரும்,Blinking
தொகுதி குறியீடு,Block code
தொகுதி வரைபடம்,Block diagram
தொகுதி இடைக்கணிப்பு,Block interleave
மின்தேக்கியைத் தடுக்கும்,Blocking capacitor
ஆஸிலேட்டரைத் தடுக்கும்,Blocking oscillator
பூக்கும்,Bloom
விளக்கு ஊது,Blow lamp
குழாய் குழாய்,Blow pipe
ஊதுகுழல்,Blower
புளூடூத்,Bluetooth
உடல் கொள்ளளவு,Body capacitance
புத்தககுறி,Bookmark
பூலியன் இயற்கணிதம்,Boolean algebra
ஏற்றம்,Boom
பூஸ்ட்,Boost
பூஸ்டர்,Booster
பூஸ்டர் ஒளி,Booster light
அதிகரிக்கும்,Boosting
துவக்க,Booting
பூட்ஸ்ட்ராப்,Bootstrap
கீழே ஒளி,Bottom light
பவுன்ஸ் லைட்,Bounce light
உடைக்கவும்,Break down
முறிவு மின்னழுத்தம்,Break down voltage
பாலம் உறுப்பு,Bridge element
பாலம் திருத்தி,Bridge rectifier
பிரிட்ஜ் ‘டி’ அட்டென்யூட்டர்,Bridged ‘T’ attenuator
பிரிட்ஜ் அமைப்பு,Bridged structure
பாலம்,Bridging
பாலம் பெருக்கி,Bridging amplifier
பாலம் இழப்பு,Bridging loss
பிரகாசம்,Brightness
பிரகாசம் கட்டுப்பாடு,Brightness control
உடையக்கூடிய,Brittle
உடையக்கூடிய பொருள்,Brittle substance
பிராட்பேண்ட்,Broadband
பிராட்பேண்ட் பெருக்கி,Broadband amplifier
பிராட்பேண்ட் ஐ.எஸ்.டி.என்,Broadband ISDN
பிராட்பேண்ட் அமைப்பு,Broadband system
ஒளிபரப்பு மற்றும் தொடர்பு தொழில்நுட்பம்,Broadcast and communication technology
ஒளிபரப்பு பாதுகாப்பு,Broadcast coverage
ஒளிபரப்பு ரிசீவர்,Broadcast receiver
ஒளிபரப்பு சேவை திட்டமிடல்,Broadcast service planning
ஒளிபரப்பு டிரான்ஸ்மிட்டர்,Broadcast transmitter
ஒளிபரப்பாளர்,Broadcaster
ஒளிபரப்பு,Broadcasting
ஒளிபரப்பு நிலையம்,Broadcasting station
உடைந்த,Broken
உலாவி,Browser
உலாவுதல்,Browsing
குமிழி,Bubble
இடையக,Buffer
இடையக பெருக்கி,Buffer amplifier
இடையக குழாய்,Buffer tube
பிழை,Bug
உள்ளமைக்கப்பட்ட ஆண்டெனா,Built-in antenna
பர்னர்,Burner
எரியும்,Burning
வெடிப்பு பிழை,Burst error
வெடிப்பு செருகும் துடிப்பு,Burst insertion pulse
வெடிப்பு கட்டம்,Burst phase
பேருந்து,Bus
வணிக நுண்ணறிவு,Business intelligence
பஸர்,Buzzer
வழங்கியவர்,By pass
கடந்து செல்வதன் மூலம்,By passing
பைபாஸ் மின்தேக்கி,Bypass condenser
C,C
சி+நிரலாக்க மொழி,C+programming language
மந்திரி சபை,Cabinet
கேபிள்,Cable
கேபிள் கலவை,Cable compound
கேபிள் சமன்பாடு,Cable equalization
கேபிள் இழப்பு,Cable loss
கேச்,Cache
கேச்சிங்,Caching
காட்மியம் செல்,Cadmium cell
கணக்கிடும் இயந்திரம்,Calculating machine
கணக்கீடு,Calculation
கால்குலேட்டர்,Calculator
அளவீடு செய்யுங்கள்,Calibrate
காலிபர்ஸ்,Calipers
கலோரிமீட்டர்,Calorimeter
கேம்கார்டர்,Camcorder
புகைப்பட கருவி,Camera
கேமரா சீரமைப்பு,Camera alignment
கேமரா துளை,Camera aperture
கேமரா கவரேஜ்,Camera coverage
கேமரா வரிசை,Camera line-up
கேமரா குழாய்,Camera tube
விதானம்,Canopy
திறன்,Capability
கொள்ளளவு,Capacitance
கொள்ளளவு சுமை,Capacitive load
கொள்ளளவு எதிர்வினை,Capacitive reactance
மின்தேக்கி,Capacitor
மின்தேக்கி உள்ளீட்டு வடிகட்டி,Capacitor input filter
திறன்,Capacity
காப்ஸ்யூல்,Capsule
தலைப்பு,Caption
பிடிப்பு விளைவு,Capture effect
அட்டை,Card
கார்டாய்டு,Cardioid
கார்டாய்டு மைக்ரோஃபோன்,Cardioid microphone
கார்,Carrier
கேரியர் அதிர்வெண்,Carrier frequency
கேரியர் அதிர்வெண் மாற்றம்,Carrier frequency shift
கேரியர் சக்தி,Carrier power
கேரியர் சென்ஸ் சிக்னல்,Carrier sense signal
கேரியர் உணர்திறன்,Carrier sensitivity
கேரியர் பிரிப்பு,Carrier separation
கேரியர் ஷிப்ட்,Carrier shift
கேரியர் இடைவெளி,Carrier spacing
கேரியர் அடக்குமுறை,Carrier suppression
கேரியர் அலை,Carrier wave
கார்ட்ரிட்ஜ்,Cartridge
செதுக்குதல்,Carving
அடுக்கை,Cascade
அடுக்கு சுற்று,Cascaded circuit
கேசட்,Cassette
வார்ப்பிரும்பு,Cast iron
வார்ப்பு,Casting
அட்டவணை,Catalogue
பேரழிவு குறுக்கீடு,Catastrophic interference
எதிர்மினி,Cathode
கதோட்டு பின்தொடர்பவர்,Cathode follower
கதட் மின்தடை,Cathode resistor
கைப்பேசி,Cellphone
செல்லுலார்,Cellular
மைய கட்டுப்பாடு,Central control
மைய அதிர்வெண்,Central frequency
மத்திய செயலாக்க அலகு,Central processing unit
மையப்படுத்தப்பட்ட தரவுத்தளம்,Centralised database
மையப்படுத்தப்பட்ட அமைப்பு,Centralised system
பீங்கான்,Ceramic
அறை,Chamber
மாற்ற சுவிட்ச்,Changeover switch
சேனல்,Channel
சேனல் குறியாக்கி,Channel encoder
சேனல் பிரிப்பு,Channel separation
சேனல் இடைவெளி,Channel spacing
சேனல் மாறுதல்,Channel switching
சிறப்பியல்பு மின்மறுப்பு,Characteristic impedance
பண்புகள்,Characteristics
சார்ஜ் கேரியர்,Charge carrier
கட்டணம் அடர்த்தி,Charge density
விதிக்கப்படும்,Charged
சார்ஜர்,Charger
சார்ஜிங் மின்னழுத்தம்,Charging voltage
விளக்கப்படம்,Chart
சாசிஸ்,Chasis
அரட்டை,Chat
சில்லு,Chip
சாக் சுருள்,Choke coil
சாக் உள்ளீடு,Choke input
சாப்பர் பெருக்கி,Chopper amplifier
குரோமா,Chroma
குரோமா மாதிரி அமைப்பு,Chroma sampling structure
குரோமினன்ஸ்,Chrominance
ஒளிப்பதிவு,Cinematography
சுற்று,Circuit
சர்க்யூட் பலகை,Circuit board
சுற்று பிரிப்பான்,Circuit breaker
சுற்று உறுப்பு,Circuit element
சுற்று மாறுதல்,Circuit switching
சுற்று,Circuitry
வட்ட இயக்கம்,Circular motion
வட்ட துருவமுனைப்பு,Circular polarization
வட்ட செயற்கைக்கோள் சுற்றுப்பாதை,Circular satellite orbit
வட்ட வேகம்,Circular velocity
வட்டமாக துருவப்படுத்தப்பட்ட ஆண்டெனா,Circularly polarised antenna
வட்டமாக துருவப்படுத்தப்பட்ட பரிமாற்றம்,Circularly polarised transmission
சுற்றறிக்கை,Circulator
உறைப்பூச்சு,Cladding
கொத்து,Clamp
கிளம்பிங் சர்க்யூட்,Clamping circuit
வகுப்பு A செயல்பாடு,Class A operation
வகுப்பு சி டியூன் செய்யப்பட்ட பெருக்கி,Class C tuned amplifier
உமிழ்வு வகுப்பு,Class of emission
கிளாசிக்கல் இயற்பியல்,Classical physics
வகைப்பாடு,Classification
துப்புரவு முகவர்,Cleaning agent
தெளிவான,Clear
தெளிவான சேனல்,Clear channel
கிளிக் செய்க,Click
வாடிக்கையாளர்,Client
கிளையன்ட் உறவு (சேவையக உறவு),Client relationship  (server relationship)
குன்றின் விளைவு,Cliff effect
கிளிப் போர்டு,Clip board
கிளிப்பிங்,Clipping
கடிகார துடிப்பு,Clock pulse
கடிகார ஃபிளிப் ஃப்ளாப்,Clocked flip flop
கடிகார மைக்,Clockfaced mike
கடிகார அதிர்வெண்,Clock-frequency
கடிகாரகடிகாரச்சுற்று,Clockwise
மூடிய சுற்று,Closed circuit
முடிந்த சுற்றுவளைவு,Closed loop
கொத்து,Cluster
கிளஸ்டரிங்,Clustering
ஒழுங்கீனம்,Clutter
ஒழுங்கீனம் இழப்பு,Clutter loss
பூச்சு,Coating
கோஆக்சியல் கேபிள்,Coaxial cable
கோஆக்சியல் வரி,Coaxial line
கோஆக்சியல் டிரான்ஸ்மிஷன் லைன்,Coaxial transmission line
இணை-சேனல்,Co-channel
இணை-சேனல் குறுக்கீடு,Co-channel interference
கோக்லியா,Cochlea
குறியீடு,Code
குறியீட்டு எண்,Code number
குறியீடு வீதம்,Code rate
குறியீடு சொல்,Code word
கோடெக் (குறியீட்டு டிகோடிங்),Codec (coding decoding)
குறியிடப்பட்ட ஆடியோ,Coded audio
குறியீட்டாளர்,Coder
குறியீட்டு முறை,Coding
குறியீட்டு டிகோடிங் நுட்பம்,Coding decoding technique
குறியீட்டு பிழை,Coding error
