Kannada,Bengali
"ಮ್ಯಾಕ್ರೋ ವಿಧಾನ, ಅಂದಾಜು ವಿಧಾನ","ম্যাক্রো পদ্ধতি, আনুমানিক পদ্ধতি"
ಅಂದಾಜು ಪರಿಹಾರ,আনুমানিক সমাধান
ಅಂದಾಜು ಸಮಸ್ಯೆ,আনুমানিক সমস্যা
ಅಂದಾಜು ಆಸ್ತಿ,আনুমানিক সম্পত্তি
ಯೋಗ್ಯತಾ ಪರೀಕ್ಷೆ,বুদ্ধিমত্তার পরীক্ষা
ಆರ್ಗಾನ್ ರೇಖಾಚಿತ್ರ,আর্গন ডায়াগ্রাম
ಸ್ವಯಂಪ್ರೇರಿತ,স্বেচ্ছায়
"ಯಾದೃಚ್ಛಿಕ, ಯಾದೃಚ್ಛಿಕ","এলোমেলো, এলোমেলো"
ಅನಿಯಂತ್ರಿತ ಸ್ಥಿರ,নির্বিচারে ধ্রুবক
ಉಚಿತ ಅಂಶ,বিনামূল্যে উপাদান
ಅನಿಯಂತ್ರಿತ ಬಿಂದು,নির্বিচারে পয়েন্ট
ಆರ್ಕಿಮಿಡೀಸ್ ಕಾನೂನು,আর্কিমিডের আইন
ಆರ್ಕಿಮಿಡಿಸ್ ಕಾನೂನು,আর্কিমিডিসের আইন
"ಚಾಪ-ಉದ್ದ, ಚಾಪ-ಉದ್ದ","চাপ-দৈর্ঘ্য, চাপ-দৈর্ঘ্য"
ವೃತ್ತದ ಚಾಪ,বৃত্ত চাপ
ವಿಲೋಮ ಸೈನ್ ವಿತರಣೆ,ইনভার্স সাইন ডিস্ট্রিবিউশন
ವಿಲೋಮ ಸೈನ್ ಪರಿವರ್ತನೆ,বিপরীত সাইন রূপান্তর
"ಪ್ರದೇಶ, ಪ್ರದೇಶ","এলাকা, এলাকা"
ಪ್ರಾದೇಶಿಕ ಸಂರಚನೆ,আঞ্চলিক কনফিগারেশন
ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಯ ಕೋನ,একটি জটিল সংখ্যার কোণ
ಅಂಕಗಣಿತದ ಸರಾಸರಿ,গাণিতিক গড়
ಡಿಜಿಟಲ್ ಕಾರ್ಯಾಚರಣೆ,ডিজিটাল অপারেশন
ಡಿಜಿಟಲ್ ಘಟಕ,ডিজিটাল ইউনিট
"ಸಂರಚನೆ, ವ್ಯವಸ್ಥೆ","কনফিগারেশন, বিন্যাস"
"ವ್ಯೂಹ, ವ್ಯೂಹ","অ্যারে, অ্যারে"
ಕೃತಕ ಉಪಗ್ರಹ,কৃত্রিম উপগ্রহ
ಕೃತಕ ವೇರಿಯಬಲ್,কৃত্রিম পরিবর্তনশীল
ಏರಲು,আরোহন করা
ಆರೋಹಣ,আরোহী
ಪರಿಮಾಣದ ಆರೋಹಣ ಕ್ರಮ,মাত্রার আরোহী ক্রম
ಆರೋಹಣ ದರ್ಜೆ,আরোহী গ্রেড
ಅಸೆಂಬ್ಲರ್ ಭಾಷೆ,সংযোজনকারী ভাষা
"ನಿಯೋಜನೆ ಸಮಸ್ಯೆ ನಿಯೋಜನೆ ಪ್ರಶ್ನೆ,",অ্যাসাইনমেন্ট সমস্যা অ্যাসাইনমেন্ট প্রশ্ন
ಸಹಾಯಕ ನಿಯಮ,সহযোগী নিয়ম
ನಿರ್ವಾಹಕರ ಸಹಾಯಕ ನಿಯಮ,অপারেটরদের সহযোগী নিয়ম
ಸಹಾಯಕ ಕಾರ್ಯಾಚರಣೆ,সহযোগী অপারেশন
ಒಡನಾಟ,সাহচর্য
ಸರಾಸರಿ ಊಹಿಸಲಾಗಿದೆ,ধরে নেওয়া গড়
ಸಂಭವನೀಯತೆಯ ವಿತರಣೆಯನ್ನು ಊಹಿಸಲಾಗಿದೆ,অনুমান সম্ভাব্যতা বন্টন
"ಕಲ್ಪಿಸಿಕೊಂಡ, ಒಪ್ಪಿಕೊಂಡ,","কল্পনা করা, স্বীকার করা"
ಜ್ಯೋತಿಷ್ಯ,জ্যোতিষশাস্ত্র
"ಗಗನಯಾತ್ರಿ ಎಂಜಿನಿಯರ್ ಬಾಹ್ಯಾಕಾಶ ಎಂಜಿನಿಯರ್,",মহাকাশচারী প্রকৌশলী মহাকাশ প্রকৌশলী
ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ*,জ্যোতির্বিদ*
ಖಗೋಳ ಗಡಿಯಾರ,জ্যোতির্বিদ্যা ঘড়ি
ಖಗೋಳಶಾಸ್ತ್ರ,জ্যোতির্বিদ্যা
ಅಸಮಪಾರ್ಶ್ವದ ಕರ್ವ್,অপ্রতিসম বক্ররেখা
ಅಸಿಮ್ಮೆಟ್ರಿ,অসমতা
ಲಕ್ಷಣರಹಿತ,অ্যাসিম্পোটিক
ಉಲ್ಬಣಗೊಳಿಸುತ್ತಿದೆ,উত্তেজক
ಪ್ರಗತಿಪರ ಅಂದಾಜುಗಾರ,প্রগতিশীল অনুমানকারী
ಹಿಮ್ಮುಖ ಪಕ್ಷಪಾತದ ಅಂದಾಜುಗಾರ,বিপরীতমুখী পক্ষপাতমূলক অনুমানকারী
ಹಿಮ್ಮುಖ ನಡವಳಿಕೆ,বিপরীতমুখী আচরণ
ಆಕ್ರಮಣಕಾರಿ ವಿತರಣಾ ಕಾರ್ಯ,আক্রমনাত্মক বিতরণ ফাংশন
ಮೇಲ್ಮುಖವಾಗಿ ಹರಡಿತು,ঊর্ধ্বগামী বিস্তার
ವಾತಾವರಣದ ಒತ್ತಡ,বায়ুমণ্ডলীয় চাপ
"ಯಾದೃಚ್ಛಿಕವಾಗಿ,",এলোমেলোভাবে
ಆಸ್ತಿ*,সম্পত্তি*
ಗುಣಲಕ್ಷಣ-ಮಾದರಿ-ಯಾಂತ್ರಿಕತೆ,অ্যাট্রিবিউট-স্যাম্পলিং-মেকানিজম
ವರ್ಧಿತ ಮ್ಯಾಟ್ರಿಕ್ಸ್,অগমেন্টেড ম্যাট্রিক্স
ಸ್ವಯಂ ಸಂಬಂಧ ಗುಣಾಂಕ,স্বয়ংক্রিয় সম্পর্ক সহগ
ಸ್ವಯಂ ಸಂಬಂಧ ಕಾರ್ಯ,স্বয়ংক্রিয় সম্পর্ক ফাংশন
ಸಹವರ್ತಿತ್ವ,সহবাস
ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟರ್,স্বয়ংক্রিয় কম্পিউটার
ಸ್ವಯಂ ಹಿನ್ನಡೆ,অটোরিগ্রেশন
ಸಹಾಯಕ ಸಮೀಕರಣ,সহায়ক সমীকরণ
ಸರಾಸರಿ ಮಾದರಿ ಸಂಖ್ಯೆ ಕರ್ವ್ (MPC ಕರ್ವ್),গড় নমুনা সংখ্যা বক্ররেখা (MPC বক্ররেখা)
"ಮೂಲತತ್ವ, ಮೂಲತತ್ವ","axiom, axiom"
ಮೂಲತತ್ವ ವಿಧಾನ,স্বতঃসিদ্ধ পদ্ধতি
ಸಂಭವನೀಯತೆಯ ಮೂಲತತ್ವ,সম্ভাব্যতা স্বতঃসিদ্ধ
ಅಕ್ಷರೇಖೆ,অক্ষ
ಭುಜಾಕ್ಷ,ভুজক্ষ
ಭೂಮಿಯ ಅಕ್ಷ,পৃথিবী অক্ষ
ತಿರುಗುವ ಅಕ್ಷ,ঘূর্ণন অক্ষ
ತಿರುಗುವಿಕೆಯ ಅಕ್ಷ,ঘূর্ণন অক্ষ
ಸ್ಪಿನ್ ಅಕ್ಷ,স্পিন অক্ষ
ಪೋಸ್ಟ್ ಬದಲಿ,পোস্ট প্রতিস্থাপন
ನಂತರ,পরে
ಹಿಂದಿನ ಅಳವಡಿಕೆ ಸೂತ್ರ,ফিরে সন্নিবেশ সূত্র
"ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ","ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য"
ಸಮತೋಲಿತ ವಿನ್ಯಾಸ,সুষম নকশা
ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್,ব্যালেন্স শীট
ಕ್ಷಿಪಣಿ,মিসাইল
"ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್, ಶಸ್ತ್ರಾಸ್ತ್ರ","ব্যালিস্টিক, অস্ত্র"
"ಕಾಲಮ್, ಬಾರ್, ಕಾಬ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಲೈನ್, ಲೈನ್, ಟೆಸ್ಟ್ ಲೈನ್, ಎಡ್ಜ್","কলাম, রড, কোব, বার, বার, বার, বার, বার, বার, লাইন, লাইন, টেস্ট লাইন, প্রান্ত"
"ಬೇಸ್, ಬೇಸ್, ಬೇಸ್, ಬೇಸ್, ಬೇಸ್","ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি"
ಮೂಲ ಕೋನ,ভিত্তি কোণ
"ಲಾಗರಿಥಮ್ನ ಆಧಾರ, ಲಾಗರಿಥಮ್ನ ಆಧಾರ","লগারিদমের ভিত্তি, লগারিদমের ভিত্তি"
"ಮೂಲಭೂತ, ಮೂಲಭೂತ,","মৌলিক, মৌলিক"
ಮೂಲ ಸುಸಂಬದ್ಧ ಪರಿಹಾರ,ভিত্তি সুসংগত সমাধান
ಮೂಲ ಪರಿಹಾರ,ভিত্তি সমাধান
ಮೂಲ ವೇರಿಯಬಲ್,ভিত্তি পরিবর্তনশীল
ಬೇಸ್,ভিত্তি
ಮೂಲ ಅಂಶ,ভিত্তি উপাদান
ಮೂಲ ಮ್ಯಾಟ್ರಿಕ್ಸ್,বেস ম্যাট্রিক্স
ವೆಕ್ಟರ್ ಜಾಗದ ಆಧಾರ,ভেক্টর স্থানের ভিত্তি
ಉಪಜನಸಂಖ್ಯೆಯ ಆಧಾರ,উপ-জনসংখ্যা ভিত্তিতে
ನಿರ್ಲಜ್ಜ,নীতিহীন
ಬೆಜ್-ನಿಯಮ,বেজ-রুল
ಬೆಜ್-ಪ್ರಮೇಯ,bez-তত্ত্ব
ಬರ್ನೌಲಿ-ವಿತರಣೆ,bernoulli-বন্টন
ಬರ್ನೌಲ್ಲಿ ಸಂಖ್ಯೆಗಳು,বার্নোলি সংখ্যা
ಬರ್ನೌಲ್ಲಿ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ,Bernoulli সম্ভাব্যতা ফাংশন
ಬರ್ನೌಲ್ಲಿ-ಸಮೀಕರಣ,বার্নোলি-সমীকরণ
ಬೆರ್ರಿ ಕಾರ್ಯ,বেরি ফাংশন
ಅತ್ಯುತ್ತಮ ಅಂಟಿಕೊಳ್ಳುವಿಕೆ,সেরা আনুগত্য
ಅತ್ಯುತ್ತಮ ಅಂಟಿಕೊಳ್ಳುವ ರೇಖೆ,সেরা আনুগত্য লাইন
ಉತ್ತಮ ಪರಿಹಾರ,সেরা সমাধান
ಅತ್ಯುತ್ತಮ ಸಲಹೆಗಳು,সেরা টিপস
ಬೀಟಾ ವಿತರಣೆ,বিটা বিতরণ
"ಪಕ್ಷಪಾತ, ಪಕ್ಷಪಾತ","পক্ষপাত, পক্ষপাত"
ಪಕ್ಷಪಾತದ ಮೌಲ್ಯಮಾಪನ,পক্ষপাতমূলক মূল্যায়ন
ದ್ವಿಪದ ಸಮೀಕರಣ,দ্বিপদ সমীকরণ
ಒಂದೇ ಕವರ್,একক আবরণ
ಒಂದೇ ಕವರ್ ನಕ್ಷೆ,একক কভার মানচিত্র
ಏಕ ಕವರ್ ಮ್ಯಾಪಿಂಗ್,একক কভার ম্যাপিং
ಚತುರ್ಭುಜ ಚತುರ್ಭುಜ,দ্বিঘাত দ্বিঘাত
ಬೈಲಿನಿಯರ್ ಕಾರ್ಯ,বাইলিনিয়ার ফাংশন
ಬೈಲಿನಿಯರ್ ಹರ್ಮಿಟಿಯನ್ ಏಕರೂಪತೆ,বাইলিনিয়ার হারমিটিয়ান একজাতীয়তা
"ದ್ವಿ-ವೇರಿಯಬಲ್, ಬೈನರಿ, ಡ್ಯುಯಲ್","দ্বি-পরিবর্তনশীল, বাইনারি, দ্বৈত"
"ಬೈನರಿ ಕೋಡ್, ಬೈನರಿ ಕೋಡ್","বাইনারি কোড, বাইনারি কোড"
"ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ, ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ","বাইনারি কোডেড দশমিক, বাইনারি কোডেড দশমিক"
ಬೈನರಿ ಎನ್ಕೋಡಿಂಗ್,বাইনারি এনকোডিং
ಬೈನರಿ ಕಂಪ್ಯೂಟರ್,বাইনারি কম্পিউটার
ಬೈನರಿ ಸಂಖ್ಯೆಗಳು,বাইনারি সংখ্যা
ಬೈನರಿ ಕಾರ್ಯಾಚರಣೆ,বাইনারি অপারেশন
ಬೈನರಿ ವಿಧಾನ,বাইনারি পদ্ধতি
ಬೈನರಿ ವೇರಿಯಬಲ್,বাইনারি পরিবর্তনশীল
ದ್ವಿಪದ ಗುಣಾಂಕ,দ্বিপদ সহগ
ದ್ವಿಪದ ವಿತರಣೆ,দ্বিপদ ডিস্ট্রিবিউশন
ದ್ವಿಪದ ಸಮೀಕರಣ,দ্বিপদ সমীকরণ
ದ್ವಿಪದ ವ್ಯತ್ಯಾಸ,দ্বিপদ প্রকরণ
ದ್ವಿಪದ ಅಭಿವ್ಯಕ್ತಿ,দ্বিপদ অভিব্যক্তি
ದ್ವಿಪದ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್,দ্বিপদী র্যান্ডম পরিবর্তনশীল
ದ್ವಿಪದ ಪ್ರಮೇಯ,দ্বিপদ উপপাদ্য
"ಅರ್ಧ, ಕವಲೊಡೆಯುವಿಕೆ","অর্ধেক, বিভাজন"
"ಬೈಸೆಕ್ಟ್ ವಿಧಾನ, ಸೆಮಿಡಿವಿಷನ್ ವಿಧಾನ","দ্বিখণ্ডিত পদ্ধতি, অর্ধবিভাগ পদ্ধতি"
ಅರ್ಧ ದ್ವಿಭಾಜಕ,অর্ধেক দ্বিখণ্ডক
"ದ್ವಿಪದ, ದ್ವಿಪದ",দ্বিপদ
"ದ್ವಯಾಂಕ್ (ದ್ವಿಮಾನ ಸಂಖ್ಯೆ), ಅನಿ, ಬರ್ಮೀಸ್, ತುಕ್","Dwayank (বাইনারী সংখ্যা), আনি, বার্মিজ, টুক"
ದ್ವಿಪದ ದ್ವಿಪದ ವಿತರಣೆ ದ್ವಿಪದ,দ্বিপদ দ্বিপদী বন্টন দ্বিপদ
ದ್ವಿಗುಣ ಪರಸ್ಪರ ಸಂಬಂಧ ಗುಣಾಂಕ,দ্বিভারী পারস্পরিক সম্পর্ক সহগ
ದ್ವಿಗುಣ ವಿತರಣೆ,দ্বিমুখী বন্টন
ದ್ವಿಗುಣ ಸಾಮಾನ್ಯ-ವಿತರಣೆ,bivariate স্বাভাবিক-বন্টন
ಬೈವೆಕ್ಟರ್,bivector
ಬೋಲ್ಟ್‌ಮನ್ ಸಮೀಕರಣ,বোল্টম্যান সমীকরণ
ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ*,বুলিয়ান বীজগণিত*
ಬೋಸ್-ಐನ್ಸ್ಟೈನ್ ಅಂಕಿಅಂಶಗಳು,বোস-আইনস্টাইন পরিসংখ্যান
ಮಿತಿ ನಿರ್ಬಂಧಗಳು,সীমাবদ্ধতা সীমাবদ্ধতা
ಗಡಿ ಮಟ್ಟ,সীমানা স্তর
ಗಡಿ ರೇಖೆ,সীমান
ಮಿತಿ ಮೌಲ್ಯ,সীমা মান
ಗಡಿ ಮೌಲ್ಯದ ಸಮಸ್ಯೆ,সীমানা মান সমস্যা
"ಪರಿಮಿತಿ ಕಾರ್ಯ ಸೀಮಿತ ಹಣ್ಣು,",আবদ্ধ ফাংশন আবদ্ধ ফল
