Telugu,Kannada
అంగీకరించారు,ಒಪ್ಪಿಕೊಂಡ
సలహా,ಕವಲೊಡೆಯು
దత్తత తీసుకున్న వ్యక్తి,ಅಳವಡಿಕೆದಾರ
దత్తత,ರೋಗಿ
దత్తత,ದತ್ತು
వయోజన,ವಯಸ್ಕ
కల్తీ,ವ್ಯಭಿಚಾರ
వ్యభిచారం,ವ್ಯಭಿಚಾರ
వయోజన ఫ్రాంచైజ్,ವಯಸ್ಕರ ಫ್ರ್ಯಾಂಚೈಸ್
ప్రకటన విలువ,ಜಾಹೀರಾತು ಶೌರ್ಯ ಕರ್ತವ್ಯ
అడ్వాన్స్,ಮುನ್ನಡೆ
అడ్వాన్స్ బుకింగ్,ಮುಂಗಡ ಬುಕಿಂಗ್
ముందస్తు కాపీ,ಮುನ್ನಡೆ
ముందస్తు పెరుగుదల,ಮುಂಗಡ ಹೆಚ್ಚಳ
ముందస్తు చెల్లింపు,ಮುಂಗಡ ಪಾವತಿ
ప్రతికూల ప్రవేశం,ಪ್ರತಿಕೂಲ ಪ್ರವೇಶ
ప్రతికూల వ్యాఖ్యలు,ಪ್ರತಿಕೂಲ ಟೀಕೆಗಳು
ప్రతికూల నివేదిక,ಪ್ರತಿಕೂಲ ವರದಿ
ప్రకటన,ಆಯ್ಕೆ
సలహా,ಸಲಹೆ
చెల్లింపు సలహా,ಪಾವತಿಯ ಸಲಹೆ
సలహా సమితి,ಸಲಹಾ ಸಮಿತಿ
సలహా మండలి,ಸಲಹಾ ಮಂಡಳಿ
న్యాయవాది,ಪ್ರತಿಪಾದಿಸು
వ్యవహారాలు,ವ್ಯವಹಾರ
అఫిడవిట్,ಅಫಿಡವಿಟ್
అనుబంధం,ಉಪಶಮನ
ధృవీకరణ,ದೃ ir ೀಕರಣ
ధృవీకరించేది,ದೃ irf ೀಕರಣದ
స్థోమత,ಆತುರಿಸು
పైన పేర్కొన్నది,ಈನಟ
అఫ్రెష్,ಹೊಸದಾಗಿ
వ్యతిరేకంగా,ವಿರುದ್ಧವಾಗಿ
వయస్సు,ವಯಸ್ಸು
వయస్సు ధృవీకరణ పత్రం,ವಯಸ್ಸಾದ ಪ್ರಮಾಣಪತ್ರ
ఓటు హక్కు కోసం వయస్సు,ಮತದಾರರ ವಯಸ್ಸು
వయో పరిమితి,ವಯಸ್ಸಿಗೆ
ఏజెన్సీ,ವಾಗ್ದಾನ
ఎజెండా,ಕಾಗಾರ
పదవీ విరమణ వయస్సు,ನಿವೃತ್ತಿಯ ವಯಸ್ಸು
పర్యవేక్షణ వయస్సు,ಮೇಲ್ವಿಚಾರಣೆಯ ವಯಸ್ಸು
సమూహనం,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
బాధపడ్డాడు,ದುಃಖಿಸಿದ
ఆందోళన,ಆಂದೋಲನ
AGM,ಅವಾತ
ఒప్పందం,ಒಪ್ಪಂದ
ఒప్పంద ఫారం,ಒಪ್ಪಂದದ ರೂಪ
వ్యవసాయం,ಕೃಷಿ
అగ్రో-ఇండస్ట్రీ,ಕೃಷಿ ಉದ್ಯಮ
సహాయం,ನೆರವು
అలారం,ಎಚ್ಚರಿಕೆ
అప్రమత్తత,ಜಾಗರೂಕತೆ
అలియాస్,ಅಲಿಯಾಸ್
ఆరోపణ,ಆರೋಪಣೆ
విధేయత,ನಿಷ್ಠೆ
కూటమి,ಮೈತ್ರಿ
అనుబంధ సేవలు,ಮಿತ್ರ ಸೇವೆಗಳು
అన్ని కలుపుకొని ఖర్చు,ಎಲ್ಲಾ ಅಂತರ್ಗತ ವೆಚ್ಚ
ఆల్ ఇండియా సర్వీసెస్,ಅಖಿಲ ಭಾರತ ಸೇವೆಗಳು
కేటాయింపు,ಮನವಸಿಕೆ
కేటాయింపు,ಹಂಚಿಕೆ
కేటాయింపు లేఖ,ಹಂಚಿಕೆ ಪತ್ರ
కేటాయింపు,ಹಂಚುವವ
అనుమతించదగినది,ಅನುಮತಿಸುವ
అనుమతించదగిన ఖర్చులు,ಅನುಮತಿಸುವ ವೆಚ್ಚಗಳು
అప్పీల్‌ను అనుమతించండి,ಮನವಿಯನ್ನು ಅನುಮತಿಸಿ
భత్యం,ಭತ್ಯೆ
అన్ని హక్కులూ ప్రత్యేకించుకోవడమైనది,ಎಲ್ಲ ಹಕ್ಕುಗಳನ್ನು ಕಾಯ್ದಿರಿಸಲಾಗಿದೆ
అక్షర క్రమం,ವರ್ಣಮಾಲೆ
వాగ్వాదం,ವಾಗ್ವಾದ
ప్రత్యామ్నాయ,ಪರ್ಯಾಯ
ప్రత్యామ్నాయం,ಬದಲಕ
సమ్మేళనం,ಸಂಯೋಗ
సవరించిన చిత్తుప్రతి,ತಿದ್ದುಪಡಿ ಮಾಡಿದ ಕರಡು
సవరణ,ತಿದ್ದುಪಡಿ
సౌకర్యం,ಸೌಕರ್ಯ
స్నేహపూర్వక,ಸೌಹಾರ್ದಯುತ
మందుగుండు సామగ్రి,ಮದ್ದುಗುಂಡು
రుణ రుణమాఫీ,ಸಾಲದ ಭೋಗ್ಯ
మొత్తం,ಮೊತ್ತ
పెన్షన్ మొత్తం,ಪಿಂಚಣಿ ಪ್ರಮಾಣ
సారూప్య పోస్ట్,ಸಾದೃಶ್ಯದ ಹುದ್ದೆ
విశ్లేషణ,ವಿಶ್ಲೇಷಣೆ
విశ్లేషణాత్మక అధ్యయనం,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಅಧ್ಯಯನ
పూర్వీకుడు,ಪೂರ್ವಜ
సహాయక పరిశ్రమ,ಪೂರಕ ಉದ್ಯಮ
శత్రుత్వం,ದ್ವೇಷ
అనుబంధం,ಅನುಬಂಧ
వార్షికోత్సవం,ವಾರ್ಷಿಕೋತ್ಸವ
ప్రకటన,ಪ್ರಕಟಿಸುವುದು
కోపం,ಕಿರಿಕಿರಿಯ
వార్షిక ఆర్థిక ప్రకటన,ವಾರ್ಷಿಕ ಹಣಕಾಸು ಹೇಳಿಕೆ
వార్షిక నివేదిక,ವಾರ್ಷಿಕ ವರದಿ
యాన్యుటీ,ವರ್ಷಾಶನ
అనామక,ಅನಾಮಿಕ
అనామక ఫిర్యాదు,ಅನಾಮಧೇಯ ದೂರು
జవాబుదారీతనం,ಉತ್ತರಾಧಿಕಾರಿಯಾಗದಿರುವಿಕೆ
జవాబు పత్రం,ಉತ್ತರ ಪತ್ರಿಕೆ
విరోధి,ವಿರೋಧಿ
పూర్వజన్మలు,ಪೂರ್ವಸಿದ್ಧತೆಗಳು
Bean హించిన ఖర్చు,ನಿರೀಕ್ಷಿತ ಖರ್ಚು
Ntic హించిన ఆదాయం,ನಿರೀಕ್ಷಿತ ಆದಾಯ
Ntic హించడం,ನಿರೀಕ್ಷಣೆ
ముందస్తు బెయిల్,ನಿರೀಕ್ಷಿತ ಜಾಮೀನು
అవినీతి నిరోధక కొలత,ಭ್ರಷ್ಟಾಚಾರ ವಿರೋಧಿ
యాంటీ డంపింగ్,ಡಂಪಿಂಗ್ ವಿರೋಧಿ
పురాతన,ಪ್ರಾಚೀನ
వర్ణవివక్ష,ವರ್ಣಭೇದ
ఉదాసీనత,ನಿರಾಸಕ್ತಿ
అపెక్స్ బాడీ,ತುದಿ ದೇಹ
క్షమాపణ,ಕ್ಷಮೆ
అప్పీల్,ಮನವಿಯನ್ನು
స్వరూపం,ಗೋಚರತೆ
సంతృప్తి,ಸಮಾಧಾನ
అప్పీలేట్ ట్రిబ్యునల్,ಮೊದಲೇ ನ್ಯಾಯಮಂಡಣಿ
అపెండిక్స్,ಅನುಬಂಧ
ఉపకరణం,ಉಪಕರಣ
వర్తిస్తుంది,ಅನ್ವಯಿಸುವ
దరఖాస్తుదారు,ಅರ್ಜಿದಾರ
అప్లికేషన్,ಅನ್ವಯಿಸು
దరఖాస్తు ఫారం,ಅರ್ಜಿ
అనువర్తిత,ಅನ್ವಯಿಕ
వర్తించండి,ಅನ್ವಯಿಸು
నియామకం,ನೇಮಕಾತಿ
నియమించే అధికారాన్ని,ಅಧಿಕಾರವನ್ನು ನೇಮಿಸುವುದು
నియామకం,ನೇಮಕ
నియామక పత్రం,ನೇಮಕಾತಿ ಪತ್ರ
నియామకాల కమిటీ క్యాబినెట్,ಕ್ಯಾಬಿನೆಟ್ನ ನೇಮಕಾತಿ ಸಮಿತಿ
వేతనాల విభజన,ವೇತನದ ಹಂಚಿಕೆ
అంచనా,ಮೌಲ್ಯಮಾಪಕ
మదింపుదారు,ಮೌಲ್ಯಮಾಪಕ
ప్రశంసతో,ಮೆಚ್ಚುಗೆ
దిగులు,ಭಯ
అప్రెంటిస్,ಅಪ್ರೆಂಟಿಸ್
విధానం,ಸಮೀಪಿಸು
తగినది,ಸೂಕ್ತ
తగిన చర్య,ಸೂಕ್ತ ಕ್ರಮ
తగిన తల,ಸೂಕ್ತ ತಲೆ
కేటాయింపు,ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು
ఆమోదం,ಅನುಮೋದನೆ
సుమారు,ಅಂದಾಜು
ఆప్టిట్యూడ్ పరీక్ష,ಆಪ್ಟಿಟ್ಯೂಡ್ ಪರೀಕ್ಷೆ
ఏకపక్ష,ಅನಿಯಂತ್ರಿತ
మధ్యవర్తిత్వం,ನಿಣಿಸು
మధ్యవర్తిత్వ,ಮಧ್ಯಸ್ಥಿಕೆ
మధ్యవర్తిత్వ ట్రిబ్యునల్,ಮಧ್ಯಸ್ಥಿಕೆ ನ್ಯಾಯಮಂಡಳ
మధ్యవర్తి,ಮಧ್ಯಸ್ಥ
వాస్తుశిల్పం,ವಾಸ್ತುಶಿಲ್ಪಿ
ఆర్కైవ్స్,ಆರ್ಕೈವ್ಸ್
ప్రాంతం,ಪ್ರದೇಶ
ఏరియా ప్రధాన కార్యాలయం,ಪ್ರದೇಶದ ಪ್ರದೇಶ
వాదన,ವಾದ
తలెత్తండి,ಹುಳು
సాయుధ దళాలు,ಸಶಸ್ತ್ರ ಪಡೆ
అమరిక,ಜೋಡಣೆ
బకాయి,ಬಾಕಿ
రాక ప్రకటన,ಬಾಕಿ ಹೇಳಿಕೆ
రాక నివేదిక,ಆಗಮನ ವರದಿ
అహంకారం,ಅಸ್ತವ್ಯಸ್ತತೆ
ఆర్సెనల్,ಸ ೦ ತಾನು
వ్యాసం,ಲೇಖನ
అసోసియేషన్ వ్యాసాలు,ಸಂಘದ ಲೇಖನಗಳು
వ్యాసాలు,ಲೇಖನಗಳು
ఆరోహణ క్రమం,ಆರೋಹಣ
నిర్ధారించడం,ಒತ್ತಿಹೇಳಿಸು
ఎక్కడ ఉందో,ಎಲ್ಲಿದೆ
కారక,ಆಕಾರ
ఆస్పర్షన్,ಆಪಾದನೆ
హత్య,ಹತ್ಯೆ
దాడి,ದಾಳಿ
సమీకరించటం,ಜೋಡಿಸು
అసెంబ్లీ,ಸಭೆ
అస్సెంట్,ಒಪ್ಪು
నొక్కి చెప్పండి,ಪ್ರತಿಪಾದಿಸು
మదింపుదారుడు,ಮೌಲ್ಯಮಾಪಕ
అంచనా,ಮೌಲ್ಯಮಾಪನ
అసెస్‌మెంట్ ఇయర్,ಮೌಲ್ಯಮಾಪನ ವರ್ಷ
మదింపుదారు,ಮೌಲ್ಯಮಾಪಕ
ఆస్తులు,ಸ್ವಸಮಾನಗಳು
కేటాయించిన,ನಿಯೋಗಿ
అసైన్‌మెంట్,ನಿಯೋಜನೆ
అసైనర్,ನಿಯೋಜಕ
సహాయం,ಸಹಾಯ
అసోసియేట్,ಜೊತೆಗಾರ
అసోసియేషన్,ಸಂಘ
ఛార్జ్ యొక్క umption హ,ಚಾರ್ಜ್ನ umption ಹೆ
హామీ,ಭರವಸೆ
అస్యూరెన్స్ కంపెనీ,ಅಶ್ಯೂರೆನ್ಸ್ ಕಂಪನಿ
భరోసా,ಭರವಸೆ ಕೊಡು
డిస్కౌంట్ వద్ద,ರಿಯಾಯಿತಿಯಲ್ಲಿ
అణు శక్తి,ಪರಮಾಣು ಶಕ್ತಿ
పార్ వద్ద,ಸಮನಾಗಿ
ప్రీమియం వద్ద,ಪ್ರೀಮಿಯಂನಲ್ಲಿ
అటాచ్,ಲಗತ್ತಿಸು
జతచేయబడిన కార్యాలయం,ಲಗತ್ತಿಸಲಾದ ಕಚೇರಿ
అటాచ్మెంట్,ಬಾಂಧಾಣ
అటాచ్మెంట్ ఆర్డర్,ಲಗತ್ತು ಆದೇಶ
సాధించడం,ಸಾಧನೆ
ప్రయత్నం,ಪ್ರಯತ್ನ
హాజరు,ಹಾಜರಾತಿ
హాజరు రిజిస్టర్,ಹಾಜರಾತಿ ನೋಂದಣಿ
హాజరు స్లిప్,ಹಾಜರಾತಿ ಸ್ಲಿಪ್
శ్రద్ధ,ಗಮನ
ధృవీకరణ,ದೃestೀಕರಣ
ధృవీకరించబడిన కాపీ,ದೃ ested ೀಕರಿಸಿದ ಪ್ರತಿ
వైఖరి,ವರ್ತನೆ
ఆకర్షణీయమైన జీతం,ಆಕರ್ಷಕ ಸಂಬಳ
వేలం,ಹರಾಜು
వేలంపాట,ಹರಾಜುದಾರ
వేలం అమ్మకం,ಹರಾಜು ಮಾರಾಟ
ప్రేక్షకులు,ಪ್ರೇಕ್ಷಕರು
ఆడియో-విజువల్ డిస్ప్లే,ಆಡಿಯೊ ದೃಶ್ಯ ಪ್ರದರ್ಶನ
ఆడియో-విజువల్ పబ్లిసిటీ,ಆಡಿಯೋ ದೃಶ್ಯ ಪ್ರಚಾರ
ఆడిట్,ಲೆಕ್ಕಪರಿಶೋಧನೆ
ఆడిట్ చేసిన ఖాతాలు,ಲೆಕ್ಕಪರಿಶೋಧಿತ ಖಾತೆಗಳು
ఆడిట్ చేసిన బ్యాలెన్స్ షీట్,ಲೆಕ್ಕಪರಿಶೋಧಿತ ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್
ఆడిటింగ్,ಲೆಕ್ಕಾಚಾರ
ఆడిట్ అభ్యంతరం,ಲೆಕ್ಕಪರಿಶೋಧನೆ
ఆడిటర్ నివేదిక,ಲೆಕ್ಕಪರಿಶೋಧಕರ ವರದಿ
ఆడిటోరియం,ಸಭಾಪತಿ
ఆడిట్ పేరా,ಲೆಕ್ಕಪರಿಶೋಧನೆ
ఆర్థిక లెక్కల నివేదిక,ಲೆಕ್ಕಪರಿಶೋಧನೆ
కాఠిన్యం,ಕಠಿಣತೆ
పొదుపు చర్యలు,ಕಠಿಣತೆ ಕ್ರಮಗಳು
ప్రామాణికమైన,ಅಧಿಕೃತ
అధీకృత ప్రతినిధి,ಅಧಿಕೃತ ಪ್ರತಿನಿಧಿ
అధికారిక,ಅಧಿಕೃತವಾದ
అధికారం,ಅಧಿಕಾರ
అధికారం లేఖ,ಅಧಿಕಾರ ಪತ್ರ
అధికారం,ಅಧಿಕಾರಾವಧ
అధీకృత మూలధనం,ಅಧಿಕೃತ ಬಂಡವಾಳ
ఆటోమేటిక్,ಸ್ವಯಂಚಾಲಿತ
స్వయంప్రతిపత్తి,ಸ್ವಾಯತ್ತ
అటానమస్ బాడీ,ಸ್ವಾಯತ್ತ ದೇಹ
స్వయంప్రతిపత్తి,ಸ್ವಾಯತ್ತತೆ
సహాయక,ಸಹಾಯಕ
అందుబాటులో ఉంది,ಲಭ್ಯ
సగటు,ಸರಾಸರಿ
సగటు సెలవు,ಸರಾಸರಿ ರಜೆ
విరక్తి,ನಿವಾರಣೆ
అవర్ట్,ತಪ್ಪಿಸು
నివారించండి,ತಪ್ಪಿಸಲು
పన్నును నివారించడం,ತೆರಿಗೆ ತಪ್ಪಿಸುವುದು
వేచి ఉంది,ಕಾಯುತ್ತಿರುವ
అవార్డు,ಪ್ರಶಸ್ತಿ
అథారిటీ అవార్డు,ಪ್ರಶಸ್ತಿ ಪ್ರಾಧಿಕಾರ
అవగాహన,ಅ ೦ ಗಿರುವಿಕೆ
బ్యాక్‌డేటెడ్,ಹಿತ್ತಲಿನ
నేపథ్య,ಹಿನ್ನೆಲೆ
బ్యాక్ లాగ్,ಹಿಂದಿನ ಲಾಗ್
బ్యాక్ అవుట్,ಹಿಂದೆ
వెనుక సూచన,ಹಿಂದಿನ ಉಲ್ಲೇಖ
బ్యాకప్,ಬ್ಯಾಕ್ ಅಪ್
వెనుకబడిన తరగతులు,ಹಿಂದುಳಿದ ತರಗತಿಗಳು
వెనుకబడిన తెగ,ಹಿಂದುಳಿದ ಬುಡಕಟ್ಟು
చెడు బేరం,ಕೆಟ್ಟ ಚೌಕಾಶಿ
చెడు ప్రవర్తన,ಕೆಟ್ಟ ನಡತೆ
చెడ్డ పాత్ర,ಕೆಟ್ಟ ಪಾತ್ರ
చెడు వాతావరణ భత్యం,ಕೆಟ್ಟ ಹವಾಮಾನ ಭತ್ಯೆ
చెడు ప్రవర్తన,ಕೆಟ್ಟ ನಡವಳಿಕೆ
చెడు రుణం,ಕೆಟ್ಟ ಸಾಲ
సామాను,ಸಾಮಾನು ಸರಂಜಾಮು
బెయిల్,ಜಾಮೀನು
సంతులనం,ಸಮತೋಲನ
బ్యాలెన్స్ తగ్గింది,ಸಮತೋಲನವನ್ನು ಉರುಳಿಸಿದೆ
బ్యాలెన్స్ ముందుకు తెచ్చింది,ಸಮತೋಲನವನ್ನು ಮುಂದಕ್ಕೆ ತರಲಾಗಿದೆ
సమతుల్య బడ్జెట్,ಸಮತೋಲಿತ ಬಜೆಟ್
బ్యాలెన్స్ షీట్,ಸಮತೋಲನ
బ్యాలెట్,ಮತದಾನ
వోట్లు వేసే డబ్బా,ಮತಪೆಟ್ಟಿಗೆ
బ్యాలెట్ పేపర్,ಮತದಾನದ ಕಾಗದ
నిషేధం,ನಿಷೇಧಿಸು
బ్యాంక్,ಬ್ಯಾಂಕ್
బ్యాంకు ఖాతా,ಬ್ಯಾಂಕ್ ಖಾತೆ
బ్యాంక్ బ్యాలెన్స్,ಬ್ಯಾಂಕ್ ಬ್ಯಾಲೆನ್ಸ್
బ్యాంకు చార్జీలు,ಬ್ಯಾಂಕ್ ಶುಲ್ಕಗಳು
బ్యాంకు హామీ,ಬ್ಯಾಂಕ್ ಖಾತರಿ
బ్యాంకు సెలవు,ಬ್ಯಾಂಕ್ ರಜೆ
బ్యాంకింగ్ సౌకర్యం,ಬ್ಯಾಂಕಿಂಗ್ ಸೌಲಭ್ಯ
బ్యాంకింగ్ గంటలు,ಬ್ಯಾಂಕಿಂಗ್ ಸಮಯ
బ్యాంకింగ్ లావాదేవీ,ಬ್ಯಾಂಕಿಂಗ್ ವಹಿವಾಟು
బ్యాంక్ రేటు,ಬ್ಯಾಂಕ್ ಪ್ರಮಾಣ
బ్యాంకు సయోధ్య,ಬ್ಯಾಂಕ್ ಸಮನ್ವಯ
దివాళా,ದಿವಾಳಿಯಾದ
