Tamil,Hindi
எதிர் பிரதிபலிப்பு,परावर्तनरोधी
சமச்சீரற்ற,प्रतिसममित
மீண்டும் நிகழாதது,अनावर्ती
காலமற்ற தன்மை,अनावर्तिता
துளையிடப்பட்ட ஸ்கேனிங் வட்டு,छिद्रित क्रमवीक्षण डिस्क
துவாரக்,द्वारक
"மேல், மேல், முன்","शीर्ष, शिखर, अग्रक"
"சூரியன் உயர், அதிக சூரியன்","सूर्योच्च, रवि उच्च, अपसौर"
அக்கறையற்ற சரிகை,अविपथी लेस
பரிதாபமற்றது,अविपथी
இயலாமை,अविपथिता
மிகவும் வண்ணமயமான,अति अवर्णी
"நிலம்-உயர்ந்த, உச்சநிலை","भूमि-उच्च, अपभू"
"துருவமற்ற, சுற்றளவு","अध्रुवी, परिध्रुवी"
பார்ப்பனியம்,परिध्रुविता
சாதனம்,उपकरण
"மெய்நிகர், காட்சி","आभासी, दृष्ट"
தெரியும் சூரியன்,दृष्ट सूर्य
காட்சி நேரம்,दृष्ट समय
வெளிப்படும் தோற்றம்,"उदभावी, प्रकटन"
விண்ணப்பம்,अनुप्रयुक्ति
பொருந்தக்கூடிய தன்மை,अनुप्रयोज्यता
விண்ணப்பித்தார்,अनुप्रयुक्त
கவனிக்கத்தக்கது,सुप्रेक्ष्य
அணுகுமுறை,उपगमन
"அருகில், தோராயமாக","सन्निकट, लगभग"
தோராயம்,सन्निकटन
நீராவி அழுத்தம்,वाष्प दाब
தன்னார்வ,स्वेच्छ
"வில் உலை, வில் உலை","आर्क भट्टी, चाप भट्टी"
ஆர்க்கிமிடிஸ் சட்டம்,आर्किमीडीज़ का नियम
கட்டிடக்கலை ஒலியியல்,स्थापत्य ध्वानिकी
பரிதி விளக்கு,आर्क लैंप
வில்-ஸ்பெக்ட்ரம்,आर्क-स्पेक्ट्रम
"பகுதி, பகுதி","क्षेत्र, क्षेत्रफल"
"பிராந்திய, பிராந்திய","क्षेत्रफलीय, क्षेत्रीय"
"கை, கை, கிளை","बाहु, भुजा, शाखिका"
அமெச்சூர்,आमेचर
"வரிசை, வரிசை","व्यूह, सरणी"
பெறுபவர்,प्रग्राही
உச்சரிப்பு தெளிவு,उच्चारण स्पष्टता
செயற்கை,कृत्रिम
செயற்கை மாற்றம்,कृत्रिम तत्वांतरण
ஏறுமுகம்,आरोही
ஏற்றம்,तारारोहण
ஏறும்,आरोहांक
அகோலி,अगोली
திரட்டுதல்,अगोलीकरण
தொகுப்பு,समुच्चय
"கூட்டுதல், கூட்டுதல்","समुच्चय करना, समुच्चयन"
"அசெம்பிளிங், அசெம்பிள், அசெம்பிள்","समुच्चय, समुच्चयन, कोडांतरण"
துல்லியமான மதிப்பீடு,परिशुद्धता आकलन
குறிப்பிடப்பட்ட (குவாண்டம் எண்களின்) விவரக்குறிப்புகள்,निर्दिष्ट (क्वांटम संख्याओं का) निर्दिष्टीकरण
"தொடர்புடைய, துணை, இணைந்த","संबंद्ध, सहचारी, संगुणित"
உயிர் ஒலி,स्वरावृत्ति
தானியங்கி மல்டிவிபிரேட்டர்,स्वचलित बहुकंपित्र
ஆஸ்தெனிக்,अस्थैतिक
"மதுவிலக்கு, astigmatism","अबिन्दुकता, एस्टिग्मेटिज्म"
விண்வெளி பயண மின்னணுவியல்,अंतरिक्ष यात्रा इलेक्ट्रॉनिकी
வானியற்பியல்,खगोलमिति
விண்வெளி,अंतरिक्षयात्री
வானியலாளர்,खगोलज्ञ
விண்ணுலகம்,खगोलीय
வானியல்,खगोलिकी
வானியற்பியல்,खगोल भौतिकी
சமச்சீரற்ற,असममित
அறிகுறியற்ற,अनंतस्पर्शी
மோசமாக்கும்,उपगामी
ஒத்திசைவற்ற,अतुल्यकालिक
"வளிமண்டலம், வளிமண்டலம்","वायुमंडल, परिमंडल"
வளிமண்டலம்,वायुमंडलीय
காற்று கொந்தளிப்பு,वायु-विद्युत क्षोभ
அணுக்கரு,परमाणु
அணு,परमाण्वीय
அணுசக்தி,परमाणुकता
அணுக்கரு நிறை,परमाणु संहति
அணு எண்,परमाणु क्रमांक
"அணு உலை, அணுக் குவியல்","परमाणु-रिऐक्टर, परमाणु पाइल"
அணு,परमाण्विक
துகள்,कणन
துகள்,कणित्र
"தணிவு, தணிவு","क्षीणन, क्षीणता"
"தணித்தல், தணித்தல்","क्षीणकारी, क्षीणक"
வசீகரம்,आकर्षण
ஈர்ப்பு சக்தி,आकर्षण बल
கேட்கக்கூடிய தன்மை,श्रव्यता
ஒலி அதிர்வெண் பெருக்கி,श्रव्य आवृत्ति-प्रवर्धक
கேட்கக்கூடிய,श्रव्य
ஆடியோ ஜெனரேட்டர்,श्रव्यजनित्र
கேட்கக்கூடிய வரைபடம்,श्रव्यता आलेख
கேட்கும் அறிவியல்,श्रवण विज्ञान
ஒலிமானி,श्रव्यतामापी
கேட்கக்கூடிய அதிர்வெண் ஆஸிலேட்டர்,श्रव्य आवृत्ति-दोलक
ஒலி சமிக்ஞை,ध्वनि सिग्नल
ஒலி-ஒளி காட்சி,दृश्य-श्रव्य
"ஆடிட்டோரியம், ஆடிட்டோரியம்","ऑडिटोरियम, सभाभवन"
OZ விளைவு,ओज़ए प्रभाव
பதவி உயர்வு,संवर्धन
மேம்படுத்துபவர்,संवर्धक
துருவ சுடர்,ध्रुवीय ज्योति
தென் துருவ சுடர்,दक्षिण ध्रुवीय ज्योति
வட துருவ சுடர்,उत्तर ध्रुवीय ज्योति
தானியங்கி எச்சரிக்கை,स्वचालित सचेतक
தானாக இணையாக,स्वतः समांतरित्र
"தானியங்கி, தானியங்கி, தானியங்கி","आत्मचालित, स्वचालित, स्वतः"
"ஆட்டோமேஷன், ஆட்டோமேஷன்","स्वचालन, स्वचालित यंत्र"
"உதவியாளர், கூட்டுறவு, கூடுதல்","सहायक, सहकारी, अतिरिक्त"
"அவடவா, அவலாஞ்சி","अवधाव, ऐवेलांश"
"சராசரி, சராசரி","औसत, माध्य"
பரிவாரன்,परिवर्जन
அச்சு,अक्षीय
அச்சு,अक्ष
அஜிமுத்,दिगंश
அஜிமுத்,दिगंशीय
மீண்டும்,पश्च
"பின்னணி, பின்னணி","पृष्ठभूमि, पृष्ठभूमिक"
"பின்தங்கிய, பின்தங்கிய","पिच्छद, पश्चगमन"
திருப்புமுனை,प्रतिवर्तन
பின் மின்னழுத்த துடிப்பு,पश्चडोल वोल्टता स्पंदक
பிந்தைய உறவு,पश्च-पश्च-संबंधन
கொடுக்கப்படுவதுடன்,पूर्तिकर
எதிர்ப்பு மின்னழுத்தம்,विरोधी वोल्टता
பின்புற சிதறல்,पश्चवर्ती प्रकीर्णन
இடைநிலை அலை,अंतराली तरंग
இன்சுலேட்டர்,कुचालक
பாராசூட் ஜம்ப்,पैराशूट सहित कूद पड़ना
வெப்பமூட்டும்,तपन
"சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை","तुला, तराजू, बाकी, संतुलित करना, संतुलित होना, संतुलन, शेष"
சமநிலைப்படுத்துபவர்,संतोलक
சமநிலை,संतुलन
உருண்டை,गोलात चुबक
"பாலிஸ்டிக், பாலிஸ்டிக்","प्राक्षेपिक, प्राक्षेपिकीय"
"ப்ராஜெக்ஷன் கால்வனோமீட்டர், ப்ராஜெக்ஷன் கால்வனோமீட்டர்","प्रक्षेप धारामापी, प्रक्षेप गैल्वनोमीटर"
ஏவுகணை,प्रक्षेपास्त्र
"பந்துவீச்சு, ஆயுதம்","प्राक्षेपिकी, अस्त्र विज्ञान"
கணிப்பு,प्रक्षेप
இலவச பாதை,मुक्त प्रक्षेप पथ
"பலூன், பலூன்","बैलून, गुब्बारा"
பால்மர் இடைநிறுத்தம்,बामर-असातत्य
"இசைக்குழு, இசைக்குழு, இசைக்குழு","पट्ट, पट्टी, बैंड .दल"
குண்டு வெடிப்பு,धमाका
"வரிசை, கற்றை, கரை, கரை, கடற்கரை","व्यूह, पुंज, किनारा, बैंक, तट"
"நெடுவரிசை, பட்டை, கோப், தொகுதி, பட்டை, கம்பி, பட்டை, 8. சுவர், 9. கோடு, 10. விளிம்பு, 1 தொகுதி, 1, பட்டை, 1, கோடு, 1, சோதனைக் கோடு","स्तंभ, शलाका, सिल, सिल्ली, दंड, छड़, पट्टी, 8.भित्ति, 9.रेखिका, 10.धार, 1रोधिका, 1, बार, 1, रेखा, 1, परीक्षण रेखा"
பார்டீன் கொள்கை,बारडीन सिद्धांत
barkhausen விளைவு,बार्कहाउज़एन प्रभाव
பார்லோ சுழற்சி,बार्लो चक्र
பட்டை காந்தம்,दंड चुबंक
கொட்டகை,बार्न
காற்று அழுத்த வரைபடம்,वायुदाब-आलेख
"barograph, barograph","वायुदाबलेखी, बैरोग्राफ"
காற்றழுத்தமானி,वायुदाबमापी
வளிமண்டல அழுத்தம்,वायुदाबमिति
"அண்டம், காற்றழுத்தம்","कर्षमंडल, बैरोमंडल"
ஊசல்,दंड लोलक
"தடை, அணு, அணு தடை","रोध, रोधिका, नाभिकीय रोधिका"
தடை நிலை,रोधिका स्तर
பேரியன்,बरिऑन
குருமண்டலம்,गुरुमंडल
அடிப்படை இசைக்குழு,आधार बैंड
"அடிப்படை, அடிப்படை, கார","आधारीय, मूल, क्षारीय"
அடித்தளம்,आधारक
"கணக்கெடுப்பு, குழு உருவாக்கம்","गणन, दल रचना"
"தொட்டி, தொட்டி, ஹீட்டர், வெப்பமூட்டும் பானை, குளியல்","कुंड, कुंडिका, ऊष्मक, तापन-पात्र, बाथ"
மின்கலம்,बैटरी
"வரிசை பிரிவு, அறை, விரிகுடா","व्यूह खंड, कक्ष, खाड़ई"
கண்காட்சி,प्रदर्श
கிபான்,कीबन
"மாணிக்கா, பீட்","मणिका, बीड"
"பீம், பீம், பீம், டிரம்ப்","दंड, बीम, किरण पुंज, तुर"
"டிக்மன், டிக்கான்","दिक्मान, दिक्कोण"
"டோல், விஸ்பாண்ட்","डोल, विस्पंद"
பெக்கரல் விளைவு,बैकेरल प्रभाव
மணி ஜாடி,"बेलजार, घंटाकार ढकना"
பெல்லோஸ்,धौंकनी
மணி கடிகாரம்,घंटाकार
"வேதிகா, பெஞ்ச்","वेदिका, बेंच"
"முறை, பங்க் (எட்.), வளைவு (வி.)","मोड, बंक (सं.), मोड़ना (क्रि.)"
வங்கியாளர்,बंकन
"வளைந்த, வளைந்த","मुड़आ, बंकित"
பெர்னோலி-சமன்பாடு,बर्नूली-समीकरण
அடிப்படை-செயல்பாடு,बेसल-फलन
சிறந்த ஒட்டுதல்,श्रेष्ठतम आसंजन
பீட்டா (பி),बीटा (भ्)
பீட்டாட்ரான்,बीटाट्रॉन
bethe மாதிரி,बेथे निदर्श
bivatron,बिवाट्रॉन
BH வளைவு,B-H वक्र
இருகோணமானது,द्विकोणीय
"சார்பு, சார்பு","अभिनति, बायस"
இரு-அச்சு,द्वि-अक्षीय
பைக்ரோமேட் செல்,बाइक्रोमेट सेल
அப்யவடல்,अभयावतल
இரட்டை ஆண்டெனா,द्विशंकु ऐन्टेना
பைன்வெக்ஸ்,उभयोत्तल
"இரு-படிகம், இரட்டை-படிகம்","द्वि-क्रिस्टल, द्विक क्रिस्टल"
இருதரப்பு ஒலிவாங்கி,द्विदिशी माइक्रोफोन
இருவகை மாதிரி,द्वि-उपादानीय निदर्श
டையோசியஸ்,द्विसूत्री
இருதரப்பு,द्विपार्श्विक
இருமுனை,द्विरैखिक
இரு மூலக்கூறு,द्वि-अणुक
"இரு-மாறி, இரு-அடிப்படை, இரட்டை","द्वि-चर, द्वि-आधारी, द्वयी"
"பைனரி குறியீடு, பைனரி குறியீடு","द्वि-आधारी कोड, द्वि-आधारी कूट"
விளையாட்டு நட்சத்திரம்,युग्मतारा
பைனரி முறை,द्वि-आधारी पद्धति
இரட்டை பக்க,"द्विकर्णी, द्विपथी"
பத்திரம்,बंधन
"தொலைநோக்கி, தொலைநோக்கி","द्विनेत्री, बाइनाक्युलर"
பைனரி,द्विनोड
இருவகைப் பரவல்,द्विपद बंटन
"இருமைய, இருமைய, இரு அணுக்கரு","द्विकेन्द्रीय, द्विकेन्द्रकी, द्विन्यूक्लीय"
உயிரியக்கவியல்,जैव-गतिकी
உயிர் மின்னணுவியல்,जैव इलेक्ट्रानिकी
உயிர் இயற்பியலாளர்,जीव-भौतिकीविज्ञ
உயிர் இயற்பியல்,जीव-भौतिकी
உயிரியல் செயற்கைக்கோள்,जैविक उपग्रह
"ஒளிப்பதிவாளர், பயாஸ்கோப்","चलचित्रदर्शी, बायोस्कोप"
பயோ-சாவர்ட் விதி,बायो-सावर्ट नियम
இருமுனை மின்னோட்டம்,द्विप्रावस्थिक धारा
இருமுனை,द्विध्रुवीय
"இருபிரிசம், இருபிரிசம்","द्विकप्रिज्म, बाइप्रिज्म"
"biquartz, biquartz","द्विस्फटिक, बाइक्वार्ट्ज"
இருமுனை பாத்திரம்,द्विस्थितिक अभिलक्षण
இரண்டு-நிலை மல்டிவிபிரேட்டர்,द्विस्थितिक बहुकंपित्र
"ட்வயங்க்* (பைனரி எண்), பர்மிஸ், அனி, துக்","द्वयंक* (द्विआधारी अंक), बरमी, अणी, टूक"
"கருப்பு, கிருஷ்ணா","काला, कृष्ण"
கருப்பு உடல்,कृष्णिका
கண்ணுக்கு தெரியாத ஒளி,अदृश्य प्रकाश
திமிராயன் வானொலி திமிராயன்,"तिमिरायन, रेडियो तिमिरायन"
வெளியேற்ற துடிப்பு,लोपन स्पंद
முடிவு சார்பு,अंतक बायस
கருப்பு கதிர்வீச்சு,कृष्ण विकिरण
"முடிக்கப்படாத, வெற்று","असंपूर्त, रिक्त"
கவர்,समाच्छादन
ரத்து,लोपन
"வெடிப்பு, வெடிப்பு, புயல்","स्फोटन, वात्या, झोंका"
"savika, bleeder, savi","साविका, ब्लीडर, सावी"
"மாறுவேடமிட்டு, குருடர்","प्रच्छन्न, अंध"
ப்ளாச்சின் தேற்றம்,ब्लॉख प्रमेय
"தொகுதி, தொகுதி, தொகுதி","अवरोध, अवरोधन, अवरोधी"
"அடி, அடி, அடி","आघात, ब्लो, धमन"
நீல அச்சு,ब्लू प्रिंट
தெளிவின்மை வட்டம்,अस्पष्टता-वृत्त
தெளிவற்ற,अस्पष्ट
"பந்து, கோளம், பதக்கம்","गोलक, गोला, लटकन"
"உடல், பொருள்","पिंड, वस्तु"
உடல் திறன்,कायिक धारिता
மையம் கொண்டது,अंत:केन्द्रित
"உடல்-மூலைவிட்ட, இறுதி-மூலைவிட்ட","पिंड-विकर्ण, अन्त:-विकर्ण"
"போகி, தெரியாத கண்டறிதல் (ரேடார்)","बोगी, अज्ञात संसूचन (रडार)"
துளை விளைவு,बोर प्रभाव
துளை காந்தம்,बोर मैग्नेटॉन
"கொதிகலன், கொதிகலன்","क्वथित्र, बॉयलर"
"கொதிக்கும், கொதிக்கும்","क्वथन, उबालना"
போல்ட்ஸ்மேன் சமன்பாடு,बोल्ट्समान समीकरण
குண்டுவீச்சு எலக்ட்ரான்,बमबार इलेक्ट्रॉन
"அதிர்ச்சிகரமான ஆற்றல், குண்டுவீச்சு ஆற்றல்","अभिघातक ऊर्जा, बमकारी ऊर्जा"
அடமானம்,बंधक
"பிணைக்கப்பட்ட, பிணைக்கப்பட்ட, பிணைக்கப்பட்ட","आबंधक, आबंधी, आबन्धन"
மேம்படுத்துபவர்,अभिवर्धक
பழுப்பம்,बोरॉन
போஸ்-துகள்,बोस-कण
போஸான்,बोसॉन
"முட்டாள், குதி","झंप, उच्छलन"
கட்டுப்பட்டது,परिबद्ध
"வரம்பு, வரம்பு (பதிப்பு), விளிம்பு (வி.)","परिसीमा, सीमा (सं.), सीमांत (वि.)"
பிணைக்கப்பட்ட,बद्ध
தனுசு முற்றம்,"धनु, गज़"
பாய்மர அலை,नौकाग्र तरंग
கொதிகலன் வெப்பமூட்டும்,बॉयल ताप
பாயின் சட்டம்,बॉयल-नियम
கொதிகலன் வெப்பமூட்டும்,बॉयल ताप
அடைப்பு-வகுப்பு,ब्रेकेट-श्रेणी
பை விதி,बॅग नियम
பின்னிப் பிணைந்த கம்பி,गुंफित तार
பிரேக் வகுப்பு,ब्रेक कक्षा
பிரமா அமுக்கி,ब्रामा संपीडक
கிளைகள்,शाखन
"துணிச்சலான லட்டு, துணிச்சலான லட்டு","ब्रेवे लैटिस, ब्रेवे जालक"
"பித்தளை பிரேசிங், பித்தளை சாலிடரிங்","पीतल से झालना, पीतल का टाँका लगाना"
துண்டித்தல்,विच्छेद
இணைப்பு உடைப்பு,विच्छेद संपर्कक
"எலும்பு முறிவு டையோடு, ஜீனர் டையோடு","भंजन डायोड, जेनर डायोड"
எலும்பு முறிவு,विभंजन
"ப்ரீடர் ரியாக்டர், ப்ரீடர் நியூக்ளியர் ஃபர்னஸ், பிரீடர் ஃபர்னஸ்","प्रजनक रिऐक्टर, ब्रीडर परमाणु भट्टी, प्रजनक भट्टी"
இனப்பெருக்கம்,प्रजनन
"retardant கதிர்வீச்சு, brastralung","अवमंदक विकिरण, ब्रैस्ट्रालुंग"
brewster-angle,ब्रूस्टर-कोण
ப்ரூஸ்டர் குளிர்சாதன பெட்டி,ब्रूस्टर फ्रिज़
பாலம்,सेतु
பாலம் பிணைப்பு,सेतु-बंधन
"பிரகாசமான, பளபளப்பான, திகைப்பூட்டும்","दीप्त, द्युतिमान, चमकीला"
ஒளிரும்,प्रदीपक
பிரகாசம்,प्रभास
"தியுதி, பிரபா","द्युति, प्रभा"
பிருலுவான் பகுதி,ब्रिलुवां क्षेत्र
பிரிட்டிஷ் நிலையான மெழுகுவர்த்தி,ब्रिटिश मानक कैंडल
உடையக்கூடிய,भंगुर
உடையக்கூடிய தன்மை,भंगुरता
ஒளிபரப்பு,प्रसारण
விரிவான,विस्तृत
பிற்போக்கு,पार्वाभिमुखी
ப்ரோக்லி சூத்திரம்,ब्रोग्ली सूत्र
துண்டு துண்டாக,खंडित
பிரவுனி இயக்கம்,ब्राउनी गति
