Marathi,Tamil
प्रवेश नियंत्रण बाइट्स,அணுகல் கட்டுப்பாட்டு பைட்டுகள்
प्रवेश सूचक,அணுகல் காட்டி
प्रवेश की,அணுகல் விசை
"1. प्रवेश मॅट्रिक्स, 2. प्रवेश मॅट्रिक्स","1. அணுகல் அணி, 2. அணுகல் அணி"
प्रवेश मोड,அணுகல் முறை
प्रवेश विशेषाधिकार,அணுகல் சலுகைகள்
प्रवेश सुरक्षा,அணுகல் பாதுகாப்பு
"1. ऍक्सेस सर्व्हर, 2. प्रवेश सर्व्हर","1. அணுகல் சேவையகம், 2. அணுகல் சர்வர்"
प्रवेश वेळ,அணுகல் நேரம்
पोचपावती,ஒப்புகை
ध्वनीशास्त्र,ஒலியியல்
"1. संक्षेप, 2. संक्षेप, 3. पासून लहान","1. சுருக்கம், 2. சுருக்கம், 3. இருந்து குறுகிய"
क्रिया संदेश,செயல் செய்தி
सक्रियकरण,செயல்படுத்துதல்
सक्रिय सर्व्हर पृष्ठ,செயலில் உள்ள சர்வர் பக்கம்
सक्रिय आवृत्ती,செயலில் உள்ள பதிப்பு
अॅसायक्लिक,அசைக்ளிக்
"1. अॅसायक्लिक आलेख, 2. अॅसायक्लिक आलेख","1. அசைக்ளிக் வரைபடம், 2. அசைக்ளிக் வரைபடம்"
अडा संगणक भाषा,அட கணினி மொழி
"1. ऑप्टिमायझर, 2. अनुकूलक","1. ஆப்டிமைசர், 2. உகப்பாக்கி"
बेरीज करण्यासाठी),மொத்தத்தில்)
बेरीज फाइल,தொகை கோப்பு
"1. अॅडिशन ऑपरेशन, 2. बेरीज ऑपरेशन","1. கூட்டல் செயல்பாடு, 2. மொத்த செயல்பாடு"
जोडणारा,சேர்ப்பான்
जाणून घ्या,தெரியும்
पत्ता बस,முகவரி பேருந்து
पत्ता फाइल,முகவரி கோப்பு
पत्त्याचे स्वरूप,முகவரி வடிவம்
पत्ता जनरेटर,முகவரி ஜெனரேட்டர்
पत्ता ओळ,முகவரி வரி
पत्ता मॅपिंग,முகவரி மேப்பிங்
पत्ता सूचक,முகவரி காட்டி
पत्ता नोंदवही,முகவரி பதிவு
पत्ता ब्रेकडाउन,முகவரி முறிவு
पत्ता अनुवाद,முகவரி மொழிபெயர்ப்பு
"1. पत्ता मेमरी, 2. पत्ता करण्यायोग्य मेमरी","1. முகவரி நினைவகம், 2. முகவரியிடக்கூடிய நினைவகம்"
संबोधित,உரையாற்றுதல்
"1. पर्याप्ततेचे निकष, 2. पर्याप्तता निकष","1. போதுமான அளவுகோல்கள், 2. போதுமான அளவுகோல்"
संलग्नक,இணைப்பு
"1. व्यवस्थापन, 2. नियंत्रण","1. மேலாண்மை, 2. கட்டுப்பாடு"
"1. व्यवस्थापक, 2. नियंत्रक","1. மேலாளர், 2. கட்டுப்படுத்தி"
adobe acrobat,அடோப் அக்ரோபேட்
अडोब फोटोशाॅप,அடோ போட்டோஷாப்
ABAP (प्रगत व्यवसाय प्रोग्रामिंग),ABAP (மேம்பட்ட வணிக நிரலாக்கம்)
"1. प्रगत डेटा, 2. प्रगत डेटा","1. மேம்பட்ட தரவு, 2. மேம்பட்ட தரவு"
प्रगत माहिती प्रणाली,மேம்பட்ட தகவல் அமைப்பு
प्रगत तंत्रज्ञान (AT),மேம்பட்ட தொழில்நுட்பம் (AT)
क्रिया,நடவடிக்கை
एकत्रीकरण,திரட்டுதல்
एअरबोर्न संगणक प्रणाली,வான்வழி கணினி அமைப்பு
aldus page-make,அல்டஸ் பக்கம்-தயாரிப்பு
अलर्ट बॉक्स,எச்சரிக்கை பெட்டி
अल्गोल (संगणक भाषा),அல்கோல் (கணினி மொழி)
"1. अल्गोरिदम, 2. अल्गोरिदम","1. அல்காரிதம், 2. அல்காரிதம்"
"1. अल्गोरिदम विश्लेषण, 2. अल्गोरिदम विश्लेषण","1. அல்காரிதம் பகுப்பாய்வு, 2. அல்காரிதம் பகுப்பாய்வு"
अल्गोरिदम कार्यक्षमता,அல்காரிதம் திறன்
"1. इलियास, 2. टोपणनाव, 3. उर्फ","1. எலியாஸ், 2. புனைப்பெயர், 3. aka"
संरेखन,சீரமைப்பு
"1. वाटप, 2. वाटप","1. ஒதுக்கீடு, 2. ஒதுக்கீடு"
"1. वर्णमाला, 2. अक्षर क्रमानुसार","1. அகரவரிசை, 2. அகரவரிசையில்"
अल्फान्यूमेरिक,எண்ணெழுத்து
"1. अल्फान्यूमेरिक कीबोर्ड ,2. अल्फान्यूमेरिक कीबोर्ड","1. எண்ணெழுத்து விசைப்பலகை, 2. எண்ணெழுத்து விசைப்பலகை"
अल्फा-चाचणी (पहिली स्तर चाचणी),ஆல்பா-சோதனை (1 வது நிலை சோதனை)
"1. अल्फा आवृत्ती, 2. अल्फा फॉर्म","1. ஆல்பா பதிப்பு, 2. ஆல்பா வடிவம்"
alt की,alt விசை
altavista,அல்டாவிஸ்டா
बहुविधता,பன்முகத்தன்மை
अस्पष्ट व्याकरण,தெளிவற்ற இலக்கணம்
अमेरिकन नॅशनल स्टँडीज इन्स्टिट्यूट (ANSI),அமெரிக்க தேசிய ஸ்டேண்டீஸ் நிறுவனம் (ANSI)
अमेरिकन स्टँडर्ड कट (ascii),அமெரிக்கன் ஸ்டாண்டர்ட் கட் (ascii)
"1. समानार्थी, 2. अॅनालॉग","1. ஒத்த, 2. அனலாக்"
"1. अॅनालॉग संगणक, 2. अॅनालॉग संगणक","1. அனலாக் கணினி, 2. அனலாக் கணினி"
"1. अॅनालॉग उपकरण, 2. अॅनालॉग डिव्हाइस","1. அனலாக் சாதனம், 2. அனலாக் சாதனம்"
"1. अॅनालॉग मॉडेम, 2. अॅनालॉग मॉडेम","1. அனலாக் மோடம், 2. அனலாக் மோடம்"
अॅनालॉग ते डिजिटल कन्व्हर्टर,டிஜிட்டல் மாற்றிக்கு அனலாக்
शेवट (डिजिटल/प्लेन लॉजिक &#39;आणि&#39; वापरलेले),முடிவு (டிஜிட்டல்/பிளேன் லாஜிக் &#39;மற்றும்&#39; பயன்படுத்தப்பட்டது)
एंड सर्किट,இறுதி சுற்று
शेवटचे गेट आणि गेट,இறுதி வாயில் மற்றும் வாயில்
आणि ऑपरेशन नाही (वगळणे),செயல்பாடு அல்ல (விலக்கு)
"1. अॅनिमेशन, 2. कंपन","1. அனிமேஷன், 2. அதிர்வு"
नोंद,குறிப்பு
विसंगती,முரண்பாடு
मागील,முந்தைய
आगाऊ पेजिंग,முன்கூட்டிய பேஜிங்
काउंटर-सिमेट्रिक,எதிர்-சமச்சீர்
अँटीव्हायरल प्रोग्राम,வைரஸ் தடுப்பு திட்டம்
"1. ऍपलेट, 2. अर्ज","1. ஆப்லெட், 2. விண்ணப்பம்"
अनुप्रयोग विकसक,பயன்பாட்டு டெவலப்பர்
अनुप्रयोग प्रोग्रामिंग,பயன்பாட்டு நிரலாக்கம்
"1. ऍप्लिकेशन प्रोग्रामिंग इंटरफेस, 2. ऍप्लिकेशन प्रोग्रामिंग इंटरफेस (API)","1. பயன்பாட்டு நிரலாக்க இடைமுகம், 2. பயன்பாட்டு நிரலாக்க இடைமுகம் (API)"
अनुप्रयोग सॉफ्टवेअर,பயன்பாட்டு மென்பொருள்
अनुप्रयोग भाषा,பயன்பாட்டு மொழி
अंदाजे तत्त्व,தோராயக் கொள்கை
रचना,கட்டமைப்பு
फील्ड हस्तांतरण,புல பரிமாற்றம்
"1. पॅरामीटर, स्वतंत्र चल, 2. कोन","1. அளவுரு, சுயாதீன மாறி, 2. கோணம்"
"1. अंकगणित आणि तर्कशास्त्र एकक, 2. अंकगणित आणि तर्कशास्त्र एकक","1. எண்கணிதம் மற்றும் தர்க்கவியல் அலகு, 2. எண்கணிதம் மற்றும் தர்க்கவியல் அலகு"
अंकगणित तपासणी,எண்கணித சரிபார்ப்பு
अंकगणित स्थिरांक,எண்கணித மாறிலி
अंकगणित डेटा,எண்கணித தரவு
अंकगणित सूचना,எண்கணித அறிவுரை
गणिती आणि तार्किक एकक (ALU),கணிதம் மற்றும் தருக்க அலகு (ALU)
ARPA नेट (RPNet),ARPA Net (RPNet)
रचना,வரிசை
"1. अॅरे कॅशे, 2. अॅरे गती, 3. अॅरे मेमरी","1. வரிசை கேச், 2. வரிசை வேகம், 3. வரிசை நினைவகம்"
अॅरे संगणक,வரிசை கணினி
अॅरे घटक,வரிசை உறுப்பு
अॅरे नाव,வரிசை பெயர்
अॅरे प्रोसेसर,வரிசை செயலி
बाण की,அம்புக்குறி விசை
करार,ஒப்பந்தம்
जंक्शन पॉइंट,சந்திப்பு முனை
कृत्रिम कॉम्पॅक्शन,செயற்கை சுருக்கம்
कृत्रिम नियंत्रण,செயற்கை கட்டுப்பாடு
कृत्रिम भावना,செயற்கை உணர்வு
माउंट,ஏற்ற
चढत्या क्रमवारी,ஏறும் வகை
ascii वर्णमाला,ascii எழுத்துக்கள்
ascii नियंत्रण चिन्ह,ascii கட்டுப்பாட்டு சின்னம்
ascii फाइल,ascii கோப்பு
ascii फॉन्ट,ascii எழுத்துரு
ASCII हस्तांतरण,ASCII பரிமாற்றம்
प्रसर गुणोत्तर,விகிதம்
"1. एस्पी, 2. एएसपीआय","1. ஆஸ்பி, 2. ASPI"
ए एस आर कलाड,ஏ எஸ் ஆர் கலாட்
"1. स्मरण, 2. एकत्र करणे, 3. एकत्र करणे","1. நினைவாற்றல், 2. அசெம்பிளிங், 3. ஒன்று சேர்க்க"
"1. असेंबलर, 2. स्मरणपत्र","1. அசெம்பிளர், 2. நினைவூட்டல்"
"1. एकत्र करणे, 2. आठवण","1. அசெம்பிளிங், 2. நினைவு"
"1. लक्षात ठेवण्याची भाषा, 2. भाषा एकत्र करणे","1. மனப்பாடம் மொழி, 2. ஒருங்கிணைக்கும் மொழி"
निर्धार,உறுதியை
"1. निर्दिष्ट कार्य, 2. वाटप","1. குறிப்பிட்ட வேலை, 2. ஒதுக்கீடு"
सहवास,தோழமை
सहयोगी पत्ता,துணை முகவரி
"1. सहयोगी स्मृती, 2. सहयोगी स्मृती","1. துணை நினைவகம், 2. துணை நினைவகம்"
तारका (* चिन्ह),நட்சத்திரம் (* அடையாளம்)
असममित,சமச்சீரற்ற
"1. असिंक्रोनस, 2. असिंक्रोनस","1. ஒத்திசைவற்ற, 2. ஒத்திசைவற்ற"
असिंक्रोनस डिजिटल सबस्क्राइबर लाइन (ADSL),ஒத்திசைவற்ற டிஜிட்டல் சந்தாதாரர் வரி (ADSL)
असिंक्रोनस टाइम डिव्हिजन मल्टीप्लेक्सिंग (ATDM),ஒத்திசைவற்ற நேரப் பிரிவு மல்டிபிளெக்சிங் (ATDM)
असिंक्रोनस हस्तांतरण,ஒத்திசைவற்ற பரிமாற்றம்
असिंक्रोनस ट्रान्सफर मोड (ATM),ஒத்திசைவற்ற பரிமாற்ற முறை (ATM)
"1. अणू, 2. परमान","1. அணு, 2. பரமன்"
संलग्न दस्तऐवज,இணைக்கப்பட்ட ஆவணம்
"1. संलग्न फाइल/ मिसाइल, 2. संलग्न फाइल","1. இணைக்கப்பட்ட கோப்பு/ஏவுகணை, 2. இணைக்கப்பட்டுள்ள கோப்பு"
"1. संलग्नक, 2. संलग्न","1. அடைப்பு, 2. இணைந்த"
"1. गुणधर्म, 2. खासियत","1. பண்புகள், 2. சிறப்பு"
ऐकण्यायोग्य,கேட்கக்கூடிய
"1. ऑडिट प्रोग्रामिंग, 2. ऑडिट प्रोग्रामिंग","1. தணிக்கை நிரலாக்கம், 2. தணிக்கை நிரலாக்கம்"
खाते सत्यापन,கணக்கு சரிபார்ப்பு
जाहिरात,பதவி உயர்வு
प्रमाणन प्रोटोकॉल,சான்றிதழ் நெறிமுறை
लेखन पद्धत,எழுதும் முறை
"1. प्राधिकरण, 2. अधिकार, 3. न्यायाधिकरण","1. அதிகாரம், 2. அதிகாரம், 3. தீர்ப்பாயம்"
स्वयं गोषवारा,தானியங்கு சுருக்கம்
"1. ऑटो बूटिंग, 2. स्वत: बूट","1. ஆட்டோ பூட்டிங், 2. சுய துவக்கம்"
ऑटोकॅड (संगणक भाषा),ஆட்டோகேட் (ஒரு கணினி மொழி)
ऑटो लॉग-ऑन,தானாக உள்நுழைவு
स्वयंचलित,தானியங்கி
ऑटोमेटा सिद्धांत,தானியங்கு கோட்பாடு
स्वयंचलित गणना,தானியங்கி கணக்கீடு
स्वयंचलित डेटा प्रक्रिया,தானியங்கி தரவு செயலாக்கம்
स्वयंचलित त्रुटी सुधारणा,தானியங்கி பிழை திருத்தம்
स्वयं कार्य,தானியங்கு செயல்பாடு
"1. स्वयंचलित अनुक्रमणिका, 2. स्वयंचलित सूची","1. தானியங்கி அட்டவணைப்படுத்தல், 2. தானியங்கி பட்டியல்"
स्वयं-संग्रह कॉल,தானியங்கு சேகரிப்பு அழைப்பு
"1. स्वयंचलित प्रोग्रामिंग, 2. स्वयंचलित प्रोग्रामिंग","1. தானியங்கி நிரலாக்கம், 2. தானியங்கி நிரலாக்க"
"1. स्वयंचलित पुनर्प्राप्ती कार्यक्रम, 2. स्वयंचलित पुनर्प्राप्ती कार्यक्रम","1. தானியங்கி மீட்பு திட்டம், 2. தானியங்கி மீட்பு திட்டம்"
स्वयं दिनचर्या,தானியங்கி வழக்கம்
स्वयंचलित प्रणाली पुनर्प्राप्ती,தானியங்கி கணினி மீட்பு
"1. ऑटोमॅटिक टेलर मशिन्स (ATM), 2. स्वत: पैसे काढण्यासाठी बँक एटीएम","1. தானியங்கி பணம் செலுத்தும் இயந்திரங்கள் (ATM), 2. வங்கி ஏ.டி.எம்"
ऑटोमेशन,தானியங்கி
"1. ऑटोप्ले , 2. ऑटो चालणे","1. ஆட்டோபிளே, 2. ஆட்டோ நடை"
स्वर,குரல் கொடுத்தல்
सहाय्यक,உதவியாளர்
सहाय्यक मेमरी,துணை நினைவகம்
सहायक स्टोरेज,துணை சேமிப்பு
उपलब्ध यादी,கிடைக்கும் பட்டியல்
उपलब्ध वेळ,கிடைக்கும் நேரம்
सरासरी,சராசரி
AWK (संगणक कमांड),AWK (ஒரு கணினி கட்டளை)
नंतर,பிறகு
पोस्ट प्रोसेसर,பின் செயலி
पोस्टरियर फंक्शन हटवणे,பின்புற செயல்பாடு நீக்கம்
पार्श्वभूमी प्रक्रिया,பின்னணி செயலாக்கம்
सहायक स्टोअर्स,துணை கடைகள்
बॅक पॅचिंग,மீண்டும் ஒட்டுதல்
"1. पश्चिम, 2. बॅकस्पेस","1. மேற்கு, 2. பின்வெளி"
बॅकट्रॅकिंग,பின்வாங்குதல்
"1. बॅक-अप, 2. प्रतिपूर्ती","1. காப்புப்பிரதி, 2. கொடுக்கப்படுவதுடன்"
"1. पूरक स्मृती, 2. बॅकअप मेमरी","1. நிரப்பு நினைவகம், 2. காப்பு நினைவகம்"
परत त्रुटी सुधारणा,மீண்டும் பிழை திருத்தம்
(उत्पन्न-खर्च) ताळेबंद,(வருமானம்-செலவு) இருப்புநிலை
मलमपट्टी,கட்டு
"1. बँड रुंदी, 2. बँडविड्थ/क्षमता","1. பேண்ட் அகலம், 2. அலைவரிசை/திறன்"
बँकरचा अल्गोरिदम,வங்கியாளர் வழிமுறை
"1. बार कोड, 2. बार कोड","1. பார் குறியீடு, 2. பார் குறியீடு"
बारकोड स्कॅनर,பட்டை குறி படிப்பான் வருடி
बार आलेख,சட்ட வரைபடம்
मूळ पत्ता,அடிப்படை முகவரி
बेस बँड,அடிப்படை இசைக்குழு
आधार क्रमांक,ஆதார் எண்
बेस टेबल,அடிப்படை அட்டவணை
बेसिक (संगणक भाषा),அடிப்படை (ஒரு கணினி மொழி)
"1. मूलभूत नियंत्रण, 2. बेस नियंत्रण","1. அடிப்படை கட்டுப்பாடு, 2. அடிப்படை கட்டுப்பாடு"
"1. मूळ गुंतवणूक, 2. मूळ गुंतवणूक","1. அசல் முதலீடு, 2. அடிப்படை முதலீடு"
मूलभूत सूचना,அடிப்படை அறிவுறுத்தல்
मूळ समस्या,அடிப்படை பிரச்சினை
मूलभूत टप्पा,அடிப்படை நிலை
"1. बॅच, 2. गट, 3. आपत्ती","1. தொகுதி, 2. குழு, 3. பேரழிவு"
"1. बॅच फाइल, 2. बॅच फाइल","1. தொகுதி கோப்பு, 2. தொகுதி கோப்பு"
बॅच स्थिती,தொகுதி நிலை
"1. बॅच प्रोसेसिंग, 2. गट प्रक्रिया","1. தொகுதி செயலாக்கம், 2. குழு செயலாக்கம்"
"1. बॅच सिस्टम, 2. कॅटपल्ट प्रणाली","1. தொகுதி அமைப்பு, 2. கவண் அமைப்பு"
बॉड,பாட்
बॉड दर,பாட் விகிதம்
तुळई तुळई,கற்றை கற்றை
"1. मार्गदर्शक तत्त्वे, 2. बॅच मार्क","1. வழிகாட்டுதல்கள், 2. தொகுதி குறி"
द्विदिश संप्रेषण,இருதரப்பு தொடர்பு
थेट दुवा,நேரடி இணைப்பு
बायनरी कोड,பைனரி குறியீடு
बायनरी अंक,பைனரி இலக்கங்கள்
बायनरी इन्व्हेस्टमेंट आउटपुट सिस्टम (BIOS),பைனரி இன்வெஸ்ட்மென்ட் அவுட்புட் சிஸ்டம் (பயாஸ்)
बायनरी संख्या,பைனரி எண்
बायनरी ऑपरेटर,பைனரி ஆபரேட்டர்
बायनरी संबंध,பைனரி உறவு
बायनरी शोध,பைனரி தேடல்
बायनरी एक्सप्लोरेशन ट्री (BST),பைனரி ஆய்வு மரம் (BST)
"1. बायनरी ट्रान्सफर ट्री, 2. बायनरी हस्तांतरण","1. பைனரி பரிமாற்ற மரம், 2. பைனரி பரிமாற்றம்"
बायनरी झाड,பைனரி மரம்
"1. द्विध्रुवीय स्मृती, 2. द्विध्रुवीय स्मृती","1. இருமுனை நினைவகம், 2. இருமுனை நினைவகம்"
"1. जन्म आणि मृत्यू मॉडेल, 2. जन्म मृत्यू मॉडेल","1. பிறப்பு மற்றும் இறப்பு மாதிரி, 2. பிறப்பு இறப்பு மாதிரி"
जन्म मृत्यू प्रक्रिया,பிறப்பு இறப்பு செயல்முறை
"1. ड्यूक, 2. बिट","1. டூக், 2. பிட்"
थोडा दोष,சிறிய தவறு
बिट नकाशा,பிட் வரைபடம்
"1. बिट, 2. नकाशा, 3. पिक्सेल (BMP)","1. பிட், 2. வரைபடம், 3. பிக்சல் (BMP)"
"1. बिट मॅट्रिक्स, 2. बिट टेबल","1. பிட் மேட்ரிக்ஸ், 2. பிட் டேபிள்"
बिट नमुना,பிட் முறை
बिट स्थिती,பிட் நிலை
"1. बिट रेट, 2. बिट दर","1. பிட் வீதம், 2. பிட் விகிதம்"
डोळ्यावर पट्टी चाचणी,கண்மூடி சோதனை
चमकणे,மின்னும்
ब्लॉक,தொகுதி
"1. ब्लॉक कॅशे, 2. ब्लॉक कॅशे / भाग मेमरी","1. பிளாக் கேச், 2. பிளாக் கேச் / துண் நினைவகம்"
ब्लॉक चौकशी,தடுப்பு ஆய்வு
खंड प्रत,தொகுதி நகல்
ब्लॉक आकृती,தொகுதி வரைபடம்
"1. ब्लॉक केलेले नेटवर्क, 2. ब्लॉक केलेले नेटवर्क","1. தடுக்கப்பட்ட நெட்வொர்க், 2. தடுக்கப்பட்ட நெட்வொர்க்"
बोर्ड,பலகை
पृष्ठ मेमरी,பக்க நினைவகம்
बुलियन बीजगणित,பூலியன் இயற்கணிதம்
बुलियन संबंध,பூலியன் உறவு
बूट विभाजन,துவக்க பகிர்வு
बूट strapping,பூட் ஸ்ட்ராப்பிங்
1.बूटस्ट्रॅप लोडर,1.பூட்ஸ்ட்ராப் ஏற்றி
"1.ब्रिज, 2.ब्रिज","1.பாலம், 2.பாலம்"
ब्रॉडबँड नेटवर्क,பிராட்பேண்ட் நெட்வொர்க்
प्रसारण,ஒளிபரப்பு
रेडिओ प्रसारित करा,ஒலிபரப்பு வானொலி
(नेट) भिन्नता,(நிகர) மாறுபாடு
(net) vicar,(net) vicar
बी-ट्रू,பி-ட்ரூ
"1.बबल मेमरी, 2.बबल मेमरी","1.குமிழி நினைவகம், 2.குமிழி நினைவகம்"
बबल क्रमवारी,குமிழி வகை
"१ बादली, २ बादली","1.வாளி, 2.வாளி"
"1.बंधुत्व व्यवस्था, 2.मोठी व्यवस्था","1.சகோதர அமைப்பு, 2.பெரிய அமைப்பு"
प्रभावी बजेट नियंत्रण,பயனுள்ள பட்ஜெட் கட்டுப்பாடு
बफर,தாங்கல்
उणीव,குறைபாடு
पुरेसा,போதும்
"1. अष्ट व्यंक, 2. बिट (आठ बिट)","1. அஷ்ட வியாங்க், 2. பிட் (எட்டு பிட்கள்)"
बाइट कोड,பைட் குறியீடு
सी (संगणक भाषा),சி (கணினி மொழி)
"१.सी प्लस प्लस, २.सी++ (संगणक भाषा)","1.சி பிளஸ் பிளஸ், 2.சி++ (கணினி மொழி)"
"1.रोख, 2. जलद","1.பணம், 2. வேகமாக, 3.வேகமாக"
"1.कॅशे बफर, 2.मेमरी बफर","1.கேச் பஃபர், 2.மெமரி பஃபர்"
"1.कॅशे मेमरी, 2.कॅशे मेमरी, 3.फास्ट मेमरी","1.கேச் மெமரி, 2.கேச் மெமரி, 3.ஃபாஸ்ட் மெமரி"
गणना,கணக்கீடு
"1.कॅल्क्युलेटर, 2.कॅल्क्युलेटर","1.கால்குலேட்டர், 2.கால்குலேட்டர்"
"1.कॅल्क्युलेटर चिप,2. कॅल्क्युलेटर चिप","1.கால்குலேட்டர் சிப், 2. கால்குலேட்டர் சிப்"
आवाहन करा,அழைக்கவும்
नाव कॉल,பெயர் அழைப்பு
संदर्भ कॉल,குறிப்பு அழைப்பு
सन्मान कॉल,மரியாதை அழைப்பு
व्हेरिएबल कॉल,மாறி அழைப்பு
आवाहन गेट,அழைப்பு வாயில்
"1. रद्द करा, 2. रद्द करा","1. ரத்து, 2. ரத்து"
रद्द करण्याचे बटण,திரும்பப்பெறுதல் பொத்தான்
"1. विहित, 2. विहित","1. பரிந்துரைக்கப்பட்ட, 2. நியமனம்"
प्रामाणिक फॉर्म,நியமன வடிவம்
क्षमता,திறன்
क्षमता यादी,திறன் பட்டியல்
"1. क्षमता, 2. धारण","1. திறன், 2. வைத்திருக்கும்"
कॅप्स लॉक की,தொப்பி பூட்டு விசை
"1.कार्ड, 2. पत्रक","1. அட்டை, 2. தாள்"
कार्ड रीडर,கார்டு ரீடர்
प्रमुखता,முக்கியத்துவம்
वाहक,கேரியர்
वाहक बँड,கேரியர் பேண்ட்
वाहक लोड,கேரியர் சுமை
वाहक सिग्नल,கேரியர் சிக்னல்
वाहक लहर,கேரியர் அலை
साध्य केले,சாதித்தது
स्कोअर मिळवला,மதிப்பெண் பெற்றார்
ध्वज प्राप्त केला,அடைந்த கொடி
"1.काडतूस डिस्क, 2.काडतूस डिस्क","1.கார்ட்ரிட்ஜ் டிஸ்க், 2.கார்ட்ரிட்ஜ் டிஸ்க்"
"1. धबधबा, 2. धबधबा","1. அருவி, 2. அருவி"
केस,வழக்கு
कॅथोड-रे-ट्यूब (सीआरटी),கேத்தோடு-கதிர் குழாய் (CRT)
कॅथोड रे ट्यूब (सीआरटी) कॅथोड रे ट्यूब,கத்தோட் கதிர் குழாய் (CRT) கத்தோட் கதிர் குழாய்
सीडी रोम डिस्क ड्राइव्ह,சிடி ரோம் டிஸ்க் டிரைவ்
सेल,செல்
सेल अॅनिमेशन,செல் அனிமேஷன்
भ्रमणध्वनी,கை பேசி
"1. केंद्रीय स्मृती, 2. केंद्रीय स्मृती","1. மைய நினைவகம், 2. மைய நினைவகம்"
सेंट्रल प्रोसेसिंग युनिट (CPU),மத்திய செயலாக்க அலகு (CPU)
केंद्रीकृत प्रणाली,மையப்படுத்தப்பட்ட அமைப்பு
प्रमाणित टेप,அங்கீகரிக்கப்பட்ட டேப்
साखळी,சங்கிலி
"1.मालिका डेटा, 2.मालिका सामग्री","1.தொடர் தரவு, 2.தொடர் உள்ளடக்கம்"
साखळी दुवा,சங்கிலி இணைப்பு
चेनिंग,சங்கிலியிடுதல்
"1.चॅनेल, 2.चॅनेल","1.சேனல், 2.சேனல்"
"1.चॅनेल व्यस्त टोन, 2.चॅनेल व्यस्त टोन","1.சேனல் பிஸி டோன், 2.சேனல் பிஸி டோன்"
"1.चॅनेल क्षमता, 2.चॅनेल क्षमता","1.சேனல் திறன், 2.சேனல் திறன்"
"1.चॅनेल कंट्रोलर, 2.चॅनेल कंट्रोलर","1.சேனல் கன்ட்ரோலர், 2.சேனல் கன்ட்ரோலர்"
"1. चॅनल एरर, 2.चॅनल एरर","1. சேனல் பிழை, 2. சேனல் பிழை"
"1.चॅनेल प्रोग्राम, 2.चॅनेल प्रोग्राम","1.சேனல் புரோகிராம், 2.சேனல் புரோகிராம்"
"1.चॅनेल विश्वसनीयता, 2.चॅनेल विश्वसनीयता","1.சேனல் நம்பகத்தன்மை, 2.சேனல் நம்பகத்தன்மை"
"1.चॅनेल सेट, 2.चॅनेल सेट","1.சேனல் தொகுப்பு, 2.சேனல் தொகுப்பு"
प्रतीक,சின்னம்
"1. कॅरेक्टर कोड, 2. वर्ण कोड","1.எழுத்து குறியீடு, 2. எழுத்து குறியீடு"
वर्ण की,எழுத்து திறவுகோல்
वर्ण वाचक,பாத்திர வாசகர்
"1. प्रतीक आकार, 2. प्रतीक आकार","1. சின்ன அளவு, 2. சின்ன அளவு"
सचित्र,சித்திரமான
"1.चेसिस, 2.चेसिस","1.சேஸ், 2.சேஸ்"
बिट तपासा,சோதனை பிட்
चेक पॉइंट्स,சோதனை புள்ளிகள்
बेरीज तपासा,மொத்தத்தை சரிபார்க்கவும்
शब्द तपासा,சரிபார்ப்பு வார்த்தை
चिप,சிப்
चिप संच,சிப் தொகுப்பு
"1.निवडा, 2.निवडा","1.தேர்வு, 2.தேர்வு"
