Malayalam,Marathi
അംഗീകാരം,पोचपावती
ശബ്ദശാസ്ത്രം,ध्वनीशास्त्र
"1. ചുരുക്കെഴുത്ത്, 2. ചുരുക്കെഴുത്ത്, 3. മുതൽ ചുരുക്കി","1. संक्षेप, 2. संक्षेप, 3. पासून लहान"
പ്രവർത്തന സന്ദേശം,क्रिया संदेश
സജീവമാക്കൽ,सक्रियकरण
സജീവ സെർവർ പേജ്,सक्रिय सर्व्हर पृष्ठ
സജീവ പതിപ്പ്,सक्रिय आवृत्ती
അസൈക്ലിക്,अॅसायक्लिक
"1. അസൈക്ലിക് ഗ്രാഫ്, 2. അസൈക്ലിക് ഗ്രാഫ്","1. अॅसायक्लिक आलेख, 2. अॅसायक्लिक आलेख"
അഡാ കമ്പ്യൂട്ടർ ഭാഷ,अडा संगणक भाषा
"1. ഒപ്റ്റിമൈസർ, 2. ഒപ്റ്റിമൈസർ","1. ऑप्टिमायझर, 2. अनुकूलक"
ആകെ),बेरीज करण्यासाठी)
തുക ഫയൽ,बेरीज फाइल
"1. കൂട്ടിച്ചേർക്കൽ പ്രവർത്തനം, 2. ആകെ പ്രവർത്തനം","1. अॅडिशन ऑपरेशन, 2. बेरीज ऑपरेशन"
ചേർക്കുന്നയാൾ,जोडणारा
അറിയുക,जाणून घ्या
വിലാസം ബസ്,पत्ता बस
വിലാസ ഫയൽ,पत्ता फाइल
വിലാസ ഫോർമാറ്റ്,पत्त्याचे स्वरूप
വിലാസ ജനറേറ്റർ,पत्ता जनरेटर
വിലാസ ലൈൻ,पत्ता ओळ
വിലാസ മാപ്പിംഗ്,पत्ता मॅपिंग
വിലാസ സൂചകം,पत्ता सूचक
വിലാസ രജിസ്റ്റർ,पत्ता नोंदवही
വിലാസ തകർച്ച,पत्ता ब्रेकडाउन
വിലാസ വിവർത്തനം,पत्ता अनुवाद
"1. അഡ്രസ് ചെയ്യാവുന്ന മെമ്മറി, 2. അഭിസംബോധന ചെയ്യാവുന്ന മെമ്മറി","1. पत्ता मेमरी, 2. पत्ता करण्यायोग्य मेमरी"
അഭിസംബോധന,संबोधित
"1. പര്യാപ്തത മാനദണ്ഡം, 2. പര്യാപ്തത മാനദണ്ഡം","1. पर्याप्ततेचे निकष, 2. पर्याप्तता निकष"
ബന്ധം,संलग्नक
"1. മാനേജ്മെന്റ്, 2. നിയന്ത്രണം","1. व्यवस्थापन, 2. नियंत्रण"
"1. മാനേജർ, 2. കണ്ട്രോളർ","1. व्यवस्थापक, 2. नियंत्रक"
അഡോബ് അക്രോബാറ്റ്,adobe acrobat
അഡോബ് ഫോട്ടോഷോപ്പ്,अडोब फोटोशाॅप
ABAP (അഡ്വാൻസ്ഡ് ബിസിനസ് പ്രോഗ്രാമിംഗ്),ABAP (प्रगत व्यवसाय प्रोग्रामिंग)
"1. വിപുലമായ ഡാറ്റ, 2. വിപുലമായ ഡാറ്റ","1. प्रगत डेटा, 2. प्रगत डेटा"
വിപുലമായ വിവര സംവിധാനം,प्रगत माहिती प्रणाली
അഡ്വാൻസ്ഡ് ടെക്നോളജി (AT),प्रगत तंत्रज्ञान (AT)
നടപടി,क्रिया
സമാഹരണം,एकत्रीकरण
വായുവിലൂടെയുള്ള കമ്പ്യൂട്ടർ സംവിധാനം,एअरबोर्न संगणक प्रणाली
ആൽഡസ് പേജ് മേക്ക്,aldus page-make
മുന്നറിയിപ്പ് ബോക്സ്,अलर्ट बॉक्स
അൽഗോൾ (കമ്പ്യൂട്ടർ ഭാഷ),अल्गोल (संगणक भाषा)
"1. അൽഗോരിതം , 2. അൽഗോരിതം","1. अल्गोरिदम, 2. अल्गोरिदम"
"1. അൽഗോരിതം വിശകലനം, 2. അൽഗോരിതം വിശകലനം","1. अल्गोरिदम विश्लेषण, 2. अल्गोरिदम विश्लेषण"
അൽഗോരിതം കാര്യക്ഷമത,अल्गोरिदम कार्यक्षमता
"1. ഏലിയാസ്, 2. വിളിപ്പേര്, 3. അല്ലെങ്കിൽ","1. इलियास, 2. टोपणनाव, 3. उर्फ"
വിന്യാസം,संरेखन
"1. വിഹിതം, 2. വിഹിതം","1. वाटप, 2. वाटप"
"1. അക്ഷരമാല, 2. അക്ഷരമാല ക്രമത്തിൽ","1. वर्णमाला, 2. अक्षर क्रमानुसार"
ആൽഫാന്യൂമെറിക്,अल्फान्यूमेरिक
"1. ആൽഫാന്യൂമെറിക് കീബോർഡ് ,2. ആൽഫാന്യൂമെറിക് കീബോർഡ്","1. अल्फान्यूमेरिक कीबोर्ड, 2. अल्फान्यूमेरिक कीबोर्ड"
ആൽഫ-ടെസ്റ്റിംഗ് (ഒന്നാം ലെവൽ ടെസ്റ്റ്),अल्फा-चाचणी (पहिली स्तर चाचणी)
"1. ആൽഫ പതിപ്പ്, 2. ആൽഫ രൂപം","1. अल्फा आवृत्ती, 2. अल्फा फॉर्म"
alt കീ,alt की
ആൾട്ടാവിസ്റ്റ,altavista
ബഹുസ്വരത,बहुविधता
അവ്യക്തമായ വ്യാകരണം,अस्पष्ट व्याकरण
അമേരിക്കൻ നാഷണൽ സ്റ്റാൻഡീസ് ഇൻസ്റ്റിറ്റ്യൂട്ട് (ANSI),अमेरिकन नॅशनल स्टँडीज इन्स्टिट्यूट (ANSI)
അമേരിക്കൻ സ്റ്റാൻഡേർഡ് കട്ട് (ascii),अमेरिकन स्टँडर्ड कट (ascii)
"1. സാദൃശ്യം, 2. അനലോഗ്","1. समानार्थी, 2. अॅनालॉग"
"1. അനലോഗ് കമ്പ്യൂട്ടർ, 2. അനലോഗ് കമ്പ്യൂട്ടർ","1. अॅनालॉग संगणक, 2. अॅनालॉग संगणक"
"1. അനലോഗ് ഉപകരണം, 2. അനലോഗ് ഉപകരണം","1. अॅनालॉग उपकरण, 2. अॅनालॉग डिव्हाइस"
"1. അനലോഗ് മോഡം, 2. അനലോഗ് മോഡം","1. अॅनालॉग मॉडेम, 2. अॅनालॉग मॉडेम"
അനലോഗ് ടു ഡിജിറ്റൽ കൺവെർട്ടർ,अॅनालॉग ते डिजिटल कन्व्हर्टर
അവസാനം (ഡിജിറ്റൽ/പ്ലെയിൻ ലോജിക് &#39;ഉം&#39; ഉപയോഗിച്ചു),शेवट (डिजिटल/प्लेन लॉजिक &#39;आणि&#39; वापरलेले)
അവസാന സർക്യൂട്ട്,एंड सर्किट
അവസാന ഗേറ്റും ഗേറ്റും,शेवटचे गेट आणि गेट
എൻഡ് അല്ല ഓപ്പറേഷൻ (ഒഴിവാക്കൽ),आणि ऑपरेशन नाही (वगळणे)
"1. ആനിമേഷൻ, 2. വൈബ്രേഷൻ","1. अॅनिमेशन, 2. कंपन"
കുറിപ്പ്,नोंद
പൊരുത്തക്കേട്,विसंगती
മുമ്പത്തെ,मागील
മുൻകൂർ പേജിംഗ്,आगाऊ पेजिंग
എതിർ-സമമിതി,काउंटर-सिमेट्रिक
ആൻറിവൈറൽ പ്രോഗ്രാം,अँटीव्हायरल प्रोग्राम
"1. ആപ്ലെറ്റ്, 2. അപേക്ഷ","1. ऍपलेट, 2. अर्ज"
ആപ്ലിക്കേഷൻ ഡെവലപ്പർ,अनुप्रयोग विकसक
ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ്,अनुप्रयोग प्रोग्रामिंग
"1. ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ്, 2. ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ് (API)","1. ऍप्लिकेशन प्रोग्रामिंग इंटरफेस, 2. ऍप्लिकेशन प्रोग्रामिंग इंटरफेस (API)"
ആപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ,अनुप्रयोग सॉफ्टवेअर
ആപ്ലിക്കേഷൻ ഭാഷ,अनुप्रयोग भाषा
ഏകദേശ തത്വം,अंदाजे तत्त्व
ഘടന,रचना
ഫീൽഡ് കൈമാറ്റം,फील्ड हस्तांतरण
"1. പരാമീറ്റർ, സ്വതന്ത്ര വേരിയബിൾ, 2. ആംഗിൾ","1. पॅरामीटर, स्वतंत्र चल, 2. कोन"
"1. അരിത്മെറ്റിക് ആൻഡ് ലോജിക് യൂണിറ്റ്, 2. അരിത്മെറ്റിക് ആൻഡ് ലോജിക് യൂണിറ്റ്","1. अंकगणित आणि तर्कशास्त्र एकक, 2. अंकगणित आणि तर्कशास्त्र एकक"
ഗണിത പരിശോധന,अंकगणित तपासणी
ഗണിത സ്ഥിരാങ്കം,अंकगणित स्थिरांक
ഗണിത ഡാറ്റ,अंकगणित डेटा
ഗണിത നിർദ്ദേശം,अंकगणित सूचना
മാത്തമാറ്റിക്കൽ ആൻഡ് ലോജിക്കൽ യൂണിറ്റ് (ALU),गणिती आणि तार्किक एकक (ALU)
ARPA നെറ്റ് (RPNet),ARPA नेट (RPNet)
അറേ,रचना
"1. അറേ കാഷെ, 2. അറേ വേഗത, 3. അറേ മെമ്മറി","1. अॅरे कॅशे, 2. अॅरे गती, 3. अॅरे मेमरी"
അറേ കമ്പ്യൂട്ടർ,अॅरे संगणक
അറേ ഘടകം,अॅरे घटक
അറേ പേര്,अॅरे नाव
അറേ പ്രോസസർ,अॅरे प्रोसेसर
അമ്പടയാള കീ,बाण की
ഉടമ്പടി,करार
ജംഗ്ഷൻ പോയിന്റ്,जंक्शन पॉइंट
കൃത്രിമ കോംപാക്ഷൻ,कृत्रिम कॉम्पॅक्शन
കൃത്രിമ നിയന്ത്രണം,कृत्रिम नियंत्रण
കൃത്രിമബോധം,कृत्रिम भावना
മൗണ്ട്,माउंट
ആരോഹണ തരം,चढत्या क्रमवारी
ascii അക്ഷരമാല,ascii वर्णमाला
ascii നിയന്ത്രണ ചിഹ്നം,ascii नियंत्रण चिन्ह
ascii ഫയൽ,ascii फाइल
ascii ഫോണ്ട്,ascii फॉन्ट
ASCII കൈമാറ്റം,ASCII हस्तांतरण
വീക്ഷണാനുപാതം,प्रसर गुणोत्तर
"1. ആസ്പി, 2. എ.എസ്.പി.ഐ","1. एस्पी, 2. एएसपीआय"
എ എസ് ആർ കാലാട്,ए एस आर कलाड
"1. ഓർമ്മപ്പെടുത്തൽ, 2. കൂട്ടിച്ചേർക്കൽ, 3. കൂട്ടിച്ചേർക്കാൻ","1. स्मरण, 2. एकत्र करणे, 3. एकत्र करणे"
"1. അസംബ്ലർ, 2. ഓർമ്മപ്പെടുത്തൽ","1. असेंबलर, 2. स्मरणपत्र"
"1. അസംബ്ലിംഗ് , 2. അനുസ്മരണം","1. एकत्र करणे, 2. आठवण"
"1. ഓർമ്മപ്പെടുത്തൽ ഭാഷ, 2. അസംബ്ലിംഗ് ഭാഷ","1. लक्षात ठेवण्याची भाषा, 2. भाषा एकत्र करणे"
ദൃഢനിശ്ചയം,निर्धार
"1. നിർദ്ദിഷ്ട ജോലി, 2. വിഹിതം","1. निर्दिष्ट कार्य, 2. वाटप"
കൂട്ടുകെട്ട്,सहवास
അനുബന്ധ വിലാസം,सहयोगी पत्ता
"1. അനുബന്ധ മെമ്മറി, 2. അനുബന്ധ മെമ്മറി","1. सहयोगी स्मृती, 2. सहयोगी स्मृती"
നക്ഷത്രചിഹ്നം (* ചിഹ്നം),तारका (* चिन्ह)
അസമമായ,असममित
"1. അസമന്വിത , 2. അസമന്വിത","1. असिंक्रोनस, 2. असिंक्रोनस"
അസിൻക്രണസ് ഡിജിറ്റൽ സബ്സ്ക്രൈബർ ലൈൻ (ADSL),असिंक्रोनस डिजिटल सबस्क्राइबर लाइन (ADSL)
അസിൻക്രണസ് ടൈം ഡിവിഷൻ മൾട്ടിപ്ലെക്സിംഗ് (ATDM),असिंक्रोनस टाइम डिव्हिजन मल्टीप्लेक्सिंग (ATDM)
അസമന്വിത കൈമാറ്റം,असिंक्रोनस हस्तांतरण
അസിൻക്രണസ് ട്രാൻസ്ഫർ മോഡ് (എടിഎം),असिंक्रोनस ट्रान्सफर मोड (ATM)
"1. ആറ്റം, 2. പരമൻ","1. अणू, 2. परमान"
അറ്റാച്ചുചെയ്ത പ്രമാണം,संलग्न दस्तऐवज
"1. അറ്റാച്ചുചെയ്ത ഫയൽ/മിസിൽ, 2. അറ്റാച്ചുചെയ്ത ഫയൽ","1. संलग्न फाइल/ मिसाइल, 2. संलग्न फाइल"
"1. എൻക്ലോഷർ, 2. അഫിലിയേറ്റഡ്","1. संलग्नक, 2. संलग्न"
"1. പ്രോപ്പർട്ടികൾ, 2. സ്പെഷ്യാലിറ്റി","1. गुणधर्म, 2. खासियत"
കേൾക്കാവുന്ന,ऐकण्यायोग्य
"1. ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്, 2. ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്","1. ऑडिट प्रोग्रामिंग, 2. ऑडिट प्रोग्रामिंग"
അക്കൗണ്ട് സ്ഥിരീകരണം,खाते सत्यापन
പ്രമോഷൻ,जाहिरात
സർട്ടിഫിക്കേഷൻ പ്രോട്ടോക്കോൾ,प्रमाणन प्रोटोकॉल
എഴുത്ത് രീതി,लेखन पद्धत
"1. അധികാരം, 2. അധികാരം, 3. ട്രിബ്യൂണൽ","1. प्राधिकरण, 2. अधिकार, 3. न्यायाधिकरण"
യാന്ത്രിക സംഗ്രഹം,स्वयं गोषवारा
"1. ഓട്ടോ ബൂട്ടിംഗ്, 2. സ്വയം ബൂട്ട്","1. ऑटो बूटिंग, 2. स्वत: बूट"
ഓട്ടോകാഡ് (ഒരു കമ്പ്യൂട്ടർ ഭാഷ),ऑटोकॅड (संगणक भाषा)
യാന്ത്രിക ലോഗ്-ഓൺ,ऑटो लॉग-ऑन
ഓട്ടോമാറ്റ,स्वयंचलित
ഓട്ടോമാറ്റ സിദ്ധാന്തം,ऑटोमेटा सिद्धांत
ഓട്ടോമാറ്റിക് കണക്കുകൂട്ടൽ,स्वयंचलित गणना
ഓട്ടോമാറ്റിക് ഡാറ്റ പ്രോസസ്സിംഗ്,स्वयंचलित डेटा प्रक्रिया
യാന്ത്രിക പിശക് തിരുത്തൽ,स्वयंचलित त्रुटी सुधारणा
യാന്ത്രിക പ്രവർത്തനം,स्वयं कार्य
"1. ഓട്ടോമാറ്റിക് ഇൻഡക്‌സിംഗ്, 2. യാന്ത്രിക ലിസ്റ്റിംഗ്","1. स्वयंचलित अनुक्रमणिका, 2. स्वयंचलित सूची"
യാന്ത്രിക ശേഖരണ കോൾ,स्वयं-संग्रह कॉल
"1. ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്, 2. ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്","1. स्वयंचलित प्रोग्रामिंग, 2. स्वयंचलित प्रोग्रामिंग"
"1. ഓട്ടോമാറ്റിക് റിക്കവറി പ്രോഗ്രാം, 2. ഓട്ടോമാറ്റിക് റിക്കവറി പ്രോഗ്രാം","1. स्वयंचलित पुनर्प्राप्ती कार्यक्रम, 2. स्वयंचलित पुनर्प्राप्ती कार्यक्रम"
യാന്ത്രിക ദിനചര്യ,स्वयं दिनचर्या
ഓട്ടോമാറ്റിക് സിസ്റ്റം വീണ്ടെടുക്കൽ,स्वयंचलित प्रणाली पुनर्प्राप्ती
"1. ഓട്ടോമാറ്റിക് ടെല്ലർ മെഷീനുകൾ (എടിഎം), 2. സ്വയം പിൻവലിക്കാൻ ബാങ്ക് എ.ടി.എം","1. ऑटोमॅटिक टेलर मशिन्स (ATM), 2. स्वत: पैसे काढण्यासाठी बँक एटीएम"
ഓട്ടോമേഷൻ,ऑटोमेशन
"1. ഓട്ടോപ്ലേ , 2. ഓട്ടോ നടത്തം","1. ऑटोप्ले, 2. ऑटो चालणे"
വോക്കലൈസേഷൻ,स्वर
അസിസ്റ്റന്റ്,सहाय्यक
സഹായ മെമ്മറി,सहाय्यक मेमरी
സഹായ സംഭരണം,सहायक स्टोरेज
ലഭ്യമായ പട്ടിക,उपलब्ध यादी
ലഭ്യമായ സമയം,उपलब्ध वेळ
ശരാശരി,सरासरी
AWK (ഒരു കമ്പ്യൂട്ടർ കമാൻഡ്),AWK (संगणक कमांड)
ശേഷം,नंतर
പോസ്റ്റ് പ്രോസസർ,पोस्ट प्रोसेसर
പിൻഭാഗത്തെ പ്രവർത്തനം ഇല്ലാതാക്കൽ,पोस्टरियर फंक्शन हटवणे
പശ്ചാത്തല പ്രോസസ്സിംഗ്,पार्श्वभूमी प्रक्रिया
അനുബന്ധ സ്റ്റോറുകൾ,सहायक स्टोअर्स
ബാക്ക് പാച്ചിംഗ്,बॅक पॅचिंग
"1. പടിഞ്ഞാറ്, 2. ബാക്ക്സ്പേസ്","1. पश्चिम, 2. बॅकस्पेस"
ബാക്ക്ട്രാക്കിംഗ്,बॅकट्रॅकिंग
"1. ബാക്കപ്പ് , 2. തിരിച്ചടവ്","1. बॅक-अप, 2. प्रतिपूर्ती"
"1. കോംപ്ലിമെന്ററി മെമ്മറി, 2. ബാക്കപ്പ് മെമ്മറി","1. पूरक स्मृती, 2. बॅकअप मेमरी"
പിന്നിലെ പിശക് തിരുത്തൽ,परत त्रुटी सुधारणा
(വരുമാനം-ചെലവ്) ബാലൻസ് ഷീറ്റ്,(उत्पन्न-खर्च) ताळेबंद
ബാൻഡേജ്,मलमपट्टी
"1. ബാൻഡ് വീതി, 2. ബാൻഡ്‌വിഡ്ത്ത്/കപ്പാസിറ്റി","1. बँड रुंदी, 2. बँडविड्थ/क्षमता"
ബാങ്കറുടെ അൽഗോരിതം,बँकरचा अल्गोरिदम
"1. ബാർ കോഡ്, 2. ബാർ കോഡ്","1. बार कोड, 2. बार कोड"
ബാർകോഡ് സ്കാനർ,बारकोड स्कॅनर
ബാർ ഗ്രാഫ്,बार आलेख
അടിസ്ഥാന വിലാസം,मूळ पत्ता
അടിസ്ഥാന ബാൻഡ്,बेस बँड
ആധാർ നമ്പർ,आधार क्रमांक
അടിസ്ഥാന പട്ടിക,बेस टेबल
അടിസ്ഥാന (ഒരു കമ്പ്യൂട്ടർ ഭാഷ),बेसिक (संगणक भाषा)
"1. അടിസ്ഥാന നിയന്ത്രണം , 2. അടിസ്ഥാന നിയന്ത്രണം","1. मूलभूत नियंत्रण, 2. बेस नियंत्रण"
"1. യഥാർത്ഥ നിക്ഷേപം, 2. അടിസ്ഥാന നിക്ഷേപം","1. मूळ गुंतवणूक, 2. मूळ गुंतवणूक"
അടിസ്ഥാന നിർദ്ദേശം,मूलभूत सूचना
അടിസ്ഥാന പ്രശ്നം,मूळ समस्या
അടിസ്ഥാന ഘട്ടം,मूलभूत टप्पा
"1. ബാച്ച്, 2. ഗ്രൂപ്പ്, 3. ദുരന്തം","1. बॅच, 2. गट, 3. आपत्ती"
"1. ബാച്ച് ഫയൽ, 2. ബാച്ച് ഫയൽ","1. बॅच फाइल, 2. बॅच फाइल"
ബാച്ച് നില,बॅच स्थिती
"1. ബാച്ച് പ്രോസസ്സിംഗ്, 2. ഗ്രൂപ്പ് പ്രോസസ്സിംഗ്","1. बॅच प्रोसेसिंग, 2. गट प्रक्रिया"
"1. ബാച്ച് സിസ്റ്റം, 2. കവണ സംവിധാനം","1. बॅच सिस्टम, 2. कॅटपल्ट प्रणाली"
ബൗഡ്,बॉड
ബാഡ് നിരക്ക്,बॉड दर
ബീം ബീം,तुळई तुळई
"1. മാർഗ്ഗനിർദ്ദേശങ്ങൾ , 2. ബാച്ച് മാർക്ക്","1. मार्गदर्शक तत्त्वे, 2. बॅच मार्क"
ദ്വിദിശ ആശയവിനിമയം,द्विदिश संप्रेषण
നേരിട്ടുള്ള ലിങ്ക്,थेट दुवा
ബൈനറി കോഡ്,बायनरी कोड
ബൈനറി അക്കങ്ങൾ,बायनरी अंक
ബൈനറി ഇൻവെസ്റ്റ്‌മെന്റ് ഔട്ട്‌പുട്ട് സിസ്റ്റം (BIOS),बायनरी इन्व्हेस्टमेंट आउटपुट सिस्टम (BIOS)
ബൈനറി നമ്പർ,बायनरी संख्या
ബൈനറി ഓപ്പറേറ്റർ,बायनरी ऑपरेटर
ബൈനറി ബന്ധം,बायनरी संबंध
ബൈനറി തിരയൽ,बायनरी शोध
ബൈനറി എക്സ്പ്ലോറേഷൻ ട്രീ (BST),बायनरी एक्सप्लोरेशन ट्री (BST)
"1. ബൈനറി ട്രാൻസ്ഫർ ട്രീ, 2. ബൈനറി കൈമാറ്റം","1. बायनरी ट्रान्सफर ट्री, 2. बायनरी हस्तांतरण"
ബൈനറി മരം,बायनरी झाड
"1. ബൈപോളാർ മെമ്മറി, 2. ബൈപോളാർ മെമ്മറി","1. द्विध्रुवीय स्मृती, 2. द्विध्रुवीय स्मृती"
"1. ജനന-മരണ മാതൃക, 2. ജനന മരണ മാതൃക","1. जन्म आणि मृत्यू मॉडेल, 2. जन्म मृत्यू मॉडेल"
ജനന മരണ പ്രക്രിയ,जन्म मृत्यू प्रक्रिया
"1. ഡ്യൂക്ക്, 2. ബിറ്റ്","1. ड्यूक, 2. बिट"
ചെറിയ തെറ്റ്,थोडा दोष
ബിറ്റ് മാപ്പ്,बिट नकाशा
"1. ബിറ്റ്, 2. ഭൂപടം, 3. പിക്സൽ (BMP)","1. बिट, 2. नकाशा, 3. पिक्सेल (BMP)"
"1. ബിറ്റ് മാട്രിക്സ്, 2. ബിറ്റ് ടേബിൾ","1. बिट मॅट्रिक्स, 2. बिट टेबल"
ബിറ്റ് പാറ്റേൺ,बिट नमुना
ബിറ്റ് സ്ഥാനം,बिट स्थिती
"1. ബിറ്റ് റേറ്റ്, 2. ബിറ്റ് നിരക്ക്","1. बिट रेट, 2. बिट दर"
കണ്ണടച്ച് പരിശോധന,डोळ्यावर पट्टी चाचणी
മിന്നിത്തിളങ്ങുക,चमकणे
തടയുക,ब्लॉक
"1. ബ്ലോക്ക് കാഷെ, 2. ബ്ലോക്ക് കാഷെ / ചങ്ക് മെമ്മറി","1. ब्लॉक कॅशे, 2. ब्लॉक कॅशे / भाग मेमरी"
ബ്ലോക്ക് അന്വേഷണം,ब्लॉक चौकशी
വോളിയം കോപ്പി,खंड प्रत
ബ്ലോക്ക് ഡയഗ്രം,ब्लॉक आकृती
"1. ബ്ലോക്ക്ഡ് നെറ്റ്‌വർക്ക്, 2. ബ്ലോക്ക്ഡ് നെറ്റ്‌വർക്ക്","1. ब्लॉक केलेले नेटवर्क, 2. ब्लॉक केलेले नेटवर्क"
ബോർഡ്,बोर्ड
പേജ് മെമ്മറി,पृष्ठ मेमरी
ബൂളിയൻ ബീജഗണിതം,बुलियन बीजगणित
ബൂളിയൻ ബന്ധം,बुलियन संबंध
ബൂട്ട് പാർട്ടീഷൻ,बूट विभाजन
ബൂട്ട് സ്ട്രാപ്പിംഗ്,बूट strapping
1.ബൂട്ട്സ്ട്രാപ്പ് ലോഡർ,1.बूटस्ट्रॅप लोडर
"1.പാലം, 2.പാലം","1.ब्रिज, 2.ब्रिज"
ബ്രോഡ്ബാൻഡ് നെറ്റ്വർക്ക്,ब्रॉडबँड नेटवर्क
പ്രക്ഷേപണം,प्रसारण
പ്രക്ഷേപണം റേഡിയോ,रेडिओ प्रसारित करा
(നെറ്റ്) വ്യത്യാസം,(नेट) भिन्नता
(നെറ്റ്) വികാരി,(net) vicar
ബി-ട്രൂ,बी-ट्रू
"1.ബബിൾ മെമ്മറി, 2.ബബിൾ മെമ്മറി","1.बबल मेमरी, 2.बबल मेमरी"
ബബിൾ അടുക്കുക,बबल क्रमवारी
"1.ബക്കറ്റ്, 2.ബക്കറ്റ്","१ बादली, २ बादली"
"1. സാഹോദര്യ വ്യവസ്ഥ, 2. വലിയ സംവിധാനം","1.बंधुत्व व्यवस्था, 2.मोठी व्यवस्था"
ഫലപ്രദമായ ബജറ്റ് നിയന്ത്രണം,प्रभावी बजेट नियंत्रण
ബഫർ,बफर
പോരായ്മ,उणीव
മതി,पुरेसा
"1. അഷ്ട വ്യാങ്ക്, 2. ബിറ്റ് (എട്ട് ബിറ്റുകൾ)","1. अष्ट व्यंक, 2. बिट (आठ बिट)"
ബൈറ്റ് കോഡ്,बाइट कोड
സി (കമ്പ്യൂട്ടർ ഭാഷ),सी (संगणक भाषा)
"1.സി പ്ലസ് പ്ലസ്, 2.സി++ (കമ്പ്യൂട്ടർ ഭാഷ)","१.सी प्लस प्लस, २.सी++ (संगणक भाषा)"
"1. പണം, 2. വേഗം, 3.വേഗത","1.रोख, 2. जलद"
"1.കാഷെ ബഫർ, 2.മെമ്മറി ബഫർ","1.कॅशे बफर, 2.मेमरी बफर"
