Marathi,Kannada
कॅल्शियम-अल्युमिनेट सिमेंट,ಕ್ಯಾಲ್ಸಿಯಂ-ಅಲ್ಯೂಮಿನೇಟ್ ಸಿಮೆಂಟ್
कॅल्शियम-सिलिकेट वीट,ಕ್ಯಾಲ್ಸಿಯಂ-ಸಿಲಿಕೇಟ್ ಇಟ್ಟಿಗೆ
कॅल्शियम-सिलिकेट हायड्रेट,ಕ್ಯಾಲ್ಸಿಯಂ-ಸಿಲಿಕೇಟ್ ಹೈಡ್ರೇಟ್
कॅलिचे,ಕ್ಯಾಲಿಚೆ
कॅलिफोर्निया बेअरिंग रेशो,ಕ್ಯಾಲಿಫೋರ್ನಿಯಾ ಬೇರಿಂಗ್ ಅನುಪಾತ
कॅलिपर,ಕ್ಯಾಲಿಪರ್
कॅलरीमीटर,ಕ್ಯಾಲೋರಿಮೀಟರ್
कांबर,ಕ್ಯಾಂಬರ್
कालवा,ಕಾಲುವೆ
छत,ಮೇಲಾವರಣ
कॅन्टिलिव्हर फूटिंग,ಕ್ಯಾಂಟಿಲಿವರ್ ಫೂಟಿಂಗ್
टोपी,ಕ್ಯಾಪ್
क्षमता,ಸಾಮರ್ಥ್ಯ
एइल ट्रॅकची क्षमता,ಏಲ್ ಟ್ರ್ಯಾಕ್ ಸಾಮರ್ಥ್ಯ
कॅप केबल,ಕ್ಯಾಪ್ ಕೇಬಲ್
केशिका,ಕ್ಯಾಪಿಲ್ಲರಿಟಿ
केशिका ब्रेक,ಕ್ಯಾಪಿಲ್ಲರಿ ಬ್ರೇಕ್
केशिका प्रवाह,ಕ್ಯಾಪಿಲ್ಲರಿ ಹರಿವು
केशिका ओलावा किंवा केशिका पाणी,ಕ್ಯಾಪಿಲ್ಲರಿ ತೇವಾಂಶ ಅಥವಾ ಕ್ಯಾಪಿಲ್ಲರಿ ನೀರು
केशिका छिद्र जागा,ಕ್ಯಾಪಿಲ್ಲರಿ ರಂಧ್ರದ ಜಾಗ
केशिका सच्छिद्रता,ಕ್ಯಾಪಿಲ್ಲರಿ ಸರಂಧ್ರತೆ
केशिका जागा,ಕ್ಯಾಪಿಲ್ಲರಿ ಸ್ಪೇಸ್
वेग कॅप्चर करा,ಕ್ಯಾಪ್ಚರ್ ವೇಗ
कार्बोनेशन,ಕಾರ್ಬೊನೇಶನ್
कार्बन ब्लॅक,ಕಾರ್ಬನ್ ಕಪ್ಪು
कास्टबल रेफ्रेक्ट्री,ಕ್ಯಾಸ್ಟ್ಬಲ್ ವಕ್ರೀಕಾರಕ
कास्ट-इन-प्लेस किंवा कास्ट-इन-सिटू,ಬಿತ್ತರಿಸಿದ ಸ್ಥಳದಲ್ಲಿ ಅಥವಾ ಬಿತ್ತರಿಸಿದ ಸ್ಥಳದಲ್ಲಿ
कास्ट-इन-प्लेस मेख,ಎರಕಹೊಯ್ದ ರಾಶಿ
एरंडेल,ಕ್ಯಾಸ್ಟರ್
कास्ट दगड,ಎರಕಹೊಯ್ದ ಕಲ್ಲು
उत्प्रेरक,ವೇಗವರ್ಧಕ
कॅटेना,ಕ್ಯಾಟೆನಾ
मांजरीचा चेहरा,ಬೆಕ್ಕಿನ ಮುಖ
मांजरीचे डोके,ಬೆಕ್ಕಿನ ತಲೆ
कॅशन,ಕ್ಯಾಶನ್
मांजर चालणे,ಬೆಕ್ಕಿನ ನಡಿಗೆ
पोकळ्या निर्माण होणे नुकसान,ಗುಳ್ಳೆಕಟ್ಟುವಿಕೆ ಹಾನಿ
Celite,ಸೆಲೈಟ್
सेल्युलर कंक्रीट,ಸೆಲ್ಯುಲಾರ್ ಕಾಂಕ್ರೀಟ್
सेल्युलर बांधकाम,ಸೆಲ್ಯುಲಾರ್ ನಿರ್ಮಾಣ
सिमेंट,ಸಿಮೆಂಟ್
"सिमेंट, बिटुमिनस","ಸಿಮೆಂಟ್, ಬಿಟುಮಿನಸ್"
"सिमेंट, उच्च शक्ती","ಸಿಮೆಂಟ್, ಹೆಚ್ಚಿನ ಶಕ್ತಿ"
"सिमेंट, हायड्रॉलिक","ಸಿಮೆಂಟ್, ಹೈಡ್ರಾಲಿಕ್"
"सिमेंट, कमी उष्णता","ಸಿಮೆಂಟ್, ಕಡಿಮೆ ಶಾಖ"
"सिमेंट, दगडी बांधकाम","ಸಿಮೆಂಟ್, ಕಲ್ಲು"
"सिमेंट, नैसर्गिक","ಸಿಮೆಂಟ್, ನೈಸರ್ಗಿಕ"
"सिमेंट, पोर्टलँड","ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್"
"सिमेंट, पोर्टलँड ब्लास्ट फर्नेस स्लॅग","ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್ ಬ್ಲಾಸ್ಟ್ ಫರ್ನೇಸ್ ಸ್ಲ್ಯಾಗ್"
"सिमेंट, पोर्टलँड पोझोलन","ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್ ಪೊಝೋಲನ್"
"सिमेंट, स्लॅग","ಸಿಮೆಂಟ್, ಸ್ಲ್ಯಾಗ್"
"सिमेंट, सल्फेट प्रतिरोधक","ಸಿಮೆಂಟ್, ಸಲ್ಫೇಟ್ ನಿರೋಧಕ"
"सिमेंट, सुपर सल्फेट","ಸಿಮೆಂಟ್, ಸೂಪರ್ ಸಲ್ಫೇಟ್"
"सिमेंट, पांढरा","ಸಿಮೆಂಟ್, ಬಿಳಿ"
सिमेंट-एकूण प्रमाण,ಸಿಮೆಂಟ್-ಒಟ್ಟಾರೆ ಅನುಪಾತ
सिमेंट सामग्री,ಸಿಮೆಂಟ್ ವಿಷಯ
सिमेंट जेल,ಸಿಮೆಂಟ್ ಜೆಲ್
सिमेंट बंदूक,ಸಿಮೆಂಟ್ ಗನ್
सिमेंटची भट्टी,ಸಿಮೆಂಟ್ ಗೂಡು
सिमेंट पेंट,ಸಿಮೆಂಟ್ ಬಣ್ಣ
सिमेंट प्लास्टर,ಸಿಮೆಂಟ್ ಪ್ಲಾಸ್ಟರ್
सिमेंट खडक,ಸಿಮೆಂಟ್ ಕಲ್ಲು
सिमेंट स्लरी,ಸಿಮೆಂಟ್ ಸ್ಲರಿ
सिमेंट स्टोरेज,ಸಿಮೆಂಟ್ ಸಂಗ್ರಹಣೆ
सिमेंटेशन प्रक्रिया,ಸಿಮೆಂಟೇಶನ್ ಪ್ರಕ್ರಿಯೆ
केंद्रीकरण,ಕೇಂದ್ರೀಕರಣ
सेंटरिंग आणि शटरिंग,ಕೇಂದ್ರೀಕರಿಸುವುದು ಮತ್ತು ಮುಚ್ಚುವುದು
केंद्रीय मिश्रित कंक्रीट,ಕೇಂದ್ರ ಮಿಶ್ರ ಕಾಂಕ್ರೀಟ್
मध्यवर्ती मिक्सर,ಕೇಂದ್ರ ಮಿಕ್ಸರ್
केंद्रापसारक पंखा,ಕೇಂದ್ರಾಪಗಾಮಿ ಫ್ಯಾನ್
खडू,ಚಾಕ್
चांफर,ಚೇಂಫರ್
चेंफर पट्टी,ಚೇಂಫರ್ ಸ್ಟ್ರಿಪ್
चॅनेल बीम,ಚಾನಲ್ ಕಿರಣ
वैशिष्ट्यपूर्ण भार,ವಿಶಿಷ್ಟ ಲೋಡ್
वैशिष्ट्यपूर्ण ताकद,ವಿಶಿಷ್ಟ ಶಕ್ತಿ
चार्ज बंद,ಚಾರ್ಜ್ ಆಫ್
चार्ज होत आहे,ಚಾರ್ಜ್ ಆಗುತ್ತಿದೆ
तपासत आहे,ಪರಿಶೀಲಿಸಲಾಗುತ್ತಿದೆ
रासायनिक बंध,ರಾಸಾಯನಿಕ ಬಂಧ
चेरनोझेम,ಚೆರ್ನೋಜೆಮ್
चेस्टनट माती,ಚೆಸ್ಟ್ನಟ್ ಮಣ್ಣು
चिमणी गटर,ಚಿಮಣಿ ಗಟಾರ
चिप बोर्ड,ಚಿಪ್ ಬೋರ್ಡ್
चिपिंग,ಚಿಪ್ಪಿಂಗ್
चिप्स,ಚಿಪ್ಸ್
चुटे,ಗಾಳಿಕೊಡೆ
वर्ग (काँक्रीटचा),ವರ್ಗ (ಕಾಂಕ್ರೀಟ್)
चिकणमाती,ಕ್ಲೇ
चिकणमाती सामग्री,ಕ್ಲೇ ವಿಷಯ
मातीचा तवा,ಕ್ಲೇ ಪ್ಯಾನ್
क्लीनआउट,ಕ್ಲೀನ್ಔಟ್
साफ करा,ಸ್ವಚ್ಛಗೊಳಿಸಿ
क्लीट,ಕ್ಲೀಟ್
क्लिंकर,ಕ್ಲಿಂಕರ್
क्लिप,ಕ್ಲಿಪ್
गोठणे,ಹೆಪ್ಪುಗಟ್ಟುವಿಕೆ
खडबडीत एकूण,ಒರಟಾದ ಒಟ್ಟು
खडबडीत दाणेदार माती,ಒರಟಾದ ಧಾನ್ಯದ ಮಣ್ಣು
कोट,ಕೋಟ್
कोफर धरण,ಕಾಫರ್ ಅಣೆಕಟ್ಟು
एकसंधता,ಒಗ್ಗಟ್ಟು
कोलायड,ಕೊಲಾಯ್ಡ್
कोलोइडल आर्द्रता समतुल्य गुणोत्तर,ಕೊಲೊಯ್ಡಲ್ ತೇವಾಂಶ ಸಮಾನ ಅನುಪಾತ
कोलाइडल प्रणाली,ಕೊಲೊಯ್ಡಲ್ ವ್ಯವಸ್ಥೆ
कोल्व्हियल माती,ಕೊಲ್ಯುವಿಯಲ್ ಮಣ್ಣು
स्तंभ,ಅಂಕಣ
कॉम्बेड फिनिश,ಬಾಚಣಿಗೆ ಮುಕ್ತಾಯ
एकत्रित पाया,ಕಂಬೈನ್ಡ್ ಫೂಟಿಂಗ್
एकत्रित पाणी,ಸಂಯೋಜಿತ ನೀರು
सामान्य खोली,ಸಾಮಾನ್ಯ ಕೊಠಡಿ
पूर्णत्वाचे प्रमाणपत्र,ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ ಪ್ರಮಾಣಪತ್ರ
घटक चौरस,ಘಟಕ ಚೌಕ
काँक्रीट,ಕಾಂಕ್ರೀಟ್
काँक्रिशन,ಕಾಂಕ್ರೀಟಿಕರಣ
एकत्रित दर/सपाट दर,ಏಕೀಕೃತ ದರ/ಫ್ಲಾಟ್ ದರ
दूषित पदार्थ,ಮಾಲಿನ್ಯಕಾರಕಗಳು
पाककला alcove,ಅಲ್ಕೋವ್ ಅಡುಗೆ
सामना करणे,ನಿಭಾಯಿಸುವುದು
कॉर्बेल,ಕಾರ್ಬೆಲ್
कॉर्निस,ಕಾರ್ನಿಸ್
कपलर,ಸಂಯೋಜಕ
"युग्मक, दुहेरी","ಕಪ್ಲರ್, ಡಬಲ್"
"कपलर, पुटलॉग","ಕಪ್ಲರ್, ಪುಟ್ಲಾಗ್"
"युग्मक, कुंडा","ಕಪ್ಲರ್, ಸ್ವಿವೆಲ್"
अभ्यासक्रम,ಕೋರ್ಸ್
यादृच्छिक भंगार दगडी बांधकाम,ಕೋರ್ಸ್ಡ್ ಯಾದೃಚ್ಛಿಕ ಕಲ್ಲುಮಣ್ಣು ಕಲ್ಲುಗಳು
झाकलेले क्षेत्र,ಆವರಿಸಿದ ಪ್ರದೇಶ
रांगणे,ತೆವಳುವ
रांगणे गुणांक,ಕ್ರೀಪ್ ಗುಣಾಂಕ
क्रोटोवाइन,ಕ್ರೊಟೊವಿನ್
कावळा पाय,ಕಾಗೆ ಕಾಲು
लहानसा तुकडा रचना,ಕ್ರಂಬ್ ರಚನೆ
अंकुश,ದಂಡೆ
चालू,ಪ್ರಸ್ತುತ
वक्र प्रतिकार,ಕರ್ವ್ ಪ್ರತಿರೋಧ
ओलसर पुरावा कोर्स,ತೇವಾಂಶ ನಿರೋಧಕ ಕೋರ್ಸ್
पूर्ण होण्याची तारीख,ಪೂರ್ಣಗೊಂಡ ದಿನಾಂಕ
मृत भार,ಡೆಡ್ ಲೋಡ್
मृत पाणी,ಸತ್ತ ನೀರು
डेसिबल,ಡೆಸಿಬೆಲ್
Deflocculation,ಡಿಫ್ಲೋಕ್ಯುಲೇಷನ್
वायुवीजन किंवा हवेच्या जागेचे प्रमाण,ಗಾಳಿ ಅಥವಾ ಗಾಳಿಯ ಅಂತರದ ಅನುಪಾತದ ಪದವಿ
एकत्रीकरणाची पदवी,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆಯ ಪದವಿ
फैलाव पदवी,ಪ್ರಸರಣದ ಪದವಿ
संपृक्तता पदवी,ಶುದ್ಧತ್ವದ ಪದವಿ
घनता,ಸಾಂದ್ರತೆ
वाळवंट फुटपाथ,ಮರುಭೂಮಿ ಪಾದಚಾರಿ ಮಾರ್ಗ
वाळवंटी माती,ಮರುಭೂಮಿ ಮಣ್ಣು
तपशील,ವಿವರಗಳು
विकास कालावधी,ಅಭಿವೃದ್ಧಿ ಅವಧಿ
डी-क्षितिज,ಡಿ-ಹಾರಿಜಾನ್
कर्ण बंध,ಕರ್ಣೀಯ ಬಂಧ
आकृती,ರೇಖಾಚಿತ್ರ
डिजिटल डॉक,ಡಿಜಿಟಲ್ ಡಾಕ್
विभेदक पाणी दर,ಭೇದಾತ್ಮಕ ನೀರಿನ ದರ
सौम्य वायुवीजन,ದುರ್ಬಲಗೊಳಿಸುವ ವಾತಾಯನ
डिलुव्हियम,ಡಿಲುವಿಯಂ
जेवणाची खोली,ಊಟದ ಕೋಣೆ
दिशा पेग,ದಿಕ್ಕಿನ ಪೆಗ್
फैलाव,ಪ್ರಸರಣ
डिस्टेंपर,ಡಿಸ್ಟೆಂಪರ್
गोदी,ಡಾಕ್
दार,ಬಾಗಿಲು
डोर्मर,ಡಾರ್ಮರ್
डॉर्मर चेक,ಡಾರ್ಮರ್ ಚೆಕ್
दुहेरी फ्लेमिश बाँड,ಡಬಲ್ ಫ್ಲೆಮಿಶ್ ಬಾಂಡ್
दुहेरी थर,ಡಬಲ್ ಲೇಯರ್
डोवेल,ಡೋವೆಲ್
रेखाचित्र बोर्ड,ಡ್ರಾಯಿಂಗ್ ಬೋರ್ಡ್
रेखाचित्र खोली,ಡ್ರಾಯಿಂಗ್ ಕೊಠಡಿ
वाहून नेणे,ಡ್ರಿಫ್ಟ್
कोरडे बल्ब तापमान,ಒಣ ಬಲ್ಬ್ ತಾಪಮಾನ
कोरडी गोदी,ಡ್ರೈ ಡಾಕ್
कोरडे रबर दगडी बांधकाम,ಒಣ ರಬ್ಬರ್ ಕಲ್ಲು
डच बाँड,ಡಚ್ ಬಾಂಡ್
बटू भिंत,ಕುಬ್ಜ ಗೋಡೆ
निवास एकक,ವಸತಿ ಘಟಕ
इव्ह,ಈವ್
Eaves गटर,ಈವ್ಸ್ ಗಟರ್
आर्थिक व्यवहार्यता,ಆರ್ಥಿಕ ಕಾರ್ಯಸಾಧ್ಯತೆ
एक्टोडायनामॉर्फिक माती,ಎಕ್ಟೋಡೈನಮಾರ್ಫಿಕ್ ಮಣ್ಣು
एडी,ಸುಳಿ
प्रभावी आकार,ಪರಿಣಾಮಕಾರಿ ಗಾತ್ರ
फुलणे,ಪುಷ್ಪಮಯ
सांडपाणी,ಹೊರಹರಿವು
उत्थान,ಎತ್ತರ
एलिव्हिएशन,ಎಲುವಿಯೇಶನ್
एल्युव्हियम,ಎಲುವಿಯಮ್
एंडोडायनामॉर्फिक माती,ಎಂಡೋಡೈನಮಾರ್ಫಿಕ್ ಮಣ್ಣು
अभियांत्रिकी व्यवहार्यता,ಎಂಜಿನಿಯರಿಂಗ್ ಕಾರ್ಯಸಾಧ್ಯತೆ
इंग्रजी बंधन,ಇಂಗ್ಲಿಷ್ ಬಾಂಡ್
इंग्रजी बाग भिंत बंधन,ಇಂಗ್ಲಿಷ್ ಗಾರ್ಡನ್ ವಾಲ್ ಬಾಂಡ್
"EPM (समतुल्य प्रति दशलक्ष),&quot;","EPM (ಪ್ರತಿ ಮಿಲಿಯನ್‌ಗೆ ಸಮಾನ),&quot;"
समतुल्य वजन,ಸಮಾನ ತೂಕ
अर्ग,ಉದಾ
अदलाबदल करण्यायोग्य,ವಿನಿಮಯ ಮಾಡಬಹುದಾದ
एक्सचेंज करण्यायोग्य आम्लता,ಬದಲಾಯಿಸಬಹುದಾದ ಆಮ್ಲೀಯತೆ
एक्सचेंजेबल सोडियम टक्केवारी (ESP),ಬದಲಾಯಿಸಬಹುದಾದ ಸೋಡಿಯಂ ಶೇಕಡಾವಾರು (ESP)
ई.एस.पी.,ಇ.ಎಸ್.ಪಿ.
एक्सचेंज आंबटपणा,ವಿನಿಮಯ ಆಮ್ಲೀಯತೆ
एक्सचेंज कॉम्प्लेक्स,ವಿನಿಮಯ ಸಂಕೀರ್ಣ
एक्झॉस्ट,ನಿಷ್ಕಾಸ
उघड समाप्त,ಬಹಿರಂಗ ಮುಕ್ತಾಯ
डोळा,ಕಣ್ಣು
डोळा कपाळ,ಕಣ್ಣು ಹುಬ್ಬು
तोंड देत,ಎದುರಿಸುತ್ತಿದೆ
बाँडचा सामना करत आहे,ಎದುರಿಸುತ್ತಿರುವ ಬಂಧ
