Odiya,English
ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ,alphabetic character
ବିକଳ୍ପ କୋଣ,alternate angle
"ବ hom କଳ୍ପିକ ଏକମାତ୍ର ବିକଳ୍ପ ଫର୍ମ,",alternating form
ବିକଳ୍ପ ଗୋଷ୍ଠୀ |,alternating group
ବିକଳ୍ପ ମ୍ୟାଟ୍ରିକ୍ସ |,alternating matrix
ବିକଳ୍ପ କ୍ରମ |,alternating series
ବିକଳ୍ପ ଅନୁମାନ,alternative hypothesis
ବିକଳ୍ପ ସର୍ବୋତ୍କୃଷ୍ଟ |,alternative optima
ବିକଳ୍ପ ଫଳାଫଳ |,alternative outcome
analog-digit କନଭର୍ଟର |,analog-to-digital converter
"ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର,",analogue computer
ବିଶ୍ଳେଷଣ |,analysis
କୋଭାରିଆନ୍ସ ବିଶ୍ଳେଷଣ |,analysis of covariance
ଗଣନା-ତଥ୍ୟ ବିଶ୍ଳେଷଣ |,analysis of enumeration data
ଭିନ୍ନତା ବିଶ୍ଳେଷଣ |,analysis of variance
ଆନାଲିଟିକାଲ୍ ଜ୍ୟାମିତି |,analytic geometry
ବିଶ୍ଳେଷଣାତ୍ମକ କାର୍ଯ୍ୟ,analytic function
କୋଣ,angle
ଟାଙ୍ଗେଣ୍ଟ୍ କୋଣ |,angle of contact
ବିଘ୍ନ କୋଣ |,angle of deflection
ଉଦାସୀନତା କୋଣ,angle of depression
ବିଘ୍ନ କୋଣ |,angle of deviation
ବିଭାଜନ କୋଣ |,angle of diffraction
ଉଚ୍ଚତା କୋଣ,angle of elevation
ଘଟଣାର କୋଣ,angle of incidence
ପ୍ରୋଜେକ୍ଟର କୋଣ,angle of projection
ପ୍ରତିଫଳନ କୋଣ,angle of reflection
ପ୍ରତିଫଳନ କୋଣ,angle of refraction
ଘୂର୍ଣ୍ଣନ କୋଣ,angle of rotation
ପ୍ରତିଫଳନର ସଂପୂର୍ଣ୍ଣ କୋଣ |,angle of total reflection
କୋଣାର୍କ ତ୍ୱରଣ |,angular acceleration
କୋଣାର୍କ ବେଗ |,angular motion
କୋଣାର୍କ ଗତି,angular speed
କୋଣାର୍କ ବେଗ |,angular velocity
ଆଙ୍ଗୁଠି ରିଙ୍ଗ୍ |,annulus
ଉତ୍ତର,answer
କାଉଣ୍ଟର ଡେରିଭେଟିଭ୍ |,anti – derivative
ଆଇସୋମେଟ୍ରିକ୍ କାର୍ଯ୍ୟ,antisymmetric function
"ଆଚ୍ଛାଦିତ, ପ୍ରଯୁଜ୍ୟ, ପ୍ରଯୁଜ୍ୟ |",applicable
"ଆବେଦନ ପ୍ରୟୋଗ,",application
ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ ପ୍ରୟୋଗ |,applied dynamic programming
ପ୍ରୟୋଗ ହୋଇଥିବା ଜ୍ୟାମିତି |,applied geometry
ପ୍ରୟୋଗ ହୋଇଥିବା ଗଣିତ |,applied mathematics
ପ୍ରୟୋଗ ପରିସଂଖ୍ୟାନ |,applied statistics
"ପ୍ରାୟ, ପ୍ରାୟ",approximately
ପ୍ରାୟ ନିରନ୍ତର କାର୍ଯ୍ୟ |,approximately continuous function
"ମାକ୍ରୋ ପଦ୍ଧତି, ଆନୁମାନିକ ପଦ୍ଧତି |",approximate method
ଆନୁମାନିକ ସମାଧାନ,approximate solution
ଆନୁମାନିକ ସମସ୍ୟା,approximation problem
ଆନୁମାନିକ ସମ୍ପତ୍ତି,approximation property
ଦକ୍ଷତା ପରୀକ୍ଷା,aptitude test battery
ଆର୍ଗନ୍ ଚିତ୍ର,Argand diagram
ସ୍ବେଚ୍ଛାକୃତ,arbitrarily chosen
"ଅନିୟମିତ, ଅନିୟମିତ |",arbitrary
ଇଚ୍ଛାଧୀନ ସ୍ଥିର |,arbitrary constant
ମାଗଣା ଉପାଦାନ |,arbitrary element
ଇଚ୍ଛାଧୀନ ବିନ୍ଦୁ |,arbitrary point
ଆର୍କିମିଡେଙ୍କ ନିୟମ |,Archemedean law
ଆର୍କିମିଡିସ୍ ନିୟମ |,Archimedes principle
"ଆର୍କ-ଲମ୍ବ, ଆର୍କ-ଲମ୍ବ |",arc length
ବୃତ୍ତାକାର,arc of circle
ଓଲଟା ସାଇନ ବଣ୍ଟନ |,arc sine distribution
ଓଲଟା ସାଇନ ରୂପାନ୍ତର |,arc sine transformation
"କ୍ଷେତ୍ର, କ୍ଷେତ୍ର",area
ଆ regional ୍ଚଳିକ ସଂରଚନା,areal texture
ଏକ ଜଟିଳ ସଂଖ୍ୟାର କୋଣ |,argument of complex number
ଗାଣିତିକ ଅର୍ଥ |,arithmetic mean
ଡିଜିଟାଲ୍ ଅପରେସନ୍,arithmetic operation
ଡିଜିଟାଲ୍ ୟୁନିଟ୍ |,arithmetic unit
"ବିନ୍ୟାସ, ବ୍ୟବସ୍ଥା",arrangement
"ଆରେ, ଆରେ",array
କୃତ୍ରିମ ଉପଗ୍ରହ |,artificial satellite
କୃତ୍ରିମ ଭେରିଏବଲ୍ |,artificial variable
ଚ imb ିବାକୁ,ascend
ଆରୋହଣ,ascending
ତୀବ୍ରତାର କ୍ରମ,ascending order of magnitude
ଆରୋହଣ ଗ୍ରେଡ୍,ascending series
ଏକତ୍ରକାରୀ ଭାଷା |,assembler language
"ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା ଆସାଇନମେଣ୍ଟ ପ୍ରଶ୍ନ,",assignment problem
ସହଯୋଗୀ ନିୟମ |,associative law
ଅପରେଟର୍ମାନଙ୍କର ଆସୋସିଏଟିଭ୍ ନିୟମ |,associative law of operators
ଆସୋସିଏଟିଭ୍ ଅପରେସନ୍ |,associative operation
ସାଥୀତା,associativity
ଅନୁମାନ କରାଯାଉଥିବା ଅର୍ଥ |,assumed mean
ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ ଅନୁମାନ କରାଯାଇଛି |,assumed probability distribution
"କଳ୍ପିତ, ସ୍ୱୀକାର,",assumption
ଜ୍ୟୋତିଷ ଶାସ୍ତ୍ର,astrology
"ମହାକାଶଚାରୀ ଇଞ୍ଜିନିୟର ସ୍ପେସ୍ ଇଞ୍ଜିନିୟର,",astronautical engineer
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ *,astronomer
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ଘଣ୍ଟା |,astronomical clock
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ,astronomy
ଅସୀମିତ ବକ୍ର,asymmetrical curve
ଅସୀମତା |,asymmetry
ଅସ୍ମିପଟୋଟିକ୍ |,asymptote
ବୃଦ୍ଧି,asymptotic
ପ୍ରଗତିଶୀଳ ଆକଳନକାରୀ |,asymptotically efficient estimator
ରିଟ୍ରୋଗ୍ରେଡ୍ ଦ୍ୱିପାକ୍ଷିକ ଆକଳନକାରୀ |,asymptotically unbiased estimator
ପ୍ରତ୍ୟାବର୍ତ୍ତନ ଆଚରଣ |,asymptotic behavior
ଆକ୍ରମଣାତ୍ମକ ବଣ୍ଟନ କାର୍ଯ୍ୟ |,asymptotic distribution function
ଉପର ବିସ୍ତାର,asymptotic expansion
ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |,atmospheric pressure
"ଅନିୟମିତ ଭାବରେ,",at random
ସମ୍ପତ୍ତି *,attribute
ଗୁଣଧର୍ମ-ନମୁନା-ଯାନ୍ତ୍ରିକ |,attributes sampling procedure
ବୃଦ୍ଧି ହୋଇଥିବା ମାଟ୍ରିକ୍ସ,augmented matrix
ଅଟୋକୋରେଲେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,autocorrelation coefficient
ଅଟୋକୋରେଲେସନ୍ ଫଙ୍କସନ୍,autocorrelation function
କୋଭାରିଆନ୍ସ |,autocovariance
ସ୍ୱୟଂଚାଳିତ କମ୍ପ୍ୟୁଟର |,automatic computer
ଆତ୍ମସମ୍ମାନ,autoregression
ସହାୟକ ସମୀକରଣ,auxiliary equation
ହାରାହାରି ନମୁନା ସଂଖ୍ୟା ବକ୍ର (MPC ବକ୍ର),average sample number curve (A.S.N. Curve)
"axiom, axiom",axiom
axiom ପଦ୍ଧତି |,axiomatic approach
ସମ୍ଭାବ୍ୟତା axiom |,axiom of probability
ଅକ୍ଷ,axis
ଭୁଜାକ୍,axis of abscissa
ପୃଥିବୀ ଅକ୍ଷ,axis of earth
ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ,axis of revolution
ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ,axis of rotation
ସ୍ପିନ୍ ଅକ୍ଷ,axis of spin
ପୋଷ୍ଟ ରିପ୍ଲେସମେଣ୍ଟ,back-substitution
ପରେ,backward difference
ପଛ ସନ୍ନିବେଶ ସୂତ୍ର |,backward-interpolation formula
"ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ |",balance
ସନ୍ତୁଳିତ ଡିଜାଇନ୍ |,balanced design
ତୂଳନା ପତ୍ର,balance sheet
କ୍ଷେପଣାସ୍ତ୍ର,ballistic missile
"ବାଲିଷ୍ଟିକ୍, ଅସ୍ତ୍ରଶସ୍ତ୍ର |",ballistics
"ସ୍ତମ୍ଭ, ବାଡ଼ି, କୋବ୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ରେଖା, ରେଖା, ପରୀକ୍ଷା ରେଖା, ଧାର |",bar
"ଆଧାର, ଆଧାର, ଆଧାର, ଆଧାର, ଆଧାର |",base
ମୂଳ କୋଣ,base angle
"ଲୋଗାରିଦମର ଆଧାର, ଲୋଗାରିଦମର ଆଧାର |",base of logarithm
"ମ basic ଳିକ, ମ basic ଳିକ,",basic
ମୂଳ ସମନ୍ୱିତ ସମାଧାନ |,basic feasible solution
ମୂଳ ସମାଧାନ |,basic solution
ବେସ୍ ଭେରିଏବଲ୍ |,basic variable
ଆଧାର,basis
ମୂଳ ଉପାଦାନ |,basis element
ବେସ୍ ମ୍ୟାଟ୍ରିକ୍ସ |,basis matrix
ଭେକ୍ଟର ସ୍ପେସ୍ ର ଆଧାର |,basis of a vector space
ଜନସଂଖ୍ୟା ଆଧାର |,basis of subspace
ଅସାଧୁ,Bayesian estimate
bez-rule,Bayes' law
ବେଜ୍-ଥିଓରେମ୍ |,Bayes' theorem
bernoulli- ବଣ୍ଟନ |,Bernoulli distribution
ବର୍ନୁଲି ସଂଖ୍ୟା |,Bernoulli number
ବର୍ନୁଲି ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ |,Bernoulli probability function
ବର୍ନୁଲି-ସମୀକରଣ |,Bernoulli's equation
ବେରୀ କାର୍ଯ୍ୟ,Berry function
ସର୍ବୋତ୍ତମ ଆଡିଶିନ୍ |,best fit
ସର୍ବୋତ୍ତମ ଆଡେସିନ୍ ରେଖା |,best - fit line
ସର୍ବୋତ୍ତମ ସମାଧାନ |,best solution
ସର୍ବୋତ୍ତମ ଟିପ୍ସ |,best strategies
ବିଟା ବଣ୍ଟନ |,beta distribution
"ପକ୍ଷପାତ, ପକ୍ଷପାତ |",bias
ପକ୍ଷପାତିତ ମୂଲ୍ୟାଙ୍କନ |,biased estimate
ଦ୍ୱିପାକ୍ଷିକ ସମୀକରଣ |,biharmonic equation
ଏକକ କଭର |,bijection
ଏକକ କଭର ମାନଚିତ୍ର,bijective map
ଏକକ କଭର ମ୍ୟାପିଂ |,bijective mapping
ଚତୁର୍ଭୁଜ ଚତୁର୍ଭୁଜ |,bilinear form
ବିଲିନାର୍ ଫଙ୍କସନ୍,bilinear function
bilinear hermitian homogeneity |,bilinear Hermitian form
"ଦ୍ୱି-ଭେରିଏବଲ୍, ବାଇନାରୀ, ଡୁଆଲ୍ |",binary
"ବାଇନାରୀ କୋଡ୍, ବାଇନାରୀ କୋଡ୍ |",binary code
"ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ, ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |",binary coded decimal
ବାଇନାରୀ ଏନକୋଡିଂ |,binary coding
ବାଇନାରୀ କମ୍ପ୍ୟୁଟର |,binary computer
ବାଇନାରୀ ସଂଖ୍ୟା,binary digit
ବାଇନାରୀ ଅପରେସନ୍ |,binary operation
ବାଇନାରୀ ପଦ୍ଧତି |,binary system
ବାଇନାରୀ ଭେରିଏବଲ୍ |,binary variable
ଦ୍ୱିପାକ୍ଷିକ ଗୁଣବତ୍ତା |,binomial coefficient
ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |,binomial distribution
ଦ୍ୱିପାକ୍ଷିକ ସମୀକରଣ |,binomial equation
ଦ୍ୱିପାକ୍ଷିକ ଭିନ୍ନତା |,binomial expansion
ଦ୍ୱିପାକ୍ଷିକ ଅଭିବ୍ୟକ୍ତି |,binomial expression
ଦ୍ୱିପାକ୍ଷିକ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |,binomial random variable
ଦ୍ୱିପାକ୍ଷିକ ତତ୍ତ୍। |,binomial theorem
"ଅଧା, ବିଫୁର୍କେସନ୍ |",bisection
"ବିସେକ୍ଟ ପଦ୍ଧତି, ସେମିଡିଭିଜନ୍ ପଦ୍ଧତି |",bisection method
ଅଧା ବିସେକ୍ଟର |,bisector
ଦ୍ୱିପାକ୍ଷିକ |,biserial
"ଡୱେଙ୍କ୍ (ବାଇନାରୀ ସଂଖ୍ୟା), ଅନି, ବର୍ମା, ଟୁକ୍ |",bit
ଦ୍ୱିପାକ୍ଷିକ ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ ଦ୍ୱିପାକ୍ଷିକ |,bivariate binomial distribution
ବିଭାରିଏଟ୍ ସମ୍ପର୍କ କୋଏଫିସିଏଣ୍ଟ୍ |,bivariate correlation coefficient
ବିଭାରିଏଟ୍ ବଣ୍ଟନ |,bivariate distribution
ସାଧାରଣ ବଣ୍ଟନ,bivariate normal distribution
ବିଭେକ୍ଟର୍ |,bivector
ବୋଲ୍ଟମ୍ୟାନ୍ ସମୀକରଣ |,Boltzmann equation
ବୁଲିୟନ୍ ବୀଜ ବର୍ଣ୍ଣନା *,Boolean algebra
ବୋଷ-ଆଇନଷ୍ଟାଇନ ପରିସଂଖ୍ୟାନ |,Bose - Einstein statistics
ସୀମିତତା ପ୍ରତିବନ୍ଧକ |,boundary condition
ସୀମା ସ୍ତର |,boundary layer
ସୀମା ରେଖା |,boundary line
ସୀମା ମୂଲ୍ୟ,boundary value
ସୀମା ମୂଲ୍ୟ ସମସ୍ୟା |,boundary value problem
"ସୀମାବଦ୍ଧ କାର୍ଯ୍ୟ ସୀମିତ ଫଳ,",bounded function
"ସୀମାବଦ୍ଧ ମ୍ୟାଟ୍ରିକ୍ସ, ସୀମାବଦ୍ଧ ମ୍ୟାଟ୍ରିକ୍ସ, ସୀମାବଦ୍ଧ ଟେବୁଲ୍,",bounded matrix
"ସୀମାବଦ୍ଧ ଅଞ୍ଚଳ ସୀମାବଦ୍ଧ ଅଞ୍ଚଳ,",bounded region
"ସୀମାବଦ୍ଧ ସେଟ୍ ସୀମାବଦ୍ଧ ସେଟ୍,",bounded set
ବ୍ରାଉନି ଗତି |,Brownian motion
ଗଣନା କରିବାକୁ,calculate
ଗଣନା,calculating
"କାଲକୁଲେଟର, କାଲକୁଲେଟର",calculating machine
ଗଣନା *,calculation
ଗଣନା କାର୍ଯ୍ୟ ପଦ୍ଧତି |,calculational procedure
"କାଲକୁଲେଟର, କାଲକୁଲେଟର",calculator
"କାଲକୁଲସ୍, କାଲ୍କୁଲସ୍",calculus
ଭିନ୍ନତା ଗଣନା,calculus of variation
କ୍ୟାଲୋରୀ,calorie
ପ୍ରତ୍ୟାହାର ନିୟମ |,cancellation law
କାନୋନିକାଲ୍ ସମୀକରଣ |,canonical equation
କାନୋନିକାଲ୍ ଫର୍ମ |,canonical form
"କାନୋନିକାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ, କେ କାନୋନିକାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ |",canonical matrix
କ୍ୟାଣ୍ଟର ସେଟ୍ |,Cantor set
କ୍ୟାଣ୍ଟର ତ୍ରିକୋଣୀୟ ସେଟ୍ |,Cantor's ternary set
ବାଧାପ୍ରାପ୍ତ ପରିବହନ ସମସ୍ୟା |,capacitated transportation problem
ଦକ୍ଷତା,capacity
କ୍ୟାପିଲାରୀ ଫୋର୍ସ |,capillary force
"ଗଣନା ସଂଖ୍ୟା, କାର୍ଡିନାଲ୍ ସଂଖ୍ୟା |",cardinal number
କାର୍ଟେସିଆନ୍ ଅକ୍ଷ |,Cartesian axes
କାର୍ଟେସିଆନ୍ ସଂଯୋଜନା |,Cartesian coordinates
କାର୍ଟେସିଆନ୍ ଉତ୍ପାଦ |,Cartesian product
ସେଟ୍ ର କାର୍ଟେସିଆନ୍ ଗୁଣନ |,Cartesian product of sets
"କେସ୍ ଷ୍ଟଡି, କେସ୍ ଷ୍ଟଡି |",case study
ବିପର୍ଯ୍ୟସ୍ତ ବକ୍ତବ୍ୟ |,catastrophic fluctuation
କ୍ୟାଟିନାରୀ,Catenary
କାଚି ବଣ୍ଟନ |,Cauchy distribution
କ ush ଶୀଙ୍କ ସୂତ୍ର |,Cauchy formula
କ ush ଶୀ-ଗୁରୁସା-ଥିଓରେମ୍ |,Cauchy Goursat theorem
କ ush ସି-ରିମାନ୍-ବ୍ୟାନ୍ |,Cauchy Riemann conditions
କାଚି କ୍ରମ |,Cauchy sequence
kaushi ଅବିଚ୍ଛେଦ୍ୟ |,Cauchy integral
କ ush ଶୀ ମୁଖ୍ୟ ମୂଲ୍ୟ |,Cauchy principal value
କାଚି ରିମାଇଣ୍ଡର୍ ଥିଓରେମ୍ |,Cauchy residue theorem
କାଲ୍-ହାମିଲଟନ୍-ଥିଓରେମ୍ |,Cayley Hamilton theorem
ସ୍ୱର୍ଗୀୟ ଶରୀର |,celestial body
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ମାପ |,celestial measurement
ସ୍ୱର୍ଗୀୟ ଯାନ୍ତ୍ରିକ,celestial mechanics
ସ୍ୱର୍ଗୀୟ ଶରୀର |,celestial object
କକ୍ଷ ଫ୍ରିକ୍ୱେନ୍ସି |,cell frequency
"ଜନଗଣନା, ଜନଗଣନା",census
ଶତକଡା,centile
ସେଣ୍ଟିମିଟର |,centimeter
ସେଣ୍ଟିମିଟର-ଗ୍ରାମ-ଦ୍ୱିତୀୟ ପଦ୍ଧତି |,centimeter gram second system
"କେନ୍ଦ୍ରୀୟ, ଏକାଗ୍ର",central
କେନ୍ଦ୍ରୀୟ ଅକ୍ଷ,central axis
କେନ୍ଦ୍ରୀୟ ବ୍ୟବଧାନ |,central difference
କେନ୍ଦ୍ରୀୟ ପାର୍ଥକ୍ୟ ସୂତ୍ର |,central difference formula
କେନ୍ଦ୍ରୀୟ ଭିନ୍ନକ୍ଷମ ସାରଣୀ |,central difference table
କେନ୍ଦ୍ରୀୟ ସୀମା ଥିଓରେମ୍ |,central limit theorem
କେନ୍ଦ୍ରୀୟ ମୁହୂର୍ତ୍ତ |,central moment
କେନ୍ଦ୍ରୀୟ ଉତ୍ସ ଏକକ |,central processing unit (C.P.U)
କେନ୍ଦ୍ରୀୟ ପ୍ରବୃତ୍ତି |,central tendency
କେନ୍ଦ୍ର *,centre
ମାଧ୍ୟାକର୍ଷଣ କେନ୍ଦ୍ର |,centre of gravity
ଗୋଷ୍ଠୀ କେନ୍ଦ୍ର,centre of group
ଜନ କେନ୍ଦ୍ର,centre of mass
ସମୃଦ୍ଧତାର କେନ୍ଦ୍ର |,centre of symmetry
ସେଣ୍ଟ୍ରିଫୁଗୁଲ୍ ଫୋର୍ସ |,centrifugal force
ସେଣ୍ଟ୍ରିପେଟାଲ୍ ଫୋର୍ସ |,centripetal force
"ସେଣ୍ଟ୍ରିପେଟାଲ୍ ମେରିଡିଆନ୍,",centroid
ନିଶ୍ଚିତତା,certainty
cgs ପଦ୍ଧତି |,c.g.s. system
cgs ଏକକ,c.g.s. unit
ଭିନ୍ନତାର ଶୃଙ୍ଖଳା ନିୟମ |,chain rule of differentiation
ସୁଯୋଗ ଦ୍ୱାରା,chance causes
ଅନିୟମିତ ପଦକ୍ଷେପ |,chance moves
ଅକ୍ଷ ଶିଫ୍ଟ |,change of axes
"ଆଧାର ପରିବର୍ତ୍ତନ ପାୟାଦର-ପରିବର୍ତ୍ତନ,",change of basis
ଅନୁମତି,change of order
ବ character ଶିଷ୍ଟ୍ୟ ଗୁଣବତ୍ତା,characteristic coefficient
ଚରିତ୍ର ନିର୍ଣ୍ଣୟକାରୀ |,determinant
ବ character ଶିଷ୍ଟ୍ୟ ସମୀକରଣ,characteristic equation
"ଚରିତ୍ରଗତ କାର୍ଯ୍ୟ, ଚରିତ୍ରଗତ କାର୍ଯ୍ୟ |",characteristic function
ଲୋଗାରିଦମର ପୂର୍ଣ୍ଣ ସଂଖ୍ୟା,characteristic of logarithm
"ଚରିତ୍ରିକ ବହୁଭୂତ,",characteristic polynomial
ଚରିତ୍ରିକ ମୂଲ୍ୟ,characteristic value
ଚରିତ୍ର ଭେକ୍ଟର୍ |,characteristic vector
ବର୍ଣ୍ଣ ସମ୍ପ୍ରଦାୟ,character set
"ଚାର୍ଟ, ଚାର୍ଟ,",chart
ଚି-ବର୍ଗ ବଣ୍ଟନ |,chi-square distribution
ଚି-ବର୍ଗ ସୂତ୍ର |,chi-square formula
ଚି-ବର୍ଗ ପରୀକ୍ଷା |,chi-square test
ଧ୍ୱନି *,chord
କୋର୍ଡ୍ ବିଭାଜନ ପଦ୍ଧତି |,chord-bisection method
ଲିଖିତ ବାର୍ତ୍ତା |,cipher message (=coded message)
"ଶୂନ, ସାଇଫର୍",cipher (zero)
ବୃତ୍ତ *,circle
ସମ୍ମିଶ୍ରଣ ବୃତ୍ତ |,circle of convergence
ସର୍କିଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ |,circuit matrix
