Marathi,Odiya
पूर्ण शून्य*,ସଂପୂର୍ଣ୍ଣ ଶୂନ *
शून्याचा पूर्ण विभाजक,ଶୂନ୍ୟର ସଂପୂର୍ଣ୍ଣ ବିଭାଜନକାରୀ |
शोषून घेणे,ଶୋଷଣ
शोषक निर्देशांक*,ଅବସାଦ ସୂଚକାଙ୍କ *
शोषलेली ऊर्जा,ଶୋଷିତ ଶକ୍ତି
"शोषक, शोषक","ଶୋଷକ, ଶୋଷକ"
शोषक माध्यम*,ଅବଶୋଷକ ମାଧ୍ୟମ *
शोषण क्षमता,ଅବଶୋଷଣ କ୍ଷମତା |
शोषण,ଅବସାଦ |
शोषणमापक*,ଶୋଷଣକାରୀ *
शोषणमापन*,ଶୋଷଣକାରୀ *
शोषण,ଅବଶୋଷଣ
शोषण - बँड*,ଅବଶୋଷଣ - ବ୍ୟାଣ୍ଡ *
शोषण सर्किट,ଅବଶୋଷଣ ସର୍କିଟ |
शोषण गुणांक,ଶୋଷଣ ଗୁଣବତ୍ତା
शोषण स्तंभ,ଅବଶୋଷଣ ସ୍ତମ୍ଭ
अवशोषण स्थिर,ଅବଶୋଷଣ ସ୍ଥିର |
शोषण सातत्य,ଅବଶୋଷଣ କ୍ରମାଗତ |
शोषण क्षेत्र,ଅବଶୋଷଣ ଜୋନ୍ |
शोषण प्रवाह,ଅବଶୋଷଣ କରେଣ୍ଟ |
शोषण वक्र*,ଅବଶୋଷଣ ବକ୍ର *
शोषण फ्रॅक्चर,ଅବଶୋଷଣ ଭଙ୍ଗା |
शोषण कोर,ଅବଶୋଷଣ କୋର୍ |
शोषण घटक,ଅବଶୋଷଣ କାରକ |
शोषण फिल्टर,ଅବଶୋଷଣ ଫିଲ୍ଟର୍ |
शोषण फ्लेम फोटोमेट्री*,ଅବଶୋଷଣ ଫ୍ଲେମ୍ ଫୋଟୋମେଟ୍ରି *
शोषण हायग्रोमीटर,ଅବଶୋଷଣ ହାଇଗ୍ରୋମିଟର |
शोषण घातांक,ଅବଶୋଷଣ ପ୍ରଦର୍ଶକ |
शोषण सीमांत,ଶୋଷଣ ମାର୍ଜିନ
शोषण रेखा,ଅବଶୋଷଣ ରେଖା |
शोषण नुकसान,ଅବଶୋଷଣ କ୍ଷତି |
शोषण मॉड्यूलेशन,ଅବଶୋଷଣ ମଡ୍ୟୁଲେସନ୍ |
प्रकाश शोषण,ହାଲୁକା ଅବଶୋଷଣ |
रेडिएशन उर्जेचे शोषण,ବିକିରଣ ଶକ୍ତିର ଅବଶୋଷଣ |
शोषण शिखर,ଅବଶୋଷଣ ଶିଖର |
शोषण फोटोमेट्री,ଅବଶୋଷଣ ଫୋଟୋମେଟ୍ରି |
शोषण प्रमाण,ଅବଶୋଷଣ ଅନୁପାତ |
शोषण श्रेणी*,ଅବଶୋଷଣ ପରିସର *
शोषण स्पेक्ट्रम फोटोमेट्री*,ଅବଶୋଷଣ ସ୍ପେକ୍ଟ୍ରମ୍ ଫୋଟୋମେଟ୍ରି *
शोषण स्पेक्ट्रम*,ଅବଶୋଷଣ ସ୍ପେକ୍ଟ୍ରମ *
"शोषक नळी, शोषक नळी","ଅବଶୋଷଣ ଟ୍ୟୁବ୍, ଅବଶୋଷଣ ଟ୍ୟୁବ୍ |"
शोषण हायग्रोमीटर,ଅବଶୋଷଣ ହାଇଗ୍ରୋମିଟର |
शोषक*,ଶୋଷଣକାରୀ *
शोषक बाष्पीभवक,ଶୋଷକ ବାଷ୍ପୀକରଣକାରୀ |
शोषण कायदा*,ଅବଶୋଷଣ ନିୟମ *
शोषण माध्यम,ଅବଶୋଷଣ ମାଧ୍ୟମ |
"शोषक क्षमता, शोषकता*","ଅବଶୋଷଣ କ୍ଷମତା, ଅବଶୋଷଣ *"
शोषण*,ଅବସାଦ *
स्टुडिओ सजावट,ଷ୍ଟୁଡିଓ ସାଜସଜ୍ଜା |
गुणोत्तर गुणोत्तर,ବହୁଗୁଣ ଅନୁପାତ |
उद्धटपणा,abvolt
बद्दल,ବିଷୟରେ
गती वाढवणे,ତ୍ୱରାନ୍ୱିତ କର |
प्रवेग-थांबा अंतर,ତ୍ୱରଣ-ସ୍ଥଗିତ ଦୂରତା |
घाई केली,ଶୀଘ୍ର ଶୀଘ୍ର
द्रुत वेळ प्रभाव चाचणी,ଶୀଘ୍ର ସମୟ ପ୍ରଭାବ ପରୀକ୍ଷା |
जलद प्रवाह,ଶୀଘ୍ର ପ୍ରବାହ
जलद गती,ଦ୍ରୁତ ଗତି
द्रुत शरीर,ଶୀଘ୍ର ଶରୀର
प्रवेगक तोलणारा,ତ୍ୱରଣକାରୀ ଓଜନ
प्रवेगक इलेक्ट्रोड*,ତ୍ୱରକ ଇଲେକ୍ଟ୍ରୋଡ୍ *
प्रवेगक वेळ*,ତ୍ୱରକ ସମୟ *
प्रवेगक टप्पा,ତ୍ୱରକ ପର୍ଯ୍ୟାୟ |
प्रवेगक दर,ତ୍ୱରଣକାରୀ ହାର
प्रवेगक व्होल्टेज*,ତ୍ୱରକ ଭୋଲଟେଜ୍ *
प्रवेग,ତ୍ୱରଣ
प्रवेगक ज्वलन,ତ୍ୱରିତ ଜାଳେଣି |
प्रवेग गुणांक,ତ୍ୱରଣ ଗୁଣବତ୍ତା
प्रवेग घटक,ତ୍ୱରଣ ଉପାଦାନ
गुरुत्वाकर्षणामुळे प्रवेग,ମାଧ୍ୟାକର୍ଷଣ ହେତୁ ତ୍ୱରଣ |
प्रवेग घटक,ତ୍ୱରଣ କାରକ
प्रवेगक शुल्क,ତ୍ୱରିତ ଚାର୍ଜ |
गुरुत्वाकर्षणाचा प्रवेग,ମାଧ୍ୟାକର୍ଷଣର ତ୍ୱରଣ
प्रवेग क्षमता,ତ୍ୱରଣ ସମ୍ଭାବନା |
प्रवेग कायदा,ତ୍ୱରଣ ନିୟମ
प्रवेग प्रक्रिया,ତ୍ୱରଣ ପ୍ରକ୍ରିୟା
प्रवेग क्षेत्र,ତ୍ୱରଣ କ୍ଷେତ୍ର
प्रवेग पद्धत,ତ୍ୱରଣ ପଦ୍ଧତି
"प्रवेग सहिष्णुता, प्रवेग सहिष्णुता","ତ୍ୱରଣ ସହନଶୀଳତା, ତ୍ୱରଣ ସହନଶୀଳତା |"
प्रवेग वेक्टर,ତ୍ୱରଣ ଭେକ୍ଟର
प्रवेग-व्होल्टेज,ତ୍ୱରଣ-ଭୋଲଟେଜ୍
प्रवेग लहर,ତ୍ୱରଣ ତରଙ୍ଗ
प्रवेगक,ତ୍ୱରକ
"प्रवेग, प्रवेगक*","ତ୍ୱରାନ୍ୱିତ, ତ୍ୱରକ *"
प्रवेगक समीकरण,ତ୍ୱରକ ସମୀକରଣ |
प्रवेगक*,ତ୍ୱରକ *
प्रवेगमापक,ଆକ୍ସିଲେରୋମିଟର
एक्सीलरोमीटर जुळणी,ଆକ୍ସିଲେରୋମିଟର ମେଳ |
prestresser,ସମ୍ମାନ
वैध वर्ण,ବ valid ଧ ବର୍ଣ୍ଣଗୁଡିକ |
स्वीकृती कोन,ଗ୍ରହଣ କୋଣ
स्वीकृती तपशील,ଗ୍ରହଣ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |
स्वीकार्य चाचणी,ଗ୍ରହଣୀୟ ପରୀକ୍ଷା
"स्वीकारणारा*, स्वीकारणारा","ଗ୍ରହଣକାରୀ *, ଗ୍ରହଣକାରୀ"
रिसेप्टर अणू,ରିସେପ୍ଟର ପରମାଣୁ |
रिसेप्टर बाँड,ରିସେପ୍ଟର ବଣ୍ଡ |
रिसीव्हर सर्किट,ରିସିଭର୍ ସର୍କିଟ୍ |
रिसेप्टर पातळी,ରିସେପ୍ଟର ସ୍ତର
दाता रेणू,ଦାତା ଅଣୁ
रिसेप्टर गुणधर्म,ରିସେପ୍ଟର ସମ୍ପତ୍ତି |
रिसेप्टर गुणधर्म पातळी,ରିସେପ୍ଟର ସମ୍ପତ୍ତି ସ୍ତର |
प्रवेगक नळी,ତ୍ୱରକ ହୋସ୍ |
"प्रवेश, प्रतीक्षा, प्रवेश","ପ୍ରବେଶ, ଅପେକ୍ଷା, ପ୍ରବେଶ"
भुज प्रवेश,ଭୁଜ୍ ପ୍ରବେଶ କରନ୍ତୁ |
प्रवेश प्रणाली,ଆକ୍ସେସ୍ ସିଷ୍ଟମ୍ |
प्रवेश वेळ,ପ୍ରବେଶ ସମୟ
प्रवेशयोग्यता,ଅଭିଗମ୍ୟତା
"अतिरिक्त, सहाय्यक, सहायक (v, ), उपकरणे","ଅତିରିକ୍ତ, ସହାୟକ, ଆନୁଷଙ୍ଗିକ (v, ), ଆନୁଷଙ୍ଗିକ |"
अतिरिक्त निर्बंध,ଅତିରିକ୍ତ ପ୍ରତିବନ୍ଧକ |
संधी योगायोग,ସୁଯୋଗ ସମକକ୍ଷ |
अपघाती सुधारणा,ଆକସ୍ମିକ ସଂଶୋଧନ |
अपघाती बायोजेनेसिस,ଆକସ୍ମିକ ବାୟୋଜେନେସିସ୍ |
अपघाती वळवणे,ଆକସ୍ମିକ ବିଭ୍ରାଟ |
अभ्यागत त्रुटी,ପରିଦର୍ଶକ ତ୍ରୁଟି |
"अचानक थांबणे, अचानक पकडणे","ହଠାତ୍ ବନ୍ଦ, ଆକସ୍ମିକ ବନ୍ଦ |"
अपघाती प्रेषण,ଆକସ୍ମିକ ସଂକ୍ରମଣ
यादृच्छिक भिन्नता,ଅନିୟମିତ ଭିନ୍ନତା |
समायोजन,ଆଡଜଷ୍ଟମେଣ୍ଟ୍
स्थानबद्ध,ସ୍ଥିତ
संचित त्रुटी,ସଂଗୃହିତ ତ୍ରୁଟି |
"जमा करणे, जमा करणे","ଜମା, ଜମା"
ऊर्जा साठवण,ଶକ୍ତି ସଂରକ୍ଷଣ
संचयक*,ଜମାକାରୀ *
अचूकता,ସଠିକତା
वास्तव,ବାସ୍ତବତା
वास्तविक साधन निरीक्षण,ପ୍ରକୃତ ଯନ୍ତ୍ରର ପର୍ଯ୍ୟବେକ୍ଷଣ |
अचूक श्रेणी मार्कर,ସଠିକ୍ ପରିସର ମାର୍କର |
अचूक स्कॅनिंग,ସଠିକତା ସ୍କାନିଂ |
सराव,ଅଭ୍ୟାସ କର |
प्रवेगक सेल*,ତ୍ୱରକ କକ୍ଷ *
अक्रोमॅटिक लेन्स*,ଆକ୍ରୋମାଟିକ୍ ଲେନ୍ସ *
अक्रोमॅटिक*,ଆକ୍ରୋମାଟିକ୍ *
अॅक्रोमॅटिक विश्लेषक,ଆକ୍ରୋମାଟିକ୍ ଆନାଲିଜର୍ |
वारंवारता तटस्थ अँटेना,ଫ୍ରିକ୍ୱେନ୍ସି ନିରପେକ୍ଷ ଆଣ୍ଟେନା |
अक्रोमॅटिक आकार,ଆକ୍ରୋମାଟିକ୍ ଆକୃତି |
अक्रोमॅटिक फ्रिंज,ଆକ୍ରୋମାଟିକ୍ ଫ୍ରିଙ୍ଗ୍ |
अक्रोमॅटिक लेन्स*,ଆକ୍ରୋମାଟିକ୍ ଲେନ୍ସ *
अक्रोमॅटिक पॉइंट पथ,ଆକ୍ରୋମାଟିକ୍ ପଏଣ୍ଟ ପଥ |
अॅक्रोमॅटिक लेन्स,ଆକ୍ରୋମାଟିକ୍ ଲେନ୍ସ |
अॅक्रोमॅटिक प्रिझम,ଆକ୍ରୋମାଟିକ୍ ପ୍ରିଜିମ୍ |
अॅक्रोमॅटिक टेलिस्कोप,ଆକ୍ରୋମାଟିକ୍ ଟେଲିସ୍କୋପ୍ |
रंगद्रव्य*,ଆକ୍ରୋମାଟିଟି *
अॅक्रोमॅटायझेशन*,ଆକ୍ରୋମାଟାଇଜେସନ୍ *
अक्रोमॅटिकता*,ଆକ୍ରୋମାଟିଟି *
"लवचिक, अपवर्तक, अपवर्तक","ଇଲାଷ୍ଟିକ୍, ଅପ୍ରାକୃତିକ, ଚିତ୍ତାକର୍ଷକ |"
"एकोर्न नळी, बंजू नळी","ଆକୋରନ୍ ହୋସ୍, ବାଞ୍ଜୁ ହୋସ୍ |"
सूक्ष्म झडप,କ୍ଷୁଦ୍ର ଭଲଭ୍ |
इकोफोनी,ଇକୋଫୋନି |
ध्वनिक,ଶବ୍ଦ
ध्वनिक शोषकता,ଆକାଶବାଣୀ ଅବଶୋଷଣ |
ध्वनिक क्षीणन गुणांक,ଆକାଶବାଣୀ ଆଟେଣ୍ଡେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
ध्वनिक क्षीणन,ଆକାଶବାଣୀ
ध्वनिक चोर अलार्म,ଶବ୍ଦ ଚୋର ଆଲାର୍ମ |
ध्वनिक क्षमता,ଆକାଶବାଣୀ କ୍ଷମତା |
श्रवण केंद्र,ଶ୍ରବଣ କେନ୍ଦ୍ର
ध्वनिक स्पष्टीकरण,ଆକାଶବାଣୀ ବ୍ୟାଖ୍ୟା
ध्वनिक आवरण,ଶବ୍ଦ କଭର |
ध्वनिक प्रतिसाद,ଆକାଶବାଣୀ ପ୍ରତିକ୍ରିୟା |
ध्वनिक घटक,ଆକାଶବାଣୀ ଉପାଦାନ |
ध्वनिक चालकता,ଆକାଶବାଣୀ
ध्वनिक ओलसर,ଆକାଶବାଣୀ ଡମ୍ପିଂ |
ध्वनिक फैलाव,ଆକାଶବାଣୀ ବିଚ୍ଛେଦ |
ध्वनी हॅकर,ସାଉଣ୍ଡ ହ୍ୟାକର୍ |
ध्वनिक ऊर्जा*,ଶବ୍ଦ ଶକ୍ତି *
ध्वनिक ऊर्जा समीकरण,ଶବ୍ଦ ଶକ୍ତି ସମୀକରଣ |
ध्वनिक समीकरण,ଆକାଶବାଣୀ ସମୀକରଣ |
ध्वनिक पुनर्स्थापना,ଶବ୍ଦ ପୁନ st ସ୍ଥାପନ |
क्लॅडनी आकार,କ୍ଲାଡନି ଆକୃତି |
ध्वनिक फिल्टर,ଶବ୍ଦ ଫିଲ୍ଟର୍ |
ध्वनी जनरेटर,ଶବ୍ଦ ଜେନେରେଟର
ध्वनिक जाळी,ଆକାଶବାଣୀ
ध्वनिक प्रतिबाधा*,ଶବ୍ଦଗତ ପ୍ରତିରୋଧ *
ध्वनिक जडत्व,ଶବ୍ଦଗତ ନିଷ୍କ୍ରିୟତା |
ध्वनिक तीव्रता,ଶବ୍ଦ ତୀବ୍ରତା |
ध्वनिक हस्तक्षेप मीटर,ଆକାଶବାଣୀ ବାଧା ମିଟର |
ध्वनिक हस्तक्षेप डिटेक्टर,ଆକାଶବାଣୀ ବାଧା ଚିହ୍ନଟକାରୀ |
ध्वनिक लेन्स,ଶବ୍ଦ ଲେନ୍ସ |
ध्वनी ओळ,ଧ୍ୱନି ରେଖା |
ध्वनिक वस्तुमान,ଆକାଶବାଣୀ
ध्वनिक साहित्य,ଶବ୍ଦ ପଦାର୍ଥ |
ध्वनिक अर्थ मुक्त मार्ग,ଶବ୍ଦର ଅର୍ଥ ହେଉଛି ମୁକ୍ତ ପଥ |
ध्वनिक मोड,ଆକାଶବାଣୀ ମୋଡ୍ |
ध्वनिक आवाज,ଶବ୍ଦ ଶବ୍ଦ
ध्वनिक ओम*,ଆକାଶବାଣୀ ଓମ୍ *
"ध्वनिक पॅनेल, ध्वनिक मंडळ","ଆକାଶବାଣୀ ପ୍ୟାନେଲ୍, ଆକାଶବାଣୀ ବୋର୍ଡ |"
ध्वनिक टप्पा स्थिर,ଶବ୍ଦ ଚରଣ ସ୍ଥିର |
ध्वनिक प्राप्तकर्ता,ଆକାଶବାଣୀ
ध्वनिक दाब,ଶବ୍ଦ ଚାପ
ध्वनीचा सममिती नियम,ଶବ୍ଦର ସମୃଦ୍ଧ ନିୟମ |
ध्वनिक प्रसारण,ଶବ୍ଦ ସଂକ୍ରମଣ
ध्वनिक गुणधर्म,ଶବ୍ଦ ଗୁଣ
अकौस्टिक क्वाड्रपोल,ଆକାଶବାଣୀ ଚତୁର୍ଭୁଜ |
ध्वनिक विकिरण घटक,ଆକାଶବାଣୀ ବିକିରଣ ଉପାଦାନ |
ध्वनिक विकिरण,ଆକାଶବାଣୀ ବିକିରଣ |
ध्वनीरोधक,ସାଉଣ୍ଡ ପ୍ରୁଫ୍ |
ध्वनिक रेडिओमीटर,ଆକାଶବାଣୀ ରେଡିଓମିଟର |
ध्वनिक प्रतिसाद,ଆକାଶବାଣୀ ପ୍ରତିକ୍ରିୟା |
ध्वनिक परस्पर प्रमेय,ଆକାଶବାଣୀ ପ୍ରତିକ୍ରିୟା ଥିଓରେମ୍ |
ध्वनिक घट घटक,ଶବ୍ଦ ହ୍ରାସ କାରକ |
ध्वनिक परावर्तन गुणांक,ଆକାଶବାଣୀ ପ୍ରତିଫଳନ କୋଏଫିସିଏଣ୍ଟ୍ |
ध्वनिक अपवर्तन,ଆକାଶବାଣୀ ପ୍ରତିଫଳନ |
ध्वनिक प्रतिकार,ଆକାଶବାଣୀ ପ୍ରତିରୋଧ |
ध्वनिक प्रतिसाद,ଆକାଶବାଣୀ ପ୍ରତିକ୍ରିୟା |
ध्वनिक विखुरणे,ଆକାଶବାଣୀ ବିଛାଇବା |
श्रवण बिंदू,ଶ୍ରବଣ ବିନ୍ଦୁ |
ध्वनिक कडकपणा,ଶବ୍ଦର ଦୃ id ତା |
ध्वनिक प्रणाली,ଶବ୍ଦ ପ୍ରଣାଳୀ |
ध्वनिक थर्मामीटर,ଆକାଶବାଣୀ ଥର୍ମୋମିଟର |
