Hindi,Kannada
ध्वानिक                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            क्षीणनांक,ಅಕೌಸ್ಟಿಕ್ ಅಟೆನ್ಯೂಯೇಷನ್ ​​ಸ್ಥಿರ
ध्वानिक अवमंदन,ಕೊಳೆತ ಡ್ಯಾಂಪಿಂಗ್
ध्वानिक विलंब लाइन,ಅಕೌಸ್ಟಿಕ್ ವಿಳಂಬ ರೇಖೆ
ध्वानिक विरूपण,ಅಕೌಸ್ಟಿಕ್ ಅಸ್ಪಷ್ಟತೆ
ध्वनि-वाहिनी,ಅಕೌಟಿಕಲ್ ನಾಳ
ध्वानिक ऊर्जा,ಅಕೌಟಿಕಲ್ ಶಕ್ತಿ
ध्वानिक पुनर्निवेश,ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ
"ध्वानिक फिल्टर, ध्वानिक  निस्यंदक",ಕೊಳೆತ ಫಿಲ್ಟರ್
ध्वानिक प्रतिबाधा,ಕೊಳೆತ ಪ್ರತಿರೋಧ
ध्वानिक संचरण नियतांक,ಅಕೌಸ್ಟಿಕ್ ಪ್ರಸರಣ ಸ್ಥಿರ
ध्वानिक प्रतिरोध,ಅಕೌಟಿಕಲ್ ಪ್ರತಿರೋಧ
ध्वानिकतः रुद्ध,ಅಕೌಸ್ಟಿಕ್ ವಿಂಗಡಣೆಯ
"ध्वानिकी, ध्वनि विज्ञान",ಸ್ರವಿಸುವ
"अधिग्रहण, अर्जन, उपार्जन",ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು
संक्षिप्त रूप,ಸಂಕ್ಷಿಪ್ತ ರೂಪ
कार्य क्षेत्र,ಕಾರ್ಯ ಪ್ರದೇಶ
"सक्रियकृत तंतु, सक्रियित तंतु",ಸಕ್ರಿಯ ತಂತು
सक्रिय,ಸಕ್ರಿಯ
सक्रिय क्षेत्र,ಸಕ್ರಿಯ ಪ್ರದೇಶ
सक्रिय विंडो,ಸಕ್ರಿಯ ಕಿಟಕಿ
अनुकूलनीयता,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
"अनुकूलक, अनुकूलित्र",ಅಡಾಪ್ಟರ್ (ಅಡಾಪ್ಟರ್)
अनुकूली विभेदी स्पंद कोड मॉडुलन,ಅಡಾಪ್ಟಿವ್ ಡಿಫರೆನ್ಷಿಯಲ್ ಪಲ್ಸ್ ಕೋಡ್ ಮಾಡ್ಯುಲೇಷನ್
"पता पुस्तिका, एड्रेस बुक",ವಿಳಾಸ ಪುಸ್ತಕ
"पता बस, एड्रेस बस",ವಿಳಾಸ ಬಸ್
"पता विभेदन, एड्रेस विभेदन",ವಿಳಾಸ ಪರಿಹಾರ
"आसन्न सरणी व्यतिकरण, आसन्न चैनल व्यतिकरण",ಪಕ್ಕದ ಚಾನಲ್ ಹಸ್ತಕ್ಷೇಪ
"आसन्न चैनल वरण-क्षमता, आसन्न चैनल चयनात्मकता",ಪಕ್ಕದ ಚಾನಲ್ ಆಯ್ಕೆ
आसन्न आवृत्ति,ಪಕ್ಕದ ಆವರ್ತನ
आसन्न आवृत्ति चैनल,ಪಕ್ಕದ ಆವರ್ತನ ಚಾನಲ್
"आसन्न चित्र वाहक, संलग्न वीडियो वाहक",ಪಕ್ಕದ ಚಿತ್ರ ವಾಹಕ
आसन्न ध्वनि वाहक,ಪಕ್ಕದ ಧ್ವನಿ ವಾಹಕ
"निकटवतब स्टेशन, निकटवतब केंद्र",ಪಕ್ಕದ ನಿಲ್ದಾಣ
समायोज्य,ಹೊಂದಿಸಲಾಗುವ
समायोज्य संधारित्र,ಹೊಂದಾಣಿಕೆ ಕಂಡೆನ್ಸರ್
समायोज्य दाब,ಒತ್ತಡವನ್ನು ಹೊಂದಿಸುವುದು
समायोजी रिंच,ವ್ರೆಂಚ್ ಹೊಂದಿಸಲಾಗುತ್ತಿದೆ
समायोजन,ಹೊಂದಾಣಿಕೆ
" प्रशासक , नियंत्रक",ನಿರ್ವಾಹಕ
उन्नत प्रौद्योगिकी,ಸುಧಾರಿತ ತಂತ್ರಜ್ಞಾನ
"एरियल (ऐन्टेना), आकाशी, वायव, हवाई",ವೈಮಾನಿಕ
एरियल व्यूह,ವೈಮಾನಿಕ ರಚನೆ
"एरियल वर्धक, ऐन्टेना वर्धक",ವೈಮಾನಿಕ ಬೂಸ್ಟರ್
ऐन्टेना धारा,ವೈಮಾನಿಕ ಪ್ರವಾಹ
ऐन्टेना भूसंपर्कक स्विच,ವೈಮಾನಿಕ ಅರ್ಥಿಂಗ್ ಸ್ವಿಚ್
ऐन्टेना दक्षता,ವೈಮಾನಿಕ ದಕ್ಷತೆ
ऐन्टेना प्रतिबाधा,ವೈಮಾನಿಕ ಪ್ರತಿರೋಧ
ऐन्टेना प्रेरकत्व,ವೈಮಾನಿಕ ಪ್ರಚೋದನೆ
ऐन्टेना विद्तरोधी,ವೈಮಾನಿಕ ಅವಾಹಕ
ऐन्टेना भारण कुंडली,ವೈಮಾನಿಕ ಲೋಡಿಂಗ್ ಕಾಯಿಲ್
आकाषी फोटोग्राफी,ವೈಮಾನಿಕ ography ಾಯಾಗ್ರಹಣ
ऐन्टेना षक्ति,ವೈಮಾನಿಕ ಶಕ್ತಿ
आकाशी विकिरण प्रतिरोध,ವೈಮಾನಿಕ ವಿಕಿರಣ ಮರುಪರಿಶೀಲನೆ
ऐन्टेना प्रतिघात,ವೈಮಾನಿಕ ಪ್ರತಿಕ್ರಿಯಾತ್ಮಕ
वायुगतिकी,ಧಾರ್ಮಿಕತೆ
"एजेंसी, अभिकरण",ವಾಗ್ದಾನ
वायु संपीडक,ವಾಯು ಸಂಕೋಚಕ
वायु संधारित्र,ವಾಯುಮಂಡಲ
वायुशीतित,ಗಾಳಿ ತಣ್ಣಗಾಯಿತು
वायु क्रोडित कुंडली,ಏರ್ ಕೋರ್ಡ್ ಕಾಯಿಲ್
वातानुकूलन,ಹವಾನಿಯಂತ್ರಣ
ऐल्बीडो,ಪಂಥದ
"कलन विधि, एल्गोरिथ्म",ಅಲ್ಗಾರಿದಮ್
एलियासिंग,ಅಲಿಯಾಸೆ
संरेखण,ಜೋಡಣೆ
संरेखण,ಜೋಡಣೆ
सर्व तरंग एरियल,ಎಲ್ಲಾ ತರಂಗ ವೈಮಾನಿಕ
नियतन,ಮನವಸಿಕೆ
"वर्णक्रमीय, वर्णक्रमिक",ವರ್ಣಮಾಲೆಯ
अक्षरांकीय,ವರ್ಣಮಾಲೆಯ
अक्षरांकीय संप्रतीक,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಪಾತ್ರ
अक्षरांकीय सूचना,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಮಾಹಿತಿ
प्रत्यावतब धारा (ए सी),ಪರ್ಯಾಯ ಪ್ರವಾಹ (ಎ.ಸಿ.)
प्रत्यावर्तन,ಪರ್ಯಾಯ
"प्रत्यावर्तक, प्रत्यावर्तित्र",ಆವರ್ತಕ
" तुंगता , उन्नतांश         , शीर्षलंब",ಎತ್ತರ
अपभू-तुंगता,ಅಪೊಗೀ ಎತ್ತರ
उपभू-तुंगता,ಪೆರಿಜಿಯ ಎತ್ತರ
अव्यावसायिक रेडियो संचार,ಹವ್ಯಾಸಿ ರೇಡಿಯೋ ಸಂವಹನ
परिवेश,ಒಳಭಾಗ
परिवेश माइक्रोफोन,ವಾತಾವರಣ ಮೈಕ್ರೊಫೋನ್
परिवेशी दशा,ಸುತ್ತುವರಿದ ಸ್ಥಿತಿ
परिवेश प्रकाश व्यवस्था,ಸುತ್ತುವರಿದ ಬೆಳಕು
परिवेशी रव,ಸುತ್ತುವರಿದ ಶಬ್ದ
"परिवेशी ताप, परिवेश ताप",ಹೊರಗಿನ ತಾಪಮಾನ
अमरीकी मानक कोड,ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕೋಡ್
ऐम्पियर,ಒಂದು ಬಗೆಯ ಕಂತು
ऐम्पियर मापी,ಕಪಾಟಿ ಮೀಟರ್
प्रवर्धन,ವರ್ಧನೆ
प्रवर्धन गुणक,ವರ್ಧನೆ ಅಂಶ
प्रवर्धक,ಉಲ್ಬಣಕ
प्रवर्धक लब्धि,ಆಂಪ್ಲಿಫಯರ್ ಗಳಿಕೆ
प्रवर्धक रव,ವರ್ಧಕ ಶಬ್ದ
प्रवर्धन उपस्कर,ಉಪಕರಣಗಳನ್ನು ವರ್ಧಿಸುವುದು
प्रवर्धन क्लाइस्ट्रॉन,ಕ್ಲೈಸ್ಟ್ರಾನ್ ಅನ್ನು ವರ್ಧಿಸುವುದು
प्रवर्धन एकक,ವರ್ಧಿಸುವ ಘಟಕ
" आयाम , कोणांक",ವೈಶಾಲ್ಯ
आयाम विरूपण,ವೈಶಾಲ್ಯ ಅಸ್ಪಷ್ಟತೆ
आयाम प्रसार,ವೈಶಾಲ್ಯ ವಿಹಾರ
आयाम गुणक,ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಫ್ಯಾಕ್ಟರ್
आयाम सीमक,ವೈಶಾಲ್ಯ
आयाम मॉडुलित,ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಮಾಡ್ಯುಲೇಟೆಡ್
आयाम मॉडुलन,ವೈಶಾಲ್ಯ
"अनुरूप, एनालॉग",ಅನಲಾಗ್ (
अनुरूप परिपथ,ಸರ್ಕ್ಯೂಟ್
अनुरूप कंप्यूटर,ಅನಾನುಕೂಲ ಕಂಪ್ಯೂಟರ್
अनुरूप रेडियो आवृत्ति चैनल,ಅನಲಾಗ್ ರೇಡಿಯೋ ಆವರ್ತನ ಚಾನಲ್
अनुरूप निरूपण,ಸಾದೃಶ್ಯ ನಿರೂಪಣೆ
"अनुरूप संकेत, अनुरूप सिगनल",ಅನಾಲಾಗ್ ಸಂಕೇತ
अनुरूप से अंकीय,ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್
अनुरूप-अंकीय परिवर्तक,ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕಕ್ಕೆ ಅನಲಾಗ್
अनुरूप वीडियो,ಅನಾನುಕೂಲ ವಿಡಿಯೋ
"अनुरूप, स–श",ಹೋಲುವ
अनुरूपता,ಸಾದೃಶ್ಯ
विष्लेषण,ವಿಶ್ಲೇಷಣೆ
आंकड़ा विष्लेषण,ಡೇಟಾದ ವಿಶ್ಲೇಷಣೆ
विष्लेषी घनत्व,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಸಾಂದ್ರತೆ
विष्लेषण करना,ವಿಶ್ಲೇಷಿಸು
विष्लेषक,ವಿಶ್ಲೇಷಕ
सहायक उपस्कर,ಪೂರಕ ಉಪಕರಣಗಳು
"ऐन्ड गेट, तथा द्वार, AND गेट",ಮತ್ತು ಗೇಟ್
समांतरण कोण,ಘರ್ಷಣೆಯ ಕೋನ
धुवण कोण,ಧ್ರುವೀಕರಣದ ಕೋನ
घूर्णन कोण,ತಿರುಗುವಿಕೆಯ ಕೋನ
ऐंग्स्ट्रम(Å),ಆಂಗ್‌ಸ್ಟ್ರಾಮ್ (Å)
"कोणीय, d¨f.kd",ಕೋನೀಯ
d¨.kh; त्वरण,ಕೋನೀಯ ವೇಗವರ್ಧನೆ
कोणीय निर्देशांक,ಕೋನೀಯ ಸಮನ್ವಯ
कोणीय विक्षेपण,ಕೋನೀಯ ವಿಚಲನ
कोणीय परिक्षेपण,ಕೋನೀಯ ಪ್ರಸರಣ
कोणीय विस्थापन,ಕೋನೀಯ ಸ್ಥಳಾಂತರ
कोणीय त्रुटि,ಕೋನೀಯ ದೋಷ
कोणीय आवृत्ति,ಕೋನೀಯ ಆವರ್ತನ
कोणीय संवेग,ಕೋನೀಯ ಆವೇಗ
कोणीय गति,ಕೋನೀಯ ಚಲನೆ
कोणीय वेग,ಕೋನೀಯ ವೇಗ
"ऐनीमेशन, सजीवन",ಅನೆ
ऐनोड,ಆವರಣ
ऐनोड बैटरी,ಆನೋಡ್ ಬ್ಯಾಟರಿ
ऐनोड अभिलक्षण,ಆನೋಡ್ ವಿಶಿಷ್ಟ ಲಕ್ಷಣಗಳು
ऐनोड परिपथ,ಆಂಡ್ಹ್ಯೋಡ್ ವೃತ್ತ
ऐनोड क्षय,ಆನೋಡ್ ಹರಡುವಿಕೆ
ऐनोड दक्षता,ಆನೋಡ್ ದಕ್ಷತೆ
ऐनोड निवेश षक्ति,ಆನೋಡ್ ಇನ್ಪುಟ್ ಶಕ್ತಿ
ऐनोड मॉडुलन,ಆನೋಡ್ ಮಾಡ್ಯುಲೇಷನ್
ऐन्टेना,ಆನಂತಾ
ऐन्टेना किरणपुंज चौड़ाई,ಆಂಟೆನಾ ಬೀಮ್‌ವಿಡ್ತ್
ऐन्टेना वर्धक,ಆಂಟೆನಾ ಬೂಸ್ಟರ್
ऐन्टेना परिवर्तन स्विच,ಆಂಟೆನಾ ಚೇಂಜ್ಓವರ್ ಸ್ವಿಚ್
ऐन्टेना कुंडली,ಆಂಟೆನಾ ಕಾಯಿಲ್
"ऐन्टेना विन्यास, ऐन्टेना संरूपण",ಆಂಟೆನಾ ಸಂರಚನೆ
ऐन्टेना युग्मक,ಆಂಟೆನಾ ಸಹಕ
ऐन्टेना अनुप्रस्थ धुवीय प्रतिरूप,ಆಂಟೆನಾ ಕ್ರಾಸ್ ಪೋಲಾರ್ ಪ್ಯಾಟರ್ನ್
ऐन्टेना धारा,ಪ್ರವಾಹ
ऐन्टेना दैशिकता लब्धि,ಆಂಟೆನಾ ನಿರ್ದೇಶನ ಲಾಭ
ऐन्टेना द्वैध संकेतक,ಆಂಟೆನಾ ಡ್ಯುಪ್ಲೆಕ್ಸರ್
ऐन्टेना प्रभावी क्षेत्र,ಆಂಟೆನಾ ಪರಿಣಾಮಕಾರಿ ಪ್ರದೇಶ
ऐन्टेना दक्षता,ಆಂಟೆನಾ ದಕ್ಷತೆ
ऐन्टेना प्रभरण,ಆಂಟೆನಾ ಫೀಡ್
ऐन्टेना व्याप्ति,ಆಂಟೆನಾ ಕಾಲು ಮುದ್ರಣ
ऐन्टेना लब्धि,ಆಂಟೆನಾ ಗಳಿಕೆ
ऐन्टेना ऊंचाई,ಆಂಟೆನಾ ಎತ್ತರ
ऐन्टेना प्रतिबाधा,ಪ್ರತಿರೋಧ
ऐन्टेना प्रेरकत्व,ಆಂಟೆನಾ ಪ್ರಚೋದನೆ
ऐन्टेना प्रतिरूप,ಆಂಟೆನಾ ಮಾದರಿ
"ऐन्टेना द्विसंकेतक, ऐन्टेना द्वियुग्मक",ಪತಂಗ
ऐन्टेना धुवण,ಆಂಟೆನಾ ಧ್ರುವೀಕರಣ
ऐन्टेना षक्ति,ಆಂಟೆನಾ ಶಕ್ತಿ
ऐन्टेना षक्ति लब्धि,ಆಂಟೆನಾ ವಿದ್ಯುತ್ ಲಾಭ
ऐन्टेना विकिरण प्रतिरोध,ಆಂಟೆನಾ ವಿಕಿರಣ ಪ್ರತಿರೋಧ
ऐन्टेना प्रतिघात,ಆಂಟೆನಾ ಪ್ರತಿಕ್ರಿಯೆ
ऐन्टेना परावर्तक,ಆಂಟೆನಾ ಪ್ರತಿಫಲನ
ऐन्टेना प्रतिरोध,ಆಂಟೆನಾ ಪ್ರತಿರೋಧ
ऐन्टेना अनुनादी आवृत्ति,ಆಂಟೆನಾ ಪ್ರತಿಧ್ವನಿಸುವ ಆವರ್ತನ
ऐन्टेना अंतरालन,ಆಂತರಿಕ ಅಂತರ
ऐन्टेना स्विचन कक्ष,ಆಂಟೆನಾ ಸ್ವಿಚಿಂಗ್ ರೂಮ್
ऐन्टेना समस्वरक कुंडली,ಆಂಟೆನಾ ಟ್ಯೂನಿಂಗ್ ಕಾಯಿಲ್
ऐन्टेना समस्वरक कुटीर,ಆಂಟೆನಾ ಟ್ಯೂನಿಂಗ್ ಹಟ್
द्वारक,ದ್ಯುತಿರಂಧ್ರ
"भूमि उच्च, अपभू",ಮಂಜುಗಡ್ಡೆಯ
अपभू राकेट,ಕಟಾ ರಾಕೆಟ್
उपकरण,ಉಪಕರಣ
आभासी,ಸ್ಪಷ್ಟ
ऐपलेट (जावा में प्रोग्राम),ರಭಸ
" अनुप्रयोग , आवेदन",ಅನ್ವಯಿಸು
"आसन्न, लगभग, सन्निकट",ಅಂದಾಜು
जलीय घोल,ಅಕ್ವೌಸ್ ಪರಿಹಾರ
" चाप , आर्क",ಚಾಪ
" संरचना , स्थापत्यकला    , वास्तुकला",ವಾಸ್ತುಶಿಲ್ಪಿ
पुरालेखीय ध्वनि-अभिलेखन अंतरण,ಧ್ವನಿ ರೆಕಾರ್ಡಿಂಗ್ ಆರ್ಕೈವಲ್ ವರ್ಗಾವಣೆ
अभिलेखागार; पुरालेख,ಆರ್ಕೈವ್ಸ್
अंकगणितीय कोडन,ಅಂಕಗಣಿತದ ಕೋಡಿಂಗ್
आर्मेचर,ಶಸ್ತ್ರಾಸ್ತ್ರ
"आर्मेचर कुंडलन, आर्मेचर कुंडली",ಆರ್ಮೇಚರ್ ವಿಂಡಿಂಗ್
"व्यूह, सरणी",ರಂಗ
"प्रग्राही, निरोधक",ಬಂಧಕ
सुस्पष्ट उच्चारण,ಉಚ್ಚ್ಯ
शिल्पतथ्य; छविदोष,ಕಲಾಕೃತಿ (= ಕಲಾಕೃತಿ)
आरोहण,ಏರಿಕೆ
अभिमुखता अनुपात,ಶೋಧ ಅನುಪಾತ
समायोजक,ಷೋಬರೆ
निष्चयन,ಪ್ರತಿಪಾದಿಸುವುದು
"समनुदेशन, नियत कार्य",ನಿಯೋಜನೆ
नियतन चैनल,ನಿಯೋಜನೆ ಚಾನೆಲ್
असममित,ಅಸಮ್ಮತಿಗೆ ಸಂಬಂಧಿಸಿದ
अतुल्यकालिक,ಅಸಮಕಾಲಿಕ
वायुमंडल,ವಾತಾವರಣ
वायुमंडलीय हानि,ವಾತಾವರಣದ ನಷ್ಟ
वायुमंडलीय रव,ವಾತಾವರಣದ ಶಬ್ದ
वायुमंडलीय दाब,ವಾತಾವರಣದ ಒತ್ತಡ
वायुमंडलीय संचरण,ವಾತಾವರಣದ ಪ್ರಸರಣ
वायुमंडलीय रेडियो तरंग,ವಾತಾವರಣದ ರೇಡಿಯೋ ತರಂಗ
वायु-वैद्युत् क्षोभ,ವಾತಾವರಣದ
परमाणु,ಪರಮಾಣು
परमाणु संरचना,ಪರಮಾಣು ರಚನೆ
संलग्नक,ಬಾಂಧಾಣ
क्षीणन,ಗಮನ
क्षीणन हानि,ಅಟೆನ್ಯೂಯೇಷನ್ ​​ನಷ್ಟ
ध्वनि तरंग क्षीणन,ಧ್ವನಿ ತರಂಗಗಳ ಅಟೆನ್ಯೂಯೇಷನ್
क्षीणकारी,ಕೈಗೆಟುಕುವವನು
क्षीणकारी पैड,ಅಟೆಂಡು-ಪ್ಯಾಡ್
श्रव्यता देहली,ಶ್ರದ್ಧೆಯ ಮಿತಿ
श्रव्य,ಶ್ರವ್ಯ
श्रव्य आवृत्ति,ಶ್ರವ್ಯ ಆವರ್ತನ
श्रव्य स्वरक,ಶ್ರವ್ಯ ಸ್ವರ
श्रव्य स्पेक्ट्रम,ಸ್ವಸಾಧ್ಯ
"श्रोतागण, दर्शकगण, श्रोता समुदाय",ಪ್ರೇಕ್ಷಕರು
"श्रव्य, ऑडियो",ಆವಿಷ್ಕಾರ
श्रव्य प्रवर्धक,ಆಡಿಯೊ ಆಂಪ್ಲಿಫೈಯರ್
श्रव्य विष्लेषक,ಆಡಿಯೊ ವಿಶ್ಲೇಷಕ
श्रव्य प्रसारण,ಆಡಿಯೊ ಪ್ರಸಾರ
"श्रव्य केबल, ऑडियो केबल",ಆಡಿಯೊ ಕೇಬಲ್
श्रव्य  शृंखला,ಆಡಿಯೊ ಸರಪಳಿ
"श्रव्य कोडेक, श्रव्य कोडक-विकोडक",ಆಡಿಯೊ ಕೋಡೆಕ್
श्रव्य संपीडन,ಆಡಿಯೊ ಸಂಕೋಚನ
श्रव्य संपीडक,ಆಡಿಯೊ ಸಂಕೋಚಕ
श्रव्य कंसोल,ಆಡಿಯೊ ಕನ್ಸೋಲ್
श्रव्य विरूपण,ಆಡಿಯೊ ಅಸ್ಪಷ್ಟತೆ
"श्रव्य गतिक सीमा, श्रव्य गतिक परास",ಆಡಿಯೊ ಡೈನಾಮಿಕ್ ಶ್ರೇಣಿ
श्रव्य संचिका आरूप,ಆಡಿಯೊ ಫೈಲ್ ಸ್ವರೂಪ
श्रव्य फ्रेम आरूप,ಆಡಿಯೊ ಫ್ರೇಮ್ ಸ್ವರೂಪ
श्रव्य आवृत्ति प्रवर्धक,ಆಡಿಯೊ ಆವರ್ತನ ಆಂಪ್ಲಿಫಯರ್
श्रव्य आवृत्ति जनित्र,ಆಡಿಯೊ ಆವರ್ತನ ಜನರೇಟರ್
श्रव्य आवृत्ति परास,ಆಡಿಯೊ ಆವರ್ತನ ಶ್ರೇಣಿ
श्रव्य आवृत्ति अनुक्रिया,ಆಡಿಯೊ ಆವರ್ತನ ಪ್ರತಿಕ್ರಿಯೆ
श्रव्य सीमक,ಆವಿಷ್ಕಾರದ ಮಿತಿ
श्रव्य लाइन,ಆಡಿಯೊ ಮಾರ್ಗ
श्रव्य मिश्रक,ಆಡಿಯೊ ಮಿಕ್ಸರ್
श्रव्य मॉडुलन,ಆಡಿಯೊ ಮಾಡ್ಯುಲೇಷನ್
"श्रव्य दोलक, श्रव्य दोलित्र",ಆವಿಭರಣ
श्रव्य निर्गत,ಆಡಿಯೊ ಉತ್ಪಾದನೆ
श्रव्य षक्ति,ಆಡಿಯೊ ಶಕ್ತಿ
श्रव्य गुणवत्ता,ಆಡಿಯೊ ಗುಣಮಟ್ಟ
"श्रव्य संकेत, ध्वनि संकेत, ध्वनि सिगनल",ಆಡಿಯೊ ಸಂಕೇತ
श्रव्य संकेत प्रक्रमण,ಆಡಿಯೊ ಸಿಗ್ನಲ್ ಸಂಸ್ಕರಣೆ
"श्रव्य स्पेक्ट्रम, ध्वनि स्पेक्ट्रम",ಆಡಿಯೊ ವರ್ಣಪಟಲ
श्रव्य भंडारण,ಆಡಿಯೊ ಸಂಗ್ರಹಣೆ
श्रव्य (आवृत्ति) उपवाहक,ಆಡಿಯೊ ಉಪನಾಮ
श्रव्य रूपांतरक,ಆಡಿಯೊ ಪರಿವರ್ತಕ
श्रव्य प्रेषित्र,ಆಡಿಯೊ ಟ್ರಾನ್ಸ್ಮಿಟರ್
–श्य/श्रव्य संपीडन,ಆಡಿಯೋ/ವಿಡಿಯೋ ಸಂಕೋಚನ
श्रव्य आवृत्ति दोलक,ಆಡಿಯೊ ಆವರ್ತನ ಆಂದೋಲಕ
"श्रव्य आवृत्ति संकेत, श्रव्य आवृत्ति सिगनल",ಆವರ್ತನ ಆವರ್ತನ ಸಂಕೇತ
श्रव्यमिति,ಆಲಿಕಲ್ಲು ಮಾಪನ
–ष्य-श्रव्य साधन,ಆಡಿಯೋ ದೃಶ್ಯ ಸಹಾಯ
श्रवण बोध,ಶ್ರವಣೇಂದ್ರಿಯ ಗ್ರಹಿಕೆ
"अधिप्रमाणन, प्रमाणीकरण",ದೃentೀಕರಣ
"प्राधिकृत वाहक आवृति, अधिकृत वाहक आवृत्ति",ಅಧಿಕೃತ ವಾಹಕ ಆವರ್ತನ
"ऑटो कैड, ऑटो CAD",ಆಟೋ ಸಿಎಡಿ
स्वतः नैदानिकी,ಸ್ವಯಂ ರೋಗನಿರ್ಣಯ
"स्वचल, स्वचालित, स्वतः, स्व",ಸ್ವಯಂಚಾಲಿತ
स्वतः नियंत्रण,ಸ್ವಯಂಚಾಲಿತ ನಿಯಂತ್ರಣ
स्वतः संसूचन,ಸ್ವಯಂಚಾಲಿತ ಪತ್ತೆ
स्वचालित उपस्कर,ಸ್ವಯಂಚಾಲಿತ ಉಪಕರಣಗಳು
स्वतःआवृत्ति नियंत्रण,ಸ್ವಯಂಚಾಲಿತ ಆವರ್ತನ ನಿಯಂತ್ರಣ
स्वचालित सीमक,ಸ್ವಯಂಚಾಲಿತ ಮಿತಿ
स्वचालित मशीन,ಸ್ವಯಂಚಾಲಿತ ಯಂತ್ರ
