Marathi,Gujarati
एनालॉग प्रतिनिधित्व,મનોલોગ પ્રતિનિધિત્વ
एनालॉग सिग्नल,એનાલોગ સંકેત
डिजिटल टू डिजिटल,ડિજિટલથી એનાલોગ
डिजिटल कन्व्हर्टर टू एनालॉग,ડિજિટલ કન્વર્ટર માટે એનાલોગ
एनालॉग व्हिडिओ,એટાલી -વિડિઓ
समान,સમાન
समानता,સાદ્રશ્ય
विश्लेषण,વિશ્લેષણ
डेटाचे विश्लेषण,આંકડા
विश्लेषणात्मक घनता,વિશ્લેષણાત્મક ઘનતા
विश्लेषण,વિશ્લેષણ કરવું
विश्लेषक,વિશ્લેષક
उपकरणे,સૌધિતિક સાધનસામગ્રી
आणि गेट,અને દરવાજો
कोलिमेशनचा कोन,ખાત્ય ખૂણા
ध्रुवीकरणाचा कोन,ધ્રુવીકરણ ખૂણા
रोटेशनचा कोन,પરિભ્રમણ
अँगस्ट्रॉम (Å),એંગસ્ટ્રોમ (Å)
कोनीय,કોણીય
कोनीय प्रवेग,કોતરણી પ્રવેગક
कोनीय समन्वय,કોતરણી સમન્વય
कोनीय विक्षेपण,કોતરણી
कोनीय फैलाव,કોમણ -ફેલાવો
कोनीय विस्थापन,કોણીય વિસ્થાપન
कोनीय त्रुटी,કોણીય ભૂલ
कोनीय वारंवारता,કોણીય આવર્તન
कोनीय गती,કોતરણી ગતિ
कोनीय गती,કોણીય ગતિ
कोनीय गती,કોતરણી વેગ
अ‍ॅनिमेशन,પ્રસન્નતા
एनोड,એનોડ
एनोड बॅटरी,એનોડ બ batteryણ
एनोड वैशिष्ट्य,એનોડ લાક્ષણિકતા
एनोड सर्किट,એનોડ સર્કિટ
एनोड अपव्यय,એનોડ વિઘટન
एनोड कार्यक्षमता,એનોડ કાર્યક્ષમતા
एनोड इनपुट पॉवर,એનોડ ઇનપુટ પાવર
एनोड मॉड्यूलेशन,એનોડ મોડ્યુલેશન
अँटेना,એન્ટેના
अँटेना बीमविड्थ,એન્ટેના બીમવિડ્થ
अँटेना बूस्टर,એન્ટેના
अँटेना चेंजओव्हर स्विच,એન્ટેના ચેન્જઓવર સ્વીચ
अँटेना कॉइल,કોઇ
अँटेना कॉन्फिगरेशन,એન્ટેના રૂપરેખાંકન
अँटेना कपलर,એન્ટેના કપડા
अँटेना क्रॉस ध्रुवीय नमुना,એન્ટેના ક્રોસ ધ્રુવીય પદ્ધતિ
अँटेना करंट,એન્ટેના પ્રવાહ
अँटेना डायरेक्टिव्हिटी गेन,એન્ટેના નિર્દેશન લાભ
अँटेना डुप्लेक्सर,એન્ટેના ડુપ્લેક્સર
अँटेना प्रभावी क्षेत्र,એન્ટેના અસરકારક ક્ષેત્ર
अँटेना कार्यक्षमता,વૈશ્વિક કાર્યક્ષમતા
अँटेना फीड,એન્ટેના ફીડ
अँटेना फूट प्रिंट,એન્ટેના પગની છાપ
अँटेना गेन,એન્ટેના લાભ
अँटेना उंची,એન્ટેના height ંચાઇ
अँटेना प्रतिबाधा,એન્ટેના અવરોધ
अँटेना इंडक्टन्स,એન્ટેના
अँटेना पॅटर्न,એન્ટેનાનો દાખલો
अँटेना प्लेक्सर,એન્ટેના નાવિક
अँटेना ध्रुवीकरण,એન્ટેના ધ્રુવીકરણ
अँटेना पॉवर,એન્ટેના શક્તિ
अँटेना पॉवर गेन,એન્ટેના વીજળી લાભ
अँटेना रेडिएशन प्रतिरोध,એન્ટેના રેડિયેશન પ્રતિકાર
अँटेना रिएक्टन्स,એન્ટેના પ્રતિક્રિયા
अँटेना परावर्तक,એન્ટેના પરાવર્તક
अँटेना प्रतिकार,એન્ટેના પ્રતિકાર
अँटेना रेझोनंट वारंवारता,એન્ટેના પડઘો આવર્તન
अँटेना स्पेसिंग,એન્ટેના અંતર
अँटेना स्विचिंग रूम,એન્ટેના સ્વિચિંગ રૂમ
अँटेना ट्यूनिंग कॉइल,એન્ટેના ટ્યુનિંગ કોઇલ
अँटेना ट्यूनिंग झोपडी,એન્ટેના ટ્યુનિંગ ઝૂંપડી
छिद्र,છિદ્ર
अपोजी,પ્રાણઘાતક
अपोजी रॉकेट,અજેતા રોકેટ
उपकरणे,ઉપકરણ
उघड,સ્પષ્ટ
Let पलेट,સાદડી
अर्ज,નિયમ
अंदाजे,આશરે
जलीय द्रावण,જળસ
कंस,ચાપ
आर्किटेक्चर,સ્થાપત્ય
ध्वनी रेकॉर्डिंगचे संग्रहण हस्तांतरण,ધ્વનિ રેકોર્ડિંગનું આર્કાઇવલ ટ્રાન્સફર
संग्रहण,દફ્તર
अंकगणित कोडिंग,અંકગણિત કોડિંગ
आर्मेचर,હાથ
आर्मेचर विंडिंग,આર્મચર વિન્ડિંગ
रचना,કળ
अरेस्टर,કરચલો
बोलता,સ્પષ્ટીકરણ
कलाकृती (= कलाकृती),આર્ટિફેક્ટ (= આર્ટિફેક્ટ)
चढत्या,ચડતું
प्रसर गुणोत्तर,પાસા ગુણોત્તર
असेंबलर,ભેગા કરનાર
प्रतिपादन,નિશ્ચય
असाइनमेंट,સોંપણી
असाइनमेंट चॅनेल,નાબૂદ
असममित,અસમપ્રમાણ
एसिन्क्रोनस,અસુમેળવાળું
वातावरण,વાતાવરણ
वातावरणीय नुकसान,વાતાવરણીય નુકસાન
वातावरणीय आवाज,વાતાવરણીય અવાજ
वातावरणीय दबाव,વાતાવરણ નુ દબાણ
वातावरणीय प्रसार,વાતાવરણીય પ્રચાર
वातावरणीय रेडिओ-वेव्ह,વાતાવરણીય તરંગ
वातावरण,વાતાવરણીય
अणू,અણુ
अणु रचना,અણુનું માળખું
संलग्नक,જોડાણ
क्षीणन,વ્યવહાલ
क्षमतेचे नुकसान,અંતરચળી
ध्वनी लहरींचे लक्ष वेधणे,ધ્વનિ તરંગો
अ‍ॅटेन्युएटर,હલકાઈ કરનાર
अ‍ॅटेन्युएटर-पॅड,વિકેન્દ્ર
ऑडिबिलिटी थ्रेशोल्ड,શ્રદ્ધાળુ થ્રેશોલ્ડ
ऐकण्यायोग्य,શ્રાવ્ય
ऐकण्यायोग्य वारंवारता,શ્રાવ્ય આવર્તન
ऐकण्यायोग्य टोन,શિરદર્શક સ્વર
ऐकण्यायोग्य-स्पेक्ट्रम,શિરદર્શક
प्रेक्षक,શ્રોતા
ऑडिओ,Audડિસ
ऑडिओ एम्पलीफायर,Audio ડિઓ એમ્પ્લીફાયર
ऑडिओ विश्लेषक,Audio ડિઓ વિશ્લેષક
ऑडिओ प्रसारण,Audio ડિઓ બ્રોડકાસ્ટિંગ
ऑडिओ केबल,Audષધિસનું aution ડિઓબલ
ऑडिओ साखळी,શાસ્ત્ર
ऑडिओ कोडेक,કડકા
ऑडिओ कॉम्प्रेशन,Audતુ)
ऑडिओ कॉम्प्रेसर,કોમ્પ્રેસર
ऑडिओ कन्सोल,Audio ડિઓ કન્સોલ
ऑडिओ विकृती,Audio ડિઓની વિકૃતિ
ऑडिओ डायनॅमिक श्रेणी,Dynamડિસ
ऑडिओ फाइल स्वरूप,Audio ડિઓ ફાઇલ ફોર્મેટ
ऑडिओ फ्रेम स्वरूप,Audio ડિઓ ફ્રેમ ફોર્મેટ
ऑडिओ फ्रिक्वेन्सी एम्पलीफायर,Audio ડિઓ આવર્તન એમ્પ્લીફાયર
ऑडिओ फ्रिक्वेन्सी जनरेटर,Audio ડિઓ આવર્તન જનરેટર
ऑडिओ वारंवारता श्रेणी,Audio ડિઓ આવર્તન શ્રેણી
ऑडिओ वारंवारता प्रतिसाद,Audio ડિઓ આવર્તન પ્રતિસાદ
ऑडिओ लिमिटर,સત્તાધિકારી
ऑडिओ लाइन,Audષધિ
ऑडिओ मिक्सर,Audડિસર
ऑडिओ मॉड्यूलेशन,Audio ડિઓ મોડ્યુલેશન
ऑडिओ ऑसीलेटर,ઓડિસ -ઓસિલેટર
ऑडिओ आउटपुट,Audio ડિઓ આઉટપાત
ऑडिओ पॉवर,Auth ડિઓ સત્તાની સત્તા
ऑडिओ गुणवत्ता,કવિતા
ऑडिओ सिग्नल,શ્રદ્ધા
ऑडिओ सिग्नल प्रक्रिया,Audio ડિઓ સિગ્નલ પ્રક્રિયા
ऑडिओ स्पेक्ट्रम,Audio ડિઓ સ્પેક્ટ્રમ
ऑडिओ स्टोरेज,Audio ડિઓ સંગ્રહ
ऑडिओ सब-कॅरियर,Audડિસ
ऑडिओ ट्रान्सफॉर्मर,ઈડનીસ પરિશ્રમ
ऑडिओ ट्रान्समीटर,Audio ડિઓ ટ્રાન્સમીટર
ऑडिओ/व्हिडिओ कॉम्प्रेशन,Audio ડિઓ/વિડિઓ કમ્પ્રેશન
ऑडिओ-फ्रिक्वेन्सी ऑसीलेटर,Audડ-આવર્તન ઓસિલેટર
ऑडिओ-फ्रिक्वेन्सी सिग्नल,પુનરાવર્તન સંકેત
ऑडिओमेट्री,કવિતા
ऑडिओ-व्हिज्युअल मदत,વિઝ્યુઅલી સહાય
श्रवणविषयक समज,ઉપદેશની ધારણા
प्रमाणीकरण,પ્રમાણીકરણ
अधिकृत वाहक वारंवारता,અધિકૃત વાહક આવર્તન
ऑटो कॅड,ઓટો કેડ
ऑटो डायग्नोस्टिक्स,સ્વત -નિદાન
स्वयंचलित,સ્વચાલિત
स्वयंचलित नियंत्रण,સ્વચાલિત નિયંત્રણ
स्वयंचलित शोध,સ્વચાલિત તપાસ
स्वयंचलित उपकरणे,સ્વચાલિત સાધનો
स्वयंचलित वारंवारता नियंत्रण,સ્વચાલિત આવર્તન નિયંત્રણ
स्वयंचलित मर्यादा,સ્વચાલિત મર્યાદા
स्वयंचलित मशीन,સ્વચાલિત યંત્ર
स्वयंचलित Phasae नियंत्रण,આપમેળે phાંકણું નિયંત્રણ
स्वयंचलित चित्र संप्रेषण,સ્વચાલિત ચિત્ર પ્રસારણ
स्वयंचलित प्लेबॅक,સ્વચાલિત પ્લેબેક
स्वयंचलित उर्जा नियंत्रण,સ્વચાલિત વીજળી નિયંત્રણ
स्वयंचलित प्रोग्रामिंग,સ્વચાલિત કાર્યક્રમ
स्वयंचलित रेकॉर्डिंग,સ્વચાલિત રેકોર્ડિંગ
स्वयंचलित रीसेट,સ્વચાલિત ફરીથી સેટ કરવું
स्वयंचलित शटर,સ્વચાલિત શટર
स्वयंचलित प्रणाली,સ્વચાલિત પદ્ધતિ
स्वयंचलित टेलिफोन,સ્વચાલિત ટેલિફોન
स्वयंचलित तापमान नियंत्रण,સ્વચાલિત તાપમાને નિયંત્રણ
स्वयंचलित व्होल्टेज नियामक,સ્વચાલિત વોલ્ટેજ નિયમનકાર
स्वयंचलित व्हॉल्यूम कॉम्प्रेसर,સ્વચાલિત વોલ્યુમ કોમ્પ્રેસર
स्वयंचलित व्हॉल्यूम नियंत्रण,સ્વચાલિત વોલ્યુમ નિયંત્રણ
स्वयंचलित व्हॉल्यूम विस्तारक,સ્વચાલિત વોલ્યુમ વિસ્તૃતર
ऑटोमेशन,સ્વચાલિતતા
ऑटोमेशन नियंत्रण,સ્વચાલિત નિયંત્રણ
ऑटोमेशन फ्रिक्वेन्सी कंट्रोलर,સ્વચાલિત આવર્તન નિયંત્રક
सहाय्यक,સહાયક
सहाय्यक ऑडिओ बस,સહાયક audio ડિઓ બસ
उपलब्ध शक्ती,ઉપલબ્ધ શક્તિ
हिमस्खलन ब्रेकडाउन,હિમપ્રપાત
सरासरी जीवन,સરેરાશ
सरासरी दबाव,સરેરાશ દબાણ
सरासरी वेग,સામન્ય ગતિ
फिरकीची अक्ष,સ્પિનનો ધરી
अजीमुथ,અઝિમુથ
अजीमुथ कोन,અજીમુથ ખૂન
अजीमुथ त्रुटी,અઝીમુથ ભૂલ
मागे प्रकाश,પાછલી બાજુ
बॅक प्रोजेक्शन,પૂર્વ -પ્રક્ષેપણ
बॅक व्होल्टेज (= रिव्हर्स व्होल्टेज),બેક વોલ્ટેજ (= વિપરીત વોલ્ટેજ)
बॅकफायर (आर्क बॅक),બેકફાયર (આર્ક બેક)
पार्श्वभूमी प्रकाश,પૃષ્ઠભૂમિ
पार्श्वभूमी आवाज,પાછળનો ઘોંઘાટ
पार्श्वभूमी प्रोजेक्शन,પૃષ્ઠભૂમિ
बॅकअप,પીઠ
बफल,શરમાળ
बेकिंग,બાફવું
संतुलित ऑडिओ,સંતુલિત audio ડિઓ
संतुलित ऑडिओ लाइन,વારેલી audio ડિઓ લાઇન
संतुलित ट्रान्समिशन लाइन,સંતુલન પ્રસારણ રેખા
संतुलन,સંતુલન
गिट्टी,બાલાસ
गिट्टी फॅक्टर,બાલાસ
बालुन,બારીક
बँड,પહાડી
बँड पास फिल्टर,બેન્ડ પાસ ફિલ્ટર
बँड निवडकर्ता,પસંદગીકાર
बँड स्प्लिटिंग,વિભાજન
बँड स्टॉप फिल्टर,બેન્ડ સ્ટોપ ફિલ્ટર
बँड स्विच,સજાગ
बँड ट्यूनिंग,આવરણ
बँडविड्थ,બ bandન્ટવિડ્થ
बार,બાર
बार कोड,બાર -સંહિતા
बार डेटा,અવલંબ
बेअर बँड,સરખામણી
बेअर दिवा,દીવો
धान्याचे कोठार,કોઠાર
बेस बँड,પાયાની પટ્ટી
बेस बँड सिग्नल,પાયાનો સંકેત
बेस बँड सिस्टम,પાયાનો બેન્ડ પદ્ધતિ
बेस ब्राउझर,આધાર બ્રાઉઝર
बेस कलेक्टर जंक्शन,આધાર -કલેકટર જંકશન
बेस इन्सुलेटर,આધાર -ઇન્સ્લેટર
बास,પાળનાર
बास भरपाई,બાસ
बास लाऊडस्पीकर (वूफर),બાસ લાઉડ સ્પીકર (વૂફર)
बॅच स्कॅनिंग,બેચ સ્કેનીંગ
बॅटरी चार्जिंग,બ batteryટરી ચાર્જ
तुळई,બીમ
बीट,ધબક
बीट फ्रिक्वेन्सी ऑसीलेटर,આવર્તન ઓસિલેટરને હરાવ્યું
बेल,પોત
पूर्वाग्रह,પક્ષપાત
बायस सर्किट,પૂર્વગ્રહ
पूर्वाग्रह वारंवारता,પક્ષપાત
बायस व्होल्टेज,પૂર્વગ્રહ
पुढील दिशेने पक्षपाती,આગળની દિશામાં પક્ષપાતી
द्वि-दिशात्मक मायक्रोफोन,દ્વિ-દિશાકીય માઇક્રોફોન
बिलबोर्ड,પાટિયું
बिलबोर्ड अर्ज,પાટિયાની અરજી
द्वि-धातूचा घटक,દ્વિ ધાતુયુક્ત તત્વ
बायनरी,દ્વિસંગી
बायनरी कोडित दशांश,દ્વિસંગી કોડેડ દશાંશ
बायनरी अंक (बिट),દ્વિસંગી અંક (બીટ)
बायनरी नंबर,દ્વિસંગી સંખ્યા
बिनौरल सुनावणी,દ્વિપ્રહાર સુનાવણી
दुर्बिणी,દૂરબાહિક
बायोमेट्रिक,જૈવિક
द्विध्रुवीय ट्रान्झिस्टर,દ્વિધ્રુવી ટ્રાંઝિસ્ટર
बिट वाटप,બીક ફાળવણી
बिट रेट,પટાનો દર
काळा आणि पांढरा टीव्ही,બ્લેક એન્ડ વ્હાઇટ ટીવી
रिक्त,ખાલી
ब्लँकिंग मध्यांतर,ખાલી અંતરાલ
ब्लँकिंग लेव्हल,નારાજી સ્તર
ब्लेडर रेझिस्टन्स,લોહીલુહાણ પ્રતિકાર
ब्लिम्पेड कॅमेरा,ખળભળાટ મચાવનારું કેમેરો
आंधळे चकाकी,આંખ આડા કાન
डोळे मिचकावणे,ઝબકવું
डोळे मिचकावणे,ઝબૂકતું
ब्लॉक कोड,અવરોધ
ब्लॉक आकृती,રેખાક્રુતિ
ब्लॉक इंटरलीव्ह,અવરોધ
कॅपेसिटर अवरोधित करणे,અવરોધકારક કેપેસિટર
ऑसीलेटर अवरोधित करणे,ઓસિલેટરને અવરોધિત કરી રહ્યું છે
ब्लूम,મોર
ब्लो दिवा,ફાટવું
ब्लो पाईप,ફટકો
ब्लोअर,બ્લોઅર
ब्लूटूथ,બ્લુટુથ
बॉडी कॅपेसिटन्स,શરીરની આવરણ
बुकमार्क,પુસ્તકો
बुलियन बीजगणित,બુલિયન બીજગણિત
भरभराट,બૂમ
चालना,વધતું જાય તેવું
बूस्टर,બારીક
बूस्टर लाइट,બૂસ્ટર પ્રકાશ
चालना,વધવું
बूटिंग,મતાધિકાર
बूटस्ट्रॅप,બુટસ્ટ્રેપ
तळाशी प्रकाश,તળિયે
बाउन्स लाइट,પ્રકાશ ઉછાળો
यंत्रातील बिघाड,ભાંગી નાખવું
व्होल्टेज खाली करा,તૂટી પડતાં વોલ્ટેજ
पूल घटक,પુલ તત્વ
ब्रिज रेक्टिफायर,પુલ સુધારક
ब्रिज केलेले ‘टी’ अ‍ॅटेन्युएटर,બ્રિજ્ડ ‘ટી’ એટેન્યુએટર
ब्रिज केलेली रचना,પુષ્કળ માળખું
ब्रिजिंग,શરાબ
ब्रिजिंग एम्पलीफायर,બ્રિજિંગ એમ્પ્લીફાયર
ब्रिजिंग लॉस,પુલ
चमक,ઘાટા
ब्राइटनेस कंट्रोल,ઉદ્ધતાઈ નિયંત્રણ
ठिसूळ,બરડ
ठिसूळ पदार्थ,બરડ પદાર્થ
ब्रॉडबँड,બ્રોડબેન્ડ
ब्रॉडबँड एम्पलीफायर,બ્રોન્ડબેન્ડ એમ્પ્લીફાયર
ब्रॉडबँड आयएसडीएन,બ્રોડબેન્ડ આઈએસડીએન
ब्रॉडबँड सिस्टम,વ્યાપક પદ્ધતિ
प्रसारण आणि संप्रेषण तंत्रज्ञान,પ્રસારણ અને સંદેશાવ્યવહાર તકનીક
प्रसारण कव्हरेज,પ્રસારણ કવર
ब्रॉडकास्ट रिसीव्हर,પ્રસારણ પ્રાપ્તકર્તા
प्रसारण सेवा नियोजन,બ્રોડકાસ્ટ સેવા આયોજન
ब्रॉडकास्ट ट्रान्समीटर,પ્રસારણ ટ્રાન્સમીટર
प्रसारक,પ્રસારણકર્તા
प्रसारण,પ્રસારણ
प्रसारण स्टेशन,પ્રસારણ મથક
तुटलेली,તૂટેલું
ब्राउझर,બ્રાઉઝર
ब्राउझिंग,બ્રાઉઝિંગ
बबल,બબલ
बफर,બફર
बफर एम्पलीफायर,બફર એમ્પ્લીફાયર
बफर ट्यूब,બફર ટ્યુબ
किडा,કણ
अंगभूत अँटेना,એન્ટેના
बर्नर,બર્નર
बर्निंग,સળગતું
स्फोट त्रुटी,વિસ્ફોટ ભૂલ
स्फोट अंतर्भूत नाडी,વિસ્ફોટની પલ્સ
स्फोट टप्पा,વિસ્ફોટનો તબક્કો
बस,બસ
व्यवसाय बुद्धिमत्ता,ધંધાકીય બુદ્ધિ
बजर,બઝર
पास द्वारे,બાયપાસ
पास करून,પસાર કરીને
बायपास कंडेन्सर,બાયપાસ કન્ડેન્સર
सी,કણ
सी+प्रोग्रामिंग भाषा,સી+પ્રોગ્રામિંગ ભાષા
कपाट,મંત્રીમંડળ
केबल,કેબલ
केबल कंपाऊंड,કેબલ કંપન
केबल समानता,કેબલ એકરૂપતા
केबल तोटा,કેબલનું નુકસાન
कॅशे,કળશ
कॅशिंग,ઠીંગણું
कॅडमियम सेल,તંગ
गणना मशीन,ગણતરીનું યંત્ર
गणना,ગણતરી
कॅल्क्युलेटर,ગણક
कॅलिब्रेट,માધ્યમ્ચર કરવું
कॅलिपर,ખલાસી
कॅलरीमीटर,કેલરીમીટર
कॅमकॉर्डर,પડકાર
