Gujarati,English
શોષક બાષ્પીભવક,Absorptive attenuator
શોષણ કાયદો*,Absorptive law
શોષણ માધ્યમ,Absorptive medium
"શોષક ક્ષમતા, શોષણ*",Absorptive power
શોષણ*,Absorptivity
સ્ટુડિયો સરંજામ,Abstract set=studio decoration
ગુણાકાર ગુણોત્તર,Abundance ratio
અવગણના,Abvolt
વિશે,Abwatt
વેગ આપો,Accelerate
પ્રવેગક-સ્ટોપ અંતર,Accelerate-stop distance
ઉતાવળ કરી,Accelerated
ઝડપી સમય અસર પરીક્ષણ,Accelerated ageing test
ઝડપી પ્રવાહ,Accelerated flow
ઝડપી ગતિ,Accelerated motion
ઝડપી શરીર,Accelerated system
પ્રવેગક તોલનાર,Accelerating balance
પ્રવેગક ઇલેક્ટ્રોડ*,Accelerating electrode
પ્રવેગક સમય*,Accelerating period
પ્રવેગક તબક્કો,Accelerating phase
પ્રવેગક દર,Accelerating rate
એક્સિલરેટર વોલ્ટેજ*,Accelerating voltage
પ્રવેગ,Acceleration
ત્વરિત કમ્બશન,Acceleration blowout=rich extinction=flame out
પ્રવેગક ગુણાંક,Acceleration coefficient
પ્રવેગક ઘટક,Acceleration component
ગુરુત્વાકર્ષણને કારણે પ્રવેગક,Acceleration due to gravity
પ્રવેગક પરિબળ,Acceleration factor
ઝડપી ચાર્જ,Acceleration feedback
ગુરુત્વાકર્ષણ પ્રવેગક,Acceleration of gravity
પ્રવેગક સંભવિત,Acceleration potential
પ્રવેગક કાયદો,Acceleration principle
પ્રવેગક પ્રક્રિયા,Acceleration process
પ્રવેગક ક્ષેત્ર,Acceleration space
પ્રવેગક પદ્ધતિ,Acceleration technique
"પ્રવેગ સહનશીલતા, પ્રવેગ સહનશીલતા",Acceleration tolerance
પ્રવેગક વેક્ટર,Acceleration vector
પ્રવેગક-વોલ્ટેજ,Acceleration voltage
પ્રવેગક તરંગ,Acceleration wave
પ્રવેગક,Accelerative
"પ્રવેગક, પ્રવેગક*",Accelerator
પ્રવેગક સમીકરણ,Accelerator equation
એક્સિલરેટર*,Accelerograph
એક્સેલરોમીટર,Accelerometer
એક્સેલરોમીટર મેચિંગ,Accelerometer matching
prestresser,Accentuator
માન્ય અક્ષરો,Acceptable character
સ્વીકૃતિ કોણ,Acceptance angle
સ્વીકૃતિ સ્પષ્ટીકરણ,Acceptance specifications
સ્વીકાર્ય પરીક્ષણ,Acceptance test
"સ્વીકારનાર*, સ્વીકારનાર",Acceptor
રીસેપ્ટર અણુ,Acceptor atom
રીસેપ્ટર બોન્ડ,Acceptor bond
રીસીવર સર્કિટ,Acceptor circuit
રીસેપ્ટર સ્તર,Acceptor level
દાતા પરમાણુ,Acceptor molecule
રીસેપ્ટર મિલકત,Acceptor property
રીસેપ્ટર મિલકત સ્તર,Acceptor property level
પ્રવેગક નળી,Accererating tube
"પ્રવેશ, રાહ, પ્રવેશ",Access
ભુજ એક્સેસ,Access arm
ઍક્સેસ સિસ્ટમ,Access mechanism
ઍક્સેસ સમય,Access time
ઉપલ્બધતા,Accessibility
"વધારાના, સહાયક, સહાયક (v, ), એસેસરીઝ",Accessory
વધારાના પ્રતિબંધો,Accessory condition
સંયોગ,Accidental coincidence
આકસ્મિક કરેક્શન,Accidental correction
આકસ્મિક બાયોજેનેસિસ,Accidental degeneracy
આકસ્મિક ડાયવર્ઝન,Accidental double refraction
મુલાકાતી ભૂલ,Accidental error
"અચાનક સ્ટોપ, એકાએક સ્ટોપ",Accidental jamming
આકસ્મિક ટ્રાન્સમિશન,Accidental transmission
રેન્ડમ ભિન્નતા,Accidental variation
ગોઠવણ,Accommodation
સ્થિત,Accumbent
સંચિત ભૂલ,Accumulated error
"સંચય, સંચય",Accumulation
ઊર્જા સંગ્રહ,Accumulation of energy
સંચયક*,Accumulator
ચોકસાઈ,Accuracy
વાસ્તવિકતા,Accurate
વાસ્તવિક સાધન અવલોકન,Accurate instrumental observation
ચોક્કસ શ્રેણી માર્કર,Accurate range marker
ચોકસાઇ સ્કેનીંગ,Accurate scanning
પ્રેક્ટિસ,Accustomisation
એક્સિલરેટર સેલ*,Acdelerating chamber
વર્ણહીન લેન્સ*,Achromat
વર્ણહીન*,Achromatic
વર્ણહીન વિશ્લેષક,Achromatic analyser
આવર્તન તટસ્થ એન્ટેના,Achromatic antenna
વર્ણહીન આકાર,Achromatic figure
વર્ણહીન ફ્રિન્જ,Achromatic fringe
વર્ણહીન લેન્સ*,Achromatic lens
વર્ણહીન બિંદુ પાથ,Achromatic locus
વર્ણહીન લેન્સ,Achromatic object lens
વર્ણહીન પ્રિઝમ,Achromatic prism
વર્ણહીન ટેલિસ્કોપ,Achromatic telescope
વર્ણહીનતા*,Achromaticity
વર્ણહીનકરણ*,Achromatisation
વર્ણહીનતા*,Achromatism
"સ્થિતિસ્થાપક, અપ્રતિરોધક, પ્રત્યાવર્તન",Aclastic
"એકોર્ન નળી, બંજુ નળી",Acorn tube
લઘુચિત્ર વાલ્વ,Acorn valve
ઇકોફોની,Acouphony
એકોસ્ટિક,Acoustic
એકોસ્ટિક શોષકતા,Acoustic absorptivity
એકોસ્ટિક એટેન્યુએશન ગુણાંક,Acoustic attenuation coeffcient
એકોસ્ટિક એટેન્યુએશન,Acoustic attenuation constant
એકોસ્ટિક ચોર એલાર્મ,Acoustic burglar alarm
એકોસ્ટિક ક્ષમતા,Acoustic capacitance
સુનાવણી કેન્દ્ર,Acoustic centre
એકોસ્ટિક સમજૂતી,Acoustic clarifier
એકોસ્ટિક કવર,Acoustic cloud
એકોસ્ટિક પ્રતિભાવ,Acoustic compliance
એકોસ્ટિક ઘટક,Acoustic component
એકોસ્ટિક વાહકતા,Acoustic conductivity
એકોસ્ટિક ભીનાશ,Acoustic damping
એકોસ્ટિક વિક્ષેપ,Acoustic dispersion
સાઉન્ડ હેકર,Acoustic dissipation element
ધ્વનિ ઊર્જા*,Acoustic energy
એકોસ્ટિક ઊર્જા સમીકરણ,Acoustic energy equation
એકોસ્ટિક સમીકરણ,Acoustic equation
એકોસ્ટિક પુનઃસ્થાપન,Acoustic feedback
ક્લેડની આકાર,Acoustic figures (Chladni figures)
એકોસ્ટિક ફિલ્ટર,Acoustic filter
અવાજ જનરેટર,Acoustic generator
એકોસ્ટિક જાળી,Acoustic grating
એકોસ્ટિક અવબાધ*,Acoustic impedance
એકોસ્ટિક જડતા,Acoustic inertance
એકોસ્ટિક તીવ્રતા,Acoustic intensity
એકોસ્ટિક હસ્તક્ષેપ મીટર,Acoustic interferometer
એકોસ્ટિક હસ્તક્ષેપ ડિટેક્ટર,Acoustic intrusion detector
એકોસ્ટિક લેન્સ,Acoustic lens
ધ્વનિ રેખા,Acoustic line
એકોસ્ટિક માસ,Acoustic mass
એકોસ્ટિક સામગ્રી,Acoustic material
એકોસ્ટિક અર્થ મુક્ત માર્ગ,Acoustic mean free path
એકોસ્ટિક મોડ,Acoustic mode
એકોસ્ટિક અવાજ,Acoustic noise
એકોસ્ટિક ઓહ્મ*,Acoustic ohm
"એકોસ્ટિક પેનલ, એકોસ્ટિક બોર્ડ",Acoustic panel
એકોસ્ટિક તબક્કો સ્થિર,Acoustic phase constant
એકોસ્ટિક રીસીવર,Acoustic pickup (sound box)
એકોસ્ટિક દબાણ,Acoustic pressure
ધ્વનિનો સપ્રમાણતાનો નિયમ,Acoustic principle of similarity
એકોસ્ટિક ટ્રાન્સમિશન,Acoustic propagation constant
એકોસ્ટિક ગુણધર્મો,Acoustic property
એકોસ્ટિક ક્વાડ્રુપોલ,Acoustic quardrupole
એકોસ્ટિક રેડિયેશન તત્વ,Acoustic radiating element
એકોસ્ટિક રેડિયેશન,Acoustic radiation
સાઉન્ડપ્રૂફ,Acoustic radiator
એકોસ્ટિક રેડિયોમીટર,Acoustic radiometer
એકોસ્ટિક પ્રતિભાવ,Acoustic reactance
એકોસ્ટિક પારસ્પરિકતા પ્રમેય,Acoustic reciprocity theorem
એકોસ્ટિક ઘટાડો પરિબળ,Acoustic reduction factor
એકોસ્ટિક પરાવર્તન ગુણાંક,Acoustic reflection coefficient
એકોસ્ટિક રીફ્રેક્શન,Acoustic refraction
એકોસ્ટિક પ્રતિકાર,Acoustic resistance
એકોસ્ટિક પ્રતિભાવ,Acoustic responsiveness
એકોસ્ટિક સ્કેટરિંગ,Acoustic scattering
સુનાવણી બિંદુ,Acoustic spot
એકોસ્ટિક કઠોરતા,Acoustic stiffiness
એકોસ્ટિક સિસ્ટમ,Acoustic system
એકોસ્ટિક થર્મોમીટર,Acoustic thermometer
એકોસ્ટિક વેગ,Acoustic velocity
ધ્વનિ તરંગ,Acoustic wave
એકોસ્ટિક,Acoustical
ધ્વનિ શોષણ ગુણાંક,Acoustical absorption co-efficient
ધ્વનિ શોષણ ઘટક,Acoustical absorption factor
એકોસ્ટિક સર્કિટ,Acoustical circuit
એકોસ્ટિક પ્રતિભાવ,Acoustical compliance
એકોસ્ટિક વિલંબ રેખા,Acoustical delay line
એકોસ્ટિક વિકૃતિ,Acoustical distortion
એકોસ્ટિક એકોસ્ટિક્સ,Acoustical energetics
એકોસ્ટિક ફિલ્ટર,Acoustical filter
એકોસ્ટિક અવબાધ*,Acoustical impedance (=acoustic impedance)
ફોનોગ્રાફ,Acoustical labyrinth
એકોસ્ટિક ઓહ્મ*,Acoustical ohm
એકોસ્ટિક સતત,Acoustical phase constant
એકોસ્ટિક ફોનોન,Acoustical phonan
એકોસ્ટિક ટ્રાન્સમિશન સતત,Acoustical propagation constant (=propagation constant)
ધ્વનિ રૂપાંતર ગુણાંક,Acoustical reduction factor
એકોસ્ટિક પ્રતિકાર,Acoustical resistance
એકોસ્ટિક કઠોરતા,Acoustical stiffness
ધ્વનિ એકમ,Acoustical unit
સાઉન્ડપ્રૂફ,Acoustically insulated
એકોસ્ટિક સાઇડ લાઇન,Acoustico-lateral line
"ધ્વનિશાસ્ત્ર, ધ્વનિશાસ્ત્ર",Acoustics
સાઉન્ડ મીટર,Acoustimeter
ધ્વનિ દબાણ,Acoustomotive pressure=sound pressure
સંપાદન રડાર,Acquisition radar
પ્રકાશસંશ્લેષણ રેડિયેશન,Actinic ray
એક્ટિનિયમ ઉત્સર્જન,Actinium emnation
એક્ટિનો-યુરેનિયમ,Actino-uranium
એક્ટિનો-યુરેનિયમ શ્રેણી,Actino-uranium series
રેડિયોઇલેક્ટ્રિક,Actinoelectricity
"એક્ટિનોમીટર, ફોટોમિક્રોમીટર",Actinometer
"ક્રિયા, ખત",Action
ક્રિયા અને પ્રતિક્રિયા,Action and reaction
ક્રિયા સતત,Action constant
પ્રભાવ ક્ષેત્ર,Action radium (=effective area)
"સક્રિય, સક્રિય",Activated
સક્રિય પ્રસરણ,Activated diffusion
"સક્રિય ફાઇબર, સક્રિય ફાઇબર",Activated filament
સક્રિયકરણ અસર,Activating effect
સક્રિયકરણ અસર,Activation
સક્રિયકરણ વિશ્લેષણ,Activation analysis
પ્રવૃત્તિ કેન્દ્ર,Activation centre
સક્રિયકરણ પરીક્ષક,Activation cross-section
સક્રિયકરણ ઊર્જા,Activation energy
સક્રિયકરણ એન્ટ્રોપી,Activation entropy
સક્રિયકરણ ઓવરવોલ્ટેજ,Activation over-voltage
સક્રિયકરણ દર,Activation rate
"એક્ટિવેટર, એક્ટિવેટર",Activator
એક્ટિવેટર અણુ,Activator atom
પ્રવેગક,Activator of accelerator
સક્રિય શોષણ,Active absorption
સક્રિય હવાઈ,Active aerial
રેડિયેશન ડેન્જર ઝોન,Active area (controlled area)
સક્રિય ઉપકરણ,Active device
સક્રિય લક્ષ્યીકરણ,Active homing
સક્રિય હાઇડ્રોજન*,Active hydrogen
સક્રિય મેશ,Active lattice
સક્રિય રેખા સક્રિય રેખા,Active line
સક્રિય લૂપ,Active loop
સક્રિય કોડ*,Active mass
સક્રિય ઘટકો,Active material
સક્રિય પરમાણુ,Active molecule
સક્રિય મેશ,Active network
સક્રિય પુનઃશોષણ,Active re-absorption
સક્રિય વિસ્તાર,Active region
સક્રિય નિયમન,Active regulation
સક્રિય ઉપગ્રહ,Active satellite
સક્રિય વિખંડન સૌર જ્યોત,Active sunspot prominence
સક્રિય સૂક્ષ્મ પોષકતત્ત્વો,Active trace sub stances
સક્રિય ટ્રેકિંગ સિસ્ટમ,Active tracking system
સક્રિય ટ્રાન્સડ્યુસર,Active transducer
સક્રિય સેવન,Active uptake
પ્રવૃત્તિ ગુણાંક*,Activity coefficient
પ્રવૃત્તિ સૂચકાંક,Activity index
પ્રવૃત્તિ ગુણોત્તર,Activity ratio
પ્રવૃત્તિ વેક્ટર,Activity vector
વાસ્તવિક મોનિટર,Actual monitor
વાસ્તવિક તણાવ,Actual stress
ટ્રિગર કરવા માટે,Actuate
પ્રવર્તક,Actuating
પ્રવર્તક,Acturator
એક્યુટીમીટર,Acuity meter
સુનાવણીની તીવ્રતા,Acuity of hearing
ફોટો ઉગ્રતા મૂલ્ય,Acutance
તીવ્ર કોણ,Acute angle
બબડાટ,Acute exposure
તીવ્ર ત્રિકોણ,Acute triangle
એસાયક્લિક,Acyclic
ઓપ્ટિમાઇઝેશન એપ્લિકેશન,Adaptation manoeuver
ઑપ્ટિમાઇઝ રાજ્ય,Adapted stae
અનુકૂલનશીલ નિયંત્રણ સિસ્ટમ,Adaptive control system
એડેપ્ટોમીટર,Adaptometer
એડકોક એન્ટેના,Adcock antenna
સારાંશ માટે,Add
સંકલન સમય,Add time
સંકલન-બાદબાકી સમય,Add-subtract time
ઉમેરનાર,Adder
"સરવાળો, સરવાળો, સરવાળો (સં.), ઉમેરણ (વિ.)",Addition
વધારાનો સતત,Addition constant
પ્રવેગક-સરવાળા નિયમ,Addition law of acceleration
અંતર-સરવાળા નિયમ,Addition law of distance
વેગ-સરવાળા નિયમ,Addition law of velocity
વેક્ટરનો સરવાળો,Addition of vectors
સંગ્રહ પ્રતિક્રિયા,Addition reaction
વધારાનો માળ,Additional half plane
"સંયોજક સ્વર, વધારાનો સ્વર (સ્વર)",Additional tone
"ઉમેરણ, ઉમેરણ",Additive
એડિટિવ સિસ્ટમ,Additive channel
સંયુક્ત અક્ષરો,Additive colour
એકંદર અક્ષર પ્રક્રિયા,Additive colour process
ઉમેરણ પૂરક રંગ,Additive complementary colour
ઉમેરણ સતત,Additive constant
એડિટિવ ટ્રેક્શન,Additive drag
ઉમેરણ અસર,Additive effect
ઉમેરણ પરિબળ,Additive factor
ઉમેરણ કાર્ય,Additive function
ઉમેરણ મિશ્રણ,Additive mixing
ઉમેરણ મૂળ,Additive primary
ઉમેરણ પ્રક્રિયા,Additive process
ઉમેરણ,Additive property
એડિટિવ ક્વોન્ટમ નંબર,Additive quantum number
સંગ્રહ પ્રતિક્રિયા,Additive reaction
ઉમેરણ,Additivity
એડિટ્રોન,Additron
જાણો*,Address
સરનામાની ગણતરી,Address computation
સરનામું,Address counter
સરનામું એન્ક્રિપ્શન,Address decoding
સરનામા અભિવ્યક્તિ,Address expression
સંબોધનક્ષમતા,Address facility
એડ્રેસ બાર,Address format
સરનામું પ્રકાશ,Address light
સરનામામાં ફેરફાર,Address modification
પતનશ,Address part
સરનામું રજીસ્ટર,Address register
સરનામું પસંદગી સ્વીચ,Address selection swith
સરનામું વર્ગીકરણ ટેબલ,Address table sort
સંબોધન,Addressing
એડ્રેસોગ્રાફ,Addressograph
એડ્રેસ સિસ્ટમ,Addresssing system
સંલગ્નતા,Adhesion
સંલગ્નતા તણાવ,Adhesion tension
એડહેસિવ ઊર્જા,Adhesional energy
એડહેસિવ બ્લોકીંગ,Adhesive blocking
adiabat,Adiabat
એડિબેટિક,Adiabatic
એડિબેટિક પ્રવેગક,Adiabatic acceleration
એડિબેટિક અંદાજ,Adiabatic approximation
એડિબેટિક વોલ્યુમ ગુણાંક,Adiabatic bulk modulus
એડિબેટિક થર્મોમીટર,Adiabatic calorimeter
એડિબેટિક ફેરફાર,Adiabatic change
"adiabatic ચાર્ટ, adiabatic ચાર્ટ",Adiabatic chart
એડિબેટિક સંકોચનક્ષમતા,Adiabatic compressibility
એડિબેટિક કમ્પ્રેશન,Adiabatic compression
એડિબેટિક ગર્ભનિરોધક,Adiabatic containment
એડિબેટિક ઠંડક મર્યાદા,Adiabatic cooling limit
એડિબેટિક વળાંક,Adiabatic curve
એડિબેટિક વિકૃતિ,Adiabatic deformation
એડિબેટિક ડિમેગ્નેટાઇઝેશન,Adiabatic demagnetisation
એડિબેટિક રિઝોલ્યુશન,Adiabatic dissociation
એડિબેટિક ડિસ્પ્લેસમેન્ટ,Adiabatic drift
એડિબેટિક અસર,Adiabatic effect
એડિબેટિક સ્થિતિસ્થાપકતા,Adiabatic elasticity
એડિબેટિક લંબગોળ,Adiabatic ellipse
એડિબેટિક સંપૂર્ણ ગરમીનું નુકશાન,Adiabatic enthalpy drop
એડિબેટિક સમીકરણ,Adiabatic equation
એડિબેટિક રાજ્ય સમીકરણ,Adiabatic equation of state
એડિબેટિક સંતુલન તાપમાન,Adiabatic equilibrium temperature
એડિબેટિક સંતુલન,Adiabatic equillibrium
એડિબેટિક ફેલાવો,Adiabatic expansion
એડિબેટિક જ્યોત તાપમાન,Adiabatic flame temperature
એડિબેટિક પ્રવાહ,Adiabatic flow
એડિબેટિક ઉચ્ચારણ,Adiabatic fluctuations
એડિબેટિક ગેસ સમીકરણ,Adiabatic gas equation
એડિબેટિક ગ્રેડિયન્ટ,Adiabatic gradient
એડિબેટિક ગરમીનું નુકશાન,Adiabatic heat drop
એડિબેટિક આયનીકરણ સંભવિત,Adiabatic ionization potential
એડિબેટિક અવમૂલ્યન દર,Adiabatic lapse rate
એડિબેટિક મોમેન્ટમ ચાર્જ,Adiabatic momentum charge
એડિબેટિક પ્રક્રિયા,Adiabatic process
એડિબેટિક પ્રતિક્રિયા,Adiabatic reaction
એડિબેટિક ચાલ,Adiabatic speed
એડિબેટિક વિકૃતિ ઊર્જા,Adiabatic strain energy
એડિબેટિક શરીર,Adiabatic system
એડિબેટિક ગરમી ઢાળ,Adiabatic temperature gradient
એડિબેટિક ઘટાડો,Adiabatic throttling
એડિબેટિક રૂપાંતરણ,Adiabatic transformation
"પ્રકાશસંશ્લેષણ, વિરોધી રેડિયેશન",Adiactinic
ગરમીની અપૂર્ણતા,Adiathermancy
હીટ ઇન્સ્યુલેટીંગ,Adiathermanous
એઇડન,Adion
સંલગ્નતા અસર,Adjacency effect
"અડીને, અડીને, અડીને",Adjacent
અડીને કોણ,Adjacent angle
બંધ ચેનલ એટેન્યુએશન,Adjacent channel attenuation
બંધ સર્કિટ,Adjacent circuit
બંધ તબક્કો,Adjacent phase
"જોડાયેલ વિડિઓ વાહક, જોડાયેલ છબી વાહક",Adjacent picture carrier=adjacent vision carrier
બંધ ધ્વનિ વાહક,Adjacent sound carrier
બંધ ચેનલ પસંદગીક્ષમતા,Adjeacent channel selectivity
બંધ ચેનલ અવરોધ,Adjecent channel interference
એડજસ્ટેબલ કેપેસિટર,Adjestable condenser
એડજસ્ટેબલ લેન્સ ધારક,Adjestable lens holder
એડજસ્ટેબલ મેગ્નિફાયર,Adjestable magnifier
એડજસ્ટેબલ દબાણ,Adjestable pressure
એડજસ્ટેબલ શોર્ટ સર્કિટ,Adjestable short
ગોઠવણ,Adjustor
પ્રવેશ,Admittance
ઘૂંસપેંઠ ઓપરેટર,Admittance operator
શોષણ*,Adsorption
એડવાન્સ બોલ,Advance ball
આગળ,Advanced
ઉન્નત વાહક બહેરાશ,Advanced conductive deafness
આગળની સંભાવના,Advanced potential
પ્રગતિશીલ તરંગ,Advancing wave
પ્રગતિશીલ તરંગ ફ્રન્ટ,Advancing wave front
વેન્ટ્રલ વીણા,Aeolian harp
એઓલીયન ટોન,Aeolian tone
"યુગ (વર્ષ), યુગ",Aeon
"આકાશી, વાઇવા (વિ.) એરિયલ (ઇડી.)",Aerial
હવાઈ એરે,Aerial array
એન્ટેના એટેન્યુએટર,Aerial attenuator
એન્ટેના બૂસ્ટર,Aerial booster
હવાઈ કેબલ,Aerial cable
એર કેમેરા,Aerial camera
