Bengali,Kannada
ফাইল যুক্ত কর,ಕಡತವನ್ನು ಸೇರಿಸು
অতিরিক্ত চরিত্র (= বিশেষ চরিত্র),ಹೆಚ್ಚುವರಿ ಅಕ್ಷರ (= ವಿಶೇಷ ಅಕ್ಷರ)
সংযোজন রেকর্ডার,ಸೇರ್ಪಡೆ ರೆಕಾರ್ಡರ್
সংযোজন টেবিল,ಸೇರ್ಪಡೆ ಮೇಜು
সংযোজন বৈশিষ্ট্য,ಸಂಯೋಜಕ ಗುಣಲಕ್ಷಣ
মোড যুক্ত করুন,ಮೋಡ್ ಸೇರಿಸಿ
অপারেশন যুক্ত করুন,ಕಾರ್ಯಾಚರಣೆ ಸೇರಿಸಿ
ঠিকানা,ಭಾಷಣ
ঠিকানা পরিমাপ,ವಿಳಾಸದ ಅಳತೆ
ঠিকানাযোগ্য অনুভূমিক অবস্থান,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸಮತಲ ಸ್ಥಾನ
ঠিকানাযোগ্য পয়েন্ট,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಬಿಂದು
ঠিকানাযোগ্য অবস্থান,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸ್ಥಾನ
ঠিকানাযোগ্য নিবন্ধ,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ರಿಜಿಸ್ಟರ್
ঠিকানাযোগ্য স্টোরেজ,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸಂಗ್ರಹಣೆ
ঠিকানাযোগ্য উল্লম্ব অবস্থান,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಲಂಬ ಸ್ಥಾನ
ঠিকানা বাস,ವಿಳಾಸ ಬಸ್
ঠিকানা কোড,ವಿಳಾಸ ಕೋಡ್
ঠিকানা তুলনামূলক,ವಿಳಾಸ ಹೋಲಿಕೆದಾರ
ঠিকানা গণনা,ವಿಳಾಸ ಗಣನೆ
ধ্রুবক ঠিকানা,ವಿಳಾಸ ಸ್ಥಿರ
ঠিকানা রূপান্তর,ವಿಳಾಸ ಪರಿವರ್ತನೆ
ঠিকানা ডেটা,ವಿಳಾಸ ಡೇಟಾ
সম্বোধন স্মৃতি,ವಿಳಾಸ ಮೆಮೊರಿ
ঠিকানা কার্যকর,ವಿಳಾಸ ಪರಿಣಾಮಕಾರಿ
ঠিকানা ক্ষেত্র,ವಿಳಾಸ ಕ್ಷೇತ್ರ
ঠিকানা ফর্ম্যাট,ವಿಳಾಸ ಸ್ವರೂಪ
ঠিকানা বিনামূল্যে প্রোগ্রাম,ವಿಳಾಸ ಉಚಿತ ಕಾರ್ಯಕ್ರಮ
সম্বোধন,ಸಂಬೋಧಿಸುವುದು
সম্বোধন  চরিত্র,ಸಂಬೋಧಿಸುವುದು  ಪಾತ್ರ
বাধা সম্বোধন,ಅಡಚಣೆಯನ್ನು ಉದ್ದೇಶಿಸಿ
লুপ সম্বোধন,ವಿಳಾಸ ಲೂಪ್
ভার্চুয়াল মেমরি সম্বোধন,ವರ್ಚುವಲ್ ಮೆಮೊರಿಯನ್ನು ಉದ್ದೇಶಿಸಿ
ঠিকানা ইন্টারল্যাকিং,ವಿಳಾಸ ಇಂಟರ್ಲೇಟಿಂಗ್
ঠিকানাহীন নির্দেশাবলী ফর্ম্যাট,ವಿಳಾಸವಿಲ್ಲದ ಸೂಚನಾ ಸ್ವರೂಪ
ঠিকানা লাইন,ವಿಳಾಸ ಸಾಲು
ঠিকানা ম্যাপিং,ವಿಳಾಸ ಮ್ಯಾಪಿಂಗ್
ঠিকানা চিহ্ন,ವಿಳಾಸ ಗುರುತು
ঠিকানা পরিবর্তন,ವಿಳಾಸ ಮಾರ್ಪಾಡು
ঠিকানা অংশ,ವಿಳಾಸದ ಭಾಗ
ঠিকানা পয়েন্টার,ವಿಳಾಸ ಪಾಯಿಂಟರ್
ঠিকানা রেজিস্টার,ವಿಳಾಸ ನೋಂದಣಿ
ঠিকানা সংকেত,ವಿಳಾಸ ಸಂಕೇತ
ঠিকানা আকার,ವಿಳಾಸದ ಗಾತ್ರ
ঠিকানা স্থান,ವಿಳಾಸ ಸ್ಥಳ
ঠিকানা স্পেস আইডেন্টিফায়ার,ವಿಳಾಸ ಬಾಹ್ಯಾಕಾಶ ಗುರುತಿಸುವಿಕೆ
ঠিকানা স্টপ,ವಿಳಾಸ ನಿಲುಗಡೆ
ঠিকানা ট্রেস,ವಿಳಾಸ ಜಾಡಿನ
ঠিকানা ট্র্যাক,ವಿಳಾಸ ಟ್ರ್ಯಾಕ್
ঠিকানা অনুবাদ,ವಿಳಾಸ ಅನುವಾದ
ঠিকানা অনুবাদক,ವಿಳಾಸ ಅನುವಾದಕ
বিয়োগের সময় যোগ করুন,ಕಕ್ಸಚ್ಚುವಿಕೆಯನ್ನು ಸೇರಿಸಿ ಸಮಯ
সময় যোগ করুন,ಸಮಯವನ್ನು ಸೇರಿಸಿ
সংলগ্নতা,ಪಕ್ಕದ
সংলগ্ন কাঠামো,ಪಕ್ಕದ ರಚನೆ
সংলগ্ন চ্যানেল,ಪಕ್ಕದ ಚಾನಲ್
সংলগ্ন ডোমেন,ಪಕ್ಕದ ಡೊಮೇನ್
সংলগ্ন ম্যাট্রিক্স,ಪಕ್ಕದ ಮ್ಯಾಟ್ರಿಕ್ಸ್
সংলগ্ন নোড,ಪಕ್ಕದ ನೋಡ್
সংলগ্ন সুবেরিয়া,ಪಕ್ಕದ ಸುಬೇರಿಯಾ
স্থগিত (সিস্টেম),ಹೊಂದಾಣಿಕೆ (ಸಿಸ್ಟಮ್)
সামঞ্জস্য করুন,ಸರಿಹೊಂದಿಸು
সামঞ্জস্যযোগ্য মাত্রা,ಹೊಂದಾಣಿಕೆ ವ್ಯಾಪ್ತಿ
পাঠ্য মোড সামঞ্জস্য করুন,ಪಠ್ಯ ಮೋಡ್ ಅನ್ನು ಹೊಂದಿಸಿ
প্রশাসনিক ডেটা প্রসেসিং,ಆಡಳಿತ ದತ್ತಾಂಶ ಸಂಸ್ಕರಣೆ
প্রশাসনিক অপারেশন,ಆಡಳಿತಾತ್ಮಕ ಕಾರ್ಯಾಚರಣೆ
প্রশাসনিক অপারেটর,ಆಡಳಿತಕಾರಕ
প্রশাসনিক অপারেটর স্টেশন,ಆಡಳಿತ ನಿರ್ವಾಹಕ ಕೇಂದ್ರ
প্রশাসনিক সহায়তা সিস্টেম,ಆಡಳಿತಾತ್ಮಕ ಬೆಂಬಲ ವ್ಯವಸ್ಥೆ
উন্নত যোগাযোগ পরিষেবা,ಸುಧಾರಿತ ಸಂವಹನ ಸೇವೆ
উন্নত তথ্য সিস্টেম,ಸುಧಾರಿತ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ
উন্নত অপটিক্যাল চরিত্র পাঠক,ಸುಧಾರಿತ ಆಪ್ಟಿಕಲ್ ಕ್ಯಾರೆಕ್ಟರ್ ರೀಡರ್
উন্নত বৈজ্ঞানিক কম্পিউটার,ಸುಧಾರಿತ ವೈಜ್ಞಾನಿಕ ಕಂಪ್ಯೂಟರ್
এরিয়াল,ವೈಮಾನಿಕ
সমষ্টি,ಒಟ್ಟು
সামগ্রিক অভিব্যক্তি,ಒಟ್ಟು ಅಭಿವ್ಯಕ್ತಿ
লক্ষ্য বৃত্ত,ಗುರಿ ವೃತ್ತ
লক্ষ্য ক্ষেত্র (= লক্ষ্য প্রতীক),ಗುರಿ ಕ್ಷೇತ್ರ (= ಗುರಿ ಚಿಹ್ನೆ)
লক্ষ্য প্রতীক,ಗುರಿ ಚಿಹ್ನೆ
বায়ুবাহিত কম্পিউটার সিস্টেম,ವಾಯುಗಾಮಿ ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆ
বীজগণিত ইগেনভ্যালু সমস্যা,ಬೀಜಗಣಿತ ಐಜೆನ್ವಾಲ್ಯು ಸಮಸ್ಯೆ
বীজগণিত  মিশ্রণ,ಬೀಜಗಣಿತದ  ಏಕೀಕರಣ
বীজগণিত ভাষা,ಬೀಜಗಣಿತದ ಭಾಷೆ
বীজগণিত হেরফের,ಬೀಜಗಣಿತದ ಕುಶಲ
বীজগণিত ম্যানিপুলেশন ভাষা,ಬೀಜಗಣಿತದ ಕುಶಲ ಭಾಷೆ
বীজগণিতমুখী ভাষা,ಬೀಜಗಣಿತ ಆಧಾರಿತ ಭಾಷೆ
বীজগণিত শিফট,ಬೀಜಗಣಿತದ ಶಿಫ್ಟ್
বীজগণিত সাইন কনভেনশন,ಬೀಜಗಣಿತ ಚಿಹ್ನೆ ಸಮಾವೇಶ
অ্যালগল,ಪಾಚಕ
অ্যালগল বৈশিষ্ট্য,ಆಲ್ಗೋಲ್ ವೈಶಿಷ್ಟ್ಯ
অ্যালগল প্রোগ্রামিং,ಅಲ್ಗೋಲ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
অ্যালগরিদম,ಅಲ್ಗಾರಿದಮ್
অ্যালগরিদম সহযোগী ভাষা,ಅಲ್ಗಾರಿದಮ್ ಸಹಾಯಕ ಭಾಷೆ
অ্যালগরিদম শ্রেণিবিন্যাস,ಅಲ್ಗಾರಿದಮ್ ವರ್ಗೀಕರಣ
অ্যালগরিদম জটিলতা,ಅಲ್ಗಾರಿದಮ್ ಸಂಕೀರ್ಣತೆ
অ্যালগরিদম গণনাযোগ্যতা,ಅಲ್ಗಾರಿದಮ್ ಗಣನೀಯತೆ
অ্যালগরিদমিক বিশ্লেষণ,ಕ್ರಮಾವಧಿಕ ವಿಶ್ಲೇಷಣೆ
অ্যালগরিদমিক পদ্ধতির,ಕ್ರಮಾವಧಿಕ ವಿಧಾನ
অ্যালগরিদমিক ভাষা,ಕ್ರಮಬದ್ಧ ಭಾಷೆ
অ্যালগরিদমিক রুটিন,ಅಲ್ಗಾರಿದಮಿಕ್ ವಾಡಿಕೆಯ
অ্যালগরিদমিক তত্ত্ব,ಕ್ರಮಾವಧಿಕ ಸಿದ್ಧಾಂತ
ওরফে,ಅಲಿಯಾಸ್
এলিয়াসিং,ಅಲಿಯಾಸೆ
ওরফে নাম (= বিকল্প নাম),ಅಲಿಯಾಸ್ ಹೆಸರು (= ಪರ್ಯಾಯ ಹೆಸರು)
প্রান্তিককরণ,ಜೋಡಣೆ
বরাদ্দ,ನಿಯೋಜಿಸು
বরাদ্দ কাঠামো,ಹಂಚಿಕೆ ರಚನೆ
সমস্ত উদ্দেশ্যমূলক কম্পিউটার,ಎಲ್ಲಾ ಉದ್ದೇಶದ ಕಂಪ್ಯೂಟರ್
বর্ণমালা চরিত্র,ವರ್ಣಮಾಲೆಯ ಪಾತ್ರ
বর্ণমালা চরিত্র সেট,ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರಗಳ ಸೆಟ್
বর্ণমালা চরিত্রের সাবসেট,ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರ ಉಪವಿಭಾಗ
বর্ণমালা কোড,ವರ್ಣಮಾಲೆ ಸಂಕೇತ
বর্ণমালা শিফট,ವರ್ಣಮಾಲೆ ಶಿಫ್ಟ್
বর্ণমালা স্ট্রিং,ವರ್ಣಮಾಲೆಯ ದಾರ
বর্ণমালা শব্দ,ವರ್ಣಮಾಲೆ ಪದ
বর্ণমালা,ವರ್ಣಮಾಲೆ
আলফেজোমেট্রিক্স,ಆಲ್ಫೇಜೀಟ್ರಿಕ್ಸ್
বর্ণমালা,ಆಲ್ಫಾಮನ
আলফামোসাইক,ವರ್ಣಮಾಲೆಯ
বর্ণমালা,ವರ್ಣಮಾಲೆಯ
আলফানুমারিকাল কীবোর্ড ডিভাইস,ಆಲ್ಫಾನ್ಯೂಮರಿಕಲ್ ಕೀಬೋರ್ಡ್ ಸಾಧನ
আলফানিউমেরিক চরিত্র সেট,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಅಕ್ಷರ ಸೆಟ್
আলফানিউমেরিক কোড,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೋಡ್
আলফানিউমেরিক কোডেড চরিত্র সেট,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೋಡೆಡ್ ಅಕ್ಷರ ಸೆಟ್
আলফানিউমেরিক ডেটা,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಡೇಟಾ
আলফানিউমেরিক ডিসপ্লে ডিভাইস,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಪ್ರದರ್ಶನ ಸಾಧನ
আলফানিউমেরিক সম্পাদিত চরিত্র,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಸಂಪಾದಿತ ಪಾತ್ರ
আলফানিউমেরিক ফিল্ড,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕ್ಷೇತ್ರ
বর্ণমালা নির্দেশ,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಸೂಚನೆ
আলফানিউমেরিক কীবোর্ড,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀಬೋರ್ಡ್
আলফানিউমেরিক বাছাই,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ವಿಂಗಡಣೆ
আলফানিউমেরিক স্টোরেজ,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಸಂಗ್ರಹ
পরিবর্তনযোগ্য মেমরি,ಬದಲಾಯಿಸಬಹುದಾದ ಮೆಮೊರಿ
পরিবর্তন সুইচ,ಬದಲಾವಣೆ ಸ್ವಿಚ್
পরিবর্তন,ಬದಲಾಯಿಸುವ
পরিবর্তন মোড,ಬದಲಾದ ಮೋಡ್
বিকল্প পুনরুদ্ধার,ಪರ್ಯಾಯ ಚೇತರಿಕೆ
বিকল্প রুট,ಪರ್ಯಾಯ ಮಾರ್ಗ
বিকল্প রাউটিং,ಪರ್ಯಾಯ ರೂಟಿಂಗ್
বিকল্প ট্র্যাক,ಪರ್ಯಾಯ ಟ್ರ್ಯಾಕ್
বিকল্প (= বা অপারেশন),ಪರ್ಯಾಯ (= ಅಥವಾ ಕಾರ್ಯಾಚರಣೆ)
বিকল্প বৈশিষ্ট্য,ಪರ್ಯಾಯ ಗುಣಲಕ್ಷಣ
বিকল্প অস্বীকার (= না-অপারেশন),ಪರ್ಯಾಯ ನಿರಾಕರಣೆ (= ಅಲ್ಲ ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ)
অস্পষ্টতা ত্রুটি,ಅಸ್ಪಷ್ಟ ದೋಷ
অস্পষ্ট রেফারেন্স,ಅಸ್ಪಷ್ಟ ಉಲ್ಲೇಖ
অ্যানালগ,ಜರುಗೋಲು
অ্যানালগ অ্যাডার,ಅನಾಲಾಗ್
অ্যানালগ চ্যানেল,ಅನಾನುಕೂಲ ಚಾನೆಲ್
অ্যানালগ কম্পিউটার,ಅನಾನುಕೂಲ ಕಂಪ್ಯೂಟರ್
অ্যানালগ রূপান্তরকারী,ಅನಾನುಕೂಲ ಪರಿವರ್ತಕ
অ্যানালগ ডেটা,ಅನಲಾಗ್ ಡೇಟಾ
অ্যানালগ বিভাজক,ಅನನುಕಿನ ವಿಭಾಜಕ
অ্যানালগ সুবিধা টার্মিনাল,ಅನಲಾಗ್ ಫೆಸಿಲಿಟಿ ಟರ್ಮಿನಲ್
অ্যানালগ ফাংশন  জেনারেটর,ಅನಾನುಕೂಲ ಕಾರ್ಯ  ಉತ್ಪಾದಕ
অ্যানালগ ইন্টিগ্রেশন,ಅನಲಾಗ್ ಏಕೀಕರಣ
অ্যানালগ গুণক,ಸೋಗು ಗುಣಕ
অ্যানালগ প্রোগ্রামিং,ಅನಲಾಗ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
অ্যানালগ স্কেলিং,ಅನನುಕಿನ ಸ್ಕೇಲಿಂಗ್
এনালগ সংকেত,ಅನಾಲಾಗ್ ಸಂಕೇತ
অ্যানালগ সিমুলেশন,ಸಿಮ್ಯುಲೇಶನ್
অ্যানালগ সুইচ,ಅನಲಾಗ್ ಸ್ವಿಚ್
অ্যানালগ সিস্টেম,ಅನಾಲಾಗ್ ವ್ಯವಸ್ಥೆ
ডিজিটাল অ্যানালগ  রূপান্তরকারী,ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್  ಪರಿವರ್ತಕ
ডিজিটাল অ্যানালগ  এনকোডার,ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್  ಸ್ಥಳಾಂತರಕ
অ্যানালগ সংক্রমণ,ಅನಾಲಿಕೆ ಹರಡುವಿಕೆ
অ্যানালগ প্রকার,ಅನಾಲಾಗ್ ಪ್ರಕಾರ
বিশ্লেষণ ব্লক,ವಿಶ್ಲೇಷಣೆ
বিশ্লেষণ মোড,ವಿಶ್ಲೇಷಣೆ ವಿಧಾನ
বিশ্লেষণাত্মক ইঞ্জিন,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಎಂಜಿನ್
পৈতৃক কাজ,ಪೂರ್ವಜರ ಕಾರ್ಯ
আনুষঙ্গিক সরঞ্জাম,ಪೂರಳು ಉಪಕರಣಗಳು
এবং,ಮತ್ತು
এবং সার্কিট,ಮತ್ತು ಸರ್ಕ್ಯೂಟ್
এবং উপাদান,ಮತ್ತು ಅಂಶ
এবং গেট,ಮತ್ತು ಗೇಟ್
এবং মাস্কিং,ಮತ್ತು ಮರೆಮಾಚುವಿಕೆ
এবং অপারেশন নয় (= বর্জন,ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ ಅಲ್ಲ (= ಹೊರಗಿಡುವಿಕೆ
এবং অপারেশন,ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ
সংযুক্তি স্মৃতি,ಅನೆಕ್ಸ್ ಸ್ಮರಣೆ
টীকা,ಟಿಪ್ಪಣಿ
ঘোষণা,ಮೊಳಕೆ
উত্তর পাঠাও,ಮತ್ತೆ ಉತ್ತರಿಸಿ
উত্তর দেরি,ಉತ್ತರ ವಿಳಂಬ
উত্তর সময়,ಸಮಯಕ್ಕೆ ಉತ್ತರಿಸುವುದು
উত্তর প্রদীপ,ಉತ್ತರ ದೀಪ
উত্তর তালিকা,ಉತ್ತರ ಪಟ್ಟಿ
শুধুমাত্র উত্তর,ಉತ್ತರ ಮಾತ್ರ
প্রত্যাশা মোড,ನಿರೀಕ್ಷೆಯ ಕ್ರಮ
প্রত্যাশিত বাফারিং,ನಿರೀಕ್ಷಿತ ಬಫರಿಂಗ್
প্রত্যাশিত বহন,ನಿರೀಕ್ಷಿತ ಸಾಗಣೆ
