Gujarati,Kannada
ધ્વનિ વિલંબ રેખા,ಅಕೌಸ್ಟಿಕ್ ವಿಳಂಬ ರೇಖೆ
ધ્વનિની વિકૃતિ,ಅಕೌಸ್ಟಿಕ್ ಅಸ್ಪಷ್ಟತೆ
શ્રવણ નલિક,ಅಕೌಟಿಕಲ್ ನಾಳ
શ્રવણશક્તિ,ಅಕೌಟಿಕಲ್ ಶಕ್ತಿ
શ્રવણશક્તિ,ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ
શ્રદ્ધ ફિલ્ટર,ಕೊಳೆತ ಫಿಲ್ಟರ್
શ્રવણનો અવરોધ,ಕೊಳೆತ ಪ್ರತಿರೋಧ
ધ્વનિ -પ્રચાર,ಅಕೌಸ್ಟಿಕ್ ಪ್ರಸರಣ ಸ್ಥಿರ
શ્રવણ પ્રતિકાર,ಅಕೌಟಿಕಲ್ ಪ್ರತಿರೋಧ
ધ્વનિભ્રમણાથી ઇન્સ્યુલેટેડ,ಅಕೌಸ್ಟಿಕ್ ವಿಂಗಡಣೆಯ
ધ્વનિશાસ્ત્ર,ಸ್ರವಿಸುವ
સંપાદન,ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು
ટૂંકાક્ષર,ಸಂಕ್ಷಿಪ್ತ ರೂಪ
કાર્યવાહી ક્ષેત્ર,ಕಾರ್ಯ ಪ್ರದೇಶ
સક્રિય ફિલામેન્ટ,ಸಕ್ರಿಯ ತಂತು
સક્રિય,ಸಕ್ರಿಯ
સક્રિય ક્ષેત્ર,ಸಕ್ರಿಯ ಪ್ರದೇಶ
સક્રિય બારી,ಸಕ್ರಿಯ ಕಿಟಕಿ
અનુકૂલનક્ષમતા,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
એડેપ્ટર (એડેપ્ટર),ಅಡಾಪ್ಟರ್ (ಅಡಾಪ್ಟರ್)
અનુકૂલનશીલ વિભેદક પલ્સ મોડ્યુલેશન,ಅಡಾಪ್ಟಿವ್ ಡಿಫರೆನ್ಷಿಯಲ್ ಪಲ್ಸ್ ಕೋಡ್ ಮಾಡ್ಯುಲೇಷನ್
સરનામા પુસ્તિકા,ವಿಳಾಸ ಪುಸ್ತಕ
સરનાવ બસ,ವಿಳಾಸ ಬಸ್
ઠરાવ,ವಿಳಾಸ ಪರಿಹಾರ
સંલગ્ન ચેનલ દખલ,ಪಕ್ಕದ ಚಾನಲ್ ಹಸ್ತಕ್ಷೇಪ
સંલગ્ન ચેનલ પસંદગી,ಪಕ್ಕದ ಚಾನಲ್ ಆಯ್ಕೆ
સંલગ્ન આવર્તન,ಪಕ್ಕದ ಆವರ್ತನ
સંલગ્ન આવર્તન ચેનલ,ಪಕ್ಕದ ಆವರ್ತನ ಚಾನಲ್
અડીને ચિત્ર વાહક,ಪಕ್ಕದ ಚಿತ್ರ ವಾಹಕ
અડીને ધ્વનિ વાહક,ಪಕ್ಕದ ಧ್ವನಿ ವಾಹಕ
સંલગ્ન મથક,ಪಕ್ಕದ ನಿಲ್ದಾಣ
ગોઠવણપાત્ર,ಹೊಂದಿಸಲಾಗುವ
ગોઠવણપાત્ર કન્ડેન્સર,ಹೊಂದಾಣಿಕೆ ಕಂಡೆನ್ಸರ್
ગોઠવણ,ಒತ್ತಡವನ್ನು ಹೊಂದಿಸುವುದು
સમાયોજન,ವ್ರೆಂಚ್ ಹೊಂದಿಸಲಾಗುತ್ತಿದೆ
સમાયોજન,ಹೊಂದಾಣಿಕೆ
વહીવટકર્તા,ನಿರ್ವಾಹಕ
અદ્યતન ટેકનોલોજી,ಸುಧಾರಿತ ತಂತ್ರಜ್ಞಾನ
હવાઈ,ವೈಮಾನಿಕ
હવાઈ ​​એરે,ವೈಮಾನಿಕ ರಚನೆ
હવાઈ ​​બૂસ્ટર,ವೈಮಾನಿಕ ಬೂಸ್ಟರ್
હવાઈ ​​પ્રવાહ,ವೈಮಾನಿಕ ಪ್ರವಾಹ
હવાઈ ​​કમાણી સ્વીચ,ವೈಮಾನಿಕ ಅರ್ಥಿಂಗ್ ಸ್ವಿಚ್
હવાઈ ​​કાર્યક્ષમતા,ವೈಮಾನಿಕ ದಕ್ಷತೆ
હવાઈ ​​અવરોધ,ವೈಮಾನಿಕ ಪ್ರತಿರೋಧ
હવાઈ ​​લિટક્શન,ವೈಮಾನಿಕ ಪ್ರಚೋದನೆ
હવાઈ ​​ઇન્સ્યુલેટર,ವೈಮಾನಿಕ ಅವಾಹಕ
હવાઈ ​​લોડિંગ કોઇલ,ವೈಮಾನಿಕ ಲೋಡಿಂಗ್ ಕಾಯಿಲ್
હવાઈ ​​ફોટોગ્રાફી,ವೈಮಾನಿಕ ography ಾಯಾಗ್ರಹಣ
હવાઈ ​​શક્તિ,ವೈಮಾನಿಕ ಶಕ್ತಿ
હવાઈ ​​કિરણોત્સર્ગ,ವೈಮಾನಿಕ ವಿಕಿರಣ ಮರುಪರಿಶೀಲನೆ
હવાઈ ​​પ્રતિક્રિયા,ವೈಮಾನಿಕ ಪ್ರತಿಕ್ರಿಯಾತ್ಮಕ
વાયુમિશ્રણશાસ્ત્ર,ಧಾರ್ಮಿಕತೆ
સંસ્થા,ವಾಗ್ದಾನ
હવાઈ ​​સંકોચન,ವಾಯು ಸಂಕೋಚಕ
હવાઈ ​​કન્ડેન્સર,ವಾಯುಮಂಡಲ
હવાઈ ​​ઠંડુ,ಗಾಳಿ ತಣ್ಣಗಾಯಿತು
હવાઈ ​​બાંધેલી કોથળી,ಏರ್ ಕೋರ್ಡ್ ಕಾಯಿಲ್
વાતાનુકૂલન,ಹವಾನಿಯಂತ್ರಣ
અલ્બેડો,ಪಂಥದ
અલ્ગોરિધમનો,ಅಲ್ಗಾರಿದಮ್
પરવાના,ಅಲಿಯಾಸೆ
સંલગ્ન,ಜೋಡಣೆ
ગોઠવણી,ಜೋಡಣೆ
બધા તરંગ હવાઈ,ಎಲ್ಲಾ ತರಂಗ ವೈಮಾನಿಕ
ફાળવણી,ಮನವಸಿಕೆ
વર્ણાનુક્રમ,ವರ್ಣಮಾಲೆಯ
મૂર્તિમંત,ವರ್ಣಮಾಲೆಯ
વર્ણ -અક્ષર,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಪಾತ್ರ
વર્ણ -મૂર્તિમંત માહિતી,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಮಾಹಿತಿ
વૈકલ્પિક વર્તમાન (એ.સી.),ಪರ್ಯಾಯ ಪ್ರವಾಹ (ಎ.ಸಿ.)
એકાંતરણ,ಪರ್ಯಾಯ
પરાકારી,ಆವರ್ತಕ
Altંચાઈ,ಎತ್ತರ
અનુગામી alt ંચાઇ,ಅಪೊಗೀ ಎತ್ತರ
પેરગીની alt ંચાઇ,ಪೆರಿಜಿಯ ಎತ್ತರ
કલાપ્રેમી રેડિયો સંચાર,ಹವ್ಯಾಸಿ ರೇಡಿಯೋ ಸಂವಹನ
વાતાવરણ,ಒಳಭಾಗ
આજુબાજુના માઇક્રોફોન,ವಾತಾವರಣ ಮೈಕ್ರೊಫೋನ್
આસપાસની શરત,ಸುತ್ತುವರಿದ ಸ್ಥಿತಿ
આસપાસની આજુબાજુની પ્રકાશ,ಸುತ್ತುವರಿದ ಬೆಳಕು
આજુબાજુનો અવાજ,ಸುತ್ತುವರಿದ ಶಬ್ದ
આસપાસનું તાપમાન,ಹೊರಗಿನ ತಾಪಮಾನ
અમેરિકન માનક સંહિતા,ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕೋಡ್
ષડયંત્ર,ಒಂದು ಬಗೆಯ ಕಂತು
Amાંદું મીટર,ಕಪಾಟಿ ಮೀಟರ್
વિસ્તૃત કરવું તે,ವರ್ಧನೆ
વિસ્તૃત પરિબળ,ವರ್ಧನೆ ಅಂಶ
પ્રવેધક,ಉಲ್ಬಣಕ
વિપુલ લાભ,ಆಂಪ್ಲಿಫಯರ್ ಗಳಿಕೆ
એમ્પ્લીફાયર અવાજ,ವರ್ಧಕ ಶಬ್ದ
વિસ્તૃત સાધનસામગ્રી,ಉಪಕರಣಗಳನ್ನು ವರ್ಧಿಸುವುದು
ક્લીસ્ટ્રોનને વિસ્તૃત કરવું,ಕ್ಲೈಸ್ಟ್ರಾನ್ ಅನ್ನು ವರ್ಧಿಸುವುದು
વિસ્તૃત એકમ,ವರ್ಧಿಸುವ ಘಟಕ
કંપનવિસ્તાર,ವೈಶಾಲ್ಯ
કંપનવિસ્તારની વિકૃતિ,ವೈಶಾಲ್ಯ ಅಸ್ಪಷ್ಟತೆ
કંપનવિસ્તાર,ವೈಶಾಲ್ಯ ವಿಹಾರ
કંપનવિસ્તાર પરિબળ,ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಫ್ಯಾಕ್ಟರ್
મર્યાદિત મર્યાદા,ವೈಶಾಲ್ಯ
કંપનવિસ્તાર -મોડ્યુલેટેડ,ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಮಾಡ್ಯುಲೇಟೆಡ್
કંપનલી -મોડ્યુલેશન,ವೈಶಾಲ್ಯ
એનાલોગ (એનાલોગ),ಅನಲಾಗ್ (
એનાશ,ಸರ್ಕ್ಯೂಟ್
એનાલોગ કમ્પ્યુટર,ಅನಾನುಕೂಲ ಕಂಪ್ಯೂಟರ್
એનાલોગ રેડિયો આવર્તન ચેનલ માટે એનાલોગ રેડિયો આવર્તન ચેનલ,ಅನಲಾಗ್ ರೇಡಿಯೋ ಆವರ್ತನ ಚಾನಲ್
મનોલોગ પ્રતિનિધિત્વ,ಸಾದೃಶ್ಯ ನಿರೂಪಣೆ
એનાલોગ સંકેત,ಅನಾಲಾಗ್ ಸಂಕೇತ
ડિજિટલથી એનાલોગ,ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್
ડિજિટલ કન્વર્ટર માટે એનાલોગ,ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕಕ್ಕೆ ಅನಲಾಗ್
એટાલી -વિડિઓ,ಅನಾನುಕೂಲ ವಿಡಿಯೋ
સમાન,ಹೋಲುವ
સાદ્રશ્ય,ಸಾದೃಶ್ಯ
વિશ્લેષણ,ವಿಶ್ಲೇಷಣೆ
આંકડા,ಡೇಟಾದ ವಿಶ್ಲೇಷಣೆ
વિશ્લેષણાત્મક ઘનતા,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಸಾಂದ್ರತೆ
વિશ્લેષણ કરવું,ವಿಶ್ಲೇಷಿಸು
વિશ્લેષક,ವಿಶ್ಲೇಷಕ
સૌધિતિક સાધનસામગ્રી,ಪೂರಕ ಉಪಕರಣಗಳು
અને દરવાજો,ಮತ್ತು ಗೇಟ್
ખાત્ય ખૂણા,ಘರ್ಷಣೆಯ ಕೋನ
ધ્રુવીકરણ ખૂણા,ಧ್ರುವೀಕರಣದ ಕೋನ
પરિભ્રમણ,ತಿರುಗುವಿಕೆಯ ಕೋನ
એંગસ્ટ્રોમ (Å),ಆಂಗ್‌ಸ್ಟ್ರಾಮ್ (Å)
કોણીય,ಕೋನೀಯ
કોતરણી પ્રવેગક,ಕೋನೀಯ ವೇಗವರ್ಧನೆ
કોતરણી સમન્વય,ಕೋನೀಯ ಸಮನ್ವಯ
કોતરણી,ಕೋನೀಯ ವಿಚಲನ
કોમણ -ફેલાવો,ಕೋನೀಯ ಪ್ರಸರಣ
કોણીય વિસ્થાપન,ಕೋನೀಯ ಸ್ಥಳಾಂತರ
કોણીય ભૂલ,ಕೋನೀಯ ದೋಷ
કોણીય આવર્તન,ಕೋನೀಯ ಆವರ್ತನ
કોતરણી ગતિ,ಕೋನೀಯ ಆವೇಗ
કોણીય ગતિ,ಕೋನೀಯ ಚಲನೆ
કોતરણી વેગ,ಕೋನೀಯ ವೇಗ
પ્રસન્નતા,ಅನೆ
એનોડ,ಆವರಣ
એનોડ બ batteryણ,ಆನೋಡ್ ಬ್ಯಾಟರಿ
એનોડ લાક્ષણિકતા,ಆನೋಡ್ ವಿಶಿಷ್ಟ ಲಕ್ಷಣಗಳು
એનોડ સર્કિટ,ಆಂಡ್ಹ್ಯೋಡ್ ವೃತ್ತ
એનોડ વિઘટન,ಆನೋಡ್ ಹರಡುವಿಕೆ
એનોડ કાર્યક્ષમતા,ಆನೋಡ್ ದಕ್ಷತೆ
એનોડ ઇનપુટ પાવર,ಆನೋಡ್ ಇನ್ಪುಟ್ ಶಕ್ತಿ
એનોડ મોડ્યુલેશન,ಆನೋಡ್ ಮಾಡ್ಯುಲೇಷನ್
એન્ટેના,ಆನಂತಾ
એન્ટેના બીમવિડ્થ,ಆಂಟೆನಾ ಬೀಮ್‌ವಿಡ್ತ್
એન્ટેના,ಆಂಟೆನಾ ಬೂಸ್ಟರ್
એન્ટેના ચેન્જઓવર સ્વીચ,ಆಂಟೆನಾ ಚೇಂಜ್ಓವರ್ ಸ್ವಿಚ್
કોઇ,ಆಂಟೆನಾ ಕಾಯಿಲ್
એન્ટેના રૂપરેખાંકન,ಆಂಟೆನಾ ಸಂರಚನೆ
એન્ટેના કપડા,ಆಂಟೆನಾ ಸಹಕ
એન્ટેના ક્રોસ ધ્રુવીય પદ્ધતિ,ಆಂಟೆನಾ ಕ್ರಾಸ್ ಪೋಲಾರ್ ಪ್ಯಾಟರ್ನ್
એન્ટેના પ્રવાહ,ಪ್ರವಾಹ
એન્ટેના નિર્દેશન લાભ,ಆಂಟೆನಾ ನಿರ್ದೇಶನ ಲಾಭ
એન્ટેના ડુપ્લેક્સર,ಆಂಟೆನಾ ಡ್ಯುಪ್ಲೆಕ್ಸರ್
એન્ટેના અસરકારક ક્ષેત્ર,ಆಂಟೆನಾ ಪರಿಣಾಮಕಾರಿ ಪ್ರದೇಶ
વૈશ્વિક કાર્યક્ષમતા,ಆಂಟೆನಾ ದಕ್ಷತೆ
એન્ટેના ફીડ,ಆಂಟೆನಾ ಫೀಡ್
એન્ટેના પગની છાપ,ಆಂಟೆನಾ ಕಾಲು ಮುದ್ರಣ
એન્ટેના લાભ,ಆಂಟೆನಾ ಗಳಿಕೆ
એન્ટેના height ંચાઇ,ಆಂಟೆನಾ ಎತ್ತರ
એન્ટેના અવરોધ,ಪ್ರತಿರೋಧ
એન્ટેના,ಆಂಟೆನಾ ಪ್ರಚೋದನೆ
એન્ટેનાનો દાખલો,ಆಂಟೆನಾ ಮಾದರಿ
એન્ટેના નાવિક,ಪತಂಗ
એન્ટેના ધ્રુવીકરણ,ಆಂಟೆನಾ ಧ್ರುವೀಕರಣ
એન્ટેના શક્તિ,ಆಂಟೆನಾ ಶಕ್ತಿ
એન્ટેના વીજળી લાભ,ಆಂಟೆನಾ ವಿದ್ಯುತ್ ಲಾಭ
એન્ટેના રેડિયેશન પ્રતિકાર,ಆಂಟೆನಾ ವಿಕಿರಣ ಪ್ರತಿರೋಧ
એન્ટેના પ્રતિક્રિયા,ಆಂಟೆನಾ ಪ್ರತಿಕ್ರಿಯೆ
એન્ટેના પરાવર્તક,ಆಂಟೆನಾ ಪ್ರತಿಫಲನ
એન્ટેના પ્રતિકાર,ಆಂಟೆನಾ ಪ್ರತಿರೋಧ
એન્ટેના પડઘો આવર્તન,ಆಂಟೆನಾ ಪ್ರತಿಧ್ವನಿಸುವ ಆವರ್ತನ
એન્ટેના અંતર,ಆಂತರಿಕ ಅಂತರ
એન્ટેના સ્વિચિંગ રૂમ,ಆಂಟೆನಾ ಸ್ವಿಚಿಂಗ್ ರೂಮ್
એન્ટેના ટ્યુનિંગ કોઇલ,ಆಂಟೆನಾ ಟ್ಯೂನಿಂಗ್ ಕಾಯಿಲ್
એન્ટેના ટ્યુનિંગ ઝૂંપડી,ಆಂಟೆನಾ ಟ್ಯೂನಿಂಗ್ ಹಟ್
છિદ્ર,ದ್ಯುತಿರಂಧ್ರ
પ્રાણઘાતક,ಮಂಜುಗಡ್ಡೆಯ
અજેતા રોકેટ,ಕಟಾ ರಾಕೆಟ್
ઉપકરણ,ಉಪಕರಣ
સ્પષ્ટ,ಸ್ಪಷ್ಟ
સાદડી,ರಭಸ
નિયમ,ಅನ್ವಯಿಸು
આશરે,ಅಂದಾಜು
જળસ,ಅಕ್ವೌಸ್ ಪರಿಹಾರ
ચાપ,ಚಾಪ
સ્થાપત્ય,ವಾಸ್ತುಶಿಲ್ಪಿ
ધ્વનિ રેકોર્ડિંગનું આર્કાઇવલ ટ્રાન્સફર,ಧ್ವನಿ ರೆಕಾರ್ಡಿಂಗ್ ಆರ್ಕೈವಲ್ ವರ್ಗಾವಣೆ
દફ્તર,ಆರ್ಕೈವ್ಸ್
અંકગણિત કોડિંગ,ಅಂಕಗಣಿತದ ಕೋಡಿಂಗ್
હાથ,ಶಸ್ತ್ರಾಸ್ತ್ರ
આર્મચર વિન્ડિંગ,ಆರ್ಮೇಚರ್ ವಿಂಡಿಂಗ್
કળ,ರಂಗ
કરચલો,ಬಂಧಕ
સ્પષ્ટીકરણ,ಉಚ್ಚ್ಯ
આર્ટિફેક્ટ (= આર્ટિફેક્ટ),ಕಲಾಕೃತಿ (= ಕಲಾಕೃತಿ)
ચડતું,ಏರಿಕೆ
પાસા ગુણોત્તર,ಶೋಧ ಅನುಪಾತ
ભેગા કરનાર,ಷೋಬರೆ
નિશ્ચય,ಪ್ರತಿಪಾದಿಸುವುದು
સોંપણી,ನಿಯೋಜನೆ
નાબૂદ,ನಿಯೋಜನೆ ಚಾನೆಲ್
અસમપ્રમાણ,ಅಸಮ್ಮತಿಗೆ ಸಂಬಂಧಿಸಿದ
અસુમેળવાળું,ಅಸಮಕಾಲಿಕ
વાતાવરણ,ವಾತಾವರಣ
વાતાવરણીય નુકસાન,ವಾತಾವರಣದ ನಷ್ಟ
વાતાવરણીય અવાજ,ವಾತಾವರಣದ ಶಬ್ದ
વાતાવરણ નુ દબાણ,ವಾತಾವರಣದ ಒತ್ತಡ
વાતાવરણીય પ્રચાર,ವಾತಾವರಣದ ಪ್ರಸರಣ
વાતાવરણીય તરંગ,ವಾತಾವರಣದ ರೇಡಿಯೋ ತರಂಗ
વાતાવરણીય,ವಾತಾವರಣದ
અણુ,ಪರಮಾಣು
અણુનું માળખું,ಪರಮಾಣು ರಚನೆ
જોડાણ,ಬಾಂಧಾಣ
વ્યવહાલ,ಗಮನ
અંતરચળી,ಅಟೆನ್ಯೂಯೇಷನ್ ​​ನಷ್ಟ
ધ્વનિ તરંગો,ಧ್ವನಿ ತರಂಗಗಳ ಅಟೆನ್ಯೂಯೇಷನ್
હલકાઈ કરનાર,ಕೈಗೆಟುಕುವವನು
વિકેન્દ્ર,ಅಟೆಂಡು-ಪ್ಯಾಡ್
શ્રદ્ધાળુ થ્રેશોલ્ડ,ಶ್ರದ್ಧೆಯ ಮಿತಿ
શ્રાવ્ય,ಶ್ರವ್ಯ
શ્રાવ્ય આવર્તન,ಶ್ರವ್ಯ ಆವರ್ತನ
શિરદર્શક સ્વર,ಶ್ರವ್ಯ ಸ್ವರ
શિરદર્શક,ಸ್ವಸಾಧ್ಯ
શ્રોતા,ಪ್ರೇಕ್ಷಕರು
Audડિસ,ಆವಿಷ್ಕಾರ
Audio ડિઓ એમ્પ્લીફાયર,ಆಡಿಯೊ ಆಂಪ್ಲಿಫೈಯರ್
Audio ડિઓ વિશ્લેષક,ಆಡಿಯೊ ವಿಶ್ಲೇಷಕ
Audio ડિઓ બ્રોડકાસ્ટિંગ,ಆಡಿಯೊ ಪ್ರಸಾರ
Audષધિસનું aution ડિઓબલ,ಆಡಿಯೊ ಕೇಬಲ್
શાસ્ત્ર,ಆಡಿಯೊ ಸರಪಳಿ
કડકા,ಆಡಿಯೊ ಕೋಡೆಕ್
Audતુ),ಆಡಿಯೊ ಸಂಕೋಚನ
કોમ્પ્રેસર,ಆಡಿಯೊ ಸಂಕೋಚಕ
Audio ડિઓ કન્સોલ,ಆಡಿಯೊ ಕನ್ಸೋಲ್
Audio ડિઓની વિકૃતિ,ಆಡಿಯೊ ಅಸ್ಪಷ್ಟತೆ
Dynamડિસ,ಆಡಿಯೊ ಡೈನಾಮಿಕ್ ಶ್ರೇಣಿ
Audio ડિઓ ફાઇલ ફોર્મેટ,ಆಡಿಯೊ ಫೈಲ್ ಸ್ವರೂಪ
Audio ડિઓ ફ્રેમ ફોર્મેટ,ಆಡಿಯೊ ಫ್ರೇಮ್ ಸ್ವರೂಪ
Audio ડિઓ આવર્તન એમ્પ્લીફાયર,ಆಡಿಯೊ ಆವರ್ತನ ಆಂಪ್ಲಿಫಯರ್
Audio ડિઓ આવર્તન જનરેટર,ಆಡಿಯೊ ಆವರ್ತನ ಜನರೇಟರ್
Audio ડિઓ આવર્તન શ્રેણી,ಆಡಿಯೊ ಆವರ್ತನ ಶ್ರೇಣಿ
Audio ડિઓ આવર્તન પ્રતિસાદ,ಆಡಿಯೊ ಆವರ್ತನ ಪ್ರತಿಕ್ರಿಯೆ
સત્તાધિકારી,ಆವಿಷ್ಕಾರದ ಮಿತಿ
Audષધિ,ಆಡಿಯೊ ಮಾರ್ಗ
Audડિસર,ಆಡಿಯೊ ಮಿಕ್ಸರ್
Audio ડિઓ મોડ્યુલેશન,ಆಡಿಯೊ ಮಾಡ್ಯುಲೇಷನ್
ઓડિસ -ઓસિલેટર,ಆವಿಭರಣ
Audio ડિઓ આઉટપાત,ಆಡಿಯೊ ಉತ್ಪಾದನೆ
Auth ડિઓ સત્તાની સત્તા,ಆಡಿಯೊ ಶಕ್ತಿ
કવિતા,ಆಡಿಯೊ ಗುಣಮಟ್ಟ
શ્રદ્ધા,ಆಡಿಯೊ ಸಂಕೇತ
Audio ડિઓ સિગ્નલ પ્રક્રિયા,ಆಡಿಯೊ ಸಿಗ್ನಲ್ ಸಂಸ್ಕರಣೆ
Audio ડિઓ સ્પેક્ટ્રમ,ಆಡಿಯೊ ವರ್ಣಪಟಲ
Audio ડિઓ સંગ્રહ,ಆಡಿಯೊ ಸಂಗ್ರಹಣೆ
Audડિસ,ಆಡಿಯೊ ಉಪನಾಮ
ઈડનીસ પરિશ્રમ,ಆಡಿಯೊ ಪರಿವರ್ತಕ
Audio ડિઓ ટ્રાન્સમીટર,ಆಡಿಯೊ ಟ್ರಾನ್ಸ್ಮಿಟರ್
Audio ડિઓ/વિડિઓ કમ્પ્રેશન,ಆಡಿಯೋ/ವಿಡಿಯೋ ಸಂಕೋಚನ
Audડ-આવર્તન ઓસિલેટર,ಆಡಿಯೊ ಆವರ್ತನ ಆಂದೋಲಕ
પુનરાવર્તન સંકેત,ಆವರ್ತನ ಆವರ್ತನ ಸಂಕೇತ
કવિતા,ಆಲಿಕಲ್ಲು ಮಾಪನ
વિઝ્યુઅલી સહાય,ಆಡಿಯೋ ದೃಶ್ಯ ಸಹಾಯ
ઉપદેશની ધારણા,ಶ್ರವಣೇಂದ್ರಿಯ ಗ್ರಹಿಕೆ
પ્રમાણીકરણ,ದೃentೀಕರಣ
અધિકૃત વાહક આવર્તન,ಅಧಿಕೃತ ವಾಹಕ ಆವರ್ತನ
ઓટો કેડ,ಆಟೋ ಸಿಎಡಿ
સ્વત -નિદાન,ಸ್ವಯಂ ರೋಗನಿರ್ಣಯ
સ્વચાલિત,ಸ್ವಯಂಚಾಲಿತ
સ્વચાલિત નિયંત્રણ,ಸ್ವಯಂಚಾಲಿತ ನಿಯಂತ್ರಣ
સ્વચાલિત તપાસ,ಸ್ವಯಂಚಾಲಿತ ಪತ್ತೆ
સ્વચાલિત સાધનો,ಸ್ವಯಂಚಾಲಿತ ಉಪಕರಣಗಳು
સ્વચાલિત આવર્તન નિયંત્રણ,ಸ್ವಯಂಚಾಲಿತ ಆವರ್ತನ ನಿಯಂತ್ರಣ
સ્વચાલિત મર્યાદા,ಸ್ವಯಂಚಾಲಿತ ಮಿತಿ
સ્વચાલિત યંત્ર,ಸ್ವಯಂಚಾಲಿತ ಯಂತ್ರ
આપમેળે phાંકણું નિયંત્રણ,ಸ್ವಯಂಚಾಲಿತ ಫಾಸೆ ನಿಯಂತ್ರಣ
