Kannada,Tamil
ಆಕಾಶ ವಿಪಥನ,வானம் பிறழ்வு
abfarad,அபராட்
ಎಬೆನ್ರಿ,எபென்ரி
ಎಬೊನಿ ಎಫೆಕ್ಟ್,கருங்காலி விளைவு
ಅಸಹಜ ಧ್ರುವೀಕರಣ,அசாதாரண துருவமுனைப்பு
ಅಸಹಜ ಪ್ರಸರಣ,அசாதாரண பரிமாற்றம்
ಅಧಿಸಾಮಾನ್ಯ ಪ್ರತಿಬಿಂಬ,அமானுஷ்ய பிரதிபலிப்பு
ಅಸಹಜ ವಕ್ರೀಭವನ*,அசாதாரண ஒளிவிலகல்*
ಅಧಿಸಾಮಾನ್ಯ ಪ್ರತಿರೋಧ,அமானுஷ்ய எதிர்ப்பு
ab-om,ab-om
"ಪ್ರಾಧಾನ್ಯತೆ, ವೈಫಲ್ಯ","முன்னுரிமை, தோல்வி"
"ಲಗತ್ತಿಸಲಾಗಿದೆ, ಸಾಮಾನ್ಯವಾಗಿ, ನಿಂತಿರುವ, ಕತ್ತರಿಸಿದ, ವಿಭಜಿತ","இணைக்கப்பட்ட, வழக்கமாக, நின்று, துண்டிக்கப்பட்ட, துண்டு துண்டாக"
ಆಗಾಗ್ಗೆ ಜಿಗಿತಗಳು,அடிக்கடி குதிக்கிறது
ಕೈ*,கை*
ಕಳೆದುಹೋದ ಪ್ರತಿಬಿಂಬ,பிரதிபலிப்பு இழந்தது
ಸ್ಪೆಕ್ಟ್ರಮ್ ಕಾಣೆಯಾಗಿದೆ,ஸ்பெக்ட்ரம் காணவில்லை
"ಸಂಪೂರ್ಣ, ಸಂಪೂರ್ಣ, ನಿರಂತರ, ಪರಿಪೂರ್ಣ","முழுமையான, முழுமையான, நிலையான, சரியான"
ಸಂಪೂರ್ಣ ವೇಗವರ್ಧನೆ,முழுமையான முடுக்கம்
ಸಂಪೂರ್ಣ ವಾಸ್ತವ,முழுமையான உண்மை
ಸಂಪೂರ್ಣ ವಿಳಾಸ,முழுமையான முகவரி
ಜಿಯೋರೆಲೇಟಿವ್ ಅಲ್ಟಿಮೀಟರ್,புவிசார்ந்த உயரமானி
ಭೂವೈಜ್ಞಾನಿಕ ಎತ್ತರ,புவியியல் உயரம்
ಸಂಪೂರ್ಣ ಆಂಪಿಯರ್,முழுமையான ஆம்பியர்
ಸಂಪೂರ್ಣ ಕುದಿಯುವ ಬಿಂದು,முழுமையான கொதிநிலை
ಸಂಪೂರ್ಣ ಪ್ರಕಾಶಮಾನತೆ,முழுமையான ஒளிர்வு
ಸಂಪೂರ್ಣ ಸಾಮರ್ಥ್ಯ,முழுமையான கொள்ளளவு
ಸಂಪೂರ್ಣ ಎತ್ತರ,முழுமையான உயரம்
ಸಂಪೂರ್ಣ ವರ್ಣದ್ರವ್ಯ,முழுமையான நிறமி
"ಸಂಪೂರ್ಣ ಸಂರಚನೆ, ನಿಸ್ಸಂದಿಗ್ಧವಾದ ಸಂರಚನೆ","முழுமையான கட்டமைப்பு, தெளிவற்ற கட்டமைப்பு"
ಸಂಪೂರ್ಣ ಕೂಲಂಬ್,முழுமையான கூலம்
ಸಂಪೂರ್ಣ ಕತ್ತಲೆ,முழு இருள்
ಸಂಪೂರ್ಣ ವೇಳಾಪಟ್ಟಿ,முழுமையான திட்டமிடல்
ಸಂಪೂರ್ಣ ಸಾಂದ್ರತೆ*,முழுமையான அடர்த்தி*
ಸಂಪೂರ್ಣ ಒಳಚರಂಡಿ,முழுமையான வடிகால்
ಸಂಪೂರ್ಣ EMU (ವಿದ್ಯುತ್ಕಾಂತೀಯ ಘಟಕ),முழுமையான EMU (மின்காந்த அலகு)
ಸಂಪೂರ್ಣ ESU (ಸ್ಥಾಯಿ ವಿದ್ಯುತ್ ಘಟಕ),முழுமையான ESU (நிலையான அலகு)
ಸಂಪೂರ್ಣ ದಕ್ಷತೆ,முழுமையான செயல்திறன்
ಸಂಪೂರ್ಣ ಎಲೆಕ್ಟ್ರೋಮೀಟರ್,முழுமையான எலக்ட்ரோமீட்டர்
ಸಂಪೂರ್ಣ ಆವರ್ತನ ಸಂಪೂರ್ಣ ಆವರ್ತನ,முழுமையான அதிர்வெண் முழுமையான அதிர்வெண்
ಸಂಪೂರ್ಣ ಆರ್ದ್ರತೆ,முழுமையான ஈரப்பதம்
ಸಂಪೂರ್ಣ ಘಟನೆ,முழுமையான நிகழ்வு
ಸಂಪೂರ್ಣ ವಕ್ರೀಕಾರಕ ಸೂಚ್ಯಂಕ,முழுமையான ஒளிவிலகல் குறியீடு
ಸಂಪೂರ್ಣ ಅಸ್ಥಿರತೆ,முழுமையான உறுதியற்ற தன்மை
ಸಂಪೂರ್ಣ ಅಸ್ಥಿರತೆ,முழுமையான உறுதியற்ற தன்மை
"ಸಂಪೂರ್ಣ ತೀವ್ರತೆ, ಸಂಪೂರ್ಣ ತೀವ್ರತೆ","முழுமையான தீவிரம், முழுமையான தீவிரம்"
ಅಸ್ತೇನಿಯಾದ ಸಂಪೂರ್ಣ ಮಿತಿ,ஆஸ்தீனியாவின் முழுமையான வரம்பு
ಸಂಪೂರ್ಣ ಪ್ರಕಾಶದ ಸಿಲ್,முழுமையான வெளிச்சம் சன்னல்
ಸಂಪೂರ್ಣ ಬೆಳಕಿನ ಕರ್ವ್,முழுமையான ஒளி வளைவு
ಸಂಪೂರ್ಣ ಪ್ರಮಾಣ,முழுமையான அளவு
ಸಂಪೂರ್ಣ ಮಾಪಕ,முழுமையான காற்றழுத்தமானி
ಸರ್ವೋಚ್ಚ ಸರ್ವೋಚ್ಚ,உச்ச உச்ச
ಸಂಪೂರ್ಣ ವಿಪರೀತ,முழுமையான தீவிர
ಸಂಪೂರ್ಣ ಕಡಿಮೆ,முற்றிலும் குறைந்த
ಸಂಪೂರ್ಣ ಆವೇಗ,முழுமையான வேகம்
ಸಂಪೂರ್ಣ ವೇಗ,முழுமையான வேகம்
ಸಂಪೂರ್ಣ ಸಂಗೀತ,முழுமையான இசை
ಸಂಪೂರ್ಣ ವೀಕ್ಷಣೆ,முழுமையான கவனிப்பு
ಸಂಪೂರ್ಣ ಓಂ,முழுமையான ஓம்
ಸಂಪೂರ್ಣ ದೃಷ್ಟಿಕೋನ,முழுமையான நோக்குநிலை
ಸಂಪೂರ್ಣ ಎಲೆಕ್ಟ್ರೋನೆಜಿಟಿವಿಟಿ,முழுமையான எலக்ட்ரோநெக்டிவிட்டி
ಸಂಪೂರ್ಣ ಗುರುತ್ವಾಕರ್ಷಣೆ,முழுமையான ஈர்ப்பு
ಸಂಪೂರ್ಣ ಒತ್ತಡ,முழுமையான அழுத்தம்
ಸಂಪೂರ್ಣ ಆಸ್ತಿ,முழுமையான சொத்து
ಸಂಪೂರ್ಣ ಸ್ಕೇಲಾರ್,முழுமையான அளவிடல்
ತಾಪಮಾನದ ಸಂಪೂರ್ಣ ಪ್ರಮಾಣ*,வெப்பநிலையின் இறுதி அளவு*
"ಸಂಪೂರ್ಣ ಸಿಂಕ್ರೊನಿ, ಸಂಪೂರ್ಣ ಸಿಂಕ್ರೊನಿ","absolute synchrony, absolute synchrony"
ಸಂಪೂರ್ಣ ಒತ್ತಡ,முழுமையான மன அழுத்தம்
ಸಂಪೂರ್ಣ ಸಮ್ಮಿತಿ,முழுமையான சமச்சீர்
ಸಂಪೂರ್ಣ ಚಲನೆಯ ದೇಹ,முழுமையான இயக்க உடல்
ಸಂಪೂರ್ಣ ಘಟಕ ವ್ಯವಸ್ಥೆ,முழுமையான அலகு அமைப்பு
ಸಂಪೂರ್ಣ ತಾಪಮಾನ,முழுமையான வெப்பநிலை
ಸಂಪೂರ್ಣ ಸಮಯ,முழுமையான நேரம்
ಸಂಪೂರ್ಣ ಘಟಕಗಳು,முழுமையான அலகுகள்
ಸಂಪೂರ್ಣ ಮೌಲ್ಯ,துல்லியமான மதிப்பு
ಪೂರ್ಣಾಂಕ ಕ್ಯಾಲ್ಕುಲೇಟರ್,முழு எண் கால்குலேட்டர்
ಸಂಪೂರ್ಣ ವೇಗ,முழுமையான வேகம்
ಸಂಪೂರ್ಣ ಸ್ನಿಗ್ಧತೆ,முழுமையான பாகுத்தன்மை
ಸಂಪೂರ್ಣ ತೂಕ,முழுமையான எடை
ಸಂಪೂರ್ಣ ಶೂನ್ಯ*,முழுமையான பூஜ்ஜியம்*
ಶೂನ್ಯದ ಸಂಪೂರ್ಣ ಭಾಜಕ,பூஜ்ஜியத்தின் முழுமையான வகுப்பான்
ಹೀರಿಕೊಳ್ಳುತ್ತವೆ,உறிஞ்சி
ಹೀರಿಕೊಳ್ಳುವ ಸೂಚ್ಯಂಕ*,உறிஞ்சுதல் குறியீடு*
ಹೀರಿಕೊಳ್ಳಲ್ಪಟ್ಟ ಶಕ್ತಿ,உறிஞ்சப்பட்ட ஆற்றல்
"ಹೀರಿಕೊಳ್ಳುವ, ಹೀರಿಕೊಳ್ಳುವ","உறிஞ்சும், உறிஞ்சும்"
ಹೀರಿಕೊಳ್ಳುವ ಮಾಧ್ಯಮ*,உறிஞ்சும் ஊடகம்*
ಹೀರಿಕೊಳ್ಳುವ ಸಾಮರ್ಥ್ಯ,உறிஞ்சும் திறன்
ಹೀರಿಕೊಳ್ಳುವಿಕೆ,உறிஞ்சுதல்
ಹೀರಿಕೊಳ್ಳುವ ಮಾಪಕ*,உறிஞ்சும் அளவி*
ಅಬ್ಸಾರ್ಪ್ಟಿಯೋಮೆಟ್ರಿ*,உறிஞ்சும் அளவீடு*
ಹೀರಿಕೊಳ್ಳುವಿಕೆ,உறிஞ்சுதல்
ಹೀರಿಕೊಳ್ಳುವಿಕೆ - ಬ್ಯಾಂಡ್*,உறிஞ்சுதல் - இசைக்குழு*
ಹೀರಿಕೊಳ್ಳುವ ಸರ್ಕ್ಯೂಟ್,உறிஞ்சுதல் சுற்று
ಹೀರಿಕೊಳ್ಳುವ ಗುಣಾಂಕ,உறிஞ்சுதல் குணகம்
ಹೀರಿಕೊಳ್ಳುವ ಕಾಲಮ್,உறிஞ்சுதல் நெடுவரிசை
ಹೀರುವಿಕೆ ಸ್ಥಿರ,உறிஞ்சுதல் மாறிலி
ಹೀರಿಕೊಳ್ಳುವ ನಿರಂತರತೆ,உறிஞ்சுதல் தொடர்ச்சி
ಹೀರಿಕೊಳ್ಳುವ ವಲಯ,உறிஞ்சுதல் மண்டலம்
ಹೀರಿಕೊಳ್ಳುವ ಪ್ರಸ್ತುತ,உறிஞ்சுதல் மின்னோட்டம்
ಹೀರಿಕೊಳ್ಳುವ ವಕ್ರರೇಖೆ*,உறிஞ்சுதல் வளைவு*
ಹೀರಿಕೊಳ್ಳುವ ಮುರಿತ,உறிஞ்சுதல் முறிவு
ಹೀರಿಕೊಳ್ಳುವ ಕೋರ್,உறிஞ்சுதல் மைய
ಹೀರಿಕೊಳ್ಳುವ ಅಂಶ,உறிஞ்சுதல் காரணி
ಹೀರಿಕೊಳ್ಳುವ ಫಿಲ್ಟರ್,உறிஞ்சுதல் வடிகட்டி
ಹೀರಿಕೊಳ್ಳುವ ಜ್ವಾಲೆಯ ಫೋಟೊಮೆಟ್ರಿ*,உறிஞ்சுதல் ஃபிளேம் ஃபோட்டோமெட்ரி*
ಹೀರಿಕೊಳ್ಳುವ ಹೈಗ್ರೋಮೀಟರ್,உறிஞ்சும் ஹைக்ரோமீட்டர்
ಹೀರಿಕೊಳ್ಳುವ ಘಾತ,உறிஞ்சுதல் அடுக்கு
ಹೀರಿಕೊಳ್ಳುವಿಕೆ ಕನಿಷ್ಠ,உறிஞ்சுதல் விளிம்பு
ಹೀರಿಕೊಳ್ಳುವ ರೇಖೆ,உறிஞ்சுதல் வரி
ಹೀರಿಕೊಳ್ಳುವ ನಷ್ಟ,உறிஞ்சுதல் இழப்பு
ಹೀರಿಕೊಳ್ಳುವ ಮಾಡ್ಯುಲೇಶನ್,உறிஞ்சுதல் பண்பேற்றம்
ಬೆಳಕಿನ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,ஒளி உறிஞ்சுதல்
ವಿಕಿರಣ ಶಕ್ತಿಯ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,கதிர்வீச்சு ஆற்றலை உறிஞ்சுதல்
ಹೀರಿಕೊಳ್ಳುವ ಗರಿಷ್ಠ,உறிஞ்சுதல் உச்சம்
ಹೀರಿಕೊಳ್ಳುವ ದ್ಯುತಿಮಾಪನ,உறிஞ்சுதல் ஒளி அளவீடு
ಹೀರಿಕೊಳ್ಳುವ ಅನುಪಾತ,உறிஞ்சுதல் விகிதம்
ಹೀರಿಕೊಳ್ಳುವ ಶ್ರೇಣಿ*,உறிஞ்சுதல் வரம்பு*
ಹೀರಿಕೊಳ್ಳುವ ಸ್ಪೆಕ್ಟ್ರಮ್ ಫೋಟೋಮೆಟ್ರಿ*,உறிஞ்சும் நிறமாலை ஒளி அளவீடு*
ಹೀರಿಕೊಳ್ಳುವ ವರ್ಣಪಟಲ*,உறிஞ்சுதல் ஸ்பெக்ட்ரம்*
"ಹೀರಿಕೊಳ್ಳುವ ಕೊಳವೆ, ಹೀರಿಕೊಳ್ಳುವ ಕೊಳವೆ","உறிஞ்சும் குழாய், உறிஞ்சும் குழாய்"
ಹೀರಿಕೊಳ್ಳುವ ಹೈಗ್ರೋಮೀಟರ್,உறிஞ்சும் ஹைக்ரோமீட்டர்
ಹೀರಿಕೊಳ್ಳುವ*,உறிஞ்சக்கூடிய*
ಹೀರಿಕೊಳ್ಳುವ ಬಾಷ್ಪೀಕರಣ,உறிஞ்சும் ஆவியாக்கி
ಹೀರಿಕೊಳ್ಳುವ ಕಾನೂನು*,உறிஞ்சுதல் சட்டம்*
ಹೀರಿಕೊಳ್ಳುವ ಮಾಧ್ಯಮ,உறிஞ்சுதல் ஊடகம்
"ಹೀರಿಕೊಳ್ಳುವ ಸಾಮರ್ಥ್ಯ, ಹೀರಿಕೊಳ್ಳುವಿಕೆ*","உறிஞ்சும் திறன், உறிஞ்சுதல்*"
ಹೀರಿಕೊಳ್ಳುವಿಕೆ*,உறிஞ்சுதல்*
ಸ್ಟುಡಿಯೋ ಅಲಂಕಾರ,ஸ்டூடியோ அலங்காரம்
ಬಹುಸಂಖ್ಯೆಯ ಅನುಪಾತ,பன்மடங்கு விகிதம்
abvolt,கைவிடு
ಸುಮಾರು,பற்றி
ವೇಗವನ್ನು,முடுக்கி
ವೇಗವರ್ಧನೆ-ನಿಲುಗಡೆ ಅಂತರ,முடுக்கம்-நிறுத்த தூரம்
ಆತುರಪಟ್ಟರು,விரைந்தார்
ತ್ವರಿತ ಸಮಯದ ಪರಿಣಾಮ ಪರೀಕ್ಷೆ,விரைவான நேர விளைவு சோதனை
ತ್ವರಿತ ಹರಿವು,விரைவான ஓட்டம்
ತ್ವರಿತ ಗತಿ,விரைவான வேகம்
ತ್ವರಿತ ದೇಹ,விரைவான உடல்
ವೇಗವರ್ಧಕ ತೂಕ,முடுக்கி எடை
ವೇಗವರ್ಧಕ ವಿದ್ಯುದ್ವಾರ*,முடுக்கி மின்முனை*
ವೇಗವರ್ಧಕ ಸಮಯ*,முடுக்கி நேரம்*
ವೇಗವರ್ಧಕ ಹಂತ,முடுக்கி கட்டம்
ವೇಗವರ್ಧಕ ದರ,முடுக்கி விகிதம்
ವೇಗವರ್ಧಕ ವೋಲ್ಟೇಜ್*,முடுக்கி மின்னழுத்தம்*
ವೇಗವರ್ಧನೆ,முடுக்கம்
ವೇಗವರ್ಧಿತ ದಹನ,துரிதப்படுத்தப்பட்ட எரிப்பு
ವೇಗವರ್ಧಕ ಗುಣಾಂಕ,முடுக்கம் குணகம்
ವೇಗವರ್ಧಕ ಘಟಕ,முடுக்கம் கூறு
ಗುರುತ್ವಾಕರ್ಷಣೆಯಿಂದಾಗಿ ವೇಗವರ್ಧನೆ,புவியீர்ப்பு காரணமாக முடுக்கம்
ವೇಗವರ್ಧಕ ಅಂಶ,முடுக்கம் காரணி
ವೇಗವರ್ಧಿತ ಚಾರ್ಜ್,துரிதப்படுத்தப்பட்ட கட்டணம்
ಗುರುತ್ವಾಕರ್ಷಣೆಯ ವೇಗವರ್ಧನೆ,ஈர்ப்பு முடுக்கம்
ವೇಗವರ್ಧಕ ಸಾಮರ್ಥ್ಯ,முடுக்கம் சாத்தியம்
ವೇಗವರ್ಧಕ ಕಾನೂನು,முடுக்கம் சட்டம்
ವೇಗವರ್ಧಕ ಪ್ರಕ್ರಿಯೆ,முடுக்கம் செயல்முறை
ವೇಗವರ್ಧಕ ವಲಯ,முடுக்கம் மண்டலம்
ವೇಗವರ್ಧಕ ವಿಧಾನ,முடுக்கம் முறை
"ವೇಗವರ್ಧಕ ಸಹಿಷ್ಣುತೆ, ವೇಗವರ್ಧನೆ ಸಹಿಷ್ಣುತೆ","முடுக்கம் சகிப்புத்தன்மை, முடுக்கம் சகிப்புத்தன்மை"
ವೇಗವರ್ಧಕ ವೆಕ್ಟರ್,முடுக்கம் திசையன்
ವೇಗವರ್ಧನೆ-ವೋಲ್ಟೇಜ್,முடுக்கம்-மின்னழுத்தம்
ವೇಗವರ್ಧಕ ತರಂಗ,முடுக்கம் அலை
ವೇಗವರ್ಧಕ,முடுக்கி
"ವೇಗಗೊಳಿಸು, ವೇಗವರ್ಧಕ*","முடுக்கி, முடுக்கி*"
ವೇಗವರ್ಧಕ ಸಮೀಕರಣ,முடுக்கி சமன்பாடு
ವೇಗವರ್ಧಕ*,முடுக்கி*
ವೇಗವರ್ಧಕ,முடுக்கமானி
ವೇಗವರ್ಧಕ ಹೊಂದಾಣಿಕೆ,முடுக்கமானி பொருத்தம்
ಪ್ರಿಸ್ಟ್ರೆಸರ್,முன் அழுத்தம் கொடுப்பவர்
ಮಾನ್ಯ ಅಕ್ಷರಗಳು,சரியான எழுத்துக்கள்
ಸ್ವೀಕಾರ ಕೋನ,ஏற்றுக்கொள்ளும் கோணம்
ಸ್ವೀಕಾರ ವಿವರಣೆ,ஏற்றுக்கொள்ளும் விவரக்குறிப்பு
ಸ್ವೀಕಾರಾರ್ಹ ಪರೀಕ್ಷೆ,ஏற்றுக்கொள்ளக்கூடிய சோதனை
"ಸ್ವೀಕರಿಸುವವರು*, ಸ್ವೀಕರಿಸುವವರು","ஏற்பவர்*, ஏற்பவர்"
ಗ್ರಾಹಕ ಪರಮಾಣು,ஏற்பி அணு
ಗ್ರಾಹಕ ಬಂಧ,ஏற்பி பிணைப்பு
ರಿಸೀವರ್ ಸರ್ಕ್ಯೂಟ್,பெறுதல் சுற்று
ಗ್ರಾಹಕ ಮಟ್ಟ,ஏற்பி நிலை
ದಾನಿ ಅಣು,நன்கொடையாளர் மூலக்கூறு
ಗ್ರಾಹಕ ಆಸ್ತಿ,ஏற்பி சொத்து
ಗ್ರಾಹಕ ಆಸ್ತಿ ಮಟ್ಟ,ஏற்பி சொத்து நிலை
ವೇಗವರ್ಧಕ ಮೆದುಗೊಳವೆ,முடுக்கி குழாய்
"ಪ್ರವೇಶ, ಕಾಯುವಿಕೆ, ಪ್ರವೇಶ","அணுகல், காத்திருப்பு, அணுகல்"
ಭುಜ್ ಅನ್ನು ಪ್ರವೇಶಿಸಿ,புஜை அணுகவும்
ಪ್ರವೇಶ ವ್ಯವಸ್ಥೆ,அணுகல் அமைப்பு
ಪ್ರವೇಶ ಸಮಯ,அணுகல் நேரம்
ಪ್ರವೇಶಿಸುವಿಕೆ,அணுகல்
"ಹೆಚ್ಚುವರಿ, ಸಹಾಯಕ, ಪರಿಕರಗಳು (v, ), ಬಿಡಿಭಾಗಗಳು","கூடுதல், துணை, துணை (v, ), துணைக்கருவிகள்"
ಹೆಚ್ಚುವರಿ ನಿರ್ಬಂಧಗಳು,கூடுதல் கட்டுப்பாடுகள்
ಕಾಕತಾಳೀಯ,தற்செயல்
ಆಕಸ್ಮಿಕ ತಿದ್ದುಪಡಿ,தற்செயலான திருத்தம்
ಆಕಸ್ಮಿಕ ಜೈವಿಕ ಉತ್ಪತ್ತಿ,தற்செயலான உயிர் உருவாக்கம்
ಆಕಸ್ಮಿಕ ತಿರುವು,தற்செயலான திசைதிருப்பல்
ಸಂದರ್ಶಕರ ದೋಷ,பார்வையாளர் பிழை
"ಹಠಾತ್ ನಿಲುಗಡೆ, ಹಠಾತ್ ಕ್ಲ್ಯಾಂಪ್","திடீர் நிறுத்தம், திடீர் கவ்வி"
ಆಕಸ್ಮಿಕ ಪ್ರಸರಣ,தற்செயலான பரிமாற்றம்
ಯಾದೃಚ್ಛಿಕ ವ್ಯತ್ಯಾಸ,சீரற்ற மாறுபாடு
ಹೊಂದಾಣಿಕೆ,சரிசெய்தல்
ನೆಲೆಗೊಂಡಿದೆ,அமைந்துள்ளது
ಸಂಚಿತ ದೋಷ,திரட்டப்பட்ட பிழை
"ಶೇಖರಣೆ, ಶೇಖರಣೆ","திரட்சி, குவிப்பு"
ಶಕ್ತಿ ಸಂಗ್ರಹಣೆ,ஆற்றல் சேமிப்பு
ಸಂಚಯಕ*,திரட்டி*
ನಿಖರತೆ,துல்லியம்
ರಿಯಾಲಿಟಿ,யதார்த்தம்
ನಿಜವಾದ ಉಪಕರಣ ವೀಕ್ಷಣೆ,உண்மையான கருவி கவனிப்பு
ನಿಖರ ಶ್ರೇಣಿಯ ಮಾರ್ಕರ್,துல்லியமான வரம்பு குறிப்பான்
ನಿಖರವಾದ ಸ್ಕ್ಯಾನಿಂಗ್,துல்லியமான ஸ்கேனிங்
ಅಭ್ಯಾಸ,பயிற்சி
ವೇಗವರ್ಧಕ ಕೋಶ*,முடுக்கி செல்*
ವರ್ಣರಹಿತ ಮಸೂರ*,நிறமற்ற லென்ஸ்*
ವರ್ಣರಹಿತ*,நிறமற்ற*
ವರ್ಣರಹಿತ ವಿಶ್ಲೇಷಕ,நிறமற்ற பகுப்பாய்வி
ಆವರ್ತನ ತಟಸ್ಥ ಆಂಟೆನಾ,அதிர்வெண் நடுநிலை ஆண்டெனா
ವರ್ಣರಹಿತ ಆಕಾರ,நிறமற்ற வடிவம்
ವರ್ಣರಹಿತ ಫ್ರಿಂಜ್,நிறமற்ற விளிம்பு
ವರ್ಣರಹಿತ ಮಸೂರ*,நிறமற்ற லென்ஸ்*
ವರ್ಣರಹಿತ ಬಿಂದು ಮಾರ್ಗ,நிறமற்ற புள்ளி பாதை
ವರ್ಣರಹಿತ ಮಸೂರ,நிறமற்ற லென்ஸ்
ವರ್ಣರಹಿತ ಪ್ರಿಸ್ಮ್,வண்ணப் பட்டகம்
ವರ್ಣರಹಿತ ದೂರದರ್ಶಕ,வண்ணமயமான தொலைநோக்கி
ವರ್ಣರಹಿತತೆ*,நிறமற்ற தன்மை*
ವರ್ಣಮಯಗೊಳಿಸುವಿಕೆ*,நிறமாற்றம்*
ವರ್ಣರಹಿತತೆ*,நிறமற்ற தன்மை*
"ಸ್ಥಿತಿಸ್ಥಾಪಕ, ವಕ್ರೀಕಾರಕ, ಸ್ಥಿತಿಸ್ಥಾಪಕ","மீள், பயனற்ற, பயனற்ற"
"ಆಕ್ರಾನ್ ಹೋಸ್, ಬಂಜು ಹೋಸ್","ஏகோர்ன் ஹோஸ், பாஞ்சு ஹோஸ்"
ಚಿಕಣಿ ಕವಾಟ,மினியேச்சர் வால்வு
ಅಕೋಫೋನಿ,அகோஃபோனி
ಅಕೌಸ್ಟಿಕ್,ஒலியியல்
ಅಕೌಸ್ಟಿಕ್ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,ஒலி உறிஞ்சுதல்
ಅಕೌಸ್ಟಿಕ್ ಅಟೆನ್ಯೂಯೇಶನ್ ಗುಣಾಂಕ,ஒலியியல் குறைப்பு குணகம்
ಅಕೌಸ್ಟಿಕ್ ಕ್ಷೀಣತೆ,ஒலிக் குறைப்பு
ಅಕೌಸ್ಟಿಕ್ ಕಳ್ಳ ಎಚ್ಚರಿಕೆ,ஒலி திருடன் அலாரம்
ಅಕೌಸ್ಟಿಕ್ ಕೆಪಾಸಿಟನ್ಸ್,ஒலியியல் கொள்ளளவு
ಶ್ರವಣ ಕೇಂದ್ರ,கேட்கும் மையம்
ಅಕೌಸ್ಟಿಕ್ ವಿವರಣೆ,ஒலியியல் விளக்கம்
ಅಕೌಸ್ಟಿಕ್ ಕವರ್,ஒலி உறை
ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ,ஒலி பதில்
ಅಕೌಸ್ಟಿಕ್ ಘಟಕ,ஒலியியல் கூறு
ಅಕೌಸ್ಟಿಕ್ ವಾಹಕತೆ,ஒலி கடத்துத்திறன்
ಅಕೌಸ್ಟಿಕ್ ಡ್ಯಾಂಪಿಂಗ್,ஒலி தணித்தல்
ಅಕೌಸ್ಟಿಕ್ ಪ್ರಸರಣ,ஒலி சிதறல்
ಧ್ವನಿ ಹ್ಯಾಕರ್,ஒலி ஹேக்கர்
ಅಕೌಸ್ಟಿಕ್ ಶಕ್ತಿ*,ஒலி ஆற்றல்*
ಅಕೌಸ್ಟಿಕ್ ಶಕ್ತಿ ಸಮೀಕರಣ,ஒலி ஆற்றல் சமன்பாடு
ಅಕೌಸ್ಟಿಕ್ ಸಮೀಕರಣ,ஒலி சமன்பாடு
