Assamese,Malayalam
"১.পশ্চিম, ২. বেকস্পেচ","1. പടിഞ്ഞാറ്, 2. ബാക്ക്സ്പേസ്"
পিছুৱাই যোৱা,ബാക്ക്ട്രാക്കിംഗ്
"1. বেক-আপ , 2. ৰিইম্বৰ্চেমেণ্ট","1. ബാക്കപ്പ്, 2. തിരിച്ചടവ്"
"১/ পৰিপূৰক স্মৃতিশক্তি, ২. বেক-আপ মেমৰি","1. കോംപ്ലിമെന്ററി മെമ്മറി, 2. ബാക്കപ്പ് മെമ്മറി"
পিছলৈ ভুল সংশোধন,പിന്നിലെ പിശക് തിരുത്തൽ
(আয়-ব্যয়) বেলেন্স শ্বীট,(വരുമാനം-ചെലവ്) ബാലൻസ് ഷീറ്റ്
পট্টি,ബാൻഡേജ്
"১.বেণ্ড প্ৰস্থ, ২. বেণ্ডউইডথ/ক্ষমতা","1. ബാൻഡ് വീതി, 2. ബാൻഡ്‌വിഡ്ത്ത്/കപ്പാസിറ്റി"
বেংকাৰৰ এলগৰিদম,ബാങ്കറുടെ അൽഗോരിതം
"1. বাৰ ক&#39;ড, 2. বাৰ ক&#39;ড","1. ബാർ കോഡ്, 2. ബാർ കോഡ്"
বাৰক&#39;ড স্ক্যানাৰ,ബാർകോഡ് സ്കാനർ
বাৰ গ্ৰাফ,ബാർ ഗ്രാഫ്
ভিত্তি ঠিকনা,അടിസ്ഥാന വിലാസം
বেচ বেণ্ড,അടിസ്ഥാന ബാൻഡ്
আধাৰ নম্বৰ,ആധാർ നമ്പർ
ভিত্তি টেবুল,അടിസ്ഥാന പട്ടിക
মূল (এটা কম্পিউটাৰ ভাষা),അടിസ്ഥാന (ഒരു കമ്പ്യൂട്ടർ ഭാഷ)
"1. মূল নিয়ন্ত্ৰণ , 2. ভিত্তি নিয়ন্ত্ৰণ","1. അടിസ്ഥാന നിയന്ത്രണം, 2. അടിസ്ഥാന നിയന്ത്രണം"
"১/ মূল বিনিয়োগ, ২. ভিত্তি বিনিয়োগ","1. യഥാർത്ഥ നിക്ഷേപം, 2. അടിസ്ഥാന നിക്ഷേപം"
মূল নিৰ্দেশনা,അടിസ്ഥാന നിർദ്ദേശം
ভিত্তি বিষয়,അടിസ്ഥാന പ്രശ്നം
মূল পৰ্যায়,അടിസ്ഥാന ഘട്ടം
"১.বেচ, ২. গোট, ৩. বিপৰ্যয়","1. ബാച്ച്, 2. ഗ്രൂപ്പ്, 3. ദുരന്തം"
"1. বেচ ফাইল, 2. বেচ ফাইল","1. ബാച്ച് ഫയൽ, 2. ബാച്ച് ഫയൽ"
বেচৰ অৱস্থা,ബാച്ച് നില
"১.বেচ প্ৰচেছিং, ২. গ্ৰুপ প্ৰচেছিং","1. ബാച്ച് പ്രോസസ്സിംഗ്, 2. ഗ്രൂപ്പ് പ്രോസസ്സിംഗ്"
"1. বেচ ব্যৱস্থা, 2. কেটাপল্ট ব্যৱস্থা","1. ബാച്ച് സിസ്റ്റം, 2. കവണ സംവിധാനം"
baud,ബൗഡ്
বড হাৰ,ബാഡ് നിരക്ക്
ৰশ্মি ৰশ্মি,ബീം ബീം
"1. নিৰ্দেশনা , 2. বেচ মাৰ্ক","1. മാർഗ്ഗനിർദ്ദേശങ്ങൾ, 2. ബാച്ച് മാർക്ക്"
দ্বিমুখী যোগাযোগ,ദ്വിദിശ ആശയവിനിമയം
প্ৰত্যক্ষ সংযোগ,നേരിട്ടുള്ള ലിങ്ക്
বাইনাৰী ক&#39;ড,ബൈനറി കോഡ്
বাইনাৰী অংক,ബൈനറി അക്കങ്ങൾ
বাইনাৰী বিনিয়োগ আউটপুট ব্যৱস্থা (BIOS),ബൈനറി ഇൻവെസ്റ്റ്‌മെന്റ് ഔട്ട്‌പുട്ട് സിസ്റ്റം (BIOS)
বাইনাৰী সংখ্যা,ബൈനറി നമ്പർ
বাইনাৰী অপাৰেটৰ,ബൈനറി ഓപ്പറേറ്റർ
বাইনাৰী সম্পৰ্ক,ബൈനറി ബന്ധം
বাইনাৰী সন্ধান,ബൈനറി തിരയൽ
বাইনাৰী অন্বেষণ বৃক্ষ (BST),ബൈനറി എക്സ്പ്ലോറേഷൻ ട്രീ (BST)
"1. বাইনাৰী স্থানান্তৰ গছ, 2. বাইনাৰী স্থানান্তৰ","1. ബൈനറി ട്രാൻസ്ഫർ ട്രീ, 2. ബൈനറി കൈമാറ്റം"
বাইনাৰী গছ,ബൈനറി മരം
"১.দ্বিমেৰু স্মৃতিশক্তি, ২. বাইপোলাৰ মেম’ৰী","1. ബൈപോളാർ മെമ്മറി, 2. ബൈപോളാർ മെമ്മറി"
"১/ জন্ম আৰু মৃত্যুৰ আৰ্হি, ২. জন্ম মৃত্যুৰ আৰ্হি","1. ജനന-മരണ മാതൃക, 2. ജനന മരണ മാതൃക"
জন্ম মৃত্যু প্ৰক্ৰিয়া,ജനന മരണ പ്രക്രിയ
"১.ডুয়েক, ২. বিট","1. ഡ്യൂക്ക്, 2. ബിറ്റ്"
বিট দোষ,ചെറിയ തെറ്റ്
বিট মেপ,ബിറ്റ് മാപ്പ്
"1. বিট , 2. মানচিত্ৰ, ৩. পিক্সেল (BMP)","1. ബിറ്റ്, 2. ഭൂപടം, 3. പിക്സൽ (BMP)"
"1. বিট মেট্ৰিক্স, 2. বিট টেবুল","1. ബിറ്റ് മാട്രിക്സ്, 2. ബിറ്റ് ടേബിൾ"
বিট পেটাৰ্ণ,ബിറ്റ് പാറ്റേൺ
বিটৰ অৱস্থান,ബിറ്റ് സ്ഥാനം
"1. বিট হাৰ, 2. বিট হাৰ","1. ബിറ്റ് റേറ്റ്, 2. ബിറ്റ് നിരക്ക്"
