Gujarati,Marathi
સંલગ્ન મેટ્રિક્સ,समीप मॅट्रिक्स
સંલગ્ન નોડ,समीप नोड
સંલગ્ન સુબેરિયા,समीप सुबेरिया
સંવાદિતા (સિસ્ટમ),संक्षिप्त रुप (सिस्टम)
સમાયોજન કરવું,समायोजित करा
ગોઠવણપાત્ર હદ,समायोज्य मर्यादा
ટેક્સ્ટ મોડને સમાયોજિત કરો,मजकूर मोड समायोजित करा
વહીવટી માહિતી પ્રક્રિયા,प्रशासकीय डेटा प्रक्रिया
વહીવટી કામગીરી,प्रशासकीय ऑपरेशन
વહીવટી operatorપરેટર,प्रशासकीय ऑपरेटर
વહીવટી પ્રચાલક,प्रशासकीय ऑपरेटर स्टेशन
વહીવટી સહાયક પદ્ધતિ,प्रशासकीय समर्थन प्रणाली
અદ્યતન સંદેશાવ્યવહાર સેવા,प्रगत संप्रेषण सेवा
અદ્યતન માહિતી પદ્ધતિ,प्रगत माहिती प्रणाली
અદ્યતન ઓપ્ટિકલ પાત્ર રીડર,प्रगत ऑप्टिकल कॅरेक्टर रीडर
અદ્યતન વૈજ્ .ાનિક કમ્પ્યુટર,प्रगत वैज्ञानिक संगणक
હવાઈ,हवाई
સમૂહ,एकूण
કુલ અભિવ્યક્તિ,एकूण अभिव्यक्ती
લક્ષ્યસ્થાન વર્તુળ,लक्ष्य वर्तुळ
લક્ષ્ય ક્ષેત્ર (= લક્ષ્યનું પ્રતીક),लक्ष्य फील्ड (= लक्ष्य चिन्ह)
લક્ષ્યસ્થાન પ્રતીક,लक्ष्य प्रतीक
હવાઈ ​​કમ્પ્યુટર સિસ્ટમ,एअरबोर्न संगणक प्रणाली
બીજગણિત ઇગન્યુલ્યુ સમસ્યા,बीजगणित ईगेनव्हल्यू समस्या
બીજગણિત  એકીકરણ,बीजगणित  एकत्रीकरण
બીજગણિત ભાષા,बीजगणित भाषा
બીજગણિત હેરાફેરી,बीजगणित हाताळणी
બીજગણિત હેરાફેરી ભાષા,बीजगणित मॅनिपुलेशन भाषा
બીજગણિત લક્ષી ભાષા,बीजगणित ओरिएंटेड भाषा
બીજગણિત પાળી,बीजगणित शिफ्ट
બીજગણિત ચિહ્ન સંમેલન,बीजगणित साइन कन्व्हेन्शन
શિરચ્છેદ,अल्गोल
શીલ લક્ષણ,अल्गोल वैशिष्ट्य
અલ્ગોલ કાર્યક્રમ,अल्गोल प्रोग्रामिंग
અલ્ગોરિધમનો,अल्गोरिदम
અલ્ગોરિધમનો સહયોગી ભાષા,अल्गोरिदम असोसिएटिव्ह भाषा
અલ્ગોરિધમનો વર્ગીકરણ,अल्गोरिदम वर्गीकरण
અલ્ગોરિધમની જટિલતા,अल्गोरिदम जटिलता
અલ્ગોરિધમની ગણતરી,अल्गोरिदम संगणन
અલ્ગોરિધમિક વિશ્લેષણ,अल्गोरिदम विश्लेषण
અલ્ગોરિધમિક અભિગમ,अल्गोरिदम दृष्टिकोन
અલ્ગોરિધએમ ભાષા,अल्गोरिदम भाषा
અલ્ગોરિધમનો રૂટિન,अल्गोरिदम नित्यक्रम
અલ્ગોરિધમનો સિદ્ધાંત,अल्गोरिदम सिद्धांत
ઉર્ફે,उर्फ
પરવાના,अलियासिंग
ઉપનામ નામ (= વૈકલ્પિક નામ),उर्फ नाव (= वैकल्पिक नाव)
ગોઠવણી,संरेखन
ફાળવવું,वाटप
ફાળવણીનું માળખું,वाटप रचना
હેતુસર કમ્પ્યુટર,सर्व हेतू संगणक
વર્ણાનુક્રમ,वर्णमाला वर्ण
મૂળાક્ષરોનો પાત્ર સમૂહ,वर्णमाला वर्ण सेट
મૂળાક્ષરો,अल्फाबेटिक कॅरेक्टर सबसेट
વર્ણાનુક્રમ,वर्णमाला कोड
વર્ણાનુક્રમ,वर्णमाला शिफ्ट
વર્ણાનુક્રમ,वर्णमाला स्ट्रिंग
વર્ણાનુક્રમ,वर्णमाला शब्द
મૂળાક્ષરો,वर्णमाला
અલ્ફેજ ome મેટ્રિક્સ,अल्फेजोमेट्रिक्स
મૂર્તિમંત,अल्फामेरिक
મરણોત્તર,अल्फामोसॅक
મૂર્તિમંત,अल्फान्यूमेरिक
આલ્ફાન્યુમેરિકલ કીબોર્ડ ડિવાઇસ,अल्फान्यूमरिकल कीबोर्ड डिव्हाइस
મૂળાક્ષર,अल्फान्यूमेरिक कॅरेक्टर सेट
મૂળાક્ષર,अल्फान्यूमेरिक कोड
આલ્ફાન્યુમેરિક કોડેડ પાત્ર સમૂહ,अल्फान्यूमेरिक कोडेड कॅरेक्टर सेट
મૂળાક્ષરીનો ડેટા,अल्फान्यूमेरिक डेटा
આલ્ફાન્યુમેરિક ડિસ્પ્લે ડિવાઇસ,अल्फान्यूमेरिक डिस्प्ले डिव्हाइस
મૂળાક્ષર સંપાદિત પાત્ર,अल्फान्यूमेरिक संपादित वर्ण
વર્ણ -ક્ષેત્ર,अल्फान्यूमेरिक फील्ड
વર્ણ -સૂચના,अल्फान्यूमेरिक सूचना
મૂળાક્ષર કીબોર્ડ,अल्फान्यूमेरिक कीबोर्ड
મૂળાક્ષર,अल्फान्यूमेरिक क्रमवारी
મૂળાક્ષર સંગ્રહ,अल्फान्यूमेरिक स्टोरेज
બદલવા યોગ્ય,बदलण्यायोग्य मेमरी
ફેરફાર -ફેરૂપ,बदल स्विच
પરિવર્તનશીલ,बदल
ફેરફાર,बदल मोड
વૈકલ્પિક પુન recovery પ્રાપ્તિ,वैकल्पिक पुनर्प्राप्ती
વૈકલ્પિક માર્ગ,वैकल्पिक मार्ग
વૈકલ્પિક માર્ગ,वैकल्पिक मार्ग
વૈકલ્પિક પાટા,वैकल्पिक ट्रॅक
ફેરબદલ (= અથવા કામગીરી),अल्टरनेशन (= किंवा ऑपरेशन)
વૈકલ્પિક લક્ષણ,वैकल्पिक गुणधर्म
વૈકલ્પિક અસ્વીકાર (= નહીં અને કામગીરી),वैकल्पिक नकार (= नाही आणि ऑपरेशन)
અસ્પષ્ટ ભૂલ,अस्पष्टता त्रुटी
અસ્પષ્ટ સંદર્ભ,संदिग्ध संदर्भ
પ્રાચય,एनालॉग
એનાશ -ઉપાડનાર,एनालॉग अ‍ॅडडर
મનોલોત્ર,एनालॉग चॅनेल
એનાલોગ કમ્પ્યુટર,एनालॉग संगणक
એનાશ -રૂપાંતર કરનાર,एनालॉग कन्व्हर्टर
મનોજ્ analા આંકડા,एनालॉग डेटा
એનાશ -વિભાજક,एनालॉग विभाजक
એનાલોગ સુવિધા ટર્મિન,अ‍ॅनालॉग सुविधा टर्मिनल
મનોલોગ કાર્ય  જનરેટર,एनालॉग फंक्शन  जनरेटर
મનોરોગ એકીકરણ,एनालॉग एकत्रीकरण
એનાલ -ગુણાકાર,एनालॉग गुणक
એનાશિક કાર્યક્રમ,एनालॉग प्रोग्रामिंग
એનાલ -સ્તનપાન,एनालॉग स्केलिंग
એનાલોગ સંકેત,एनालॉग सिग्नल
એનાશ સિમ્યુલેશન,एनालॉग सिम्युलेशन
એનાશ -સ્વીચ,एनालॉग स्विच
પ્રાકૃતિક પદ્ધતિ,एनालॉग सिस्टम
ડિજિટલથી એનાલોગ  એકત્રીકરણ કરનાર,डिजिटल टू डिजिटल  कन्व्हर्टर
ડિજિટલથી એનાલોગ  એન્કોડર,डिजिटल टू डिजिटल  एन्कोडर
મનોલોગ પ્રસારણ,एनालॉग ट्रान्समिशन
એનોગ પ્રકાર,एनालॉग प्रकार
વિશ્લેષણ -વિધિ,विश्लेषण ब्लॉक
વિશ્લેષણ પદ્ધતિ,विश्लेषण मोड
વિશ્લેષણાત્મક,विश्लेषणात्मक इंजिन
પૂર્વજો,वडिलोपार्जित कार्य
આનુષંગિક સાધનસામગ્રી,सहायक उपकरणे
અને,आणि
અને સર્કિટ,आणि सर्किट
અને,आणि घटक
અને દરવાજો,आणि गेट
અને માસ્કિંગ,आणि मुखवटा
અને ઓપરેશન નથી (= બાકાત,आणि ऑपरेशन नाही (= अपवर्जन)
કામગીરી,आणि ऑपरेशन
જોડાણ મેમરી,अनुबंध मेमरी
નોંધણી,भाष्य
જાહેરાત કરનાર,अ‍ॅन्युन्सिएटर
પાછો જવાબ આપો,उत्तर परत
જવાબ,उत्तर विलंब
જવાબદાર સમય,उत्तर वेळ
જવાબ દીવો,उत्तर दिवा
જવાબ સૂચિ,उत्तर यादी
માત્ર,फक्त उत्तर द्या
અપેક્ષા -મોડ,अपेक्षित मोड
આગોતરક બફર,अपेक्षित बफरिंग
આગોતરક કેરી,अपेक्षित वाहून नेणे
આગોતરી પેજિંગ,अपेक्षित पेजिंग
અસત્ય કામગીરી,अँटीकोइन्सिडन्स ऑपरेशन
કૃત્રિમ તત્વ,अँटीकोइन्सींट घटक
અતિશય એન્ટેના,अ‍ॅपरिओडिक ten न्टीना
છિદ્ર,छिद्र कार्ड
છિદ્ર,छिद्र कोड
છિદ્રનો સમય,छिद्र वेळ
સંલગ્ન,परिशिष्ट
સંલગ્ન કાર્ય,परिशिष्ट कार्य
અરજી વિકાસકર્તા,अनुप्रयोग विकसक
અરજી -સ્તર,अनुप्रयोग स्तर
અરજીલક્ષી ભાષા,अनुप्रयोग देणारं भाषा
અરજી,अनुप्रयोग पॅकेज
અરજી કાર્યક્રમ,अनुप्रयोग कार्यक्रम
અરજી કાર્યક્રમ,अनुप्रयोग प्रोग्रामिंग
અરજી જરૂરી ભાષા,अर्ज आवश्यक भाषा
એપ્લિકેશન સોફ્ટવેર,अनुप्रयोग सॉफ्टवेअर
અનુકૂળ,अ‍ॅप्लिक
આશરે સિદ્ધાંત,अंदाजे सिद्धांत
મનસ્વી પ્રવેશ,अनियंत्रित प्रवेश
મનસ્વી ક્રમ કમ્પ્યુટર,अनियंत्रित अनुक्रम संगणक
લવાદી,लवाद
સ્થાપત્ય,आर्किटेक्चर
આર્કા,संग्रहण
વિસ્તાર કોડ,क्षेत्र कोड
વિસ્તાર -શોધ,क्षेत्र शोध
વિસ્તાર -તબદીલી,क्षेत्र हस्तांतरण
ક્ષેત્રીય,क्षेत्र चल
દલીલ,युक्तिवाद
દલીલ સરનામું,युक्तिवाद पत्ता
દલીલ યાદી,युक्तिवाद यादी
અંકગણિત સૂચના,अंकगणित सूचना
અંકગણિત અને તર્ક એકમ,अंकगणित आणि तर्कशास्त्र युनिट
અંકગણિત સોંપણી નિવેદન,अंकगणित असाइनमेंट स्टेटमेंट
અંકગણિત તપાસ,अंकगणित तपासणी
ન્યાયશાસ્ત્ર,अंकगणित स्थिर
અંકગણિત,अंकगणित रूपांतरण
સમાંતરતર ડેટા,अंकगणित डेटा
અંકગણિત અપવાદ,अंकगणित अपवाद
અંકગણિત અભિવ્યક્તિ,अंकगणित अभिव्यक्ती
અંકગણિત નિયત બિંદુ,अंकगणित निश्चित बिंदू
અંકગણિત વંશવેલો,अंकगणित पदानुक्रम
અંકગણિત જો નિવેદન,अंकगणित जर विधान
ન્યાયશાસ્ત્રનું તર્કશાસ્ત્ર,अंकगणित तर्कशास्त्र
અંકગણિત તર્ક એકમ,अंकगणित लॉजिक युनिट
ન્યાયશાસ્ત્ર કામગીરી,अंकगणित ऑपरेशन
સમેટાં પ્રપણ,अंकगणित ऑपरेटर
અંકગણિત ઓવરફ્લો,अंकगणित ओव्हरफ्लो
અંકગણિત ચિત્ર -માહિતી,अंकगणित चित्र डेटा
અંકગણિત અગ્રતા,अंकगणित प्राधान्य
અંકગણિત પ્રાથમિક,अंकगणित प्राथमिक
અંકગણિત રજિસ્ટર,अंकगणित नोंदणी
અંકગણિત સંબંધ,अंकगणित संबंध
અંકગણિત સ્કેન,अंकगणित स्कॅन
અંકગણિત વિભાગ,अंकगणित विभाग
અંકગણિત પાળી,अंकगणित शिफ्ट
અંકગણિત,अंकगणित शिफ्टिंग
અંકગણિત નિવેદન,अंकगणित विधान
ન્યાયશાસ્ત્રની મુદત,अंकगणित संज्ञा
અંકગણિત,अंकगणित अंडरफ्लो
અંકગણિત એકમ,अंकगणित युनिट
કળ,रचना
એરે બાઉન્ડ,अ‍ॅरे बाउंड
એરે કમ્પ્યુટર,अ‍ॅरे संगणक
એરેનું પરિમાણ,अ‍ॅरे आयाम
એરે તત્વ,अ‍ॅरे घटक
અભિવ્યક્તિ,अ‍ॅरे अभिव्यक्ती
એરે નામ,अ‍ॅरे नाव
રચના,संरचनांचा अ‍ॅरे
એરે મુદ્રણ,अ‍ॅरे प्रिंटिंग
એરે પ્રક્રિયા,अ‍ॅरे प्रक्रिया
એરે પ્રોસેસર,अ‍ॅरे प्रोसेसर
સ્પષ્ટ મુદ્દો,बोलण्याचे बिंदू
કૃત્રિમ માન્યતા,कृत्रिम अनुभूती
કૃત્રિમ બુદ્ધિ,कृत्रिम बुद्धिमत्ता
કૃત્રિમ ભાષા,कृत्रिम भाषा
કૃત્રિમ ચલ,कृत्रिम चल
કળા -એપ્લિકેશન ડેટા બેંક,कला अनुप्रयोग डेटा बँक
કલાકાર -અરજી,कला अनुप्रयोग संगीत
કળા -એપ્લિકેશન પેટર્ન જનરેશન,कला अनुप्रयोग नमुना निर्मिती
ચડતું,आरोहण
ચ ascતો સ .ર્ટ,चढत्या क्रमवारी
અયોગ્ય,एएससीएल
ASCII નિયંત્રણ પાત્ર,एएससीआयआय नियंत्रण वर्ण
ASCII કી બોર્ડ,एएससीआयआय की बोर्ड
દૃષ્ટિ,पैलू
પાસા અને,पैलू आणि
ભેગા,एकत्र करा
ભેગા થયેલા મૂળ,एकत्रित मूळ
એકત્રીકરણ સમયગાળો,कालावधी एकत्र करा
ભેગા કરનાર,असेंबलर
એસેમ્બલ નિર્દેશક,असेंबलर डायरेक्टिव्ह
ભેળસેળ કરવાની સુવિધા,असेंबलर सुविधा
જોડાયેલી ભાષા,असेंबलर भाषा
એકત્રીકરણ,एकत्र करणे
ભેગા કરવાનો તબક્કો,एकत्रित टप्पा
એકત્રીકરણ સમય,वेळ एकत्र करणे
વિધાનસભા,असेंब्ली
સભા,असेंब्ली भाषा
સભા ભાષા કાર્યક્રમ,असेंब्ली भाषा प्रोग्रामिंग
એસેમ્બલી ભાષા સ software ફ્ટવેર સુગમતા,असेंब्ली भाषा सॉफ्टवेअर लवचिकता
સભા સૂચિ,असेंब्ली सूची
સભા તબક્કા,असेंब्ली फेज
વિધાનસભા દિનચર્યા,असेंब्लीची दिनचर्या
સભા સમય,असेंब्ली वेळ
સભા એકમ,असेंब्ली युनिट
સોંપણી અનુક્રમણિકા,असाइनमेंट इंडेक्सिंग
સોંપણી કામગીરી,असाइनमेंट ऑपरेशन
સોંપણી પત્રક,असाइनमेंट स्टेटमेंट
સંલગ્ન સંબોધન,असोसिएटिव्ह पत्ता
સહયોગી એરે રજિસ્ટર,असोसिएटिव्ह अ‍ॅरे रजिस्टर
સહ -મુખ્ય,असोसिएटिव्ह की
એકસમાન ભાષા,असोसिएटिव्ह भाषा
સંલગ્ન મેમરી,असोसिएटिव्ह मेमरी
સંલગ્ન સંગ્રહ,असोसिएटिव्ह स्टोरेज
ધારેલો દશાંશ બિંદુ,गृहीत दशांश बिंदू
અસમપ્રમાણ ઉપકરણ,असममित डिव्हाइस
અસમપ્રમાણતા I/O,असममित I/O
અસુમેળવાળું,एसिन्क्रोनस
અસમકાલીન કમ્પ્યુટર,एसिन्क्रोनस संगणक
અસમકાલીન ડેટા સ્થાનાંતરણ,एसिन्क्रोनस डेटा ट्रान्सफर
અસુમેળ ડેટા પ્રસારણ,एसिन्क्रोनस डेटा ट्रान्समिशन
અસુમેળ ઉપકરણો,एसिन्क्रोनस डिव्हाइस
અસુમેળ,एसिन्क्रोनस ऑपरेशन
અસમકાલીન સંકેત,एसिन्क्रोनस सिग्नलिंग
અસુમેળ સમય વિભાગ મલ્ટીપ્લેક્સિંગ,एसिन्क्रोनस टाइम डिव्हिजन मल्टिप्लेक्सिंग
અસુમેળ,एसिन्क्रोनस ट्रान्समिशन
અસમકાલીન કાર્યકારી,एसिन्क्रोनस वर्किंग
જોડાયેલ પ્રક્રિયા,संलग्न प्रक्रिया
જોડાયેલ પ્રોસેસર,संलग्न प्रोसेसर
જોડાયેલ સપોર્ટ પ્રોસેસર,संलग्न समर्थन प्रोसेसर
ઉપસ્થિત કામગીરી,ऑपरेशन उपस्थित
ઉપસ્થિત ટ્રેઇલ પ્રિંટર,ट्रेल प्रिंटरला हजेरी लावली
વિક્ષેપ,लक्ष व्यत्यय
ધ્યાન,लक्ष की
વ્યવહાલ,क्षीणन
વિકેન્દ્રિત સ્થિરતા,क्षीणन स्थिर
વ્યથિત વિકૃતિ,क्षीणकरण विकृती
વિકેન્દ્રિત બરાબરી,अ‍ॅटेन्युएशन इक्वेलायझर
હલકાઈ કરનાર,अ‍ॅटेन्युएटर
લક્ષણ,विशेषता
શ્રાહ,ऐकण्यायोग्य अलार्म
Audio ડિઓ કેસેટ,ऑडिओ कॅसेट
Ation ડિઓની તપાસ,ऑडिओ चौकशी
Audષધિ,ऑडिओ लाइन
Audio ડિઓનો પ્રતિભાવ,ऑडिओ प्रतिसाद
Auduy ડિઓ પ્રતિસાદ સંદેશ,ऑडिओ प्रतिसाद संदेश
Audit ડિઓ પ્રતિસાદ એકમ,ऑडिओ प्रतिसाद युनिट
ખવડ -સંગ્રહ એકમ,ऑडिओटेप स्टोरेज युनिट
Audડતી ટેલિકમ્યુનિકેશન રેખા,ऑडिओ टेलिकम्युनिकेशन लाइन
Audio ડિઓ ટર્મિન,ऑडिओ टर्मिनल
ઓડિટ ભાષા,ऑडिट कमांड भाषा
હિસાબ -તપાસણી,ऑडिट प्रोग्रामिंग
વિષ્લેષણ,तपासणीचे सूत्र
યોજવું,ऑगेंड
વૃદ્ધિ,वाढवणे
વૃદ્ધિ કરનાર,ऑगमेंटर
લેખક,लेखक
લેખક,लेखन
અર્થતંત્ર,लेखन प्रणाली
અધિકાર,अधिकार
સત્તાપત્ર,अधिकृतता कोड
અધિકૃત ગ્રંથાલય,अधिकृत लायब्ररी
અધિકૃત કાર્યક્રમ,अधिकृत कार्यक्रम
અધિકૃત કાર્યક્રમ સુવિધા,अधिकृत कार्यक्रम सुविधा
સ્વત abstractભાશ્રલ,ऑटो अ‍ॅबस्ट्रॅक्ट
શૌર્ય,स्वयंचलित
સ્વત bootટ -બુટિંગ,ऑटो बूटिंग
સ્વત by બાયપાસ,ऑटो बायपास
Auto ટો ક call લ (= સ્વચાલિત ક calling લિંગ),ऑटो कॉल (= स्वयंचलित कॉलिंग)
સ્વત autoાંડ,ऑटो कोडर
ઓટો ડાયલ,ऑटो डायल
સ્વચ્છતા,ऑटोफ्लो
ઓટો અનુક્રમણિકા,ऑटो इंडेक्स
ઓટો અનુક્રમિત સરનામાં,ऑटो अनुक्रमित पत्ता
નકલો,ऑटोमाटा
આપમેળે સિદ્ધાંત,ऑटोमाटा सिद्धांत
સ્વત્વાર્પણ પ્રકાર,ऑटोमॅटा प्रकार
