Malayalam,Odiya
"ഘടിപ്പിച്ച, സാധാരണയായി, നിൽക്കുന്ന, വിച്ഛേദിക്കപ്പെട്ട, വിഘടിച്ച","ସଂଲଗ୍ନ, ସାଧାରଣତ, ଠିଆ, ବିଚ୍ଛିନ୍ନ, ଖଣ୍ଡବିଖଣ୍ଡିତ |"
പലപ്പോഴും ചാടുന്നു,ବାରମ୍ବାର ଡେଇଁପଡେ |
കൈ*,ହାତ *
പ്രതിഫലനം നഷ്ടപ്പെട്ടു,ହଜିଯାଇଥିବା ପ୍ରତିଫଳନ |
സ്പെക്ട്രം കാണുന്നില്ല,ସ୍ପେକ୍ଟ୍ରମ୍ ଅନୁପସ୍ଥିତ |
"കേവല, കേവല, സ്ഥിരം, തികഞ്ഞ","ସଂପୂର୍ଣ୍ଣ, ସଂପୂର୍ଣ୍ଣ, ସ୍ଥିର, ସିଦ୍ଧ |"
സമ്പൂർണ്ണ ത്വരണം,ସଂପୂର୍ଣ୍ଣ ତ୍ୱରଣ
കേവല യാഥാർത്ഥ്യം,ସଂପୂର୍ଣ୍ଣ ବାସ୍ତବତା |
സമ്പൂർണ്ണ വിലാസം,ସଂପୂର୍ଣ୍ଣ ଠିକଣା
ജിയോ റിലേറ്റീവ് ആൾട്ടിമീറ്റർ,ଜିଓ-ଆପେକ୍ଷିକ ଉଚ୍ଚତା |
ഭൂമിശാസ്ത്രപരമായ ഉയരം,ଭ ge ଗୋଳିକ ଉଚ୍ଚତା |
കേവല ആമ്പിയർ,ସଂପୂର୍ଣ୍ଣ ଆମ୍ପେର୍ |
സമ്പൂർണ്ണ തിളനില,ସଂପୂର୍ଣ୍ଣ ଫୁଟିବା ବିନ୍ଦୁ |
കേവല പ്രകാശം,ସଂପୂର୍ଣ୍ଣ ଉଜ୍ଜ୍ୱଳତା |
കേവല കപ്പാസിറ്റൻസ്,ସଂପୂର୍ଣ୍ଣ କ୍ଷମତା
കേവല ഉയരം,ସଂପୂର୍ଣ୍ଣ ଉଚ୍ଚତା |
കേവല പിഗ്മെന്റ്,ସଂପୂର୍ଣ୍ଣ ପିଗମେଣ୍ଟ |
"സമ്പൂർണ്ണ കോൺഫിഗറേഷൻ, അവ്യക്തമായ കോൺഫിഗറേഷൻ","ସଂପୂର୍ଣ୍ଣ ବିନ୍ୟାସ, ଅସ୍ପଷ୍ଟ ବିନ୍ୟାସ |"
കേവല കൂലം,ସଂପୂର୍ଣ୍ଣ କୁଲମ୍ବ |
പൂർണ്ണമായ ഇരുട്ട്,ସମ୍ପୂର୍ଣ୍ଣ ଅନ୍ଧକାର |
സമ്പൂർണ്ണ ഷെഡ്യൂളിംഗ്,ସଂପୂର୍ଣ୍ଣ କାର୍ଯ୍ୟସୂଚୀ
കേവല സാന്ദ്രത*,ସଂପୂର୍ଣ୍ଣ ଘନତା *
സമ്പൂർണ്ണ ഡ്രെയിനേജ്,ସଂପୂର୍ଣ୍ଣ ଜଳ ନିଷ୍କାସନ |
സമ്പൂർണ്ണ ഇഎംയു (വൈദ്യുതകാന്തിക യൂണിറ്റ്),ସଂପୂର୍ଣ୍ଣ EMU | (ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ଏକକ)
സമ്പൂർണ്ണ ESU (സ്റ്റാറ്റിക് യൂണിറ്റ്),ସଂପୂର୍ଣ୍ଣ ESU | (ଷ୍ଟାଟିକ୍ ୟୁନିଟ୍)
സമ്പൂർണ്ണ കാര്യക്ഷമത,ସଂପୂର୍ଣ୍ଣ ଦକ୍ଷତା |
കേവല ഇലക്ട്രോമീറ്റർ,ସଂପୂର୍ଣ୍ଣ ଇଲେକ୍ଟ୍ରୋମିଟର |
കേവല ആവൃത്തി കേവല ആവൃത്തി,ସଂପୂର୍ଣ୍ଣ ଫ୍ରିକ୍ୱେନ୍ସି ସଂପୂର୍ଣ୍ଣ ଫ୍ରିକ୍ୱେନ୍ସି |
കേവല ഈർപ്പം,ସଂପୂର୍ଣ୍ଣ ଆର୍ଦ୍ରତା |
കേവല സംഭവങ്ങൾ,ସଂପୂର୍ଣ୍ଣ ଘଟଣା
കേവല അപവർത്തന സൂചിക,ସଂପୂର୍ଣ୍ଣ ପ୍ରତୀକାତ୍ମକ ସୂଚକାଙ୍କ |
സമ്പൂർണ്ണ അസ്ഥിരത,ସଂପୂର୍ଣ୍ଣ ଅସ୍ଥିରତା |
സമ്പൂർണ്ണ അസ്ഥിരത,ସଂପୂର୍ଣ୍ଣ ଅସ୍ଥିରତା |
"കേവല തീവ്രത, കേവല തീവ്രത","ସଂପୂର୍ଣ୍ଣ ତୀବ୍ରତା, ସଂପୂର୍ଣ୍ଣ ତୀବ୍ରତା |"
അസ്തീനിയയുടെ സമ്പൂർണ്ണ പരിധി,ଆଥେନିଆର ସଂପୂର୍ଣ୍ଣ ସୀମା |
കേവല പ്രകാശം സിൽ,ସଂପୂର୍ଣ୍ଣ ଆଲୋକୀକରଣ ସିଲ୍ |
കേവല പ്രകാശ വക്രം,ସଂପୂର୍ଣ୍ଣ ଆଲୋକ ବକ୍ର
കേവലമായ അളവ്,ସଂପୂର୍ଣ୍ଣ ପରିମାଣ
കേവല ബാരോമീറ്റർ,ସଂପୂର୍ଣ୍ଣ ବାରୋମିଟର |
പരമോന്നത പരമോന്നത,ସର୍ବୋଚ୍ଚ ସର୍ବୋଚ୍ଚ
സമ്പൂർണ്ണ പരിധി,ସଂପୂର୍ଣ୍ଣ ଚରମ
ഏറ്റവും താഴ്ന്നത്,ସଂପୂର୍ଣ୍ଣ ସର୍ବନିମ୍ନ |
കേവല ആക്കം,ସଂପୂର୍ଣ୍ଣ ଗତି
കേവല വേഗത,ସଂପୂର୍ଣ୍ଣ ଗତି
കേവല സംഗീതം,ସଂପୂର୍ଣ୍ଣ ସଂଗୀତ |
സമ്പൂർണ നിരീക്ഷണം,ସଂପୂର୍ଣ୍ଣ ନିରୀକ୍ଷଣ |
കേവല ഓം,ସଂପୂର୍ଣ୍ଣ ଓହମ୍ |
കേവല ഓറിയന്റേഷൻ,ସଂପୂର୍ଣ୍ଣ ଆଭିମୁଖ୍ୟ
കേവല ഇലക്ട്രോനെഗറ്റിവിറ്റി,ସଂପୂର୍ଣ୍ଣ ଇଲେକ୍ଟ୍ରୋନେଗେଟିଭିଟି |
കേവല ഗുരുത്വാകർഷണം,ସଂପୂର୍ଣ୍ଣ ମାଧ୍ୟାକର୍ଷଣ |
കേവല മർദ്ദം,ସଂପୂର୍ଣ୍ଣ ଚାପ |
സമ്പൂർണ്ണ സ്വത്ത്,ସଂପୂର୍ଣ୍ଣ ସମ୍ପତ୍ତି |
കേവല സ്കെയിലർ,ସଂପୂର୍ଣ୍ଣ ସ୍କାଲାର୍ |
താപനിലയുടെ കേവല സ്കെയിൽ*,ତାପମାତ୍ରାର ଚରମ ମାପ *
"കേവല സമന്വയം, സമ്പൂർണ്ണ സമന്വയം","ସଂପୂର୍ଣ୍ଣ ସିଙ୍କ୍ରୋନି, ସଂପୂର୍ଣ୍ଣ ସିଙ୍କ୍ରୋନି |"
സമ്പൂർണ്ണ സമ്മർദ്ദം,ସଂପୂର୍ଣ୍ଣ ଚାପ |
കേവല സമമിതി,ସଂପୂର୍ଣ୍ଣ ସମୃଦ୍ଧତା |
കേവല ചലന ശരീരം,ସଂପୂର୍ଣ୍ଣ ଗତି ଶରୀର |
കേവല യൂണിറ്റ് സിസ്റ്റം,ସଂପୂର୍ଣ୍ଣ ୟୁନିଟ୍ ସିଷ୍ଟମ୍ |
കേവല താപനില,ସଂପୂର୍ଣ୍ଣ ତାପମାତ୍ରା |
കേവല സമയം,ସଂପୂର୍ଣ୍ଣ ସମୟ |
കേവല യൂണിറ്റുകൾ,ସଂପୂର୍ଣ୍ଣ ଏକକ |
യഥാർത്ഥ മൂല്യം,ସଂପୂର୍ଣ୍ଣ ମୂଲ୍ୟ
പൂർണ്ണസംഖ്യ കാൽക്കുലേറ്റർ,ପୂର୍ଣ୍ଣ କାଲକୁଲେଟର
കേവല വേഗത,ସଂପୂର୍ଣ୍ଣ ବେଗ
കേവല വിസ്കോസിറ്റി,ସଂପୂର୍ଣ୍ଣ ସାନ୍ଦ୍ରତା |
കേവല ഭാരം,ସଂପୂର୍ଣ୍ଣ ଓଜନ |
കേവല പൂജ്യം*,ସଂପୂର୍ଣ୍ଣ ଶୂନ *
പൂജ്യത്തിന്റെ കേവല വിഭജനം,ଶୂନ୍ୟର ସଂପୂର୍ଣ୍ଣ ବିଭାଜନକାରୀ |
ആഗിരണം ചെയ്യുക,ଶୋଷଣ
ആഗിരണ സൂചിക*,ଅବସାଦ ସୂଚକାଙ୍କ *
ആഗിരണം ചെയ്ത ഊർജ്ജം,ଶୋଷିତ ଶକ୍ତି
"ആഗിരണം, ആഗിരണം","ଶୋଷକ, ଶୋଷକ"
ആഗിരണം ചെയ്യാവുന്ന മാധ്യമം*,ଅବଶୋଷକ ମାଧ୍ୟମ *
ആഗിരണം ശേഷി,ଅବଶୋଷଣ କ୍ଷମତା |
ആഗിരണം,ଅବସାଦ |
അബ്സോർപ്റ്റിയോമീറ്റർ*,ଶୋଷଣକାରୀ *
അബ്സോർപ്റ്റിയോമെട്രി*,ଶୋଷଣକାରୀ *
ആഗിരണം,ଅବଶୋଷଣ
ആഗിരണം - ബാൻഡ്*,ଅବଶୋଷଣ - ବ୍ୟାଣ୍ଡ *
ആഗിരണം സർക്യൂട്ട്,ଅବଶୋଷଣ ସର୍କିଟ |
ആഗിരണം ഗുണകം,ଶୋଷଣ ଗୁଣବତ୍ତା
ആഗിരണം കോളം,ଅବଶୋଷଣ ସ୍ତମ୍ଭ
ആഗിരണ സ്ഥിരത,ଅବଶୋଷଣ ସ୍ଥିର |
ആഗിരണ തുടർച്ച,ଅବଶୋଷଣ କ୍ରମାଗତ |
ആഗിരണം മേഖല,ଅବଶୋଷଣ ଜୋନ୍ |
ആഗിരണം കറന്റ്,ଅବଶୋଷଣ କରେଣ୍ଟ |
ആഗിരണം വക്രം*,ଅବଶୋଷଣ ବକ୍ର *
ആഗിരണം ഒടിവ്,ଅବଶୋଷଣ ଭଙ୍ଗା |
ആഗിരണം കോർ,ଅବଶୋଷଣ କୋର୍ |
ആഗിരണം ഘടകം,ଅବଶୋଷଣ କାରକ |
ആഗിരണം ഫിൽട്ടർ,ଅବଶୋଷଣ ଫିଲ୍ଟର୍ |
അബ്സോർപ്ഷൻ ഫ്ലേം ഫോട്ടോമെട്രി*,ଅବଶୋଷଣ ଫ୍ଲେମ୍ ଫୋଟୋମେଟ୍ରି *
ആഗിരണം ഹൈഗ്രോമീറ്റർ,ଅବଶୋଷଣ ହାଇଗ୍ରୋମିଟର |
ആഗിരണ ഘാതം,ଅବଶୋଷଣ ପ୍ରଦର୍ଶକ |
ആഗിരണം നാമമാത്രമാണ്,ଶୋଷଣ ମାର୍ଜିନ
ആഗിരണം ലൈൻ,ଅବଶୋଷଣ ରେଖା |
ആഗിരണം നഷ്ടം,ଅବଶୋଷଣ କ୍ଷତି |
ആഗിരണം മോഡുലേഷൻ,ଅବଶୋଷଣ ମଡ୍ୟୁଲେସନ୍ |
പ്രകാശം ആഗിരണം,ହାଲୁକା ଅବଶୋଷଣ |
റേഡിയേഷൻ ഊർജ്ജത്തിന്റെ ആഗിരണം,ବିକିରଣ ଶକ୍ତିର ଅବଶୋଷଣ |
ആഗിരണം കൊടുമുടി,ଅବଶୋଷଣ ଶିଖର |
ആഗിരണം ഫോട്ടോമെട്രി,ଅବଶୋଷଣ ଫୋଟୋମେଟ୍ରି |
ആഗിരണം അനുപാതം,ଅବଶୋଷଣ ଅନୁପାତ |
ആഗിരണം പരിധി*,ଅବଶୋଷଣ ପରିସର *
ആഗിരണം സ്പെക്ട്രം ഫോട്ടോമെട്രി*,ଅବଶୋଷଣ ସ୍ପେକ୍ଟ୍ରମ୍ ଫୋଟୋମେଟ୍ରି *
ആഗിരണം സ്പെക്ട്രം*,ଅବଶୋଷଣ ସ୍ପେକ୍ଟ୍ରମ *
"ആഗിരണം ട്യൂബ്, ആഗിരണം ട്യൂബ്","ଅବଶୋଷଣ ଟ୍ୟୁବ୍, ଅବଶୋଷଣ ଟ୍ୟୁବ୍ |"
ആഗിരണം ഹൈഗ്രോമീറ്റർ,ଅବଶୋଷଣ ହାଇଗ୍ରୋମିଟର |
ആഗിരണം ചെയ്യാവുന്ന*,ଶୋଷଣକାରୀ *
ആഗിരണം ചെയ്യാവുന്ന ബാഷ്പീകരണം,ଶୋଷକ ବାଷ୍ପୀକରଣକାରୀ |
ആഗിരണം നിയമം*,ଅବଶୋଷଣ ନିୟମ *
ആഗിരണം മീഡിയം,ଅବଶୋଷଣ ମାଧ୍ୟମ |
"ആഗിരണം ചെയ്യാനുള്ള ശേഷി, ആഗിരണം*","ଅବଶୋଷଣ କ୍ଷମତା, ଅବଶୋଷଣ *"
ആഗിരണം*,ଅବସାଦ *
സ്റ്റുഡിയോ അലങ്കാരം,ଷ୍ଟୁଡିଓ ସାଜସଜ୍ଜା |
ഗുണിത അനുപാതം,ବହୁଗୁଣ ଅନୁପାତ |
അബോൾട്ട്,abvolt
കുറിച്ച്,ବିଷୟରେ
ത്വരിതപ്പെടുത്തുക,ତ୍ୱରାନ୍ୱିତ କର |
ആക്സിലറേഷൻ-സ്റ്റോപ്പ് ദൂരം,ତ୍ୱରଣ-ସ୍ଥଗିତ ଦୂରତା |
തിടുക്കപ്പെട്ടു,ଶୀଘ୍ର ଶୀଘ୍ର
ദ്രുത സമയ ഫല പരിശോധന,ଶୀଘ୍ର ସମୟ ପ୍ରଭାବ ପରୀକ୍ଷା |
പെട്ടെന്നുള്ള ഒഴുക്ക്,ଶୀଘ୍ର ପ୍ରବାହ
പെട്ടെന്നുള്ള വേഗത,ଦ୍ରୁତ ଗତି
പെട്ടെന്നുള്ള ശരീരം,ଶୀଘ୍ର ଶରୀର
ആക്സിലറേറ്റർ തൂക്കം,ତ୍ୱରଣକାରୀ ଓଜନ
ആക്സിലറേറ്റർ ഇലക്ട്രോഡ്*,ତ୍ୱରକ ଇଲେକ୍ଟ୍ରୋଡ୍ *
ആക്സിലറേറ്റർ സമയം*,ତ୍ୱରକ ସମୟ *
ആക്സിലറേറ്റർ ഘട്ടം,ତ୍ୱରକ ପର୍ଯ୍ୟାୟ |
ആക്സിലറേറ്റർ നിരക്ക്,ତ୍ୱରଣକାରୀ ହାର
ആക്സിലറേറ്റർ വോൾട്ടേജ്*,ତ୍ୱରକ ଭୋଲଟେଜ୍ *
ത്വരണം,ତ୍ୱରଣ
ത്വരിതപ്പെടുത്തിയ ജ്വലനം,ତ୍ୱରିତ ଜାଳେଣି |
ആക്സിലറേഷൻ കോഫിഫിഷ്യന്റ്,ତ୍ୱରଣ ଗୁଣବତ୍ତା
ത്വരണം ഘടകം,ତ୍ୱରଣ ଉପାଦାନ
ഗുരുത്വാകർഷണം മൂലം ത്വരണം,ମାଧ୍ୟାକର୍ଷଣ ହେତୁ ତ୍ୱରଣ |
ത്വരണം ഘടകം,ତ୍ୱରଣ କାରକ
ത്വരിതപ്പെടുത്തിയ ചാർജ്,ତ୍ୱରିତ ଚାର୍ଜ |
ഗുരുത്വാകർഷണ ത്വരണം,ମାଧ୍ୟାକର୍ଷଣର ତ୍ୱରଣ
ത്വരണം സാധ്യത,ତ୍ୱରଣ ସମ୍ଭାବନା |
ത്വരിതപ്പെടുത്തൽ നിയമം,ତ୍ୱରଣ ନିୟମ
ത്വരിതപ്പെടുത്തൽ പ്രക്രിയ,ତ୍ୱରଣ ପ୍ରକ୍ରିୟା
ആക്സിലറേഷൻ സോൺ,ତ୍ୱରଣ କ୍ଷେତ୍ର
ത്വരിതപ്പെടുത്തൽ രീതി,ତ୍ୱରଣ ପଦ୍ଧତି
"ആക്സിലറേഷൻ ടോളറൻസ്, ആക്സിലറേഷൻ ടോളറൻസ്","ତ୍ୱରଣ ସହନଶୀଳତା, ତ୍ୱରଣ ସହନଶୀଳତା |"
ആക്സിലറേഷൻ വെക്റ്റർ,ତ୍ୱରଣ ଭେକ୍ଟର
ത്വരണം-വോൾട്ടേജ്,ତ୍ୱରଣ-ଭୋଲଟେଜ୍
ത്വരണം തരംഗം,ତ୍ୱରଣ ତରଙ୍ଗ
ആക്സിലറേറ്റർ,ତ୍ୱରକ
"ത്വരിതപ്പെടുത്തുക, ആക്സിലറേറ്റർ*","ତ୍ୱରାନ୍ୱିତ, ତ୍ୱରକ *"
ആക്സിലറേറ്റർ സമവാക്യം,ତ୍ୱରକ ସମୀକରଣ |
ആക്സിലറേറ്റർ*,ତ୍ୱରକ *
ആക്സിലറോമീറ്റർ,ଆକ୍ସିଲେରୋମିଟର
ആക്സിലറോമീറ്റർ പൊരുത്തപ്പെടുത്തൽ,ଆକ୍ସିଲେରୋମିଟର ମେଳ |
പ്രിസ്ട്രെസർ,ସମ୍ମାନ
സാധുവായ പ്രതീകങ്ങൾ,ବ valid ଧ ବର୍ଣ୍ଣଗୁଡିକ |
സ്വീകാര്യത കോൺ,ଗ୍ରହଣ କୋଣ
സ്വീകാര്യത സ്പെസിഫിക്കേഷൻ,ଗ୍ରହଣ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |
സ്വീകാര്യമായ പരിശോധന,ଗ୍ରହଣୀୟ ପରୀକ୍ଷା
"സ്വീകരിക്കുന്നവൻ*, സ്വീകരിക്കുന്നവൻ","ଗ୍ରହଣକାରୀ *, ଗ୍ରହଣକାରୀ"
റിസപ്റ്റർ ആറ്റം,ରିସେପ୍ଟର ପରମାଣୁ |
റിസപ്റ്റർ ബോണ്ട്,ରିସେପ୍ଟର ବଣ୍ଡ |
റിസീവർ സർക്യൂട്ട്,ରିସିଭର୍ ସର୍କିଟ୍ |
റിസപ്റ്റർ ലെവൽ,ରିସେପ୍ଟର ସ୍ତର
ദാതാവിന്റെ തന്മാത്ര,ଦାତା ଅଣୁ
റിസപ്റ്റർ പ്രോപ്പർട്ടി,ରିସେପ୍ଟର ସମ୍ପତ୍ତି |
റിസപ്റ്റർ പ്രോപ്പർട്ടി ലെവൽ,ରିସେପ୍ଟର ସମ୍ପତ୍ତି ସ୍ତର |
ആക്സിലറേറ്റർ ഹോസ്,ତ୍ୱରକ ହୋସ୍ |
"പ്രവേശനം, കാത്തിരിപ്പ്, പ്രവേശനം","ପ୍ରବେଶ, ଅପେକ୍ଷା, ପ୍ରବେଶ"
ഭുജിലേക്ക് പ്രവേശിക്കുക,ଭୁଜ୍ ପ୍ରବେଶ କରନ୍ତୁ |
ആക്സസ് സിസ്റ്റം,ଆକ୍ସେସ୍ ସିଷ୍ଟମ୍ |
പ്രവേശന സമയം,ପ୍ରବେଶ ସମୟ
പ്രവേശനക്ഷമത,ଅଭିଗମ୍ୟତା
"അധിക, ഓക്സിലറി, ആക്സസറി (v, ), ആക്സസറികൾ","ଅତିରିକ୍ତ, ସହାୟକ, ଆନୁଷଙ୍ଗିକ (v, ), ଆନୁଷଙ୍ଗିକ |"
അധിക നിയന്ത്രണങ്ങൾ,ଅତିରିକ୍ତ ପ୍ରତିବନ୍ଧକ |
യാദൃശ്ചികം,ସୁଯୋଗ ସମକକ୍ଷ |
ആകസ്മികമായ തിരുത്തൽ,ଆକସ୍ମିକ ସଂଶୋଧନ |
ആകസ്മികമായ ബയോജനസിസ്,ଆକସ୍ମିକ ବାୟୋଜେନେସିସ୍ |
ആകസ്മികമായ വഴിതിരിച്ചുവിടൽ,ଆକସ୍ମିକ ବିଭ୍ରାଟ |
സന്ദർശക പിശക്,ପରିଦର୍ଶକ ତ୍ରୁଟି |
"പെട്ടെന്ന് നിർത്തുക, പെട്ടെന്ന് നിർത്തുക","ହଠାତ୍ ବନ୍ଦ, ଆକସ୍ମିକ ବନ୍ଦ |"
ആകസ്മികമായ കൈമാറ്റം,ଆକସ୍ମିକ ସଂକ୍ରମଣ
ക്രമരഹിതമായ വ്യതിയാനം,ଅନିୟମିତ ଭିନ୍ନତା |
ക്രമീകരിക്കൽ,ଆଡଜଷ୍ଟମେଣ୍ଟ୍
സ്ഥാനം പിടിച്ചു,ସ୍ଥିତ
സഞ്ചിത പിശക്,ସଂଗୃହିତ ତ୍ରୁଟି |
"ശേഖരണം, ശേഖരണം","ଜମା, ଜମା"
ഊർജ്ജ സംഭരണം,ଶକ୍ତି ସଂରକ୍ଷଣ
ശേഖരണം*,ଜମାକାରୀ *
കൃത്യത,ସଠିକତା
റിയാലിറ്റി,ବାସ୍ତବତା
യഥാർത്ഥ ഉപകരണ നിരീക്ഷണം,ପ୍ରକୃତ ଯନ୍ତ୍ରର ପର୍ଯ୍ୟବେକ୍ଷଣ |
കൃത്യമായ റേഞ്ച് മാർക്കർ,ସଠିକ୍ ପରିସର ମାର୍କର |
കൃത്യമായ സ്കാനിംഗ്,ସଠିକତା ସ୍କାନିଂ |
പ്രാക്ടീസ്,ଅଭ୍ୟାସ କର |
ആക്സിലറേറ്റർ സെൽ*,ତ୍ୱରକ କକ୍ଷ *
അക്രോമാറ്റിക് ലെൻസ്*,ଆକ୍ରୋମାଟିକ୍ ଲେନ୍ସ *
അക്രോമാറ്റിക്*,ଆକ୍ରୋମାଟିକ୍ *
അക്രോമാറ്റിക് അനലൈസർ,ଆକ୍ରୋମାଟିକ୍ ଆନାଲିଜର୍ |
ഫ്രീക്വൻസി ന്യൂട്രൽ ആന്റിന,ଫ୍ରିକ୍ୱେନ୍ସି ନିରପେକ୍ଷ ଆଣ୍ଟେନା |
അക്രോമാറ്റിക് ആകൃതി,ଆକ୍ରୋମାଟିକ୍ ଆକୃତି |
അക്രോമാറ്റിക് തൊങ്ങൽ,ଆକ୍ରୋମାଟିକ୍ ଫ୍ରିଙ୍ଗ୍ |
അക്രോമാറ്റിക് ലെൻസ്*,ଆକ୍ରୋମାଟିକ୍ ଲେନ୍ସ *
അക്രോമാറ്റിക് പോയിന്റ് പാത,ଆକ୍ରୋମାଟିକ୍ ପଏଣ୍ଟ ପଥ |
അക്രോമാറ്റിക് ലെൻസ്,ଆକ୍ରୋମାଟିକ୍ ଲେନ୍ସ |
അക്രോമാറ്റിക് പ്രിസം,ଆକ୍ରୋମାଟିକ୍ ପ୍ରିଜିମ୍ |
അക്രോമാറ്റിക് ടെലിസ്കോപ്പ്,ଆକ୍ରୋମାଟିକ୍ ଟେଲିସ୍କୋପ୍ |
അക്രോമാറ്റിറ്റി*,ଆକ୍ରୋମାଟିଟି *
അക്രോമാറ്റിസേഷൻ*,ଆକ୍ରୋମାଟାଇଜେସନ୍ *
അക്രോമാറ്റിറ്റി*,ଆକ୍ରୋମାଟିଟି *
"ഇലാസ്റ്റിക്, അൺഫ്രാക്റ്ററി, റിഫ്രാക്ടറി","ଇଲାଷ୍ଟିକ୍, ଅପ୍ରାକୃତିକ, ଚିତ୍ତାକର୍ଷକ |"
"അക്രോൺ ഹോസ്, ബഞ്ചു ഹോസ്","ଆକୋରନ୍ ହୋସ୍, ବାଞ୍ଜୁ ହୋସ୍ |"
മിനിയേച്ചർ വാൽവ്,କ୍ଷୁଦ୍ର ଭଲଭ୍ |
എക്കോഫോണി,ଇକୋଫୋନି |
അക്കോസ്റ്റിക്,ଶବ୍ଦ
അക്കോസ്റ്റിക് ആഗിരണം,ଆକାଶବାଣୀ ଅବଶୋଷଣ |
അക്കോസ്റ്റിക് അറ്റൻവേഷൻ കോഫിഫിഷ്യന്റ്,ଆକାଶବାଣୀ ଆଟେଣ୍ଡେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
അക്കോസ്റ്റിക് അറ്റൻവേഷൻ,ଆକାଶବାଣୀ
അക്കോസ്റ്റിക് കള്ളൻ അലാറം,ଶବ୍ଦ ଚୋର ଆଲାର୍ମ |
അക്കോസ്റ്റിക് കപ്പാസിറ്റൻസ്,ଆକାଶବାଣୀ କ୍ଷମତା |
ശ്രവണ കേന്ദ്രം,ଶ୍ରବଣ କେନ୍ଦ୍ର
അക്കോസ്റ്റിക് വിശദീകരണം,ଆକାଶବାଣୀ ବ୍ୟାଖ୍ୟା
അക്കോസ്റ്റിക് കവർ,ଶବ୍ଦ କଭର |
ശബ്ദ പ്രതികരണം,ଆକାଶବାଣୀ ପ୍ରତିକ୍ରିୟା |
അക്കോസ്റ്റിക് ഘടകം,ଆକାଶବାଣୀ ଉପାଦାନ |
