Kannada,Marathi
ಪರ್ಯಾಯ ರೂಟಿಂಗ್,वैकल्पिक मार्ग
ಪರ್ಯಾಯ ಟ್ರ್ಯಾಕ್,वैकल्पिक ट्रॅक
ಪರ್ಯಾಯ (= ಅಥವಾ ಕಾರ್ಯಾಚರಣೆ),अल्टरनेशन (= किंवा ऑपरेशन)
ಪರ್ಯಾಯ ಗುಣಲಕ್ಷಣ,वैकल्पिक गुणधर्म
ಪರ್ಯಾಯ ನಿರಾಕರಣೆ (= ಅಲ್ಲ ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ),वैकल्पिक नकार (= नाही आणि ऑपरेशन)
ಅಸ್ಪಷ್ಟ ದೋಷ,अस्पष्टता त्रुटी
ಅಸ್ಪಷ್ಟ ಉಲ್ಲೇಖ,संदिग्ध संदर्भ
ಜರುಗೋಲು,एनालॉग
ಅನಾಲಾಗ್,एनालॉग अ‍ॅडडर
ಅನಾನುಕೂಲ ಚಾನೆಲ್,एनालॉग चॅनेल
ಅನಾನುಕೂಲ ಕಂಪ್ಯೂಟರ್,एनालॉग संगणक
ಅನಾನುಕೂಲ ಪರಿವರ್ತಕ,एनालॉग कन्व्हर्टर
ಅನಲಾಗ್ ಡೇಟಾ,एनालॉग डेटा
ಅನನುಕಿನ ವಿಭಾಜಕ,एनालॉग विभाजक
ಅನಲಾಗ್ ಫೆಸಿಲಿಟಿ ಟರ್ಮಿನಲ್,अ‍ॅनालॉग सुविधा टर्मिनल
ಅನಾನುಕೂಲ ಕಾರ್ಯ  ಉತ್ಪಾದಕ,एनालॉग फंक्शन  जनरेटर
ಅನಲಾಗ್ ಏಕೀಕರಣ,एनालॉग एकत्रीकरण
ಸೋಗು ಗುಣಕ,एनालॉग गुणक
ಅನಲಾಗ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,एनालॉग प्रोग्रामिंग
ಅನನುಕಿನ ಸ್ಕೇಲಿಂಗ್,एनालॉग स्केलिंग
ಅನಾಲಾಗ್ ಸಂಕೇತ,एनालॉग सिग्नल
ಸಿಮ್ಯುಲೇಶನ್,एनालॉग सिम्युलेशन
ಅನಲಾಗ್ ಸ್ವಿಚ್,एनालॉग स्विच
ಅನಾಲಾಗ್ ವ್ಯವಸ್ಥೆ,एनालॉग सिस्टम
ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್  ಪರಿವರ್ತಕ,डिजिटल टू डिजिटल  कन्व्हर्टर
ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್  ಸ್ಥಳಾಂತರಕ,डिजिटल टू डिजिटल  एन्कोडर
ಅನಾಲಿಕೆ ಹರಡುವಿಕೆ,एनालॉग ट्रान्समिशन
ಅನಾಲಾಗ್ ಪ್ರಕಾರ,एनालॉग प्रकार
ವಿಶ್ಲೇಷಣೆ,विश्लेषण ब्लॉक
ವಿಶ್ಲೇಷಣೆ ವಿಧಾನ,विश्लेषण मोड
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಎಂಜಿನ್,विश्लेषणात्मक इंजिन
ಪೂರ್ವಜರ ಕಾರ್ಯ,वडिलोपार्जित कार्य
ಪೂರಳು ಉಪಕರಣಗಳು,सहायक उपकरणे
ಮತ್ತು,आणि
ಮತ್ತು ಸರ್ಕ್ಯೂಟ್,आणि सर्किट
ಮತ್ತು ಅಂಶ,आणि घटक
ಮತ್ತು ಗೇಟ್,आणि गेट
ಮತ್ತು ಮರೆಮಾಚುವಿಕೆ,आणि मुखवटा
ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ ಅಲ್ಲ (= ಹೊರಗಿಡುವಿಕೆ,आणि ऑपरेशन नाही (= अपवर्जन)
ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ,आणि ऑपरेशन
ಅನೆಕ್ಸ್ ಸ್ಮರಣೆ,अनुबंध मेमरी
ಟಿಪ್ಪಣಿ,भाष्य
ಮೊಳಕೆ,अ‍ॅन्युन्सिएटर
ಮತ್ತೆ ಉತ್ತರಿಸಿ,उत्तर परत
ಉತ್ತರ ವಿಳಂಬ,उत्तर विलंब
ಸಮಯಕ್ಕೆ ಉತ್ತರಿಸುವುದು,उत्तर वेळ
ಉತ್ತರ ದೀಪ,उत्तर दिवा
ಉತ್ತರ ಪಟ್ಟಿ,उत्तर यादी
ಉತ್ತರ ಮಾತ್ರ,फक्त उत्तर द्या
ನಿರೀಕ್ಷೆಯ ಕ್ರಮ,अपेक्षित मोड
ನಿರೀಕ್ಷಿತ ಬಫರಿಂಗ್,अपेक्षित बफरिंग
ನಿರೀಕ್ಷಿತ ಸಾಗಣೆ,अपेक्षित वाहून नेणे
ನಿರೀಕ್ಷಿತ ಪೇಜಿಂಗ್,अपेक्षित पेजिंग
ಪ್ರತಿಕೂಲ ಕಾರ್ಯಾಚರಣೆ,अँटीकोइन्सिडन्स ऑपरेशन
ಪ್ರತಿಷ್ಠಾನದ ಅಂಶ,अँटीकोइन्सींट घटक
ಅಪೇಕ್ಷಣೀಯ ಆಂಟೆನಾ,अ‍ॅपरिओडिक ten न्टीना
ದ್ಯುತಿರಂಧ್ರ ಚೀಲು,छिद्र कार्ड
ದ್ಯುತಿರಂಧ್ರ ಸಂಹಿತೆ,छिद्र कोड
ದ್ಯುತಿರಂಧ್ರ ಸಮಯ,छिद्र वेळ
ಅನುಬಂಧ,परिशिष्ट
ಅನುಬಂಧ ಕಾರ್ಯ,परिशिष्ट कार्य
ಅಪ್ಲಿಕೇಶನ್ ಡೆವಲಪರ್,अनुप्रयोग विकसक
ಅಪ್ಲಿಕೇಶನ್ ಪದರ,अनुप्रयोग स्तर
ಅಪ್ಲಿಕೇಶನ್ ಆಧಾರಿತ ಭಾಷೆ,अनुप्रयोग देणारं भाषा
