Tamil,Kannada
ஒலி சுற்று,ಆಡಿಯೋ ಸರ್ಕ್ಯೂಟ್
கேட்கக்கூடிய அதிர்வெண்,ಶ್ರವ್ಯ ಆವರ್ತನ
தானியங்கி மின்னழுத்த கட்டுப்பாடு,ಸ್ವಯಂಚಾಲಿತ ವೋಲ್ಟೇಜ್ ನಿಯಂತ್ರಣ
பனிச்சரிவு,ಹಿಮಕುಸಿತ
சராசரி கண்டுபிடிப்பான்,ಸರಾಸರಿ ಡಿಟೆಕ್ಟರ್
அச்சு முறை,ಅಕ್ಷೀಯ ಮೋಡ್
அச்சு விகிதம்,ಅಕ್ಷೀಯ ಅನುಪಾತ
ஆண்டெனா,ಆಂಟೆನಾ
பின் மின்னோட்ட விசை,ಹಿಂದೆ ಎಲೆಕ್ಟ್ರೋಮೋಟಿವ್ ಫೋರ್ಸ್
பின் பகுதி,ಹಿಂಭಾಗದ ಪ್ರದೇಶ
மீண்டும் சிதறல்,ಮತ್ತೆ ಚದುರುವಿಕೆ
பின்னணி கட்டணம்,ಹಿನ್ನೆಲೆ ಶುಲ್ಕ
பக்க சத்தம்,ಅಡ್ಡ ಶಬ್ದ
பின்னடைவு,ಹಿಮ್ಮೆಟ್ಟುವಿಕೆ
பின்புற கதிர்வீச்சு,ಹಿಂಭಾಗದ ವಿಕಿರಣ
பின்னோக்கி டையோடு / பின்தங்கிய டையோடு,ಬ್ಯಾಕ್‌ವರ್ಡ್ ಡಯೋಡ್ / ಬ್ಯಾಕ್‌ವರ್ಡ್ ಡಯೋಡ್
பின்னோக்கி அலை ஆஸிலேட்டர்,ಹಿಂದುಳಿದ ತರಂಗ ಆಂದೋಲಕ
"தடை, தடை","ಅಡಚಣೆ, ಅಡಚಣೆ"
தடை,ಅಡಚಣೆ
சீரான பாலம்,ಸಮತೋಲಿತ ಸೇತುವೆ
சமநிலை மாடுலேட்டர்,ಸಮತೋಲಿತ ಮಾಡ್ಯುಲೇಟರ್
சமநிலை மாடுலேட்டர்,ಸಮತೋಲಿತ ಮಾಡ್ಯುಲೇಟರ್
சமநிலை சுற்று,ಸಮತೋಲಿತ ಸರ್ಕ್ಯೂಟ್
சமச்சீர் சாய்வு கண்டறிதல்,ಸಮತೋಲಿತ ಗ್ರೇಡಿಯಂಟ್ ಡಿಟೆಕ್ಟರ್
தற்போதைய நிலைப்படுத்தி எதிர்ப்பு,ಪ್ರಸ್ತುತ ಸ್ಥಿರೀಕಾರಕ ಪ್ರತಿರೋಧ
போலோமீட்டர்,ಬೋಲೋಮೀಟರ್
போலோமீட்டர் பாலம்,ಬೋಲೋಮೀಟರ್ ಸೇತುವೆ
பலூன்,ಬಲೂನ್
வாழை பலா,ಬನಾನಾ ಜ್ಯಾಕ್
வாழை பிளக்,ಬಾಳೆಹಣ್ಣಿನ ಪ್ಲಗ್
"பட்டை, கட்டு","ಬ್ಯಾಂಡ್, ಬ್ಯಾಂಡೇಜ್"
இசைக்குழு இயக்கி,ಬ್ಯಾಂಡ್ ಚಾಲಕ
இசைக்குழு ஆற்றல்,ಬ್ಯಾಂಡ್ ಶಕ್ತಿ
பட்டை இடைவெளியை,ಬ್ಯಾಂಡ್ ಅಂತರ
பேட்பார்க் பெருக்கி,ಬ್ಯಾಡ್‌ಪಾರ್ಕ್ ಆಂಪ್ಲಿಫಯರ್
பேண்ட் பாஸ் வடிகட்டி,ಬ್ಯಾಂಡ್ ಪಾಸ್ ಫಿಲ್ಟರ್
பாட் ரேட் ஜெனரேட்டர்,ಬಾಡ್ ದರ ಜನರೇಟರ್
பட்டை பரவல்,ಬ್ಯಾಂಡ್ ಡಿಸ್ಪರ್ಶನ್
இசைக்குழு மின்தடை,ಬ್ಯಾಂಡ್ ರೆಸಿಸ್ಟರ್
பேண்ட் பிரேக்கர் வடிகட்டி,ಬ್ಯಾಂಡ್ ಬ್ರೇಕರ್ ಫಿಲ್ಟರ್
இசைக்குழு விரிவாக்கம்,ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ
பேண்ட் ரிமூவர் வடிகட்டி,ಬ್ಯಾಂಡ್ ಹೋಗಲಾಡಿಸುವ ಫಿಲ್ಟರ್
பேண்ட் விரிவாக்கம் விலகல் பெருக்கி,ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ ಡಿಫ್ಲೆಕ್ಷನ್ ಮಲ್ಟಿಪ್ಲೈಯರ್
பேண்ட் நீட்டிப்பு தூரம் பெருக்கி,ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ ದೂರ ಗುಣಕ
"பீம் மின்தேக்கி, வங்கி மின்தேக்கி","ಬೀಮ್ ಕೆಪಾಸಿಟರ್, ಬ್ಯಾಂಕ್ ಕೆಪಾಸಿಟರ್"
"குரைக்கும் குறியீடு, குரைக்கும் குறியீடு","ಬಾರ್ಕರ್ ಕೋಡ್, ಬಾರ್ಕರ್ ಕೋಡ್"
barravaugen அளவுகோல்,barravaugen ಮಾನದಂಡ
பார்ப்பனர்,ನ್ಯಾಯವಾದಿ
தடை,ತಡೆಗೋಡೆ
இன்சுலேடிங் மின்தேக்கி,ನಿರೋಧಕ ಕೆಪಾಸಿಟರ್
தடை ஆற்றல்,ತಡೆ ಶಕ್ತಿ
மின்தடை மின்னழுத்தம்,ಪ್ರತಿರೋಧಕ ವೋಲ್ಟೇಜ್
பார்ட்லெட் ஜன்னல்,ಬಾರ್ಟ್ಲೆಟ್ ಕಿಟಕಿ
"அடிப்படை, அடிப்படை","ಬೇಸ್, ಬೇಸ್"
அடிப்படை இசைக்குழு,ಬೇಸ್ ಬ್ಯಾಂಡ್
அடிப்படை இசைக்குழு பரிமாற்றம்,ಬೇಸ್ ಬ್ಯಾಂಡ್ ಪ್ರಸರಣ
அடிப்படை கட்டணம்,ಮೂಲ ಶುಲ್ಕ
அடிப்படை மின்னோட்டம்,ಮೂಲ ಪ್ರಸ್ತುತ
அடிப்படை தற்போதைய ஆதாரம்,ಮೂಲ ಪ್ರಸ್ತುತ ಮೂಲ
அடிப்படை வெட்டுதல்,ಬೇಸ್ ಕತ್ತರಿಸುವುದು
ஆதார் மதன்,ಆಧಾರ್ ಮದನ್
அடிப்படை உமிழ்ப்பான் ஊட்டம்,ಬೇಸ್ ಎಮಿಟರ್ ಫೀಡ್
அடிப்படை உமிழ்ப்பான் சந்திப்பு,ಬೇಸ್ ಎಮಿಟರ್ ಜಂಕ್ಷನ್
அடிப்படை ஊசி,ಬೇಸ್ ಇಂಜೆಕ್ಷನ್
தரை வரி,ನೆಲದ ರೇಖೆ
அடிப்படை எதிர்ப்பு,ಮೂಲ ಪ್ರತಿರೋಧ
அடிப்படை ஆதாரம்,ಮೂಲ ಮೂಲ
அடிப்படை விரிவாக்க எதிர்ப்பு,ಬೇಸ್ ವಿಸ್ತರಣೆ ಪ್ರತಿರೋಧ
அடிப்படை விரிவாக்க எதிர்ப்பு,ಬೇಸ್ ವಿಸ್ತರಣೆ ಪ್ರತಿರೋಧ
அடிப்படை தடிமன்,ಬೇಸ್ ದಪ್ಪ
அடிப்படை அணுகல்,ಮೂಲ ಪ್ರವೇಶ
"அடிப்படை அகல பண்பேற்றம், அடிப்படை விரிவாக்க மாடுலேஷன்","ಬೇಸ್ ವಿಡ್ತ್ ಮಾಡ್ಯುಲೇಶನ್, ಬೇಸ್ ಎಕ್ಸ್ಪಾನ್ಶನ್ ಮಾಡ್ಯುಲೇಶನ್"
அடிப்படை சேகரிப்பாளர் ஒப்பந்தம்,ಮೂಲ ಸಂಗ್ರಾಹಕ ಒಪ್ಪಂದ
வாசனை,ವಾಸನೆ
பாஸ் அதிர்வெண்,ಬಾಸ್ ಆವರ್ತನ
மின்கலம்,ಬ್ಯಾಟರಿ
பாட்,ಬಾಡ್
பாட் விகிதம்,ಬೌಡ್ ದರ
பாட் ரேட் ஜெனரேட்டர்,ಬಾಡ್ ದರ ಜನರೇಟರ್
போடோ குறியீடு,ಬೋಡೋ ಕೋಡ್
"சமிக்ஞை, கலங்கரை விளக்கம்","ಸಂಕೇತ, ದಾರಿದೀಪ"
"மாணிக்கா, பீட்","ಮಾಣಿಕ, ಬೀಡು"
பித்து மின்தேக்கி,ಉನ್ಮಾದ ಕೆಪಾಸಿಟರ್
மணிகர்தாபி எதிர்ப்பாளர்கள்,ಮಣಿಕರ್ತಾಪಿ ಪ್ರತಿರೋಧಕ
"பீம் ஆண்டெனா, பீம் ஆண்டெனா","ಬೀಮ್ ಆಂಟೆನಾ, ಬೀಮ್ ಆಂಟೆನಾ"
பீம் டிடெக்டர்,ಕಿರಣ ಶೋಧಕ
பீம் சக்தி குழாய்,ಕಿರಣದ ವಿದ್ಯುತ್ ಮೆದುಗೊಳವೆ
பீம் மாறுதல் முனைகள்,ಕಿರಣದ ಸ್ವಿಚಿಂಗ್ ನಳಿಕೆಗಳು
கற்றை விரிவாக்கம்,ಕಿರಣದ ವಿಸ್ತರಣೆ
துடிப்பு அதிர்வெண்,ಬೀಟ್ ಆವರ್ತನ
துடிப்பு-அதிர்வெண் ஆஸிலேட்டர்,ಬೀಟ್-ಫ್ರೀಕ್ವೆನ್ಸಿ ಆಂದೋಲಕ
துடிப்பு ஆஸிலேட்டர்,ನಾಡಿ ಆಂದೋಲಕ
மணி,ಗಂಟೆ
வளைக்கும் இழப்பு,ಬಾಗುವ ನಷ್ಟ
பெசல் வடிகட்டி,ಬೆಸೆಲ್ ಫಿಲ್ಟರ್
பீட்டா,ಬೀಟಾ
b-h வளைவு,b-h ಕರ್ವ್
"சார்பு, சார்பு","ಪಕ್ಷಪಾತ, ಪಕ್ಷಪಾತ"
சார்பு மின்னோட்டம்,ಪಕ್ಷಪಾತ ಪ್ರಸ್ತುತ
சார்பு எதிர்ப்பு,ಪಕ್ಷಪಾತ ಪ್ರತಿರೋಧ
இரட்டை ஆண்டெனா,ಡಬಲ್ ಆಂಟೆನಾ
இருதரப்பு சுமை மின்னோட்டம்,ದ್ವಿಮುಖ ಲೋಡ್ ಪ್ರಸ್ತುತ
இருதரப்பு ஆண்டெனா,ದ್ವಿಮುಖ ಆಂಟೆನಾ
இருதரப்பு ஒளி உமிழும் டையோடு,ದ್ವಿಮುಖ ಬೆಳಕಿನ ಹೊರಸೂಸುವ ಡಯೋಡ್
இருதரப்பு தைரிஸ்டர்,ದ್ವಿಮುಖ ಥೈರಿಸ್ಟರ್
இரு FET தொழில்நுட்பம்,ದ್ವಿ FET ತಂತ್ರಜ್ಞಾನ
இரு புள்ளி மின்மாற்றி,ಬೈ ಪಾಯಿಂಟ್ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್
இரட்டை இணைவு,ಡಬಲ್ ಸಮ್ಮಿಳನ
இருதரப்பு சுற்று,ದ್ವಿಪಕ್ಷೀಯ ಸರ್ಕ್ಯೂಟ್
பைனரி,ಅವಳಿ
பைனரி தொகை,ಬೈನರಿ ಮೊತ್ತ
பைனரி சுற்று,ಬೈನರಿ ಸರ್ಕ್ಯೂಟ್
பைனரி குறியிடப்பட்ட தசம,ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ
பைனரி குறியிடப்பட்ட தசம அமைப்பு,ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ ವ್ಯವಸ್ಥೆ
பைனரி இருமுனை மின்தேக்கி,ಬೈನರಿ ದ್ವಿಧ್ರುವಿ ಕೆಪಾಸಿಟರ್
பைனரி கால்குலேட்டர்,ಬೈನರಿ ಕ್ಯಾಲ್ಕುಲೇಟರ್
பைனரி கால்குலேட்டர்,ಬೈನರಿ ಕ್ಯಾಲ್ಕುಲೇಟರ್
பைனரி குறிவிலக்கி,ಬೈನರಿ ಡಿಕೋಡರ್
பைனரி ஏணி,ಬೈನರಿ ಏಣಿ
பைனரி பாத்தோமீட்டர்,ಬೈನರಿ ಪಾಥೋಮೀಟರ್
இருமை நிலை,ದ್ವಿಮಾನ ಸ್ಥಿತಿ
பைனரி-தசம குறிவிலக்கி,ಬೈನರಿ-ದಶಮಾಂಶ ಡಿಕೋಡರ್
பைனரி சுமை,ಬೈನರಿ ಲೋಡ್
பைனரி வார்த்தைகள்,ಬೈನರಿ ಪದಗಳು
இருமுனை,ಬೈಪೋಲಾರ್
இருமுனை மின்தேக்கி,ಬೈಪೋಲಾರ್ ಕೆಪಾಸಿಟರ್
இருமுனை சாதனம்,ಬೈಪೋಲಾರ್ ಸಾಧನ
இருமுனை மூல,ಬೈಪೋಲಾರ್ ಮೂಲ
இருமுனை டிரான்சிஸ்டர்,ಬೈಪೋಲಾರ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್
இருமுனை சந்திப்பு டிரான்சிஸ்டர்,ಬೈಪೋಲಾರ್ ಜಂಕ್ಷನ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್
இருபடி வடிகட்டி,ಕ್ವಾಡ್ರಾಟಿಕ್ ಫಿಲ್ಟರ್
இரட்டை நிலை,ಎರಡು ಸ್ಥಾನ
இரண்டு-நிலை மல்டிவைபிரேட்டர்,ಎರಡು ಹಂತದ ಮಲ್ಟಿವೈಬ್ರೇಟರ್
இருதரப்பு ரிலே,ದ್ವಿಮುಖ ರಿಲೇ
இரண்டு கட்ட நிலை,ದ್ವಿಮುಖ ಸ್ಥಿತಿ
இரண்டு நிலை தூண்டுதல்,ಎರಡು-ಸ್ಥಾನದ ಪ್ರಚೋದಕ
பிட் பிழை,ಬಿಟ್ ದೋಷ
பிட் பிழை விகிதம்,ಬಿಟ್ ದೋಷ ದರ
பிட் பிழை,ಬಿಟ್ ದೋಷ
பிட்கல் பிழை,ಬಿಟ್ಕಲ್ ದೋಷ
குருட்டு பெட்டி,ಕುರುಡು ಪೆಟ್ಟಿಗೆ
அமுக்கப்பட்ட துடிப்பு,ಮಂದಗೊಳಿಸಿದ ನಾಡಿ
சுரப்பவர்,ಸ್ರವಿಸುವವನು
சுரக்கும் தடுப்பான்,ಸ್ರವಿಸುವ ಪ್ರತಿಬಂಧಕ
குருட்டுத்தன்மை,ಕುರುಡುತನ
பிரிவு வரைபடம்,ವಿಭಾಗದ ರೇಖಾಚಿತ್ರ
தடுப்பு மின்தடை,ತಡೆಯುವ ಪ್ರತಿರೋಧ
துண்டு பரிமாற்றம்,ತುಣುಕು ವರ್ಗಾವಣೆ
இடைமறிக்கவும்,ತಡೆಹಿಡಿಯಿರಿ
மின்தடை மின்தேக்கி,ರೆಸಿಸ್ಟರ್ ಕೆಪಾಸಿಟರ್
தடுப்பான் மின்தேக்கி,ರೆಸಿಸ್ಟರ್ ಕೆಪಾಸಿಟರ್
தடுக்கும் ஆஸிலேட்டர்,ತಡೆಯುವ ಆಂದೋಲಕ
மின்தடை ஆஸிலேட்டர்,ತಡೆಯುವ ಆಂದೋಲಕ
மின்தடை மின்னழுத்தம்,ಪ್ರತಿರೋಧಕ ವೋಲ್ಟೇಜ್
ஊதுபவர்,ಊದುವವನು
போட் வரைபடம்,ಬೋಡ್ ರೇಖಾಚಿತ್ರ
வோல்ட்ஸ்மேன் உறவு,ವೋಲ್ಟ್ಜ್ಮನ್ ಸಂಬಂಧ
வோல்ட்ஸ்மேன் மாறிலி,ವೋಲ್ಟ್ಜ್ಮನ್ ಸ್ಥಿರ
பத்திரம்,ಕರಾರುಪತ್ರ
பிணைக்கப்பட்ட திரிபு அளவு,ಬೌಂಡ್ ಸ್ಟ್ರೈನ್ ಗೇಜ್
சுயமாக இயக்கப்படும் பெருக்கி,ಸ್ವಯಂ-ಬೆಂಬಲಿತ ಆಂಪ್ಲಿಫಯರ್
பூலியன் இயற்கணிதம்,ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ
பூலியன் சமன்பாடு,ಬೂಲಿಯನ್ ಸಮೀಕರಣ
துவக்க ஸ்ட்ராபன்,ಬೂಟ್ ಸ್ಟ್ರಾಪನ್
பூத்தின் அல்காரிதம்,ಬೂತ್ ಅಲ್ಗಾರಿದಮ್
பூட்ஸ்ட்ராப் ப்ரிசம் சுற்று,ಬೂಟ್ ಸ್ಟ್ರಾಪ್ ಪ್ರಿಸ್ಮ್ ಸರ್ಕ್ಯೂಟ್
bosscutts ஆட்சி,ಬಾಸ್ಕಟ್ಸ್ ನಿಯಮ
போஸ்-சௌத்ரி ஹாக்கன்ஹாம் (BCH) குறியீடு,ಬೋಸ್-ಚೌಧರಿ ಹಾಕಿನ್‌ಹ್ಯಾಮ್ (BCH) ಕೋಡ್
"குதி, குதி","ಜಂಪ್, ಜಂಪ್"
பிணைக்கப்பட்ட எலக்ட்ரான்,ಬೌಂಡ್ ಎಲೆಕ್ಟ್ರಾನ್
ப்ராக் பிரதிபலிப்பான்,ಬ್ರಾಗ್ ಪ್ರತಿಫಲಕ
பின்னிப் பிணைந்த கம்பி,ಹೆಣೆದುಕೊಂಡ ತಂತಿ
கிளை,ಶಾಖೆ
கிளைகள்,ಕವಲೊಡೆಯುತ್ತಿದೆ
பரிசோதனை குழு,ಪ್ರಯೋಗ ಮಂಡಳಿ
எலும்பு முறிவு மண்டலம்,ವಿರಾಮ ವಲಯ
உடைக்கும் மின்னழுத்தம்,ಬ್ರೇಕಿಂಗ್ ವೋಲ್ಟೇಜ್
முறிவு டையோடு,ಸ್ಥಗಿತ ಡಯೋಡ್
எலும்பு முறிவு சரிசெய்தல்,ಮುರಿತದ ಸ್ಥಿರೀಕರಣ
உடைக்கும் மின்னழுத்தம்,ಬ್ರೇಕಿಂಗ್ ವೋಲ್ಟೇಜ್
பாலம்,ಸೇತುವೆ
பாலம் திருத்தி,ಸೇತುವೆ ರಿಕ್ಟಿಫೈಯರ್
பரந்த இசைக்குழு,ವಿಶಾಲ ಬ್ಯಾಂಡ್
ஒலிபரப்பு இசைக்குழு,ಪ್ರಸಾರ ಬ್ಯಾಂಡ್
நிழலிடா வரிசை,ಆಸ್ಟ್ರಲ್ ಅರೇ
ஒளிபரப்பு,ಪ್ರಸಾರ
ஒளிபரப்பு ஆண்டெனா,ಪ್ರಸಾರ ಆಂಟೆನಾ
ஒளிபரப்பு ரிசீவர்,ಪ್ರಸಾರ ರಿಸೀವರ್
அதிர்வெண் ஒளிபரப்பு பெறுதல்,ಆವರ್ತನ ಪ್ರಸಾರ ರಿಸೀವರ್
ஒளிபரப்பு டிரான்ஸ்மிட்டர்,ಪ್ರಸಾರ ಟ್ರಾನ್ಸ್ಮಿಟರ್
பூஸ்டர் ஆண்டெனா,ಬೂಸ್ಟರ್ ಆಂಟೆನಾ
பஸ் ஆண்டெனா,ಬಸ್ ಆಂಟೆನಾ
தூரிகை மூழ்குதல்,ಬ್ರಷ್ ಇಮ್ಮರ್ಶನ್
குமிழ் மற்றும் வாயில்,ಬಬ್ಲಿಂಗ್ ಮತ್ತು ಗೇಟ್
புட்புடு அல்லது கேட்,ಬುಡ್ಬುಡು ಅಥವಾ ಗೇಟ್
குமிழி நினைவகம்,ಬಬ್ಲಿ ನೆನಪು
மின்னழுத்தத்தை ஈடுசெய்யும்,ಸರಿದೂಗಿಸುವ ವೋಲ್ಟೇಜ್
தாங்கல்,ಬಫರ್
தாங்கல் பெருக்கி,ಬಫರ್ ಆಂಪ್ಲಿಫಯರ್
தாங்கல் சுற்று,ಬಫರ್ ಸರ್ಕ್ಯೂಟ್
தாங்கல் ஆபரேட்டர்,ಬಫರ್ ಆಪರೇಟರ್
தாங்கல் பதிவு,ಬಫರ್ ರಿಜಿಸ್ಟರ್
பல்பு,ಬಲ್ಬ್
மக்கள் தொகை விளைவு,ಜನಸಂಖ್ಯೆಯ ಪರಿಣಾಮ
மேக்ரோ குறைக்கடத்தி சாதனம்,ಮ್ಯಾಕ್ರೋ ಸೆಮಿಕಂಡಕ್ಟರ್ ಸಾಧನ
கொத்து,ಗುಂಪನ್ನು
மூழ்கிய பரிமாற்றம்,ಮುಳುಗಿದ ವಿನಿಮಯ
மூழ்கிய அடுக்கு,ಮುಳುಗಿದ ಪದರ
மூழ்கிய தொடர்பு,ಮುಳುಗಿದ ಸಂಪರ್ಕ
வெடிப்பு பெருக்கி,ಬ್ಲಾಸ್ಟ್ ಆಂಪ್ಲಿಫಯರ್
குண்டு வெடிப்பு கவர்,ಬ್ಲಾಸ್ಟ್ ಕವರ್
