Punjabi,Tamil
"1. ਪੂਰਤੀ ਮਾਪਦੰਡ, 2. ਅਨੁਕੂਲਤਾ ਮਾਪਦੰਡ","1. போதுமான அளவுகோல்கள், 2. போதுமான அளவுகோல்"
ਲਗਾਵ,இணைப்பு
"1. ਪ੍ਰਬੰਧਨ, 2. ਕੰਟਰੋਲ","1. மேலாண்மை, 2. கட்டுப்பாடு"
"1. ਮੈਨੇਜਰ, 2. ਕੰਟਰੋਲਰ","1. மேலாளர், 2. கட்டுப்படுத்தி"
ਅਡੋਬ ਐਕਰੋਬੈਟ,அடோப் அக்ரோபேட்
ਅਡੋਬ ਫੋਟੋਸ਼ਾਪ,அடோ போட்டோஷாப்
ABAP (ਐਡਵਾਂਸਡ ਬਿਜ਼ਨਸ ਪ੍ਰੋਗਰਾਮਿੰਗ),ABAP (மேம்பட்ட வணிக நிரலாக்கம்)
"1. ਐਡਵਾਂਸਡ ਡੇਟਾ, 2. ਤਕਨੀਕੀ ਡਾਟਾ","1. மேம்பட்ட தரவு, 2. மேம்பட்ட தரவு"
ਤਕਨੀਕੀ ਜਾਣਕਾਰੀ ਸਿਸਟਮ,மேம்பட்ட தகவல் அமைப்பு
ਐਡਵਾਂਸਡ ਟੈਕਨਾਲੋਜੀ (ਏ.ਟੀ.),மேம்பட்ட தொழில்நுட்பம் (AT)
ਕਾਰਵਾਈ,நடவடிக்கை
ਏਕੀਕਰਨ,திரட்டுதல்
ਏਅਰਬੋਰਨ ਕੰਪਿਊਟਰ ਸਿਸਟਮ,வான்வழி கணினி அமைப்பு
aldus page-make,அல்டஸ் பக்கம்-தயாரிப்பு
ਚੇਤਾਵਨੀ ਬਾਕਸ,எச்சரிக்கை பெட்டி
ਐਲਗੋਲ (ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ),அல்கோல் (கணினி மொழி)
"1. ਐਲਗੋਰਿਦਮ, 2. ਐਲਗੋਰਿਦਮ","1. அல்காரிதம், 2. அல்காரிதம்"
"1. ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ, 2. ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ","1. அல்காரிதம் பகுப்பாய்வு, 2. அல்காரிதம் பகுப்பாய்வு"
ਐਲਗੋਰਿਦਮ ਕੁਸ਼ਲਤਾ,அல்காரிதம் திறன்
"1. ਏਲੀਯਾਸ, 2. ਉਪਨਾਮ, 3. ਉਰਫ","1. எலியாஸ், 2. புனைப்பெயர், 3. aka"
ਅਲਾਈਨਮੈਂਟ,சீரமைப்பு
"1. ਵੰਡ, 2. ਵੰਡ","1. ஒதுக்கீடு, 2. ஒதுக்கீடு"
"1. ਵਰਣਮਾਲਾ, 2. ਵਰਣਮਾਲਾ ਕ੍ਰਮ","1. அகரவரிசை, 2. அகரவரிசையில்"
ਅੱਖਰ ਅੰਕੀ,எண்ணெழுத்து
"1. ਅਲਫਾਨਿਊਮੇਰਿਕ ਕੀਬੋਰਡ, 2. ਅੱਖਰ ਅੰਕੀ ਕੀਬੋਰਡ","1. எண்ணெழுத்து விசைப்பலகை, 2. எண்ணெழுத்து விசைப்பலகை"
ਅਲਫ਼ਾ-ਟੈਸਟਿੰਗ (ਪਹਿਲਾ ਪੱਧਰ ਦਾ ਟੈਸਟ),ஆல்பா-சோதனை (1 வது நிலை சோதனை)
"1. ਅਲਫ਼ਾ ਸੰਸਕਰਣ, 2. ਅਲਫ਼ਾ ਫਾਰਮ","1. ஆல்பா பதிப்பு, 2. ஆல்பா வடிவம்"
alt ਕੁੰਜੀ,alt விசை
altavista,அல்டாவிஸ்டா
ਬਹੁਲਤਾ,பன்முகத்தன்மை
ਅਸਪਸ਼ਟ ਵਿਆਕਰਣ,தெளிவற்ற இலக்கணம்
ਅਮਰੀਕਨ ਨੈਸ਼ਨਲ ਸਟੈਂਡੀਜ਼ ਇੰਸਟੀਚਿਊਟ (ANSI),அமெரிக்க தேசிய ஸ்டேண்டீஸ் நிறுவனம் (ANSI)
ਅਮਰੀਕਨ ਸਟੈਂਡਰਡ ਕੱਟ (ascii),அமெரிக்கன் ஸ்டாண்டர்ட் கட் (ascii)
"1. ਸਮਾਨ, 2. ਐਨਾਲਾਗ","1. ஒத்த, 2. அனலாக்"
"1. ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ, 2. ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ","1. அனலாக் கணினி, 2. அனலாக் கணினி"
"1. ਐਨਾਲਾਗ ਯੰਤਰ, 2. ਐਨਾਲਾਗ ਜੰਤਰ","1. அனலாக் சாதனம், 2. அனலாக் சாதனம்"
"1. ਐਨਾਲਾਗ ਮਾਡਮ, 2. ਐਨਾਲਾਗ ਮਾਡਮ","1. அனலாக் மோடம், 2. அனலாக் மோடம்"
ਐਨਾਲਾਗ ਤੋਂ ਡਿਜੀਟਲ ਕਨਵਰਟਰ,டிஜிட்டல் மாற்றிக்கு அனலாக்
ਅੰਤ (ਡਿਜੀਟਲ/ਪਲੇਨ ਤਰਕ &#39;ਅਤੇ&#39; ਵਰਤਿਆ ਗਿਆ),முடிவு (டிஜிட்டல்/பிளேன் லாஜிக் &#39;மற்றும்&#39; பயன்படுத்தப்பட்டது)
ਅੰਤ ਸਰਕਟ,இறுதி சுற்று
ਅੰਤ ਗੇਟ ਅਤੇ ਗੇਟ,இறுதி வாயில் மற்றும் வாயில்
ਅੰਤ ਨਹੀਂ ਓਪਰੇਸ਼ਨ (ਬੇਹੱਦ),செயல்பாடு அல்ல (விலக்கு)
"1. ਐਨੀਮੇਸ਼ਨ, 2. ਵਾਈਬ੍ਰੇਸ਼ਨ","1. அனிமேஷன், 2. அதிர்வு"
ਨੋਟ,குறிப்பு
ਅਸੰਗਤਤਾ,முரண்பாடு
ਪਿਛਲਾ,முந்தைய
ਅਗਾਊਂ ਪੇਜਿੰਗ,முன்கூட்டிய பேஜிங்
ਵਿਰੋਧੀ-ਸਮਮਿਤੀ,எதிர்-சமச்சீர்
ਐਂਟੀਵਾਇਰਲ ਪ੍ਰੋਗਰਾਮ,வைரஸ் தடுப்பு திட்டம்
"1. ਐਪਲਿਟ, 2. ਐਪਲੀਕੇਸ਼ਨ","1. ஆப்லெட், 2. விண்ணப்பம்"
ਐਪਲੀਕੇਸ਼ਨ ਡਿਵੈਲਪਰ,பயன்பாட்டு டெவலப்பர்
ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ,பயன்பாட்டு நிரலாக்கம்
"1. ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ, 2. ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ (API)","1. பயன்பாட்டு நிரலாக்க இடைமுகம், 2. பயன்பாட்டு நிரலாக்க இடைமுகம் (API)"
ਐਪਲੀਕੇਸ਼ਨ ਸਾਫਟਵੇਅਰ,பயன்பாட்டு மென்பொருள்
ਐਪਲੀਕੇਸ਼ਨ ਭਾਸ਼ਾ,பயன்பாட்டு மொழி
ਲਗਭਗ ਸਿਧਾਂਤ,தோராயக் கொள்கை
ਬਣਤਰ,கட்டமைப்பு
ਖੇਤਰ ਦਾ ਤਬਾਦਲਾ,புல பரிமாற்றம்
"1. ਪੈਰਾਮੀਟਰ, ਸੁਤੰਤਰ ਵੇਰੀਏਬਲ, 2. ਕੋਣ","1. அளவுரு, சுயாதீன மாறி, 2. கோணம்"
"1. ਅੰਕਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ, 2. ਅੰਕਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ","1. எண்கணிதம் மற்றும் தர்க்கவியல் அலகு, 2. எண்கணிதம் மற்றும் தர்க்கவியல் அலகு"
ਗਣਿਤ ਦੀ ਜਾਂਚ,எண்கணித சரிபார்ப்பு
ਅੰਕਗਣਿਤ ਸਥਿਰ,எண்கணித மாறிலி
ਗਣਿਤ ਡਾਟਾ,எண்கணித தரவு
ਗਣਿਤ ਦੀ ਹਿਦਾਇਤ,எண்கணித அறிவுரை
ਗਣਿਤ ਅਤੇ ਲਾਜ਼ੀਕਲ ਯੂਨਿਟ (ALU),கணிதம் மற்றும் தருக்க அலகு (ALU)
ARPA ਨੈੱਟ (RPNet),ARPA Net (RPNet)
ਐਰੇ,வரிசை
"1. ਐਰੇ ਕੈਸ਼, 2. ਐਰੇ ਸਪੀਡ, 3. ਐਰੇ ਮੈਮੋਰੀ","1. வரிசை கேச், 2. வரிசை வேகம், 3. வரிசை நினைவகம்"
ਐਰੇ ਕੰਪਿਊਟਰ,வரிசை கணினி
ਐਰੇ ਤੱਤ,வரிசை உறுப்பு
ਐਰੇ ਨਾਮ,வரிசை பெயர்
ਐਰੇ ਪ੍ਰੋਸੈਸਰ,வரிசை செயலி
ਤੀਰ ਕੁੰਜੀ,அம்புக்குறி விசை
ਸੰਧੀ,ஒப்பந்தம்
ਜੰਕਸ਼ਨ ਬਿੰਦੂ,சந்திப்பு முனை
ਨਕਲੀ ਸੰਕੁਚਿਤ,செயற்கை சுருக்கம்
ਨਕਲੀ ਕੰਟਰੋਲ,செயற்கை கட்டுப்பாடு
ਨਕਲੀ ਭਾਵਨਾ,செயற்கை உணர்வு
ਮਾਊਂਟ,ஏற்ற
ਵਧਦੀ ਲੜੀ,ஏறும் வகை
ascii ਵਰਣਮਾਲਾ,ascii எழுத்துக்கள்
ascii ਕੰਟਰੋਲ ਚਿੰਨ੍ਹ,ascii கட்டுப்பாட்டு சின்னம்
ascii ਫਾਈਲ,ascii கோப்பு
ascii ਫੌਂਟ,ascii எழுத்துரு
ASCII ਟ੍ਰਾਂਸਫਰ,ASCII பரிமாற்றம்
ਆਕਾਰ ਅਨੁਪਾਤ,விகிதம்
"1. ਐਸਪੀ, 2. ਏ.ਐਸ.ਪੀ.ਆਈ","1. ஆஸ்பி, 2. ASPI"
ਏ ਐਸ ਆਰ ਕਲਾਡ,ஏ எஸ் ஆர் கலாட்
"1. ਯਾਦ, 2. ਅਸੈਂਬਲਿੰਗ, 3. ਇਕੱਠੇ ਕਰਨ ਲਈ","1. நினைவாற்றல், 2. அசெம்பிளிங், 3. ஒன்று சேர்க்க"
"1. ਅਸੈਂਬਲਰ, 2. ਯਾਦਗਾਰੀ","1. அசெம்பிளர், 2. நினைவூட்டல்"
"1. ਅਸੈਂਬਲਿੰਗ, 2. ਯਾਦ","1. அசெம்பிளிங், 2. நினைவு"
"1. ਯਾਦਾਸ਼ਤ ਭਾਸ਼ਾ, 2. ਅਸੈਂਬਲਿੰਗ ਭਾਸ਼ਾ","1. மனப்பாடம் மொழி, 2. ஒருங்கிணைக்கும் மொழி"
ਦ੍ਰਿੜ੍ਹਤਾ,உறுதியை
"1. ਨਿਰਧਾਰਤ ਕੰਮ, 2. ਵੰਡ","1. குறிப்பிட்ட வேலை, 2. ஒதுக்கீடு"
ਸਾਥੀ,தோழமை
ਸਹਿਯੋਗੀ ਪਤਾ,துணை முகவரி
"1. ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ, 2. ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ","1. துணை நினைவகம், 2. துணை நினைவகம்"
ਤਾਰਾ (* ਚਿੰਨ੍ਹ),நட்சத்திரம் (* அடையாளம்)
ਅਸਮਿਤ,சமச்சீரற்ற
"1. ਅਸਿੰਕ੍ਰੋਨਸ, 2. ਅਸਿੰਕ੍ਰੋਨਸ","1. ஒத்திசைவற்ற, 2. ஒத்திசைவற்ற"
ਅਸਿੰਕ੍ਰੋਨਸ ਡਿਜੀਟਲ ਸਬਸਕ੍ਰਾਈਬਰ ਲਾਈਨ (ADSL),ஒத்திசைவற்ற டிஜிட்டல் சந்தாதாரர் வரி (ADSL)
ਅਸਿੰਕ੍ਰੋਨਸ ਟਾਈਮ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਿੰਗ (ATDM),ஒத்திசைவற்ற நேரப் பிரிவு மல்டிபிளெக்சிங் (ATDM)
ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ,ஒத்திசைவற்ற பரிமாற்றம்
ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ ਮੋਡ (ATM),ஒத்திசைவற்ற பரிமாற்ற முறை (ATM)
"1. ਐਟਮ, 2. ਪਰਮਾਨ","1. அணு, 2. பரமன்"
ਨੱਥੀ ਦਸਤਾਵੇਜ਼,இணைக்கப்பட்ட ஆவணம்
"1. ਨੱਥੀ ਫਾਈਲ/ਮਿਸਲ, 2. ਨੱਥੀ ਫਾਈਲ","1. இணைக்கப்பட்ட கோப்பு/ஏவுகணை, 2. இணைக்கப்பட்டுள்ள கோப்பு"
"1. ਦੀਵਾਰ, 2. ਸੰਬੰਧਿਤ","1. அடைப்பு, 2. இணைந்த"
"1. ਗੁਣ, 2. ਵਿਸ਼ੇਸ਼ਤਾ","1. பண்புகள், 2. சிறப்பு"
ਸੁਣਨਯੋਗ,கேட்கக்கூடிய
"1. ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ, 2. ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ","1. தணிக்கை நிரலாக்கம், 2. தணிக்கை நிரலாக்கம்"
ਖਾਤਾ ਪੁਸ਼ਟੀਕਰਨ,கணக்கு சரிபார்ப்பு
ਤਰੱਕੀ,பதவி உயர்வு
ਸਰਟੀਫਿਕੇਸ਼ਨ ਪ੍ਰੋਟੋਕੋਲ,சான்றிதழ் நெறிமுறை
ਲੇਖਕ ਵਿਧੀ,எழுதும் முறை
"1. ਅਥਾਰਟੀ, 2. ਅਥਾਰਟੀ, 3. ਟ੍ਰਿਬਿਊਨਲ","1. அதிகாரம், 2. அதிகாரம், 3. தீர்ப்பாயம்"
ਆਟੋ ਐਬਸਟਰੈਕਟ,தானியங்கு சுருக்கம்
"1. ਆਟੋ ਬੂਟਿੰਗ, 2. ਸਵੈ ਬੂਟ","1. ஆட்டோ பூட்டிங், 2. சுய துவக்கம்"
ਆਟੋਕੈਡ (ਇੱਕ ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ),ஆட்டோகேட் (ஒரு கணினி மொழி)
ਆਟੋ ਲੌਗ-ਆਨ,தானாக உள்நுழைவு
ਆਟੋਮੇਟਾ,தானியங்கி
ਆਟੋਮੈਟਾ ਥਿਊਰੀ,தானியங்கு கோட்பாடு
ਆਟੋਮੈਟਿਕ ਗਣਨਾ,தானியங்கி கணக்கீடு
ਆਟੋਮੈਟਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,தானியங்கி தரவு செயலாக்கம்
ਆਟੋਮੈਟਿਕ ਗਲਤੀ ਸੁਧਾਰ,தானியங்கி பிழை திருத்தம்
ਆਟੋ ਫੰਕਸ਼ਨ,தானியங்கு செயல்பாடு
"1. ਆਟੋਮੈਟਿਕ ਇੰਡੈਕਸਿੰਗ, 2. ਆਟੋਮੈਟਿਕ ਸੂਚੀਕਰਨ","1. தானியங்கி அட்டவணைப்படுத்தல், 2. தானியங்கி பட்டியல்"
ਸਵੈ-ਸੰਗ੍ਰਹਿ ਕਾਲ,தானியங்கு சேகரிப்பு அழைப்பு
"1. ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ, 2. ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ","1. தானியங்கி நிரலாக்கம், 2. தானியங்கி நிரலாக்க"
"1. ਆਟੋਮੈਟਿਕ ਰਿਕਵਰੀ ਪ੍ਰੋਗਰਾਮ, 2. ਆਟੋਮੈਟਿਕ ਰਿਕਵਰੀ ਪ੍ਰੋਗਰਾਮ","1. தானியங்கி மீட்பு திட்டம், 2. தானியங்கி மீட்பு திட்டம்"
ਆਟੋਮੈਟਿਕ ਰੁਟੀਨ,தானியங்கி வழக்கம்
ਆਟੋਮੈਟਿਕ ਸਿਸਟਮ ਰਿਕਵਰੀ,தானியங்கி கணினி மீட்பு
"1. ਆਟੋਮੈਟਿਕ ਟੈਲਰ ਮਸ਼ੀਨਾਂ (ATM), 2. ਸਵੈ ਨਿਕਾਸੀ ਲਈ ਬੈਂਕ ਏ.ਟੀ.ਐਮ","1. தானியங்கி பணம் செலுத்தும் இயந்திரங்கள் (ATM), 2. வங்கி ஏ.டி.எம்"
ਆਟੋਮੇਸ਼ਨ,தானியங்கி
"1. ਆਟੋਪਲੇ, 2. ਆਟੋ ਵਾਕ","1. ஆட்டோபிளே, 2. ஆட்டோ நடை"
ਵੋਕਲਾਈਜ਼ੇਸ਼ਨ,குரல் கொடுத்தல்
ਸਹਾਇਕ,உதவியாளர்
ਸਹਾਇਕ ਮੈਮੋਰੀ,துணை நினைவகம்
ਸਹਾਇਕ ਸਟੋਰੇਜ਼,துணை சேமிப்பு
ਉਪਲਬਧ ਸੂਚੀ,கிடைக்கும் பட்டியல்
ਉਪਲਬਧ ਸਮਾਂ,கிடைக்கும் நேரம்
ਔਸਤ,சராசரி
AWK (ਇੱਕ ਕੰਪਿਊਟਰ ਕਮਾਂਡ),AWK (ஒரு கணினி கட்டளை)
ਬਾਅਦ,பிறகு
ਪੋਸਟ ਪ੍ਰੋਸੈਸਰ,பின் செயலி
ਪਿਛਲਾ ਫੰਕਸ਼ਨ ਮਿਟਾਉਣਾ,பின்புற செயல்பாடு நீக்கம்
ਪਿਛੋਕੜ ਦੀ ਕਾਰਵਾਈ,பின்னணி செயலாக்கம்
ਸਹਾਇਕ ਸਟੋਰ,துணை கடைகள்
ਵਾਪਸ ਪੈਚਿੰਗ,மீண்டும் ஒட்டுதல்
"1. ਪੱਛਮ, 2. ਬੈਕਸਪੇਸ","1. மேற்கு, 2. பின்வெளி"
ਬੈਕਟਰੈਕਿੰਗ,பின்வாங்குதல்
"1. ਬੈਕ-ਅੱਪ, 2. ਅਦਾਇਗੀ","1. காப்புப்பிரதி, 2. கொடுக்கப்படுவதுடன்"
"1. ਪੂਰਕ ਮੈਮੋਰੀ, 2. ਬੈਕਅੱਪ ਮੈਮੋਰੀ","1. நிரப்பு நினைவகம், 2. காப்பு நினைவகம்"
ਵਾਪਸ ਗਲਤੀ ਸੁਧਾਰ,மீண்டும் பிழை திருத்தம்
(ਆਮਦਨ-ਖਰਚਾ) ਬੈਲੇਂਸ ਸ਼ੀਟ,(வருமானம்-செலவு) இருப்புநிலை
ਪੱਟੀ,கட்டு
"1. ਬੈਂਡ ਚੌੜਾਈ, 2. ਬੈਂਡਵਿਡਥ/ਸਮਰੱਥਾ","1. பேண்ட் அகலம், 2. அலைவரிசை/திறன்"
ਬੈਂਕਰ ਦਾ ਐਲਗੋਰਿਦਮ,வங்கியாளர் வழிமுறை
"1. ਬਾਰ ਕੋਡ, 2. ਬਾਰ ਕੋਡ","1. பார் குறியீடு, 2. பார் குறியீடு"
ਬਾਰਕੋਡ ਸਕੈਨਰ,பட்டை குறி படிப்பான் வருடி
ਪੱਟੀ ਗ੍ਰਾਫ,சட்ட வரைபடம்
ਅਧਾਰ ਪਤਾ,அடிப்படை முகவரி
ਅਧਾਰ ਬੈਂਡ,அடிப்படை இசைக்குழு
ਆਧਾਰ ਨੰਬਰ,ஆதார் எண்
ਅਧਾਰ ਸਾਰਣੀ,அடிப்படை அட்டவணை
ਬੇਸਿਕ (ਇੱਕ ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ),அடிப்படை (ஒரு கணினி மொழி)
"1. ਬੁਨਿਆਦੀ ਨਿਯੰਤਰਣ, 2. ਅਧਾਰ ਕੰਟਰੋਲ","1. அடிப்படை கட்டுப்பாடு, 2. அடிப்படை கட்டுப்பாடு"
"1. ਮੂਲ ਨਿਵੇਸ਼, 2. ਅਧਾਰ ਨਿਵੇਸ਼","1. அசல் முதலீடு, 2. அடிப்படை முதலீடு"
ਬੁਨਿਆਦੀ ਹਦਾਇਤ,அடிப்படை அறிவுறுத்தல்
ਅਧਾਰ ਮੁੱਦਾ,அடிப்படை பிரச்சினை
ਬੁਨਿਆਦੀ ਪੜਾਅ,அடிப்படை நிலை
"1. ਬੈਚ, 2. ਸਮੂਹ, 3. ਤਬਾਹੀ","1. தொகுதி, 2. குழு, 3. பேரழிவு"
"1. ਬੈਚ ਫਾਈਲ, 2. ਬੈਚ ਫਾਈਲ","1. தொகுதி கோப்பு, 2. தொகுதி கோப்பு"
ਬੈਚ ਸਥਿਤੀ,தொகுதி நிலை
"1. ਬੈਚ ਪ੍ਰੋਸੈਸਿੰਗ, 2. ਗਰੁੱਪ ਪ੍ਰੋਸੈਸਿੰਗ","1. தொகுதி செயலாக்கம், 2. குழு செயலாக்கம்"
"1. ਬੈਚ ਸਿਸਟਮ, 2. catapult ਸਿਸਟਮ","1. தொகுதி அமைப்பு, 2. கவண் அமைப்பு"
ਬੌਡ,பாட்
ਬੌਡ ਦਰ,பாட் விகிதம்
ਬੀਮ ਬੀਮ,கற்றை கற்றை
"1. ਦਿਸ਼ਾ-ਨਿਰਦੇਸ਼, 2. ਬੈਚ ਮਾਰਕ","1. வழிகாட்டுதல்கள், 2. தொகுதி குறி"
