Kannada,Hindi
ಸ್ವಾಧೀನಪಡಿಸಿಕೊಂಡ ಇಮ್ಯುನೊ ಕೊರತೆ ಸಿಂಡ್ರೋಮ್ (ಏಡ್ಸ್),उपार्जित प्रतिरक्षा न्यूनता संलक्षण (एड्स)
ಪ್ರಾದೇಶಿಕ,ऐक्रैनिया
ಅಣಕಾದ ಬಣ್ಣ,एक्रिडीन रंजक
ವ್ಯಾಪಕವಾದ,अग्रकेंद्री
ಅಕ್ರಾಮನ್,अंसकूट
ಸ್ಥಗಿತದ ಅನುಕ್ರಮ,अग्राभिसारी अनुक्रम
ಅಕ್ರೊಫೆಟಲ್ ರಾಶಿ,अग्राभिसारी क्रम
ಅಕ್ರೋಸಿನ್,एक्रोसिन
ಅ ೦ ಗಡಿ,ऐक्टिन
ಆಕ್ಟಿನ್ ತರಹದ ಪ್ರೋಟೀನ್,ऐक्टिन-सम प्रोटीन
ಕ್ರಿಯಾಶೀಲತೆ,त्रिज्यासममित
ಅಂಧ,एक्टिनोमाइसिटीज
ಕ್ರಿಯಾಶೀಲತೆ,क्रिया विभव
ಸಕ್ರಿಯ ಕೆತ್ತನೆ,सक्रियित आपंक
ಸಕ್ರಿಯ ಕೆಸರು ಫ್ಲೋಕ್,सक्रियित आपंक फ्लॉक
ಸಕ್ರಿಯಗೊಳಿಸುವ ಶಕ್ತಿ,सक्रियण ऊर्जा
ಸಕ್ರಿಯ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,सक्रिय अवशोषण
ಸಕ್ರಿಯ ವಿನಾಯಿತಿ,सक्रिय प्रतिरक्षा
ಸಕ್ರಿಯ ವಿಕಿರಣ,सक्रिय विकिरण
ಸಕ್ರಿಯ ಸೈಟ್,सक्रिय स्थल
ದಳ,ऐक्टिविन
ವಕ್ರವಳತಿ ಮಾಡು,लंबाग्र
ಆಡಮ್ಸಿಯಾ,ऐडैम्सिया
ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,अनुकूलनशीलता
ರೂಪಾಂತರ,अनुकूलन
ಬೆಳಕಿನ ಆಡಳಿತಕ್ಕೆ ಹೊಂದಿಕೊಳ್ಳುವುದು,प्रकाश प्रवृत्ति के प्रति अनुकूलन
ನೀರಿನ ಕೊರತೆಗೆ ಹೊಂದಿಕೊಳ್ಳುವುದು,जलाभाव के प्रति अनुकूलन
ಹೊಂದಾಣಿಕೆಯ ಗುಣಲಕ್ಷಣಗಳು,अनुकूली (अभि) लक्षण
ಹೊಂದಾಣಿಕೆಯ ವಿನಾಯಿತಿ,अनुकूली प्रतिरक्षा
ಅಡಾಪ್ಟಿವ್ ವಿಕಿರಣ,अनुकूली विकिरण
ಹೊಂದಾಣಿಕೆಯ ಲಕ್ಷಣ,अनुकूली विशेषक
ಅಡಾಕ್ಸಿಯಲ್ ಮೇಲ್ಮೈ,अभ्यक्ष पृष्ठ
ವ್ಯಸನಕಾರಿ ಕಾಯಿಲೆ,व्यसनी विकार
ತಿಕ್ಕಲು,ऐडेनीन
ಒಂದು ತತ್ತ್ವ,ऐडिनोकॉर्टिकोट्रॉपिन
ತತ್ತ್ವ,ऐडेनोहाइपोफाइसिस
ತಿರಸ್ಕಾರ,ऐडेनोसिन डाइफास्फेट
ಅಂಧ,ऐडेनोसिन डीएमीनेज
ಅಸಿನಿನ್ ಮೊನೊಫಾಸ್ಫೇಟ್,ऐडेनोसिन मोनोफॉस्फेट
ಅಡೆನೊಸಿನ್ ಟ್ರೈಫಾಸ್ಫೇಟ್ (ಎಟಿಪಿ),ऐडेनोसिन ट्राइफॉस्फेट
ತಿರಸ್ಕಾರ,एडेनिलेट साइक्लेज
ಅಂಟಿಕೊಳ್ಳುವ ಶಕ್ತಿ,आसंजी बल
ಅಡಿಪಡಿ,ऐडिपेट
ಅಡಿಪೋಸೈಟ್ (ಕೊಬ್ಬಿನ ಕೋಶ),वसाणु (वसा कोशिका)
ಅಡಿಪಾಯಿ ಅಂಗಾಂಶ,वसा ऊतक
ಮಡಿ,संलग्न
ಪಕ್ಕದ ಸಮುದಾಯ,संलग्न समुदाय
ಮೂತ್ರಜನಕಾಂಗ,अधिवृक्क
ಅಡ್ರಿನಲ್ ಗ್ರಂಥಿ,अधिवृक्क ग्रंथि
ಅಡ್ರಿನೊಕಾರ್ಟಿಕೊಟ್ರೊಪಿಕ್ ಹಾರ್ಮೋನ್ (ಎಸಿಟಿಎಚ್),एड्रिनोकॉर्टिकोट्रॉपिक हॉर्मोन
ಅಡ್ರಿನೊಕಾರ್ಟಿಕೊಟ್ರೊಪಿಕ್ ಬಿಡುಗಡೆ ಹಾರ್ಮೋನ್ (ಎಸಿಟಿಆರ್ಹೆಚ್),एड्रिनोकॉर्टिकोट्रॉपिक निर्मोचक हार्मोन
ಹೊರಹೀರುವ,अधिशोषक
ಹೊರಹೀರತೆ,अधिशोषण
ಸುಧಾರಿತ ಸ್ವರಮೇಳ,उन्नत कशेरुकी
ಅನುಕೂಲಕರ ರೂಪಾಂತರ,लाभकारी उत्परिवर्तन
ಸಾಹಸದ,बाह्य कंचुक
ಸಾಹಸಿ ಮೂಲ,अपस्थानिक जड़
ದುಷ್ಪರಿಣಾಮ,प्रतिकूल प्रभाव
ಈಡಿಸ್,ईडीज
ಸಂಸ್ಕೃತಿಯ ಗಾಳಿ,संवर्ध-वातन
ವಾಮಪಂಥೀಯ,वायूतक
ವೈಮಾನಿಕ,"वायव (वि.), एरियल (सं.)"
ವೈಮಾನಿಕ ಮೂಲ,वायव जड़
ವೈಮಾನಿಕ ಚಿಗುರು,वायव प्ररोह
ಏರೋಬಿಕ್ ಉಸಿರಾಟ,वायु श्वसन
ಏರೋಬಿಕ್ ಉಸಿರಾಟ,ऑक्सी श्वसन
ಸೌಂದರ್ಯಶಾಸ್ತ್ರ,सौंदर्यबोध
ಅಸ್ವಸ್ಥತೆ,पुष्पदल विन्यास
ಅಸ್ವಸ್ಥತೆ,ग्रीष्मनिष्क्रियता
ವಿಪರೀತ,अभिवाही
ಅಫಿನಿಟಿ ಕ್ರೊಮ್ಯಾಟೋಗ್ರಫಿ,बंधुता वर्णलेखन
ಪೀಡಿತ ಅಂಗ,ग्रसित अंग
ಸಂಯಮ,वनरोपण
ಗಗನಯ,अनिषेकबीजता
ಗಾಡಿ,ऐगार
ಜನಗಮಣ,ऐगेरोस
ಅಗರೋಸ್ ಜೆಲ್ ಎಲೆಟ್ರೋಫೊರೆಸಿಸ್,ऐगेरोस जेल वैद्युतकण संचलन
ಅಗರೋಸ್ ಪಾಲಿಮರ್ ಜೆಲ್,एगेरोस बहुलक जेल
ಚೂರುಪಾರು,एगास्ट
ಭೂತಾಳೆ,अगेव
ವಯಸ್ಸಿನಲ್ಲಿ ವಿತರಣೆ,आयु अनुसार वितरण
ವಯಸ್ಸು ಪಿರಮಿಡ್,आयु पिरैमिड
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ,आश्लेषण
ಒಟ್ಟು,पुंज
ಕೋಶಕ ಒಟ್ಟು,पुटक पुंज
ಕೋಶಕ ಒಟ್ಟು,पुटक समुच्चय
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ,"समुच्चय, समुच्चयन"
ಆಕ್ರಮಣಶೀಲತೆ,आक्रामकता
ಚಮತ್ಕಾರ,प्रक्षोभक तंत्र
ಅಜ್ಞಾತ,ऐग्नेथा
ಗಾಡಿ,अगूटी
ಪಂಥದ,ग्रेना-रहित हरितलवक
ಕೃಪಣದ,"अकणकीय, रवाहीन"
ಪಂಥಿ,अकणिकाणु
ಕೃಷಿ,"कृषि, खेती"
ಕೃಚಾರಕ,कृषिवानिकी
ಆಗ್ರೊಬ್ಯಾಕ್ಟೀರಿಯಂ ಮಧ್ಯಸ್ಥಿಕೆ,"ऐग्रोबैक्टीरियम माध्यित, कृषि-जीवाणु माध्यित"
ಅಗ್ರೋಬ್ಯಾಕ್ಟೀರಿಯಂ ಟ್ಯೂಮೆಫಾಸಿಯನ್ಸ್,ऐग्रोबैक्टीरियम टूमिफेसियन्स
ಕೃಷಿ ರಾಸಾಯನಿಕ,कृषि-रसायन
ಕೃಷಿ ರಾಸಾಯನಿಕ,कृषि रसायनिक
ಕೃಷಿ ವಲಯ,कृषि-जलवायु अंचल
ಕೃಷಿ ಲಕ್ಷಣ,सस्यीय विशेषक
ಕೃಷಿ ವಿಜ್ಞಾನ,सस्यविज्ञान
ನೆರಳು,एड्स
ಗಾಳಿಗೊಡೆ,वायु आशय
ಹವಾ ನಿಯಂತ್ರಣ ಯಂತ್ರ,वातानुकूलक
ಗಾಳಿಯ ಮಾರ್ಗ,वायु पथ
ವಾಯು ಮಾಲಿನ್ಯ,वायु प्रदूषण
ಗಾಳಿಯ ಚೀಲ,वायु कोश
ವಿಮಾನ ನಿರ್ವಾತ,वायु धानी
ಗಾಳಿ ಮರೆಯುವ,वायु-श्वसन
ತಲ್ಲಣ,एलेन
ಅಲರಿ ಸ್ನಾಯು,पक्षाकार पेशी
ಅಲಸ್ಕನ್ ಕಂದು ಕರಡಿ,अलास्काई भूरा भालू
ಒಂದು ಬಗೆಯ ಉಕ್ಕಿನ,वर्णकहीन
ದಾಸ್ಯ,ऐल्बूगो
ಉಣ್ಣೆಯಂಥ,ऐल्बूमिन
ಉಬ್ಬು ಬೀಜದ ಬೀಜ,ऐल्बूमिनी बीज
ಬಿಲ್ಲಿನ,"ऐल्बूमिनमेह, ऐल्बूमिन्यूरिया"
ಪಾರಾಗಲಿ,"रसकाष्ठ, एल्बर्नम"
ಹದಮುದಾಯಿ,ऐल्सीडी
ಆಲ್ಡಿಹ್ಯೀಡ್,ऐल्डिहाइड
ಆಲ್ಡೋಸ್ಟಾನ್ ವ್ಯವಸ್ಥ,ऐल्डोस्टेरोन तंत्र
ಆಲ್ಡೋಸ್ಟಲಿಗೆ,ऐल्डोस्टेरोन
ಅಲ್ಯೂರೋನ್ ಪದರ,ऐल्यूरॉन परत
ಕಣ್ಣುಹಾಯ,ऐल्यूरोप्लास्ट
ಉಚ್ಚಾರಣಾ,ऐल्फाल्फा
ಪಾಚಿಯ ಹೂವು,शैवाल प्रस्फुटन
ಪಾರಿಗೊಣ,ऐल्जिन
ಅನ್ಯಲೋಕದ ಡಿಎನ್‌ಎ,विजातीय डी. एन. ए
ಅನ್ಯ,विदेशी जाति
ಜೋಡಣೆ,संरेखण
ಜೋಡಣೆ,अनुयोजन
ಅಲಿಮೆಂಟಿನ ಕಾಲುವೆ,आहार नाल
ಅಲಿಮೆಂಟರಿ ವ್ಯವಸ್ಥೆಯ,आहार-तंत्र
ಮಿತ್ರತತ್ವ,ऐलिस्मेसी
ಕ್ಷಾರೀಯ,ऐल्केलॉइड
ಕ್ಷಾರೀಯ,क्षारीय
ಕ್ಷಾರೀಯ,ऐल्कैप्टनमेह
ನಾರು,अपरापोषिका
ಆಲೀಲ್ ಆವರ್ತನ,विकल्पी आवृत्ति
ಇಳಿಜಾರು,"विकल्पी, युग्मविकल्पी"
ಅಲಿಮಾರ್ಫಿಕ್ ಜೋಡಿ,विकल्पी युग्म
ಅಲರ್ಜಾಟ,"प्रत्यूर्जक, एलर्जन"
ಅಲಿಗ್ನ,"नक्र, ऐलिगेटर"
ಆಲಿಯಂ ಸೆಪಾ,ऐलियम सीपा
ಅಲೋಗಮಿ,परनिषेचन
ಅರಿಯುವವಳು,अपरनिरोप
ಅಲೋಪ್ಯಾಟ್ರಿಕ್ ಸ್ಪೆಸಿಪೇಶನ್,विस्थानिक जाति-उद्भवन
ಸೂತ್ರ,अपरबहुगुणित
ಅಲೀರಿಕ್ ಪರಿಣಾಮ,अपरस्थली प्रभाव
ಅಲೋಸ್ಟರಿಕ್ ಕಿಣ್ವ,अपरस्थली एंजाइम
ಅಲಿಸ್ಟರಿಕ್ ಪ್ರತಿರೋಧಕ,अपरस्थलीय संदमक
ಅಲೋಸ್ಟೆರಿಕ್ ಮಾಡ್ಯುಲೇಷನ್,अपरस्थली मॉडुलन
ಅಲೋಸ್ಟರಿಕ್ ಸೈಟ್,अपरस्थलीय स्थान
ಅಲಿಸ್ಟರಿಕ್ ಪ್ರತಿಬಂಧಕ,अपरस्थली संदमन
ತಟೆಾತ್ರಾ,अपरचतुर्गुणित
ದಾಸ್ಯ,ऐलनस
ಅಡೆ,ऐलो
ಆಕ್ಸಾನ್ ಉದ್ದಕ್ಕೂ,ऐक्सॉन की दिशा में
ಆಲ್ಫಾ-ಆಂಟಿಟ್ರಿಪ್ಸಿನ್,ऐल्फा-ऐंटीट्रीप्सिन
ಆಲ್ಫಾ-ಲಾಕ್ಟಾಲ್ ಬ್ಯೂನ್,"ऐल्फा लैक्टऐल्बूमिन, ऐल्फा-दुग्धऐल्बूमिन"
ಆಲ್ಪೈನ್ ಹವಾಮಾನ ಸ್ಥಿತಿ,अल्पाइन जलवायवीय परिस्थिति
ಆಲ್ಪೈನ್ ಹುಲ್ಲುಗಾವಲು,अल्पाइन शाद्वल
ಆಲ್ಪೈನ್ ವಲಯ,अल्पाइन क्षेत्र
ಆಲ್ಸ್ಟೋನಿಯಾ,ऐल्स्टोनिया
ಪರ್ಯೇಡು,आल्टर्नेरिया
ಪರ್ಯಾಯ,एकांतर
ಪೀಳಿಗೆಯ ಪರ್ಯಾಯ,पीढ़ी-एकांतरण
ಎತ್ತರ ಕಾಯಿಲೆ,तुंगता अस्वस्थता
ಎತ್ತರ,तुगंता
ಅಲ್ವಿಯೋಲಾರ್ ನಾಳ,कूपिका वाहिनी
ಮಣ್ಣು,एलाइटीज
ಆಲ್ z ೈಮರ್ ಕಾಯಿಲೆ,ऐल्जाइमर रोग
ಅಮಾಮಿನ ಕೋಶ,अतंत्रिकाक्षी कोशिका
ಹುಳ,अमारेंथेसी
ಹುಳಿ,अमारेंथस (चौलाई)
ಸುತ್ತುವರಿದ ಆಸ್ಮೋಟಿಕ್ ಸಾಂದ್ರತೆ,परिवेश परासरणी सांद्रण
ಅಂಬಿಸ್ಟೋಮ,ऐम्बिस्टोमा
ಅಸ್ಫುಲ್,ऐमाइड
ಅಮೈನೊ ಆಸಿಡ್,ऐमीनो अम्ल
ಅಮೈನೊ ಆಸಿಡ್ ಸ್ವೀಕಾರಕ,ऐमीनो अम्ल-ग्राही
ಅಮೈನಾಕ್ಲ್ ಟಿ ಆರ್ಎನ್ಎ ಸಿಂಥೆಟೇಸ್,ऐमीनोएसिल टी-आर.एन.ए.सिन्थेटेज
ಅಮೈನೊಅಸಿಲೇಷನ್,ऐमीनोएसिलीयन
ಅಮೀಟಾಸಿ,असूत्री विभाजन
ಅಮೋನಿಯ,अमोनिया
ಅಮೋನೀಕರಣ,अमोनीकरण
ಅಮ್ಮನೋಟೆಲಿಸಂ,अमोनिया-उत्सर्जन
ಜ್ಯೂನಿಯೊಸೆಂಟಿಸ್,उल्बवेधन
ಆಮದೋಸೆಂಟೆಸಿಸ್ ತಂತ್ರ,उल्बवेधन तकनीक
ಅಮ್ನಿಯೈಟ್,उल्बकोशिका
ಮಂಕಾದ,उल्ब
ಆಮ್ನಿಯೋಟಿಕ್ ದ್ರವ,उल्ब तरल
ಜಾಮ್ನಿಯೆಟಿಕ್ ಮೆಂಬರೇನ್,उल्ब कला
ಜಾಮಿಕಾಟದ ಚೀಲ,उल्ब कोश
ಅಮೀಬ,अमीबा
ಅಮೀಬೋಸೈಟ್,"अमीबाणु, अमीबीकोशिका"
ಅಮೀಬಯುಡಿ,"अमीबाभ, अमीबीय"
ಅಮೀಬಯಿಡ್ ಲಿಂಫೋಸೈಟ್,अमीबाभ लसीकाणु
ಅಮೀಬಯಿಡ್ ಚಲನೆ,"अमीबीय गति, अमीबाभ गति"
ಅರೂಪದ,"रवाहीन, अक्रिस्टलीय"
ಮೊತ್ತ,"मात्रा, परिमाण"
ಆಭರಣ,ऐम्फेटैमीन
ಉಭಯಚರ,ऐम्फिबिया
ಉಭಯಚರ,ऐम्फिबियन (प्राणी)
ಉಭಯಚರ,उभयचर
ಉಲ್ಬಣ,एम्फिऑक्सस
ಆಂಫಿಯೋಕ್ಸಸ್ ಲ್ಯಾನ್ಸೊಲಾಟಸ್,ऐम्फिऑक्सस लेन्सयोलेटस
ಉಭಯಪಕ್ಷೀಯ,उभयसंवेदी
ಉಭಯಚರ ಲಿಪಿಡ್,उभयसंवेदी वसा
ಉಚ್ಚಾರೆ,ऐम्फिसार्का
ಲೋಕದ,ऐम्पिसिलिन
ಹಲ್ಲು,"तुंबिका, ऐंपुला"
ಶಿರೋಕ್ತಿ ಗ್ರಂಥಿ,तुंबिका ग्रंथि
ಅಮಿಗ್ಡಾಲ್,ऐमिग्डल
ಬಾಚು,वातामक
ಅಮಿಗ್ಲಿನ್,ऐमिग्डालिन
ಮಂಕಾದ,एमिलेज
ಅಮಿಲೋಪ್ಲಾಸ್ಟ್,मंडलवक
ಅ ೦ ಗಡಿ,ऐनाबीना
ಹಳ್ಳ,ऐनाबस
ಅನಾಬಲಿನ ​​ಮಾರ್ಗಗಳು,उपचय पथक्रम
ಅನಾಬಾಲಿಸಂ,उपचय
ಅನಾಕಾರ್ಡಿಯಾಸಿ,ऐनाकार्डिएसी
ರಕ್ತಹೀನತೆ,अरक्तता
ಬಯೆರೋಲೆ,"अवायुजीव, अनॉक्सी जीव"
ಆಮ್ಲಜನವ್ಯಕ್ತಿ,अवायवी ईंधन
ಆಮ್ಲಜನವ್ಯಕ್ತಿ,"अवायु-श्वसन, अनॉक्सीय श्वसन"
ಆಮ್ಲಜನಕರಹಿತ ಕೆಸರು ಡೈಜೆಸ್ಟರ್,अवायवी आपंक पाचित्र
ಆಮ್ಲಜನವ್ಯಕ್ತಿ,"अवायवी, अवायुजीवी"
ಅನೈಮ,एनाइमा
ಗುದ,"गुदीय, गुद"
ಗುದ,पक्षांत
ಗುದ ದ್ಯುತಿರಂಧ್ರ,"गुदीय द्वारक, गुद छिद्र"
ಗುದ,गुदलूम
ಗುದ ಲೂಪು,पक्षांत पाश
ಗುದ ಶೈಲಿ,गुदशूक
ಹೋಲುವ,समवृत्ति
ಹೋಲುವ,"सदृश, अनुरूप"
ಸಾದೃಶ್ಯ,समवृत्तिता
ಸಾದೃಶ್ಯ,"सादृश्य, अनुरूपता"
ವಿಶ್ಲೇಷಣೆ,विश्लेषण
ಅನಾಫೇಸ್,पश्चावस्था
ಅಂಗರಚನಾ ತಡೆಗೋಡೆ,शारीरी रोध
ಅಂಗರಚನಾ ಅಂಶ,शारीरीय पक्ष
ಅಂಗರಚನಾ ತಜ್ಞ,शारीरज्ञ
ಅಂಗರಚನಾಶಾಸ್ತ್ರ,शारीर
ಪೂರ್ವಜರ ವಂಶಸ್ಥ ಅನುಕ್ರಮ,पूर्वज वंशज अनुक्रम
ಪೂರ್ವಜರ ವಂಶ,पूर्वज वंशक्रम
ಪೂರ್ವಜರ ಅನುಕ್ರಮ,पूर्वज अनुक्रम
ಚಾಚು,ऐंकिलोस्टोमा
ಆಂಡ್ರೊಸಿಯಮ್,पुमंग
Andrಷಧ,"ऐंड्रोजेन, पुंजन"
ರಕ್ತಹೀನತೆ,अरक्तता
ವೇಶ್ಯೆ,अनेमनी
ಅನೆಲಾಯ್ಡ್,असुगुणित
ಅನೆಪ್ಲು,असुगुणिता
ಗಂಜಿ,ऐंजाइना
ಆಂಗಿಯ ವರ್ಗ,वाहिकाचित्र
ಆತಿ,ऐंजिओग्राफ
ಆಂಜಿಯಾರಿ ಶಾಸ್ತ್ರ,"वाहिकाचित्रण, ऐंजिओग्राफी"
ಆಂಜಿಯೋಪ್ಲಾಸ್ಟಿ,"वाहिका-संधान, ऐंजिओप्लास्टी"
ಆಂಗಿಯೋಸ್ಪೆರ್ಮು,आवृतबीजी
ಆಂಜಿಯೋಟೆನ್ಸಿನ್,ऐंजिओटेन्सिन
ಆಂಜಿಯೋಟೆನ್ಸಿನ್ ವಂಶದ,ऐंजिओटेन्सिनोजन
ಗಾಳಹಾಕಿ ಮೀನು,वडिश मीन
ಗದ್ದೆ,ऐंग्विना
ಕುಡಿನೂದಿ,ऐन्गुइस
ಪ್ರಾಣಿ,प्राणी
ಪ್ರಾಣಿ,पशु
ಪ್ರಾಣಿ ಸಗಣಿ,पशु शमल
ಪಶುಸಂಗೋಪನೆ,पशुपालन
ಪ್ರಾಣಿ ಕ್ಯಾರಿಯೋಟೈಪಿಂಗ್,प्राणी गुणसूत्रप्ररूपण
ಪ್ರಾಣಿ ಸಾಮ್ರಾಜ್ಯ,प्राणिजगत्
ಪ್ರಾಣಿಗಳ ಅಂಗಾಂಶ,प्राणि-ऊतक
ಪ್ರಾಣಿ,ऐनिमेलिया
ಅಯಾನು,ऋणायन
ಅನಿಸೊಟ್ರಾಪಿಕ್ ಬ್ಯಾಂಡ್,विषमदैशिक पट्ट
ಮುಟ್ಟಿದ,अनीलन
ಗಡಿಯಾರ,ऐनेलिड (प्राणी)
ಅನುಗ್ರಹದ,ऐनेलिडा
ವಾರ್ಷಿಕ ಉಂಗುರ,वार्षिक वलय
ಉರಿಯೂತ,वलयाकार
ಅನ್ನ್ಯೂಲ್,"वलयांश, ऐन्यूल"
ಅಸಂಗತ ಪ್ರಕಾರ,असंगत प्ररूप
ಅನಾಫಿಲಿಸ್,ऐनोफेलीज
ಇರುವೆ ಭಕ್ಷಕ,चींटीखोर
ವಿರೋಧದ,विरोधी
ಪೃಷ್ಠದ,दक्षिण ध्रुवीय
ಆನಂತಾ,शृंगिका
ಆಂಟೆನಾ ಸಂಕೀರ್ಣ,ऐन्टेना संकुल
ಆಂಟೆನಾಲ್ ಗ್ರಂಥಿ,शृंगिका ग्रंथि
ಮುಂಭಾಗದ (ಕುಹರದ) ಬೂದು ಕೊಂಬು,अग्र (अधर) घूसर शृंग
ಮುಂಭಾಗದ ಹೈಪೋಫಿಸಿಸ್,अग्र पीयूषिका
ಮುಂಭಾಗದ ಮಧ್ಯಸ್ಥಿಕೆಯ ಸಲ್ಕಸ್,अग्र अंतरानिलयी परिखा
ಪರಾಗ,परागकोश
ಪರಂಪರೆ ಸಂಸ್ಕೃತಿ,पराग संवर्धन
ಸ ೦ ಗಂಥಿಯ,पुंधानी
ಪರಾಗಿದರದ,पुमणु
ಆಂಥೆಸೆರೋಸ್,ऐन्थोसिरोस
ಆಂಥೋಸೆರೋಟಾಪ್ಸಿಡಾ,ऐन्थोसिरोटॉप्सिडा
ಆಂಥ್ರಾಕ್ಸ್,ऐन्थ्रैक्स
ಮಾನವಜನ್ಯದ ಅಳಿವಿನಂಚಿನಲ್ಲಿರುವ,मानवजनित विलोपन
ಮಾನವಶಾಸ್ತ್ರ,मानवविज्ञान
ಅನುಭವಿನಲ್ಲಿರುವ,प्रतिजीवाणुक
ಪ್ರತಿಜೀವಕ ಪೆನ್ಸಿಲಿನ್,प्रतिजैविक पेनिसिलिन
ಪ್ರತಿಜೀವಕ ನಿರೋಧಕ,प्रतिजैविक प्रतिरोधी
ಪ್ರತಿಜೀವಕ (ಗಳು),प्रतिजैविक
ಪ್ರತಿಕಾಯ,"प्रतिरक्षी, प्रतिपिंड"
ಪ್ರತಿಕಾಯ ದಂಪತಿಗಳು,"प्रतिरक्षी युग्म, प्रतिपिंड युग्म"
ಪ್ರತಿಕಾಯ ಮಧ್ಯಸ್ಥ ರೋಗನಿರೋಧಕ ಶಕ್ತಿ,प्रतिरक्षी माध्यित प्रतिरक्षा
ಪ್ರತಿಮೆಯಂಥ,प्रतिस्कंदक
