English,Malayalam
alpha-test,ആൽഫ-ടെസ്റ്റിംഗ് (ഒന്നാം ലെവൽ ടെസ്റ്റ്)
alpha-version,"1. ആൽഫ പതിപ്പ്, 2. ആൽഫ രൂപം"
alt key,alt കീ
altavista,ആൾട്ടാവിസ്റ്റ
ambiguity,ബഹുസ്വരത
ambiguous grammar,അവ്യക്തമായ വ്യാകരണം
American National Standards Institute (ANSI),അമേരിക്കൻ നാഷണൽ സ്റ്റാൻഡീസ് ഇൻസ്റ്റിറ്റ്യൂട്ട് (ANSI)
American Standard Code For Information Interchange (ASCII),അമേരിക്കൻ സ്റ്റാൻഡേർഡ് കട്ട് (ascii)
analog,"1. സാദൃശ്യം, 2. അനലോഗ്"
analog computer,"1. അനലോഗ് കമ്പ്യൂട്ടർ, 2. അനലോഗ് കമ്പ്യൂട്ടർ"
analog device,"1. അനലോഗ് ഉപകരണം, 2. അനലോഗ് ഉപകരണം"
analog modem,"1. അനലോഗ് മോഡം, 2. അനലോഗ് മോഡം"
Analog To Digital Converter (ADC),അനലോഗ് ടു ഡിജിറ്റൽ കൺവെർട്ടർ
AND,അവസാനം (ഡിജിറ്റൽ/പ്ലെയിൻ ലോജിക് &#39;ഉം&#39; ഉപയോഗിച്ചു)
AND circuit,അവസാന സർക്യൂട്ട്
AND gate,അവസാന ഗേറ്റും ഗേറ്റും
AND not operation (Exclusion),എൻഡ് അല്ല ഓപ്പറേഷൻ (ഒഴിവാക്കൽ)
animation,"1. ആനിമേഷൻ, 2. വൈബ്രേഷൻ"
annotation,കുറിപ്പ്
anomaly,പൊരുത്തക്കേട്
antecedent,മുമ്പത്തെ
anticipatory paging,മുൻകൂർ പേജിംഗ്
anti-symmetric,എതിർ-സമമിതി
antivirus program,ആൻറിവൈറൽ പ്രോഗ്രാം
applet,"1. ആപ്ലെറ്റ്, 2. അപേക്ഷ"
application developer,ആപ്ലിക്കേഷൻ ഡെവലപ്പർ
application programming,ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ്
application programming interface (API),"1. ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ്, 2. ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ് (API)"
application software,ആപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ
applicative language,ആപ്ലിക്കേഷൻ ഭാഷ
approximation theory,ഏകദേശ തത്വം
architecture,ഘടന
area transfer,ഫീൽഡ് കൈമാറ്റം
argument,"1. പരാമീറ്റർ, സ്വതന്ത്ര വേരിയബിൾ, 2. ആംഗിൾ"
arithmatic and logic unit,"1. അരിത്മെറ്റിക് ആൻഡ് ലോജിക് യൂണിറ്റ്, 2. അരിത്മെറ്റിക് ആൻഡ് ലോജിക് യൂണിറ്റ്"
arithmatic check,ഗണിത പരിശോധന
arithmatic constant,ഗണിത സ്ഥിരാങ്കം
arithmatic data,ഗണിത ഡാറ്റ
arithmatical instruction,ഗണിത നിർദ്ദേശം
arithmetic and logic unit (ALU),മാത്തമാറ്റിക്കൽ ആൻഡ് ലോജിക്കൽ യൂണിറ്റ് (ALU)
ARPANET,ARPA നെറ്റ് (RPNet)
array,അറേ
array cache,"1. അറേ കാഷെ, 2. അറേ വേഗത, 3. അറേ മെമ്മറി"
array computer,അറേ കമ്പ്യൂട്ടർ
array element,അറേ ഘടകം
array name,അറേ പേര്
array processor,അറേ പ്രോസസർ
arrow keys,അമ്പടയാള കീ
articulation,ഉടമ്പടി
articulation point,ജംഗ്ഷൻ പോയിന്റ്
artificial compaction,കൃത്രിമ കോംപാക്ഷൻ
artificial control,കൃത്രിമ നിയന്ത്രണം
artificial intelligence,കൃത്രിമബോധം
ascender,മൗണ്ട്
ascending sort,ആരോഹണ തരം
ASCII betical order,ascii അക്ഷരമാല
ASCII control character,ascii നിയന്ത്രണ ചിഹ്നം
ASCII file,ascii ഫയൽ
ASCII font,ascii ഫോണ്ട്
ASCII transfer,ASCII കൈമാറ്റം
aspect ratio,വീക്ഷണാനുപാതം
ASPI,"1. ആസ്പി, 2. എ.എസ്.പി.ഐ"
ASR timer,എ എസ് ആർ കാലാട്
assemble,"1. ഓർമ്മപ്പെടുത്തൽ, 2. കൂട്ടിച്ചേർക്കൽ, 3. കൂട്ടിച്ചേർക്കാൻ"
assembler,"1. അസംബ്ലർ, 2. ഓർമ്മപ്പെടുത്തൽ"
assembly,"1. അസംബ്ലിംഗ്, 2. അനുസ്മരണം"
assembly language,"1. ഓർമ്മപ്പെടുത്തൽ ഭാഷ, 2. അസംബ്ലിംഗ് ഭാഷ"
assertion,ദൃഢനിശ്ചയം
assignment,"1. നിർദ്ദിഷ്ട ജോലി, 2. വിഹിതം"
association,കൂട്ടുകെട്ട്
associative address,അനുബന്ധ വിലാസം
associative memory,"1. അനുബന്ധ മെമ്മറി, 2. അനുബന്ധ മെമ്മറി"
asteric,നക്ഷത്രചിഹ്നം (* ചിഹ്നം)
asymmetric,അസമമായ
asynchronous,"1. അസമന്വിത, 2. അസമന്വിത"
asynchronous Digital Subscriber Line (ADSL),അസിൻക്രണസ് ഡിജിറ്റൽ സബ്സ്ക്രൈബർ ലൈൻ (ADSL)
asynchronous Time Division Multiplexing (ATDM),അസിൻക്രണസ് ടൈം ഡിവിഷൻ മൾട്ടിപ്ലെക്സിംഗ് (ATDM)
asynchronous transfer,അസമന്വിത കൈമാറ്റം
asynchronous Transfer Mode (ATM),അസിൻക്രണസ് ട്രാൻസ്ഫർ മോഡ് (എടിഎം)
atom,"1. ആറ്റം, 2. പരമൻ"
attached document,അറ്റാച്ചുചെയ്ത പ്രമാണം
attached file,"1. അറ്റാച്ചുചെയ്ത ഫയൽ/മിസിൽ, 2. അറ്റാച്ചുചെയ്ത ഫയൽ"
attachment,"1. എൻക്ലോഷർ, 2. അഫിലിയേറ്റഡ്"
attribute,"1. പ്രോപ്പർട്ടികൾ, 2. സ്പെഷ്യാലിറ്റി"
audio,കേൾക്കാവുന്ന
audit programming,"1. ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്, 2. ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്"
audit trail,അക്കൗണ്ട് സ്ഥിരീകരണം
augmentation,പ്രമോഷൻ
authentication protocol,സർട്ടിഫിക്കേഷൻ പ്രോട്ടോക്കോൾ
authoring system,എഴുത്ത് രീതി
authorization,"1. അധികാരം, 2. അധികാരം, 3. ട്രിബ്യൂണൽ"
auto abstract,യാന്ത്രിക സംഗ്രഹം
autobooting,"1. ഓട്ടോ ബൂട്ടിംഗ്, 2. സ്വയം ബൂട്ട്"
autocad,ഓട്ടോകാഡ് (ഒരു കമ്പ്യൂട്ടർ ഭാഷ)
autolog on,യാന്ത്രിക ലോഗ്-ഓൺ
automata,ഓട്ടോമാറ്റ
automata theory,ഓട്ടോമാറ്റ സിദ്ധാന്തം
automatic computing,ഓട്ടോമാറ്റിക് കണക്കുകൂട്ടൽ
automatic data processing,ഓട്ടോമാറ്റിക് ഡാറ്റ പ്രോസസ്സിംഗ്
automatic error correction,യാന്ത്രിക പിശക് തിരുത്തൽ
automatic function,യാന്ത്രിക പ്രവർത്തനം
automatic indexing,"1. ഓട്ടോമാറ്റിക് ഇൻഡക്‌സിംഗ്, 2. യാന്ത്രിക ലിസ്റ്റിംഗ്"
automatic library call,യാന്ത്രിക ശേഖരണ കോൾ
automatic programming,"1. ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്, 2. ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്"
automatic recovery program,"1. ഓട്ടോമാറ്റിക് റിക്കവറി പ്രോഗ്രാം, 2. ഓട്ടോമാറ്റിക് റിക്കവറി പ്രോഗ്രാം"
automatic routine,യാന്ത്രിക ദിനചര്യ
automatic system recovery,ഓട്ടോമാറ്റിക് സിസ്റ്റം വീണ്ടെടുക്കൽ
automatic teller machine (ATM),"1. ഓട്ടോമാറ്റിക് ടെല്ലർ മെഷീനുകൾ (എടിഎം), 2. സ്വയം പിൻവലിക്കാൻ ബാങ്ക് എ.ടി.എം"
automation,ഓട്ടോമേഷൻ
autoplay,"1. ഓട്ടോപ്ലേ, 2. ഓട്ടോ നടത്തം"
autosave,വോക്കലൈസേഷൻ
auxiliary,അസിസ്റ്റന്റ്
auxiliary memory,സഹായ മെമ്മറി
auxiliary storage,സഹായ സംഭരണം
available list,ലഭ്യമായ പട്ടിക
available time,ലഭ്യമായ സമയം
average,ശരാശരി
awk (language),AWK (ഒരു കമ്പ്യൂട്ടർ കമാൻഡ്)
backend,ശേഷം
backend processor,പോസ്റ്റ് പ്രോസസർ
backface removal,പിൻഭാഗത്തെ പ്രവർത്തനം ഇല്ലാതാക്കൽ
background processing,പശ്ചാത്തല പ്രോസസ്സിംഗ്
backing store,അനുബന്ധ സ്റ്റോറുകൾ
backpatching,ബാക്ക് പാച്ചിംഗ്
backspace,"1. പടിഞ്ഞാറ്, 2. ബാക്ക്സ്പേസ്"
backtracking,ബാക്ക്ട്രാക്കിംഗ്
back-up,"1. ബാക്കപ്പ്, 2. തിരിച്ചടവ്"
back-up memory,"1. കോംപ്ലിമെന്ററി മെമ്മറി, 2. ബാക്കപ്പ് മെമ്മറി"
backward error recovery,പിന്നിലെ പിശക് തിരുത്തൽ
balance sheet,(വരുമാനം-ചെലവ്) ബാലൻസ് ഷീറ്റ്
band,ബാൻഡേജ്
band width,"1. ബാൻഡ് വീതി, 2. ബാൻഡ്‌വിഡ്ത്ത്/കപ്പാസിറ്റി"
banker's algorithm,ബാങ്കറുടെ അൽഗോരിതം
bar code,"1. ബാർ കോഡ്, 2. ബാർ കോഡ്"
bar code scanner,ബാർകോഡ് സ്കാനർ
bar graph,ബാർ ഗ്രാഫ്
base address,അടിസ്ഥാന വിലാസം
base band,അടിസ്ഥാന ബാൻഡ്
base number,ആധാർ നമ്പർ
base table,അടിസ്ഥാന പട്ടിക
BASIC,അടിസ്ഥാന (ഒരു കമ്പ്യൂട്ടർ ഭാഷ)
basic control,"1. അടിസ്ഥാന നിയന്ത്രണം, 2. അടിസ്ഥാന നിയന്ത്രണം"
basic input,"1. യഥാർത്ഥ നിക്ഷേപം, 2. അടിസ്ഥാന നിക്ഷേപം"
basic instruction,അടിസ്ഥാന നിർദ്ദേശം
basic output,അടിസ്ഥാന പ്രശ്നം
basic step,അടിസ്ഥാന ഘട്ടം
batch,"1. ബാച്ച്, 2. ഗ്രൂപ്പ്, 3. ദുരന്തം"
batch file,"1. ബാച്ച് ഫയൽ, 2. ബാച്ച് ഫയൽ"
batch position,ബാച്ച് നില
batch processing,"1. ബാച്ച് പ്രോസസ്സിംഗ്, 2. ഗ്രൂപ്പ് പ്രോസസ്സിംഗ്"
batch system,"1. ബാച്ച് സിസ്റ്റം, 2. കവണ സംവിധാനം"
baud,ബൗഡ്
baud rate,ബാഡ് നിരക്ക്
beam,ബീം ബീം
benchmark,"1. മാർഗ്ഗനിർദ്ദേശങ്ങൾ, 2. ബാച്ച് മാർക്ക്"
bidirectional communication,ദ്വിദിശ ആശയവിനിമയം
bidirectional link,നേരിട്ടുള്ള ലിങ്ക്
binary code,ബൈനറി കോഡ്
binary digit,ബൈനറി അക്കങ്ങൾ
binary Input output system (BIOS),ബൈനറി ഇൻവെസ്റ്റ്‌മെന്റ് ഔട്ട്‌പുട്ട് സിസ്റ്റം (BIOS)
binary number,ബൈനറി നമ്പർ
binary operator,ബൈനറി ഓപ്പറേറ്റർ
binary relation,ബൈനറി ബന്ധം
binary search,ബൈനറി തിരയൽ
binary search tree (BST),ബൈനറി എക്സ്പ്ലോറേഷൻ ട്രീ (BST)
binary transfer,"1. ബൈനറി ട്രാൻസ്ഫർ ട്രീ, 2. ബൈനറി കൈമാറ്റം"
binary tree,ബൈനറി മരം
bipolar memory,"1. ബൈപോളാർ മെമ്മറി, 2. ബൈപോളാർ മെമ്മറി"
birth death model,"1. ജനന-മരണ മാതൃക, 2. ജനന മരണ മാതൃക"
birth death process,ജനന മരണ പ്രക്രിയ
bit,"1. ഡ്യൂക്ക്, 2. ബിറ്റ്"
bit fault,ചെറിയ തെറ്റ്
bit map,ബിറ്റ് മാപ്പ്
bit map pixel (BMP),"1. ബിറ്റ്, 2. ഭൂപടം, 3. പിക്സൽ (BMP)"
bit matrix,"1. ബിറ്റ് മാട്രിക്സ്, 2. ബിറ്റ് ടേബിൾ"
bit pattern,ബിറ്റ് പാറ്റേൺ
bit position,ബിറ്റ് സ്ഥാനം
bit rate,"1. ബിറ്റ് റേറ്റ്, 2. ബിറ്റ് നിരക്ക്"
black box testing,കണ്ണടച്ച് പരിശോധന
blinking,മിന്നിത്തിളങ്ങുക
block,തടയുക
block cache,"1. ബ്ലോക്ക് കാഷെ, 2. ബ്ലോക്ക് കാഷെ / ചങ്ക് മെമ്മറി"
block check,ബ്ലോക്ക് അന്വേഷണം
block copy,വോളിയം കോപ്പി
block diagram,ബ്ലോക്ക് ഡയഗ്രം
blocking network,"1. ബ്ലോക്ക്ഡ് നെറ്റ്‌വർക്ക്, 2. ബ്ലോക്ക്ഡ് നെറ്റ്‌വർക്ക്"
board,ബോർഡ്
book mark,പേജ് മെമ്മറി
boolean algebra,ബൂളിയൻ ബീജഗണിതം
boolean relation,ബൂളിയൻ ബന്ധം
boot partition,ബൂട്ട് പാർട്ടീഷൻ
boot strapping,ബൂട്ട് സ്ട്രാപ്പിംഗ്
boot-strap loader,1.ബൂട്ട്സ്ട്രാപ്പ് ലോഡർ
bridge,"1.പാലം, 2.പാലം"
broadband networking,ബ്രോഡ്ബാൻഡ് നെറ്റ്വർക്ക്
broadcast,പ്രക്ഷേപണം
broadcast radio,പ്രക്ഷേപണം റേഡിയോ
browse,(നെറ്റ്) വ്യത്യാസം
browser,(നെറ്റ്) വികാരി
B-Tree,ബി-ട്രൂ
bubble memory,"1.ബബിൾ മെമ്മറി, 2.ബബിൾ മെമ്മറി"
bubble sort,ബബിൾ അടുക്കുക
bucket,"1.ബക്കറ്റ്, 2.ബക്കറ്റ്"
buddy system,"1. സാഹോദര്യ വ്യവസ്ഥ, 2. വലിയ സംവിധാനം"
budget effective control,ഫലപ്രദമായ ബജറ്റ് നിയന്ത്രണം
buffer,ബഫർ
bug,പോരായ്മ
bus,മതി
byte,"1. അഷ്ട വ്യാങ്ക്, 2. ബിറ്റ് (എട്ട് ബിറ്റുകൾ)"
byte code,ബൈറ്റ് കോഡ്
c,സി (കമ്പ്യൂട്ടർ ഭാഷ)
C++,"1.സി പ്ലസ് പ്ലസ്, 2.സി++ (കമ്പ്യൂട്ടർ ഭാഷ)"
cache,"1. പണം, 2. വേഗം, 3.വേഗത"
cache buffer,"1.കാഷെ ബഫർ, 2.മെമ്മറി ബഫർ"
cache memory,"1.കാഷെ മെമ്മറി, 2.കാഷെ മെമ്മറി, 3.ഫാസ്റ്റ് മെമ്മറി"
calculation,കണക്കുകൂട്ടല്
calculator,"1.കാൽക്കുലേറ്റർ, 2.കാൽക്കുലേറ്റർ"
calculator chip,"1.കാൽക്കുലേറ്റർ ചിപ്പ്, 2. കാൽക്കുലേറ്റർ ചിപ്പ്"
call,അഭ്യർത്ഥിക്കുക
call by name,പേര് വിളി
call by reference,റഫറൻസ് കോൾ
call by value,ബഹുമാന കോൾ
call by variables,വേരിയബിൾ കോൾ
call gate,അഭ്യർത്ഥന കവാടം
cancel,"1. റദ്ദാക്കുക, 2. റദ്ദാക്കുക"
cancel button,അസാധുവാക്കൽ ബട്ടൺ
canonical,"1. നിർദേശിക്കപ്പെട്ടത്, 2. കാനോനിക്കൽ"
canonical form,കാനോനിക്കൽ രൂപം
capability,കഴിവ്
capability list,ശേഷി പട്ടിക
capacity,"1. കഴിവ്, 2. പിടിക്കുന്നു"
caps lock key,ക്യാപ്സ് ലോക്ക് കീ
card,"1.കാർഡ്, 2. ഷീറ്റ്"
card reader,കാർഡ് റീഡർ
cardinality,പ്രാധാന്യം
carrier,വാഹകൻ
carrier band,കാരിയർ ബാൻഡ്
carrier load,കാരിയർ ലോഡ്
carrier signal,കാരിയർ സിഗ്നൽ
carrier wave,കാരിയർ തരംഗം
carry,നേടിയത്
carry digit,സ്കോർ നേടി
carry flag,പതാക നേടി
cartridge disk,"1.കാട്രിഡ്ജ് ഡിസ്ക്, 2.കാട്രിഡ്ജ് ഡിസ്ക്"
cascade,"1. കാസ്കേഡ്, 2. കാസ്കേഡ്"
case,കേസ്
cathod ray tube (CRT),കാഥോഡ്-റേ-ട്യൂബ് (CRT)
cathode ray tube (CRT),കാഥോഡ് റേ ട്യൂബ് (CRT) കാഥോഡ് റേ ട്യൂബ്
CD ROM disk drive,സിഡി റോം ഡിസ്ക് ഡ്രൈവ്
cell,സെൽ
cell animation,സെൽ ആനിമേഷൻ
cellular phone,സെല്ലുലാർ ഫോൺ
central memory,"1. സെൻട്രൽ മെമ്മറി, 2. കേന്ദ്ര മെമ്മറി"
central processing unit (CPU),സെൻട്രൽ പ്രോസസ്സിംഗ് യൂണിറ്റ് (സിപിയു)
centralized system,കേന്ദ്രീകൃത സംവിധാനം
certified tape,ആധികാരികതയുള്ള ടേപ്പ്
chain,ചങ്ങല
chain data,"1.സീരീസ് ഡാറ്റ, 2.സീരീസ് ഉള്ളടക്കം"
chain link,ചെയിൻ ലിങ്ക്
chaining,ചങ്ങല
channel,"1.ചാനൽ, 2.ചാനൽ"
channel busy tone,"1.ചാനൽ തിരക്കുള്ള ടോൺ, 2.ചാനൽ തിരക്കുള്ള ടോൺ"
channel capacity,"1.ചാനൽ കപ്പാസിറ്റി, 2.ചാനൽ കപ്പാസിറ്റി"
channel controller,"1.ചാനൽ കൺട്രോളർ, 2.ചാനൽ കൺട്രോളർ"
channel error,"1. ചാനൽ പിശക്, 2.ചാനൽ പിശക്"
channel program,"1.ചാനൽ പ്രോഗ്രാം, 2.ചാനൽ പ്രോഗ്രാം"
channel reliability,"1.ചാനൽ വിശ്വാസ്യത, 2.ചാനൽ വിശ്വാസ്യത"
channel set,"1.ചാനൽ സെറ്റ്, 2.ചാനൽ സെറ്റ്"
character,ചിഹ്നം
character code,"1. പ്രതീക കോഡ്, 2. പ്രതീക കോഡ്"
character key,പ്രതീക കീ
character reader,പ്രതീക വായനക്കാരൻ
character size,"1. എംബ്ലം സൈസ്, 2. എംബ്ലം സൈസ്"
chart,ചിത്രപരമായ
chassis,"1. ചേസിസ്, 2. ചേസിസ്"
check bit,ചെക്ക് ബിറ്റ്
check digit,ചെക്ക് പോയിന്റുകൾ
check sum,മൊത്തം പരിശോധിക്കുക
check word,ചെക്ക് വാക്ക്
chip,ചിപ്പ്
chip set,ചിപ്പ് സെറ്റ്
choose,"1.തിരഞ്ഞെടുക്കുക, 2.തിരഞ്ഞെടുക്കുക"
chromatically,അക്ഷരമാലാക്രമത്തിൽ
cipher,"1.സഫർ, 2. പൂജ്യം, 3. നാവികൻ"
circuit,സർക്യൂട്ട്
circular list,സർക്കിൾ ലിസ്റ്റ്
cirus,സെറസ്
citation,പരാമർശിക്കുക
class,"1.വിഭാഗം, 2.വിഭാഗം"
class variable,ക്ലാസ് വേരിയബിൾ
classification,വർഗ്ഗീകരണം
clear,തോട്ടിപ്പണി
clear area,വൃത്തിയാക്കിയ പ്രദേശം
clear channel,"1. ക്ലീൻ അപ്പ് സിസ്റ്റം, 2. ചാനൽ മായ്‌ക്കുക"
click,അമർത്തുക
client,"1. ഉപഭോക്താവ്, 2. കക്ഷി"
client server,"1. ക്ലയന്റ് സെർവർ, 2. ക്ലയന്റ് സെർവർ"
client stub,ഉപഭോക്തൃ അപൂർണ്ണം
clip art,ഷയറിംഗ് ആർട്ട്
clip art library,ഷീറിംഗ് ആർട്ട് ലൈബ്രറി
clip board,ക്ലിപ്പ് ബോർഡ്
clipper,ക്ലിപ്പർ
clipper chip,ക്ലിപ്പർ ചിപ്പ്
clique,വിഭാഗം
clock,"1. വാച്ച്, 2. കാലാഡ്"
clock cycle,ക്ലോക്ക് സൈക്കിൾ
clock frequency,ക്ലോക്ക് ആവൃത്തി
clock hardware,കാലാഡ് ഹാർഡ്‌വെയർ
clock pulse,കലാഡ് സ്പാൻഡ്
clock speed,ക്ലോക്ക് വേഗത
clock synchronization,സമയ സമന്വയം
clock tick,ക്ലോക്ക് ടിക്ക്
clone,ക്ലോൺ
close,ഓഫ്
close circuit TV (CCTV),ക്ലോസ്ഡ് സർക്യൂട്ട് ടിവി (സിസിടിവി)
closure,വിവരണം
cloud computing,"1.ക്ലൗഡ് കമ്പ്യൂട്ടിംഗ്, 2.ക്ലൗഡ് കമ്പ്യൂട്ടിംഗ്"
cluster,കുല
coated card,"1. കവർഡ് കാർഡ്, 2. പൊതിഞ്ഞ ഷീറ്റ്"
coated paper,പൊതിഞ്ഞ പേപ്പർ
coaxial,ഏകപക്ഷീയമായ
coaxial cable,ഏകോപന കേബിൾ
codasyl,കോഡാസിൽ
code,"1.കോഡ്, 2.കോഡ്"
code generator,"1. കോഡ് ജനറേറ്റർ, 2. കോഡ് ജനറേറ്റര്"
code page,കോഡ് പേജ്
code word,"1.കോഡ് വേഡ്, 2.കോഡ് വേഡ്"
coder,"1.കോഡർ, 2.കോഡർ"
coding check,"1. എൻകോഡിംഗ് ടെസ്റ്റ്, 2. കോഡിംഗ് ടെസ്റ്റ്"
coding form,എൻകോഡിംഗ് ഫോം
coding sheet,"1. എൻകോഡിംഗ് ഷീറ്റ്, 2. കോഡിംഗ് ഷീറ്റ്"
coefficient,ഗുണകം
coherence,കെട്ടുറപ്പ്
cold boot,"1.കോൾഡ് ബൂട്ട്, 2.കോൾഡ് സ്റ്റാർട്ട്"
cold start,തണുത്ത തുടക്കം
collaboration,സഹായം
collapse,തകർച്ച
collate,"1. ഉൾപ്പെടുത്തൽ, 2. സംയോജിപ്പിക്കുക"
collate tape,"1.ഇൻഡക്സ്ഡ് ടേപ്പ്, 2. കോളറ്റ് ടേപ്പ്"
collision,കൂട്ടിയിടി
colon,കോളൻ
colour (color),"1. കഥാപാത്രങ്ങൾ, 2. നിറങ്ങൾ"
colour saturation,വർണ്ണ സാച്ചുറേഷൻ
colour table,വർണ്ണ പട്ടിക
column,സ്തംഭം
combination,കോമ്പിനേഷൻ
