Tamil,Punjabi
ஒலியியல் உறிஞ்சுதல்,ਧੁਨੀ ਸਮਾਈ
ஒலியியல் விழிப்புணர்வு மாறிலி,ਧੂ-ਰਹਿਤ ਅਟੁੱਟ ਨਿਰੰਤਰ
ஒலியியல் ஈரமாக்குதல்,ਧੁਨੀ ਗਿੱਲੀ
ஒலியியல் தாமத வரி,ਧੁਨੀ ਦੇਰੀ ਦੀ ਲਾਈਨ
ஒலியியல் விலகல்,ਧੁਨੀ ਵਿਗਾੜ
ஒலியியல் குழாய்,ਧੁਨੀ ਨਲੀ
ஒலியியல் ஆற்றல்,ਧੁਨੀ energy ਰਜਾ
ஒலியியல் கருத்து,ਧੁਨੀ ਫੀਡਬੈਕ
ஒலியியல் வடிகட்டி,ਧੁਨੀ ਫਿਲਟਰ
ஒலியியல் மின்மறுப்பு,ਧਾਰਨਾ
ஒலியியல் பரப்புதல் மாறிலி,ਧੁਨੀ ਪ੍ਰਸਾਰ ਨੂੰ ਸਥਿਰ
ஒலியியல் எதிர்ப்பு,ਧੁਨੀ ਪ੍ਰਤੀਰੋਧ
ஒலியியல் ரீதியாக காப்பிடப்பட்டது,ਧੁਨੀ
ஒலியியல்,ਧੁਨੀ
கையகப்படுத்தல்,ਗ੍ਰਹਿਣ
சுருக்கம்,ਐਕਰੋਨਾਈਮ
செயல் பகுதி,ਕਾਰਵਾਈ ਖੇਤਰ
செயல்படுத்தப்பட்ட இழை,ਸਰਗਰਮ ਤੰਦ
செயலில்,ਕਿਰਿਆਸ਼ੀਲ
செயலில் உள்ள பகுதி,ਐਕਟਿਵ ਖੇਤਰ
செயலில் சாளரம்,ਐਕਟਿਵ ਵਿੰਡੋ
தகவமைப்பு,ਅਨੁਕੂਲਤਾ
அடாப்டர் (அடாப்டர்),ਅਡੈਪਟਰ (ਅਡੈਪਟਰ)
தகவமைப்பு வேறுபாடு துடிப்பு குறியீடு பண்பேற்றம்,ਅਡੈਪਟਿਵ ਇਨਫਿਅਲ ਪਲਸ ਕੋਡ ਸੰਚਾਲਨ
முகவரி புத்தகம்,ਐਡਰੈੱਸ ਬੁੱਕ
முகவரி பஸ்,ਪਤਾ ਬੱਸ
முகவரி தீர்மானம்,ਪਤਾ ਹੱਲ
அருகிலுள்ள சேனல் குறுக்கீடு,ਨੇੜਲੇ ਚੈਨਲ ਦਖਲਅੰਦਾਜ਼ੀ
அருகிலுள்ள சேனல் தேர்வு,ਨਾਲਤ ਚੈਨਲ ਚੋਣ
அருகிலுள்ள அதிர்வெண்,ਆਸ ਪਾਸ ਦੀ ਬਾਰੰਬਾਰਤਾ
அருகிலுள்ள அதிர்வெண் சேனல்,ਨਾਲ ਲੱਗਦੇ ਫ੍ਰੀਕੁਐਂਸੀ ਚੈਨਲ
அருகிலுள்ள படம் கேரியர்,ਨਾਲ ਲੱਗਦੀ ਤਸਵੀਰ ਕੈਰੀਅਰ
அருகிலுள்ள ஒலி கேரியர்,ਨਾਲ ਲੱਗਦੀ ਆਵਾਜ਼ ਕੈਰੀਅਰ
அருகிலுள்ள நிலையம்,ਨਾਲ ਲੱਗਦੀ ਸਟੇਸ਼ਨ
சரிசெய்யக்கூடியது,ਵਿਵਸਥਤ
சரிசெய்யக்கூடிய மின்தேக்கி,ਵਿਵਸਥਤ ਕੰਡੈਂਸਰ
அழுத்தம் சரிசெய்தல்,ਦਬਾਅ ਵਿਵਸਥਿਤ ਕਰਨਾ
குறடு சரிசெய்தல்,ਰੈਂਚ ਨੂੰ ਵਿਵਸਥਿਤ ਕਰਨਾ
சரிசெய்தல்,ਵਿਵਸਥਾ
நிர்வாகி,ਪ੍ਰਬੰਧਕ
மேம்பட்ட தொழில்நுட்பம்,ਤਕਨੀਕੀ ਤਕਨਾਲੋਜੀ
வான்வழி,ਏਰੀਅਲ
வான்வழி வரிசை,ਏਰੀਅਲ ਐਰੇ
வான்வழி பூஸ்டர்,ਏਰੀਅਲ ਬੂਸਟਰ
வான்வழி மின்னோட்டம்,ਏਰੀਅਲ ਮੌਜੂਦਾ
வான்வழி பூமி சுவிட்ச்,ਏਰੀਅਲ ਕਮਾ ਸਵਿੱਚ
வான்வழி செயல்திறன்,ਏਰੀਅਲ ਕੁਸ਼ਲਤਾ
வான்வழி மின்மறுப்பு,ਏਰੀਅਲ ਰੁਕਾਵਟ
வான்வழி தூண்டல்,ਏਰੀਅਲ ਇੰਡਕੈਕਟੈਂਸ
வான்வழி இன்சுலேட்டர்,ਏਰੀਅਲ ਇਨਸੂਲੇਟਰ
வான்வழி ஏற்றுதல் சுருள்,ਹਵਾਈ ਲੋਡਿੰਗ ਕੋਇਲ
வான்வழி புகைப்படம்,ਹਵਾਈ ਫੋਟੋਗ੍ਰਾਫੀ
வான்வழி சக்தி,ਏਰੀਅਲ ਪਾਵਰ
வான்வழி கதிர்வீச்சு,ਏਰੀਅਲ ਰੇਡੀਏਸ਼ਨ ਰੀਸੈਂਟਸ
வான்வழி எதிர்வினை,ਏਰੀਅਲ ਪ੍ਰਤੀਕਰਮ
ஏரோடைனமிக்ஸ்,ਐਰੋਡਾਇਨਾਮਿਕਸ
ஏஜென்சி,ਏਜੰਸੀ
காற்று அழுத்தி,ਏਅਰ ਕੰਪ੍ਰੈਸਰ
ஏர் மின்தேக்கி,ਏਅਰ ਕੰਡੈਂਸਰ
குளிா்ந்த காற்று,ਹਵਾ ਠੰ .ੀ
காற்று கோர்ட் சுருள்,ਏਅਰ ਕੋਰਡ ਕੋਇਲ
ஏர் கண்டிஷனிங்,ਏਅਰ ਕੰਡੀਸ਼ਨਿੰਗ
ஆல்பெடோ,ਅਲਬਾਡੋ
வழிமுறை,ਐਲਗੋਰਿਦਮ
மாற்றுப்பெயர்ச்சி,ਅਲਾਇਸਿੰਗ
சீரமைத்தல்,ਐਲਿੰਗਿੰਗ
சீரமைப்பு,ਅਲਾਈਨਮੈਂਟ
அனைத்து அலை வான்வழி,ਸਾਰੇ ਵੇਵ ਏਰੀਅਲ
ஒதுக்கீடு,ਅਲਾਟਮੈਂਟ
அகரவரிசை,ਵਰਣਮਾਲਾ
எண்ணெழுத்து,ਅਲਫਾਨੁਮਿਕ
எண்ணெழுத்து எழுத்து,ਅੱਖਰ ਅੱਖਰ
எண்ணெழுத்து தகவல்,ਅਲਫਾਨੁਮਿਕ ਜਾਣਕਾਰੀ
மாற்று மின்னோட்டம் (ஏ.சி.),ਬਦਲਵੇਂ ਮੌਜੂਦਾ (ਏ.ਸੀ.)
மாற்று,ਬਦਲਵਾਂ
மின்மாற்றி,ਅਲਟਰਨੇਟਰ
உயரம்,ਉਚਾਈ
அப்போஜியின் உயரம்,ਅਗੇਬੀ ਦੀ ਉਚਾਈ
பெரிஜியின் உயரம்,ਚਰਿੱਜ ਦੀ ਉਚਾਈ
அமெச்சூர் வானொலி தொடர்பு,ਸ਼ੁਕੀਨ ਰੇਡੀਓ ਸੰਚਾਰ
சூழ்நிலை,ਮਾਹੌਲ
சுற்றுப்புற மைக்ரோஃபோன்,ਮਾਹੌਲ ਮਾਈਕ੍ਰੋਫੋਨ
சுற்றுப்புற நிலை,ਅੰਬੀਨਟ ਦੀ ਸਥਿਤੀ
சுற்றுப்புற விளக்குகள்,ਅੰਬੀਨਟ ਲਾਈਟਿੰਗ
சுற்றுப்புற சத்தம்,ਅੰਬੀਨਟ ਸ਼ੋਰ
சுற்றுப்புற வெப்பநிலை,ਵਾਤਾਵਰਣ ਦਾ ਤਾਪਮਾਨ
அமெரிக்கன் ஸ்டாண்டர்ட் கோட்,ਅਮੈਰੀਕਨ ਸਟੈਂਡਰਡ ਕੋਡ
ஆம்பியர்,ਐਂਪੀਅਰ
ஆம்பியர் மீட்டர்,ਐਂਪਰ ਮੀਟਰ
பெருக்கம்,ਸਹਾਇਕਤਾ
பெருக்க காரணி,ਐਪਲੀਫਿਕੇਸ਼ਨ ਫੈਕਟਰ
பெருக்கி,ਐਂਪਲੀਫਾਇਰ
பெருக்கி ஆதாயம்,ਐਂਪਲੀਫਾਇਰ ਲਾਭ
பெருக்கி சத்தம்,ਐਂਪਲੀਫਾਇਰ ਸ਼ੋਰ
உபகரணங்கள் பெருக்குதல்,ਅਮਲੀਫਾਈਸਿੰਗ ਉਪਕਰਣ
கிளிஸ்ட்ரான் பெருக்குதல்,ਸਰਪਲੱਸਿੰਗ ਕਲਸਟ੍ਰੋਨ
பெருக்குதல் அலகு,ਅਮਲੀਫਾਈਸਿੰਗ ਯੂਨਿਟ
வீச்சு,ਐਪਲੀਟਿ .ਡ
வீச்சு விலகல்,ਐਪਲੀਟਿ itude ਡ ਭਟਕਣਾ
வீச்சு உல்லாசப் பயணம்,ਐਪਲੀਟਿ ord ਡ ਸੈਕਸੀਅਨ
வீச்சு காரணி,ਐਪਲੀਟਿ let ਟ ਫੈਕਟਰ
அலைவீச்சு வரம்பு,ਐਪਲੀਟਿ .ਡ ਸੀਮਾ
வீச்சு பண்பேற்றப்பட்டது,ਐਪਲੀਟਿ .ਡ
வீச்சு பண்பேற்றம்,ਐਪਲੀਟਿ let ਟ ਮੇਲੂਲੇਸ਼ਨ
ஒப்புமை (அனலாக்),ਐਨਾਲਾਗ (ਐਨਾਲਾਗ)
அனலாக் சுற்று,ਐਨਾਲਾਗ ਸਰਕਿਟ
அனலாக் கணினி,ਐਨਾਲਾਗ ਕੰਪਿ .ਟਰ
அனலாக் ரேடியோ அதிர்வெண் சேனல்,ਐਨਾਲਾਗ ਰੇਡੀਓ ਬਾਰੰਬਾਰਤਾ ਚੈਨਲ
அனலாக் பிரதிநிதித்துவம்,ਐਨਾਲਾਗ ਪ੍ਰਤੀਨਿਧਤਾ
அனலாக் சிக்னல்,ਐਨਾਲਾਗ ਸਿਗਨਲ
டிஜிட்டலுக்கு அனலாக்,ਐਨਾਲਾਗ ਡਿਜੀਟਲ
டிஜிட்டல் மாற்றிக்கு அனலாக்,ਐਨਾਲਾਗ ਤੋਂ ਡਿਜੀਟਲ ਕਨਵਰਟਰ
அனலாக் வீடியோ,ਐਨਾਲਾਗ ਵੀਡੀਓ
ஒப்பீட்டு,ਸਮਾਨ
ஒப்புமை,ਸਮਾਨਤਾ
பகுப்பாய்வு,ਵਿਸ਼ਲੇਸ਼ਣ
தரவின் பகுப்பாய்வு,ਡਾਟਾ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ
பகுப்பாய்வு அடர்த்தி,ਵਿਸ਼ਲੇਸ਼ਣ ਘਣਤਾ
பகுப்பாய்வு செய்யுங்கள்,ਵਿਸ਼ਲੇਸ਼ਣ
பகுப்பாய்வி,ਵਿਸ਼ਲੇਸ਼ਕ
துணை உபகரணங்கள்,Ancilliay ਉਪਕਰਣ
மற்றும் வாயில்,ਅਤੇ ਗੇਟ
மோதலின் கோணம்,ਕੋਲੀਮੈਂਟ ਦਾ ਕੋਣ
துருவமுனைப்பு கோணம்,ਧਰੁਵੀਕਰਨ ਦਾ ਕੋਣ
சுழற்சியின் கோணம்,ਘੁੰਮਣ ਦਾ ਕੋਣ
ஆங்ஸ்ட்ரோம் (Å),ਐਂਗਟਰੋਮ (å)
கோண,ਕੋਣੀ
கோண முடுக்கம்,ਕੋਣੀ ਪ੍ਰਵੇਗ
கோண ஒருங்கிணைப்புகள்,ਕੋਣੀ ਕੋ-ਆਰਡੀਨੇਟ
கோண அழிவு,ਐਂਗਲੇਨਰ ਫੁਲੈਕਸ਼ਨ
கோண சிதறல்,ਐਂਗੂਲਰ ਫੈਲਾਅ
கோண இடப்பெயர்ச்சி,ਕੋਣੀ ਵਿਸਥਾਪਨ
கோண பிழை,ਐਂਗਲੇਰ ਐਰਰ
கோண அதிர்வெண்,ਕੋਣੀ ਦੀ ਬਾਰੰਬਾਰਤਾ
கோண உந்தம்,ਕੋਣੀ ਗਤੀ
கோண இயக்கம்,ਕੋਣੀ ਮੋਸ਼ਨ
கோண வேகம்,ਐਂਗਲੇਰ ਵੇਗ
இயங்குபடம்,ਐਨੀਮੇਸ਼ਨ
நேர்மறை,ਐਨੋਡ
நேர்மறை பேட்டரி,ਐਨੋਡ ਬੈਟਰੀ
நேர்மறை பண்பு,ਐਨੋਡ ਗੁਣ
நேர்மறை சுற்று,ਅਨੋਡ ਸਰਕਟ
அனோட் சிதறல்,ਐਨੋਡ ਡਿਸਪੈਂਪੇਸ਼ਨ
அனோட் செயல்திறன்,ਐਨੋਡ ਕੁਸ਼ਲਤਾ
அனோட் உள்ளீட்டு சக்தி,ਐਨੋਡ ਇਨਪੁਟ ਪਾਵਰ
அனோட் மாடுலேஷன்,ਐਡੀਡ ਦੀ ਵਰਤੋਂ
ஆண்டெனா,ਐਂਟੀਨਾ
ஆண்டெனா பீம் அகலம்,ਐਂਟੀਨਾ ਬੀਅਵਿਡਥ
ஆண்டெனா பூஸ்டர்,ਐਂਟੀਨਾ ਬੂਸਟਰ
ஆண்டெனா மாற்ற சுவிட்ச்,ਐਂਟੀਨਾ ਬਦਲਾਓ ਸਵਿੱਚ
ஆண்டெனா சுருள்,ਐਂਟੀਨਾ ਕੋਇਲ
ஆண்டெனா உள்ளமைவு,ਐਟੀਨਨਾ ਕੌਂਫਿਗਰੇਸ਼ਨ
ஆண்டெனா கப்ளர்,ਐਂਟੀਨਾ ਕਪਲਰ
ஆண்டெனா குறுக்கு துருவ முறை,ਐਂਟੀਨਾ ਕਰਾਸ ਪੋਲਰ ਪੈਟਰਨ
ஆண்டெனா நடப்பு,ਐਂਟੀਨਾ ਮੌਜੂਦਾ
ஆண்டெனா டைரக்டிவிட்டி ஆதாயம்,ਐਂਟੀਨਾ ਡਾਇਰੈਕਟਰਵਿਟੀ ਲਾਭ
ஆண்டெனா டூப்ளெக்சர்,ਐਂਟੀਨਾ ਡੁਪਲੈਕਸਰ
ஆண்டெனா பயனுள்ள பகுதி,ਐਂਟੀਨਾ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਖੇਤਰ
ஆண்டெனா செயல்திறன்,ਐਂਟੀਨਾ ਕੁਸ਼ਲਤਾ
ஆண்டெனா ஊட்டம்,ਐਂਟੀਨਾ ਫੀਡ
ஆண்டெனா கால் அச்சு,ਐਂਟੀਨਾ ਪੈਰ ਪ੍ਰਿੰਟ
ஆண்டெனா ஆதாயம்,ਐਂਟੀਨਾ ਲਾਭ
ஆண்டெனா உயரம்,ਐਂਟੀਨਾ ਉਚਾਈ
ஆண்டெனா மின்மறுப்பு,ਐਂਟੀਨਾ ਪ੍ਰੇਸ਼ਾਨ
ஆண்டெனா தூண்டல்,ਐਂਟੀਨਾ ਇੰਡਸੀਕਟੈਂਸ
ஆண்டெனா முறை,ਐਂਟੀਨਾ ਪੈਟਰਨ
ஆண்டெனா பிளெக்ஸர்,ਐਂਟੀਨਾ ਪਲੇਕਸਰ
ஆண்டெனா துருவமுனைப்பு,ਐਂਟੀਨਾ ਧਰੁਵੀਕਰਨ
ஆண்டெனா சக்தி,ਐਂਟੀਨਾ ਪਾਵਰ
ஆண்டெனா சக்தி ஆதாயம்,ਐਂਟੀਨਾ ਪਾਵਰ ਲਾਭ
ஆண்டெனா கதிர்வீச்சு எதிர்ப்பு,ਐਂਟੀਨਾ ਰੇਡੀਏਸ਼ਨ ਟਾਕਰਾ
ஆண்டெனா எதிர்வினை,ਐਂਟੀਨਾ ਪ੍ਰਤੀਕ੍ਰਿਆ
ஆண்டெனா பிரதிபலிப்பாளர்,ਐਂਟੀਨਾ ਰਿਫਲੈਕਟਰ
ஆண்டெனா எதிர்ப்பு,ਐਂਟੀਨਾ ਟਾਕਰੇ
ஆண்டெனா அதிர்வு அதிர்வெண்,ਐਂਟੀਨਾ ਗੂੰਜਕ ਬਾਰੰਬਾਰਤਾ
ஆண்டெனா இடைவெளி,ਐਂਟੀਨਾ ਸਪੇਸਿੰਗ
ஆண்டெனா மாறுதல் அறை,ਐਂਟੀਨਾ ਸਵਿਚਿੰਗ ਰੂਮ
ஆண்டெனா டியூனிங் சுருள்,ਐਂਟੀਨਾ ਟਿ ing ਨਿੰਗ ਕੋਇਲ
ஆண்டெனா ட்யூனிங் ஹட்,ਐਂਟੀਨਾ ਟਿ ing ਨਿੰਗ ਹੱਟ
துவாரம்,ਅਪਰਚਰ
Apogee,ਅਪੋਜੀ
அபோஜி ராக்கெட்,ਅਪੋਜੀ ਰਾਕੇਟ
கருவி,ਉਪਕਰਣ
தோன்றும்,ਸਪੱਸ਼ਟ
Applet,ਐਪਲਿਟ
விண்ணப்பம்,ਐਪਲੀਕੇਸ਼ਨ
தோராயமான,ਲਗਭਗ
நீர்வாழ் தீர்வு,Aquive ਹੱਲ
வில்,ਆਰਕ
கட்டிடக்கலை,ਆਰਕੀਟੈਕਚਰ
ஒலி பதிவின் காப்பக பரிமாற்றம்,ਧੁਨੀ ਰਿਕਾਰਡਿੰਗ ਦਾ ਆਰਕਵਲ ਟ੍ਰਾਂਸਫਰ
காப்பகங்கள்,ਪੁਰਾਲੇਖ
எண்கணித குறியீட்டு முறை,ਹਿਸਾਬ ਕੋਡਿੰਗ
ஆர்மேச்சர்,ਆਰਮਚਰ
ஆர்மேச்சர் முறுக்கு,ਆਰਮਟਿ ure ਟਰ ਹਵਾ
வரிசை,ਐਰੇ
கைது செய்பவர்,ਅਰੈਸਟਰ
வெளிப்பாடு,ਬਿਆਨ
கலைப்பொருள் (= கலைப்பொருள்),ਆਰਟੀਫੈਕਟ (= ਆਰਟਫੈਕਟ)
ஏறுதல்,ਚੜ੍ਹਨਾ
விகிதம்,ਆਕਾਰ ਅਨੁਪਾਤ
அசெம்பிளர்,ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ
கூற்று,ਜ਼ੋਰ
ஒதுக்கீடு,ਅਸਾਈਨਮੈਂਟ
ஒதுக்கீட்டு சேனல்,ਅਸਾਈਨਮੈਂਟ ਚੈਨਲ
சமச்சீரற்ற,ਅਸਮੈਟ੍ਰਿਕਲ
ஒத்திசைவற்ற,ਅਸਿੰਕਰੋਨਸ
வளிமண்டலம்,ਵਾਤਾਵਰਣ
வளிமண்டல இழப்பு,ਵਾਯੂਮੰਡਲ ਦਾ ਨੁਕਸਾਨ
வளிமண்டல சத்தம்,ਵਾਯੂਮੰਡਲ ਸ਼ੋਰ
வளிமண்டல அழுத்தம்,ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ
வளிமண்டல பரவல்,ਵਾਯੂਮੰਡਲ ਪ੍ਰਸਾਰ
வளிமண்டல வானொலி-அலை,ਵਾਯੂਮੰਡਲ ਰੇਡੀਓ-ਵੇਵ
வளிமண்டலங்கள்,ਵਾਯੂਮੰਡਲ
அணு,ਐਟਮ
அணு அமைப்பு,ਪ੍ਰਮਾਣੂ ਬਣਤਰ
இணைப்பு,ਲਗਾਵ
விழிப்புணர்வு,ਪਟੀਸ਼ਨ
விழிப்புணர்வு இழப்பு,ਅਟੁੱਟ ਨੁਕਸਾਨ
ஒலி அலைகளின் விழிப்புணர்வு,ਅਵਾਜ਼ ਦੀਆਂ ਲਹਿਰਾਂ ਦਾ ਧਿਆਨ
அட்டென்யூட்டர்,Attetuator
அட்டென்யூட்டர்-பேட்,ਐਟੀਟਨਿਟਰ-ਪੈਡ
கேட்கக்கூடிய வாசல்,ਆਡੀਬਿਲਟੀ ਥ੍ਰੈਸ਼ੋਲਡ
கேட்கக்கூடியது,ਸੁਣਨਯੋਗ
கேட்கக்கூடிய அதிர்வெண்,ਆਡੀਅਲ ਬਾਰੰਬਾਰਤਾ
கேட்கக்கூடிய தொனி,ਸੁਣਨਯੋਗ ਧੁਨ
கேட்கக்கூடிய-ஸ்பெக்ட்ரம்,ਸੁਣਨਯੋਗ-ਸਪੈਕਟ੍ਰਮ
பார்வையாளர்கள்,ਹਾਜ਼ਰੀਨ
ஆடியோ,ਆਡੀਓ
ஆடியோ பெருக்கி,ਆਡੀਓ ਅਮਲੀਫਾਇਰ
ஆடியோ பகுப்பாய்வி,ਆਡੀਓ ਵਿਸ਼ਲੇਸ਼ਕ
ஆடியோ ஒளிபரப்பு,ਆਡੀਓ ਪ੍ਰਸਾਰਣ
ஆடியோ கேபிள்,ਆਡੀਓ ਕੇਬਲ
ஆடியோ சங்கிலி,ਆਡੀਓ ਚੇਨ
ஆடியோ கோடெக்,ਆਡੀਓ ਕੋਡਕ
ஆடியோ சுருக்கம்,ਆਡੀਓ ਕੰਪ੍ਰੈਸਨ
ஆடியோ அமுக்கி,ਆਡੀਓ ਕੰਪ੍ਰੈਸਰ
ஆடியோ கன்சோல்,ਆਡੀਓ ਕੰਸੋਲ
ஆடியோ விலகல்,ਆਡੀਓ ਵਿਗਾੜ
ஆடியோ டைனமிக் வரம்பு,ਆਡੀਓ ਡਾਇਨਾਮਿਕ ਰੇਂਜ
ஆடியோ கோப்பு வடிவம்,ਆਡੀਓ ਫਾਈਲ ਫਾਰਮੈਟ
ஆடியோ பிரேம் வடிவம்,ਆਡੀਓ ਫਰੇਮ ਫਾਰਮੈਟ
ஆடியோ அதிர்வெண் பெருக்கி,ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਐਂਪਲੀਫਾਇਰ
ஆடியோ அதிர்வெண் ஜெனரேட்டர்,ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਜਰਨੇਟਰ
ஆடியோ அதிர்வெண் வரம்பு,ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਦੀ ਸੀਮਾ
ஆடியோ அதிர்வெண் பதில்,ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਜਵਾਬ
ஆடியோ லிமிட்டர்,ਆਡੀਓ ਸੀਮਾ
ஆடியோ வரி,ਆਡੀਓ ਲਾਈਨ
ஆடியோ மிக்சர்,ਆਡੀਓ ਮਿਕਸਰ
ஆடியோ பண்பேற்றம்,ਆਡੀਓ ਸੰਚਾਲਨ
ஆடியோ ஆஸிலேட்டர்,ਆਡੀਓ c ਸਿਲੇਟਰ
ஆடியோ வெளியீடு,ਆਡੀਓ ਆਉਟਪੁੱਟ
ஆடியோ சக்தி,ਆਡੀਓ ਪਾਵਰ
ஆடியோ தரம்,ਆਡੀਓ ਕੁਆਲਟੀ
ஆடியோ சிக்னல்,ਆਡੀਓ ਸਿਗਨਲ
ஆடியோ சிக்னல் செயலாக்கம்,ਆਡੀਓ ਸਿਗਨਲ ਪ੍ਰੋਸੈਸਿੰਗ
ஆடியோ ஸ்பெக்ட்ரம்,ਆਡੀਓ ਸਪੈਕਟ੍ਰਮ
ஆடியோ சேமிப்பு,ਆਡੀਓ ਸਟੋਰੇਜ
ஆடியோ துணை கேரியர்,ਆਡੀਓ ਸਬ-ਕੈਰੀਅਰ
ஆடியோ மின்மாற்றி,ਆਡੀਓ ਟਰਾਂਸਫਾਰਮਰ
ஆடியோ டிரான்ஸ்மிட்டர்,ਆਡੀਓ ਟ੍ਰਾਂਸਮੀਟਰ
ஆடியோ/வீடியோ சுருக்க,ਆਡੀਓ / ਵੀਡੀਓ ਸੰਕੁਚਨ
ஆடியோ-அதிர்வெண் ஆஸிலேட்டர்,ਆਡੀਓ-ਬਾਰੰਬਾਰਤਾ
ஆடியோ-அதிர்வெண் சமிக்ஞை,ਆਡੀਓ-ਬਾਰੰਬਾਰਤਾ ਸੰਕੇਤ
ஆடியோமெட்ரி,ਆਡੀਓਮੈਟਰੀ
ஆடியோ காட்சி உதவி,ਆਡੀਓ-ਵਿਜ਼ੂਅਲ ਸਹਾਇਤਾ
செவிவழி கருத்து,ਆਡੀਟਰੀ ਧਾਰਨਾ
அங்கீகார,ਪ੍ਰਮਾਣਿਕਤਾ
அங்கீகரிக்கப்பட்ட கேரியர் அதிர்வெண்,ਅਧਿਕਾਰਤ ਕੈਰੀਅਰ ਬਾਰੰਬਾਰਤਾ
ஆட்டோ கேட்,ਆਟੋ ਕੈਡ
ஆட்டோ கண்டறிதல்,ਆਟੋ ਨਿਦਾਨ
தானியங்கி,ਆਟੋਮੈਟਿਕ
தானியங்கி கட்டுப்பாடு,ਆਟੋਮੈਟਿਕ ਕੰਟਰੋਲ
தானியங்கி கண்டறிதல்,ਆਟੋਮੈਟਿਕ ਖੋਜ
தானியங்கி உபகரணங்கள்,ਆਟੋਮੈਟਿਕ ਉਪਕਰਣ
தானியங்கி அதிர்வெண் கட்டுப்பாடு,ਆਟੋਮੈਟਿਕ ਬਾਰੰਬਾਰਤਾ ਨਿਯੰਤਰਣ
தானியங்கி வரம்பு,ਆਟੋਮੈਟਿਕ ਸੀਮਾ
தானியங்கி இயந்திரம்,ਆਟੋਮੈਟਿਕ ਮਸ਼ੀਨ
தானியங்கி கட்டக் கட்டுப்பாடு,ਆਟੋਮੈਟਿਕ ਫਾਸੇ ਕੰਟਰੋਲ
தானியங்கி பட பரிமாற்றம்,ਆਟੋਮੈਟਿਕ ਤਸਵੀਰ ਸੰਚਾਰ
தானியங்கி பிளேபேக்,ਆਟੋਮੈਟਿਕ ਪਲੇਅਬੈਕ
