Tamil,Bengali
ஒலி எதிர்வினை,অ্যাকোস্টিক রিঅ্যাক্ট্যান্স
ஒலி ரிஃப்ளெக்ஸ்,অ্যাকোস্টিক রিফ্লেক্স
ஒலி ஓடு,অ্যাকোস্টিক টাইল
ஒலி அலை,অ্যাকোস্টিক তরঙ্গ
ஒலியியல் உறிஞ்சுதல்,শাব্দিক শোষণ
ஒலியியல் விழிப்புணர்வு மாறிலி,শাব্দিক মনোযোগ ধ্রুবক
ஒலியியல் ஈரமாக்குதல்,শাব্দিক স্যাঁতসেঁতে
ஒலியியல் தாமத வரி,শাব্দিক বিলম্ব লাইন
ஒலியியல் விலகல்,শাব্দিক বিকৃতি
ஒலியியல் குழாய்,শাব্দিক নালী
ஒலியியல் ஆற்றல்,শাব্দিক শক্তি
ஒலியியல் கருத்து,শাব্দিক প্রতিক্রিয়া
ஒலியியல் வடிகட்டி,শাব্দিক ফিল্টার
ஒலியியல் மின்மறுப்பு,শাব্দিক প্রতিবন্ধকতা
ஒலியியல் பரப்புதல் மாறிலி,শাব্দিক প্রচার ধ্রুবক
ஒலியியல் எதிர்ப்பு,শাব্দিক প্রতিরোধের
ஒலியியல் ரீதியாக காப்பிடப்பட்டது,শাব্দিকভাবে অন্তরক
ஒலியியல்,অ্যাকোস্টিকস
கையகப்படுத்தல்,অধিগ্রহণ
சுருக்கம்,সংক্ষিপ্ত বিবরণ
செயல் பகுதி,অ্যাকশন এরিয়া
செயல்படுத்தப்பட்ட இழை,সক্রিয় ফিলামেন্ট
செயலில்,সক্রিয়
செயலில் உள்ள பகுதி,সক্রিয় এলাকা
செயலில் சாளரம்,সক্রিয় উইন্ডো
தகவமைப்பு,অভিযোজনযোগ্যতা
அடாப்டர் (அடாப்டர்),অ্যাডাপ্টার (অ্যাডাপ্টার)
தகவமைப்பு வேறுபாடு துடிப்பு குறியீடு பண்பேற்றம்,অভিযোজিত ডিফারেনশিয়াল পালস কোড মড্যুলেশন
முகவரி புத்தகம்,ঠিকানা বই
முகவரி பஸ்,ঠিকানা বাস
முகவரி தீர்மானம்,ঠিকানা রেজোলিউশন
அருகிலுள்ள சேனல் குறுக்கீடு,সংলগ্ন চ্যানেল হস্তক্ষেপ
அருகிலுள்ள சேனல் தேர்வு,সংলগ্ন চ্যানেল নির্বাচন
அருகிலுள்ள அதிர்வெண்,সংলগ্ন ফ্রিকোয়েন্সি
அருகிலுள்ள அதிர்வெண் சேனல்,সংলগ্ন ফ্রিকোয়েন্সি চ্যানেল
அருகிலுள்ள படம் கேரியர்,সংলগ্ন ছবি ক্যারিয়ার
அருகிலுள்ள ஒலி கேரியர்,সংলগ্ন সাউন্ড ক্যারিয়ার
அருகிலுள்ள நிலையம்,সংলগ্ন স্টেশন
சரிசெய்யக்கூடியது,সামঞ্জস্যযোগ্য
சரிசெய்யக்கூடிய மின்தேக்கி,সামঞ্জস্যযোগ্য কনডেন্সার
அழுத்தம் சரிசெய்தல்,সামঞ্জস্য চাপ
குறடு சரிசெய்தல்,সামঞ্জস্য করা রেঞ্চ
சரிசெய்தல்,সামঞ্জস্য
நிர்வாகி,প্রশাসক
மேம்பட்ட தொழில்நுட்பம்,উন্নত প্রযুক্তি
வான்வழி,এরিয়াল
வான்வழி வரிசை,এরিয়াল অ্যারে
வான்வழி பூஸ்டர்,এরিয়াল বুস্টার
வான்வழி மின்னோட்டம்,এরিয়াল কারেন্ট
வான்வழி பூமி சுவிட்ச்,এরিয়াল আর্থিং সুইচ
வான்வழி செயல்திறன்,বায়বীয় দক্ষতা
வான்வழி மின்மறுப்பு,বায়বীয় প্রতিবন্ধকতা
வான்வழி தூண்டல்,এরিয়াল ইন্ডাক্ট্যান্স
வான்வழி இன்சுலேட்டர்,এরিয়াল ইনসুলেটর
வான்வழி ஏற்றுதல் சுருள்,এরিয়াল লোডিং কয়েল
வான்வழி புகைப்படம்,আকাশ থেকে ছবি তোলা
வான்வழி சக்தி,বায়বীয় শক্তি
வான்வழி கதிர்வீச்சு,বায়বীয় বিকিরণ পুনর্নির্মাণ
வான்வழி எதிர்வினை,বায়বীয় বিক্রিয়া
ஏரோடைனமிக்ஸ்,এয়ারোডাইনামিক্স
ஏஜென்சி,এজেন্সি
காற்று அழுத்தி,বায়ু সংকোচকারী
ஏர் மின்தேக்கி,এয়ার কনডেন্সার
குளிா்ந்த காற்று,ঠান্ডা বাতাস
காற்று கோர்ட் சுருள்,বায়ু কর্ড কয়েল
ஏர் கண்டிஷனிங்,এয়ারকন্ডিশনিং
ஆல்பெடோ,আলবেডো
வழிமுறை,অ্যালগরিদম
மாற்றுப்பெயர்ச்சி,এলিয়াসিং
சீரமைத்தல்,সারিবদ্ধ
சீரமைப்பு,প্রান্তিককরণ
அனைத்து அலை வான்வழி,সমস্ত তরঙ্গ বিমান
ஒதுக்கீடு,বরাদ্দ
அகரவரிசை,বর্ণমালা
எண்ணெழுத்து,বর্ণমালা
எண்ணெழுத்து எழுத்து,আলফানিউমেরিক চরিত্র
எண்ணெழுத்து தகவல்,আলফানিউমেরিক তথ্য
மாற்று மின்னோட்டம் (ஏ.சி.),বিকল্প বর্তমান (এ.সি.)
மாற்று,বিকল্প
மின்மாற்றி,বিকল্প
உயரம்,উচ্চতা
அப்போஜியின் உயரம்,অপোজির উচ্চতা
பெரிஜியின் உயரம்,পেরিগির উচ্চতা
அமெச்சூர் வானொலி தொடர்பு,অপেশাদার রেডিও যোগাযোগ
சூழ்நிலை,পরিবেশ
சுற்றுப்புற மைக்ரோஃபோன்,পরিবেশ মাইক্রোফোন
சுற்றுப்புற நிலை,পরিবেষ্টিত অবস্থা
சுற்றுப்புற விளக்குகள்,পরিবেষ্টনকারী আলো
சுற்றுப்புற சத்தம்,পরিবেষ্টিত শব্দ
சுற்றுப்புற வெப்பநிலை,পরিবেষ্টিত তাপমাত্রা
அமெரிக்கன் ஸ்டாண்டர்ட் கோட்,আমেরিকান স্ট্যান্ডার্ড কোড
ஆம்பியர்,অ্যাম্পিয়ার
ஆம்பியர் மீட்டர்,অ্যাম্পের মিটার
பெருக்கம்,পরিবর্ধন
பெருக்க காரணி,প্রশস্তকরণ ফ্যাক্টর
பெருக்கி,পরিবর্ধক
பெருக்கி ஆதாயம்,পরিবর্ধক লাভ
பெருக்கி சத்தம்,পরিবর্ধক শব্দ
உபகரணங்கள் பெருக்குதல்,পরিবর্ধক সরঞ্জাম
கிளிஸ்ட்ரான் பெருக்குதல்,ক্লাইস্ট্রনকে প্রশস্তকরণ
பெருக்குதல் அலகு,পরিবর্ধক ইউনিট
வீச்சு,প্রশস্ততা
வீச்சு விலகல்,প্রশস্ততা বিকৃতি
வீச்சு உல்லாசப் பயணம்,প্রশস্ততা ভ্রমণ
வீச்சு காரணி,প্রশস্ততা ফ্যাক্টর
அலைவீச்சு வரம்பு,প্রশস্ততা সীমাবদ্ধ
வீச்சு பண்பேற்றப்பட்டது,প্রশস্ততা মোডুলেটেড
வீச்சு பண்பேற்றம்,প্রশস্ততা মড্যুলেশন
ஒப்புமை (அனலாக்),অ্যানালগ (অ্যানালগ)
அனலாக் சுற்று,অ্যানালগ সার্কিট
அனலாக் கணினி,অ্যানালগ কম্পিউটার
அனலாக் ரேடியோ அதிர்வெண் சேனல்,অ্যানালগ রেডিও ফ্রিকোয়েন্সি চ্যানেল
அனலாக் பிரதிநிதித்துவம்,অ্যানালগ উপস্থাপনা
அனலாக் சிக்னல்,এনালগ সংকেত
டிஜிட்டலுக்கு அனலாக்,ডিজিটাল অ্যানালগ
டிஜிட்டல் மாற்றிக்கு அனலாக்,ডিজিটাল কনভার্টারে অ্যানালগ
அனலாக் வீடியோ,অ্যানালগ ভিডিও
ஒப்பீட்டு,সাদৃশ্য
ஒப்புமை,উপমা
பகுப்பாய்வு,বিশ্লেষণ
தரவின் பகுப்பாய்வு,ডেটা বিশ্লেষণ
பகுப்பாய்வு அடர்த்தி,বিশ্লেষণাত্মক ঘনত্ব
பகுப்பாய்வு செய்யுங்கள்,বিশ্লেষণ করুন
பகுப்பாய்வி,বিশ্লেষক
துணை உபகரணங்கள்,আনুষঙ্গিক সরঞ্জাম
மற்றும் வாயில்,এবং গেট
மோதலின் கோணம்,কলিমেশন কোণ
துருவமுனைப்பு கோணம்,মেরুকরণের কোণ
சுழற்சியின் கோணம்,ঘূর্ণনের কোণ
ஆங்ஸ்ட்ரோம் (Å),অ্যাংস্ট্রোম (Å)
கோண,কৌণিক
கோண முடுக்கம்,কৌণিক ত্বরণ
கோண ஒருங்கிணைப்புகள்,কৌণিক সমন্বয়
கோண அழிவு,কৌণিক ডিফ্লেশন
கோண சிதறல்,কৌণিক বিচ্ছুরণ
கோண இடப்பெயர்ச்சி,কৌণিক স্থানচ্যুতি
கோண பிழை,কৌণিক ত্রুটি
கோண அதிர்வெண்,কৌণিক কম্পাংক
கோண உந்தம்,কৌণিক ভরবেগ
கோண இயக்கம்,কৌণিক গতি
கோண வேகம்,কৌণিক বেগ
இயங்குபடம்,অ্যানিমেশন
நேர்மறை,আনোড
நேர்மறை பேட்டரி,আনোড ব্যাটারি
நேர்மறை பண்பு,অ্যানোড বৈশিষ্ট্য
நேர்மறை சுற்று,আনোড সার্কিট
அனோட் சிதறல்,অ্যানোড অপচয়
அனோட் செயல்திறன்,আনোড দক্ষতা
அனோட் உள்ளீட்டு சக்தி,আনোড ইনপুট শক্তি
அனோட் மாடுலேஷன்,অ্যানোড মড্যুলেশন
ஆண்டெனா,অ্যান্টেনা
ஆண்டெனா பீம் அகலம்,অ্যান্টেনা বিমউইথ
ஆண்டெனா பூஸ்டர்,অ্যান্টেনা বুস্টার
ஆண்டெனா மாற்ற சுவிட்ச்,অ্যান্টেনা চেঞ্জওভার সুইচ
ஆண்டெனா சுருள்,অ্যান্টেনা কয়েল
ஆண்டெனா உள்ளமைவு,অ্যান্টেনা কনফিগারেশন
ஆண்டெனா கப்ளர்,অ্যান্টেনা কাপলার
ஆண்டெனா குறுக்கு துருவ முறை,অ্যান্টেনা ক্রস পোলার প্যাটার্ন
ஆண்டெனா நடப்பு,অ্যান্টেনা কারেন্ট
ஆண்டெனா டைரக்டிவிட்டி ஆதாயம்,অ্যান্টেনা ডাইরেক্টিভিটি লাভ
ஆண்டெனா டூப்ளெக்சர்,অ্যান্টেনা ডুপ্লেক্সার
ஆண்டெனா பயனுள்ள பகுதி,অ্যান্টেনা কার্যকর অঞ্চল
ஆண்டெனா செயல்திறன்,অ্যান্টেনা দক্ষতা
ஆண்டெனா ஊட்டம்,অ্যান্টেনা ফিড
ஆண்டெனா கால் அச்சு,অ্যান্টেনা ফুট প্রিন্ট
ஆண்டெனா ஆதாயம்,এন্টেনা
ஆண்டெனா உயரம்,অ্যান্টেনার উচ্চতা
ஆண்டெனா மின்மறுப்பு,অ্যান্টেনা প্রতিবন্ধকতা
ஆண்டெனா தூண்டல்,অ্যান্টেনা ইন্ডাক্ট্যান্স
ஆண்டெனா முறை,অ্যান্টেনা প্যাটার্ন
ஆண்டெனா பிளெக்ஸர்,অ্যান্টেনা প্লেক্সার
ஆண்டெனா துருவமுனைப்பு,অ্যান্টেনা মেরুকরণ
ஆண்டெனா சக்தி,অ্যান্টেনা শক্তি
ஆண்டெனா சக்தி ஆதாயம்,অ্যান্টেনা পাওয়ার লাভ
ஆண்டெனா கதிர்வீச்சு எதிர்ப்பு,অ্যান্টেনা বিকিরণ প্রতিরোধের
ஆண்டெனா எதிர்வினை,অ্যান্টেনা প্রতিক্রিয়া
ஆண்டெனா பிரதிபலிப்பாளர்,অ্যান্টেনা প্রতিচ্ছবি
ஆண்டெனா எதிர்ப்பு,অ্যান্টেনা প্রতিরোধের
ஆண்டெனா அதிர்வு அதிர்வெண்,অ্যান্টেনা অনুরণিত ফ্রিকোয়েন্সি
ஆண்டெனா இடைவெளி,অ্যান্টেনা ব্যবধান
ஆண்டெனா மாறுதல் அறை,অ্যান্টেনা স্যুইচিং রুম
ஆண்டெனா டியூனிங் சுருள்,অ্যান্টেনা টিউনিং কয়েল
ஆண்டெனா ட்யூனிங் ஹட்,অ্যান্টেনা টিউনিং হাট
துவாரம்,অ্যাপারচার
Apogee,অপোজি
அபோஜி ராக்கெட்,অ্যাপোজি রকেট
கருவி,যন্ত্রপাতি
தோன்றும்,আপাত
Applet,অ্যাপলেট
விண்ணப்பம்,আবেদন
தோராயமான,আনুমানিক
நீர்வாழ் தீர்வு,জলীয় সমাধান
வில்,আর্ক
கட்டிடக்கலை,আর্কিটেকচার
ஒலி பதிவின் காப்பக பரிமாற்றம்,সাউন্ড রেকর্ডিংয়ের সংরক্ষণাগার স্থানান্তর
காப்பகங்கள்,সংরক্ষণাগার
எண்கணித குறியீட்டு முறை,গাণিতিক কোডিং
ஆர்மேச்சர்,আর্মার
ஆர்மேச்சர் முறுக்கு,আর্ম্যাচার বাতাস
வரிசை,অ্যারে
கைது செய்பவர்,অ্যারেস্টার
வெளிப்பாடு,বক্তৃতা
கலைப்பொருள் (= கலைப்பொருள்),আর্টিফ্যাক্ট (= আর্টফ্যাক্ট)
ஏறுதல்,আরোহী
விகிதம்,আনুমানিক অনুপাত
அசெம்பிளர்,এসেম্বলার
கூற்று,দাবী
ஒதுக்கீடு,অ্যাসাইনমেন্ট
ஒதுக்கீட்டு சேனல்,অ্যাসাইনমেন্ট চ্যানেল
சமச்சீரற்ற,অসম্পূর্ণ
ஒத்திசைவற்ற,অ্যাসিঙ্ক্রোনাস
வளிமண்டலம்,বায়ুমণ্ডল
வளிமண்டல இழப்பு,বায়ুমণ্ডলীয় ক্ষতি
வளிமண்டல சத்தம்,বায়ুমণ্ডলীয় শব্দ
வளிமண்டல அழுத்தம்,বায়ুমণ্ডলীয় চাপ
வளிமண்டல பரவல்,বায়ুমণ্ডলীয় প্রচার
வளிமண்டல வானொலி-அலை,বায়ুমণ্ডলীয় রেডিও-তরঙ্গ
வளிமண்டலங்கள்,বায়ুমণ্ডল
அணு,পরমাণু
அணு அமைப்பு,পারমাণবিক গঠন
இணைப்பு,সংযুক্তি
விழிப்புணர்வு,মনোযোগ
விழிப்புணர்வு இழப்பு,মনোযোগ ক্ষতি
ஒலி அலைகளின் விழிப்புணர்வு,শব্দ তরঙ্গের মনোযোগ
அட்டென்யூட்டர்,অ্যাটেনুয়েটর
அட்டென்யூட்டர்-பேட்,অ্যাটেনুয়েটর-প্যাড
கேட்கக்கூடிய வாசல்,অডিবিলিটি থ্রেশহোল্ড
கேட்கக்கூடியது,শ্রুতিমধুর
கேட்கக்கூடிய அதிர்வெண்,শ্রুতিমধুর ফ্রিকোয়েন্সি
கேட்கக்கூடிய தொனி,শ্রুতিমধুর সুর
கேட்கக்கூடிய-ஸ்பெக்ட்ரம்,শ্রুতি-বর্ণালী
பார்வையாளர்கள்,শ্রোতা
ஆடியோ,শ্রুতি
ஆடியோ பெருக்கி,অডিও পরিবর্ধক
ஆடியோ பகுப்பாய்வி,অডিও বিশ্লেষক
ஆடியோ ஒளிபரப்பு,অডিও সম্প্রচার
ஆடியோ கேபிள்,অডিও কেবল
ஆடியோ சங்கிலி,অডিও চেইন
ஆடியோ கோடெக்,অডিও কোডেক
ஆடியோ சுருக்கம்,অডিও সংক্ষেপণ
ஆடியோ அமுக்கி,অডিও সংক্ষেপক
ஆடியோ கன்சோல்,অডিও কনসোল
ஆடியோ விலகல்,অডিও বিকৃতি
ஆடியோ டைனமிக் வரம்பு,অডিও গতিশীল পরিসীমা
ஆடியோ கோப்பு வடிவம்,অডিও ফাইল ফর্ম্যাট
ஆடியோ பிரேம் வடிவம்,অডিও ফ্রেম ফর্ম্যাট
ஆடியோ அதிர்வெண் பெருக்கி,অডিও ফ্রিকোয়েন্সি পরিবর্ধক
ஆடியோ அதிர்வெண் ஜெனரேட்டர்,অডিও ফ্রিকোয়েন্সি জেনারেটর
ஆடியோ அதிர்வெண் வரம்பு,অডিও ফ্রিকোয়েন্সি ব্যাপ্তি
ஆடியோ அதிர்வெண் பதில்,অডিও ফ্রিকোয়েন্সি প্রতিক্রিয়া
ஆடியோ லிமிட்டர்,অডিও সীমাবদ্ধ
ஆடியோ வரி,অডিও লাইন
ஆடியோ மிக்சர்,অডিও মিক্সার
ஆடியோ பண்பேற்றம்,অডিও মড্যুলেশন
ஆடியோ ஆஸிலேட்டர்,অডিও দোলক
ஆடியோ வெளியீடு,অডিও আউটপুট
ஆடியோ சக்தி,অডিও শক্তি
ஆடியோ தரம்,অডিও মানের
ஆடியோ சிக்னல்,অডিও সংকেত
ஆடியோ சிக்னல் செயலாக்கம்,অডিও সিগন্যাল প্রসেসিং
ஆடியோ ஸ்பெக்ட்ரம்,অডিও বর্ণালী
ஆடியோ சேமிப்பு,অডিও স্টোরেজ
ஆடியோ துணை கேரியர்,অডিও সাব-ক্যারিয়ার
ஆடியோ மின்மாற்றி,অডিও ট্রান্সফর্মার
ஆடியோ டிரான்ஸ்மிட்டர்,অডিও ট্রান্সমিটার
ஆடியோ/வீடியோ சுருக்க,অডিও/ভিডিও সংক্ষেপণ
ஆடியோ-அதிர்வெண் ஆஸிலேட்டர்,অডিও-ফ্রিকোয়েন্সি দোলক
ஆடியோ-அதிர்வெண் சமிக்ஞை,অডিও-ফ্রিকোয়েন্সি সিগন্যাল
ஆடியோமெட்ரி,অডিওমেট্রি
ஆடியோ காட்சி உதவி,অডিও-ভিজ্যুয়াল সহায়তা
செவிவழி கருத்து,শ্রুতি উপলব্ধি
அங்கீகார,প্রমাণীকরণ
அங்கீகரிக்கப்பட்ட கேரியர் அதிர்வெண்,অনুমোদিত ক্যারিয়ার ফ্রিকোয়েন্সি
ஆட்டோ கேட்,অটো ক্যাড
ஆட்டோ கண்டறிதல்,অটো ডায়াগনস্টিকস
தானியங்கி,স্বয়ংক্রিয়
தானியங்கி கட்டுப்பாடு,স্বয়ংক্রিয় নিয়ন্ত্রণ
தானியங்கி கண்டறிதல்,স্বয়ংক্রিয় সনাক্তকরণ
தானியங்கி உபகரணங்கள்,স্বয়ংক্রিয় সরঞ্জাম
தானியங்கி அதிர்வெண் கட்டுப்பாடு,স্বয়ংক্রিয় ফ্রিকোয়েন্সি নিয়ন্ত্রণ
தானியங்கி வரம்பு,স্বয়ংক্রিয় সীমাবদ্ধ
தானியங்கி இயந்திரம்,স্বয়ংক্রিয় মেশিন
தானியங்கி கட்டக் கட்டுப்பாடு,স্বয়ংক্রিয় ফ্যাসি নিয়ন্ত্রণ
தானியங்கி பட பரிமாற்றம்,স্বয়ংক্রিয় চিত্র সংক্রমণ
தானியங்கி பிளேபேக்,স্বয়ংক্রিয় প্লেব্যাক
தானியங்கி சக்தி கட்டுப்பாடு,স্বয়ংক্রিয় শক্তি নিয়ন্ত্রণ
தானியங்கி நிரலாக்க,স্বয়ংক্রিয় প্রোগ্রামিং
தானியங்கி பதிவு,স্বয়ংক্রিয় রেকর্ডিং
தானியங்கி மீட்டமைப்பு,স্বয়ংক্রিয় রিসেট
தானியங்கி ஷட்டர்,স্বয়ংক্রিয় শাটার
தானியங்கி அமைப்பு,স্বয়ংক্রিয় সিস্টেম
தானியங்கி தொலைபேசி,স্বয়ংক্রিয় টেলিফোন
தானியங்கி வெப்பநிலை கட்டுப்பாடு,স্বয়ংক্রিয় তাপমাত্রা নিয়ন্ত্রণ
தானியங்கி மின்னழுத்த சீராக்கி,স্বয়ংক্রিয় ভোল্টেজ নিয়ন্ত্রক
தானியங்கி தொகுதி அமுக்கி,স্বয়ংক্রিয় ভলিউম সংক্ষেপক
தானியங்கி தொகுதி கட்டுப்பாடு,স্বয়ংক্রিয় ভলিউম নিয়ন্ত্রণ
தானியங்கி தொகுதி விரிவாக்கம்,স্বয়ংক্রিয় ভলিউম এক্সপেন্ডার
தானியங்கு,অটোমেশন
ஆட்டோமேஷன் கட்டுப்பாடு,অটোমেশন নিয়ন্ত্রণ
ஆட்டோமேஷன் அதிர்வெண் கட்டுப்படுத்தி,অটোমেশন ফ্রিকোয়েন্সি নিয়ামক
துணை,সহায়ক
துணை ஆடியோ பஸ்,সহায়ক অডিও বাস
கிடைக்கும் சக்தி,উপলব্ধ শক্তি
பனிச்சரிவு முறிவு,তুষারপাত ভাঙ্গন
சராசரி வாழ்க்கை,গড় আয়ু
சராசரி அழுத்தம்,গড় চাপ
சராசரி வேகம்,গড় গতি
சுழல் அச்சு,স্পিনের অক্ষ
அசிமுத்,আজিমুথ
அஜிமுத் கோணம்,আজিমুথ কোণ
அஜிமுத் பிழை,আজিমুথ ত্রুটি
பின் ஒளி,পিছনে আলো
பின் திட்டம்,পিছনে অভিক্ষেপ
பின் மின்னழுத்தம் (= தலைகீழ் மின்னழுத்தம்),ব্যাক ভোল্টেজ (= বিপরীত ভোল্টেজ)
பின்னணி (வில் மீண்டும்),ব্যাকফায়ার (আর্ক ব্যাক)
பின்னணி ஒளி,পটভূমি আলো
பின்னணி இரைச்சல்,পিছনের শব্দ
பின்னணி திட்டம்,পটভূমি প্রক্ষেপণ
காப்புப்பிரதி,ব্যাকআপ
தடுப்பு,বাফেল
பேக்கிங்,বেকিং
சீரான ஆடியோ,সুষম অডিও
சீரான ஆடியோ வரி,ভারসাম্যহীন অডিও লাইন
சீரான பரிமாற்ற வரி,সুষম সংক্রমণ লাইন
சமநிலைப்படுத்துதல்,ভারসাম্য
நிலைப்படுத்தல்,ব্যালাস্ট
நிலைப்படுத்தும் காரணி,ব্যালাস্ট ফ্যাক্টর
பலூன்,বালুন
பேண்ட்,ব্যান্ড
பேண்ட் பாஸ் வடிகட்டி,ব্যান্ড পাস ফিল্টার
இசைக்குழு தேர்வாளர்,ব্যান্ড নির্বাচক
பேண்ட் பிரித்தல்,ব্যান্ড বিভাজন
பேண்ட் ஸ்டாப் வடிகட்டி,ব্যান্ড স্টপ ফিল্টার
பேண்ட் சுவிட்ச்,ব্যান্ড সুইচ
பேண்ட் ட்யூனிங்,ব্যান্ড টিউনিং
அலைவரிசை,ব্যান্ডউইথ
மதுக்கூடம்,বার
பார் குறியீடு,বার কোড
பார் தரவு,বার ডেটা
வெற்று இசைக்குழு,বেয়ার ব্যান্ড
வெற்று விளக்கு,বেয়ার ল্যাম্প
கொட்டகையின் கதவு,শস্যাগার দরজা
தள இசைக்குழு,বেস ব্যান্ড
அடிப்படை இசைக்குழு சமிக்ஞை,বেস ব্যান্ড সিগন্যাল
அடிப்படை இசைக்குழு அமைப்பு,বেস ব্যান্ড সিস্টেম
அடிப்படை உலாவி,বেস ব্রাউজার
அடிப்படை சேகரிப்பான் சந்தி,বেস কালেক্টর জংশন
அடிப்படை இன்சுலேட்டர்,বেস ইনসুলেটর
பாஸ்,বাস
பாஸ் இழப்பீடு,বাস ক্ষতিপূরণ
பாஸ் ஒலிபெருக்கி (வூஃபர்),বাস লাউডস্পিকার (ওফার)
தொகுதி ஸ்கேனிங்,ব্যাচ স্ক্যানিং
பேட்டரி சார்ஜிங்,ব্যাটারি চার্জ হইতেছে
உத்திரம்,মরীচি
அடி,বীট
அதிர்வெண் ஆஸிலேட்டரை வெல்லுங்கள்,বীট ফ্রিকোয়েন্সি দোলক
பெல்,বেল
சார்பு,পক্ষপাত
சார்பு சுற்று,বায়াস সার্কিট
சார்பு அதிர்வெண்,বায়াস ফ্রিকোয়েন্সি
சார்பு மின்னழுத்தம்,অত্যাধিক ভোল্টেজ
முன்னோக்கி திசையில் பக்கச்சார்பானது,সামনের দিকে পক্ষপাতদুষ্ট
இரு திசை மைக்ரோஃபோன்,দ্বি-দিকনির্দেশক মাইক্রোফোন
விளம்பர பலகை,বিলবোর্ড
விளம்பர பலகை விண்ணப்பம்,বিলবোর্ড অ্যাপ্লিকেশন
இரு-உலோக உறுப்பு,দ্বি-ধাতব উপাদান
இரும,বাইনারি
பைனரி குறியீட்டு தசம,বাইনারি কোডেড দশমিক
ஈராண்டின் இலக்கியம் (பிட்),বাইনারি অঙ্ক (বিট)
இரும எண்,বাইনারি সংখ্যা
பைனரல் விசாரணை,বাইনোরাল শুনানি
தொலைநோக்கி,বাইনোকুলার
பயோமெட்ரிக்,বায়োমেট্রিক
இருமுனை டிரான்சிஸ்டர்,বাইপোলার ট্রানজিস্টর
பிட் ஒதுக்கீடு,বিট বরাদ্দ
பிட் வீதம்,বিট রেট
கருப்பு & வெள்ளை டிவி,কালো এবং সাদা টিভি
வெற்று,ফাঁকা
வெற்று இடைவெளி,ফাঁকা ব্যবধান
வெற்று நிலை,ব্ল্যাঙ্কিং স্তর
ரத்தான் எதிர்ப்பு,ব্লিডার প্রতিরোধের
பிளம்பட் கேமரா,ব্লিমড ক্যামেরা
கண்மூடித்தனமான கண்ணை கூசும்,অন্ধ ঝলক
கண் சிமிட்டுங்கள்,পলক
ஒளிரும்,জ্বলজ্বল
தொகுதி குறியீடு,ব্লক কোড
தொகுதி வரைபடம்,ব্লক ডায়াগ্রাম
தொகுதி இடைக்கணிப்பு,ব্লক ইন্টারলিভ
மின்தேக்கியைத் தடுக்கும்,ব্লকিং ক্যাপাসিটার
ஆஸிலேட்டரைத் தடுக்கும்,দোলক ব্লক করা
பூக்கும்,পুষ্প
விளக்கு ஊது,ল্যাম্প ব্লো
குழாய் குழாய்,পাইপ ব্লো
ஊதுகுழல்,ব্লোয়ার
புளூடூத்,ব্লুটুথ
உடல் கொள்ளளவு,দেহ ক্যাপাসিট্যান্স
புத்தககுறி,বুকমার্ক
பூலியன் இயற்கணிதம்,বুলিয়ান বীজগণিত
ஏற்றம்,বুম
பூஸ்ட்,প্রচার করা
பூஸ்டர்,বুস্টার
பூஸ்டர் ஒளி,বুস্টার লাইট
அதிகரிக்கும்,বুস্টিং
துவக்க,বুটিং
பூட்ஸ்ட்ராப்,বুটস্ট্র্যাপ
கீழே ஒளி,নীচে আলো
பவுன்ஸ் லைட்,বাউন্স লাইট
உடைக்கவும்,ভাঙ্গা
