Gujarati,Telugu
ગ્રંથસૂચિ,గ్రంథకర్త
ગ્રંથસૂચિ,గ్రంథారాధన
મોટા બર્થા,బిగ్ బెర్తా
ધર્માંધ,మతోన్మాదుడు
બિલેટિંગ,బిల్లేటింగ్
અટેન્ડરનું બિલ,అటెయిండర్ బిల్లు
અધિકારોનું વિયેધક,హక్కుల చట్టం
જીવનચરિત્રકાર,జీవిత చరిత్ర రచయిత
જન્મ કથાઓ,జన్మ కథలు
બિવૉક,తాత్కాలిక శిబిరం
બિવૉક,తాత్కాలిక శిబిరం
બિવૉક,తాత్కాలిక శిబిరం
બિઝોનિયા,బిజోనియా
બ્લેક બર્ડિંગ,బ్లాక్ బర్డింగ్
કાળો ઝંડો,నల్ల జండా
બ્લેક હોલ,కృష్ణ బిలం
બ્લેક હોલ,కృష్ణ బిలం
કાળો પગ (= સ્કેબ),నల్ల కాలు (=స్కాబ్)
કાળો શર્ટ,నల్ల చొక్కా
બ્લેઝોન,బ్లజోన్
બ્લેઝોન,బ్లజోన్
બ્લેઝોનરી,బ్లేజోన్రీ
બ્લેઝોનરી,బ్లజోన్రీ
બ્લિટ્ઝક્રેગ,బ్లిట్జ్‌క్రీగ్
લોહી વગરની ક્રાંતિ (= ભવ્ય ક્રાંતિ),రక్తరహిత విప్లవం (=గ్లోరియస్ రివల్యూషన్)
બ્લડવાઈટ,బ్లడ్వైట్
બ્લડી મેરી,బ్లడీ మేరీ
વાદળી,నీలం
વાદળી રક્ત,నీలం రక్తం
વાદળી પુસ્તક,నీలి పుస్తకం
વાદળી રિબન,నీలం రంగు రిబ్బన్
વાદળી રિબન,నీలం రంగు రిబ్బన్
બ્લૂઝ (= રોયલ હોર્સ ગાર્ડ્સ),బ్లూస్ (=రాయల్ హార్స్ గార్డ్స్)
વાદળી શર્ટ,నీలం చొక్కా
બ્લુ વોટર સ્કૂલ,బ్లూ వాటర్ స్కూల్
બોર્ડ ઓફ કંટ્રોલ,బోర్డ్ ఆఫ్ కంట్రోల్
શારીરિક બખ્તર,శరీర కవచం
બોઅર,బోయర్
લૂંટ,దోపిడి
બરો,బరో
બુલ્યુટેરિયન,బౌల్యూటేరియన్
બોર્બોન,బోర్బన్
બોક્સર બળવો,బాక్సర్ తిరుగుబాటు
તાણવું,బ్రేస్
બ્રાસર્ડ,బ్రాస్సార్డ్
બ્રાસર્ડ,బ్రాస్సార్డ్
બ્રેડ વસાહતો,బ్రెడ్ కాలనీలు
સ્તન પ્લેટ,బ్రెస్ట్ ప్లేట్
સ્તન કામ,రొమ్ము పని
બ્રેટવાલ્ડા,బ్రెట్వాల్డా
બ્રિગન્ડ,బ్రిగాండ్
બ્રિગેન્ડેજ,బ్రిగేండేజ్
બ્રિટિશ કોમનવેલ્થ ઓફ નેશન્સ,బ్రిటిష్ కామన్వెల్త్ ఆఫ్ నేషన్స్
બ્રાઉન શર્ટ્સ (=નાઝીઓ),బ్రౌన్ షర్ట్స్ (=నాజీలు)
બ્રસેલ્સ સંધિ (સંધિ) સંસ્થા (=વેસ્ટર્ન યુરોપિયન યુનિયન),బ్రస్సెల్స్ ట్రీటీ (పాక్ట్) సంస్థ (=వెస్ట్రన్ యూరోపియన్ యూనియన్)
બફ,యెదురు
બફ,యెదురు
બફ-કોટ,బఫ్-కోటు
બફ્સ,బఫ్స్
બુલે (= કાઉન્સિલ),బులే (=మండలి)
બર્ગેજ,బర్గేజ్
બર્જેસ,బర్గెస్
બાયઝેન્ટાઇન,బైజాంటైన్
બાયઝેન્ટાઇન ચર્ચ,బైజాంటైన్ చర్చి
બાયઝેન્ટાઇન સામ્રાજ્ય,బైజాంటైన్ సామ్రాజ్యం
બાયઝેન્ટાઇન યુગ,బైజాంటైన్ యుగం
બાયઝેન્ટાઇન ઇતિહાસકારો,బైజాంటైన్ చరిత్రకారులు
કેબલ,కాబాల్
સીઝરિઝમ,సీజరిజం
ખલીફા,ఖలీఫ్
સુલેખનકાર,కాలిగ్రాఫర్
સુલેખનકાર,కాలిగ్రాఫిస్ట్
સુલેખન,కాలిగ్రఫీ
કેલ્ટ્રોપ,కాల్ట్రాప్
મિત્રતા,సాహచర్యం
કેમેરિલા,కమరిల్లా
કેમેરિલા,కమరిల్లా
કેમલૌકમ,కామెలాకమ్
છદ્માવરણ,మభ్యపెట్టడం
ઝુંબેશ,ప్రచారం
શિબિર અનુયાયી,క్యాంపు అనుచరుడు
કેમ્પો સાન્ટો,కాంపో శాంటో
કેમ્પસ માર્શિયસ,క్యాంపస్ మార్టియస్
કેનેફોરા,కనెఫోరా
કેંગ્યુ,కంగు
તોપ,ఫిరంగి
તોપ ઘાસચારો,ఫిరంగి మేత
કેનન,కానన్
કેનન કાયદો,కానన్ చట్టం
કેનોપસ હુકમનામું,కానోపస్ డిక్రీ
શસ્ત્ર,ఆయుధాలు పట్టుకోవడం
બંદીવાન,బందీ
કેપ્ટર,కాప్టర్
કાર્ડિનલ,కార్డినల్
કાર્લ,కార్ల్
કેરોલિંગિયન રાજવંશ,కరోలింగియన్ రాజవంశం
કાર્થુસિયન સંપ્રદાય,కార్తుసియన్ శాఖ
કાર્ટોસા,కార్టోసా
કેસ્ટેલિયન,కాస్టేలియన్
કેસ્ટેલિયન,కాస్టేలియన్
જાતિ વ્યવસ્થા,కుల వ్యవస్థ
કિલ્લો,కోట
કિલ્લો,కోట
કેસલ ટાઉન,కోట పట్టణం
કાસ્ટ્રા,కాస్ట్రా
કાસ્ટ્રા,కాస్ట్రా
કેથેડ્રા,కేథడ్రా
કેથેડ્રલ,కేథడ్రల్
કેટો સ્ટ્રીટ કાવતરું,కాటో స్ట్రీట్ కుట్ర
કૌડીલો,కౌడిల్లో
ઘોડેસવાર,కావలీర్
ઘોડેસવાર,కావలీర్
ઘોડેસવાર સંસદ,కావలీర్ పార్లమెంట్
અદુલ્લામની ગુફા,అదుల్లాం గుహ
ગુફા પેઇન્ટિંગ,గుహ పెయింటింగ్
ગુફા પેઇન્ટિંગ,గుహ పెయింటింగ్
સેન્ટુમવીર,సెంటంవిర్
સેન્ચ્યુરિયન,సెంచూరియన్
સદી,సెంచరీ
સાંકળ બખ્તર (= સાંકળ મેલ),చైన్ ఆర్మర్ (=చైన్ మెయిల్)
ચેન્ટ્રી,చాంట్రీ
ચેન્ટ્રી,చాంట్రీ
ચેપ પુસ્તક,చాప్ పుస్తకం
ધર્મગુરુ,చాప్లిన్
પ્રકરણ,అధ్యాయం
અકસ્માતોનો પ્રકરણ,ప్రమాదాల అధ్యాయం
ચાર્જ,ఆరోపణ
ચાર્જ ડી અફેર્સ,ఛార్జ్ డి&#39;ఎఫైర్స్
ચાર્જ વિદાય,ఛార్జ్ విడిపోవడం
ચાર્જર,ఛార్జర్
રથ,రథము
સારથિ,రథసారధి
સારથિ,రథసారధి
સારથિ,రథసారధి
ચેરિટી રસોડું,ఛారిటీ వంటగది
ચાર્ટર,చార్టర్
ચાર્ટિસ્ટ ચળવળ (= ચાર્ટિઝમ),చార్టిస్ట్ ఉద్యమం (=చార్టిజం)
ચાર્ટોફિલેસિયમ,చార్టోఫిలాసియం
ચટેઉ,చాటౌ
ચેક પોસ્ટ,చెక్ పోస్ట్
રાસાયણિક યુદ્ધ,రసాయన యుద్ధం
ચેસ્ટર,చెస్టర్
મુખ્ય,చీఫ్
સરદાર,అధిపతి
સરદાર,అధిపతి
સરદાર,అధిపతి
શિફૉન,షిఫాన్
શૌર્ય,శూరత్వం
પસંદ કરેલા લોકો,ఎంచుకున్న వ్యక్తులు
ક્રિસ્મોગ્રાફિયન,క్రిస్మోగ్రఫీ
ખ્રિસ્તી ધર્મ,క్రైస్తవమత సామ్రాజ్యం
ખ્રિસ્તી યુગ,క్రైస్తవ యుగం
ખ્રિસ્તી સમાજવાદ,క్రిస్టియన్ సోషలిజం
ક્રોનિકલ,క్రానికల్
ક્રોનિકર,క్రానికల్
Chryse Chersonese,Chryse Chersonese
સિમેલિયમ,సిమిలియం
Cinquecento પ્રકાર,సింక్వెసెంటో స్టైల్
પરિક્રમા,ప్రదక్షిణ
સિસ્ટરસિયન સાધુ,సిస్టెర్సియన్ సన్యాసి
રાજગઢ,కోట
અવતરણ,అనులేఖనం
અવતરણ,అనులేఖనం
સામાજિક અસહકાર,శాసన ఉల్లంఘన
નાગરિક યુદ્ધ,పౌర యుద్ధం
સિવિસ રોમનસ,సివిస్ రోమనస్
શાસ્ત્રીય વય,సాంప్రదాయ వయస్సు
Clepht (=klepht),క్లెఫ్ట్ (=క్లెఫ్ట్)
કારકુનવાદ,మతాధికారం
કારકુન,క్లర్చ్
ક્લુનિયાક ચળવળ,క్లినియాక్ ఉద్యమం
કોટ બખ્તર,కోటు కవచం
શસ્ત્રોનો કોટ,కోట్ ఆఫ్ ఆర్మ్స్
શસ્ત્રોનો કોટ,కోట్ ఆఫ్ ఆర్మ్స్
શસ્ત્રોનો કોટ,కోట్ ఆఫ్ ఆర్మ్స్
ટપાલનો કોટ,కోట్ ఆఫ్ మెయిల్
સમૂહ,కోహోర్ట్
કોમીટીયા,కమిటియా
કોમિટિયા સેન્ટુરિયાટા,కమిటియా సెంచురియాటా
કોમિટિયા કુરિયાટા,కమిటియా క్యూరియాటా
કોમિટિયા ટ્રિબ્યુટા,కమిటియా ట్రిబ్యూటా
સ્મારક કમાન,స్మారక వంపు
સ્મારક સિક્કો,స్మారక నాణెం
સ્મારક સીલ,స్మారక ముద్ర
સામાન્ય ક્ષેત્ર,సాధారణ క్షేత్రం
કોમ્યુનાર્ડ,కమ్యూనార్డ్
કોનકોર્ડેટ,కాంకోర్డాట్
કોનકોર્ડેટ,కాంకోర్డాట్
કોન્ડોટિયર,కండోటియర్
પુષ્ટિકરણ Cartarum,నిర్ధారణ కార్టరమ్
સંઘર્ષ,సంఘర్షణ
મંડળ,సభ
વિજયી રાજ્ય,రాష్ట్రాన్ని జయించడం
વિજેતા,విజేత
વિજેતા,విజేత
કોન્સિલિયમ,కన్సిలియం
કન્સિસ્ટરી,క్రమబద్ధమైన
કાવતરું,కుట్ర
કાવતરું,కుట్ర
કોન્સ્યુલેટ,కాన్సులేట్
કન્સ્યુલેશન બુક,సలహా పుస్తకం
કોન્ટિનેંટલ સિસ્ટમ,ఖండాంతర వ్యవస్థ
સંમેલન સંસદ,కన్వెన్షన్ పార్లమెంట్
કોપરહેડ્સ (=પીસ ડેમોક્રેટ્સ),కాపర్ హెడ్స్ (=శాంతి ప్రజాస్వామ్యవాదులు)
કોપીહોલ્ડ,కాపీహోల్డ్
કોર્ડનિંગ,కార్డనింగ్
કોરોના,కరోనా
રાજ્યાભિષેક,పట్టాభిషేకం
રાજ્યાભિષેક પથ્થર,పట్టాభిషేక రాయి
કોર્પસ,కార్పస్
કોર્સેર,కోర్సెయిర్
કોર્સેર,కోర్సెయిర్
કાંચળી (=કાંચળી),కార్సెట్ (=కోర్సెలెట్)
કોર્ટેસ,కోర్టెస్
કોટ્ટર (=કોટીયર),కోటార్ (=కోటియర్)
કોટ્ટર (=કોટીયર),కోటార్ (=కోటియర్)
કાઉન્ટ પેલેટિનેટ,కౌంట్ పాలటినేట్
દેશ ઘર,పూరిల్లు
કાઉન્ટી,కౌంటీ
કાઉન્ટી બરો,కౌంటీ బరో
કાઉન્ટી કોર્ટ,కౌంటీ కోర్టులు
કાઉન્ટી પેલેટીન,కౌంటీ పాలటైన్
કોર્ટ,కోర్టు
કોર્ટ,కోర్టు
કોર્ટ પરિપત્ર,కోర్టు సర్క్యులర్
કોર્ટ શિષ્ટાચાર,కోర్టు మర్యాదలు
દરબારી,సభికుడు
કેસેશન કોર્ટ,కోర్ట్ ఆఫ్ కాసేషన్
કોર્ટ ઓફ ડિરેક્ટર્સ (EIC),కోర్ట్ ఆఫ్ డైరెక్టర్స్ (EIC)
માલિકોની કોર્ટ,యాజమాన్యాల న్యాయస్థానం
દરબાર કવિ,ఆస్థాన కవి
કરારબદ્ધ કેમેરોનિયનો,ఒప్పందం చేసుకున్న కామెరోనియన్లు
તાજ,కిరీటం
તાજ,కిరీటం
તાજ,కిరీటం
તાજ જમીન,కిరీటం భూమి
તાજ જમીન,కిరీటం భూమి
રાજકુંવર,క్రౌన్ ప్రిన్స్
ધર્મયુદ્ધ,క్రూసేడ్
ક્રુસેડર,క్రూసేడర్
ક્રિપ્ટોગ્રામ,క్రిప్టోగ్రామ్
કુઇરાસ,క్యూరాస్
ક્યુરાસીયર,క్యూరాసియర్
સંપ્રદાય દેવતા,కల్ట్ దేవత
કુરિયા,క్యూరియా
કુરિયા,క్యూరియా
ઝારવાદ,జారిజం
શ્યામ ખંડ,చీకటి ఖండం
ચુકાદાનો દિવસ,తీర్పు రోజు
ચુકાદાનો દિવસ,తీర్పు రోజు
ડીન,డీన్
દશક,దశాబ్దం
ડેનરિયસ,డెనారియస్
પદભ્રષ્ટ રાજા,పదవీచ్యుతుడైన చక్రవర్తి
બગાડ,పాడుచేయు
બગાડ,చెడిపోవడం
ડિથ્રોન,సింహాసనాన్ని తొలగించు
ડાયડેમ,డయాడెమ్
ડાયડેમ,డయాడెమ్
ડાયડેમ,డయాడెమ్
ડાયસિયા,డయాసియా
ડિકાસ્ટેરિયમ,డికాస్టీరియం
ડિલુવિઆલિસ્ટ,డైలువియలిస్ట్
પંથક,డియోసెస్
પંથક,డియోసెస్
નિર્દેશક (=નિર્દેશક),డైరెక్టరీ (=డైరెక్టరీ)
નિર્દેશક (=નિર્દેશક),డైరెక్టరీ (=డైరెక్టరీ)
દિરહામ,దిర్హమ్
બેવફા,నమ్మకద్రోహం
બેવફા,నమ్మకద్రోహం
ક્ષતિનો સિદ્ધાંત,లోపము యొక్క సిద్ధాంతము
દસ્તાવેજ,పత్రం
દસ્તાવેજી પુરાવા,డాక్యుమెంటరీ సాక్ష్యం
ડોમ્સડે બુક,డోమ్స్‌డే బుక్
કોન્સ્ટેન્ટાઇનનું દાન,కాన్స్టాంటైన్ విరాళం
પ્રારબ્ધ,డూమ్
ડોવગર રાણી,వరవరపు రాణి
ડ્રેગન,డ్రాగన్
ડ્રોમેડેરીયન,డ్రోమెడిరియన్
ડ્રોમેડરી,డ్రోమెడరీ
ડ્રોમોન્ડ,డ్రోమండ్
ડ્યુઅલ,ద్వంద్వ
બેવડા જોડાણ,ద్వంద్వ కూటమి
ડ્યુઅલ entente,ద్వంద్వ ఉద్దేశం
ડ્યુઅલ સિસ્ટમ (= બેવડી સરકાર),ద్వంద్వ వ్యవస్థ (=ద్వంద్వ ప్రభుత్వం)
ડ્યુક,డ్యూక్
ડુમા,డూమా
વામન અવતાર,వామన అవతారం
રાજવંશ,రాజవంశం
રાજવંશ,రాజవంశం
ગરુડ,డేగ
વૃદ્ધ માણસ,పెద్ద మనిషి
અર્લ,ఎర్ల్
અર્લ્ડમ,ఎర్ల్డమ్
પ્રારંભિક ગુપ્તા,తొలి గుప్తులు
પ્રારંભિક (ઐતિહાસિક) સાઇટ્સ,ప్రారంభ (చారిత్రక) సైట్లు
પ્રારંભિક વૈદિક સમયગાળો,ప్రారంభ వేద కాలం
એકલસિયા,ఎక్లేసియా
વળતરનો આદેશ,పునరుద్ధరణ శాసనం
આઠ ગણો રસ્તો,ఎనిమిది రెట్లు మార్గం
વડીલો,పెద్దలు
વડીલ રાજનેતા (= genro),పెద్ద రాజనీతిజ్ఞుడు (=జెన్రో)
હાથી ગોડ,ఏనుగు మేడ
અગિયાર વર્ષનો જુલમ,పదకొండు సంవత్సరాల నిరంకుశత్వం
એલિસી (=એલિસી),ఎలిసే (=ఎలీసీ)
બિડાણ ચળવળ,ఎన్‌క్లోజర్ ఉద్యమం
એન્સાઇકલિકલ,ఎన్సైక్లికల్
જ્ઞાનકોશવાદી ચળવળ,ఎన్సైక్లోపెడిస్ట్ ఉద్యమం
એન્ટેન્ટે,ఎంటెంటే
એન્ટેન્ટે કોર્ડિયેલ,ఎంటెంటే కార్డియాల్
સિંહાસન,సింహాసనం
નોકરચાકર,పరివారం
એફોદ,ఎఫోడ్
એફોર,ఎఫోర్
મહાકાવ્ય યુગ,పురాణ యుగం
એપિક હીરો,పురాణ వీరుడు
એપિગ્રાફ,ఎపిగ్రాఫ్
એપિસ્કોપેસી,ఎపిస్కోపసీ
એપિસ્કોપેટ,ఎపిస్కోపేట్
એપિસોડ,ఎపిసోడ్
યુગ,యుగం
યુગ-નિર્માણની ઘટના,యుగాన్ని సృష్టించే సంఘటన
યુગ-નિર્માતા માણસ,యుగపురుషుడు
ઉપનામ,పేరుపేరు
ઇક્વેરી,ఎక్వెరీ
ઇક્વેરી,ఎక్వెరీ
અશ્વારોહણ પ્રતિમા,గుర్రపుస్వారీ విగ్రహం
યુગ,యుగం
અર્ગાસ્ટુલમ,ఎర్గస్టులం
યુકેરિસ્ટ,యూకారిస్ట్
ઇવેન્જેલિકલિઝમ,సువార్తవాదం
ઇવેન્જેલિકલ ચળવળ,సువార్త ఉద్యమం
પ્રચારક,మత ప్రచారకుడు
Exarch,Exarch
એક્સિલર્ચ,Exilarch
ફલાંગિસ્ટ,ఫలాంగిస్ట్
પિતાની જમીન,తండ్రి భూమి
પિતાની જમીન,తండ్రి భూమి
ફેરિયા,ఫెరియాయే
ફેટીશ,ఫెటిష్
સામન્તી હોલ્ડિંગ્સ,ఫ్యూడల్ హోల్డింగ్స్
સામંતવાદ (= સામંતશાહી વ્યવસ્થા),ఫ్యూడలిజం (=ఫ్యూడల్ వ్యవస్థ)
સામંતશાહી વ્યવસ્થા,భూస్వామ్య వ్యవస్థ
