Kannada,Odiya
ಆಶ್ಲರ್ ಉತ್ತಮವಾದ ಕಲ್ಲು,ଆଶଲାର୍ ସୂକ୍ଷ୍ମ ଚୁକ୍ତି |
ಆಶ್ಲರ್ ಕಲ್ಲು,ଆଶଲାର୍ ରାଜକନିକା |
ಅಜೋನಲ್ ಮಣ್ಣು,ଆଜୋନାଲ ମାଟି |
ಹಿಂದೆ ನಟ,ପଛ ଆକ୍ଟର୍ |
ಹಿಂದಿನ ಕಮಾನು,ପଛ ଆର୍କ
ಬ್ಯಾಕ್ ಬ್ಯಾಂಡ್,ବ୍ୟାକ୍ ବ୍ୟାଣ୍ଡ |
ಬ್ಯಾಕ್ ಬ್ರಷ್,ପଛ ବ୍ରଶ୍ |
ಹಿಂತಿರುಗಿ ಪರಿಶೀಲಿಸಿ,ପଛକୁ ଯା check ୍ଚ କରନ୍ତୁ |
ಹಿಂದಿನ ಕೌಂಟರ್,ପଛ କାଉଣ୍ଟର |
ಬೆನ್ನು ಕತ್ತರಿಸುವುದು,ପଛ କାଟିବା |
ಬ್ಯಾಕ್ ಡ್ರಾಫ್ಟ್ ಡ್ಯಾಂಪರ್,ପଛ ଡ୍ରାଫ୍ଟ ଡ୍ୟାମ୍ପର୍ |
ಬ್ಯಾಕ್ ಡ್ರೈನ್,ପଛ ଡ୍ରେନ୍ |
ಬ್ಯಾಕ್ ಡ್ರಾಪ್,ବ୍ୟାକ୍ ଡ୍ରପ୍ |
ಹಿಂದೆ ಭರ್ತಿ,ପଛକୁ ପୁରଣ କରନ୍ତୁ |
ಬ್ಯಾಕ್ ಫಿಲೆಟ್,ପଛ ଫିଲେଟ୍ |
ಬ್ಯಾಕ್ ಫ್ಲಾಪ್ ಹಿಂಜ್,ପଛ ଫ୍ଲାପ୍ ହିଙ୍ଗ୍ |
ಬ್ಯಾಕ್ ಫ್ಲೋ ಸಂಪರ್ಕ,ପଛ ପ୍ରବାହ ସଂଯୋଗ |
ಬ್ಯಾಕ್ ಫ್ಲೋ ತಡೆಗಟ್ಟುವಿಕೆ,ପଛ ପ୍ରବାହ ପ୍ରତିରୋଧକ |
ಬ್ಯಾಕ್ ಗೇಜ್,ବ୍ୟାକ୍ ଗେଜ୍ |
ಹಿಂಭಾಗದ ಗಟಾರ,ପଛ ଗୁଟର୍ |
ಹಿಂಬದಿ ಒಲೆ,ପଛ ଚୁଲି
ಹಿಮ್ಮೇಳ,ସମର୍ଥନ
ಬ್ಯಾಕಿಂಗ್ ಬೋರ್ಡ್,ବ୍ୟାକିଂ ବୋର୍ଡ |
ಬೆನ್ನಿನ ಒತ್ತಡ,ପଛ ଚାପ |
ಬ್ಯಾಕ್ ಪ್ರಾಪ್,ପଛ ପ୍ରପ
ಹಿಂದಿನ ದೃಷ್ಟಿ,ପଛ ଦୃଶ୍ୟ |
ಹಿಂಬದಿ ನೀರು,ପଛ ପାଣି |
ಅಡ್ಡಿಪಡಿಸು,ବାଫଲ୍ |
ಬ್ಯಾಗ್ವರ್ಕ್,ବ୍ୟାଗୱାର୍କ |
ನಿಲುಭಾರ,ବାଲାଷ୍ଟ
ಬಾಲ್ ಕ್ಲೇ,ବଲ୍ ମାଟି |
ಬಾಲ್ ಕೋನ್ ಕ್ಲಾಂಪ್,ବଲ୍ କୋଣ କ୍ଲମ୍ପ୍ |
ಮುಳ್ಳುತಂತಿ,କଣ୍ଟା ତାର
ಬಾರ್ ನಾಯಿ,ବାର୍ କୁକୁର |
ಬಾರ್ಜ್ ಬೋರ್ಡ್,ବ୍ୟାରେଜ୍ ବୋର୍ଡ |
ಬೇರಿಯಮ್ ಸಲ್ಫೇಟ್ ಪರೀಕ್ಷೆ,ବାରିୟମ୍ ସଲଫେଟ୍ ପରୀକ୍ଷା |
ಬ್ಯಾರೇಜ್,ବ୍ୟାରେଜ୍
ಬ್ಯಾರೆಟ್,ବାରେଟ୍ |
ಬೇಸ್,ଆଧାର
ಮೂಲ ವಿನಿಮಯ,ଆଧାର ବିନିମୟ |
ಬೇಸ್ ಲೈನ್,ଆଧାର ରେଖା |
ನೆಲಮಾಳಿಗೆ,ବେସମେଣ୍ଟ୍ |
ನೆಲಮಾಳಿಗೆಯ ಗೋಡೆ,ବେସମେଣ୍ଟ କାନ୍ଥ |
ಬೇಸ್ ಪ್ಲೇಟ್,ବେସ୍ ପ୍ଲେଟ୍ |
"ಬೇಸ್ ಪ್ಲೇಟ್, ಹೊಂದಾಣಿಕೆ","ବେସ୍ ପ୍ଲେଟ୍, ନିୟନ୍ତ୍ରିତ |"
ಮೂಲ ಶುದ್ಧತ್ವ,ମୂଳ ପରିପୃଷ୍ଠା |
ಬಸಾಯಿಡ್,ବାସୋଏଡ୍ |
ಬ್ಯಾಟ್,ବ୍ୟାଟ୍
ಬಾತ್ ಮತ್ತು WC,ସ୍ନାନ ଏବଂ WC
ಬ್ಯಾಟರ್ ಪೆಗ್,ବାଟା ପେଗ୍ |
ಬ್ಯಾಟರ್ ಪಿಯರ್,ବାଟା ପାଇର୍ |
ಬ್ಯಾಟರ್ ನಿಯಮ,ବ୍ୟାଟର ନିୟମ |
ಬಾಲ್ಕ್ (ಬಾಲ್ಕ್),ବାଲ୍କ (ବାଲ୍କ)
ಕೊಲ್ಲಿ,ବାଇ
ಬೇರರ್,ଧାରକ
ತಾಳಿಕೊಳ್ಳುವ ಸಾಮರ್ಥ್ಯ,ବହନ କରିବାର କ୍ଷମତା |
ಬೇರಿಂಗ್ ಪೈಲ್,ଗଦା ବହନ କରିବା |
ಬೇರಿಂಗ್ ಸ್ಟ್ರಾಟಮ್,ଷ୍ଟ୍ରାଟମ୍ ବହନ କରିବା |
ಹಾಸಿಗೆ,ଶଯ୍ୟା
ಹಾಸಿಗೆ ವಿಮಾನ,ବିଛଣା ବିମାନ |
ಬೆಡ್ ಜಂಟಿ,ଶଯ୍ୟା ଗଣ୍ଠି |
ಬೆಡ್ ರಾಕ್,ବେଡ୍ ପଥର |
ಮಲಗುವ ಕೋಣೆ,ବେଡ୍ ରୁମ୍ |
ಜೇನುಮೇಣ,ମହୁମାଛି
ಬೆಲ್ ಬಾಕ್ಸ್,ବେଲ୍ ବାକ୍ସ |
ಬೆಲ್ಲಿಂಗ್ ಬಕೆಟ್,ବାଲ୍ଟି ବାଲିଙ୍ଗ୍ |
ಬೆಲ್ಲೋಫ್ರಾಮ್,ବେଲୋଫ୍ରାମ୍ |
ಬೆಂಚ್ಡ್ ಅಡಿಪಾಯ,ବେଞ୍ଚ ଭିତ୍ତିଭୂମି |
ಬೆಂಚಿಂಗ್,ବେଞ୍ଚିଂ
ಮಾನದಂಡ,ବେଞ୍ଚ ମାର୍କ |
ಲಾಭದ ವೆಚ್ಚದ ವಿಶ್ಲೇಷಣೆ,ଲାଭ ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |
ಬೆರ್ಮ್,ବରମ
ಬೆವೆಲ್ಡ್ ಮುಚ್ಚುವಿಕೆ,ବେଭେଲଡ୍ ବନ୍ଦ |
"ಬಿ-ಹಾರಿಜಾನ್,&quot;ಬಿ-","ବି-ରାଶି, &quot;B-"
ಬಿಯಾಟ್,ବିଟ୍ |
ಬೈಂಡರ್,ବାଇଣ୍ଡର୍ |
ಬೈಂಡಿಂಗ್ ವಸ್ತು,ବାନ୍ଧିବା ସାମଗ୍ରୀ |
ಬಯೋಟ್ ಸಿದ್ಧಾಂತ,ବାୟୋଟ ସିଦ୍ଧାନ୍ତ |
ಬಿಟುಮೆನ್,ବିଟୁମେନ |
ಕಪ್ಪು ಹತ್ತಿ ಮಣ್ಣು,କଳା ସୂତା ମାଟି |
ಕಪ್ಪು ಭೂಮಿ,କଳା ପୃଥିବୀ |
ಕಪ್ಪು ಟರ್ಫ್ ಮಣ್ಣು,କଳା ଟର୍ଫ ମାଟି |
ಬ್ಲೇಡ್,ବ୍ଲେଡ୍ |
ಬ್ಲಾಸ್ಟ್ ಫರ್ನೇಸ್ ಸ್ಲ್ಯಾಗ್ ಸಿಮೆಂಟ್,ବ୍ଲାଷ୍ଟ ଫର୍ଣ୍ଣେସ୍ ସ୍ଲାଗ୍ ସିମେଣ୍ଟ |
ಬ್ಲಾಕ್ ರಚನೆ,ଅବରୋଧ ସଂରଚନା |
ಬೋಗಿ ಪ್ರತಿರೋಧ,ବଗି ପ୍ରତିରୋଧ |
ಬಾಗ್-ಕಬ್ಬಿಣದ ಅದಿರು,ବଗ୍-ଲୁହାପଥର |
ಕರಾರುಪತ್ರ,ବନ୍ଧ
ಬಂಧಿತ ಸದಸ್ಯ,ବନ୍ଧିତ ସଦସ୍ୟ |
ಬಂಧಿತ ಪೋಸ್ಟ್ ಟೆನ್ಷನಿಂಗ್,ବନ୍ଧିତ ପୋଷ୍ଟ ଟେନସିଂ |
ಬಾಂಡ್ ಕಲ್ಲು,ବନ୍ଧ ପଥର |
ಬೌಂಡ್ ನೀರು,ସୀମା ଜଳ |
ಬಾಕ್ಸ್ ಗಟರ್,ବାକ୍ସ ଗୁଟର୍ |
ಬ್ರೇಸ್,ବନ୍ଧନୀ
ಬ್ರಿಕ್ ಆನ್ ಎಡ್ಜ್,ଇଟା-ଧାର
ಬ್ರಿಡ್ಲ್,ବ୍ରିଡଲ୍ |
ಹೊಳಪು,ଉଜ୍ଜ୍ୱଳତା |
ಕಂದು ಮಣ್ಣು,ବାଦାମୀ ମାଟି |
ಕಟ್ಟಡ,ବିଲଡିଂ
ಕಟ್ಟಡ ಸರ್ವೇಯರ್,ବିଲ୍ଡିଂ ସର୍ବେକ୍ଷଣକାରୀ |
ಬಫರ್,ବଫର୍ |
ಬಫರ್ ಕರ್ವ್,ବଫର୍ ବକ୍ର
ಬಫರಿಂಗ್,ବଫରିଂ |
ಬಫರಿಂಗ್ ಸಾಮರ್ಥ್ಯ,ବଫରିଂ କ୍ଷମତା |
ಬಂದರ್,ବଣ୍ଡର୍ |
ಬಟ್ರೆಸ್,ଦୁର୍ଗ
ಸಿ-ಹಾರಿಜಾನ್,ସି-ରାଶି
ಕೇಬಲ್,କେବୁଲ୍ |
ಕೇಬಲ್ ಮೋಲ್ಡಿಂಗ್,କେବୁଲ୍ ମୋଲିଡିଂ |
ಕೇಬಲ್ ಹಾಕುವುದು,କ୍ୟାବଲିଂ |
ಕ್ಯಾಬಿನ್,କ୍ୟାବିନ
ಕ್ಯಾಬಿನ್ ಹುಕ್,କ୍ୟାବିନ ହୁକ୍ |
ಕ್ಯಾಬಿನೆಟ್,କ୍ୟାବିନେଟ୍
ಕಾಬೋಲ್ಟ್ ತೊರೆದರು,କ୍ୟାବୋଲ୍ଟଙ୍କ ବିଦାୟ
ಕೆಫೆಟೇರಿಯಾ,କାଫେରିଆ |
ಪಂಜರ,କେଜ୍ |
ಪಂಜರ ನಿರ್ಮಾಣ,କେଜ୍ ନିର୍ମାଣ
ಕೇನ್ ಅವರ ಸೂತ್ರ,କ ain ନଙ୍କ ସୂତ୍ର |
ಕೈಸನ್,କେସନ୍ |
ಕೈಸನ್ ಕಾಯಿಲೆ,କେସନ୍ ରୋଗ |
ಕೈಸನ್ ಅಡಿಪಾಯ,କେସନ୍ ଫାଉଣ୍ଡେସନ୍ |
ಕೈಸನ್ ರಾಶಿ,କେସନ୍ ଗଦା |
ಸುಣ್ಣದ ಇಟ್ಟಿಗೆ,କାଲ୍କେରିସ୍ ଇଟା |
ಸುಣ್ಣದ ಜೇಡಿಮಣ್ಣು,କାଲକେୟାର ମାଟି |
ಕ್ಯಾಲ್ಕೇರಿಯಸ್ ಕ್ರಸ್ಟ್,କାଲ୍କେରିସ୍ କ୍ରଷ୍ଟ୍ |
ಕ್ಯಾಲ್ಸಿಫಿಕೇಶನ್,ଗଣନା
ಕ್ಯಾಲ್ಸಿನೇಷನ್,ଗଣନା
ಕ್ಯಾಲ್ಸಿನ್,କାଲସିନ୍
ಕ್ಯಾಲ್ಸೈಟ್,କାଲସିଟ୍ |
ಕ್ಯಾಲ್ಸಿಯಂ-ಅಲ್ಯೂಮಿನೇಟ್ ಸಿಮೆಂಟ್,କ୍ୟାଲସିୟମ୍-ଆଲୁମିନିଟ୍ ସିମେଣ୍ଟ |
ಕ್ಯಾಲ್ಸಿಯಂ-ಸಿಲಿಕೇಟ್ ಇಟ್ಟಿಗೆ,କ୍ୟାଲସିୟମ୍-ସିଲିକେଟ୍ ଇଟା |
ಕ್ಯಾಲ್ಸಿಯಂ-ಸಿಲಿಕೇಟ್ ಹೈಡ್ರೇಟ್,କ୍ୟାଲସିୟମ୍-ସିଲିକେଟ୍ ହାଇଡ୍ରେଟ୍ |
ಕ್ಯಾಲಿಚೆ,କାଲିଚେ |
ಕ್ಯಾಲಿಫೋರ್ನಿಯಾ ಬೇರಿಂಗ್ ಅನುಪಾತ,କାଲିଫର୍ନିଆର ଅନୁପାତ ଅନୁପାତ |
ಕ್ಯಾಲಿಪರ್,କାଲିପର୍ |
ಕ್ಯಾಲೋರಿಮೀಟರ್,କ୍ୟାଲୋରିମିଟର |
ಕ್ಯಾಂಬರ್,କ୍ୟାମ୍ବର |
ಕಾಲುವೆ,କେନାଲ |
ಮೇಲಾವರಣ,କାନୋପି |
ಕ್ಯಾಂಟಿಲಿವರ್ ಫೂಟಿಂಗ್,କ୍ୟାଣ୍ଟିଲାଇଭର ଫୁଟିଂ |
ಕ್ಯಾಪ್,କ୍ୟାପ୍
ಸಾಮರ್ಥ್ಯ,ସାମର୍ଥ୍ୟ |
ಏಲ್ ಟ್ರ್ಯಾಕ್ ಸಾಮರ್ಥ್ಯ,ସମସ୍ତ ଟ୍ରାକର କ୍ଷମତା |
ಕ್ಯಾಪ್ ಕೇಬಲ್,କ୍ୟାପ୍ କେବୁଲ୍ |
ಕ್ಯಾಪಿಲ್ಲರಿಟಿ,କ୍ଷମତା
ಕ್ಯಾಪಿಲ್ಲರಿ ಬ್ರೇಕ್,କ୍ୟାପିଲାରୀ ବ୍ରେକ୍ |
ಕ್ಯಾಪಿಲ್ಲರಿ ಹರಿವು,କ୍ୟାପିଲାରୀ ପ୍ରବାହ |
ಕ್ಯಾಪಿಲ್ಲರಿ ತೇವಾಂಶ ಅಥವಾ ಕ್ಯಾಪಿಲ್ಲರಿ ನೀರು,କ୍ୟାପିଲାରୀ ଆର୍ଦ୍ରତା କିମ୍ବା କ୍ୟାପିଲାରୀ ପାଣି |
ಕ್ಯಾಪಿಲ್ಲರಿ ರಂಧ್ರದ ಜಾಗ,କ୍ୟାପିଲାରୀ ପୋର ସ୍ପେସ୍ |
ಕ್ಯಾಪಿಲ್ಲರಿ ಸರಂಧ್ರತೆ,କ୍ୟାପିଲାରୀ ପୋରୋସିଟି |
ಕ್ಯಾಪಿಲ್ಲರಿ ಸ್ಪೇಸ್,କ୍ୟାପିଲାରୀ ସ୍ପେସ୍ |
ಕ್ಯಾಪ್ಚರ್ ವೇಗ,ବେଗ କ୍ୟାପଚର କରନ୍ତୁ |
ಕಾರ್ಬೊನೇಶನ್,କାର୍ବନେସନ୍ |
ಕಾರ್ಬನ್ ಕಪ್ಪು,କାର୍ବନ କଳା
ಕ್ಯಾಸ್ಟ್ಬಲ್ ವಕ್ರೀಕಾರಕ,କାଷ୍ଟବଲ୍ ଚିତ୍ତାକର୍ଷକ |
ಬಿತ್ತರಿಸಿದ ಸ್ಥಳದಲ್ಲಿ ಅಥವಾ ಬಿತ್ತರಿಸಿದ ಸ್ಥಳದಲ್ಲಿ,କାଷ୍ଟ-ଇନ୍-ପ୍ଲେସ୍ କିମ୍ବା କାଷ୍ଟ-ଇନ୍-ସିଟ୍ |
ಎರಕಹೊಯ್ದ ರಾಶಿ,କାଷ୍ଟ-ଇନ୍-ପ୍ଲେସ୍ ଗଦା |
ಕ್ಯಾಸ್ಟರ್,କାଷ୍ଟର |
ಎರಕಹೊಯ್ದ ಕಲ್ಲು,ପଥର ପକାନ୍ତୁ |
ವೇಗವರ್ಧಕ,ଅନୁକ୍ରମଣିକା
ಕ್ಯಾಟೆನಾ,କ୍ୟାଟେନା |
ಬೆಕ್ಕಿನ ಮುಖ,ବିଲେଇ ମୁହଁ |
ಬೆಕ್ಕಿನ ತಲೆ,ବିଲେଇ ମୁଣ୍ଡ
ಕ್ಯಾಶನ್,କେସନ୍
ಬೆಕ್ಕಿನ ನಡಿಗೆ,ବିଲେଇ ଚାଲିବା |
ಗುಳ್ಳೆಕಟ್ಟುವಿಕೆ ಹಾನಿ,କ୍ୟାଭିଟେସନ୍ କ୍ଷତି |
ಸೆಲೈಟ್,ସେଲିଟ୍
ಸೆಲ್ಯುಲಾರ್ ಕಾಂಕ್ರೀಟ್,ସେଲୁଲାର୍ କଂକ୍ରିଟ୍ |
ಸೆಲ್ಯುಲಾರ್ ನಿರ್ಮಾಣ,ସେଲ୍ୟୁଲାର୍ ନିର୍ମାଣ
ಸಿಮೆಂಟ್,ସିମେଣ୍ଟ |
"ಸಿಮೆಂಟ್, ಬಿಟುಮಿನಸ್","ସିମେଣ୍ଟ, ବିଟୁମିନିୟସ୍ |"
"ಸಿಮೆಂಟ್, ಹೆಚ್ಚಿನ ಶಕ್ತಿ","ସିମେଣ୍ଟ, ଉଚ୍ଚ ଶକ୍ତି |"
"ಸಿಮೆಂಟ್, ಹೈಡ್ರಾಲಿಕ್","ସିମେଣ୍ଟ, ହାଇଡ୍ରୋଲିକ୍ |"
"ಸಿಮೆಂಟ್, ಕಡಿಮೆ ಶಾಖ","ସିମେଣ୍ଟ, କମ୍ ଉତ୍ତାପ |"
"ಸಿಮೆಂಟ್, ಕಲ್ಲು","ସିମେଣ୍ଟ, ରାଜକୋଷ |"
"ಸಿಮೆಂಟ್, ನೈಸರ್ಗಿಕ","ସିମେଣ୍ଟ, ପ୍ରାକୃତିକ |"
"ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್","ସିମେଣ୍ଟ, ପୋର୍ଟଲ୍ୟାଣ୍ଡ |"
"ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್ ಬ್ಲಾಸ್ಟ್ ಫರ್ನೇಸ್ ಸ್ಲ್ಯಾಗ್","ସିମେଣ୍ଟ, ପୋର୍ଟଲ୍ୟାଣ୍ଡ ବ୍ଲାଷ୍ଟ ଫର୍ଣ୍ଣେସ୍ ସ୍ଲାଗ୍ |"
"ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್ ಪೊಝೋಲನ್","ସିମେଣ୍ଟ, ପୋର୍ଟଲ୍ୟାଣ୍ଡ ପୋଜଜୋଲାନ୍ |"
"ಸಿಮೆಂಟ್, ಸ್ಲ್ಯಾಗ್","ସିମେଣ୍ଟ, ସ୍ଲାଗ୍ |"
"ಸಿಮೆಂಟ್, ಸಲ್ಫೇಟ್ ನಿರೋಧಕ","ସିମେଣ୍ଟ, ସଲଫେଟ୍ ପ୍ରତିରୋଧକ |"
"ಸಿಮೆಂಟ್, ಸೂಪರ್ ಸಲ್ಫೇಟ್","ସିମେଣ୍ଟ, ସୁପର ସଲଫେଟ୍ |"
"ಸಿಮೆಂಟ್, ಬಿಳಿ","ସିମେଣ୍ଟ, ଧଳା |"
ಸಿಮೆಂಟ್-ಒಟ್ಟಾರೆ ಅನುಪಾತ,ସିମେଣ୍ଟ-ଏଗ୍ରିଗେଟ୍ ଅନୁପାତ |
ಸಿಮೆಂಟ್ ವಿಷಯ,ସିମେଣ୍ଟ ବିଷୟବସ୍ତୁ |
ಸಿಮೆಂಟ್ ಜೆಲ್,ସିମେଣ୍ଟ ଜେଲ୍ |
ಸಿಮೆಂಟ್ ಗನ್,ସିମେଣ୍ଟ ବନ୍ଧୁକ |
ಸಿಮೆಂಟ್ ಗೂಡು,ସିମେଣ୍ଟ କିଲ୍ |
ಸಿಮೆಂಟ್ ಬಣ್ಣ,ସିମେଣ୍ଟ ରଙ୍ଗ |
ಸಿಮೆಂಟ್ ಪ್ಲಾಸ್ಟರ್,ସିମେଣ୍ଟ ପ୍ଲାଷ୍ଟର |
ಸಿಮೆಂಟ್ ಕಲ್ಲು,ସିମେଣ୍ଟ ପଥର |
ಸಿಮೆಂಟ್ ಸ್ಲರಿ,ସିମେଣ୍ଟ ସ୍ଲୁରି |
ಸಿಮೆಂಟ್ ಸಂಗ್ರಹಣೆ,ସିମେଣ୍ଟ ଷ୍ଟୋରେଜ୍ |
ಸಿಮೆಂಟೇಶನ್ ಪ್ರಕ್ರಿಯೆ,ସିମେଣ୍ଟେସନ୍ ପ୍ରକ୍ରିୟା |
ಕೇಂದ್ರೀಕರಣ,କେନ୍ଦ୍ରକରଣ |
ಕೇಂದ್ರೀಕರಿಸುವುದು ಮತ್ತು ಮುಚ್ಚುವುದು,ସେଣ୍ଟରିଂ ଏବଂ ସଟରିଂ |
ಕೇಂದ್ರ ಮಿಶ್ರ ಕಾಂಕ್ರೀಟ್,କେନ୍ଦ୍ରୀୟ ମିଶ୍ରିତ କଂକ୍ରିଟ୍ |
ಕೇಂದ್ರ ಮಿಕ್ಸರ್,କେନ୍ଦ୍ରୀୟ ମିକ୍ସର୍ |
ಕೇಂದ್ರಾಪಗಾಮಿ ಫ್ಯಾನ್,ସେଣ୍ଟ୍ରିଫୁଗୁଲ୍ ପ୍ରଶଂସକ |
ಚಾಕ್,ଚକ
ಚೇಂಫರ್,ଚାମ୍ଫର୍ |
ಚೇಂಫರ್ ಸ್ಟ್ರಿಪ್,ଚାମ୍ଫର୍ ଷ୍ଟ୍ରିପ୍ |
ಚಾನಲ್ ಕಿರಣ,ଚ୍ୟାନେଲ୍ ବିମ୍ |
ವಿಶಿಷ್ಟ ಲೋಡ್,ଚରିତ୍ରଗତ ଭାର |
ವಿಶಿಷ್ಟ ಶಕ್ತಿ,ବ istic ଶିଷ୍ଟ୍ୟ ଶକ୍ତି |
ಚಾರ್ಜ್ ಆಫ್,ଚାର୍ଜ ଅଫ୍ |
ಚಾರ್ಜ್ ಆಗುತ್ತಿದೆ,ଚାର୍ଜିଂ
ಪರಿಶೀಲಿಸಲಾಗುತ್ತಿದೆ,ଯା cking ୍ଚ
ರಾಸಾಯನಿಕ ಬಂಧ,ରାସାୟନିକ ବନ୍ଧ |
ಚೆರ್ನೋಜೆಮ್,ଚେର୍ନୋଜେମ୍ |
ಚೆಸ್ಟ್ನಟ್ ಮಣ್ಣು,ଛାତି ମାଟି |
ಚಿಮಣಿ ಗಟಾರ,ଚିମନି ଗୁଟର |
ಚಿಪ್ ಬೋರ್ಡ್,ଚିପ୍ ବୋର୍ଡ |
ಚಿಪ್ಪಿಂಗ್,ଚିପିଙ୍ଗ୍ |
ಚಿಪ್ಸ್,ଚିପ୍ସ |
ಗಾಳಿಕೊಡೆ,ଚୁଟ୍
ವರ್ಗ (ಕಾಂಕ್ರೀಟ್),କ୍ଲାସ୍ (କଂକ୍ରିଟ୍ ର)
ಕ್ಲೇ,ମାଟି
ಕ್ಲೇ ವಿಷಯ,ମାଟି ବିଷୟବସ୍ତୁ |
ಕ್ಲೇ ಪ್ಯಾನ್,ମାଟି ପ୍ୟାନ |
ಕ್ಲೀನ್ಔಟ್,ପରିଷ୍କାର
ಸ್ವಚ್ಛಗೊಳಿಸಿ,ସଫା କର
ಕ್ಲೀಟ್,ସଫା କର |
ಕ್ಲಿಂಕರ್,କ୍ଲିଙ୍କର୍ |
ಕ್ಲಿಪ್,କ୍ଲିପ୍
ಹೆಪ್ಪುಗಟ್ಟುವಿಕೆ,ଜମାଟ ବାନ୍ଧିବା |
ಒರಟಾದ ಒಟ್ಟು,କଠିନ ଏଗ୍ରିଗେଟ୍ |
ಒರಟಾದ ಧಾನ್ಯದ ಮಣ್ಣು,କଠିନ ଶସ୍ୟ ମାଟି |
ಕೋಟ್,କୋଟ
ಕಾಫರ್ ಅಣೆಕಟ್ಟು,କଫର୍ ଡ୍ୟାମ୍ |
ಒಗ್ಗಟ್ಟು,ମିଳନ
ಕೊಲಾಯ್ಡ್,କୋଲଏଡ୍ |
ಕೊಲೊಯ್ಡಲ್ ತೇವಾಂಶ ಸಮಾನ ಅನುಪಾತ,କୋଲଏଡାଲ୍ ଆର୍ଦ୍ରତା ସମାନ ଅନୁପାତ |
ಕೊಲೊಯ್ಡಲ್ ವ್ಯವಸ್ಥೆ,କୋଲଏଡାଲ୍ ସିଷ୍ଟମ୍ |
ಕೊಲ್ಯುವಿಯಲ್ ಮಣ್ಣು,ମିଳିତ ମାଟି |
ಅಂಕಣ,ସ୍ତମ୍ଭ
ಬಾಚಣಿಗೆ ಮುಕ್ತಾಯ,କମ୍ବିଂ ଶେଷ
ಕಂಬೈನ್ಡ್ ಫೂಟಿಂಗ್,ମିଳିତ ପଦଚିହ୍ନ |
ಸಂಯೋಜಿತ ನೀರು,ମିଶ୍ରିତ ଜଳ |
ಸಾಮಾನ್ಯ ಕೊಠಡಿ,ସାଧାରଣ କୋଠରୀ |
ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ ಪ್ರಮಾಣಪತ್ರ,ସଂପୂର୍ଣ୍ଣ ପ୍ରମାଣପତ୍ର
ಘಟಕ ಚೌಕ,ଉପାଦାନ ବର୍ଗ
ಕಾಂಕ್ರೀಟ್,କଂକ୍ରିଟ୍ |
ಕಾಂಕ್ರೀಟಿಕರಣ,ସଂକଳନ
ಏಕೀಕೃತ ದರ/ಫ್ಲಾಟ್ ದರ,ଏକତ୍ରିତ ହାର / ଫ୍ଲାଟ ହାର |
ಮಾಲಿನ್ಯಕಾರಕಗಳು,ପ୍ରଦୂଷକ
ಅಲ್ಕೋವ್ ಅಡುಗೆ,ଆଲକୋଭ୍ ରାନ୍ଧିବା |
