Odiya,Hindi
ଆକ୍ସିଲେରୋମିଟର,त्वरणमापी
ସମ୍ମାନ,प्राक्प्रबलक
ଗ୍ରହଣୀୟ ପରୀକ୍ଷା,स्वीकारी परीक्षण
ଗ୍ରହଣକାରୀ,"ग्राही, स्वीकारी"
ଦାତା ଅଣୁ,आदाता अणु
"ପ୍ରବେଶ, ଅପେକ୍ଷା, ଅଭିଗମ୍ୟତା |","अभिगम, प्रतीक्षा, अभिगम्यता"
ଅଭିଗମ୍ୟତା,अभिगम्यता
"ଅତିରିକ୍ତ, ଆନୁଷଙ୍ଗିକ, ଆନୁଷଙ୍ଗିକ (v।), ଆସେସୋରିଜ୍ (ଏଡି।)","अतिरिक्त, सहायक, गौण (वि.), उपसाधन (सं.)"
ପ୍ରବେଶ ସମୟ,अभिगम काल
ପରିଦର୍ଶକ ତ୍ରୁଟି |,आगन्तुक त्रुटि
ଆଡଜଷ୍ଟେସନ୍,समंजन
ସଂଗୃହିତ,संचित
"ଜମା, ଜମା","संचय, संचयन"
ଜମାକାରୀ,संचायक
ସଠିକତା,यथार्थता
ବାସ୍ତବତା,यथार्थ
ଆକ୍ରୋମାଟିକ୍ ଲେନ୍ସ |,अवर्णक लेन्स
ଆକ୍ରୋମାଟିକ୍ |,अवर्णक
ଆକ୍ରୋମାଟିଟି,अवर्णकता
ଶବ୍ଦ,ध्वानिक
ସାଉଣ୍ଡ ପ୍ରୁଫ୍ |,ध्वनिरुद्ध
ଆକାଶବାଣୀ ଫୋନନ୍ |,ध्वानिक फ़ओनॉन
ଧ୍ୱନି ଏକକ |,ध्वनि-मात्रक
ଶବ୍ଦ,ध्वानिक
ଶବ୍ଦ ଜେନେରେଟର,ध्वनि जनित्र
କାର୍ଯ୍ୟ ଏବଂ ପ୍ରତିକ୍ରିୟା,क्रिया और प्रतिक्रिया
ସକ୍ରିୟ,सक्रियण
ସକ୍ରିୟ ଶକ୍ତି,सक्रियण उर्जा
"ସକ୍ରିୟକାରୀ, ସକ୍ରିୟକାରୀ |","सक्रियकारक, सक्रियक"
ସକ୍ରିୟ |,सक्रिय
ସକ୍ରିୟତା,सक्रियता
ପ୍ରକୃତ ଚାପ,वास्तविक प्रतिबल
ଫୁସ୍ଫୁସ୍,क्षिप्र उद्भासन
ସଂକ୍ଷେପରେ,"योग करना, जोड़ना"
"ରାଶି, ଯୋଗ, ସମୁଦାୟ (ଏଡି।), ଯୋଗୀ (v।)","योग, जोड़, संकलन (सं.), योगात्मक (वि.)"
"ସଂଯୋଗ ସ୍ୱର, ଅତିରିକ୍ତ ସ୍ୱର (ସ୍ ow ର)","संयोजी स्वर, अतिरिक्त टोन (स्वर)"
ଯୋଗୀ,"योज्य, योगात्मक"
ଆଡିଶିନ୍ |,आसंजन
ଆଡେସିଭ୍ ଶକ୍ତି |,आसंजी ऊर्जा
adiabat,ऐडियाबैट
ଆଡିଆବାଟିକ୍ |,रुद्धोष्म
ଉତ୍ତାପ ଇନସୁଲେଟିଂ,उष्मा-अपार्य
ସଂଲଗ୍ନ,संलग्न
ନିୟନ୍ତ୍ରିତ,समायोज्य
ଅନୁପ୍ରବେଶ,प्रवेश्यता
ବିଜ୍ or ାପନ,अधिशोषण
ଆଗକୁ,अग्रगत
ପ୍ରଗତିଶୀଳ |,प्रगामी
"akashi, air (v।), aerial (ed।)","आकाशी, वायव (वि.), एरियल (सं.)"
ଆଣ୍ଟେନା ଷ୍ଟ୍ରିମ୍ |,ऐन्टेना धारा
ବାୟୁ ସର୍ବେକ୍ଷଣ |,आकाशी सर्वेक्षण
ବାୟୁ ବେଗ,वायव वेग
ଏରୋଡାଇନାମିକ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,वायुगतिक गुणांक
ଏରୋଡାଇନାମିକ୍ |,वायुगतिक
ଏରୋଡାଇନାମିକ୍ସ |,वायुगतिकी
ଏରୋନେଟିକାଲ୍ |,वैमानिक
ଏରୋନେଟିକ୍ସ |,वैमानिकी
ବାୟୁ ନାଡ,वायुस्पंद
"ବାୟୁମଣ୍ଡଳ, ଗ୍ୟାସୋସଫର |","वातमंडल, गैसमंडल"
ଫୋକସ୍ ସିଷ୍ଟମ୍ |,अफोकसी तंत्र
ପଛ ଇଗ୍ନିସନ୍ |,पश्च ज्वलन
ପଛ ଆଲୋକ,पश्च दीप्ति
ସଂକଟ,उत्तरघात
"ବୟସ, ବୟସ, ବୟସ, ଯୁଗ (ଏଡି।), ସମୟ (ver।), ସମୟ, ସମୟ ଦ୍ୱାରା ପ୍ରଭାବିତ ହେବା |","वय, आयु, उम्र, युग (सं.), कालप्रभावित करना (क्रि.), काल, कालप्रभावित होना"
ସମୟ ପ୍ରଭାବିତ |,कालप्रभावित
"ବାର୍ଦ୍ଧକ୍ୟ, ବାର୍ଦ୍ଧକ୍ୟ","कालप्रभावन, जरण"
ସମୟ ପ୍ରଭାବ,कालप्रभावन
ସମୟ ପ୍ରଭାବ ପରୀକ୍ଷା,कालप्रभावन परीक्षण
ମାଧ୍ୟାକର୍ଷଣ |,गुरुत्वहीन
ପୁନ iliation ନିର୍ମାଣ,संधान
"ବାୟୁବାହୀ ରାଡାର, ଏରିଆଲ୍ ରାଡାର୍ |","वायुवाहित रेडार, हवाई रेडार"
"ଏରିଲ୍ ଟାର୍ଗେଟ୍, ଏରିଲ୍ ଟାର୍ଗେଟ୍ |","वायुवर्ती लक्ष्य, हवाई लक्ष्य"
ବାୟୁ ଶ୍ ir ାସକ୍ରିୟା,"वायुश्वासी, वायुश्वसित्र"
ଶୀତତାପ ନିୟନ୍ତ୍ରଣ,वातानुकूलन
ଏୟାରକ୍ରାଫ୍ ଟ୍ରାନ୍ସଫର୍ମର |,वायुक्रोडी ट्रांसफार्मर
ବିମାନ,वायुयान
ଶ୍ରେଣୀବଦ୍ଧତା |,संरेखण
ଶ୍ରେଣୀବଦ୍ଧ ତ୍ରୁଟି |,सरेखण त्रुटि
ଲାଇଭ୍ ସର୍କିଟ୍ |,सजीव परिपथ
ପୂର୍ଣ୍ଣ ଗ୍ଲାସ୍ ଟ୍ୟୁବ୍ |,संपूर्ण कांच नलिका
ପୁରା ଧାତୁ ଟ୍ୟୁବ୍ |,संपूर्ण धातुनलिका
ଠିକ କରିବା ପାଇଁ,नियत करना
"ମିସ୍ରାଟୁ (ଏଡି।), ମିଶ୍ରଭାନ୍ (କ୍ର।)","मिश्रातु (सं.), मिश्रात्वन (क्रि.)"
ମିଶ୍ର,मिश्रात्वन
ସର୍ବବ୍ୟାପୀ ମାଧ୍ୟମ |,सर्वव्यापी माध्यम
omni ଆଣ୍ଟେନା |,सर्वतरंग ऐन्टेना
ଆଲମାନାକ |,पंचांग
ଆଲଫା,ऐल्फा
ଆଲଫା-କାର୍ଯ୍ୟକଳାପ |,ऐल्फा-सक्रियता
ବର୍ଣ୍ଣମାଳା,अक्षरांकीय
ଆଲଫା ରଶ୍ମି |,ऐल्फा किरण
ପରିବର୍ତ୍ତନ କରନ୍ତୁ |,परिवर्तन
"ବିକଳ୍ପ, ବିକଳ୍ପ","एकांतर, प्रत्यावर्ती"
ବିକଳ୍ପ,प्रत्यावर्तित्र
ଉଚ୍ଚତା,तुंगतालेखी
ଉଚ୍ଚତା,तुंगतामापी
ଉଚ୍ଚତା,तुंगतामापिकी
"ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା |","तुंगता, उंचाई, उन्नतांश, शीर्षलम्ब"
ଗାଣିତିକ ଯୁକ୍ତିଯୁକ୍ତ ୟୁନିଟ୍ (ALU),अंकगणित तर्क एकक (ए एल यू)
amaget ନିୟମ |,एमागेट नियम
ପରିବେଶ,परिवेश
ଆମିକ୍ରନ୍ |,एमाइक्रोन
ଆମ୍ମିଟର,ऐमीटर
ଆମ୍ପେର୍,ऐम्पियर
ampere-law,ऐम्पियर-नियम
ଆମ୍ଫିବିଆନ୍ ଆୟନ |,उभयावेशी आयन
ବୃଦ୍ଧି,प्रवर्धन
ଏମ୍ପ୍ଲିଫାୟର୍,प्रवर्धक
"କୋଣ, ପରିମାପ","कोणांक, आयाम"
a। M. U. (ପରମାଣୁ ମାସ ଏକକ),ए. एम. यू. (परमाणु संहति मात्रक)
ସୁସଙ୍ଗତ,अनुरूप
ଅନୁରୂପ,सादृश्य
ବିଶ୍ଳେଷକ |,विश्लेषक
ବିଶ୍ଳେଷଣ |,विश्लेषण
ବିଶ୍ଳେଷଣାତ୍ମକ |,विश्लेषीय
ଅଣ-ବିନ୍ଦୁ |,अन-अबिन्दुक
ଅସନ୍ତୁଷ୍ଟ |,अन-अबिंदुकता
ଏବଂ ଦ୍ୱାର,तथा द्वार
ଅଣ-ଆକାଶବାଣୀ |,अप्रतिध्वनिक
ଅନୋମାଲ୍ ଇଲାସ୍ଟିସିଟି |,विषम प्रत्यास्थता
ଆନ୍ହାଇଡ୍ରସ୍,निर्द्रव
କୋଣ,कोण
ଆଙ୍ଗଷ୍ଟ୍ରମ୍ ୟୁନିଟ୍ |,ऐंग्स्ट्रम मात्रक
କୋଣାର୍କ |,कोणीय
ପ୍ରୋଟ୍ରାକ୍ଟର ଭର୍ନିଅର୍ |,कोणमापी वर्नियर
ବିବାଦୀୟ |,अप्रसंवादी
ସମ୍ମାନଜନକ |,अप्रसवादिता
ଆକ୍ରୋମାଟିକ୍ ଚୁମ୍ବକୀୟକରଣ |,अशैथिल्य चुंबकन
ଅଳସୁଆ |,अशिथिलित
ଆୟନ,ऋणायन
ଅସୀମିତ |,असमविम
ଆଇସୋଟ୍ରୋପିକ୍ |,विषमदैशिक
ଆଇସୋଟ୍ରୋପିଜିମ୍ |,विषमदैशिकता
ବିଲୋପ,विलोपन
ଷଡଯନ୍ତ୍ରକାରୀ,आख्यापित्र
anode,ऐनोड
ଆନାଡାଇଜେସନ୍ |,ऐनोडीकरण
ଅସଙ୍ଗତ,अंसगत
ଅପ୍ଟିକାଲ୍ ସିଷ୍ଟମ୍ |,प्रकाशयंत्रहीन तंत्र
ଆଣ୍ଟେନା |,ऐन्टेना
ଆଣ୍ଟିବାୟର୍,ऐन्टिबेरियॉन
ଆଣ୍ଟି-ବଣ୍ଡିଂ ଗୁଣ |,बंधन विरोधी गुणधर्म
କାଉଣ୍ଟର ବଣ୍ଡ |,प्रति-आबंधन
ଓଲଟା ଶକ୍ତି |,प्रतिलोह विद्युत
ଡାଇମାଗ୍ନେଟିକ୍ |,प्रतिलोहचुंबकीय
ହୀରା ଚୁମ୍ବକୀୟ ପଦାର୍ଥ |,प्रतिलोहचुबकीय पदार्थ
ଆଣ୍ଟି-ଇନଫ୍ଲାମେଟୋରୀ |,प्रतिकूहाकारक
ଆଣ୍ଟିଗ୍ରାଭିଟି,प्रतिगुरुत्व
ଆଣ୍ଟିଲାମଡା କଣିକା |,प्रतिलेम्डा कण
ଆଲେଲେପଟନ୍ |,ऐल्टीलेप्टॉन
ଡାଇମାଗ୍ନେଟିକ୍ |,प्रतिचुंबकीय
ଆଣ୍ଟିମାଟର୍ |,ऐन्टिद्रव्य
ଆଣ୍ଟି ମିସାଇଲ୍,मिसाइल विरोधी
ଆଣ୍ଟିନାଟ୍ରନ୍ |,ऐन्टिन्यूट्रॉन
ପଲସିଂ,प्रस्पंद
ଆଣ୍ଟିନ୍ୟୁକ୍ଲିଅନ୍ |,प्रतिन्यूक्लिऑन
ଆଣ୍ଟିପାର୍ଟିକଲ୍ |,प्रतिकण
ଆଣ୍ଟିପ୍ରୋଟନ୍ |,प्रतिप्रोटॉन
ଆଣ୍ଟିରେଫ୍ଲେକ୍ଟିଭ୍ |,परावर्तनरोधी
ଆଣ୍ଟିସାଇମେଟ୍ରିକ୍ |,प्रतिसममित
ପୁନରାବୃତ୍ତି ନୁହେଁ |,अनावर्ती
ଆନାକ୍ରୋନିଜିମ୍ |,अनावर्तिता
ଛିଦ୍ର ହୋଇଥିବା ସ୍କାନିଂ ଡିସ୍କ |,छिद्रित क्रमवीक्षण डिस्क
ଦ୍ୱାରକ,द्वारक
"ଉପର, ଉପର, ଆଗ","शीर्ष, शिखर, अग्रक"
"ସୂର୍ଯ୍ୟ ଉଚ୍ଚ, ସୂର୍ଯ୍ୟ ଉଚ୍ଚ, ଆପସୋର୍ |","सूर्योच्च, रवि उच्च, अपसौर"
ଉଦାସୀନ ଲେସ୍ |,अविपथी लेस
ଅଣ-ଦୁ hetic ଖଦାୟକ |,अविपथी
ଅକ୍ଷମତା |,अविपथिता
ବହୁତ ଆକ୍ରୋମାଟିକ୍ |,अति अवर्णी
"ଭୂମି ଉଚ୍ଚ, ଆପୋଜି |","भूमि-उच्च, अपभू"
"ଅଣପୋଲାର୍, ସର୍କମ୍ପୋଲାର୍ |","अध्रुवी, परिध्रुवी"
ପାରାପୋଲାରିଟି |,परिध्रुविता
ଉପକରଣ,उपकरण
"ଭର୍ଚୁଆଲ୍, ଭିଜୁଆଲ୍ |","आभासी, दृष्ट"
ଦୃଶ୍ୟମାନ ସୂର୍ଯ୍ୟ |,दृष्ट सूर्य
ଭିଜୁଆଲ୍ ସମୟ |,दृष्ट समय
ଉଦୀୟମାନ ରୂପ,"उदभावी, प्रकटन"
ଆବେଦନ,अनुप्रयुक्ति
ପ୍ରଯୁଜ୍ୟତା |,अनुप्रयोज्यता
ପ୍ରୟୋଗ ହୋଇଛି |,अनुप्रयुक्त
ପର୍ଯ୍ୟବେକ୍ଷଣଯୋଗ୍ୟ |,सुप्रेक्ष्य
ଉପାୟ,उपगमन
"ପାଖାପାଖି, ପାଖାପାଖି","सन्निकट, लगभग"
ଆନୁମାନିକତା,सन्निकटन
ବାଷ୍ପ ଚାପ,वाष्प दाब
ସ୍ବେଚ୍ଛାକୃତ,स्वेच्छ
"ଆର୍କ ଫର୍ଣ୍ଣେସ୍, ଆର୍କ ଫର୍ଣ୍ଣେସ୍ |","आर्क भट्टी, चाप भट्टी"
ଆର୍କିମିଡିସ୍ ନିୟମ |,आर्किमीडीज़ का नियम
ସ୍ଥାପତ୍ୟ ଆକାଶବାଣୀ |,स्थापत्य ध्वानिकी
ଆର୍କ ଦୀପ,आर्क लैंप
ଆର୍କ-ସ୍ପେକ୍ଟ୍ରମ୍ |,आर्क-स्पेक्ट्रम
"କ୍ଷେତ୍ର, କ୍ଷେତ୍ର","क्षेत्र, क्षेत्रफल"
"ଆଞ୍ଚଳିକ, ଆଞ୍ଚଳିକ","क्षेत्रफलीय, क्षेत्रीय"
"ବାହୁ, ବାହୁ, ଶାଖା |","बाहु, भुजा, शाखिका"
ଶ୍ରଦ୍ଧାଳୁ,आमेचर
"ଆରେ, ଆରେ","व्यूह, सरणी"
ରସିଦ,प्रग्राही
ଉଚ୍ଚାରଣ ସ୍ୱଚ୍ଛତା |,उच्चारण स्पष्टता
ସିନ୍ଥେଟିକ୍ |,कृत्रिम
କୃତ୍ରିମ ସଂକ୍ରମଣ,कृत्रिम तत्वांतरण
ଆରୋହଣ,आरोही
ଆରୋହଣ,तारारोहण
ଆରୋହଣ,आरोहांक
ଆଗୋଲି,अगोली
ଏକୀକରଣ,अगोलीकरण
ର ସେଟ୍,समुच्चय
"ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା |","समुच्चय करना, समुच्चयन"
"ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା |","समुच्चय, समुच्चयन, कोडांतरण"
ସଠିକତା ଆକଳନ,परिशुद्धता आकलन
ନିର୍ଦ୍ଦିଷ୍ଟ (କ୍ୱାଣ୍ଟମ୍ ସଂଖ୍ୟା) ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |,निर्दिष्ट (क्वांटम संख्याओं का) निर्दिष्टीकरण
"ସମ୍ବନ୍ଧୀୟ, ଆସୋସିଏଟିଭ୍, କଞ୍ଜୁଗେଟ୍ |","संबंद्ध, सहचारी, संगुणित"
ସ୍ ow ର ଶବ୍ଦ,स्वरावृत्ति
ସ୍ୱୟଂଚାଳିତ ମଲ୍ଟିଭାଇବ୍ରେଟର |,स्वचलित बहुकंपित्र
asthenic,अस्थैतिक
"ନିବୃତ୍ତତା, astigmatism |","अबिन्दुकता, एस्टिग्मेटिज्म"
ସ୍ପେସ୍ ଭ୍ରମଣ ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |,अंतरिक्ष यात्रा इलेक्ट्रॉनिकी
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |,खगोलमिति
ମହାକାଶଚାରୀ,अंतरिक्षयात्री
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ,खगोलज्ञ
ସ୍ୱର୍ଗୀୟ,खगोलीय
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ,खगोलिकी
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |,खगोल भौतिकी
ଅସୀମିତ |,असममित
ଅସ୍ମିପଟୋଟିକ୍ |,अनंतस्पर्शी
ବୃଦ୍ଧି,उपगामी
ଅସନ୍ତୁଳିତ |,अतुल्यकालिक
"ପରିବେଶ, ପରିବେଶ","वायुमंडल, परिमंडल"
ବାୟୁମଣ୍ଡଳ,वायुमंडलीय
ପବନ ଅଶାନ୍ତି |,वायु-विद्युत क्षोभ
ପରମାଣୁ,परमाणु
ପରମାଣୁ,परमाण्वीय
ପରମାଣୁ,परमाणुकता
ଆଣବିକ ମାସ,परमाणु संहति
ପରମାଣୁ ସଂଖ୍ୟା,परमाणु क्रमांक
"ଆଣବିକ ରିଆକ୍ଟର, ଆଣବିକ ଗଦା |","परमाणु-रिऐक्टर, परमाणु पाइल"
ପରମାଣୁ,परमाण्विक
କଣିକା,कणन
କଣିକା,कणित्र
ଆଘାତ,"क्षीणन, क्षीणता"
"ଆଘାତ, ଆଘାତ","क्षीणकारी, क्षीणक"
ଚମତ୍କାର |,आकर्षण
ଆକର୍ଷଣର ଶକ୍ତି |,आकर्षण बल
ଶ୍ରବଣତା |,श्रव्यता
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଏମ୍ପ୍ଲିଫାୟର୍ |,श्रव्य आवृत्ति-प्रवर्धक
ଶ୍ରବଣଯୋଗ୍ୟ |,श्रव्य
ଅଡିଓ ଜେନେରେଟର,श्रव्यजनित्र
ଶ୍ରବଣତା ଗ୍ରାଫ୍ |,श्रव्यता आलेख
ବିଜ୍ଞାନ ଶୁଣିବା |,श्रवण विज्ञान
ଅଡିଓମିଟର |,श्रव्यतामापी
ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |,श्रव्य आवृत्ति-दोलक
ଶବ୍ଦ ସଙ୍କେତ,ध्वनि सिग्नल
ଅଡିଓ-ଭିଜୁଆଲ୍ |,दृश्य-श्रव्य
"ଅଡିଟୋରିୟମ୍, ଅଡିଟୋରିୟମ୍ |","ऑडिटोरियम, सभाभवन"
OZ ପ୍ରଭାବ,ओज़ए प्रभाव
ପଦୋନ୍ନତି,संवर्धन
ଉନ୍ନତିକାରୀ,संवर्धक
ପୋଲାର ଅଗ୍ନି,ध्रुवीय ज्योति
ଦକ୍ଷିଣ ପୋଲାର ଅଗ୍ନି,दक्षिण ध्रुवीय ज्योति
ଉତ୍ତର ପୋଲାର ଅଗ୍ନି,उत्तर ध्रुवीय ज्योति
ସ୍ୱୟଂଚାଳିତ ଆଲର୍ଟ |,स्वचालित सचेतक
ଅଟୋ ସମାନ୍ତରାଳ,स्वतः समांतरित्र
"ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ |","आत्मचालित, स्वचालित, स्वतः"
"ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ","स्वचालन, स्वचालित यंत्र"
"ସହାୟକ, ସହଯୋଗୀ, ଅତିରିକ୍ତ |","सहायक, सहकारी, अतिरिक्त"
"ଅଭଡାଭା, ଆଭାଲଚେନ୍","अवधाव, ऐवेलांश"
"ଅର୍ଥ, ଅର୍ଥ","औसत, माध्य"
parivaran,परिवर्जन
ଅକ୍ଷୀୟ |,अक्षीय
ଅକ୍ଷ,अक्ष
ଆଜିମ୍ୟୁଥ୍,दिगंश
ଆଜିମ୍ୟୁଥ୍,दिगंशीय
ପଛକୁ,पश्च
"ପୃଷ୍ଠଭୂମି, ପୃଷ୍ଠଭୂମି","पृष्ठभूमि, पृष्ठभूमिक"
"ପଛକୁ, ପଛକୁ","पिच्छद, पश्चगमन"
ବୁଲି ପଡ,प्रतिवर्तन
ବ୍ୟାକ୍ ଭୋଲଟେଜ୍ ପଲ୍ସର୍ |,पश्चडोल वोल्टता स्पंदक
ସମ୍ପର୍କ ପରବର୍ତ୍ତୀ,पश्च-पश्च-संबंधन
ପରିଶୋଧ,पूर्तिकर
ଆଣ୍ଟି ଭୋଲଟେଜ୍ |,विरोधी वोल्टता
ପରବର୍ତ୍ତୀ ବିଛାଇବା |,पश्चवर्ती प्रकीर्णन
ଆନ୍ତର୍ଜାତୀୟ ତରଙ୍ଗ |,अंतराली तरंग
ଇନସୁଲେଟର,कुचालक
ପାରାଚ୍ୟୁଟ୍ ଜମ୍ପ୍ |,पैराशूट सहित कूद पड़ना
ଗରମ,तपन
"ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ |","तुला, तराजू, बाकी, संतुलित करना, संतुलित होना, संतुलन, शेष"
ବାଲାନ୍ସର୍,संतोलक
ସନ୍ତୁଳନ,संतुलन
ଗ୍ଲୋବୁଲ୍,गोलात चुबक
"ବାଲିଷ୍ଟିକ୍, ବାଲିଷ୍ଟିକ୍ |","प्राक्षेपिक, प्राक्षेपिकीय"
"ପ୍ରୋଜେକସନ ଗାଲଭାନୋମିଟର, ପ୍ରୋଜେକସନ ଗାଲଭାନୋମିଟର |","प्रक्षेप धारामापी, प्रक्षेप गैल्वनोमीटर"
କ୍ଷେପଣାସ୍ତ୍ର,प्रक्षेपास्त्र
"ବାଲିଷ୍ଟିକ୍, ଅସ୍ତ୍ରଶସ୍ତ୍ର |","प्राक्षेपिकी, अस्त्र विज्ञान"
ପ୍ରୋଜେକସନ,प्रक्षेप
ମାଗଣା ପଥ,मुक्त प्रक्षेप पथ
"ବେଲୁନ୍, ବେଲୁନ୍ |","बैलून, गुब्बारा"
ବାଲ୍ମର୍ ବିଚ୍ଛିନ୍ନତା |,बामर-असातत्य
"ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡ |","पट्ट, पट्टी, बैंड .दल"
ବିସ୍ଫୋରଣ,धमाका
"ଆରେ, ବିମ୍, କୂଳ, ବ୍ୟାଙ୍କ, ଉପକୂଳ |","व्यूह, पुंज, किनारा, बैंक, तट"
"ସ୍ତମ୍ଭ, ବାର୍, କୋବ୍, ବ୍ଲକ୍, ବାର୍, ବାଡ଼ି, ବାର୍, 8. କାନ୍ଥ, 9. ରେଖା, 10. ଧାର, 1 ବ୍ଲକ, 1, ବାର୍, 1, ରେଖା, 1, ପରୀକ୍ଷା ରେଖା |","स्तंभ, शलाका, सिल, सिल्ली, दंड, छड़, पट्टी, 8.भित्ति, 9.रेखिका, 10.धार, 1रोधिका, 1, बार, 1, रेखा, 1, परीक्षण रेखा"
ବାର୍ଡେନ୍ ନୀତି |,बारडीन सिद्धांत
ବାର୍କହାଉନ୍ ପ୍ରଭାବ |,बार्कहाउज़एन प्रभाव
ବାର୍ଲୋ ଚକ୍ର |,बार्लो चक्र
ବାର୍ ଚୁମ୍ବକ,दंड चुबंक
ଭଣ୍ଡାର,बार्न
ବାୟୁ ଚାପ ଗ୍ରାଫ୍ |,वायुदाब-आलेख
"ବାରୋଗ୍ରାଫ୍, ବାରୋଗ୍ରାଫ୍ |","वायुदाबलेखी, बैरोग्राफ"
ବାରୋମିଟର |,वायुदाबमापी
ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |,वायुदाबमिति
"ବ୍ରହ୍ମାଣ୍ଡ, ବାରୋମୋସଫର |","कर्षमंडल, बैरोमंडल"
ପେଣ୍ଡୁଲମ୍ |,दंड लोलक
"ପ୍ରତିବନ୍ଧକ, ପରମାଣୁ ପ୍ରତିବନ୍ଧକ, ପରମାଣୁ ପ୍ରତିବନ୍ଧକ |","रोध, रोधिका, नाभिकीय रोधिका"
ପ୍ରତିବନ୍ଧକ ସ୍ତର |,रोधिका स्तर
ବାରିଅନ୍ |,बरिऑन
ଗୁରୁମାଣ୍ଡଲ |,गुरुमंडल
ବେସ୍ ବ୍ୟାଣ୍ଡ |,आधार बैंड
"ମ basic ଳିକ, ମ basic ଳିକ, କ୍ଷାରୀୟ |","आधारीय, मूल, क्षारीय"
ଆଧାର,आधारक
"ଗଣନା, ଦଳ ଗଠନ |","गणन, दल रचना"
"କୂଅ, କୂଅ, ହିଟର, ଗରମ ପାତ୍ର, ସ୍ନାନ |","कुंड, कुंडिका, ऊष्मक, तापन-पात्र, बाथ"
ବ୍ୟାଟେରୀ,बैटरी
"ଆରେ ସେଗମେଣ୍ଟ, ଚାମ୍ବର, ବେ |","व्यूह खंड, कक्ष, खाड़ई"
ପ୍ରଦର୍ଶନ,प्रदर्श
କିବାନ୍,कीबन
"ମାଣିକା, ବିଡ୍ |","मणिका, बीड"
"ବିମ୍, ବିମ୍, ବିମ୍, ଟ୍ରମ୍ପ |","दंड, बीम, किरण पुंज, तुर"
"ଡିକମ୍ୟାନ୍, ଡିକ୍କନ୍ |","दिक्मान, दिक्कोण"
"ଡୋଲ୍, ଭିସପ୍ୟାଣ୍ଡ୍ |","डोल, विस्पंद"
becquerel ପ୍ରଭାବ |,बैकेरल प्रभाव
