Assamese,Gujarati
Assignat,સોંપણી
Assize,સહાય કરો
Assize,સહાય કરો
Assize,સહાય કરો
এছাইজ অৱ আৰ্মছ এক্ট,આર્મ્સ એક્ટની સહાય
ডেৰেইন প্ৰেজেণ্টমেণ্টৰ এছাইজ,ડેરેન પ્રેઝન્ટમેન્ટની સહાય
মৰ্ট &#39;ডি&#39; পূৰ্বপুৰুষৰ এছাইজ,મોર્ટ &#39;ડી&#39; પૂર્વજની સહાય
নভেল ডিচেইচিনৰ এছাইজ,નવલકથા ડીસીસીનની સહાય
অত্যাচাৰ,અત્યાચાર
আক্ৰমণ,હુમલો
অলিক কাউন্সিল,ઓલિક કાઉન્સિલ
গেডেছৰ কুঠাৰ (=গেডেছৰ কুঠাৰ),દેવીની કુહાડી (=દેવીની કુહાડી)
অক্ষ (=ৰোম-বাৰ্লিন-টকিঅ&#39; অক্ষ),એક્સિસ (=ધ રોમ-બર્લિન-ટોક્યો એક્સિસ)
বেবিলন,બેબીલોન
বেবিলনৰ বন্দীত্ব (=বেবিলনৰ বন্দীত্ব),બેબીલોનીયન કેદ (=બેબીલોનીશ કેદ)
বচনাল ভক্ত,બચનલ ભક્ત
বাচনালিয়া,બચ્ચનલિયા
অবিবাহিত লোক,સ્નાતક
বাগদাদ চুক্তি,બગદાદ કરાર
বাল্কন লীগ,બાલ્કન લીગ
বাল্কন চুক্তি,બાલ્કન કરાર
বাল্কন যুদ্ধ,બાલ્કન યુદ્ધો
বাল্টিক চুক্তি,બાલ્ટિક સંધિ
ডাকাত,ડાકુ
বাণ্ডুং সন্মিলন,બાંડુંગ કોન્ફરન્સ
নিৰ্বাসন,દેશનિકાલ
বেনাৰ,બેનર
বৰ্বৰ,અસંસ્કારી
বাৰ্বিকান,બાર્બીકન
বৰদলৈ সত্যাগ্ৰহ,બારડોલી સત્યાગ્રહ
বাৰ্ন বাৰ্নাৰ্ছ,બાર્ન બર્નર્સ
বেৰন,બેરોન
বেৰনেজ,બેરોનેજ
বেৰনছ মেজৰ,બેરોન્સ મેજર
বেৰনেছ নাবালক,બેરોન્સ સગીર
বেৰনেছ,બેરોનેસ
বেৰনেট,બેરોનેટ
বেৰনেটেজ,બેરોનેટેજ
বেৰনেটেজ,બેરોનેટેજ
বেৰনেটচি,બેરોનેટસી
বেৰনি,બેરોની
বেৰাকুন,બેરાકૂન
বেৰাকুন,બેરાકૂન
বেৰিকেড (=barricade),બેરિકેડ (=બેરિકેડ)
বেৰিকেড (=barricade),બેરિકેડ (=બેરિકેડ)
বেৰিকেড (=barricade),બેરિકેડ (=બેરિકેડ)
বেচ কেম্প,મુખ્ય છાવણી
বেচিলিকা,બેસિલિકા
বেচিলিকা,બેસિલિકા
বাষ্টিলা,બેસ્ટિલા
বেষ্টিল,બેસ્ટિલ
বেষ্টিল,બેસ્ટિલ
বেটাৰি,બેટરી
যুদ্ধ,યુદ્ધ
বাটলে-এৰে,Batlle-એરે
যুদ্ধৰ চিঞৰ,યુદ્ધ ક્રાય
যুদ্ধৰ ডিন,યુદ્ધ દિન
যুদ্ধক্ষেত্ৰ,યુદ્ધ ક્ષેત્ર
যুদ্ধ গীত,યુદ્ધ સ્તોત્ર
স্পাৰ্ছৰ যুদ্ধ,સ્પર્સનું યુદ્ધ
ষ্টেণ্ডাৰ্ডৰ যুদ্ধ,ધોરણનું યુદ્ધ
যুদ্ধজাহাজ,યુદ્ધજહાજ
যুদ্ধজাহাজ-শক্তি,યુદ્ધજહાજ-શક્તિ
Bayeux টেপেষ্ট্ৰি,Bayeux ટેપેસ્ટ્રી
বিকন,બીકન
বিকন টাৱাৰ,બીકન ટાવર
বিভাৰ,બીવર
বিভাৰ,બીવર
সাগৰৰ ভিক্ষাৰী,સમુદ્રના ભિખારીઓ
বেলিকোজ,બેલીકોઝ
বেলিকোজ,બેલીકોઝ
বেলিকোজ,બેલીકોઝ
বেলিকোচিটি,બેલીકોસીટી
বেলোনা,બેલોના
বেনিফিচ,લાભ
ধৰ্মগুৰুসকলৰ লাভ,ધર્મગુરુઓનો લાભ
বেনেলাক্স,બેનેલક્સ
বাৰ্লিন ডিক্রী,બર્લિન હુકમનામું
Berserker,બેર્સકર
Besant (=বেজান্ট),બેસન્ટ (=બેઝન્ટ)
বেথেল,બેથેલ
বিব্লিঅ&#39;লেটাৰ,ગ્રંથસૂચિ
গ্ৰন্থবিজ্ঞান,ગ્રંથસૂચિ
বিগ বাৰ্থা,મોટા બર્થા
কুসংস্কাৰ,ધર્માંધ
বিলেটিং,બિલેટિંગ
বিল অৱ এটেইণ্ডাৰ,અટેન્ડરનું બિલ
অধিকাৰৰ বিল,અધિકારોનું વિયેધક
জীৱনীকাৰ,જીવનચરિત્રકાર
জন্মৰ কাহিনী,જન્મ કથાઓ
বিভক,બિવૉક
বিভক,બિવૉક
বিভক,બિવૉક
বিজোনিয়া,બિઝોનિયા
ক&#39;লা চৰাই চোৱা,બ્લેક બર્ડિંગ
ক&#39;লা পতাকা,કાળો ઝંડો
ব্লেক হোল,બ્લેક હોલ
ব্লেক হোল,બ્લેક હોલ
ক&#39;লা ভৰি (=scab),કાળો પગ (= સ્કેબ)
ক&#39;লা চাৰ্ট,કાળો શર્ટ
ব্লেজন,બ્લેઝોન
ব্লেজন,બ્લેઝોન
ব্লেজনাৰী,બ્લેઝોનરી
ব্লেজনাৰী,બ્લેઝોનરી
ব্লিটজক্ৰিগ,બ્લિટ્ઝક્રેગ
ৰক্তহীন বিপ্লৱ (=গৌৰৱময় বিপ্লৱ),લોહી વગરની ક્રાંતિ (= ભવ્ય ક્રાંતિ)
ব্লাডৱাইট,બ્લડવાઈટ
ব্লাডি মেৰী,બ્લડી મેરી
নীলা,વાદળી
নীলা তেজ,વાદળી રક્ત
নীলা কিতাপ,વાદળી પુસ્તક
নীলা ফিতা,વાદળી રિબન
নীলা ফিতা,વાદળી રિબન
ব্লুজ (=ৰয়েল হৰ্চ গাৰ্ড),બ્લૂઝ (= રોયલ હોર્સ ગાર્ડ્સ)
নীলা চাৰ্ট,વાદળી શર્ટ
ব্লু ৱাটাৰ স্কুল,બ્લુ વોટર સ્કૂલ
নিয়ন্ত্ৰণ ব’ৰ্ড,બોર્ડ ઓફ કંટ્રોલ
শৰীৰৰ কৱচ,શારીરિક બખ્તર
ব&#39;ৰ,બોઅર
লুটপাত,લૂંટ
বৰো,બરો
Bouleuterion,બુલ્યુટેરિયન
বোৰ্বন,બોર્બોન
বক্সাৰ বিদ্ৰোহ,બોક્સર બળવો
ব্ৰেচ,તાણવું
ব্ৰাছাৰ্ড,બ્રાસર્ડ
ব্ৰাছাৰ্ড,બ્રાસર્ડ
ব্ৰেড কলনী,બ્રેડ વસાહતો
ব্ৰেষ্ট প্লেট,સ્તન પ્લેટ
স্তনৰ কাম,સ્તન કામ
ব্ৰেটৱাল্ডা,બ્રેટવાલ્ડા
ব্ৰিগাণ্ড,બ્રિગન્ડ
ব্ৰিগেণ্ডেজ,બ્રિગેન્ડેજ
ব্ৰিটিছ কমনৱেলথ অৱ নেচনছ,બ્રિટિશ કોમનવેલ્થ ઓફ નેશન્સ
ব্ৰাউন চাৰ্ট (=নাজী),બ્રાઉન શર્ટ્સ (=નાઝીઓ)
ব্ৰাছেলছ সন্ধি (পেক্ট) সংগঠন (=পশ্চিম ইউৰোপীয় সংঘ),બ્રસેલ્સ સંધિ (સંધિ) સંસ્થા (=વેસ્ટર્ન યુરોપિયન યુનિયન)
বাফ,બફ
বাফ,બફ
বাফ-কোট,બફ-કોટ
বাফছ,બફ્સ
বুলে (=পৰিষদ),બુલે (= કાઉન્સિલ)
বাৰ্গেজ,બર્ગેજ
বাৰ্জেছ,બર્જેસ
বাইজেন্টাইন,બાયઝેન્ટાઇન
বাইজেন্টাইন গীৰ্জা,બાયઝેન્ટાઇન ચર્ચ
বাইজেন্টাইন সাম্ৰাজ্য,બાયઝેન્ટાઇન સામ્રાજ્ય
বাইজেন্টাইন যুগ,બાયઝેન્ટાઇન યુગ
বাইজেন্টাইন ইতিহাসবিদ,બાયઝેન્ટાઇન ઇતિહાસકારો
কেবাল,કેબલ
ছিজাৰীজম,સીઝરિઝમ
খলিফা,ખલીફા
কেলিগ্ৰাফাৰ,સુલેખનકાર
কেলিগ্ৰাফিষ্ট,સુલેખનકાર
কেলিগ্ৰাফী,સુલેખન
কেলট্ৰপ,કેલ્ટ્રોપ
সতীৰ্থতা,મિત્રતા
কেমাৰিলা,કેમેરિલા
কেমাৰিলা,કેમેરિલા
কেমেলাকম,કેમલૌકમ
ছদ্মবেশ,છદ્માવરણ
অভিযান,ઝુંબેશ
কেম্প অনুগামী,શિબિર અનુયાયી
কেম্পো ছান্টো,કેમ્પો સાન્ટો
কেম্পাছ মাৰ্চিয়াছ,કેમ્પસ માર્શિયસ
কেনেফোৰা,કેનેફોરા
কেংগু,કેંગ્યુ
কেননেড,તોપ
কামানৰ ঘাঁহ,તોપ ઘાસચારો
কেনন,કેનન
কেনন আইন,કેનન કાયદો
কেন&#39;পাছৰ ডিক্রী,કેનોપસ હુકમનામું
কেনটিং আৰ্মছ,શસ્ત્ર
বন্দী,બંદીવાન
বন্দী,કેપ્ટર
কাৰ্ডিনেল,કાર્ડિનલ
কাৰ্ল,કાર્લ
কেৰ&#39;লিঞ্জিয়ান বংশ,કેરોલિંગિયન રાજવંશ
কাৰ্থুছিয়ান পন্থা,કાર્થુસિયન સંપ્રદાય
কাৰ্টোছা,કાર્ટોસા
কেষ্টেলিয়ান,કેસ્ટેલિયન
কেষ্টেলিয়ান,કેસ્ટેલિયન
জাতি ব্যৱস্থা,જાતિ વ્યવસ્થા
দুৰ্গ,કિલ્લો
দুৰ্গ,કિલ્લો
কেছল টাউন,કેસલ ટાઉન
কাষ্ট্ৰা,કાસ્ટ્રા
কাষ্ট্ৰা,કાસ્ટ્રા
কেথেড্ৰা,કેથેડ્રા
কেথেড্ৰেল,કેથેડ્રલ
কেটো ষ্ট্ৰীটৰ ষড়যন্ত্ৰ,કેટો સ્ટ્રીટ કાવતરું
কৌডিলো,કૌડીલો
কেভেলিয়াৰ,ઘોડેસવાર
কেভেলিয়াৰ,ઘોડેસવાર
কেভেলিয়াৰ সংসদ,ઘોડેસવાર સંસદ
আদুল্লামৰ গুহা,અદુલ્લામની ગુફા
গুহা চিত্ৰকলা,ગુફા પેઇન્ટિંગ
গুহা চিত্ৰকলা,ગુફા પેઇન્ટિંગ
চেণ্টুমভিৰ,સેન્ટુમવીર
চেঞ্চুৰিয়ান,સેન્ચ્યુરિયન
শতিকা,સદી
চেইন আৰ্মৰ (=চেইন মেইল),સાંકળ બખ્તર (= સાંકળ મેલ)
চান্ট্ৰী,ચેન્ટ્રી
চান্ট্ৰী,ચેન્ટ્રી
চ্যাপ কিতাপ,ચેપ પુસ્તક
চেপলিন,ધર્મગુરુ
অধ্যায়,પ્રકરણ
দুৰ্ঘটনাৰ অধ্যায়,અકસ્માતોનો પ્રકરણ
চাৰ্জ,ચાર્જ
চাৰ্জ ডি এফেয়াৰ্ছ,ચાર્જ ડી અફેર્સ
চাৰ্জ পাৰ্টিং,ચાર્જ વિદાય
চাৰ্জাৰ,ચાર્જર
ৰথ,રથ
ৰথী,સારથિ
ৰথী,સારથિ
ৰথী,સારથિ
চেৰিটি কিচেন,ચેરિટી રસોડું
চনদ,ચાર્ટર
চাৰ্টিষ্ট আন্দোলন (=চাৰ্টিষ্ট),ચાર્ટિસ્ટ ચળવળ (= ચાર્ટિઝમ)
চাৰ্ট’ফাইলেচিয়াম,ચાર્ટોફિલેસિયમ
চেট&#39;,ચટેઉ
পোষ্ট চেক কৰক,ચેક પોસ્ટ
ৰাসায়নিক যুদ্ধ,રાસાયણિક યુદ્ધ
চেষ্টাৰ,ચેસ્ટર
প্ৰধান,મુખ્ય
মুখীয়াল,સરદાર
মুখীয়াল,સરદાર
মুখীয়াল,સરદાર
চিফন,શિફૉન
অশ্বাৰোহীতা,શૌર્ય
নিৰ্বাচিত লোকসকল,પસંદ કરેલા લોકો
ক্ৰীছমোগ্ৰাফী,ક્રિસ્મોગ્રાફિયન
খ্ৰীষ্টান ধৰ্ম,ખ્રિસ્તી ધર્મ
খ্ৰীষ্টান যুগ,ખ્રિસ્તી યુગ
খ্ৰীষ্টান সমাজবাদ,ખ્રિસ્તી સમાજવાદ
ক্ৰনিকল,ક્રોનિકલ
ক্ৰনিকলাৰ,ક્રોનિકર
ক্ৰাইজ চেৰ্চোনিজ,Chryse Chersonese
চিমেলিয়াম,સિમેલિયમ
Cinquecento শৈলী,Cinquecento પ્રકાર
প্ৰদক্ষিণ,પરિક્રમા
চিষ্টাৰচিয়ান সন্ন্যাসী,સિસ્ટરસિયન સાધુ
দুৰ্গ,રાજગઢ
উদ্ধৃতি,અવતરણ
উদ্ধৃতি,અવતરણ
নাগৰিক অবাধ্যতা,સામાજિક અસહકાર
গৃহযুদ্ধ,નાગરિક યુદ્ધ
চিভিছ ৰোমানাছ,સિવિસ રોમનસ
ধ্ৰুপদী যুগ,શાસ્ત્રીય વય
ক্লেফ্ট (=klepht),Clepht (=klepht)
কেৰাণীবাদ,કારકુનવાદ
ক্লাৰুচ,કારકુન
ক্লুনিয়াক আন্দোলন,ક્લુનિયાક ચળવળ
কোট কৱচ,કોટ બખ્તર
কোট অৱ আৰ্মছ,શસ્ત્રોનો કોટ
কোট অৱ আৰ্মছ,શસ્ત્રોનો કોટ
কোট অৱ আৰ্মছ,શસ્ત્રોનો કોટ
কোট অৱ মেইল,ટપાલનો કોટ
কোহৰ্ট,સમૂહ
কমিটিয়া,કોમીટીયા
কমিটিয়া চেঞ্চুৰিয়াটা,કોમિટિયા સેન્ટુરિયાટા
কমিটিয়া কুৰিয়াটা,કોમિટિયા કુરિયાટા
কমিটিয়া ট্ৰিবুটা,કોમિટિયા ટ્રિબ્યુટા
স্মৃতিচাৰণ তোৰণ,સ્મારક કમાન
স্মৃতিচাৰণ মুদ্ৰা,સ્મારક સિક્કો
স্মৃতিসৌধ,સ્મારક સીલ
সাধাৰণ ক্ষেত্ৰ,સામાન્ય ક્ષેત્ર
কমিউনাৰ্ড,કોમ્યુનાર્ડ
কনকৰ্ডেট,કોનકોર્ડેટ
কনকৰ্ডেট,કોનકોર્ડેટ
কণ্ডোটিয়েৰ,કોન્ડોટિયર
নিশ্চিতকৰণ Cartarum,પુષ્ટિકરણ Cartarum
বিবাদ,સંઘર્ષ
মণ্ডলী,મંડળ
বিজয়ী ৰাষ্ট্ৰ,વિજયી રાજ્ય
বিজয়ী,વિજેતા
কনকিষ্টাডৰ,વિજેતા
কনচিলিয়াম,કોન્સિલિયમ
কনচিষ্টৰী,કન્સિસ્ટરી
ষড়যন্ত্ৰ,કાવતરું
ষড়যন্ত্ৰ,કાવતરું
কনছুলেট,કોન્સ્યુલેટ
কনছুলেচন কিতাপ,કન્સ્યુલેશન બુક
মহাদেশীয় ব্যৱস্থা,કોન્ટિનેંટલ સિસ્ટમ
অধিৱেশন সংসদ,સંમેલન સંસદ
কপাৰহেড (=শান্তি গণতন্ত্ৰ),કોપરહેડ્સ (=પીસ ડેમોક્રેટ્સ)
কপিহ&#39;ল্ড,કોપીહોલ્ડ
ঘেৰাও কৰা,કોર્ડનિંગ
কৰ&#39;না,કોરોના
ৰাজ অভিষেক,રાજ્યાભિષેક
ৰাজ অভিষেক শিল,રાજ્યાભિષેક પથ્થર
কৰ্পাছ,કોર્પસ
কৰ্চেয়াৰ,કોર્સેર
কৰ্চেয়াৰ,કોર્સેર
কৰ্চেট (=কোৰ্চলেট),કાંચળી (=કાંચળી)
কৰ্টেছ,કોર્ટેસ
কোটাৰ (=cottier),કોટ્ટર (=કોટીયર)
কোটাৰ (=cottier),કોટ્ટર (=કોટીયર)
কাউন্ট পেলেটিনেট,કાઉન્ટ પેલેટિનેટ
দেশৰ ঘৰ,દેશ ઘર
কাউন্টি,કાઉન્ટી
কাউন্টি বৰো,કાઉન્ટી બરો
কাউন্টি আদালত,કાઉન્ટી કોર્ટ
কাউন্টি পেলেটিন,કાઉન્ટી પેલેટીન
আদালত,કોર્ટ
আদালত,કોર્ટ
আদালতৰ চক্ৰান্তমূলক,કોર્ટ પરિપત્ર
আদালতৰ শিষ্টাচাৰ,કોર્ટ શિષ્ટાચાર
কৰ্টিয়াৰ,દરબારી
কেচেচনৰ আদালত,કેસેશન કોર્ટ
সঞ্চালক আদালত (EIC),કોર્ટ ઓફ ડિરેક્ટર્સ (EIC)
মালিকৰ আদালত,માલિકોની કોર્ટ
আদালতৰ কবি,દરબાર કવિ
চুক্তিবদ্ধ কেমেৰনিয়ানসকল,કરારબદ્ધ કેમેરોનિયનો
মুকুট,તાજ
মুকুট,તાજ
মুকুট,તાજ
মুকুটৰ ভূমি,તાજ જમીન
মুকুটৰ ভূমি,તાજ જમીન
ক্ৰাউন প্ৰিন্স,રાજકુંવર
ক্ৰুছেড,ધર્મયુદ્ધ
ক্ৰুছেডাৰ,ક્રુસેડર
ক্ৰিপ্টোগ্ৰাম,ક્રિપ્ટોગ્રામ
কুইৰাছ,કુઇરાસ
কুইৰাচিয়াৰ,ક્યુરાસીયર
কাল্ট দেৱতা,સંપ્રદાય દેવતા
কুৰিয়া,કુરિયા
কুৰিয়া,કુરિયા
জাৰবাদ,ઝારવાદ
অন্ধকাৰ মহাদেশ,શ્યામ ખંડ
বিচাৰৰ দিন,ચુકાદાનો દિવસ
বিচাৰৰ দিন,ચુકાદાનો દિવસ
ডিন,ડીન
দশক,દશક
ডেনাৰিয়াছ,ડેનરિયસ
পদচ্যুত ৰজা,પદભ્રષ્ટ રાજા
লুটপাত কৰা,બગાડ
লুণ্ঠন,બગાડ
ডিথ্ৰন,ડિથ્રોન
ডায়েডেম,ડાયડેમ
ডায়েডেম,ડાયડેમ
ডায়েডেম,ડાયડેમ
ডায়েচিয়া,ડાયસિયા
ডিকাষ্টেৰিয়াম,ડિકાસ્ટેરિયમ
ডিলুভিয়ালিষ্ট,ડિલુવિઆલિસ્ટ
ডাইচ,પંથક
ডাইচ,પંથક
ডাইৰেক্টৰ (=নিৰ্দেশনা),નિર્દેશક (=નિર્દેશક)
ডাইৰেক্টৰ (=নিৰ্দেশনা),નિર્દેશક (=નિર્દેશક)
দিৰহাম,દિરહામ
অবিশ্বাসী,બેવફા
অবিশ্বাসী,બેવફા
লেপছৰ মতবাদ,ક્ષતિનો સિદ્ધાંત
নথিপত্ৰ,દસ્તાવેજ
নথিপত্ৰৰ প্ৰমাণ,દસ્તાવેજી પુરાવા
ডমছডে বুক,ડોમ્સડે બુક
কনষ্টেণ্টাইনৰ দান,કોન્સ્ટેન્ટાઇનનું દાન
ডুম,પ્રારબ્ધ
বিধৱা ৰাণী,ડોવગર રાણી
ড্ৰেগুন,ડ્રેગન
ড্ৰ&#39;মেডাৰিয়ান,ડ્રોમેડેરીયન
ড্ৰমেডাৰী,ડ્રોમેડરી
ড্ৰমণ্ড,ડ્રોમોન્ડ
দ্বৈত,ડ્યુઅલ
দ্বৈত মিত্ৰতা,બેવડા જોડાણ
ডুৱেল এণ্টেণ্ট,ડ્યુઅલ entente
দ্বৈত ব্যৱস্থা (=দ্বিতীয় চৰকাৰ),ડ્યુઅલ સિસ્ટમ (= બેવડી સરકાર)
ড্যুক,ડ્યુક
ডুমা,ડુમા
বামন অৱতাৰ,વામન અવતાર
বংশ,રાજવંશ
বংশ,રાજવંશ
ঈগল,ગરુડ
এলডাৰ মানুহ,વૃદ્ધ માણસ
আৰ্ল,અર્લ
আৰ্লডম,અર્લ્ડમ
আদিম গুপ্তাসকল,પ્રારંભિક ગુપ્તા
প্ৰাথমিক (ঐতিহাসিক) স্থান,પ્રારંભિક (ઐતિહાસિક) સાઇટ્સ
প্ৰাথমিক বৈদিক যুগ,પ્રારંભિક વૈદિક સમયગાળો
ইক্লেছিয়া,એકલસિયા
পুনৰুদ্ধাৰৰ আদেশ,વળતરનો આદેશ
আঠ ভাঁজ পথ,આઠ ગણો રસ્તો
বয়োজ্যেষ্ঠসকল,વડીલો
জ্যেষ্ঠ ৰাষ্ট্ৰনেতা (=genro),વડીલ રાજનેતા (= genro)
হাতী গোড,હાથી ગોડ
এঘাৰ বছৰৰ অত্যাচাৰ,અગિયાર વર્ષનો જુલમ
এলিছাই (=এলিচি),એલિસી (=એલિસી)
ঘেৰাও আন্দোলন,બિડાણ ચળવળ
এনচাইক্লিকেল,એન્સાઇકલિકલ
বিশ্বকোষবাদী আন্দোলন,જ્ઞાનકોશવાદી ચળવળ
এন্টেন্টে,એન્ટેન્ટે
এন্টেন্টে কৰ্ডিয়েল,એન્ટેન્ટે કોર્ડિયેલ
এনথ্ৰন,સિંહાસન
এনট্যুৰেজ,નોકરચાકર
ইফোদ,એફોદ
এফোৰ,એફોર
মহাকাব্যিক যুগ,મહાકાવ્ય યુગ
মহাকাব্যিক নায়ক,એપિક હીરો
এপিগ্ৰাফ,એપિગ્રાફ
এপিস্কোপেচি,એપિસ્કોપેસી
এপিস্কোপেট,એપિસ્કોપેટ
খণ্ড,એપિસોડ
যুগ,યુગ
যুগ সৃষ্টিকাৰী অনুষ্ঠান,યુગ-નિર્માણની ઘટના
যুগ সৃষ্টিকাৰী মানুহ,યુગ-નિર્માતા માણસ
ইপ&#39;নিম,ઉપનામ
ইকুৱেৰী,ઇક્વેરી
ইকুৱেৰী,ઇક્વેરી
অশ্বাৰোহীৰ মূৰ্তি,અશ્વારોહણ પ્રતિમા
যুগ,યુગ
এৰগাষ্টুলাম,અર્ગાસ્ટુલમ
ইউখাৰিষ্ট,યુકેરિસ્ટ
ইভানজেলিজম,ઇવેન્જેલિકલિઝમ
ইভানজেলিকেল আন্দোলন,ઇવેન્જેલિકલ ચળવળ
ইভানজেলিষ্ট,પ્રચારક
