Tamil,Marathi
1. கொப்புளம் 2. கொப்புளம் 3. வெடிப்பு 4. கொப்புளம்,1. फोड 2. फोड 3. उद्रेक 4. फोड
நீல புரட்சி,निळी क्रांती
பிளானர் வெப்பமூட்டும் அறை,प्लॅनर हीटिंग चेंबर
பிளானர் வெப்பமாக்கல் தொழில்நுட்பம்,प्लॅनर हीटिंग तंत्रज्ञान
தவிடு,कोंडा
கிளைகள்,शाखा
1. கிளை 2. துணைக் கிளை,1. डहाळी 2. उपशाखा
இனம்,जाती
இனப்பெருக்கம்,पुनरुत्पादन
ஆரம்ப முளைப்பு சிகிச்சை,लवकर उगवण उपचार
1. குட்டி 2. முட்டை 3. கரு,1. शावक 2. अंडी 3. गर्भ
துளிர்க்கிறது,होतकरू
பட்ஜெட்,बजेट
1.ஆம்போடெரிக் 2. தாங்கல்,1.अॅम्फोटेरिक 2. बफर
இனிப்பு உருளைக்கிழங்கு,रताळे
பன்ட் (நோய்),बंट (रोग)
1. துணை தயாரிப்பு 2. துணை தயாரிப்பு,1. उप-उत्पादन 2. उप-उत्पादन
c ஈரப்பதம் விவரக்குறிப்பு வளைவு,c ओलावा तपशील वक्र
எண்ணெய் கேக்,तेल केक
1. சுண்ணாம்பு 2. கால்சியம்,1. चुना 2. कॅल्शियम
கால்சியன்,कॅल्शिअन
பாஸ்பேட் நீக்கம்,फॉस्फेट काढणे
1. கினாட்டா 2. கலாட்டா,1. किनटा 2. कॅलाटा
1.காலஸ் 2. கதிர்,1.कॉलस 2. किरण
1. செப்பல்ஸ் 2. கேலிக்ஸ்,1. सेपल्स 2. कॅलिक्स
வெளிப்புற முடிவு,बाह्य टोक
எதா,इधा
புற்றுநோய் (பாக்டீரியா நோய்),कॅन्कर (जीवाणूजन्य रोग)
பதப்படுத்தல்,कॅनिंग
வானம்,आकाश
நிதி,वित्त
மகரந்தச் சேர்க்கை (அத்திப்பழங்கள்),परागकण (अंजीराचे)
1. காப்ஸ்யூல் 2. காப்ஸ்யூல் 3. கேப்சூல்,1. कॅप्सूल 2. कॅप्सूल 3. कॅप्सूल
கார்பனேற்றப்பட்டது,कार्बनयुक्त
கார்பனான்,कार्बनन
கார்பேஸ்,कॅरॅपेस
வளையல்,ब्रेसलेट
1. வார்ப்பு (இரும்பு) 2. க்ஷிப்தி (பூச்சி),1. कास्टिंग (लोह) 2. क्षिती (कीटक)
வினையூக்கம்,अपचय
தூண்டுதல்,प्रलोभन
1. கம்பளிப்பூச்சி 2. கம்பளிப்பூச்சி,1. सुरवंट 2. सुरवंट
c d. என். அ. சேகரிப்பு,c d. एन. a संकलन
சரகம்,श्रेणी
1. செல் 2. செல்,1. सेल 2. सेल
மத்திய முன் அமைப்பு,मध्यवर्ती फ्रंट सिस्टम
1. புள்ளி 2. கவனம்,1. पॉइंट 2. फोकस
மையவிலக்கு,केंद्रापसारक
மையவிலக்கு,अपकेंद्रित्र
நட்சத்திர மையம்,तारा केंद्र
எபிஜெனெடிக்,epigenetic
கேந்திரராஜா,केंद्रजा
தறி,यंत्रमाग
1. தானியம் 2. தொடர்,1. तृणधान्ये 2. मालिका
1. சான்றிதழ் 2. சான்றிதழ்,1. प्रमाणन 2. प्रमाणन
சான்றளிக்கப்பட்ட விதை,प्रमाणित बियाणे
1. வைக்கோல் 2. குட்டி 3. ஷலாக் சஹாபத்ரா,1. पेंढा 2. कुट्टी 3. शलक सहपात्रा
1. நிபாக் 2. கைலாஜா,1. निभाग 2. कैलाजा
கைமோகிராபி,किमोग्राफी
1. கியாஸ்மா 2. பிஸி,1. कियाज्मा 2. व्यस्त
supercooling மணி,सुपर कूलिंग तास
உறைபனி சேதம்,दंव नुकसान
1. விசிரோடகி 2. சிமேரா,1. विचिरोटकी 2. चिमेरा
பச்சை கஞ்சி,हिरवी लापशी
1. தழை 2. பச்சை,1. पर्णसंभार 2. हिरवा
சயனோசிஸ்,सायनोसिस
உயிரியல் விநியோக அறிவியல்,जैविक वितरण विज्ञान
1. குரோமாடிட்ஸ் 2. அரை குரோமோசோம்கள்,1. क्रोमेटिड्स 2. अर्धा गुणसूत्र
குரோமடின்,क्रोमॅटिन
குரோமடோகிராபி,क्रोमॅटोग्राफी
நிறமாற்றம்,क्रोमॅटिनलेशन
ஏட்ரியல் புள்ளி,अलिंद बिंदू
நிறமூர்த்தம்,क्रोमेटोजेनेसिस
1. குரோமோபுரோட்டீன் 2. நிறமி புரதம்,1. क्रोमोप्रोटीन 2. पिगमेंटप्रोटीन
1. குரோமோசோம்கள் 2. குரோமோசோம்கள்,1. गुणसूत्र 2. गुणसूत्र
1. நாள்பட்ட 2. நாள்பட்ட 3. நாள்பட்ட 4. வழக்கற்று,1. क्रॉनिक 2. क्रॉनिक 3. क्रॉनिक 4. अप्रचलित
சிட்ரேஞ்ச்,सायरेंज
இலையுதிர் திருவிழா,गडी बाद होण्याचा क्रम
வகைப்பாடு,वर्गीकरण
1. களிமண் 2. களிமண்,1. चिकणमाती 2. चिकणमाती
1. சுத்தம் செய்தல் 2. ஸ்க்ரப்பிங் 3. சுத்தம் செய்தல் 4. சுத்திகரிப்பு,1. स्वच्छता 2. स्क्रबिंग 3. स्वच्छता 4. शुद्धीकरण
தொடர்ந்து மகரந்த சேர்க்கை,सतत परागण
சிலுவை பழம்,क्रूसिफेरस फळ
காலநிலை,हवामान
காலநிலையியல்,हवामानशास्त्र
வெட்டு,कातरणे
கட்டி (களிமண்),ढेकूळ (चिकणमाती)
குளோன்,क्लोन
1.மேகங்கள் 2.மேகங்கள்,1.ढग 2.ढग
கொத்து,गठ्ठा
கொத்து,घड
1. கரடுமுரடான 2. கரடுமுரடான 3. கச்சா 4. கரடுமுரடான,1. खडबडीत 2. उग्र 3. कच्चा 4. खडबडीत
1. கவர் 2. leatherette,1. कव्हर 2. लेदररेट
கோயா,कोया
1. கோஎன்சைம் 2. கோ-என்சைம்,1. कोएन्झाइम 2. को-एंझाइम
ஒற்றுமை,एकसंधता
1. நார்ச்சத்து (சணல் சணல்) 2. தேங்காய் கரடுமுரடானது,1. फायबर (ज्युट ज्यूट) 2. नारळ भरड
மூலங்கூர் சோழன்,मुलंकुर चोळ
,
கொலாய்டு (மண்),कोलोइड (माती)
1.நெடுவரிசை 2.கொலுமல்லா,1.स्तंभ 2.columella
1. தண்டனை 2. நெடுவரிசை 3. நெடுவரிசை,1. दंड 2. स्तंभ 3. स्तंभ
ஒற்றுமை,सहभागिता
வணிக வங்கி,व्यावसायिक बँक
1. சரக்கு 2. வணிகப் பொருட்கள்,1. वस्तू 2. व्यापारी माल
சமூக,समुदाय
சுருக்கம் (மண்),कॉम्पॅक्शन (मातीचे)
1. இணக்கம் 2. இணக்கம்,1. सुसंगतता 2. सुसंगतता
பொருந்தக்கூடிய தன்மை,सुसंगतता
1. இழப்பீடு 2. இழப்பீடு,1. भरपाई 2. भरपाई
போட்டி தொடர்பு,स्पर्धात्मक संवाद
துணை பயிர்,पूरक पीक
1.கலவை 2. சிக்கலானது,1.संमिश्र 2.जटिल
தொகுதி,घटक
கலவை,रचना
உரம்,कंपोस्ट
கூட்டு வட்டி,चक्रवाढ व्याज
கணக்கீடு,गणना
1. கணினி 2. கணினி,1. संगणक 2. संगणक
1. செறிவு 2. செறிவு,1. एकाग्रता 2. एकाग्रता
1. Optimizer 2. Revitalizer,1. अनुकूलक 2. पुनरुज्जीवन करणारा
கடத்துத்திறன்,वाहकता
1. கட்டமைப்பு 2. கட்டமைப்பு,1. कॉन्फिगरेशन 2. कॉन्फिगरेशन
1. இணக்கம் 2. கட்டமைப்பு 3. இணக்கம்,1. अनुरूपता 2. कॉन्फिगरेशन 3. अनुरूपता
1. ஒருங்கிணைப்பு 2. கலப்பு,1. एकत्रीकरण 2. संकरीकरण
இணைத்தல்,संयुग्मन
1. சேர்க்கை 2. இணைப்பு,1. जोडणारा 2. संयोजी
பாதுகாப்பு,संरक्षण
ஒருங்கிணைப்பு,एकत्रीकरण
1. மூலப்பொருள் 2. தேவையான பொருட்கள்,1.घटक 2. घटक
நுகர்வோர்,ग्राहक
நுகர்வு,वापर
மாசுபடுதல்,दूषित होणे
விளிம்பு நடவு,समोच्च लागवड
விளிம்பு கோடு,समोच्च रेखा
1. ஒப்பந்த விவசாயம் 2. ஒப்பந்த விவசாயம் 3. ஒப்பந்த விவசாயம்,1. कॉन्ट्रॅक्ट फार्मिंग 2. कॉन्ट्रॅक्ट फार्मिंग 3. कॉन्ट्रॅक्ट फार्मिंग
கட்டுப்படுத்தப்பட்ட வளிமண்டல சேமிப்பு,नियंत्रित वातावरणीय संचयन
கூட்டுறவு வங்கி,सहकारी बँक
கூட்டுறவு சங்க உறுப்பினர்,सहकारी संस्था सदस्य
குல்மவன்,गुलमावन
க்யூப்ஸ்,चौकोनी तुकडे
1. தல்புஞ்ச் 2. கொரோலா,1. दालपुंज 2. कोरोला
1. கோர்டெக்ஸ் 2. கார்டெக்ஸ்,1. कॉर्टेक्स 2. कॉर्टेक्स
செலவு,खर्च
கோட்டிலிடன்,cotyledon
கடன் குழு,क्रेडिट समिती
1. கடன் கொடுத்தல் 2. கடன்,1. कर्ज देणे 2. क्रेडिट
1. கடன் கொடுத்தவர் 2. கடன் கொடுத்தவர்,1. सावकार 2. कर्जदार
1. முகடு 2. உச்சி 3. கோபுரம்,1. क्रेस्ट 2. शिरोबिंदू 3. स्पायर
திரும்பப் பெறுதல்,मागे घेणे
பிரச்சனை,समस्या
சோதனை,चाचणी
முக்கியமான,गंभीर
பயிர் காப்பீடு,पीक विमा
பயிர் கடன்,पीक कर्ज
1. பயிர் 2. பயிர்,1. पीक 2. पीक
சாகுபடி பகுதி,लागवड क्षेत्र
குறுக்கு இணக்கமற்ற,क्रॉस विसंगत
1. கிரீடம் 2. உச்சம் (தாவரம்),1. मुकुट 2. शिखर (वनस्पती)
மென்மையான துகள்கள்,मऊ कण
மேல் ஓடு,कवच
1. கிரிப்டோகம் 2. புளோரிஃபார்ம் அல்லாதது,1. क्रिप्टोगाम 2. नॉन-फ्लोरिफॉर्म
கொடிமுந்திரி (பழம்),छाटणी (फळ)
பேனா,पेन
சாகுபடி வகை,वाणाची विविधता
1. இழுவை 2. விவசாயம் 3. விவசாயம்,1. कर्षण 2. शेती 3. शेती
1. விவசாயி 2. உழவர்,1. शेतकरी 2. शेती करणारा
1. சாகுபடி 2. சாகுபடி 3. வளர்ப்பு,1. मशागत 2. मशागत 3. संगोपन
1.வளம் 2.தயாரிப்பு,1. संसाधन 2. तयारी
1.குந்தலன் 2.குஞ்சன்,1.कुंतलन 2.कुंचोन
தோரணை,पवित्रा
1. மேல்தோல் 2. க்யூட்டிகல்,1. एपिडर्मिस 2. क्यूटिकल
1. பேனா 2. வெட்டுதல் 3. வெட்டுதல் 4. வெட்டுதல் 5. வெட்டுதல்,1. पेन 2. कटिंग 3. कटिंग 4. कटिंग 5. कटिंग
1. புழு கார்பஸ் 2. நீர்க்கட்டி 3. நீர்க்கட்டி 4. சிதைந்த கட்டி 5. நியோபிளாசம்,1. वर्म कॉर्पस 2. सिस्ट 3. सिस्ट 4. विकृत ढेकूळ 5. निओप्लाझम
சைட்டோக்ரோம்,सायटोक्रोम
செல் இணைப்பு,सेल जोडणी
செல் இனப்பெருக்கம்,सेल पुनरुत्पादन
செல் மரபியல்,सेल आनुवंशिकी
சைட்டோபிளாஸ்மிக் பிரிவு,सायटोप्लाज्मिक विभागणी
உயிரணு உயிரியல்,सेल जीवशास्त्र
செல் சிதைவு,सेल lysis
1. சைட்டோமியர் 2. செல் பிரிவு,1. सायटोमेर 2. सेल सेगमेंटेशन
சைட்டோபிளாசம்,सायटोप्लाझम
1. பால்பண்ணை 2. பால்பண்ணை,1. दुग्धव्यवसाय 2. दुग्धव्यवसाय
பால் தொழில்,डेअरी उद्योग
1. அணை 2. வளர்ப்பவர்,1. धरण 2. ब्रीडर
நாள் முழுமையான தாவரம்,दिवस निरपेक्ष वनस्पती
பூக்கும் மறுநாள்,फुलांच्या नंतर दिवस
முழு பூக்கும் மறுநாள்,पूर्ण फुलांच्या नंतरचा दिवस
திறமையின்மை,अकार्यक्षमता
சுண்ணாம்பு நீக்கம்,decalcification
1. அப்புறப்படுத்து 2. அப்புறப்படுத்து,1. डिस्लॉज 2. डिस्लॉज
சிதைவு,क्षय
இலையுதிர்,पर्णपाती
1. தசமம் 2. தசம,1. दशांश 2. दशांश
தாழ்வு மனப்பான்மை,कनिष्ठता
அனுரன் (மண்),अनुरन (माती)
விபுஷ்பன்,विपुष्पन
பில்லிங்,बिलिंग
காடழிப்பு,जंगलतोड
அவமானம்,बदनामी
சீரழிவு,ऱ्हास
பகுதி நாள்,भाग दिवस
1. அளவு 2. பகுதி,1. प्रमाण 2. भाग
விலகல்,विघटन
உமி அகற்றுதல்,भुसा काढणे
உமி அகற்றுதல்,भुसा काढणे
நீரிழப்பு,निर्जलीकरण
நீரற்ற,निर्जल
கோரிக்கை,मागणी
1. டினாட்டரேஷன் 2. பெருக்கல்,1. विकृतीकरण 2. गुणाकार
கண்டனம்,निंदा
1. வைப்பு (மண்) 2. வைப்பு (பொருளாதாரம்),1. ठेव (माती) 2. ठेव (अर्थशास्त्र)
வைப்பு,ठेव
1. தேய்மானம் 2. தேய்மானம்,1. घसारा 2. घसारा
உப்புநீக்கம்,डिसेलिनेशन
1. நீர் உலர்த்துதல் 2. நீரிழப்பு,1. पाणी कोरडे होणे 2. निर्जलीकरण
1. வடிவமைப்பு 2. வடிவமைப்பு,1. डिझाइन 2. डिझाइन
உலர்,कोरडे
கர்னல் அகற்றுதல்,कर्नल काढणे
இடைக்கணிப்பு,डी-इंटरकलेशन
இணைத்தல்,संयुग्मन
1. ஆண் மஞ்சரி பிரித்தெடுத்தல் (சோளம்) 2. பல்லார் பிரித்தெடுத்தல்,1. नर मांजरी उतारा (मका) 2. बल्लार उतारा
பல்லார் அல்லது குந்தன் வெட்டுதல்,बल्लार किंवा कुंदन कटिंग
தீர்மானிப்பவர்,निर्धारक
மதிப்பிழப்பு,अवमूल्यन
தாவரங்களை நீக்கும்,वनस्पती काढून टाकणे
விலகல்,विचलन
இரட்டை,दुप्पट
நோய் கண்டறிதல்,निदान
வெவ்வேறு முதிர்ச்சி,भिन्न परिपक्वता
பிளவு,दुभाजक
1. டைகோடைலிடன் 2. டைகோடைலிடன் (விதை),1. डायकोटीलेडॉन 2. डायकोटीलेडॉन (बियाणे)
முதுகு நோய்,पाठीचा आजार
1. பரவல் 2. பரவல்,1. प्रसार 2. प्रसार
செரிமானம்,पचनक्षमता
இருகலப்பின,dihybrid
1. அணை 2. வாய்க்கால் 3. குடும்பம்,1. धरण 2. नाला 3. कुटुंब
அற்ப,अल्प
1. தனிக்குடித்தனம் 2. ஒருதார மணம்,1. एकपत्नी 2. एकपत्नी
டிப்ளாய்டு,द्विगुणित
1. டிப்ளாய்டு 2. டிப்ளாய்டு,1. डिप्लोइड 2. डिप्लोइड
இருமுனை,द्विध्रुव
1. பிரித்தெடுத்தல் 2. மொட்டு அகற்றுதல்,1. उतारा 2. अंकुर काढणे
1. கலப்பை உழுதல் 2. நூற்பு,1. नांगरणी 2. कताई
தள்ளுபடி,सवलत
கிருமி நீக்கம்,निर्जंतुकीकरण
1. சிதறல் 2. சிதறல்,1. फैलाव 2. विखुरणे
1. சிதறல் 2. மாறுபாடு,1.विखुरणे 2.विविधता
பல்வகைப்படுத்தல்,विविधीकरण
பல்வகைப்பட்ட விவசாயம்,वैविध्यपूर्ण शेती
டிஎன்ஏ படி,डीएनए पाऊल
டிஎன்ஏ பெறுபவர்,डीएनए प्राप्तकर्ता
கப்பல்துறை வாடகை,डॉक भाड्याने
பயனுள்ள,प्रभावी
செயலற்ற நிலை,सुप्तता
1. அளவு 2. அளவு 3. அளவு,1. प्रमाण 2. डोस 3. डोस
