Kannada,Gujarati
ಅಡಾಪ್ಟಿವ್ ಟ್ರಾನ್ಸ್‌ವರ್ಸಲ್ ಈಕ್ವಲೈಜರ್,અનુકૂલનશીલ બરાબરી
ಪ್ರವೇಶವನ್ನು ಸೇರಿಸಲಾಗಿದೆ,ઉમેરાયેલ નોંધ
ಸೇರಿಸು,પરિવર્તન
ಸೇರಿಸುವವನು,પ્રહાર
ಸೇಡ್ ಸಬ್ಟ್ರಾಕ್ಟರ್,ઉપદેશક
ಕಡತವನ್ನು ಸೇರಿಸು,ફાઇલ ઉમેરો
ಹೆಚ್ಚುವರಿ ಅಕ್ಷರ (= ವಿಶೇಷ ಅಕ್ಷರ),વધારાના પાત્ર (= વિશેષ પાત્ર)
ಸೇರ್ಪಡೆ ರೆಕಾರ್ಡರ್,વધારાની રેકોર્ડર
ಸೇರ್ಪಡೆ ಮೇಜು,વધારાનો કોઠો
ಸಂಯೋಜಕ ಗುಣಲಕ್ಷಣ,ઉમેરણ લક્ષણ
ಮೋಡ್ ಸೇರಿಸಿ,મોડમાં ઉમેરો
ಕಾರ್ಯಾಚರಣೆ ಸೇರಿಸಿ,કામગીરી ઉમેરો
ಭಾಷಣ,સંબોધન
ವಿಳಾಸದ ಅಳತೆ,સરનામા -માપદંડ
ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸಮತಲ ಸ್ಥಾನ,સરનામું આડી સ્થિતિ
ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಬಿಂದು,સંબોધન - બિંદુ
ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸ್ಥಾನ,પ્રતિયોગી સ્થિતિ
ವಿಳಾಸ ಮಾಡಬಹುದಾದ ರಿಜಿಸ್ಟರ್,સરનામું રજિસ્ટર
ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸಂಗ್ರಹಣೆ,પ્રત્યુત્તરપાત્ર સંગ્રહ
ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಲಂಬ ಸ್ಥಾನ,સરનાક verભી સ્થિતિ
ವಿಳಾಸ ಬಸ್,સરનાવ બસ
ವಿಳಾಸ ಕೋಡ್,સરનામું
ವಿಳಾಸ ಹೋಲಿಕೆದಾರ,સરખામણી કરનાર
ವಿಳಾಸ ಗಣನೆ,સરનામું
ವಿಳಾಸ ಸ್ಥಿರ,નિવારણ
ವಿಳಾಸ ಪರಿವರ್ತನೆ,ધર્મપરિવર્તન
ವಿಳಾಸ ಡೇಟಾ,માહિતી
ವಿಳಾಸ ಮೆಮೊರಿ,સંબોધિત મેમરી
ವಿಳಾಸ ಪರಿಣಾಮಕಾರಿ,સંબોધન અસરકારક
ವಿಳಾಸ ಕ್ಷೇತ್ರ,સરનાવનું ક્ષેત્ર
ವಿಳಾಸ ಸ್ವರೂಪ,સરનાકનું બંધારણ
ವಿಳಾಸ ಉಚಿತ ಕಾರ್ಯಕ್ರಮ,મફત કાર્યક્રમ
ಸಂಬೋಧಿಸುವುದು,સંબોધન
ಸಂಬೋಧಿಸುವುದು  ಪಾತ್ರ,સંબોધન  પાત્ર
ಅಡಚಣೆಯನ್ನು ಉದ್ದೇಶಿಸಿ,સંબોધન
ವಿಳಾಸ ಲೂಪ್,સંબોધન
ವರ್ಚುವಲ್ ಮೆಮೊರಿಯನ್ನು ಉದ್ದೇಶಿಸಿ,વર્ચુઅલ મેમરીને સંબોધવા
ವಿಳಾಸ ಇಂಟರ್ಲೇಟಿಂಗ್,સરનામું
ವಿಳಾಸವಿಲ್ಲದ ಸೂಚನಾ ಸ್ವರೂಪ,સરનામાંહીન સૂચના બંધારણ
ವಿಳಾಸ ಸಾಲು,સરનામા
ವಿಳಾಸ ಮ್ಯಾಪಿಂಗ್,સરનામાંનું નકશો
ವಿಳಾಸ ಗುರುತು,સરનાવ
ವಿಳಾಸ ಮಾರ್ಪಾಡು,સરનામા -ફેરફાર
ವಿಳಾಸದ ಭಾಗ,સરનામા ભાગ
ವಿಳಾಸ ಪಾಯಿಂಟರ್,સરનાક નિર્દેશક
ವಿಳಾಸ ನೋಂದಣಿ,સરના નોંધણી
ವಿಳಾಸ ಸಂಕೇತ,સરનામે સંકેત
ವಿಳಾಸದ ಗಾತ್ರ,સરનાવનું કદ
ವಿಳಾಸ ಸ್ಥಳ,સરનાવની જગ્યા
ವಿಳಾಸ ಬಾಹ್ಯಾಕಾಶ ಗುರುತಿಸುವಿಕೆ,સરનામું સ્થાન ઓળખકર્તા
ವಿಳಾಸ ನಿಲುಗಡೆ,સરનાવ બંધ
ವಿಳಾಸ ಜಾಡಿನ,સરનામા
ವಿಳಾಸ ಟ್ರ್ಯಾಕ್,સરનામા
ವಿಳಾಸ ಅನುವಾದ,અનુવાદ
ವಿಳಾಸ ಅನುವಾದಕ,અનુવાદક
ಕಕ್ಸಚ್ಚುವಿಕೆಯನ್ನು ಸೇರಿಸಿ ಸಮಯ,સબમટ્રેક્ટ સમય ઉમેરવો
ಸಮಯವನ್ನು ಸೇರಿಸಿ,સમય ઉમેરો
ಪಕ್ಕದ,સંલગ્નતા
ಪಕ್ಕದ ರಚನೆ,સંલગ્ન માળખું
ಪಕ್ಕದ ಚಾನಲ್,સંલગ્ન માતૃભાષા
ಪಕ್ಕದ ಡೊಮೇನ್,સંલગ્ન ડોમેન
ಪಕ್ಕದ ಮ್ಯಾಟ್ರಿಕ್ಸ್,સંલગ્ન મેટ્રિક્સ
ಪಕ್ಕದ ನೋಡ್,સંલગ્ન નોડ
ಪಕ್ಕದ ಸುಬೇರಿಯಾ,સંલગ્ન સુબેરિયા
ಹೊಂದಾಣಿಕೆ (ಸಿಸ್ಟಮ್),સંવાદિતા (સિસ્ટમ)
ಸರಿಹೊಂದಿಸು,સમાયોજન કરવું
ಹೊಂದಾಣಿಕೆ ವ್ಯಾಪ್ತಿ,ગોઠવણપાત્ર હદ
ಪಠ್ಯ ಮೋಡ್ ಅನ್ನು ಹೊಂದಿಸಿ,ટેક્સ્ટ મોડને સમાયોજિત કરો
ಆಡಳಿತ ದತ್ತಾಂಶ ಸಂಸ್ಕರಣೆ,વહીવટી માહિતી પ્રક્રિયા
ಆಡಳಿತಾತ್ಮಕ ಕಾರ್ಯಾಚರಣೆ,વહીવટી કામગીરી
ಆಡಳಿತಕಾರಕ,વહીવટી operatorપરેટર
ಆಡಳಿತ ನಿರ್ವಾಹಕ ಕೇಂದ್ರ,વહીવટી પ્રચાલક
ಆಡಳಿತಾತ್ಮಕ ಬೆಂಬಲ ವ್ಯವಸ್ಥೆ,વહીવટી સહાયક પદ્ધતિ
ಸುಧಾರಿತ ಸಂವಹನ ಸೇವೆ,અદ્યતન સંદેશાવ્યવહાર સેવા
ಸುಧಾರಿತ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ,અદ્યતન માહિતી પદ્ધતિ
ಸುಧಾರಿತ ಆಪ್ಟಿಕಲ್ ಕ್ಯಾರೆಕ್ಟರ್ ರೀಡರ್,અદ્યતન ઓપ્ટિકલ પાત્ર રીડર
ಸುಧಾರಿತ ವೈಜ್ಞಾನಿಕ ಕಂಪ್ಯೂಟರ್,અદ્યતન વૈજ્ .ાનિક કમ્પ્યુટર
ವೈಮಾನಿಕ,હવાઈ
ಒಟ್ಟು,સમૂહ
ಒಟ್ಟು ಅಭಿವ್ಯಕ್ತಿ,કુલ અભિવ્યક્તિ
ಗುರಿ ವೃತ್ತ,લક્ષ્યસ્થાન વર્તુળ
ಗುರಿ ಕ್ಷೇತ್ರ (= ಗುರಿ ಚಿಹ್ನೆ),લક્ષ્ય ક્ષેત્ર (= લક્ષ્યનું પ્રતીક)
ಗುರಿ ಚಿಹ್ನೆ,લક્ષ્યસ્થાન પ્રતીક
ವಾಯುಗಾಮಿ ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆ,હવાઈ ​​કમ્પ્યુટર સિસ્ટમ
ಬೀಜಗಣಿತ ಐಜೆನ್ವಾಲ್ಯು ಸಮಸ್ಯೆ,બીજગણિત ઇગન્યુલ્યુ સમસ્યા
ಬೀಜಗಣಿತದ  ಏಕೀಕರಣ,બીજગણિત  એકીકરણ
ಬೀಜಗಣಿತದ ಭಾಷೆ,બીજગણિત ભાષા
ಬೀಜಗಣಿತದ ಕುಶಲ,બીજગણિત હેરાફેરી
ಬೀಜಗಣಿತದ ಕುಶಲ ಭಾಷೆ,બીજગણિત હેરાફેરી ભાષા
ಬೀಜಗಣಿತ ಆಧಾರಿತ ಭಾಷೆ,બીજગણિત લક્ષી ભાષા
ಬೀಜಗಣಿತದ ಶಿಫ್ಟ್,બીજગણિત પાળી
ಬೀಜಗಣಿತ ಚಿಹ್ನೆ ಸಮಾವೇಶ,બીજગણિત ચિહ્ન સંમેલન
ಪಾಚಕ,શિરચ્છેદ
ಆಲ್ಗೋಲ್ ವೈಶಿಷ್ಟ್ಯ,શીલ લક્ષણ
ಅಲ್ಗೋಲ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,અલ્ગોલ કાર્યક્રમ
ಅಲ್ಗಾರಿದಮ್,અલ્ગોરિધમનો
ಅಲ್ಗಾರಿದಮ್ ಸಹಾಯಕ ಭಾಷೆ,અલ્ગોરિધમનો સહયોગી ભાષા
ಅಲ್ಗಾರಿದಮ್ ವರ್ಗೀಕರಣ,અલ્ગોરિધમનો વર્ગીકરણ
ಅಲ್ಗಾರಿದಮ್ ಸಂಕೀರ್ಣತೆ,અલ્ગોરિધમની જટિલતા
ಅಲ್ಗಾರಿದಮ್ ಗಣನೀಯತೆ,અલ્ગોરિધમની ગણતરી
ಕ್ರಮಾವಧಿಕ ವಿಶ್ಲೇಷಣೆ,અલ્ગોરિધમિક વિશ્લેષણ
ಕ್ರಮಾವಧಿಕ ವಿಧಾನ,અલ્ગોરિધમિક અભિગમ
ಕ್ರಮಬದ್ಧ ಭಾಷೆ,અલ્ગોરિધએમ ભાષા
ಅಲ್ಗಾರಿದಮಿಕ್ ವಾಡಿಕೆಯ,અલ્ગોરિધમનો રૂટિન
ಕ್ರಮಾವಧಿಕ ಸಿದ್ಧಾಂತ,અલ્ગોરિધમનો સિદ્ધાંત
ಅಲಿಯಾಸ್,ઉર્ફે
ಅಲಿಯಾಸೆ,પરવાના
ಅಲಿಯಾಸ್ ಹೆಸರು (= ಪರ್ಯಾಯ ಹೆಸರು),ઉપનામ નામ (= વૈકલ્પિક નામ)
ಜೋಡಣೆ,ગોઠવણી
ನಿಯೋಜಿಸು,ફાળવવું
ಹಂಚಿಕೆ ರಚನೆ,ફાળવણીનું માળખું
ಎಲ್ಲಾ ಉದ್ದೇಶದ ಕಂಪ್ಯೂಟರ್,હેતુસર કમ્પ્યુટર
ವರ್ಣಮಾಲೆಯ ಪಾತ್ರ,વર્ણાનુક્રમ
ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರಗಳ ಸೆಟ್,મૂળાક્ષરોનો પાત્ર સમૂહ
ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರ ಉಪವಿಭಾಗ,મૂળાક્ષરો
ವರ್ಣಮಾಲೆ ಸಂಕೇತ,વર્ણાનુક્રમ
ವರ್ಣಮಾಲೆ ಶಿಫ್ಟ್,વર્ણાનુક્રમ
ವರ್ಣಮಾಲೆಯ ದಾರ,વર્ણાનુક્રમ
ವರ್ಣಮಾಲೆ ಪದ,વર્ણાનુક્રમ
ವರ್ಣಮಾಲೆ,મૂળાક્ષરો
ಆಲ್ಫೇಜೀಟ್ರಿಕ್ಸ್,અલ્ફેજ ome મેટ્રિક્સ
ಆಲ್ಫಾಮನ,મૂર્તિમંત
ವರ್ಣಮಾಲೆಯ,મરણોત્તર
ವರ್ಣಮಾಲೆಯ,મૂર્તિમંત
ಆಲ್ಫಾನ್ಯೂಮರಿಕಲ್ ಕೀಬೋರ್ಡ್ ಸಾಧನ,આલ્ફાન્યુમેરિકલ કીબોર્ડ ડિવાઇસ
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಅಕ್ಷರ ಸೆಟ್,મૂળાક્ષર
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೋಡ್,મૂળાક્ષર
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೋಡೆಡ್ ಅಕ್ಷರ ಸೆಟ್,આલ્ફાન્યુમેરિક કોડેડ પાત્ર સમૂહ
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಡೇಟಾ,મૂળાક્ષરીનો ડેટા
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಪ್ರದರ್ಶನ ಸಾಧನ,આલ્ફાન્યુમેરિક ડિસ્પ્લે ડિવાઇસ
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಸಂಪಾದಿತ ಪಾತ್ರ,મૂળાક્ષર સંપાદિત પાત્ર
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕ್ಷೇತ್ರ,વર્ણ -ક્ષેત્ર
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಸೂಚನೆ,વર્ણ -સૂચના
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀಬೋರ್ಡ್,મૂળાક્ષર કીબોર્ડ
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ವಿಂಗಡಣೆ,મૂળાક્ષર
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಸಂಗ್ರಹ,મૂળાક્ષર સંગ્રહ
ಬದಲಾಯಿಸಬಹುದಾದ ಮೆಮೊರಿ,બદલવા યોગ્ય
ಬದಲಾವಣೆ ಸ್ವಿಚ್,ફેરફાર -ફેરૂપ
ಬದಲಾಯಿಸುವ,પરિવર્તનશીલ
ಬದಲಾದ ಮೋಡ್,ફેરફાર
ಪರ್ಯಾಯ ಚೇತರಿಕೆ,વૈકલ્પિક પુન recovery પ્રાપ્તિ
ಪರ್ಯಾಯ ಮಾರ್ಗ,વૈકલ્પિક માર્ગ
ಪರ್ಯಾಯ ರೂಟಿಂಗ್,વૈકલ્પિક માર્ગ
ಪರ್ಯಾಯ ಟ್ರ್ಯಾಕ್,વૈકલ્પિક પાટા
ಪರ್ಯಾಯ (= ಅಥವಾ ಕಾರ್ಯಾಚರಣೆ),ફેરબદલ (= અથવા કામગીરી)
ಪರ್ಯಾಯ ಗುಣಲಕ್ಷಣ,વૈકલ્પિક લક્ષણ
ಪರ್ಯಾಯ ನಿರಾಕರಣೆ (= ಅಲ್ಲ ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ),વૈકલ્પિક અસ્વીકાર (= નહીં અને કામગીરી)
ಅಸ್ಪಷ್ಟ ದೋಷ,અસ્પષ્ટ ભૂલ
ಅಸ್ಪಷ್ಟ ಉಲ್ಲೇಖ,અસ્પષ્ટ સંદર્ભ
ಜರುಗೋಲು,પ્રાચય
ಅನಾಲಾಗ್,એનાશ -ઉપાડનાર
ಅನಾನುಕೂಲ ಚಾನೆಲ್,મનોલોત્ર
ಅನಾನುಕೂಲ ಕಂಪ್ಯೂಟರ್,એનાલોગ કમ્પ્યુટર
ಅನಾನುಕೂಲ ಪರಿವರ್ತಕ,એનાશ -રૂપાંતર કરનાર
ಅನಲಾಗ್ ಡೇಟಾ,મનોજ્ analા આંકડા
ಅನನುಕಿನ ವಿಭಾಜಕ,એનાશ -વિભાજક
ಅನಲಾಗ್ ಫೆಸಿಲಿಟಿ ಟರ್ಮಿನಲ್,એનાલોગ સુવિધા ટર્મિન
ಅನಾನುಕೂಲ ಕಾರ್ಯ  ಉತ್ಪಾದಕ,મનોલોગ કાર્ય  જનરેટર
ಅನಲಾಗ್ ಏಕೀಕರಣ,મનોરોગ એકીકરણ
ಸೋಗು ಗುಣಕ,એનાલ -ગુણાકાર
ಅನಲಾಗ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,એનાશિક કાર્યક્રમ
ಅನನುಕಿನ ಸ್ಕೇಲಿಂಗ್,એનાલ -સ્તનપાન
ಅನಾಲಾಗ್ ಸಂಕೇತ,એનાલોગ સંકેત
ಸಿಮ್ಯುಲೇಶನ್,એનાશ સિમ્યુલેશન
ಅನಲಾಗ್ ಸ್ವಿಚ್,એનાશ -સ્વીચ
ಅನಾಲಾಗ್ ವ್ಯವಸ್ಥೆ,પ્રાકૃતિક પદ્ધતિ
ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್  ಪರಿವರ್ತಕ,ડિજિટલથી એનાલોગ  એકત્રીકરણ કરનાર
ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್  ಸ್ಥಳಾಂತರಕ,ડિજિટલથી એનાલોગ  એન્કોડર
ಅನಾಲಿಕೆ ಹರಡುವಿಕೆ,મનોલોગ પ્રસારણ
ಅನಾಲಾಗ್ ಪ್ರಕಾರ,એનોગ પ્રકાર
ವಿಶ್ಲೇಷಣೆ,વિશ્લેષણ -વિધિ
ವಿಶ್ಲೇಷಣೆ ವಿಧಾನ,વિશ્લેષણ પદ્ધતિ
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಎಂಜಿನ್,વિશ્લેષણાત્મક
ಪೂರ್ವಜರ ಕಾರ್ಯ,પૂર્વજો
ಪೂರಳು ಉಪಕರಣಗಳು,આનુષંગિક સાધનસામગ્રી
ಮತ್ತು,અને
ಮತ್ತು ಸರ್ಕ್ಯೂಟ್,અને સર્કિટ
ಮತ್ತು ಅಂಶ,અને
ಮತ್ತು ಗೇಟ್,અને દરવાજો
ಮತ್ತು ಮರೆಮಾಚುವಿಕೆ,અને માસ્કિંગ
ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ ಅಲ್ಲ (= ಹೊರಗಿಡುವಿಕೆ,અને ઓપરેશન નથી (= બાકાત
ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ,કામગીરી
ಅನೆಕ್ಸ್ ಸ್ಮರಣೆ,જોડાણ મેમરી
ಟಿಪ್ಪಣಿ,નોંધણી
ಮೊಳಕೆ,જાહેરાત કરનાર
ಮತ್ತೆ ಉತ್ತರಿಸಿ,પાછો જવાબ આપો
ಉತ್ತರ ವಿಳಂಬ,જવાબ
ಸಮಯಕ್ಕೆ ಉತ್ತರಿಸುವುದು,જવાબદાર સમય
ಉತ್ತರ ದೀಪ,જવાબ દીવો
ಉತ್ತರ ಪಟ್ಟಿ,જવાબ સૂચિ
ಉತ್ತರ ಮಾತ್ರ,માત્ર
ನಿರೀಕ್ಷೆಯ ಕ್ರಮ,અપેક્ષા -મોડ
ನಿರೀಕ್ಷಿತ ಬಫರಿಂಗ್,આગોતરક બફર
ನಿರೀಕ್ಷಿತ ಸಾಗಣೆ,આગોતરક કેરી
ನಿರೀಕ್ಷಿತ ಪೇಜಿಂಗ್,આગોતરી પેજિંગ
ಪ್ರತಿಕೂಲ ಕಾರ್ಯಾಚರಣೆ,અસત્ય કામગીરી
ಪ್ರತಿಷ್ಠಾನದ ಅಂಶ,કૃત્રિમ તત્વ
ಅಪೇಕ್ಷಣೀಯ ಆಂಟೆನಾ,અતિશય એન્ટેના
