English,Malayalam
Bleeder,സ്രഷ്ടാവ്
Bleeder resistor,സ്രവിക്കുന്ന ഇൻഹിബിറ്റർ
Blind speed,അന്ധത
Block diagram,സെഗ്മെന്റ് ഡയഗ്രം
Block impedance,തടസ്സം തടയൽ
Block transfer,ശകലം കൈമാറ്റം
Blocking,തടസ്സപ്പെടുത്തുക
Blocking capacitor,തടയൽ കപ്പാസിറ്റർ
Blocking capacitor,റെസിസ്റ്റർ കപ്പാസിറ്റർ
Blocking oscillator,തടയുന്ന ഓസിലേറ്റർ
Blocking oscillator,തടയുന്ന ഓസിലേറ്റർ
Blocking voltage,റെസിസ്റ്റർ വോൾട്ടേജ്
Blower,ഊതുന്നയാൾ
Bode diagram/plot,ബോഡ് ഡയഗ്രം
Boltzmann relation,വോൾട്ട്സ്മാൻ ബന്ധം
Boltzmann's constant,വോൾട്ട്സ്മാൻ സ്ഥിരാങ്കം
Bond,ബോണ്ട്
Bonded strain gauge,ബന്ധിത സ്ട്രെയിൻ ഗേജ്
Boot strapping amplifier,സ്വയം പിന്തുണയ്ക്കുന്ന ആംപ്ലിഫയർ
Boolean algebra,ബൂളിയൻ ബീജഗണിതം
Boolean equation,ബൂളിയൻ സമവാക്യം
Boot strapping,ബൂട്ട് സ്ട്രാപ്പൺ
Booth's algorithm,ബൂത്തിന്റെ അൽഗോരിതം
Bootstrap sweep circuit,ബൂട്ട്സ്ട്രാപ്പ് പ്രിസം സർക്യൂട്ട്
Bosanquert's law,bosscutts ഭരണം
Bose-Chaudhary-Hoeckingham  (BCH) code,ബോസ്-ചൗധരി ഹോക്കൻഹാം (BCH) കോഡ്
Bounce,"ചാടുക, ചാടുക"
Bound electron,ബന്ധിത ഇലക്ട്രോൺ
Bragg reflector,ബ്രാഗ് റിഫ്ലക്ടർ
Braided wire,ഇഴചേർന്ന വയർ
Branch,ശാഖ
Branching,ശാഖകൾ
Bread board,പരീക്ഷണ ബോർഡ്
Break down region,ബ്രേക്ക് സോൺ
Break down voltage,ബ്രേക്കിംഗ് വോൾട്ടേജ്
Breakdown diode,ബ്രേക്ക്ഡൗൺ ഡയോഡ്
Breakdown rating,ഒടിവ് പരിഹരിക്കൽ
Breakdown voltage,ബ്രേക്കിംഗ് വോൾട്ടേജ്
Bridge,പാലം
Bridge rectifier,പാലം റക്റ്റിഫയർ
Broad band,വിശാലമായ ബാൻഡ്
Broad cast band,ബ്രോഡ്കാസ്റ്റ് ബാൻഡ്
Broad side array,ആസ്ട്രൽ അറേ
Broadcast,പ്രക്ഷേപണം
Broadcast antenna,ബ്രോഡ്കാസ്റ്റ് ആന്റിന
Broadcast receiver,ബ്രോഡ്കാസ്റ്റ് റിസീവർ
Broadcast receiver frequency,ഫ്രീക്വൻസി ബ്രോഡ്കാസ്റ്റ് റിസീവർ
Broadcast transmitter,പ്രക്ഷേപണം ട്രാൻസ്മിറ്റർ
Booster,ബൂസ്റ്റർ ആന്റിന
Bruce antenna,ബസ് ആന്റിന
Brush discharge,ബ്രഷ് നിമജ്ജനം
Bubbled AND gate,ബബ്ലിംഗും ഗേറ്റും
Bubbled OR gate,ബുദ്ബുദു അല്ലെങ്കിൽ ഗേറ്റ്
Bubble memory,ബബ്ലി മെമ്മറി
Bucking voltage,വോൾട്ടേജ് നഷ്ടപരിഹാരം
Buffer,ബഫർ
Buffer amplifier,ബഫർ ആംപ്ലിഫയർ
Buffer circuit,ബഫർ സർക്യൂട്ട്
Buffer driver,ബഫർ ഓപ്പറേറ്റർ
Buffer register,ബഫർ രജിസ്റ്റർ
Bulb,ബൾബ്
Bulk effect,ജനസംഖ്യാ പ്രഭാവം
Bulk semi-conductor device,മാക്രോ അർദ്ധചാലക ഉപകരണം
Buncher,കുല
Burried crossover,മുങ്ങിയ കൈമാറ്റം
Burried layer,മുങ്ങിയ പാളി
Burrier contact,മുങ്ങിയ കോൺടാക്റ്റ്
Burst amplifier,സ്ഫോടന ആംപ്ലിഫയർ
Burst blanking,സ്ഫോടന കവർ
Burst firing,സ്ഫോടനം വെടിവയ്പ്പ്
Burst gate amplifier,സ്ഫോടനം ഡോർ ആംപ്ലിഫയർ
Burst mode,ബർസ്റ്റ് മോഡ്
Burst separator,സ്ഫോടനം സെപ്പറേറ്റർ
Burst signal,സ്ഫോടന സിഗ്നൽ
Burst-error correcting code,ബർസ്റ്റ് പിശക് തിരുത്തൽ കോഡ്
Bus,മതി
Bus bar,ബസ് ബാർ
Bus organisation,ബസ് സംഘടന
Bus standard,ബസ് സ്റ്റാൻഡേർഡ്
Bus transient,വെറും നൈമിഷികം
Butter worth filter,വെണ്ണ മൂല്യമുള്ള ഫിൽട്ടർ
BNC cable,bnc വയർ
BNC connector,BNC ജോയിന്റർ
By pass,വഴിയിൽ
Bypass capacitor,ബൈപാസ് കപ്പാസിറ്റർ
Byte,ബൈറ്റ്
C band,വി ബാൻഡ്
C band antenna,സി ബാൻഡ് ആന്റിന
Cable,വയർ
Cable routing,വയർ റൂട്ടിംഗ്
Cable version,ടെലിഗ്രാഫ് ടെലിവിഷൻ
Cache memory,കാഷെ മെമ്മറി
Caesium frequency standard,സിസിം ഫ്രീക്വൻസി സ്റ്റാൻഡേർഡ്
Calculator,കാൽക്കുലേറ്റർ
Calibration,കാലിബ്രേഷൻ
Call address,കോൾ വിലാസം
Colpitt's oscillator,കോൾപിറ്റ് ഓസിലേറ്റർ
Camcorder,ക്യാം കോർഡറുകൾ
Camera,ക്യാമറ
Camera tube,ക്യാമറ ഹോസ്
Candela,കാൻഡല
Candle power,മെഴുകുതിരി ശക്തി
Cantilever strain gauge,കാന്റിലിവർ സ്ട്രെയിൻ ഗേജ്
Capacitance,പിടിക്കുന്നു
Capacitance blood pressure transducer,കപ്പാസിറ്റൻസ് രക്തസമ്മർദ്ദം ട്രാൻസ്ഡ്യൂസർ
Capacitance distributor,ഹോൾഡിംഗ് ഡിസ്ട്രിബ്യൂട്ടർ
Capacitance junction,ഉടമ്പടി നിലനിർത്തൽ
Capacitance meter,കപ്പാസിറ്റൻസ് ഗേജ്
Capacitance pick-up,പിടിക്കുന്ന കളക്ടർ
Capacitive reactance,കപ്പാസിറ്റൻസ് പ്രതിപ്രവർത്തനം
Capacitive transducer,"കപ്പാസിറ്റീവ് എനർജി കൺവെർട്ടർ, ട്രാൻസ്ഡ്യൂസർ"
Capacitor,കപ്പാസിറ്റർ
Capacitor bank,കപ്പാസിറ്റർ ബാങ്ക്
Capacitor filter,കപ്പാസിറ്റർ ഫിൽട്ടർ
Capacitor input filter,കപ്പാസിറ്റർ ഇൻപുട്ട് ഫിൽട്ടർ
Capstan motor,വിഞ്ച് മോട്ടോർ
Capstan servo system,പുള്ളി സെർവോ ബോഡി
Capston,ചാർക്കി
Capture,പിടിക്കുക
Capture cross-section,ക്യാപ്‌ചർ വിഭാഗം
Capture effect,ക്യാപ്‌ചർ പ്രഭാവം
Carrier to noise ratio (CNR),കാരിയർ ശബ്ദ അനുപാതം
Car radio,കാർ റേഡിയോ
Carbon resistor,കാർബൺ റെസിസ്റ്റർ
Card reader,കാർഡ് റീഡർ
Cardiod diagram,കാർഡിയോയിഡ് ഡയഗ്രം
Carriage,വണ്ടി
Carriage return,വണ്ടി മടക്കം
Carrier,വാഹകൻ
Carrier communication,കാരിയർ ആശയവിനിമയം
Carrier concentration,കാരിയർ ഏകാഗ്രത
Carrier frequency,കാരിയർ ആവൃത്തി
Carrier generation,കാരിയർ പുനരുൽപാദനം
Carrier level,കാരിയർ ലെവൽ
Carrier life time,കാരിയർ ജീവിതം
Carrier mobility,കാരിയർ മൊബിലിറ്റി
Carrier multiplication,കാരിയർ ഗുണനം
Carrier noise level,കാരിയർ ശബ്ദ നില
Carrier range,കാരിയർ ശ്രേണി
Carrier recovery circuits,കാരിയർ വീണ്ടെടുക്കൽ സർക്യൂട്ട്
Carrier reinsertion,കാരിയർ വീണ്ടും ചേർക്കൽ
Carrier scattering,ചാലക വിസരണം
Carrier suppression,കാരിയർ അടിച്ചമർത്തൽ
Carrier trapping,കാരിയർ കൂട്ടിൽ
Carrier velocity,കാരിയർ വേഗത
Carry bit,കൈ കട്ട്
Carry flag,പതാക നടത്തി
Carry register,"കൈവശരേഖ, കൈവശാവകാശ രജിസ്റ്റർ"
Carry-generator,പോർട്ടബിൾ ജനറേറ്റർ
Carson's rule,കാർസൺ നിയമം
Cartridge fuse,കാട്രിഡ്ജ് ഫ്യൂസ്
Cartridge tape,കാട്രിഡ്ജ് ടേപ്പ്
Carry foster bridge,കാരി ഫോസ്റ്റർ പാലം
Cascade amplifier,സ്റ്റെപ്പ് ആംപ്ലിഫയർ
Cascading,ഗ്രേഡേഷൻ
Cascade amplifier,കാസ്കേഡ് ആംപ്ലിഫയർ
Cascode amplifier,"കാസ്‌കോഡ് ആംപ്ലിഫയർ, സ്റ്റെപ്പ് ആംപ്ലിഫയർ"
Cassette,കാസറ്റ്
Catalysis,പ്രേരണ
Catcher cavity,ക്യാപ്റ്റീവ് കോട്ടർ
Cathode,കാഥോഡ്
Cathode follower,കാഥോഡ് ട്രെയിലിംഗ്
Cathode follower amplifier,കാഥോഡ് ട്രെയിലിംഗ് ആംപ്ലിഫയർ
Cathode luminescence,കാഥോഡ് ലുമിനൻസ്
Cathode material,കാഥോഡ് മെറ്റീരിയൽ
Cathode ray oscilloscope (CRO),കാഥോഡ് റേ ഓസിലോസ്കോപ്പ്
Cathode ray tube (CRT),കാഥോഡ് റേ ട്യൂബ്
Cathode sputtering,കാഥോഡ് കണിക നിക്ഷേപം
Cathode luminescence,കാഥോഡ് ലുമിനൻസ്
Cauer filter,കയർ ഫിൽട്ടർ
Caver filter,കവർ ഫിൽട്ടർ
Cavity,കോടോർ
Cavity radiation,ആന്ട്രൽ റേഡിയേഷൻ
Cavity resonator,cotter resonator
CCD (=charge couled device) amplifier,ഫാറ്റ് ചാർജ് കപ്പിൾഡ് ഉപകരണം (CCD)
CD-ROM,സിഡി റോം
CD-ROM drive,സിഡി റോം ഡ്രൈവ്
Cell (battery),സെൽ (ബാറ്ററി)
Central processing element,കേന്ദ്ര വിഭവ ഘടകം
Central processing unit (CPU),കേന്ദ്ര റിസോഴ്സ് യൂണിറ്റ്
Central processor,സെൻട്രൽ പ്രൊസസർ
Central value,ശരാശരി സ്കെയിൽ
Centre frequency,മിഡ് ഫ്രീക്വൻസി
Centre tapped transformer,മധ്യ എക്സ്ഹോസ്റ്റ് ട്രാൻസ്ഫോർമർ
Ceramic,"സെറാമിക്, കളിമണ്ണ്"
Ceramic filler,സെറാമിക് ഫില്ലർ
Ceramic filter,സെറാമിക് ഫിൽറ്റർ
Ceramic material,സെറാമിക് മെറ്റീരിയൽ
Ceramic resonator,സെറാമിക് റെസൊണേറ്റർ
Ceremic phono pick up,സെറാമിക് ശബ്ദ റിസീവർ
Cerenkov counter,cerenkov കാൽക്കുലേറ്റർ
Cermet,സർമാറ്റ്
Chalcogenoid,ചാൽകോജെനൈഡ്
Chalcopyrite,കാൽകോപൈറൈറ്റ്
Channel,"ചാനൽ, ചാനൽ"
Channel bandwidth,ചാനൽ ബാൻഡ് വിപുലീകരണം
Channel encoder,ചാനൽ കോഡർ
Channel frequency,ചാനൽ ആവൃത്തി
Channel selector,ചാനൽ സ്വഭാവം
Channel separation,ചാനൽ വേർതിരിക്കൽ
Channeling theory,ചാനൽ സിദ്ധാന്തം
Character generator,പ്രതീക ജനറേറ്റർ
Character recognization,സ്വഭാവം തിരിച്ചറിയൽ
Characteristic impedance,സ്വഭാവ പ്രതിരോധം
Charge carrier,ചാർജ് കാരിയർ
Charge control parameter,ചാർജ് നിയന്ത്രണ പാരാമീറ്റർ
Charge coupled device,ചാർജ്ജ് കപ്പിൾഡ് ഉപകരണം
Charge coupled random access memory,ചാർജ് കപ്പിൾഡ് റാൻഡം ആക്സസ് മെമ്മറി
Charge density,ചാർജ് സാന്ദ്രത
Charge injection device,ചാർജ് ഇൻജക്ഷൻ ഉപകരണം
Charge loss,ചാർജ് നഷ്ടം
Charge pumping,ചാർജ് പമ്പിംഗ്
Charge sensitive amplifier,ചാർജ് സെൻസിംഗ് ആംപ്ലിഫയർ
Charge storage,ചാർജ് സംഭരണം
Charged particle,ചാർജ്ജ് കണങ്ങൾ
Charger,വികാരാധീനമായ
Chassis,ഫ്രെയിം
Chebyshev filter,robyshev ഫിൽട്ടർ
Check sum,മൊത്തം പരിശോധിക്കുക
Check up frequency,ആവൃത്തി പരിശോധിക്കുക
Chemical bond,കെമിക്കൽ ബോണ്ട്
Chemical vapour deposition,രാസ നീരാവി നിക്ഷേപം
Child lock facility,ചൈൽഡ് ലോക്ക് സൗകര്യം
Child's law,ബാലനിയമം
Chip,ചിപ്പ്
Chip enable,ചിപ്പ് സജീവമാക്കൽ
Choke,വീര്പ്പുമുട്ടുക
Choppar,ഇടയ്ക്കിടെ
Chopper amplifier,ഇടയ്ക്കിടെയുള്ള ആംപ്ലിഫയർ
Chopper amplifier,ഇടയ്ക്കിടെയുള്ള ആംപ്ലിഫയർ
Chopper mode,ഇടവിട്ടുള്ള മോഡ്
Chroma amplifier,ക്രോമ ആംപ്ലിഫയർ
Chromaticity diagram,സ്വഭാവ രേഖാചിത്രം
Chrominance,പിഗ്മെന്റേഷൻ
Circle diagram,സർക്കിൾ ഡയഗ്രം
Circuit,സർക്യൂട്ട്
Circuit analysis,സർക്യൂട്ട് വിശകലനം
Circuit breaker,സർക്യൂട്ട് ബ്രേക്കർ
Circuit diagram,സർക്യൂട്ട് ഡയഗ്രം
Circuit rotation,സർക്യൂട്ട് നൊട്ടേഷൻ
Circuit switching,സർക്യൂട്ട് സ്വിച്ചിംഗ്
Circular wave guide,വൃത്താകൃതിയിലുള്ള തരംഗ പാത
Circulating memory,രക്തചംക്രമണം മെമ്മറി
Clamping circuit,ബോണ്ടിംഗ് സർക്യൂട്ട്
Clapp oscillator,ക്ലാപ്പ് ഓസിലേറ്റർ
Class A amplifier,ക്ലാസ് എ ആംപ്ലിഫയർ
"Class A, B, C, D operation",ക്ലാസ് എ] ബി] സി] ഡി പ്രവർത്തനങ്ങൾ
Class B amplifier,ക്ലാസ് ബി ആംപ്ലിഫയർ
Class C amplifier,ക്ലാസ് സി ആംപ്ലിഫയർ
Class D amplifier,ക്ലാസ് ഡി ആംപ്ലിഫയർ
Class S system,എസ് ക്ലാസ് ബോഡി
Clear,"പുറത്താക്കൽ, ശുദ്ധി"
Clipping,കത്രിക
Clipping circuit,ഷീറിംഗ് സർക്യൂട്ട്
Clock,കാലാഡ്
Clock frequency,ക്ലോക്ക് ആവൃത്തി
Clock pulse generator,ക്ലോക്ക് പൾസ് ജനറേറ്റർ
