Malayalam,Tamil
angstrom യൂണിറ്റ്,angstrom அலகு
അനലോഗ് സർക്യൂട്ട്,அனலாக் சுற்று
അനലോഗ് കമ്പ്യൂട്ടർ,அனலாக் கணினி
അനലോഗ് ഫിൽട്ടർ,அனலாக் வடிகட்டி
അനലോഗ് മൾട്ടിമീറ്റർ,அனலாக் மல்டிமீட்டர்
അനലോഗ് സ്വിച്ച്,அனலாக் சுவிட்ச்
ഒപ്പം ഗേറ്റും,மற்றும் வாயில்
കോണീയ ആവൃത്തി,கோண அதிர்வெண்
"അയോൺ, അയോൺ","அயனி, அயனி"
അനീലിംഗ് താപനില,அனீலிங் வெப்பநிலை
ആനോഡ്,நேர்மின்முனை
ആനോഡ് ആംപ്ലിഫയർ,அனோட் பெருக்கி
അനോഡൈൻ,அனோடைன்
ആന്റിന,ஆண்டெனா
ആന്റിന ഘടകം,ஆண்டெனா கூறு
ആന്റി-റിഫ്ലക്ടീവ് കോട്ടിംഗ്,எதிர்ப்பு பிரதிபலிப்பு பூச்சு
ആന്റിലോഗിൻ ആംപ്ലിഫയർ,ஆன்டிலோகின் பெருக்கி
antiresonant സർക്യൂട്ട്,எதிரொலி சுற்று
ദ്വാരക കാലഘട്ടം,துவாரகர் காலம்
വെർച്വൽ പവർ,மெய்நிகர் சக்தி
വയർ കണക്ഷൻ,கம்பி இணைப்பு
ഏകദേശ വോൾട്ടേജ് നേട്ടം,தோராயமான மின்னழுத்த ஆதாயம்
ആംസ്ട്രോങ് മോഡുലേറ്റർ,ஆர்ம்ஸ்ட்ராங் மாடுலேட்டர்
ആന്റിന അറേ,ஆண்டெனா வரிசை
"വലുപ്പ അനുപാതം, വീക്ഷണ അനുപാതം","அளவு விகிதம், தோற்ற விகிதம்"
ഫ്ലോട്ടിംഗ് സർക്യൂട്ട് (സ്വതന്ത്ര ഓപ്പറേറ്റിംഗ് സർക്യൂട്ട്),மிதக்கும் சுற்று (இலவச இயக்க சுற்று)
ഓട്ടോമാറ്റിക് മൾട്ടിവൈബ്രേറ്റർ,தானியங்கி மல்டிவிபிரேட்டர்
ഫ്ലോട്ടിംഗ് മൾട്ടിവൈബ്രേറ്റർ,மிதக்கும் மல்டிவிபிரேட்டர்
അസമമായ ജംഗ്ഷൻ,சமச்சீரற்ற சந்திப்பு
അസിൻക്രണസ് കാൽക്കുലേറ്റർ,ஒத்திசைவற்ற கால்குலேட்டர்
ആണവ,அணுக்கரு
ആറ്റോമിക നമ്പർ,அணு எண்
ആറ്റോമിക് ഘടന,அணு அமைப்பு
ഓഡിയോ ആംപ്ലിഫയർ,ஒலி பெருக்கி
ഓഡിയോ ആംപ്ലിഫയർ,ஒலி பெருக்கி
ഓഡിയോ കാസറ്റ്,ஆடியோ கேசட்
ഓഡിയോ സർക്യൂട്ട്,ஒலி சுற்று
കേൾക്കാവുന്ന ആവൃത്തി,கேட்கக்கூடிய அதிர்வெண்
ഓട്ടോമാറ്റിക് വോൾട്ടേജ് നിയന്ത്രണം,தானியங்கி மின்னழுத்த கட்டுப்பாடு
ഹിമപാതം,பனிச்சரிவு
ശരാശരി ഡിറ്റക്ടർ,சராசரி கண்டுபிடிப்பான்
അക്ഷീയ മോഡ്,அச்சு முறை
അക്ഷീയ അനുപാതം,அச்சு விகிதம்
ആന്റിന,ஆண்டெனா
ബാക്ക് ഇലക്ട്രോമോട്ടീവ് ഫോഴ്സ്,பின் மின்னோட்ட விசை
പിൻ പ്രദേശം,பின் பகுதி
തിരികെ ചിതറിക്കിടക്കുക,மீண்டும் சிதறல்
പശ്ചാത്തല ചാർജ്,பின்னணி கட்டணம்
സൈഡ് ശബ്ദം,பக்க சத்தம்
പിന്നോക്കാവസ്ഥ,பின்னடைவு
പിൻഭാഗത്തെ വികിരണം,பின்புற கதிர்வீச்சு
ബാക്ക്വേർഡ് ഡയോഡ് / ബാക്ക്വേർഡ് ഡയോഡ്,பின்னோக்கி டையோடு / பின்தங்கிய டையோடு
ബാക്ക്വേർഡ് വേവ് ഓസിലേറ്റർ,பின்னோக்கி அலை ஆஸிலேட்டர்
"തടസ്സം, തടസ്സം","தடை, தடை"
തടസ്സം,தடை
സമതുലിതമായ പാലം,சீரான பாலம்
സമതുലിതമായ മോഡുലേറ്റർ,சமநிலை மாடுலேட்டர்
സമതുലിതമായ മോഡുലേറ്റർ,சமநிலை மாடுலேட்டர்
സമതുലിതമായ സർക്യൂട്ട്,சமநிலை சுற்று
സമതുലിതമായ ഗ്രേഡിയന്റ് ഡിറ്റക്ടർ,சமச்சீர் சாய்வு கண்டறிதல்
നിലവിലെ സ്റ്റെബിലൈസർ പ്രതിരോധം,தற்போதைய நிலைப்படுத்தி எதிர்ப்பு
ബൊലോമീറ്റർ,போலோமீட்டர்
ബോലോമീറ്റർ പാലം,போலோமீட்டர் பாலம்
ബലൂണ്,பலூன்
ബനാന ജാക്ക്,வாழை பலா
ബനാന പ്ലഗ്,வாழை பிளக்
"ബാൻഡ്, ബാൻഡേജ്","பட்டை, கட்டு"
ബാൻഡ് ഡ്രൈവർ,இசைக்குழு இயக்கி
ബാൻഡ് ഊർജ്ജം,இசைக்குழு ஆற்றல்
ബാൻഡ് വിടവ്,பட்டை இடைவெளியை
ബാഡ്പാർക്ക് ആംപ്ലിഫയർ,பேட்பார்க் பெருக்கி
ബാൻഡ് പാസ് ഫിൽട്ടർ,பேண்ட் பாஸ் வடிகட்டி
ബോഡ് റേറ്റ് ജനറേറ്റർ,பாட் ரேட் ஜெனரேட்டர்
ബാൻഡ് ഡിസ്പെർഷൻ,பட்டை பரவல்
ബാൻഡ് റെസിസ്റ്റർ,இசைக்குழு மின்தடை
ബാൻഡ് ബ്രേക്കർ ഫിൽട്ടർ,பேண்ட் பிரேக்கர் வடிகட்டி
ബാൻഡ് വിപുലീകരണം,இசைக்குழு விரிவாக்கம்
ബാൻഡ് റിമൂവർ ഫിൽട്ടർ,பேண்ட் ரிமூவர் வடிகட்டி
ബാൻഡ് എക്സ്പാൻഷൻ ഡിഫ്ലെക്ഷൻ മൾട്ടിപ്ലയർ,பேண்ட் விரிவாக்கம் விலகல் பெருக்கி
ബാൻഡ് എക്സ്റ്റൻഷൻ ഡിസ്റ്റൻസ് മൾട്ടിപ്ലയർ,பேண்ட் நீட்டிப்பு தூரம் பெருக்கி
"ബീം കപ്പാസിറ്റർ, ബാങ്ക് കപ്പാസിറ്റർ","பீம் மின்தேக்கி, வங்கி மின்தேக்கி"
"ബാർക്കർ കോഡ്, ബാർക്കർ കോഡ്","குரைக்கும் குறியீடு, குரைக்கும் குறியீடு"
barravaugen മാനദണ്ഡം,barravaugen அளவுகோல்
ബാരേറ്റർ,பார்ப்பனர்
തടസ്സം,தடை
ഇൻസുലേറ്റിംഗ് കപ്പാസിറ്റർ,இன்சுலேடிங் மின்தேக்கி
തടസ്സം ഊർജ്ജം,தடை ஆற்றல்
റെസിസ്റ്റർ വോൾട്ടേജ്,மின்தடை மின்னழுத்தம்
ബാർട്ട്ലെറ്റ് വിൻഡോ,பார்ட்லெட் ஜன்னல்
"അടിസ്ഥാനം, അടിസ്ഥാനം","அடிப்படை, அடிப்படை"
അടിസ്ഥാന ബാൻഡ്,அடிப்படை இசைக்குழு
അടിസ്ഥാന ബാൻഡ് ട്രാൻസ്മിഷൻ,அடிப்படை இசைக்குழு பரிமாற்றம்
അടിസ്ഥാന ചാർജ്,அடிப்படை கட்டணம்
അടിസ്ഥാന കറന്റ്,அடிப்படை மின்னோட்டம்
അടിസ്ഥാന നിലവിലെ ഉറവിടം,அடிப்படை தற்போதைய ஆதாரம்
അടിസ്ഥാന കത്രിക,அடிப்படை வெட்டுதல்
ആധാർ മദൻ,ஆதார் மதன்
അടിസ്ഥാന എമിറ്റർ ഫീഡ്,அடிப்படை உமிழ்ப்பான் ஊட்டம்
അടിസ്ഥാന എമിറ്റർ ജംഗ്ഷൻ,அடிப்படை உமிழ்ப்பான் சந்திப்பு
അടിസ്ഥാന കുത്തിവയ്പ്പ്,அடிப்படை ஊசி
ഗ്രൗണ്ട് ലൈൻ,தரை வரி
അടിസ്ഥാന പ്രതിരോധം,அடிப்படை எதிர்ப்பு
അടിസ്ഥാന ഉറവിടം,அடிப்படை ஆதாரம்
അടിസ്ഥാന വിപുലീകരണ പ്രതിരോധം,அடிப்படை விரிவாக்க எதிர்ப்பு
അടിസ്ഥാന വിപുലീകരണ പ്രതിരോധം,அடிப்படை விரிவாக்க எதிர்ப்பு
അടിസ്ഥാന കനം,அடிப்படை தடிமன்
അടിസ്ഥാന പ്രവേശനം,அடிப்படை அணுகல்
"ബേസ് വിഡ്ത്ത് മോഡുലേഷൻ, ബേസ് എക്സ്പാൻഷൻ മോഡുലേഷൻ","அடிப்படை அகல பண்பேற்றம், அடிப்படை விரிவாக்க மாடுலேஷன்"
അടിസ്ഥാന കളക്ടർ ഉടമ്പടി,அடிப்படை சேகரிப்பாளர் ஒப்பந்தம்
മണം,வாசனை
ബാസ് ആവൃത്തി,பாஸ் அதிர்வெண்
ബാറ്ററി,மின்கலம்
ബൗഡ്,பாட்
ബാഡ് നിരക്ക്,பாட் விகிதம்
ബോഡ് റേറ്റ് ജനറേറ്റർ,பாட் ரேட் ஜெனரேட்டர்
ബോഡോ കോഡ്,போடோ குறியீடு
"സിഗ്നൽ, ബീക്കൺ","சமிக்ஞை, கலங்கரை விளக்கம்"
"മാണിക, ബീഡ്","மாணிக்கா, பீட்"
മാനിക് കപ്പാസിറ്റർ,பித்து மின்தேக்கி
മണികർത്താപി റെസിസ്റ്ററുകൾ,மணிகர்தாபி எதிர்ப்பாளர்கள்
"ബീം ആന്റിന, ബീം ആന്റിന","பீம் ஆண்டெனா, பீம் ஆண்டெனா"
ബീം ഡിറ്റക്ടർ,பீம் டிடெக்டர்
ബീം പവർ ഹോസ്,பீம் சக்தி குழாய்
ബീം സ്വിച്ചിംഗ് നോസിലുകൾ,பீம் மாறுதல் முனைகள்
ബീം വികാസം,கற்றை விரிவாக்கம்
അടി ആവൃത്തി,துடிப்பு அதிர்வெண்
ബീറ്റ്-ഫ്രീക്വൻസി ഓസിലേറ്റർ,துடிப்பு-அதிர்வெண் ஆஸிலேட்டர்
പൾസ് ഓസിലേറ്റർ,துடிப்பு ஆஸிலேட்டர்
മണി,மணி
വളയുന്ന നഷ്ടം,வளைக்கும் இழப்பு
ബെസൽ ഫിൽട്ടർ,பெசல் வடிகட்டி
ബീറ്റ,பீட்டா
b-h വക്രം,b-h வளைவு
"പക്ഷപാതം, പക്ഷപാതം","சார்பு, சார்பு"
ബയസ് കറന്റ്,சார்பு மின்னோட்டம்
പക്ഷപാത പ്രതിരോധം,சார்பு எதிர்ப்பு
ഇരട്ട ആന്റിന,இரட்டை ஆண்டெனா
ദ്വിദിശ ലോഡ് കറന്റ്,இருதரப்பு சுமை மின்னோட்டம்
ദ്വിദിശ ആന്റിന,இருதரப்பு ஆண்டெனா
ദ്വിദിശ പ്രകാശം പുറപ്പെടുവിക്കുന്ന ഡയോഡ്,இருதரப்பு ஒளி உமிழும் டையோடு
ദ്വിദിശയിലുള്ള തൈറിസ്റ്റർ,இருதரப்பு தைரிஸ்டர்
bi FET സാങ്കേതികവിദ്യ,இரு FET தொழில்நுட்பம்
ബൈ പോയിന്റ് ട്രാൻസ്ഫോർമർ,இரு புள்ளி மின்மாற்றி
ഇരട്ട സംയോജനം,இரட்டை இணைவு
ഉഭയകക്ഷി സർക്യൂട്ട്,இருதரப்பு சுற்று
ബൈനറി,பைனரி
ബൈനറി തുക,பைனரி தொகை
ബൈനറി സർക്യൂട്ട്,பைனரி சுற்று
ബൈനറി കോഡ് ചെയ്ത ദശാംശം,பைனரி குறியிடப்பட்ட தசம
ബൈനറി കോഡഡ് ഡെസിമൽ സിസ്റ്റം,பைனரி குறியிடப்பட்ட தசம அமைப்பு
ബൈനറി ദ്വിധ്രുവ കപ്പാസിറ്റർ,பைனரி இருமுனை மின்தேக்கி
ബൈനറി കാൽക്കുലേറ്റർ,பைனரி கால்குலேட்டர்
ബൈനറി കാൽക്കുലേറ്റർ,பைனரி கால்குலேட்டர்
ബൈനറി ഡീകോഡർ,பைனரி குறிவிலக்கி
ബൈനറി ഗോവണി,பைனரி ஏணி
ബൈനറി പാത്തോമീറ്റർ,பைனரி பாத்தோமீட்டர்
ബൈനറി അവസ്ഥ,இருமை நிலை
ബൈനറി-ഡെസിമൽ ഡീകോഡർ,பைனரி-தசம குறிவிலக்கி
ബൈനറി ലോഡ്,பைனரி சுமை
ബൈനറി വാക്കുകൾ,பைனரி வார்த்தைகள்
ബൈപോളാർ,இருமுனை
ബൈപോളാർ കപ്പാസിറ്റർ,இருமுனை மின்தேக்கி
ബൈപോളാർ ഉപകരണം,இருமுனை சாதனம்
ബൈപോളാർ ഉറവിടം,இருமுனை மூல
ബൈപോളാർ ട്രാൻസിസ്റ്റർ,இருமுனை டிரான்சிஸ்டர்
ബൈപോളാർ ജംഗ്ഷൻ ട്രാൻസിസ്റ്റർ,இருமுனை சந்திப்பு டிரான்சிஸ்டர்
ക്വാഡ്രാറ്റിക് ഫിൽട്ടർ,இருபடி வடிகட்டி
ഇരട്ട സ്ഥാനം,இரட்டை நிலை
രണ്ട്-ഘട്ട മൾട്ടിവൈബ്രേറ്റർ,இரண்டு-நிலை மல்டிவைபிரேட்டர்
ദ്വിദിശ റിലേ,இருதரப்பு ரிலே
രണ്ട്-ഘട്ട സംസ്ഥാനം,இரண்டு கட்ட நிலை
രണ്ട്-സ്ഥാന ട്രിഗർ,இரண்டு நிலை தூண்டுதல்
ബിറ്റ് പിശക്,பிட் பிழை
ബിറ്റ് പിശക് നിരക്ക്,பிட் பிழை விகிதம்
ബിറ്റ് പിശക്,பிட் பிழை
ബിറ്റ്കാൽ പിശക്,பிட்கல் பிழை
അന്ധമായ പെട്ടി,குருட்டு பெட்டி
ഘനീഭവിച്ച പൾസ്,அமுக்கப்பட்ட துடிப்பு
സ്രഷ്ടാവ്,சுரப்பவர்
സ്രവിക്കുന്ന ഇൻഹിബിറ്റർ,சுரக்கும் தடுப்பான்
അന്ധത,குருட்டுத்தன்மை
സെഗ്മെന്റ് ഡയഗ്രം,பிரிவு வரைபடம்
തടസ്സം തടയൽ,தடுப்பு மின்தடை
ശകലം കൈമാറ്റം,துண்டு பரிமாற்றம்
തടസ്സപ്പെടുത്തുക,இடைமறிக்கவும்
തടയൽ കപ്പാസിറ്റർ,மின்தடை மின்தேக்கி
റെസിസ്റ്റർ കപ്പാസിറ്റർ,தடுப்பான் மின்தேக்கி
തടയുന്ന ഓസിലേറ്റർ,தடுக்கும் ஆஸிலேட்டர்
തടയുന്ന ഓസിലേറ്റർ,மின்தடை ஆஸிலேட்டர்
റെസിസ്റ്റർ വോൾട്ടേജ്,மின்தடை மின்னழுத்தம்
ഊതുന്നയാൾ,ஊதுபவர்
ബോഡ് ഡയഗ്രം,போட் வரைபடம்
വോൾട്ട്സ്മാൻ ബന്ധം,வோல்ட்ஸ்மேன் உறவு
വോൾട്ട്സ്മാൻ സ്ഥിരാങ്കം,வோல்ட்ஸ்மேன் மாறிலி
ബോണ്ട്,பத்திரம்
ബന്ധിത സ്ട്രെയിൻ ഗേജ്,பிணைக்கப்பட்ட திரிபு அளவு
സ്വയം പിന്തുണയ്ക്കുന്ന ആംപ്ലിഫയർ,சுயமாக இயக்கப்படும் பெருக்கி
ബൂളിയൻ ബീജഗണിതം,பூலியன் இயற்கணிதம்
ബൂളിയൻ സമവാക്യം,பூலியன் சமன்பாடு
ബൂട്ട് സ്ട്രാപ്പൺ,துவக்க ஸ்ட்ராபன்
ബൂത്തിന്റെ അൽഗോരിതം,பூத்தின் அல்காரிதம்
ബൂട്ട്സ്ട്രാപ്പ് പ്രിസം സർക്യൂട്ട്,பூட்ஸ்ட்ராப் ப்ரிசம் சுற்று
bosscutts ഭരണം,bosscutts ஆட்சி
ബോസ്-ചൗധരി ഹോക്കൻഹാം (BCH) കോഡ്,போஸ்-சௌத்ரி ஹாக்கன்ஹாம் (BCH) குறியீடு
"ചാടുക, ചാടുക","குதி, குதி"
ബന്ധിത ഇലക്ട്രോൺ,பிணைக்கப்பட்ட எலக்ட்ரான்
ബ്രാഗ് റിഫ്ലക്ടർ,ப்ராக் பிரதிபலிப்பான்
ഇഴചേർന്ന വയർ,பின்னிப் பிணைந்த கம்பி
ശാഖ,கிளை
ശാഖകൾ,கிளைகள்
പരീക്ഷണ ബോർഡ്,பரிசோதனை குழு
ബ്രേക്ക് സോൺ,எலும்பு முறிவு மண்டலம்
ബ്രേക്കിംഗ് വോൾട്ടേജ്,உடைக்கும் மின்னழுத்தம்
ബ്രേക്ക്ഡൗൺ ഡയോഡ്,முறிவு டையோடு
ഒടിവ് പരിഹരിക്കൽ,எலும்பு முறிவு சரிசெய்தல்
ബ്രേക്കിംഗ് വോൾട്ടേജ്,உடைக்கும் மின்னழுத்தம்
പാലം,பாலம்
പാലം റക്റ്റിഫയർ,பாலம் திருத்தி
വിശാലമായ ബാൻഡ്,பரந்த இசைக்குழு
ബ്രോഡ്കാസ്റ്റ് ബാൻഡ്,ஒலிபரப்பு இசைக்குழு
ആസ്ട്രൽ അറേ,நிழலிடா வரிசை
പ്രക്ഷേപണം,ஒளிபரப்பு
ബ്രോഡ്കാസ്റ്റ് ആന്റിന,ஒளிபரப்பு ஆண்டெனா
ബ്രോഡ്കാസ്റ്റ് റിസീവർ,ஒளிபரப்பு ரிசீவர்
ഫ്രീക്വൻസി ബ്രോഡ്കാസ്റ്റ് റിസീവർ,அதிர்வெண் ஒளிபரப்பு பெறுதல்
പ്രക്ഷേപണം ട്രാൻസ്മിറ്റർ,ஒளிபரப்பு டிரான்ஸ்மிட்டர்
ബൂസ്റ്റർ ആന്റിന,பூஸ்டர் ஆண்டெனா
ബസ് ആന്റിന,பஸ் ஆண்டெனா
ബ്രഷ് നിമജ്ജനം,தூரிகை மூழ்குதல்
ബബ്ലിംഗും ഗേറ്റും,குமிழ் மற்றும் வாயில்
ബുദ്ബുദു അല്ലെങ്കിൽ ഗേറ്റ്,புட்புடு அல்லது கேட்
ബബ്ലി മെമ്മറി,குமிழி நினைவகம்
വോൾട്ടേജ് നഷ്ടപരിഹാരം,மின்னழுத்தத்தை ஈடுசெய்யும்
ബഫർ,தாங்கல்
ബഫർ ആംപ്ലിഫയർ,தாங்கல் பெருக்கி
ബഫർ സർക്യൂട്ട്,தாங்கல் சுற்று
ബഫർ ഓപ്പറേറ്റർ,தாங்கல் ஆபரேட்டர்
ബഫർ രജിസ്റ്റർ,தாங்கல் பதிவு
ബൾബ്,பல்பு
ജനസംഖ്യാ പ്രഭാവം,மக்கள் தொகை விளைவு
മാക്രോ അർദ്ധചാലക ഉപകരണം,மேக்ரோ குறைக்கடத்தி சாதனம்
കുല,கொத்து
മുങ്ങിയ കൈമാറ്റം,மூழ்கிய பரிமாற்றம்
മുങ്ങിയ പാളി,மூழ்கிய அடுக்கு
മുങ്ങിയ കോൺടാക്റ്റ്,மூழ்கிய தொடர்பு
സ്ഫോടന ആംപ്ലിഫയർ,வெடிப்பு பெருக்கி
സ്ഫോടന കവർ,குண்டு வெடிப்பு கவர்
സ്ഫോടനം വെടിവയ്പ്പ്,குண்டு வெடிப்பு
സ്ഫോടനം ഡോർ ആംപ്ലിഫയർ,வெடிப்பு கதவு பெருக்கி
ബർസ്റ്റ് മോഡ്,வெடிப்பு முறை
സ്ഫോടനം സെപ്പറേറ്റർ,வெடிப்பு பிரிப்பான்
സ്ഫോടന സിഗ്നൽ,வெடிப்பு சமிக்ஞை
ബർസ്റ്റ് പിശക് തിരുത്തൽ കോഡ്,வெடிப்பு பிழை திருத்தி குறியீடு
മതി,போதும்
ബസ് ബാർ,பஸ் பார்
ബസ് സംഘടന,பேருந்து அமைப்பு
ബസ് സ്റ്റാൻഡേർഡ്,பேருந்து தரநிலை
വെറും നൈമിഷികം,வெறும் கணம்
വെണ്ണ മൂല്യമുള്ള ഫിൽട്ടർ,வெண்ணெய் மதிப்பு வடிகட்டி
bnc വയർ,bnc கம்பி
BNC ജോയിന്റർ,BNC இணைப்பாளர்
വഴിയിൽ,வழியில்
ബൈപാസ് കപ്പാസിറ്റർ,பைபாஸ் மின்தேக்கி
ബൈറ്റ്,பைட்
വി ബാൻഡ്,வி இசைக்குழு
സി ബാൻഡ് ആന്റിന,சி பேண்ட் ஆண்டெனா
വയർ,கம்பி
വയർ റൂട്ടിംഗ്,கம்பி வழித்தடம்
ടെലിഗ്രാഫ് ടെലിവിഷൻ,தந்தி தொலைக்காட்சி
കാഷെ മെമ്മറി,கேச் நினைவகம்
സിസിം ഫ്രീക്വൻസി സ്റ്റാൻഡേർഡ്,சிசிம் அதிர்வெண் தரநிலை
കാൽക്കുലേറ്റർ,கால்குலேட்டர்
കാലിബ്രേഷൻ,அளவுத்திருத்தம்
കോൾ വിലാസം,அழைப்பு முகவரி
കോൾപിറ്റ് ഓസിലേറ്റർ,கால்பிட் ஆஸிலேட்டர்
ക്യാം കോർഡറുകൾ,கேம் கார்டர்கள்
ക്യാമറ,புகைப்பட கருவி
ക്യാമറ ഹോസ്,கேமரா குழாய்
കാൻഡല,குத்துவிளக்கு
മെഴുകുതിരി ശക്തി,மெழுகுவர்த்தி சக்தி
കാന്റിലിവർ സ്ട്രെയിൻ ഗേജ്,கான்டிலீவர் ஸ்ட்ரெய்ன் கேஜ்
പിടിക്കുന്നു,வைத்திருக்கும்
കപ്പാസിറ്റൻസ് രക്തസമ്മർദ്ദം ട്രാൻസ്ഡ്യൂസർ,கொள்ளளவு இரத்த அழுத்த மின்மாற்றி
ഹോൾഡിംഗ് ഡിസ്ട്രിബ്യൂട്ടർ,வைத்திருக்கும் விநியோகஸ்தர்
ഉടമ്പടി നിലനിർത്തൽ,ஒப்பந்தம் வைத்தல்
കപ്പാസിറ്റൻസ് ഗേജ്,கொள்ளளவு அளவீடு
പിടിക്കുന്ന കളക്ടർ,வைத்திருக்கும் சேகரிப்பான்
കപ്പാസിറ്റൻസ് പ്രതിപ്രവർത്തനം,கொள்ளளவு எதிர்வினை
"കപ്പാസിറ്റീവ് എനർജി കൺവെർട്ടർ, ട്രാൻസ്ഡ്യൂസർ","கொள்ளளவு ஆற்றல் மாற்றி, மின்மாற்றி"
കപ്പാസിറ്റർ,மின்தேக்கி
കപ്പാസിറ്റർ ബാങ്ക്,மின்தேக்கி வங்கி
കപ്പാസിറ്റർ ഫിൽട്ടർ,மின்தேக்கி வடிகட்டி
കപ്പാസിറ്റർ ഇൻപുട്ട് ഫിൽട്ടർ,மின்தேக்கி உள்ளீடு வடிகட்டி
വിഞ്ച് മോട്ടോർ,வின்ச் மோட்டார்
പുള്ളി സെർവോ ബോഡി,புல்லி சர்வோ உடல்
ചാർക്കി,சார்க்கி
പിടിക്കുക,பிடிப்பு
ക്യാപ്‌ചർ വിഭാഗം,பிடிப்பு பிரிவு
ക്യാപ്‌ചർ പ്രഭാവം,பிடிப்பு விளைவு
കാരിയർ ശബ്ദ അനുപാതം,கேரியர் இரைச்சல் விகிதம்
കാർ റേഡിയോ,கார் வானொலி
കാർബൺ റെസിസ്റ്റർ,கார்பன் மின்தடை
കാർഡ് റീഡർ,கார்டு ரீடர்
കാർഡിയോയിഡ് ഡയഗ്രം,இதய வரைபடம்
വണ്ടി,வண்டி
വണ്ടി മടക്കം,வண்டி திரும்புதல்
വാഹകൻ,கேரியர்
കാരിയർ ആശയവിനിമയം,கேரியர் தொடர்பு
കാരിയർ ഏകാഗ്രത,கேரியர் செறிவு
കാരിയർ ആവൃത്തി,கேரியர் அதிர்வெண்
കാരിയർ പുനരുൽപാദനം,கேரியர் இனப்பெருக்கம்
കാരിയർ ലെവൽ,கேரியர் நிலை
കാരിയർ ജീവിതം,கேரியர் வாழ்க்கை
കാരിയർ മൊബിലിറ്റി,கேரியர் இயக்கம்
കാരിയർ ഗുണനം,கேரியர் பெருக்கல்
കാരിയർ ശബ്ദ നില,கேரியர் இரைச்சல் நிலை
കാരിയർ ശ്രേണി,கேரியர் வரம்பு
കാരിയർ വീണ്ടെടുക്കൽ സർക്യൂട്ട്,கேரியர் மீட்பு சுற்று
കാരിയർ വീണ്ടും ചേർക്കൽ,கேரியர் மறுசெருகல்
ചാലക വിസരണം,கடத்தும் சிதறல்
കാരിയർ അടിച്ചമർത്തൽ,கேரியர் அடக்குமுறை
കാരിയർ കൂട്ടിൽ,கேரியர் கூண்டு
