English,Punjabi
Adaptation to light regime,ਚਾਨਣ ਸ਼ਾਸਨ ਲਈ ਅਨੁਕੂਲਤਾ
Adaptation to water scarcity,ਪਾਣੀ ਦੀ ਘਾਟ ਲਈ ਅਨੁਕੂਲਤਾ
Adaptive characteristics,ਅਨੁਕੂਲ ਗੁਣ
Adaptive immunity,ਅਨੁਕੂਲ ਛੋਟ
Adaptive radiation,ਅਨੁਕੂਲ ਰੇਡੀਏਸ਼ਨ
Adaptive trait,ਅਨੁਕੂਲ ਗੁਣ
Adaxial surface,ਏਕੈਕਸੀਅਲ ਸਤਹ
Addictive disorder,ਨਸ਼ਾ ਕਰਨ ਵਾਲੀ ਵਿਕਾਰ
Adenine,ਐਡੀਨੇਨ
Adenocorticotropin,ਐਡੇਨੋਕਾਰਸਪੋਰਟ੍ਰੋਪਿਨ
Adenohypophysis,ਐਡੀਨੋਹਾਇਪਿਸਿਸ
Adenosin diphosphate,ਅਡੇਨੋਸਿਨ ਡਿਇਆਪਸਫੇਟ
Adenosine deaminase,ਐਡੀਨੋਸਾਈਨ ਡਿਮੇਨਬੇਸ
Adenosine monophosphate,ਐਡੀਨੋਸਾਈਨ ਮੋਨੋਫੋਸਫੇਟ
Adenosine triphosphate (ATP),ਐਡੀਨੋਸਾਈਨ ਟ੍ਰਾਈਫੋਸਫੇਟ (ਏਟੀਪੀ)
Adenylate cyclase,ਐਡੀਨੇਲਲੇਟ ਸਾਈਕਲੇਜ
Adhesive force,ਚਿਪਕਣ ਵਾਲੀ ਤਾਕਤ
Adipate,ਐਡਪੋਜ਼
Adipocyte (fat cell),Adipocyte (ਚਰਬੀ ਸੈੱਲ)
Adipose tissue,ਐਡਪੋਜ਼ ਟਿਸ਼ੂ
Adnate,ਐਡਨੇਟ
Adjoining community,ਨਾਲ ਲੱਗਦੀ ਕਮਿ Community ਨਿਟੀ
Adrenal,ਐਡਰੀਨਲ
Adrenal gland,ਐਡਰੇਨਲ ਗਲੈਂਡ
Adrenocorticotropic hormone (ACTH),ਐਡਰੇਨੋਕੋਟਰੋਪਿਕ ਹਾਰਮੋਨ (ਐਕਟਿਹ)
Adrenocorticotropic releasing hormone (ACTRH),ਐਡਰੇਨੋਕਰੋਪੋਰਟਿਕੋਟਰੋਪਿਕ ਰੀਲੀਜ਼ ਹਾਰਮੋਨ (ACTRH)
Adsorbent,ਐਡੋਰਬੈਂਟ
Adsorption,ਇਸ਼ਤਿਹਾਰ
Advanced chordate,ਐਡਵਾਂਸਡ ਕੋਰਡੇਟ
Advantageous mutation,ਲਾਭਦਾਇਕ ਪਰਿਵਰਤਨ
Adventitial,ਸਾਹਸੀ
Adventitious root,ਸਾਹਸੀ ਜੜ
Adverse effect,ਗਲਤ ਪ੍ਰਭਾਵ
Aedes,ਏ.ਡੀ.ਡੀ.
Aeration of culture,ਸਭਿਆਚਾਰ ਦੀ ਹਵਾਬਾਜ਼ੀ
Aerenchyma,Énerchyma
Aerial,ਏਰੀਅਲ
Aerial root,ਏਰੀਅਲ ਰੂਟ
Aerial shoot,ਏਰੀਅਲ ਸ਼ੂਟ
Aerobic respiration,ਐਰੋਬਿਕ ਸਾਹ
Aerobic respiration,ਐਰੋਬਿਕ ਸਾਹ
Aesthetics,ਸੁਹਜ
Aestivation,ਖਰਾਸ਼
Aestivation,ਖਰਾਸ਼
Afferent,ਪਿਆਰ
Affinity chromatography,ਪੱਕਾ ਐਫੀਲੀਅਸ ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ
Afflicted organ,ਦੁਖੀ ਅੰਗ
Afforestation,ਕਥਾ
Agamospermy,ਅਗਿਆਤ
Agar,ਅਗਰ
Agarose,ਅਗਿਆਤ
Agarose gel eletrophoresis,ਅਗਾਅਰਜ਼ ਜੈੱਲ ਐਲੀਟ੍ਰੋਫੋਨਸਿਸ
Agarose polymer gel,ਅਗਿਆਤ ਪੋਲੀਮਰ ਜੈੱਲ
Agast,ਅਤਿ
Agave,ਅਗਾਵ
Age distribution,ਉਮਰ ਵੰਡ
Age pyramid,ਉਮਰ ਪਿਰਾਮਿਡ
Agglutination,Agglutate
Aggregate,ਸਮੁੱਚੀ
Aggregate of follicle,Follicle ਦਾ ਸਮੁੱਚਾ
Aggregate of follicle,Follicle ਦਾ ਸਮੁੱਚਾ
Aggregation,ਇਕੱਤਰਤਾ
Aggressiveness,ਹਮਲਾਵਰਤਾ
Agitator system,ਐਗਰੀਏਟਰ ਸਿਸਟਮ
Agnatha,ਅਗਨੀਥਾ
Agouti,ਅਗਾਤੀ
Agranal chloroplast,ਅਗਰੰਡੀ ਕਲਰੋਲੋਪਲਾਸਟ
Agranular,ਅਗਰੂ
Agranulocyte,ਅਗਰਾਨੂਲੋਸਾਈਟ
Agriculture,ਖੇਤੀ ਬਾੜੀ
Agroforestry,ਐਗਰੋਫੋਰੈਸਟਰੀ
Agrobacterium mediated,ਐਗਰੋਬੈਟਰਿਅਮ ਵਿਚੋਲਗੀ
Agrobacterium tumefaciens,ਐਗਰੋਬੈਟਰਿਅਮ ਟੋਮਫੈਕੈਨਜ਼
Agrochemical,ਐਗਰੋ ਕੈਮੀਕਲ
Agrochemical,ਐਗਰੋ ਕੈਮੀਕਲ
Agroclimatic zone,ਅਗਰੋਕਲਾਈਮੈਟਿਕ ਜ਼ੋਨ
Agronomic trait,ਖੇਤੀਬਾਜੀ ਗੁਣ
Agronomy,ਖੇਤੀਬਾੜੀ
AIDS,ਏਡਜ਼
Air bladder,ਏਅਰ ਬਲੈਡਰ
Air conditioner,ੲੇ. ਸੀ
Air passage,ਹਵਾ ਦਾ ਰਾਹ
Air pollution,ਹਵਾ ਪ੍ਰਦੂਸ਼ਣ
Air sac,ਏਅਰ ਸੈਕ
Air vacuole,ਏਅਰ ਵੈਕਲੂਓਲ
Air-breathing,ਹਵਾ-ਸਾਹ
Alain,ਅਲੇਨ
Alary muscle,ਅਲੇਰੀ ਮਾਸਪੇਸ਼ੀ
Alaskan brown bear,ਅਲਾਸਕਨ ਬ੍ਰਾ .ਨ ਰਿੱਛ
Albino,ਐਲਬਿਨੋ
Albugo,ਆਲਬੂਗੋ
Albumin,ਐਲਬਮਿਨ
Albuminous seed,ਐਲਬਿੰਜੀਨ ਬੀਜ
Albuminuria,ਐਲਬਿ → ਮਿਨੂਰੀਆ
Alburnum,ਐਲਬਟਨਮ
Alcedae,ਐਲਸੀਏਸੀ
Aldehyede,Aldeyhede
Aldosterone system,ਅੈਲਡੋਸਟਰੋਨ ਸਿਸਟਮ
Aldosterone,ਅਲੇਸਟਰੋਨ
Aleurone layer,ਅਲੇਪੁਰਨ ਪਰਤ
Aleuroplast,ਐਲੇਰੋਪਲਾਸਟ
Alfalfa,ਅਲਫਾਫਾ
Algal bloom,ਐਲਗਲ ਖਿੜ
Algin,ਅਲੀਗਿਨ
Alien DNA,ਪਰਦੇਸੀ ਡੀਐਨਏ
Alien species,ਪਰਦੇਸੀ ਪ੍ਰਜਾਤੀ
Alignment,ਅਲਾਈਨਮੈਂਟ
Alignment,ਅਲਾਈਨਮੈਂਟ
Alimentary canal,ਅਲੀਮੈਂਟਰੀ ਨਹਿਰ
Alimentary system,ਅਲੀਮੈਂਟਰੀ ਸਿਸਟਮ
Alismaceace,ਐਲਿਸਮੇਸਸੀ
Alkaloid,ਐਲਕਾਲਾਇਡ
Alkaline,ਐਲਕਲੀਨ
Alkaptonuria,ਅਲਕਾਪਟਨੂਰੀਆ
Allantois,ਅੱਲੈਂਟੋਇਸ
Allele frequency,ਐਲੀ ਬਾਰੰਬਾਰਤਾ
Allele,ਐਲੀਲ
Allelomorphic pair,ਅਲੇਲਬਿਕ ਜੋੜੀ
Allergen,ਐਲਰਗੇਨ
Alligator,ਐਲੀਗੇਟਰ
Allium cepa,ਐਲੀਅਮ ਸੀ.ਪੀ.ਏ.
Allogamy,ਆਲੋਗਮ
Allograft,ਅਲਾਗ੍ਰਾਫਟ
Allopatric speciation,ਅਲੋਪੈਟ੍ਰਿਕ ਜਾਦੂਈ
Allopolyploid,ਐਲੋਪੋਲਾਈਵਲਾਈਡ
Allosteric effect,ਐਲੋਸਟਰਿਕ ਪ੍ਰਭਾਵ
Allosteric enzyme,ਐਲੋਸਟ੍ਰਿਕ ਪਾਚਕ
Allosteric inhibitor,ਐਲੋਸਟਰਿਕ ਇਨਿਹਿਬਟਰ
Allosteric modulation,ਐਲੋਸਟ੍ਰਿਕ ਮੈਨੂਲੇਸ਼ਨ
Allosteric site,ਐਲੋਸਟ੍ਰਿਕ ਸਾਈਟ
Allosteric inhibition,ਐਲੋਸਟਰਿਕ ਰੋਕ
Allotetraploid,Allotetraplaidd
Alnus,ਐਲਾਨਸ
Aloe,ਐਲੋ
Along the axon,ਐਕਸੋਨ ਦੇ ਨਾਲ
Alpha-antitrypsin,ਅਲਫ਼ਾ-ਐਂਟੀਟ੍ਰਿਪਸਿਨ
Alpha-lactalbumin,ਅਲਫ਼ਾ-ਲੈਕਟਲਬੁਮਿਨ
Alpine climate condition,ਐਲਪਾਈਨ ਦੀ ਸਥਿਤੀ
Alpine meadow,ਅਲਪਾਈਨ ਮੈਡੋ
Alpine zone,ਅਲਪਾਈਨ ਜ਼ੋਨ
Alstonia,ਅਲਸਟੋਨੀਆ
Alternaria,ਅਲਟਰਨੇਰੀਆ
Alternate,ਵਿਕਲਪਿਕ
Alternation of generation,ਪੀੜ੍ਹੀ ਦੀ ਤਬਦੀਲੀ
Altitude sickness,ਉਚਾਈ ਬਿਮਾਰੀ
Altitude,ਉਚਾਈ
Alveolar duct,ਐਲਵੋਲਰ ਡੈਕਟ
Alytes,ਅਲਾਈਨ
Alzheimer's disease,ਅਲਜ਼ਾਈਮਰ ਰੋਗ
Amacrine cell,ਅਮੈਕਰਾਈਨ ਸੈੱਲ
Amaranthaceae,ਅਮਰੰਥੈਸੇ
Amaranthus,ਅਮੈਸ਼ਨਥਸ
Ambient osmotic concentration,ਅੰਬੀਨਟ ਓਮੋਟਿਕ ਗਾੜ੍ਹਾਪਣ
Ambystoma,ਅਮੈਸਟੋਮਾ
Amide,ਐਮੀਡ
Amino acid,ਅਮੀਨੋ ਐਸਿਡ
Amino acid acceptor,ਅਮੀਨੋ ਐਸਿਡ ਸਵੀਕਾਰਟਰ
Aminoacyl t RNA synthetase,ਅਮੀਨੋਸਾੱਲ ਟੀ ਆਰ ਐਨ ਏ ਸਿੰਥੇਟੇਸ
Aminoacylation,ਅਮੀਨੋਕੁਲੇਸ਼ਨ
Amitosis,ਅਮਿਤੋਸਿਸ
Ammonia,ਅਮੋਨੀਆ
Ammonification,ਅਨੁਮੋਧ
Ammonotelism,ਅਮੋਨੋਟੇਲਿਜ਼ਮ
Amniocentesis,ਅਮਨੀਓਸੈਂਟੀਸਿਸ
Amniocentesis technique,ਅਮਨੀਓਸੈਂਟੀਸਿਸ ਤਕਨੀਕ
Amniocyte,ਅਮਨੀਓਸਾਈਟ
Amnion,ਅਮਨੀਅਨ
Amniotic fluid,ਅਮਨੀਓਟਿਕ ਤਰਲ
Amniotic membrane,ਐਮਨੀਓਟਿਕ ਝਿੱਲੀ
Amniotic sac,ਅਮਨੀਓਟਿਕਯੂ
Amoeba,ਅਮੋਬਾ
Amoebocyte,ਅਮੀਓਬੋਸਾਈਟ
Amoeboid,ਅਮੀਬੋਇਡ
Amoeboid lymphocyte,ਅਮੀਬੋਇਡ ਲਿੰਫੋਸਾਈਟ
Amoeboid movement,ਅਮੀਬੋਇਡ ਅੰਦੋਲਨ
Amorphous,ਅਮੋਰੈਫਸ
Amount,ਦੀ ਰਕਮ
Amphetamine,ਅਮੀਫੇਟਾਮਾਈਨ
Amphibia,ਅਮਫੀਬੀਆ
Amphibian,ਐਫੀਬੀਅਨ
Amphibian,ਐਫੀਬੀਅਨ
Amphioxus,Amphioxus
Amphioxus lanceolatus,Amphioxus Lannolotus
Amphipathic,ਐਮਫੀਪਾਥਿਕ
Amphipathic lipid,ਐਮਫੀਪਾਥਿਕ ਲਿਪਿਡ
Amphisarca,ਅਮਫੀਸਾਰਕਾ
Ampicillin,ਐਂਪੀਸਿਲਿਨ
Ampulla,Ampulla
Ampullary gland,ਐਮਪੁੱਲੇਰੀ ਗਲੈਂਡ
Amygdal,ਅਮੀਗਡਲ
Amygdale,ਅਮੀਗਡੇਲ
Amygdalin,ਅਮੀਗਡਲਿਨ
Amylase,ਐਮੀਲੇਸ
Amyloplast,ਅਮੋਲੋਪਲਾਸਸਟ
Anabaena,ਅਨਬਾਨਾ
Anabas,ਅਨਬਾਸ
Anabolic pathways,ਐਨਾਬੋਲਿਕ ਮਾਰਗਾਂ
Anabolism,ਐਨਾਬੋਲਿਜ਼ਮ
Anacardiaceae,ਅਨਾਕਾਰਿਆਸੀ
Anaemia,ਅਨੀਮੀਆ
Anaerobe,ਅਨੀਰੋਬ
Anaerobic fuel,ਅਨੈਰੋਬਿਕ ਬਾਲਣ
Anaerobic respiration,ਅਨੈਰੋਬਿਕ ਸਾਹ
Anaerobic sludge digester,ਅਨੈਰੋਬਿਕ ਸਲੈਗ ਡਿਜਸਟਰ
Anaerobic,ਅਨੀਰੋਬਿਕ
Anaima,ਅਨਾਮਾ
Anal,ਗੁਦਾ
Anal,ਗੁਦਾ
Anal aperture,ਗੁਦਾ ਅਪਰਚਰ
Anal cerci,ਗੁਦਾ ਕਰਬੇਲੀ
Anal loop,ਗੁਦਾ ਲੂਪ
Anal style,ਗੁਦਾ ਸ਼ੈਲੀ
Analogous,ਸਮਾਨ
Analogous,ਸਮਾਨ
Analogy,ਸਮਾਨਤਾ
Analogy,ਸਮਾਨਤਾ
Analysis,ਵਿਸ਼ਲੇਸ਼ਣ
Anaphase,ਐਨਾਫਸੇਸ
Anatomic barrier,ਐਨੀਟੋਮਿਕ ਬੈਰੀਅਰ
Anatomical aspect,ਐਨਾਟੋਮਿਕਲ ਪਹਿਲੂ
Anatomist,ਐਨੀਟੋਮਿਸਟ
Anatomy,ਸਰੀਰ ਵਿਗਿਆਨ
Ancestor descendant sequence,ਪੂਰਵਜ ਵੰਸ਼ਜ ਕ੍ਰਮ
Ancestral lineage,ਜੱਦੀ ਵੰਸ਼ਜ
Ancestral sequence,ਪੂਰਵਜ ਕ੍ਰਮ
Ancylostoma,ਐਸੀਕੇਲੋਸਟੋਮਾ
Androecium,ਐਂਡਰੋਸੀਅਮ
Androgen,ਐਂਡਰੋਜਨ
Anemia,ਅਨੀਮੀਆ
Anemone,ਅਨੀਮੋਨ
Aneuploid,ਅਨੀਉਟਲੋਇਡ
Aneuploidy,ਅਨੀਯੁਰਾਕੀਡੀ
Angina,ਐਨਜਾਈਨਾ
Angiogram,ਐਂਜੀਗਰਾਮ
Angiograph,ਐਂਜੀਓਗ੍ਰਾਫ
Angiography,ਐਂਜੀਓਗ੍ਰਾਫੀ
Angioplasty,ਐਂਜੀਓਪਲਾਸਟੀ
Angiosperm,ਐਂਜੀਓਸਪਰਸਮ
Angiotensin,ਐਂਜੀਓਟੈਨਸਿਨ
Angiotensinogen,ਐਂਜੀਓਟੈਨਸਿਨੋਜਨ
Angler fish,ਐਂਗਲਰ ਮੱਛੀ
Anguina,ਅੰਗੀਨਾ
Anguis,Anguiss
Animal,ਜਾਨਵਰ
Animal,ਜਾਨਵਰ
Animal dung,ਜਾਨਵਰ ਗੋਬਰ
Animal husbandry,ਪਸ਼ੂ ਪਾਲਣ
Animal karyotyping,ਜਾਨਵਰ ਕੈਰੀਓਟਾਈਪਿੰਗ
Animal kingdom,ਪਸ਼ੂ ਰਾਜ
Animal tissue,ਜਾਨਵਰਾਂ ਦੇ ਟਿਸ਼ੂ
Animalia,ਯੰਤਰੀਆ
Anion,Anion
Anisotropic band,ਐਨਿਸੋਟ੍ਰੋਪਿਕ ਬੈਂਡ
Annealing,ਐਂਲਿੰਗਿੰਗ
Annelid,ਅੰਨੇਲਿਡ
Annelida,ਅਨਲਿਲਡਾ
Annual ring,ਸਾਲਾਨਾ ਰਿੰਗ
Annulated,ਅੰਨਟੇਡ
Annule,ਸਾਲ
Anomalous type,ਅਸਧਾਰਨ ਕਿਸਮ
Anopheles,ਐਨਾਓਫੇਲਜ਼
Ant eater,ਕੀੜੀ ਹੈਟਰ
Antagonistic,ਵਿਰੋਧੀ
Antarctic,ਅੰਟਾਰਕਟਿਕ
Antenna,ਐਂਟੀਨਾ
Antenna complex,ਐਂਟੀਨਾ ਕੰਪਲੈਕਸ
Antennal gland,ਐਨਟੇਨਲ ਗਲੈਂਡ
Anterior (ventral) gray horn,ਪਿਛਲੇ (ਵੈਂਟ੍ਰਲ) ਸਲੇਟੀ ਸਿੰਗ
Anterior hypophysis,ਐਂਟੀਰੀਫਾਈਫਾਈਸਿਸ
Anterior interventricular sulcus,ਐਂਟੀਰੀਅਰ ਇੰਟਰਵੈਂਟ੍ਰਿਕੂਲਰ ਸੂਲਕਸ
Anther,ਐਂਥਰ
Anther culture,ਐਂਥਰ ਸਭਿਆਚਾਰ
Antheridium,ਐਂਡਰਾਈਡਿਅਮ
Antherozoid,ਐਂਡਰੋਜ਼ੋਇਡ
Anthoceros,ਐਂਥਸੋਰੋਸ
Anthocerotopsida,ਐਂਥੋਸਰੋਟੋਫਡਾਡਾ
Anthrax,ਐਂਥ੍ਰੈਕਸ
Anthropogenic extinction,ਐਂਥ੍ਰੋਪੋਜਾਈਜਡ ਅਲੋਪ
Anthropology,ਮਾਨਵ-ਵਿਗਿਆਨ
Antibacterial,ਐਂਟੀਬੈਕਟੀਰੀਅਲ
Antibiotic penicillin,ਐਂਟੀਬਾਇਓਟਿਕ ਪੈਨਸਿਲਿਨ
Antibiotic resistant,ਐਂਟੀਬਾਇਓਟਿਕ ਰੋਧਕ
Antibiotic(s),ਐਂਟੀਬਾਇਓਟਿਕ (ਜ਼)
Antibody,ਐਂਟੀਬਾਡੀ
Antibody couple,ਐਂਟੀਬਾਡੀ ਜੋੜਾ
Antibody mediated immunity,ਐਂਟੀਬਾਡੀ ਵਿਚੋਲੀ ਛੋਟ
Anticoagulant,ਐਂਟੀਕੋਆਗੂਲੈਂਟ
Anticodon loop,ਐਂਟੀਕੋਡਨ ਲੂਪ
Antidepressant,ਰੋਗਾਣੂਨਾਸ਼ਕ
Antidiuretic hormone (ADH),ਐਂਟੀਡੀਯੂਯੂਰੀ ਹਾਰਮੋਨ (ਏਡੀਐਚ)
Antigen gene,ਐਂਟੀਗਨ ਜੀਨ
Antigen-antibody complex,ਐਂਟੀਗਨ-ਐਂਟੀਬਾਡੀ ਕੰਪਲੈਕਸ
Antigenic determinant,ਐਂਟੀਗੈਨਿਕ ਨਿਰਣਾਇਕ
Antinutritional factor,ਐਂਟੀਨੂਪਸ਼ਨਲ ਫੈਕਟਰ
Antioxidant,ਐਂਟੀਆਕਸੀਡੈਂਟ
Antipodal nucleus,ਐਂਟੀਪੰਡੀਲ ਨਿ le ਕਲੀਅਸ
Anti-sense RNA,ਤਣਾਅ ਵਿਰੋਧੀ ਆਰ ਐਨ ਏ
Antiviral protein,ਐਂਟੀਵਾਇਰਲ ਪ੍ਰੋਟੀਨ
Antrum,ਗੜਬੜ
Anucleate,Ul ਿੱਲ
Anus,ਗੁਦਾ
Anxiety disorder,ਚਿੰਤਾ ਵਿਕਾਰ
Aortic arch,ਏਓਰਟਿਕ ਆਰਕ
Aortic ganglion,ਏਓਰਟਿਕ ਗੈਂਗਲੀਅਨ
Aortic semilunar valve,ਅੌਰਥਿਕ ਸੇਮਿਲਿ un ਨਰ ਵਾਲਵ
Aortic valve,ਏਓਰਟਿਕ ਵਾਲਵ
APC (anaphase promoting complex),ਏਪੀਸੀ (ਐਨਾਫਸੇਸ ਕੰਪਲੈਕਸ ਨੂੰ ਉਤਸ਼ਾਹਤ ਕਰਨਾ)
Apelike ancestor,ਏਪ ਵਰਗੀ ਯੂਨੀਅਨ
Aphid,Aphid
Aphrodite,ਐਫਰੋਡਾਈਟ
Apical dominance,ਏਪਿਕਲ ਦਬਦਬਾ
Apical pad,Apical Pad
Apiculture,Apsiculturuse
Apis indica,ਏਪਿਸ ਇੰਡੀਕਾ
Aplanospore,ਏਪਲਾਨੋਸਪੌਰ
Aplysia,ਅਫਲਸੀਆ
Apocarpae,ਅਪਰੋਕਾਰ ਪੀਫਾ
Apocarpous,ਅਪੋਕੌਰਪਸ
Apocarpous ovary,ਅਪੋਕੌਰਪਸ ਅੰਡਾਸ਼ਯ
Apocrine gland,ਅਪਕ੍ਰਾਈਨ ਗਲੈਂਡ
Apoenzyme,ਅਪੋਜੀਮ
Apomict,ਅਪਮਾਨਜਨਕ
Apomixis,ਅਪੋਮਿਕਸ
Apoplasm,ਅਪੋਪਲਾਸਮ
Apoplastic pathway,Apoplasict ਬਿਸ਼ਵੇ
Apoptosis,ਅਪੋਪੋਟੋਸਿਸ
Apparatus,ਉਪਕਰਣ
Appendicular skeleton,ਹੈਂਡੀਕੀਲ ਪਿੰਜਰ
Appendix of the caecum,ਕਲੇਕਮ ਦਾ ਅੰਤਿਕਾ
Apple snail,ਐਪਲ ਸਨੈਲ
Aquaculture,ਐਕਵਾਇਲਚਰ
Aquaporin,ਐਕੁਆਪੋਰਿਨ
Aquatic amphibian,ਐਕੁਆਟਿਕ ਐਂਪੀਬੀਅਨ
Aquatic form,ਜਲ
Aquatic habitat,ਜਲ-ਰਹਿਤ ਰਿਹਾਇਸ਼
Aquatic organism,ਜਲਮਿਆਵ
Aquatic plant,ਜਲ
Aquatic respiration,ਐਕੁਆਟਿਕ ਸਾਹ
Aqueous fluid,ਜਲੂੜ ਤਰਲ
Aqueous humur,Quice ਹੰਸ਼
Aqueous intra-cellular fluid,ਜਲਮਈ ਅੰਗੂਰ-ਸੈਲੂਲਰ ਤਰਲ
Aqueous sample,ਜਲਮਈ ਨਮੂਨਾ
Aqueous solution,ਜਲੂਣ ਦਾ ਹੱਲ
Aquila,ਅਕੂਲਾ
Arabidopsis,ਅਰੇਮੀਡੋਪਿਸ
Arachnida,ਅਰਾਚਨੀਡਾ
Arachnoid,ਅਰਾਚਨੋਇਡ
Araneus,ਅਰਨੀਅਸ
Arborescent,ਆਰਬੋਰਸੈਂਟ
Arborescent lycopod,ਆਰਬੋਰਸੈਂਟ ਲਾਇਕੋਪਡ
Archaebacteria,ਪੁਰਾਤੱਤਬੀਟਰੀਆ
Archegonium,ਆਰਚੀਗੋਨੀਅਮ
Archipelago,ਆਰਚੀਪਲੇਗੋ
Arctic,ਆਰਕਟਿਕ
Arctic tern,ਆਰਕਟਿਕ ਟੇਰ
Arctic tundra,ਆਰਕਟਿਕ ਟੁੰਡਰਾ
Ardea,ਅਰਦੀਸ
Areolar tissue,ਅਬੀਲਰ ਟਿਸ਼ੂ
Argemone (prickly poppy),ਐਜਮੋਨ (ਪੱਕੇ ਭੁੱਕੀ)
Argemone mexicana,ਐਜਮੋਨ ਮੈਕਸੀਕਾ
