Tamil,Odiya
ஒப்புகை,ସ୍ୱୀକୃତି
ஒலியியல்,ଆକାଶବାଣୀ
"1. சுருக்கம், 2. சுருக்கம், 3. இருந்து குறுகிய","1. ସଂକ୍ଷିପ୍ତ ଶବ୍ଦ, 2. ସଂକ୍ଷିପ୍ତକରଣ, 3 ଠାରୁ ଛୋଟ"
செயல் செய்தி,କାର୍ଯ୍ୟ ବାର୍ତ୍ତା |
செயல்படுத்துதல்,ସକ୍ରିୟ
செயலில் உள்ள சர்வர் பக்கம்,ସକ୍ରିୟ ସର୍ଭର ପୃଷ୍ଠା |
செயலில் உள்ள பதிப்பு,ସକ୍ରିୟ ସଂସ୍କରଣ |
அசைக்ளிக்,acyclic
"1. அசைக்ளிக் வரைபடம், 2. அசைக்ளிக் வரைபடம்","1. ଆକାଇକ୍ଲିକ୍ ଗ୍ରାଫ୍, 2 acyclic ଗ୍ରାଫ୍ |"
அட கணினி மொழி,ଅଦା କମ୍ପ୍ୟୁଟର ଭାଷା |
"1. ஆப்டிமைசர், 2. உகப்பாக்கி","1. ଅପ୍ଟିମାଇଜର୍, 2 ଅପ୍ଟିମାଇଜର୍"
மொத்தத்தில்),to sum)
தொகை கோப்பு,ରାଶି ଫାଇଲ୍ |
"1. கூட்டல் செயல்பாடு, 2. மொத்த செயல்பாடு","1. ଯୋଗ କାର୍ଯ୍ୟ, 2 ରାଶି କାର୍ଯ୍ୟ"
சேர்ப்பான்,ଆଡର୍
தெரியும்,ଜାଣନ୍ତୁ |
முகவரி பேருந்து,ଠିକଣା ବସ୍
முகவரி கோப்பு,ଠିକଣା ଫାଇଲ୍ |
முகவரி வடிவம்,ଠିକଣା ଫର୍ମାଟ୍
முகவரி ஜெனரேட்டர்,ଠିକଣା ଜେନେରେଟର
முகவரி வரி,ଠିକଣା ରେଖା
முகவரி மேப்பிங்,ଠିକଣା ମ୍ୟାପିଂ
முகவரி காட்டி,ଠିକଣା ସୂଚକ
முகவரி பதிவு,ଠିକଣା ରେଜିଷ୍ଟର
முகவரி முறிவு,ଠିକଣା ଭାଙ୍ଗିବା
முகவரி மொழிபெயர்ப்பு,ଠିକଣା ଅନୁବାଦ
"1. முகவரி நினைவகம், 2. முகவரியிடக்கூடிய நினைவகம்","1. ଠିକଣା ଯୋଗ୍ୟ ସ୍ମୃତି, ୨। ଠିକଣା ସ୍ମୃତି"
உரையாற்றுதல்,ଠିକଣା
"1. போதுமான அளவுகோல்கள், 2. போதுமான அளவுகோல்","1. ପର୍ଯ୍ୟାପ୍ତ ମାନଦଣ୍ଡ, 2 ପର୍ଯ୍ୟାପ୍ତ ମାନଦଣ୍ଡ |"
இணைப்பு,ସଂଲଗ୍ନ
"1. மேலாண்மை, 2. கட்டுப்பாடு","1. ପରିଚାଳନା, 2 ନିୟନ୍ତ୍ରଣ"
"1. மேலாளர், 2. கட்டுப்படுத்தி","1. ପରିଚାଳକ, 2 ନିୟନ୍ତ୍ରକ"
அடோப் அக்ரோபேட்,ଆଡୋବ ଆକ୍ରୋବାଟ୍ |
அடோ போட்டோஷாப்,ଆଡୋବ ଫଟୋସପ୍ |
ABAP (மேம்பட்ட வணிக நிரலாக்கம்),ABAP (ଉନ୍ନତ ବ୍ୟବସାୟ ପ୍ରୋଗ୍ରାମିଂ)
"1. மேம்பட்ட தரவு, 2. மேம்பட்ட தரவு","1. ଉନ୍ନତ ତଥ୍ୟ, ୨। ଉନ୍ନତ ତଥ୍ୟ"
மேம்பட்ட தகவல் அமைப்பு,ଉନ୍ନତ ସୂଚନା ପ୍ରଣାଳୀ |
மேம்பட்ட தொழில்நுட்பம் (AT),ଉନ୍ନତ ଜ୍ଞାନକ Technology ଶଳ (AT)
நடவடிக்கை,କାର୍ଯ୍ୟ
திரட்டுதல்,ଏକୀକରଣ
வான்வழி கணினி அமைப்பு,ବାୟୁବାହୀ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |
அல்டஸ் பக்கம்-தயாரிப்பு,aldus page-make
எச்சரிக்கை பெட்டி,ଆଲର୍ଟ ବାକ୍ସ
அல்கோல் (கணினி மொழி),algol (କମ୍ପ୍ୟୁଟର ଭାଷା)
"1. அல்காரிதம் , 2. அல்காரிதம்","1. ଆଲଗୋରିଦମ, ୨ ଆଲଗୋରିଦମ |"
"1. அல்காரிதம் பகுப்பாய்வு, 2. அல்காரிதம் பகுப்பாய்வு","1. ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ, ୨। ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ |"
அல்காரிதம் திறன்,ଆଲଗୋରିଦମ ଦକ୍ଷତା |
"1. எலியாஸ், 2. புனைப்பெயர், 3. aka","1. ଏଲିୟସ୍, ୨ ଡାକନାମ, 3 ଆକା"
சீரமைப்பு,ଶ୍ରେଣୀବଦ୍ଧତା |
"1. ஒதுக்கீடு, 2. ஒதுக்கீடு","1. ବଣ୍ଟନ, ୨ ଆବଣ୍ଟନ"
"1. அகரவரிசை, 2. அகரவரிசையில்","1. ବର୍ଣ୍ଣାନୁକ୍ରମିକ, ୨ ବର୍ଣ୍ଣାନୁକ୍ରମିକ କ୍ରମ |"
எண்ணெழுத்து,ବର୍ଣ୍ଣମାଳା
"1. எண்ணெழுத்து விசைப்பலகை ,2. எண்ணெழுத்து விசைப்பலகை","1. ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍, 2 ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ |"
ஆல்பா-சோதனை (1 வது நிலை சோதனை),ଆଲଫା-ପରୀକ୍ଷା (ପ୍ରଥମ ସ୍ତର ପରୀକ୍ଷା)
"1. ஆல்பா பதிப்பு, 2. ஆல்பா வடிவம்","1. ଆଲଫା ସଂସ୍କରଣ, ୨ ଆଲଫା ଫର୍ମ |"
alt விசை,alt କି
அல்டாவிஸ்டா,altavista
பன்முகத்தன்மை,ବହୁଗୁଣ
தெளிவற்ற இலக்கணம்,ଅସ୍ପଷ୍ଟ ବ୍ୟାକରଣ
அமெரிக்க தேசிய ஸ்டேண்டீஸ் நிறுவனம் (ANSI),ଆମେରିକୀୟ ନ୍ୟାସନାଲ ଷ୍ଟାଣ୍ଡିସ୍ ଇନଷ୍ଟିଚ୍ୟୁଟ୍ (ANSI)
அமெரிக்கன் ஸ்டாண்டர்ட் கட் (ascii),ଆମେରିକୀୟ ଷ୍ଟାଣ୍ଡାର୍ଡ କଟ୍ (ascii)
"1. ஒத்த, 2. அனலாக்","1. ଅନୁରୂପ, 2 analog"
"1. அனலாக் கணினி, 2. அனலாக் கணினி","1. ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର, 2. ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |"
"1. அனலாக் சாதனம், 2. அனலாக் சாதனம்","1. ଆନାଗଲ୍ ଡିଭାଇସ୍, 2 analog ଉପକରଣ"
"1. அனலாக் மோடம், 2. அனலாக் மோடம்","1. ଆନାଗଲ୍ ମୋଡେମ୍, ୨ ଆନାଗଲ୍ ମୋଡେମ୍ |"
டிஜிட்டல் மாற்றிக்கு அனலாக்,ଡିଜିଟାଲ୍ କନଭର୍ଟର ସହିତ ଅନୁରୂପ |
முடிவு (டிஜிட்டல்/பிளேன் லாஜிக் &#39;மற்றும்&#39; பயன்படுத்தப்பட்டது),ଶେଷ (ଡିଜିଟାଲ୍ / ବିମାନ ତର୍କ &#39;ଏବଂ&#39; ବ୍ୟବହୃତ)
இறுதி சுற்று,ଶେଷ ସର୍କିଟ |
இறுதி வாயில் மற்றும் வாயில்,ଶେଷ ଫାଟକ ଏବଂ ଫାଟକ |
செயல்பாடு அல்ல (விலக்கு),ଶେଷ ନୁହେଁ ଅପରେସନ୍ (ବହିଷ୍କାର)
"1. அனிமேஷன், 2. அதிர்வு","1. ଆନିମେସନ୍, 2. କମ୍ପନ |"
குறிப்பு,ଧ୍ୟାନ ଦିଅନ୍ତୁ
முரண்பாடு,ଅସଙ୍ଗତି |
முந்தைய,ପୂର୍ବ
முன்கூட்டிய பேஜிங்,ଆଶାକର୍ମୀ ପେଜିଂ |
எதிர்-சமச்சீர்,କାଉଣ୍ଟର-ସିମେଟ୍ରିକ୍ |
வைரஸ் தடுப்பு திட்டம்,ଆଣ୍ଟିଭାଇରାଲ୍ ପ୍ରୋଗ୍ରାମ୍ |
"1. ஆப்லெட், 2. விண்ணப்பம்","1. ଆପଲେଟ୍, 2 ପ୍ରୟୋଗ"
பயன்பாட்டு டெவலப்பர்,ପ୍ରୟୋଗ ବିକାଶକାରୀ |
பயன்பாட்டு நிரலாக்கம்,ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ
"1. பயன்பாட்டு நிரலாக்க இடைமுகம், 2. பயன்பாட்டு நிரலாக்க இடைமுகம் (API)","1. ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍, 2 ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍ (API)"
பயன்பாட்டு மென்பொருள்,ପ୍ରୟୋଗ ସଫ୍ଟୱେର୍
பயன்பாட்டு மொழி,ପ୍ରୟୋଗ ଭାଷା
தோராயக் கொள்கை,ଆନୁମାନିକ ନୀତି
கட்டமைப்பு,ଗଠନ
புல பரிமாற்றம்,କ୍ଷେତ୍ର ସ୍ଥାନାନ୍ତର
"1. அளவுரு, சுயாதீன மாறி, 2. கோணம்","1. ପାରାମିଟର, ସ୍ independent ାଧୀନ ଭେରିଏବଲ୍, 2. କୋଣ"
"1. எண்கணிதம் மற்றும் தர்க்கவியல் அலகு, 2. எண்கணிதம் மற்றும் தர்க்கவியல் அலகு","1. ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ, ୨। ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ |"
எண்கணித சரிபார்ப்பு,ଗାଣିତିକ ଯାଞ୍ଚ |
எண்கணித மாறிலி,ଗାଣିତିକ ସ୍ଥିର |
எண்கணித தரவு,ଗାଣିତିକ ତଥ୍ୟ
எண்கணித அறிவுரை,ଗାଣିତିକ ନିର୍ଦ୍ଦେଶ
கணிதம் மற்றும் தருக்க அலகு (ALU),ଗାଣିତିକ ଏବଂ ଲଜିକାଲ୍ ୟୁନିଟ୍ (ALU)
ARPA Net (RPNet),ARPA ନେଟ (RPNet)
வரிசை,ଆରେ
"1. வரிசை கேச், 2. வரிசை வேகம், 3. வரிசை நினைவகம்","1. ଆରେ କ୍ୟାଚ୍, 2 ଆରେ ଗତି, 3 ଆରେ ମେମୋରୀ"
வரிசை கணினி,ଆରେ କମ୍ପ୍ୟୁଟର |
வரிசை உறுப்பு,ଆରେ ଉପାଦାନ |
வரிசை பெயர்,ଆରେ ନାମ
வரிசை செயலி,ଆରେ ସଞ୍ଚାଳକ
அம்புக்குறி விசை,ତୀର କି
ஒப்பந்தம்,ଚୁକ୍ତି
சந்திப்பு முனை,ଜଙ୍କସନ୍ ପଏଣ୍ଟ |
செயற்கை சுருக்கம்,କୃତ୍ରିମ ସଙ୍କୋଚନ |
செயற்கை கட்டுப்பாடு,କୃତ୍ରିମ ନିୟନ୍ତ୍ରଣ |
செயற்கை உணர்வு,କୃତ୍ରିମ ଅର୍ଥ |
ஏற்ற,ଆରୋହଣ
ஏறும் வகை,ଆରୋହଣ କ୍ରମ
ascii எழுத்துக்கள்,ascii ବର୍ଣ୍ଣମାଳା |
ascii கட்டுப்பாட்டு சின்னம்,ascii ନିୟନ୍ତ୍ରଣ ପ୍ରତୀକ |
ascii கோப்பு,ascii ଫାଇଲ୍ |
ascii எழுத்துரு,ascii ଫଣ୍ଟ
ASCII பரிமாற்றம்,ASCII ସ୍ଥାନାନ୍ତର |
விகிதம்,ଆନୁମାନିକ ଅନୁପାତ
"1. ஆஸ்பி, 2. ASPI","1. ଆସ୍ପି, ୨ ASPI"
ஏ எஸ் ஆர் கலாட்,ଏକ S R କାଲାଡ୍ |
"1. நினைவாற்றல், 2. அசெம்பிளிங், 3. ஒன்று சேர்க்க","1. ସ୍ମରଣ, ୨ ଏକତ୍ରିତ, 3 ଏକତ୍ର ହେବା"
"1. அசெம்பிளர், 2. நினைவூட்டல்","1. ଏକତ୍ରକାରୀ, 2 ସ୍ମରଣୀୟ"
"1. அசெம்பிளிங், 2. நினைவு","1. ଏକତ୍ର ହେବା, 2 ସ୍ମରଣ"
"1. மனப்பாடம் மொழி, 2. ஒருங்கிணைக்கும் மொழி","1. ସ୍ମୃତି ଭାଷା, ୨। ଭାଷା ଏକତ୍ର କରିବା |"
உறுதியை,ନିଷ୍ଠା
"1. குறிப்பிட்ட வேலை, 2. ஒதுக்கீடு","1. ନିର୍ଦ୍ଦିଷ୍ଟ କାର୍ଯ୍ୟ, 2 ଆବଣ୍ଟନ"
தோழமை,ସାଥୀତା
துணை முகவரி,ସହଯୋଗୀ ଠିକଣା
"1. துணை நினைவகம், 2. துணை நினைவகம்","1. ଆସୋସିଏଟିଭ୍ ମେମୋରୀ, 2 ସହଯୋଗୀ ସ୍ମୃତି"
நட்சத்திரம் (* அடையாளம்),ନକ୍ଷତ୍ର (* ଚିହ୍ନ)
சமச்சீரற்ற,ଅସୀମିତ |
"1. ஒத்திசைவற்ற , 2. ஒத்திசைவற்ற","1. ଅସନ୍ତୁଳିତ, 2 ଅସନ୍ତୁଳିତ |"
ஒத்திசைவற்ற டிஜிட்டல் சந்தாதாரர் வரி (ADSL),ଅସନ୍ତୁଳିତ ଡିଜିଟାଲ୍ ସବସ୍କ୍ରାଇବର ଲାଇନ (ADSL)
ஒத்திசைவற்ற நேரப் பிரிவு மல்டிபிளெக்சிங் (ATDM),ଅସନ୍ତୁଳିତ ସମୟ ବିଭାଗ ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ (ATDM)
ஒத்திசைவற்ற பரிமாற்றம்,ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର |
ஒத்திசைவற்ற பரிமாற்ற முறை (ATM),ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର ମୋଡ୍ (ଏଟିଏମ୍)
"1. அணு, 2. பரமன்","1. ପରମାଣୁ, ୨ ପରମାନ"
இணைக்கப்பட்ட ஆவணம்,ସଂଲଗ୍ନିତ ଡକ୍ୟୁମେଣ୍ଟ୍ |
"1. இணைக்கப்பட்ட கோப்பு/ஏவுகணை, 2. இணைக்கப்பட்டுள்ள கோப்பு","1. ସଂଲଗ୍ନ ଫାଇଲ୍ / ମିସାଇଲ୍, 2 ସଂଲଗ୍ନ ଫାଇଲ୍ |"
"1. அடைப்பு, 2. இணைந்த","1. ଆବଦ୍ଧ, 2 ଅନୁବନ୍ଧିତ"
"1. பண்புகள், 2. சிறப்பு","1. ଗୁଣ, 2 ବିଶେଷତା"
கேட்கக்கூடிய,ଶ୍ରବଣଯୋଗ୍ୟ |
"1. தணிக்கை நிரலாக்கம், 2. தணிக்கை நிரலாக்கம்","1. ଅଡିଟ୍ ପ୍ରୋଗ୍ରାମିଂ, 2 ପ୍ରୋଗ୍ରାମିଂ ଅଡିଟ୍ କରନ୍ତୁ |"
கணக்கு சரிபார்ப்பு,ଖାତା ଯାଞ୍ଚ |
பதவி உயர்வு,ପଦୋନ୍ନତି
சான்றிதழ் நெறிமுறை,ପ୍ରମାଣପତ୍ର ପ୍ରୋଟୋକଲ୍ |
எழுதும் முறை,ଲେଖକ ପଦ୍ଧତି
"1. அதிகாரம், 2. அதிகாரம், 3. தீர்ப்பாயம்","1. ପ୍ରାଧିକରଣ, ୨ ପ୍ରାଧିକରଣ, 3 ଟ୍ରିବ୍ୟୁନାଲ"
தானியங்கு சுருக்கம்,ଅଟୋ ଅବଷ୍ଟ୍ରାକ୍ଟ |
"1. ஆட்டோ பூட்டிங், 2. சுய துவக்கம்","1. ଅଟୋ ବୁଟିଙ୍ଗ୍, 2 ସେଲ୍ ବୁଟ୍"
ஆட்டோகேட் (ஒரு கணினி மொழி),ଅଟୋକ୍ୟାଡ୍ (ଏକ କମ୍ପ୍ୟୁଟର ଭାଷା)
தானாக உள்நுழைவு,ଅଟୋ ଲଗ୍ ଅନ୍ |
தானியங்கி,ଅଟୋମେଟା |
தானியங்கு கோட்பாடு,ସ୍ୱୟଂଚାଳିତ ତତ୍ତ୍। |
தானியங்கி கணக்கீடு,ସ୍ୱୟଂଚାଳିତ ଗଣନା
தானியங்கி தரவு செயலாக்கம்,ସ୍ୱୟଂଚାଳିତ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
தானியங்கி பிழை திருத்தம்,ସ୍ୱୟଂଚାଳିତ ତ୍ରୁଟି ସଂଶୋଧନ |
தானியங்கு செயல்பாடு,ଅଟୋ ଫଙ୍କସନ୍
"1. தானியங்கி அட்டவணைப்படுத்தல், 2. தானியங்கி பட்டியல்","1. ସ୍ୱୟଂଚାଳିତ ସୂଚକାଙ୍କ, 2 ସ୍ୱୟଂଚାଳିତ ତାଲିକା |"
தானியங்கு சேகரிப்பு அழைப்பு,ଅଟୋ-ସଂଗ୍ରହ କଲ୍ |
"1. தானியங்கி நிரலாக்கம், 2. தானியங்கி நிரலாக்க","1. ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ, 2 ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ |"
"1. தானியங்கி மீட்பு திட்டம், 2. தானியங்கி மீட்பு திட்டம்","1. ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ, 2. ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ |"
தானியங்கி வழக்கம்,ଅଟୋ ରୁଟିନ୍ |
தானியங்கி கணினி மீட்பு,ସ୍ୱୟଂଚାଳିତ ତନ୍ତ୍ର ପୁନରୁଦ୍ଧାର
"1. தானியங்கி பணம் செலுத்தும் இயந்திரங்கள் (ATM), 2. வங்கி ஏ.டி.எம்","1. ସ୍ୱୟଂଚାଳିତ ଟେଲର୍ ମେସିନ୍ (ଏଟିଏମ୍), ୨ | ଆତ୍ମ ପ୍ରତ୍ୟାହାର ପାଇଁ ବ୍ୟାଙ୍କ ଏଟିଏମ୍ |"
தானியங்கி,ସ୍ୱୟଂଚାଳିତ
"1. ஆட்டோபிளே , 2. ஆட்டோ நடை","1. ଅଟୋପ୍ଲେ, 2 ଅଟୋ ଚାଲିବା |"
குரல் கொடுத்தல்,କଣ୍ଠଦାନ
உதவியாளர்,ସହକାରୀ
துணை நினைவகம்,ସହାୟକ ସ୍ମୃତି
துணை சேமிப்பு,ସହାୟକ ଷ୍ଟୋରେଜ୍
கிடைக்கும் பட்டியல்,ଉପଲବ୍ଧ ତାଲିକା |
கிடைக்கும் நேரம்,ଉପଲବ୍ଧ ସମୟ |
சராசரி,ହାରାହାରି
AWK (ஒரு கணினி கட்டளை),AWK (ଏକ କମ୍ପ୍ୟୁଟର ନିର୍ଦ୍ଦେଶ)
பிறகு,ପରେ
பின் செயலி,ପୋଷ୍ଟ ପ୍ରୋସେସର୍ |
பின்புற செயல்பாடு நீக்கம்,ପରବର୍ତ୍ତୀ କାର୍ଯ୍ୟ ବିଲୋପ |
பின்னணி செயலாக்கம்,ପୃଷ୍ଠଭୂମି ପ୍ରକ୍ରିୟାକରଣ |
துணை கடைகள்,ଆନୁଷଙ୍ଗିକ ଷ୍ଟୋରଗୁଡିକ |
மீண்டும் ஒட்டுதல்,ପଛ ପ୍ୟାଚିଂ |
"1. மேற்கு, 2. பின்வெளி","1. ପଶ୍ଚିମ, ୨ ବ୍ୟାକସ୍ପେସ୍ |"
பின்வாங்குதல்,ବ୍ୟାକଟ୍ରାକ୍
"1. காப்புப்பிரதி , 2. கொடுக்கப்படுவதுடன்","1. ବ୍ୟାକ୍ ଅପ୍, 2 ପରିଶୋଧ"
"1. நிரப்பு நினைவகம், 2. காப்பு நினைவகம்","1. ସଂପୃକ୍ତ ସ୍ମୃତି, ୨। ବ୍ୟାକ୍ ଅପ୍ ମେମୋରୀ |"
மீண்டும் பிழை திருத்தம்,ପଛ ତ୍ରୁଟି ସଂଶୋଧନ |
(வருமானம்-செலவு) இருப்புநிலை,(ଆୟ-ବ୍ୟୟ) ବାଲାନ୍ସ ସିଟ୍ |
கட்டு,ବ୍ୟାଣ୍ଡେଜ୍ |
"1. பேண்ட் அகலம், 2. அலைவரிசை/திறன்","1. ବ୍ୟାଣ୍ଡ ଓସାର, 2 ବ୍ୟାଣ୍ଡୱିଡଥ୍ / ସାମର୍ଥ୍ୟ |"
வங்கியாளர் வழிமுறை,ବ୍ୟାଙ୍କର ଆଲଗୋରିଦମ |
"1. பார் குறியீடு, 2. பார் குறியீடு","1. ବାର୍ କୋଡ୍, 2 ବାର୍ କୋଡ୍"
பட்டை குறி படிப்பான் வருடி,ବାରକୋଡ୍ ସ୍କାନର୍ |
சட்ட வரைபடம்,ବାର୍ ଗ୍ରାଫ୍ |
அடிப்படை முகவரி,ମୂଳ ଠିକଣା
அடிப்படை இசைக்குழு,ବେସ୍ ବ୍ୟାଣ୍ଡ |
ஆதார் எண்,ଆଧାର ସଂଖ୍ୟା
அடிப்படை அட்டவணை,ଆଧାର ଟେବୁଲ୍ |
அடிப்படை (ஒரு கணினி மொழி),ବେସିକ୍ (ଏକ କମ୍ପ୍ୟୁଟର ଭାଷା)
"1. அடிப்படை கட்டுப்பாடு, 2. அடிப்படை கட்டுப்பாடு","1. ମ Basic ଳିକ ନିୟନ୍ତ୍ରଣ, ୨। ଆଧାର ନିୟନ୍ତ୍ରଣ |"
"1. அசல் முதலீடு, 2. அடிப்படை முதலீடு","1. ମୂଳ ବିନିଯୋଗ, ୨। ମୂଳ ବିନିଯୋଗ |"
அடிப்படை அறிவுறுத்தல்,ମ basic ଳିକ ନିର୍ଦ୍ଦେଶ
அடிப்படை பிரச்சினை,ମୂଳ ସମସ୍ୟା |
அடிப்படை நிலை,ମ basic ଳିକ ପର୍ଯ୍ୟାୟ |
"1. தொகுதி, 2. குழு, 3. பேரழிவு","1. ବ୍ୟାଚ୍, ୨ ଗୋଷ୍ଠୀ, 3 ବିପର୍ଯ୍ୟୟ |"
"1. தொகுதி கோப்பு, 2. தொகுதி கோப்பு","1. ବ୍ୟାଚ୍ ଫାଇଲ୍, 2 ବ୍ୟାଚ୍ ଫାଇଲ୍ |"
தொகுதி நிலை,ବ୍ୟାଚ୍ ସ୍ଥିତି
"1. தொகுதி செயலாக்கம், 2. குழு செயலாக்கம்","1. ବ୍ୟାଚ୍ ପ୍ରକ୍ରିୟାକରଣ, 2 ଗୋଷ୍ଠୀ ପ୍ରକ୍ରିୟାକରଣ |"
"1. தொகுதி அமைப்பு, 2. கவண் அமைப்பு","1. ବ୍ୟାଚ୍ ସିଷ୍ଟମ୍, 2 କାଟାପଲ୍ଟ ସିଷ୍ଟମ୍ |"
பாட்,baud
பாட் விகிதம்,ବାଉଡ୍ ହାର
கற்றை கற்றை,ବିମ୍ ବିମ୍ |
"1. வழிகாட்டுதல்கள், 2. தொகுதி குறி","1. ନିର୍ଦ୍ଦେଶାବଳୀ, ୨ ବ୍ୟାଚ୍ ମାର୍କ"
இருதரப்பு தொடர்பு,ଦ୍ୱି-ଦିଗୀୟ ଯୋଗାଯୋଗ |
நேரடி இணைப்பு,ସିଧାସଳଖ ଲିଙ୍କ୍ |
பைனரி குறியீடு,ବାଇନାରୀ କୋଡ୍ |
பைனரி இலக்கங்கள்,ବାଇନାରୀ ସଂଖ୍ୟା
