Hindi,English
अक्षरात्मक संप्रतीक,alphabetic character
एकांतर कोण,alternate angle
"एकांतर समघात प्रत्यावर्ती रूप,",alternating form
एकांतर समूह,alternating group
एकांतर आव्यूह,alternating matrix
एकांतर श्रेणी,alternating series
वैकल्पिक परिकल्पना,alternative hypothesis
वैकल्पिक इष्टमत,alternative optima
वैकल्पिक परिणाम,alternative outcome
अनुरूप-अंकीय परिवर्तक,analog-to-digital converter
"अनुरूप कम्प्यूटर,",analogue computer
विश्लेषण,analysis
सहप्रसरण-विश्लेषण,analysis of covariance
गणन-आंकड़ों का विश्लेषण,analysis of enumeration data
प्रसरण-विश्लेषण,analysis of variance
विश्लेषिक ज्यामिति,analytic geometry
विश्लेषिक फलन,analytic function
कोण,angle
स्पर्श-कोण,angle of contact
विक्षेप-कोण,angle of deflection
अवनमन-कोण,angle of depression
विचलन-कोण,angle of deviation
विवर्तन-कोण,angle of diffraction
उन्नयन-कोण,angle of elevation
आपतन-कोण,angle of incidence
प्रक्षेप-कोण,angle of projection
परावर्तन-कोण,angle of reflection
अपवर्तन-कोण,angle of refraction
घूर्णन-कोण,angle of rotation
पूर्ण परावर्तन-कोण,angle of total reflection
कोणीय त्वरण,angular acceleration
कोणीय गति,angular motion
कोणीय चाल,angular speed
कोणीय वेग,angular velocity
वलयिका,annulus
उत्तर,answer
प्रति-अवकलज,anti – derivative
प्रतिसममित फलन,antisymmetric function
"आच्छाद्य , अनु प्रयोज्य, लागू",applicable
"अनुप्रयोग उपयोजन,",application
अनुप्रयुक्त गतिशील प्रोग्रामन,applied dynamic programming
अनुप्रयुक्त ज्यामिति,applied geometry
अनुप्रयुक्त गणित,applied mathematics
अनुप्रयुक्त सांख्यिकी,applied statistics
"सन्निकटतः, लगभग",approximately
सन्निकटतः संतत फलन,approximately continuous function
"स्थूल विधि, सन्निकट विधि",approximate method
सन्निकट हल,approximate solution
सन्निकटन-समस्या,approximation problem
सन्निकटन-गुणधर्म,approximation property
अभिक्षमता-परीक्षावली,aptitude test battery
आरगाँ आरेख,Argand diagram
स्वेच्छगहीतृ,arbitrarily chosen
"स्वेच्छ, यादृच्छिक",arbitrary
स्वेच्छ अचर,arbitrary constant
स्वेच्छ अवयव,arbitrary element
स्वेच्छ बिन्दु,arbitrary point
आर्किमीडी नियम,Archemedean law
आर्किमीडीज़ का नियम,Archimedes principle
"चाप-दैर्घ्य, चाप-लम्बाई",arc length
वत्तृ चाप,arc of circle
प्रतिलोम ज्या बंटन,arc sine distribution
प्रतिलोम ज्या रूपांतरण,arc sine transformation
" क्षेत्र , क्षेत्रफल",area
क्षेत्रीय विन्यास,areal texture
सम्मिश्र संख्या का कोणांक,argument of complex number
समांतर माध्य,arithmetic mean
अंकीय संक्रिया,arithmetic operation
अंकीय एकक,arithmetic unit
"विन्यास, व्यवस्था",arrangement
"व्यूह , सरणी",array
कृत्रिम उपग्रह,artificial satellite
कृत्रिम चर,artificial variable
आरोहण करना,ascend
आरोही,ascending
परिमाण का आरोही क्रम,ascending order of magnitude
आरोही श्रेणी,ascending series
कोडांतरक भाषा,assembler language
"नियतन समस्या नियतन प्रश्न,",assignment problem
साहचर्य नियम,associative law
संकारकों का साहचर्य नियम,associative law of operators
साहचर्य-संक्रिया,associative operation
सहचारिता,associativity
कल्पित माध्य,assumed mean
कल्पित प्रायिकता बंटन,assumed probability distribution
" कल्पना , गृहीत,",assumption
ज्योतिष,astrology
"अंतरिक्षयानिक इंजीनियर अंतराळी अभियंता,",astronautical engineer
खगोलज्ञ*,astronomer
खगोलीय घड़ी,astronomical clock
खगोलिकी,astronomy
असममित वक्र,asymmetrical curve
असममिति,asymmetry
अनंतस्पर्शी,asymptote
उपगामी,asymptotic
उपगामी दक्ष आकलक,asymptotically efficient estimator
उपगामी अनभिनत आकलक,asymptotically unbiased estimator
उपगामी आचरण,asymptotic behavior
उपगामी बंटन-फलन,asymptotic distribution function
उपगामी प्रसार,asymptotic expansion
वायु मंडलीय दाब,atmospheric pressure
"यदृच्छया,",at random
गुण*,attribute
गुण-प्रतिचयन-क्रियाविधि,attributes sampling procedure
संवर्धित आव्यूह,augmented matrix
स्वसहसंबंध गुणांक,autocorrelation coefficient
स्वसहसंबंध फलन,autocorrelation function
स्वसहप्रसरण,autocovariance
स्वचालित अभिकलित्र,automatic computer
स्वसमाश्रयण,autoregression
सहायक समीकरण,auxiliary equation
माध्य प्रतिदर्श संख्या वक्र (मा.प्र.सं. वक्र),average sample number curve (A.S.N. Curve)
" स्वयंसिद्‌ध , अभिगृहीत",axiom
अभिगहीती दृष्टिकोण,axiomatic approach
प्रायिकता अभिगृहीत,axiom of probability
अक्ष,axis
भुजाक्ष,axis of abscissa
भू-अक्ष,axis of earth
परिक्रमण-अक्ष,axis of revolution
घूर्णन अक्ष,axis of rotation
प्रचक्रण-अक्ष,axis of spin
पश्च-प्रतिस्थापन,back-substitution
पश्चांतर,backward difference
पश्च अंतर्वेशन-सूत्र,backward-interpolation formula
"तुला, तराजू , संतु लन , शेष, बाकी , संतुलित होना, संतुलित करना",balance
संतुलित अभिकल्पना,balanced design
तुलन-पत्र,balance sheet
प्रक्षेपास्त्र,ballistic missile
"प्राक्षेपिकी, अस्त्र विज्ञान",ballistics
" स्तंभ, शलाका, सिल, सिल्ली, दंड, छड़, पट्टी , रोधिका, भित्ति , बार , रेखा, रेखिका , परीक्षण रेखा, धार",bar
"आधार , क्षारक , अधम , मूल , बेस",base
आधार कोण,base angle
"लघुगणक का आधार, लॉगरिथ्म का आधार",base of logarithm
"आधारी, मूल,",basic
आधारी सुसंगत हल,basic feasible solution
आधारी हल,basic solution
आधारी चर,basic variable
आधारक,basis
आधार अवयव,basis element
आधारी आव्यूह,basis matrix
सदिश समष्टि का आधार,basis of a vector space
उपसमष्टि का आधार,basis of subspace
बेज़-आकल,Bayesian estimate
बेज़-नियम,Bayes' law
बेज़-प्रमेय,Bayes' theorem
बर्नूली-बंटन,Bernoulli distribution
बर्नूली संख्या,Bernoulli number
बर्नूली प्रायिकता-फलन,Bernoulli probability function
बर्नूली-समीकरण,Bernoulli's equation
बेरी फलन,Berry function
श्रेष्ठतम आसंजन,best fit
श्रेष्ठतम आसंजन रेखा,best - fit line
सर्वोत्तम हल,best solution
सर्वोत्तम युक्तियाँ,best strategies
बीटा बंटन,beta distribution
"अभिनति, बायस",bias
अभिनत आकल,biased estimate
द्विप्रसंवादी समीकरण,biharmonic equation
एकैकी आच्छादन,bijection
एकैकी आच्छादी प्रतिचित्र,bijective map
एकैकी आच्छादी प्रतिचित्रण,bijective mapping
द्विएकघाती समघात,bilinear form
द्विरैखिक फलन,bilinear function
द्विरैखिक हर्मिटीय समघात,bilinear Hermitian form
"द्वि-चर, द्वि-आधारी, द्वयी",binary
"द्वि-आधारी कोड, द्विआधारी कूट",binary code
"द्वि-आधारी कूट दशमलव, द्वि-आधारी कोडित दशमलव",binary coded decimal
द्वि-आधारी कूटलेखन,binary coding
द्वि-आधारी अभिकलित्र,binary computer
द्वि-आधारी अंक,binary digit
द्विआधारी संक्रिया,binary operation
द्विआधारी पद्‌धति,binary system
द्विआधारी चर,binary variable
द्विपद गुणांक,binomial coefficient
द्विपद बंटन,binomial distribution
द्विपद समीकरण,binomial equation
द्विपद प्रसरण,binomial expansion
द्विपद व्यंजक,binomial expression
द्विपद यादृच्छिक चर,binomial random variable
द्विपद-प्रमेय,binomial theorem
"अर्धन, द्विभाजन",bisection
"समद्विभाजन विधि, अर्धीकरण विधि",bisection method
"अर्धक, द्विभाजक",bisector
"द्विपंक्तिक, द्विश्रेणिक",biserial
"द्वयंक (द्विआधारी अंक) , अणी, बरमी , टूक",bit
द्विचर द्विपद-बंटन द्विचल,bivariate binomial distribution
द्विचर सहसंबंध गुणांक,bivariate correlation coefficient
द्विचर बंटन,bivariate distribution
द्विचर प्रसामान्य-बंटन,bivariate normal distribution
द्विसदिश,bivector
बोल्ट्मान समीकरण,Boltzmann equation
बूलीय बीजावली*,Boolean algebra
बोस-आइन्स्टाइन सांख्यिकी,Bose - Einstein statistics
परिसीमा प्रतिबन्ध,boundary condition
परिसीमा स्तर,boundary layer
परिसीमा रेखा,boundary line
परिसीमा मान,boundary value
परिसीमा मान समस्या,boundary value problem
"परिबद्‌ध फलन परिबद्‌ध फल,",bounded function
"परिबद्‌ध मैट्रिक्स, परिबद्‌ध आव्यूह परिबद्‌ध सारणी,",bounded matrix
"परिबद्‌ध प्रदेश परिबद्‌ध प्रदेश,",bounded region
"परिबद्‌ध समच्चय परिबद्‌ध संच,",bounded set
ब्राउनी गति,Brownian motion
परिकलन करना,calculate
परिकलन,calculating
"परिकलन-यंत्र, परिकलित्र",calculating machine
परिकलन*,calculation
परिकलनात्मक क्रिया विधि,calculational procedure
" परिकलित्र , परिकलक",calculator
"कलन, कैलकुलस",calculus
विचरण-कलन,calculus of variation
कैलोरी,calorie
निरसन नियम,cancellation law
विहित समीकरण,canonical equation
विहित रूप,canonical form
"विहित मैट्रिक्स, के नानिकल मैट्रिक्स",canonical matrix
कैन्टर समुच्चय,Cantor set
कैन्टर त्रिआधारी समुच्चय,Cantor's ternary set
परिबंधित परिवहन समस्या,capacitated transportation problem
क्षमता,capacity
केशिका-बल,capillary force
"गणन संख्या, कार्डिनल संख्या",cardinal number
कार्तीय अक्ष,Cartesian axes
कार्तीय निर्देशांक,Cartesian coordinates
कार्तीय गुणन,Cartesian product
समुच्चयों का कार्तीय गुणन,Cartesian product of sets
"केस अध्ययन, वस्तुस्थिति अध्ययन",case study
विपत्तिपूर्ण उच्चावचन,catastrophic fluctuation
कैटिनरी,Catenary
कौशी बंटन,Cauchy distribution
कौशी सूत्र,Cauchy formula
कौशी-गूर्सा-प्रमेय,Cauchy Goursat theorem
कौशी-रीमान-प्रतिबंध,Cauchy Riemann conditions
कौशी अनुक्रम,Cauchy sequence
कौशी समाकल,Cauchy integral
कौशी मुख्य-मान,Cauchy principal value
कौशी अवशेष प्रमेय,Cauchy residue theorem
कैले-हैमिल्टन-प्रमेय,Cayley Hamilton theorem
"खपिंड, खगोलीय पिंड",celestial body
खगोलीय माप,celestial measurement
खगोलीय यांत्रिकी,celestial mechanics
खगोलीय पिंड,celestial object
कोशिका बारंबारता,cell frequency
"गणना , जनगणना",census
शततमक,centile
सेन्टीमीटर,centimeter
सेन्टीमीटर-ग्राम-सेकंड पद्‌धति,centimeter gram second system
"केन्द्रीय , सकेन्द्र",central
केन्द्रीय अक्ष,central axis
केन्द्रीय अंतर,central difference
केन्द्रीय अंतर सूत्र,central difference formula
केन्द्रीय अंतर सारणी,central difference table
केन्द्रीय सीमा प्रमेय,central limit theorem
केन्द्रीय आघूर्ण,central moment
केन्द्रीय संसाधन एकक,central processing unit (C.P.U)
केन्द्रीय प्रवतिृ,central tendency
केन्द्र*,centre
गुरुत्व-केन्द्र,centre of gravity
समूह-केन्द्र,centre of group
संहति-केन्द्र,centre of mass
सममिति-केन्द्र,centre of symmetry
अपकेन्द्री बल,centrifugal force
अभिकेन्द्र-बल,centripetal force
"केन्द्रक मध्यगासंपात,",centroid
निश्चितता,certainty
c.g.s.पद्‌धति,c.g.s. system
c.g.s.मात्रक,c.g.s. unit
अवकलन का शृंखला नियम,chain rule of differentiation
संयोग हेतु,chance causes
सांयोगिक चाल,chance moves
अक्ष-परिवर्तन,change of axes
"आधार परिवर्तन पायाधार-बदल,",change of basis
क्रम परिवर्तन,change of order
अभिलक्षणिक गुणांक,characteristic coefficient
अभिलक्षणिक सारणिक,determinant
अभिलक्षण-समीकरण,characteristic equation
"अभिलक्षण-फलन, कैरेक्टेरिस्टिक फलन",characteristic function
लघुगणक का पूर्णांश,characteristic of logarithm
"अभिलक्षणिक बहुपद,",characteristic polynomial
अभिलक्षणिक मान,characteristic value
अभिलक्षणिक सदिश,characteristic vector
संप्रतीक समुदाय,character set
"चार्ट, संचित्र तक्ता,",chart
काई-वर्ग बंटन,chi-square distribution
काई-वर्गं सूत्र,chi-square formula
काई-वर्ग परीक्षण,chi-square test
जीवा*,chord
जीवा-द्विभाजन-विधि,chord-bisection method
बीजलिखित संदेश,cipher message (=coded message)
"शून्य, सिफर",cipher (zero)
वृत्त*,circle
अभिसरण वत्तृ,circle of convergence
परिपथ आव्यूह,circuit matrix
"वृत्ताकार, वर्तुल,",circular
वर्तुल अनंतस्पर्शी,circular asymptote
वृत्तीय कंडुलिनी,circular helix
वर्तुल गति,circular motion
परिकेन्द्र,circumcentre
परिवृत्त*,circumcircle
"परिगत करना, परितः खींचना",circumscribe
परिगत,circumscribed
परिवृत,circumscribed circle
चिरप्रतिष्ठित निगमनिक,classical deductive technique
चिरप्रतिष्ठित गतिकी,classical dynamics
चिरप्रतिष्ठित इष्टतमन,classical optimization
चिरप्रतिष्ठित वित्तनाश समस्या,classical ruin problem
चिरप्रतिष्ठित सांख्यिकीय यांत्रिकी,classical statistical mechanics
त्रुटियों का वर्गीकरण,classification of errors
वर्ग-अंतराल,class interval
वर्गांतराल एकक,class-interval unit
वर्ग-सीमा,class limit
दक्षिणावर्त,clockwise
संविवृत,clopen (= closed and open)
"संवृत, बंद",closed
संवृत अवमख समावरक,closed convex hull
संवृत घन,closed cube
"बंद वक्र, संवृत वक्र",closed curve
संवृत प्रांत,closed domain
बंद आकृति,closed figure
संवृत अंतराल,closed interval
"संवृत प्रदेश, बंद प्रदेश",closed region
संवृत समच्चय,closed set
"बंद पृष्ठ, संवृत पृष्ठ",closed surface
" निमीलन, वेष्टन , संवरक",closure
संवरण-संकारक (संवरक),closure operator
संवरक-बिन्दु,closure point (= contact point)
संवरक-अभिगृहीत,closure postulate
संवरक समुच्चय,closure set
गुच्छ बिन्दु,cluster point
गुच्छ प्रतिचयन,cluster sampling
गुच्छ समुच्चय,cluster set
समाक्ष वृत्त,coaxial circles
समाक्ष परवलय,coaxial parabolas
समाक्ष समतल,coaxial planes
समाक्ष त्रिभुज,coaxial triangles
कोब-डगलस फलन,Cobb - Douglas function
" कूटलेखन, कोडन , संकेतन",coding
सामग्री का संकेतीकरण,coding of data
सहप्रांत,co-domain
गुणांक आव्यूह,coefficient matrix
सहसंबंध-गुणांक,coefficient of correlation
निर्धारण गुणांक,coefficient of determination
प्रत्यास्थता गुणांक,coefficient of elasticity
प्रसार गुणांक,coefficient of expansion
घर्षण गुणांक,coefficient of friction
अनुदैर्घ्य प्रसार का गुणांक,coefficient of linear expansion
समाश्रयण गुणांक,coefficient of regression
पृष्ठ तनाव का गुणांक,coefficient of surface tension
विचरण गुणांक,coefficient of variation
"सह-खण्ड, सह गुणन खंड,सहकारक",cofactor
सिक्का उछाल,coin throw (coin toss)
प्रतिदर्श-संचय,collection of sample
सरेख,collinear
सरेखता,collinearity
"स्तंभ, कॉलम",column
स्तंभतुल्यता,column equivalence
स्तंभ-तुल्य,column equivalent
स्तंभ तुल्य आव्यूह,column equivalent matrix
स्तंभ आव्यूह,column matrix
स्तंभ कोटि,column rank
स्तंभ समानीत सोपानक आव्यूह,column reduced echolon matrix
स्तंभ सदिश,column vector
स्तंभानुसार,columnwise
संयुक्त समीकरण,combined equation
"उभयनिष्ठ कोण, सर्वनिष्ठ कोण",common angle
सर्वनिष्ठ अक्ष,common axis
"सर्वनिष्ठ आधार, उभयनिष्ठ बेस",common base
सार्व हर,common denominator
सार्व अंतर,common difference
" सार्वगुणन-खंड, समापवर्तक , सार्व उपादान",common factor
"साधारण लघुगणक, साधारण लॉगेरिथ्म",common logarithm
"सार्व गुणज, समापवर्त्य",common multiple
सार्व अनुपात,common ratio
सर्वनिष्ठ परिच्छेद,common section
सर्वनिष्ठ भुजा,common side
"उभयनिष्ठ स्पर्शरखा, सर्वनिष्ठ स्पर्शरेखा",common tangent
सर्वनिष्ठ पद,common term
क्रमविनिमेय नियम,commutative law
क्रमविनिमेय गुणधर्म,commutative property
क्रमविनिमेय-नियम,commutative rule
योग का क्रमविनिमेय नियम,commutative law of addition
गुणन का क्रमविनिमेय नियम,commutative law of multiplication
क्रमविनिमेय संक्रिया,commutative operation
क्रमविनिमेयक समूह,commutator group
आव्यूहों का क्रमविनिमेय,commuting of matrices
संहत समुच्चय,compact set
"तुलनात्मकता, तुलनीयता",comparability
माध्यों की तुलना,comparision of means
प्रतिशतता-तुलना,comparision of percentage
तुलना परीक्षण,comparision test
सुसंगत समीकरण,compatibility equation
स्पर्धी खेल,competitive game
स्पर्धी स्थिति,competitive situation
स्पर्धी युक्ति,competitive strategy
" अनुभाषक , संकलक",compiler
पूरक,complementary
पूरक कोण,complementary angle
पूरक घटना,complementary event पूरक घटना
पूरक कारक,complementary factor
पूरक फलन,complementary function
पूरक अर्ध समष्टि,complementary half space
पूरक अंतराल,complementary interval
पूरक समुच्चय,complementary set
"पूरकीकरण, पूरक-निर्धारण",complementation
पूरक समुच्चय,complement of a set
पूर्ण गणना,complete census
पूर्ण सहसंबंध मैट्रिक्स,complete correlation matrix
पूर्ण दरीक समष्टि,complete metric space
पूर्ण प्रसामान्यलांबिक समुच्चय,complete orthonormal set
पूर्ण चतुष्कोण,complete quadrangle
पूर्ण भागफल,complete quotient
पूर्ण समुच्चय,complete set
पूर्ण हल,complete solution
पूर्णतया यादृच्छिकीकृत अभिकल्पना,completely randomised design
सम्मिश्र स्वतंत्र चर,complex argument
सम्मिश्र संयुग्मी,complex conjugate
सम्मिश्र अवकलन,complex differentiation
सम्मिश्र फलन,complex function
सम्मिश्र समाकलन,complex integration
सम्मिश्र आव्यूह,complex matrices
सम्मिश्र संख्या,complex number
सम्मिश्र संख्या क्षेत्र,complex number field
सम्मिश्र लांबिक आव्यूह,complex orthogonal matrix
सम्मिश्र समतल,complex plane
सम्मिश्र राशि,complex quantity
सम्मिश्र व्युत्क्रम,complex reciprocal
सम्मिश्र परिणामी,complex resultant
सम्मिश्र समष्टि,complex space
सम्मिश्रमानी फलन,complex valued function
सम्मिश्र चर,complex variable
योगांतरानुपात,componendo and divindendo
" घटक , संबद्‌ध घटक",component
घटक विश्लेषण,component analysis
प्रसरण-घटक,component of variance
सदिश-घटक,component of vector
संयुक्त फलन,composite function
संयुक्त परिकल्पना,composite hypothesis
भाज्य संख्या,composite number
संयुक्त श्रेणी,composite series
सदिश-संयोजन,composition of vectors
मिश्र कोण,compound angle
मिश्र भाग,compound division
मिश्र भिन्न,compound fraction
चक्रवृद्‌धि ब्याज,compound interest
मिश्र प्रायिकता,compound probability
संपीड्य प्रवाह,compressible flow
संपीडन,compression
अभिकलन,computation
अभिकलनी सूत्र,computational formula
अभिकलित मान,computed value
"कंप्यूटर, अभिकलित्र (मशीन), अभिकलक (व्यक्ति)",computer
अभिकलित्र कलनविधि,computer algorithm
अभिकलित्र क्रमादेश,computer programme
अभिकलित्र क्रमादेशन,computer programming
अभिकलित्र अनुकार,computer simulation
अभिकलन,computing
उन्मुख फलन,concave function
अवतल बहुभुज,concave polygon
उन्मुख क्रमादेशन,concave programming
संकेन्द्री वतृ,concentric circles
संकेन्द्री वक्र,concentric curves
मूर्त रूप,concrete form
रेखाओं का संगमन,concurrency of lines
संगामी,concurrent
संगामी बल,concurrent forces
सप्रतिबंध घनत्व फलन,conditional density function
सप्रतिबंध बंटन,conditional distribution
सप्रतिबंध प्रत्याशा,conditional expectation
सप्रतिबंध माध्य,conditional mean
सप्रतिबंध प्रायिकता,conditional probability
सरेखता प्रतिबंध,condition of collinearity
संगति प्रतिबंध,condition of consistency
समाकलनीयता का प्रतिबंध,condition of integrability
स्पर्श का प्रतिबंध,condition of tangency
"शंकु, कोन",cone
विश्वास्यता अंतराल,confidence interval
विश्वास्यता अंतराल आकल,confidence interval estimate
विश्वास्यता सीमाएँ,confidence limits
विश्वास्यता क्षेत्र,confidence region
विरोध स्थिति,conflict situation
संनाभि शांकव,confocal conics
संनाभि दीर्घवृत्त,confocal ellipses
संनाभि ज्यामिति,confocal geometry
संनाभि अतिपरवलय,confocal hyperbolae
संनाभि अतिपरवलयज,confocal hyperboloids
संनाभि परवलय,confocal parabola
संनाभि परवलयजीय निर्देशांक,confocal paraboloidal cordinates
"अनुकोण, अनुरूप",conformal
अनुकोण प्रतिचित्रण,conformal mapping
" सर्वांगसमता , द्विप्राचल रेखा-कुल , समशेषता",congruence
द्विप्राचल वृत्त-कुल,congruence of circles
" सर्वांगसम , समशेष",congruent
समतुल्य आव्यूह,congruent matrices
"शांकव, कॉनिक",conic
शंकु-छिन्नक,conical frustum
शंकु-कुण्डलिनी,conical helix
"शांकव काट,शांकव",conical section
शांकव गणित,conics
"शंकु-काट, शंकु-परिच्छेद",conic section
"संयुग्मी (वि.), संयुग्मन होना (क्रि.)",conjugate
संयुग्मी कोण,conjugate angles
संयुग्मी अक्ष,conjugate axis
संयुग्मी सम्मिश्र संख्याएँ,conjugate complex numbers
संयुग्मी दिशा,conjugate directions
संयुग्मी फलन,conjugate functions
मैटिक्स का संयुग्मी,conjugate of matrix
संयुग्मी क्रमचय,conjugate permutation
संयुग्मी परिवर्त,conjugate transpose
"योग, युति",conjuction
क्रमागत,consecutive
क्रमागत संख्याएँ,consecutive numbers
ऊर्जा-संरक्षण,conservation of energy
संहति-संरक्षण,conservation of mass
संरक्षी,conservative
" संगति, अविरोध , गाढ़ता, गाढ़ापन",consistency
संगति प्रतिबंध,consistency condition
"संगत आकल, अविरोधी आकल",consistent estimate
"संगत आकलक, अविरोधी आकलक",consistent estimator
"अविरोधी प्रतिदर्शज, संगत प्रतिदर्शज",consistent statistic
"संगत निकाय, अविरोधी निकाय",consistent system
कन्सॉल,consol
"नियत, स्थिर, अचर, अचल, अपरिवर्ती, एकसमान",constant
एकसमान त्वरण,constant acceleration
अचर फलन,constant function
गुरुत्वांक,constant of gravity
समाकलन-अचर,constant of integration
आनुपातिकता स्थिरांक,constant of proportionality
अचर प्राचल,constant parameter
अचर बहुपद,constant polynomial
नियत समानुपात,constant proportion
एकसमान चाल,constant speed
अचर पद,constant term
एकसमान वेग,constant velocity
रचक समीकरण,constitutive equation
व्यवरोध,constraint
"रचना करना, निर्माण करना",construct
रचना,construction
उपभोक्ता वरीयता,consumer preference
उपभोग फलन,consumption function
स्पर्श-कोण,contact angle
संपर्क बिंदु,contact point
अंतर्विष्ट,contained in
आसंग सारणी,contingency table
सांतत्यक यांत्रिकी,continuum mechanics
वितत भिन्न,continued fraction
वितत गुणनफल,continued product
" सांतत्य , सातत्य",continuity
फलन का सांतत्य,continuity of function
सांतत्य परीक्षण,continuity test
" संतत, अखंड, अविछिन्न, अविरत , सतत",continuous
संतत अवकलज,continuous derivative
संतत बंटन,continuous distribution
उपरितः संतत,continuous from above
संतत फलन,continuous function
संतततः अवकलनीय,continuously differentiable
संतत प्रतिचित्र,continuous map
संतत प्रतिचित्रण,continuous mapping
संतत प्रायिकता घनत्व फलन,continuous probability density function
संतत प्रायिकता बंटन,continuous probability distribution
संतत यादृच्छिक चर,continuous random variable
संतत प्रतिदर्श समष्टि,continuous sample space
संतत चर,continuous variable
संतत तरंग,continuous wave
"सांतत्यक, कन्टिनुअम",continuum
सांतत्यक-अभिगृहीत,continuum hypothesis (= continuum axiom)
वास्तविक-संख्या समुच्चय,continuum of real numbers (= set of real numbers)
सांतत्यक सिद्‌धांत,continuum theory
कन्टूर समाकलन,contour integration
संकुचन प्रतिचित्रण,contraction mapping
विरोध,contradiction
प्रतिपरिवर्त,contravariant
नियंत्रण,control
नियंत्रण-संचित्र,control chart
माध्यों का नियंत्रण संचित्र,control chart for averages
दोषों का नियंत्रण,control chart for defects
परिसरों का नियंत्रण,control chart for ranges
चरों का नियंत्रण,control chart for variables
"अभिसरित करना, अभिसरित होना",converge
माध्य अभिसरण,convergence in mean
वर्ग माध्य अभिसरण,convergence in mean square
प्रायिकता में अभिसरण,convergence in probability
अभिसरण सीमा,convergence limit
अभिसरण त्रिज्या,convergence radius
अभिसरण प्रदेश,convergence region
"अभिसारी (क्रि.), अभिसरक (सं.)",convergent
अभिसारी अनुक्रम,convergent sequence
अभिसारी श्रेणी,convergent series
"विलोम, विपरीत",converse
"विलोमतः व्यत्यासाने,",conversely
रूपांतरण भिन्न,conversion fraction
रूपांतरण सारणी,conversion table
अवमुख,convex
अवमुख पिंड,convex body
अवमुख संयोजन,convex combination
अवमुख समावरक,convex cover (=convex hull)
अवमुख फलन,convex function
अवमुख रैखिक संचय,convex linear combinations
अवमुख रैखिक प्रोग्रामन,convex linear programming
अवमुख दूरीक समष्टि,convex metric space
अवमुख बहुफलक,convex polyhedron
अवमुख प्रोग्रामन,convex programming
अवमुख प्रदेश,convex region
अवमुख समुच्चय,convex set
संवलन,convolution
संवलन समाकल,convolution integral
संवलन प्रमेय,convolution theorem (= faltung theorem)
" निर्देशी, निर्देशांक , उपसहसंयोजकता",coordinate
निर्देशक अक्ष,coordinate axis
निर्देशांक ज्यामिति,coordinate geometry
