Gujarati,Assamese
અલ્ગોરિધમ કાર્યક્ષમતા,এলগৰিদম দক্ষতা
"1. ઈલિયાસ, 2. ઉપનામ, 3. ઉર્ફે","১.ইলিয়াছ, ২. ডাকনাম, ৩. aka"
ગોઠવણી,প্ৰান্তিককৰণ
"1. ફાળવણી, 2. ફાળવણી","১.আবণ্টন, ২. আবণ্টন"
"1. આલ્ફાબેટીક, 2. મૂળાક્ષરોનો ક્રમ","১.বৰ্ণানুক্ৰমিক, ২. বৰ্ণানুক্ৰমিক ক্ৰম"
આલ્ફાન્યૂમેરિક,আলফানিউমেৰিক
"1. આલ્ફાન્યૂમેરિક કીબોર્ડ ,2. આલ્ફાન્યૂમેરિક કીબોર્ડ","1. আলফানিউমেৰিক কিবৰ্ড, 2. আলফানিউমেৰিক কিবৰ্ড"
આલ્ફા-પરીક્ષણ (પ્રથમ સ્તર પરીક્ષણ),আলফা-পৰীক্ষণ (১ম স্তৰৰ পৰীক্ষা)
"1. આલ્ફા સંસ્કરણ, 2. આલ્ફા ફોર્મ","1. আলফা সংস্কৰণ, 2. আলফা ৰূপ"
alt કી,alt কি&#39;
અલ્ટાવિસ્ટા,আলতাভিস্তা
બહુવિધતા,বহুগুণতা
અસ્પષ્ટ વ્યાકરણ,অস্পষ্ট ব্যাকৰণ
અમેરિકન નેશનલ સ્ટેન્ડીઝ ઇન્સ્ટિટ્યુટ (ANSI),আমেৰিকান নেচনেল ষ্টেণ্ডিজ ইনষ্টিটিউট (ANSI)
અમેરિકન સ્ટાન્ડર્ડ કટ (ascii),আমেৰিকান ষ্টেণ্ডাৰ্ড কাট (ascii)
"1. અનુરૂપ, 2. એનાલોગ","1. অনুৰূপ, ২. এনালগ"
"1. એનાલોગ કોમ્પ્યુટર, 2. એનાલોગ કોમ્પ્યુટર","১.এনালগ কম্পিউটাৰ, ২.এনালগ কম্পিউটাৰ"
"1. એનાલોગ ઉપકરણ, 2. એનાલોગ ઉપકરણ","1. এনালগ ডিভাইচ, 2. এনালগ ডিভাইচ"
"1. એનાલોગ મોડેમ, 2. એનાલોગ મોડેમ","1. এনালগ মডেম, 2. এনালগ মডেম"
ડિજિટલ કન્વર્ટર માટે એનાલોગ,এনালগ টু ডিজিটেল কনভাৰ্টাৰ
અંત (ડિજિટલ/પ્લેન લોજિક &#39;અને&#39; વપરાયેલ),শেষ (ডিজিটেল/প্লেন লজিক &#39;আৰু&#39; ব্যৱহৃত)
અંતિમ સર્કિટ,শেষ বৰ্তনী
અંતિમ દરવાજો અને દરવાજો,শেষৰ গেট আৰু গেট
એન્ડ નોટ ઓપરેશન (બાકાત),অপাৰেচন শেষ নহয় (বৰ্জন)
"1. એનિમેશન, 2. કંપન","১.এনিমেচন, ২.কম্পন"
નૉૅધ,দ্ৰষ্টব্য
અસંગતતા,অসামঞ্জস্যতা
અગાઉના,পূৰ্ৱবৰ্তী
આગોતરી પેજીંગ,প্ৰত্যাশিত পেজিং
પ્રતિ-સપ્રમાણ,প্ৰতি-সমমিতিক
એન્ટિવાયરલ પ્રોગ્રામ,এন্টিভাইৰেল প্ৰগ্ৰেম
"1. ઉપલેટ, 2. અરજી","১.এপলেট, ২. দৰ্খাস্ত"
એપ્લિકેશન ડેવલપર,এপ্লিকেচন ডেভেলপাৰ
એપ્લિકેશન પ્રોગ્રામિંગ,এপ্লিকেচন প্ৰগ্ৰেমিং
"1. એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ, 2. એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ (API)","1. এপ্লিকেচন প্ৰগ্ৰামিং আন্তঃপৃষ্ঠ, 2. এপ্লিকেচন প্ৰগ্ৰেমিং আন্তঃপৃষ্ঠ (API)"
એપ્લિકેશન સોફ્ટવેર,এপ্লিকেচন চফ্টৱেৰ
એપ્લિકેશન ભાષા,আবেদন ভাষা
અંદાજ સિદ્ધાંત,আনুমানিক নীতি
માળખું,গাঁঠনি
ક્ષેત્ર ટ્રાન્સફર,ক্ষেত্ৰ স্থানান্তৰ
"1. પરિમાણ, સ્વતંત્ર ચલ, 2. કોણ","1. প্ৰাচল, স্বাধীন চলক, 2. কোণ"
"1. અંકગણિત અને તર્ક એકમ, 2. અંકગણિત અને તર્ક એકમ","1. গাণিতিক আৰু যুক্তি একক, 2. গাণিতিক আৰু যুক্তি একক"
અંકગણિત તપાસ,গাণিতিক পৰীক্ষা
અંકગણિત સતત,গাণিতিক ধ্ৰুৱক
અંકગણિત માહિતી,গাণিতিক তথ্য
અંકગણિત સૂચના,গাণিতিক নিৰ্দেশনা
ગાણિતિક અને તાર્કિક એકમ (ALU),গাণিতিক আৰু যুক্তিসংগত একক (ALU)
ARPA નેટ (RPNet),ARPA নেট (RPNet)
એરે,এৰে
"1. એરે કેશ, 2. એરે ઝડપ, 3. એરે મેમરી","1. এৰে কেচ, 2. এৰেৰ গতি, ৩. এৰে মেমৰি"
એરે કમ્પ્યુટર,এৰে কম্পিউটাৰ
એરે તત્વ,এৰে উপাদান
એરે નામ,এৰেৰ নাম
એરે પ્રોસેસર,এৰে প্ৰচেছৰ
તીર કી,কাঁড় চিহ্ন
સંધિ,সন্ধি
જંકશન પોઈન્ટ,জংচন পইণ্ট
કૃત્રિમ કોમ્પેક્શન,কৃত্ৰিম সংকোচন
કૃત્રિમ નિયંત્રણ,কৃত্ৰিম নিয়ন্ত্ৰণ
કૃત્રિમ સંવેદના,কৃত্ৰিম ইন্দ্ৰিয়
માઉન્ટ,মাউন্ট
ચડતા સૉર્ટ,আৰোহী সজাই পৰাই তোলা
ascii મૂળાક્ષરો,ascii বৰ্ণমালা
ascii નિયંત્રણ પ્રતીક,ascii নিয়ন্ত্ৰণ চিহ্ন
ascii ફાઇલ,ascii ফাইল
ascii ફોન્ટ,ascii ফন্ট
ASCII ટ્રાન્સફર,ASCII স্থানান্তৰ
પાસા ગુણોત્તર,এস্পেক্ট ৰেচিঅ&#39;
"1. એસ્પી, 2. ASPI","১.এছপি, ২. এ এছ পি আই"
એ એસ આર કલાડ,এ এছ আৰ কালাদ
"1. સ્મરણ, 2. એસેમ્બલિંગ, 3. એસેમ્બલ કરવા માટે","১/ স্মৰণ, ২। একত্ৰিত কৰা, ৩. একত্ৰিত কৰা"
"1. એસેમ્બલર, 2. રીમાઇન્ડર","১.সমাবেশকাৰী, ২. স্মাৰক"
"1. એસેમ્બલિંગ, 2. યાદ","1. একত্ৰিত কৰা, ২. স্মৃতি"
"1. યાદગાર ભાષા, 2. એસેમ્બલીંગ ભાષા","১/ মুখস্থ কৰা ভাষা, ২. ভাষা একত্ৰিত কৰা"
નિશ્ચય,সংকল্প
"1. ઉલ્લેખિત કાર્ય, 2. ફાળવણી","1. নিৰ্দিষ্ট কাম, 2. আবণ্টন"
સોબત,সংগীত্ব
સહયોગી સરનામું,সহযোগী ঠিকনা
"1. સહયોગી મેમરી, 2. સહયોગી મેમરી","১.সংগত স্মৃতি, ২. সহযোগী স্মৃতিশক্তি"
ફૂદડી (* ચિહ્ન),তাৰকা চিহ্ন (* চিহ্ন)
અસમપ્રમાણ,অসমতাপূৰ্ণ
"1. અસુમેળ, 2. અસુમેળ","1. এচিনক্ৰ&#39;নাছ, 2. এচিনক্ৰ&#39;নাছ"
અસુમેળ ડિજિટલ સબ્સ્ક્રાઇબર લાઇન (ADSL),এচিনক্ৰ&#39;নাছ ডিজিটেল গ্ৰাহক লাইন (ADSL)
અસિંક્રોનસ ટાઈમ ડિવિઝન મલ્ટિપ્લેક્સિંગ (ATDM),এচিংক্ৰ&#39;নাছ সময় বিভাজন মাল্টিপ্লেক্সিং (ATDM)
અસુમેળ ટ્રાન્સફર,এচিনক্ৰ&#39;নাছ স্থানান্তৰ
અસિંક્રોનસ ટ્રાન્સફર મોડ (ATM),এচিংক্ৰ&#39;নাছ ট্ৰেন্সফাৰ মোড (ATM)
"1. અણુ, 2. પરમાન","১.পৰমাণু, ২. পৰমণ"
જોડાયેલ દસ્તાવેજ,সংলগ্ন নথিপত্ৰ
"1. જોડાયેલ ફાઇલ/મિસિલ, 2. જોડેલી ફાઈલ","1. সংলগ্ন ফাইল/মিছিল, 2. সংলগ্ন ফাইল"
"1. બિડાણ, 2. સંલગ્ન","১.আৱৰণ, ২. সংযুক্ত"
"1. ગુણધર્મો, 2. વિશેષતા","১.গুণ, ২. বৈশিষ্ট্য"
સાંભળી શકાય તેવું,শ্ৰৱণযোগ্য
"1. ઓડિટ પ્રોગ્રામિંગ, 2. ઓડિટ પ્રોગ્રામિંગ","1. অডিট প্ৰগ্ৰেমিং, 2. অডিট প্ৰগ্ৰেমিং"
એકાઉન્ટ વેરિફિકેશન,একাউণ্ট পৰীক্ষণ
પ્રમોશન,প্ৰচাৰ
પ્રમાણપત્ર પ્રોટોકોલ,প্ৰমাণীকৰণ প্ৰট&#39;কল
લેખન પદ્ધતિ,লেখক পদ্ধতি
"1. સત્તા, 2. સત્તા, 3. ટ્રિબ્યુનલ","১.কৰ্তৃত্ব, ২. কৰ্তৃত্ব, ৩. ন্যায়াধিকৰণ"
સ્વતઃ અમૂર્ત,অটো বিমূৰ্ত
"1. ઓટો બુટીંગ, 2. સ્વ બુટ","1. স্বয়ংক্ৰিয় বুটিং, 2. self বুট"
ઓટોકેડ (કોમ્પ્યુટર ભાષા),AutoCAD (এটা কম্পিউটাৰ ভাষা)
ઓટો લોગ-ઓન,স্বয়ংক্ৰিয় লগ-অন
ઓટોમેટા,automata
ઓટોમેટા સિદ્ધાંત,automata তত্ত্ব
આપોઆપ ગણતરી,স্বয়ংক্ৰিয় গণনা
સ્વચાલિત ડેટા પ્રોસેસિંગ,স্বয়ংক্ৰিয় তথ্য প্ৰক্ৰিয়াকৰণ
આપોઆપ ભૂલ સુધારણા,স্বয়ংক্ৰিয় ভুল সংশোধন
સ્વતઃ કાર્ય,অটো ফাংচন
"1. સ્વચાલિત અનુક્રમણિકા, 2. આપોઆપ યાદી","1. স্বয়ংক্ৰিয় সূচীভুক্তকৰণ, 2. স্বয়ংক্ৰিয় তালিকাভুক্তকৰণ"
સ્વતઃ-સંગ્રહ કૉલ,অটো-সংগ্ৰহ কল
"1. ઓટોમેટિક પ્રોગ્રામિંગ, 2. આપોઆપ પ્રોગ્રામિંગ","1. স্বয়ংক্ৰিয় প্ৰগ্ৰেমিং, 2. স্বয়ংক্ৰিয় প্ৰগ্ৰেমিং"
"1. સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ, 2. સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ","1. স্বয়ংক্ৰিয় পুনৰুদ্ধাৰ প্ৰগ্ৰেম, 2. স্বয়ংক্ৰিয় পুনৰুদ্ধাৰ প্ৰগ্ৰেম"
આપોઆપ નિયમિત,অটো ৰুটিন
આપોઆપ સિસ્ટમ પુનઃપ્રાપ્તિ,স্বয়ংক্ৰিয় চিস্টেম পুনৰুদ্ধাৰ
"1. ઓટોમેટિક ટેલર મશીન (ATM), 2. સ્વ ઉપાડ માટે બેંક એ.ટી.એમ","১/ স্বয়ংক্ৰিয় টেলাৰ মেচিন (এটিএম), ২. স্বয়ং উলিওৱাৰ বাবে বেংকৰ ATM"
ઓટોમેશન,অটোমেচন
"1. ઑટોપ્લે , 2. ઓટો વોક","1. অটোপ্লে, 2. অটো ৱাক"
અવાજ,কণ্ঠদান
મદદનીશ,সহায়ক
સહાયક મેમરી,সহায়ক স্মৃতিশক্তি
સહાયક સંગ્રહ,সহায়ক সংৰক্ষণ
ઉપલબ્ધ યાદી,উপলব্ধ তালিকা
ઉપલબ્ધ સમય,উপলব্ধ সময়
સરેરાશ,গড়
AWK (કોમ્પ્યુટર આદેશ),AWK (এটা কম্পিউটাৰ কমাণ্ড)
પછી,পাছত
પોસ્ટ પ્રોસેસર,পোষ্ট প্ৰচেছৰ
પશ્ચાદવર્તી કાર્ય કાઢી નાખવું,পশ্চাৎ কাৰ্য্য বিলোপন
પૃષ્ઠભૂમિ પ્રક્રિયા,পটভূমি প্ৰক্ৰিয়াকৰণ
આનુષંગિક સ્ટોર્સ,আনুষংগিক দোকানসমূহ
બેક પેચીંગ,বেক পেচিং
"1. પશ્ચિમ, 2. બેકસ્પેસ","১.পশ্চিম, ২. বেকস্পেচ"
બેકટ્રેકિંગ,পিছুৱাই যোৱা
"1. બેક-અપ, 2. વળતર","1. বেক-আপ, 2. ৰিইম্বৰ্চেমেণ্ট"
"1. પૂરક મેમરી, 2. બેકઅપ મેમરી","১/ পৰিপূৰক স্মৃতিশক্তি, ২. বেক-আপ মেমৰি"
પાછળની ભૂલ સુધારણા,পিছলৈ ভুল সংশোধন
(આવક-ખર્ચ) બેલેન્સ શીટ,(আয়-ব্যয়) বেলেন্স শ্বীট
પાટો,পট্টি
"1. બેન્ડ પહોળાઈ, 2. બેન્ડવિડ્થ/ક્ષમતા","১.বেণ্ড প্ৰস্থ, ২. বেণ্ডউইডথ/ক্ষমতা"
બેંકરનું અલ્ગોરિધમ,বেংকাৰৰ এলগৰিদম
"1. બાર કોડ, 2. બાર કોડ","1. বাৰ ক&#39;ড, 2. বাৰ ক&#39;ড"
બારકોડ સ્કેનર,বাৰক&#39;ড স্ক্যানাৰ
બાર ગ્રાફ,বাৰ গ্ৰাফ
આધાર સરનામું,ভিত্তি ঠিকনা
આધાર બેન્ડ,বেচ বেণ্ড
આધાર નંબર,আধাৰ নম্বৰ
આધાર ટેબલ,ভিত্তি টেবুল
મૂળભૂત (કોમ્પ્યુટર ભાષા),মূল (এটা কম্পিউটাৰ ভাষা)
"1. મૂળભૂત નિયંત્રણ, 2. આધાર નિયંત્રણ","1. মূল নিয়ন্ত্ৰণ, 2. ভিত্তি নিয়ন্ত্ৰণ"
"1. મૂળ રોકાણ, 2. આધાર રોકાણ","১/ মূল বিনিয়োগ, ২. ভিত্তি বিনিয়োগ"
મૂળભૂત સૂચના,মূল নিৰ্দেশনা
આધાર મુદ્દો,ভিত্তি বিষয়
મૂળભૂત તબક્કો,মূল পৰ্যায়
"1. બેચ, 2. જૂથ, 3. આપત્તિ","১.বেচ, ২. গোট, ৩. বিপৰ্যয়"
"1. બેચ ફાઇલ, 2. બેચ ફાઇલ","1. বেচ ফাইল, 2. বেচ ফাইল"
બેચ સ્થિતિ,বেচৰ অৱস্থা
"1. બેચ પ્રોસેસિંગ, 2. જૂથ પ્રક્રિયા","১.বেচ প্ৰচেছিং, ২. গ্ৰুপ প্ৰচেছিং"
"1. બેચ સિસ્ટમ, 2. કૅટપલ્ટ સિસ્ટમ","1. বেচ ব্যৱস্থা, 2. কেটাপল্ট ব্যৱস্থা"
બાઉડ,baud
બાઉડ દર,বড হাৰ
બીમ બીમ,ৰশ্মি ৰশ্মি
"1. માર્ગદર્શિકા, 2. બેચ માર્ક","1. নিৰ্দেশনা, 2. বেচ মাৰ্ক"
દ્વિદિશ સંચાર,দ্বিমুখী যোগাযোগ
સીધી લિંક,প্ৰত্যক্ষ সংযোগ
દ્વિસંગી કોડ,বাইনাৰী ক&#39;ড
દ્વિસંગી અંકો,বাইনাৰী অংক
બાઈનરી ઈન્વેસ્ટમેન્ટ આઉટપુટ સિસ્ટમ (BIOS),বাইনাৰী বিনিয়োগ আউটপুট ব্যৱস্থা (BIOS)
દ્વિસંગી સંખ્યા,বাইনাৰী সংখ্যা
બાઈનરી ઓપરેટર,বাইনাৰী অপাৰেটৰ
દ્વિસંગી સંબંધ,বাইনাৰী সম্পৰ্ক
દ્વિસંગી શોધ,বাইনাৰী সন্ধান
બાઈનરી એક્સપ્લોરેશન ટ્રી (BST),বাইনাৰী অন্বেষণ বৃক্ষ (BST)
"1. બાઈનરી ટ્રાન્સફર ટ્રી, 2. બાઈનરી ટ્રાન્સફર","1. বাইনাৰী স্থানান্তৰ গছ, 2. বাইনাৰী স্থানান্তৰ"
દ્વિસંગી વૃક્ષ,বাইনাৰী গছ
"1. બાયપોલર મેમરી, 2. બાયપોલર મેમરી","১.দ্বিমেৰু স্মৃতিশক্তি, ২. বাইপোলাৰ মেম’ৰী"
"1. જન્મ અને મૃત્યુ મોડલ, 2. જન્મ મૃત્યુ મોડેલ","১/ জন্ম আৰু মৃত্যুৰ আৰ্হি, ২. জন্ম মৃত্যুৰ আৰ্হি"
જન્મ મૃત્યુ પ્રક્રિયા,জন্ম মৃত্যু প্ৰক্ৰিয়া
"1. ડ્યુક, 2. બીટ","১.ডুয়েক, ২. বিট"
થોડી ખામી,বিট দোষ
બીટ નકશો,বিট মেপ
"1. બીટ, 2. નકશો, 3. પિક્સેલ (BMP)","1. বিট, 2. মানচিত্ৰ, ৩. পিক্সেল (BMP)"
"1. બિટ મેટ્રિક્સ, 2. બીટ ટેબલ","1. বিট মেট্ৰিক্স, 2. বিট টেবুল"
બીટ પેટર્ન,বিট পেটাৰ্ণ
બીટ સ્થિતિ,বিটৰ অৱস্থান
"1. બીટ રેટ, 2. બીટ દર","1. বিট হাৰ, 2. বিট হাৰ"
આંખ પર પટ્ટી પરીક્ષણ,চকুত পটি পৰীক্ষা কৰা
ઝબૂકવું,shimmer
બ્લોક,অৱৰুদ্ধ কৰা
"1. બ્લોક કેશ, 2. બ્લોક કેશ/ચંક મેમરી","1. ব্লক কেচ, 2. ব্লক কেচ / চুংক মেমৰি"
બ્લોક ચકાસણી,ব্লক প্ৰ&#39;ব
વોલ્યુમ નકલ,ভলিউম কপি
રેખાક્રુતિ,ব্লক ডায়াগ্ৰাম
"1. અવરોધિત નેટવર્ક, 2. અવરોધિત નેટવર્ક","1. ব্লক কৰা নেটৱৰ্ক, 2. ব্লক কৰা নেটৱাৰ্ক"
પાટીયું,ব’ৰ্ড
પૃષ્ઠ મેમરી,পৃষ্ঠাৰ স্মৃতিশক্তি
બુલિયન બીજગણિત,বুলিয়ান বীজগণিত
બુલિયન સંબંધ,বুলিয়ান সম্পৰ্ক
બુટ પાર્ટીશન,বুট বিভাজন
બુટ strapping,বুট ষ্ট্ৰেপিং
1.બૂટસ્ટ્રેપ લોડર,1.বুটষ্ট্ৰেপ লোডাৰ
"1.બ્રિજ, 2.બ્રિજ","১.দলং, ২.দলং"
બ્રોડબેન્ડ નેટવર્ક,ব্ৰডবেণ্ড নেটৱৰ্ক
પ્રસારણ,সম্প্ৰচাৰ
પ્રસારણ રેડિયો,সম্প্ৰচাৰ ৰেডিঅ&#39;
(ચોખ્ખી) ભિન્નતા,(নেট) ভ্যাৰিয়েন্স
(ચોખ્ખી) વિકાર,(নেট) ভিকাৰ
બી-ટ્રુ,বি-ট্ৰু
"1.બબલ મેમરી, 2.બબલ મેમરી","1.বাবল মেমৰি, 2.বাবল মেমৰি"
બબલ સૉર્ટ,বুদবুদ সজাই পৰাই তোলা
"1.ડોલ, 2.ડોલ","১.বাল্টি, ২.বাল্টি"
"1.બંધુત્વ વ્યવસ્થા, 2.મોટી વ્યવસ્થા","১.ভ্ৰাতৃত্ববোধ ব্যৱস্থা, ২.বৃহৎ ব্যৱস্থা"
અસરકારક બજેટ નિયંત્રણ,বাজেট ফলপ্ৰসূ নিয়ন্ত্ৰণ
બફર,বাফাৰ
ખામી,অভাৱ
પૂરતૂ,বাছ
"1. અષ્ટ વ્યંક, 2. બીટ (આઠ બિટ્સ)","১.অষ্ট ব্যাংক, ২. বিট (আঠটা বিট)"
બાઈટ કોડ,বাইট ক&#39;ড
સી (કોમ્પ્યુટર ભાષા),C (কম্পিউটাৰ ভাষা)
"1.C પ્લસ પ્લસ, 2.C++ (કોમ્પ્યુટર ભાષા)","1.C Plus Plus, 2.C++ (কম্পিউটাৰ ভাষা)"
"1.રોકડ, 2. ઝડપી","১.নগদ ধন, ২. বেগাই"
"1.કેશ બફર, 2.મેમરી બફર","1.কেচ বাফাৰ, 2.মেমৰি বাফাৰ"
"1.કેશ મેમરી, 2.કેશ મેમરી, 3.ફાસ્ટ મેમરી","1.কেচ মেমৰি, 2.কেচ মেমৰি, 3.দ্ৰুত মেমৰি"
ગણતરી,গণনা কৰা
"1.કેલ્ક્યુલેટર, 2.કેલ્ક્યુલેટર","১.কেলকুলেটৰ, ২.কেলকুলেটৰ"
"1.કેલ્ક્યુલેટર ચિપ,2. કેલ્ક્યુલેટર ચિપ","1.কেলকুলেটৰ চিপ, 2. কেলকুলেটৰ চিপ"
આહવાન કરો,আমন্ত্ৰণ কৰক
નામ કૉલ,নাম কল
