Odiya,Bengali
ସିସ୍ୟୁଜ୍ ଟିସୁ |,মেদ কলা
ଆଡନେଟ୍ |,অ্যাডনেট
ସଂଲଗ୍ନ ସମ୍ପ୍ରଦାୟର |,সংলগ্ন সম্প্রদায়
ଆଡ୍ରେନାଲ୍,অ্যাড্রিনাল
ଆଡ୍ରେନାଲ୍ ଗ୍ରନ୍ଥି |,অ্যাড্রিনাল গ্রন্থি
ଆଡ୍ରେନିକୋ ବୋଟ୍ରୋପିକ୍ ହରମୋନ୍ (ACTH),অ্যাড্রেনোকোর্টিকোট্রপিক হরমোন (এসিটিএইচ)
ଆଡ୍ରେନାକର୍ଟିକୋଟ୍ରପିକ୍ ରିଲିଜ୍ ହରମୋନ୍ (ACTRH),অ্যাড্রেনোকোর্টিকোট্রপিক রিলিজিং হরমোন (ACTRH)
ଆଡସରବେଣ୍ଟ,Adsorbent
ଆଡେର୍ସନ୍,শোষণ
ଉନ୍ନତ ମୂଲ୍ୟ |,উন্নত কর্ডেট
ଲାଭଦାୟକ ଗଣିତ |,সুবিধাজনক মিউটেশন
ଦୁ vent ସାହସିକ କାର୍ଯ୍ୟ |,অ্যাডভেন্টিয়াল
ଖରାପ ମୂଳ,অ্যাডভেনটিয়াস রুট
ପ୍ରତିକୂଳ ପ୍ରଭାବ,বিরূপ প্রভাব
AED ଗୁଡିକ,এডেস
ସଂସ୍କୃତିର ଆରେସନ୍,সংস্কৃতি বায়ুচালনা
ଆତଙ୍କିତାମା |,এরিচাইমা
ବାୟୁ,এরিয়াল
ବାୟୁଏଟ୍ ମୂଳ |,বায়বীয় মূল
ଏରିଲ୍ ସୁଟ୍ |,এরিয়াল শ্যুট
ଏରୋବିକ୍ ଶ୍ iration ଗଡା |,বায়ুজীবী শ্বসন
ଏରୋବିକ୍ ଶ୍ iration ଗଡା |,বায়ুজীবী শ্বসন
ସ est ନ୍ଦର୍ଯ୍ୟ,নান্দনিকতা
ବାୟେ,এ্যাস্টিভেশন
ବାୟେ,এ্যাস্টিভেশন
ବିଶଙ୍ଗ,Afferent
ଆଫିନିଟି କ୍ରୋମାଟୋଗ୍ରାଫି |,অ্যাফিনিটি ক্রোমাটোগ্রাফি
ଅଙ୍ଗପ୍ରତ୍ୟଙ୍ଗ ଅଙ୍ଗ |,ক্ষতিগ্রস্থ অঙ্গ
ଆଗ ଶତ୍ରୁମାନଙ୍କର,Afforastation
ଆଗାମୋପର୍ମୀ |,আগামোস্পার্মি
ଅଗର,আগর
ଆଗ୍ରୋଜ୍,আগারোজ
ଆଗାରୋସ୍ ଗେଲ୍ ଇଟ୍ରୋଫୋରସ୍ |,আগারোজ জেল এ্যালেট্রোফোরেসিস
ଆର୍ଗ୍ରୋଜ ପଲିମର ଜେଲ୍ |,আগারোজ পলিমার জেল
ଆଗିଷ୍ଟ,আগস্ট
ଆଗେଭ୍,আগাভা
ବୟସ ବଣ୍ଟନ |,বয়স বিতরণ
ବୟସ ପିରାମିଡ୍ |,বয়স পিরামিড
Agglutination,আগ্রাসন
ସମୁଦାୟ,সমষ্টি
ଫୋଲିକଲିକ୍ ର ସମୁଦାୟ |,ফলিকেলের সমষ্টি
ଫୋଲିକଲିକ୍ ର ସମୁଦାୟ |,ফলিকেলের সমষ্টি
ମିଳନ,সমষ্টি
ଆକ୍ରମଣାତ୍ମକତା,আগ্রাসন
Agiitor ତନ୍ତ୍ର,আন্দোলনকারী সিস্টেম
ଆଗନାଥା,অগ্নিথা
ଆଗାଉଟି,আগৌটি
ଆଗ୍ରାନାଲ କ୍ଲୋରୋପ୍ଲାଷ୍ଟ |,অ্যাগ্রানাল ক্লোরোপ্লাস্ট
ଆଗ୍ରାନୁଲାର୍,অ্যাগ্রানুলার
ଆଗ୍ରାନୁଲୋସେଟେଟ୍ |,অ্যাগ্রানুলোকাইট
କୃଷି,কৃষি
Agroftry,কৃষি
Agrobacterium ମଧ୍ୟସ୍ଥି |,অ্যাগ্রোব্যাক্টেরিয়াম মধ্যস্থতা
Agrobacterium tumfacienss |,অ্যাগ্রোব্যাক্টেরিয়াম টিউফেসিয়েনস
ଆଗ୍ରୋକେମିକାଲ୍ |,এগ্রোকেমিক্যাল
ଆଗ୍ରୋକେମିକାଲ୍ |,এগ্রোকেমিক্যাল
Agrovillatatic ଜୋନ୍ |,অ্যাগ্রোক্লিম্যাটিক জোন
କ agnownom ଣସି ଗୁଣଗତ ଗୁଣ |,কৃষি বৈশিষ্ট্য
କିରେନୋନୋମ୍ବନ,কৃষি
ଏଡଡ୍ସ,এইডস
ଏୟାର ବ୍ଲାଡର |,বায়ুকোষ
ଶିତତାପ ନିୟନ୍ତ୍ରଣକାରି,এয়ার কন্ডিশনার
ବାୟୁ ପାସ୍ |,বাতাস চলাচলের স্থান বা গলি
ବାୟୁ ପ୍ରଦୂଷଣ,বায়ু দূষণ
ଏୟାର ଥଳି,এয়ার স্যাক
ବାୟୁ ଶୂନ୍ୟ,এয়ার ভ্যাকুওল
ବାୟୁ ନିଶ୍ୱାସ ନେବା |,বায়ু শ্বাস প্রশ্বাস
ଅଲିନ୍ |,আলাইন
ଆଲେରୀ ମାଂସପେଶୀ |,অ্যালারি পেশী
ଆଲାସ୍କାନ୍ ବ୍ରାଉନ୍ ଭାଲୁ |,আলাস্কান ব্রাউন বিয়ার
ଆଲବିନୋ |,আলবিনো
ଆଲବୁଗୋ |,আলবুগো
ଆଲବମିନ |,অ্যালবামিন
ଆଲବମିନସ୍ ବିହନ |,অ্যালবামিনাস বীজ
ଆଲବୁମିନିରିଆ |,অ্যালবামিনুরিয়া
ଆଲବର୍ନମ୍,অ্যালবার্নাম
ଆଲେଡା,আলসিডে
ଆଲଡେହେଡି,আলডিহেড
ଆଲଡୋଷ୍ଟେରନ୍ ସିଷ୍ଟମ୍ |,অ্যালডোস্টেরন সিস্টেম
ଆଲଡୋଷ୍ଟେରୋନ୍ |,অ্যালডোস্টেরন
ଆଲେରୋନ୍ ସ୍ତର |,আলেউরোন স্তর
ଆଲେରୋପ୍ଲେଷ୍ଟ |,আলেউরোপ্লাস্ট
Alfalfa,আলফালফা
ଆଲଗାଲ୍ ଫୁଲ |,অ্যালগাল ব্লুম
ଅପଗନ୍,অ্যালগিন
ଏଲିଏନ୍ ଡିଏନ୍,এলিয়েন ডিএনএ
ଏଲିଏନ୍ ପ୍ରଜାତି |,এলিয়েন প্রজাতি
ପରିଚାଳିତ,প্রান্তিককরণ
ପରିଚାଳିତ,প্রান্তিককরণ
ଆଲିମେଣ୍ଟେରି କେନାଲ୍ |,খাদ্যনালী
ଆଲିମେଣ୍ଟାରୀ ସିଷ୍ଟମ୍ |,অ্যালিমেন্টারি সিস্টেম
ଆଲି ବ୍ୟଞ୍ଜସେମେସେସ୍ |,আলিসম্যাসেস
ଆଲକାଲାଇଡ୍ |,ক্ষারীয়
କ୍ଷାରିକ |,ক্ষারীয়
ଅଲକାପଟୋନେର୍ଜିଆ,অ্যালকাপ্টোনুরিয়া
ଆଲାନ୍ସିଟ୍,অ্যালান্টোইস
ଆଲେଲେ ଫ୍ରିକ୍ୱେନ୍ସି |,অ্যালিল ফ্রিকোয়েন্সি
ଆହେଲେ |,অ্যালিল
ଆଲୋଲେମୋମିକ୍ ଯୋଡି |,Allelomorphic জুটি
ଆଲ୍ରେଜେନ |,অ্যালার্জেন
ଆଲିଗେଟର୍ |,অলিগেটর
ଅସ୍ତ୍ରଶିୟ୍ ସେପୁ,অ্যালিয়াম সিইপিএ
ଆଲଗଲାମି |,অ্যালোগ্যামি
ଆଲିଗ୍ରାଫ୍ଟ |,অলোগ্রাফ্ট
ଆଲପ୍ପାଟ୍ରିକ୍ ଯଥାର୍ଥ |,অ্যালোপ্যাট্রিক স্পেসিফিকেশন
ଆଲୋପୋଲିଆପ୍ଲଏଡ୍ |,অ্যালোপলিপ্লয়েড
ଆଲିସ୍ମିକ ପ୍ରଭାବ,অ্যালোস্টেরিক প্রভাব
ଆଲିଶୋରଙ୍କ ଏନଜାଇମ୍ |,অ্যালোস্টেরিক এনজাইম
ଆଲିସ୍ଟର ଇନହିବିଟର୍ |,অ্যালোস্টেরিক ইনহিবিটার
ଆଲିସ୍ମିକ ମୋଡୁଲେସନ୍ |,অ্যালোস্টেরিক মড্যুলেশন
ଆଲିସର୍ଏଣ୍ଟିକ୍ ସାଇଟ୍ |,অ্যালোস্টেরিক সাইট
ଆଲିସ୍ଟର ପ୍ରତିବନ୍ଧକ |,অ্যালোস্টেরিক বাধা
Allototreplid,Allotetraploid
Alnus,অ্যালাস
ଆଲୋ,অ্যালো
ଆକ୍ସନ୍ ସହିତ |,অ্যাক্সন বরাবর
ଆଲଫା-ଆଣ୍ଟିକ୍ରିପ୍ସିନ୍ |,আলফা-অ্যান্টিট্রিপসিন
ଆଲଫା-ଲାକ୍ଟାଲବ୍ୟୁମିନ୍ |,আলফা-ল্যাকটালবুমিন
ଆଲପାଇନ୍ ଜଳବାୟୁ ଅବସ୍ଥା |,আলপাইন জলবায়ু অবস্থা
ଆଲପାଇନ୍ ମଟର |,আল্পাইন মেডো
ଆଲପାଇନ୍ ଜୋନ୍,আলপাইন জোন
ଆଲଷ୍ଟୋନିଆ,অ্যালস্টোনিয়া
ସର୍ବୋଚ୍ଚame,বিকল্প
ବିକଳ୍ପ,বিকল্প
ପି generation ଼ିର ବିକଳ୍ପ,প্রজন্মের বিকল্প
ଉଚ୍ଚତା ରୋଗ,উচ্চতায় অসুস্থতা
ଉଚ୍ଚତା,উচ্চতা
ଆଲଭୋଲାର୍ ନଳୀ |,অ্যালভোলার নালী
Aytes,অ্যালাইটেস
ଅଲଜାଇମର ରୋଗ |,আলঝেইমার রোগ
ଆମାକରାଇନ୍ ସେଲ୍ |,আমাক্রাইন সেল
ଅମରନ୍ତାସିଦା |,অমরান্থেসি
ଅମରାନ୍ତିନ |,অমরান্থাস
ପରିବେଶ ଓସମାଟିକ୍ ଏକାଗ୍ରତା |,পরিবেষ্টিত ওসমোটিক ঘনত্ব
ଅମ୍ବିଷ୍ଟୋମା |,অ্যাম্বিস্টোমা
ବନ୍ଧୁତ୍ୱ,অ্যামাইড
ଆମିନୋ ଏସିଡ୍ |,অ্যামিনো অ্যাসিড
ଆମିନୋ ଏସିଡ୍ ଗ୍ରହଣକାରୀ |,অ্যামিনো অ্যাসিড গ্রহণকারী
AminoicaL t rna syntHetase |,অ্যামিনোসিল টি আরএনএ সিনথেটিজ
ଆମିନୋଫାଇସନ୍ |,অ্যামিনোসিলেশন
ଅମିତୋସାଇସ୍ |,অ্যামিটোসিস
ଆମୋନିଆ,অ্যামোনিয়া
ଆମୋନିଫିକେଟ୍,অ্যামোনিফিকেশন
ଆମାମୋଟେଲ୍ଜିମ୍ |,অ্যামোনোটেলিজম
ଆମନିଓସେଣ୍ଟେସିସ୍ |,অ্যামনিওসেন্টেসিস
ଆମନିଓସେଣ୍ଟେଟିସ୍ କ techni ଶଳ |,অ্যামনিওসেন্টেসিস কৌশল
ଆମନିଓକେଟ୍ |,অ্যামনিওসাইট
ଆମନିଅନ୍,অ্যামনিয়ন
ଆମନିଓଟିକ୍ ଫ୍ଲୁଇଡ୍ |,অ্যামনিয়োটিক তরল
ଆମନିଓଟିକ୍ ମେମ୍ବ୍ରେନ୍ |,অ্যামনিয়োটিক ঝিল্লি
ଆମନିଓଟିକ୍ ଥଳି |,Amniotic কোষ
ଆମୋବା,অ্যামিবা
ଆମୋବାଇଟିଟ୍ |,অ্যামিবোসাইট
ଆମୋବିଏଡ୍,অ্যামোবয়েড
ଆମୋବିଏଡ୍ ଲିମ୍ଫୋସିଟିଟ୍ |,অ্যামোবয়েড লিম্ফোসাইট
ଆମୋବିଏଡ୍ ଆନ୍ଦୋଳନ |,অ্যামোবয়েড আন্দোলন
ଆମୋରଫସ୍ |,নিরাকার
ପରିମାଣ,পরিমাণ
ଆମ୍ଫେଟାମାଇନ୍ |,অ্যাম্ফিটামিন
ଆମ୍ଫିବିଆ,উভচর
ଆମ୍ଫିବିଆନ୍,উভচর
ଆମ୍ଫିବିଆନ୍,উভচর
ଆମ୍ଫାଇଓକ୍ସସ୍ |,অ্যাম্ফিওক্সাস
ଆମ୍ଫାଇଓକ୍ସସ୍ ଲାନସୋପାଟସ୍ |,অ্যাম্ফিওক্সাস ল্যানসোল্যাটাস
ଆମ୍ଫିସିଚିକ୍ |,অ্যাম্পিপ্যাথিক
ଆମ୍ଫିପିଟିକ୍ ଲିପିଡ୍ |,অ্যাম্পিপ্যাথিক লিপিড
ଆମ୍ଫାଇସାର୍କା |,অ্যাম্ফিসারকা
Ampicilillin,অ্যাম্পিসিলিন
ଅମପୁଲାଲା |,আম্পুল্লা
ଆମପୁଲାରୀ ଗ୍ରନ୍ଥି |,অ্যাম্পুলারি গ্রন্থি
ଆମିଜିଡାଲ୍ |,অ্যামিগডাল
ଆମିଗଡାଲେ |,অ্যামিগডেল
ଆମିଗାଡାଲିନ୍ |,অ্যামিগডালিন
ଆମିଲେଜ୍,অ্যামাইলেস
ଆମିଏଲପ୍ଲାଷ୍ଟ |,অ্যামাইলোপ্লাস্ট
ଅବାନା,আনাবেনা
ଅରବା,আনাবাস
ଆନାବୋଲିକ୍ ପଥ |,অ্যানাবোলিক পথ
ଆନାବୋଲିଜିମ୍ |,অ্যানাবোলিজম
ଆନାଚାର୍ଡସିଆନା |,Anacardiaceae
ରକ୍ତଦାତା,রক্তাল্পতা
ଆନାରୋବେ |,অ্যানেরোব
ଆନାରୋବିକ୍ ଇନ୍ଧନ |,অ্যানেরোবিক জ্বালানী
ଆନାରକୋବର ଶ୍ iration ାସକ୍ରିୟା |,অ্যানেরোবিক শ্বাস প্রশ্বাস
ଆନାରୋବିକ୍ ରୋକ୍ଲିଜ୍ ଡିଜିଟର୍ |,অ্যানেরোবিক স্ল্যাজ ডাইজেস্টর
ଆନାରକୋବର |,অ্যানেরোবিক
ଆନିମା,আনাইমা
ଆନାଲ୍,মলদ্বার
ଆନାଲ୍,মলদ্বার
ଆନାଲ୍ ଆପେଚର |,মলদ্বার অ্যাপারচার
ଆନାଲ୍ ccor,মলদ্বার সেরসি
ଆନାଲ୍ ଲୁପ୍ |,মলদ্বার লুপ
ଆନାଲ୍ ଶ style ଳୀ,মলদ্বার শৈলী
ଅନୁରୂପ,সাদৃশ্য
ଅନୁରୂପ,সাদৃশ্য
ଆନାଲୋଜି,উপমা
ଆନାଲୋଜି,উপমা
ବିଶ୍ଳେଷଣ |,বিশ্লেষণ
ଅଯାସୀ,অ্যানাফেজ
ଆନାଟୋମିକ୍ ପ୍ରତିବନ୍ଧକ |,শারীরবৃত্তীয় বাধা
ଆନାଟୋମିକାଲ୍ ଦିଗ |,শারীরবৃত্তীয় দিক
Anatomist-,অ্যানাটোমিস্ট
ଆନାଟୋମି |,অ্যানাটমি
ପିତୃପୁରୁଷ ବଂଶର କ୍ରମ |,পূর্বপুরুষ বংশোদ্ভূত ক্রম
ପ ancest ତୃକ ରେଖା |,পৈতৃক বংশ
ପ ancest ତୃକ କ୍ରମ |,পৈতৃক ক্রম
ଏକସେଲୋସୋମା |,অ্যান্সিলোস্টোমা
ଆଣ୍ଡ୍ରୋକିୟମ୍ |,অ্যান্ড্রোসিয়াম
ଆଣ୍ଡ୍ରୋଜେନ |,অ্যান্ড্রোজেন
ରକ୍ତଦାତା,রক্তাল্পতা
ଆନିମୋନ୍ |,অ্যানিমোন
ଆନୁପ୍ଲଏଡ୍ |,অ্যানিউপ্লয়েড
ଆନୁପ୍ଲୋଡି,Aneuploidy
ଆଞ୍ଜିନା,এনজিনা
ଆଞ୍ଜିୟରମ୍ |,অ্যাঞ্জিওগ্রাম
ଆଙ୍ଗିଓଗ୍ରାଗ୍,অ্যাঞ্জিওগ্রাফ
ଆଙ୍ଗିଓଗ୍ରାଫି |,অ্যাঞ্জিওগ্রাফি
An anivoplasty,অ্যাঞ্জিওপ্লাস্টি
ଅଙ୍ଗୁଳି ପାରସ୍ପରିକ,সপুষ্পক
Anigiotensin |,অ্যাঞ্জিওটেনসিন
ଆଙ୍ଗିଓଟେନିନୋଜେନ |,অ্যাঞ্জিওটেনসিনোজেন
ଅଙ୍ଗର ମାଛ |,অ্যাংলার ফিশ
ଆଞ୍ଜୁଆନା,অ্যাঙ্গুইনা
ଆଙ୍ଗୁଠି,অ্যাঙ্গুইস
ପଶୁ,প্রাণী
ପଶୁ,প্রাণী
ପଶୁ ଗୋବର,প্রাণী গোবর
ପଶୁ କୁମ୍ଭାରୀ,পশুপালন
ପଶୁ କାରିଟାଇପିଂ |,প্রাণী ক্যারিওটাইপিং
ପଶୁ ରାଜ୍ୟ,প্রাণী কিংডম
ପଶୁ ଟିସୁ |,প্রাণী টিস্যু
ପଶୁ,অ্যানিমালিয়া
ଆନାୟଣ,অ্যানিয়ন
ଆନିସୋଟ୍ରୋପିକ୍ ବ୍ୟାଣ୍ଡ |,অ্যানিসোট্রপিক ব্যান্ড
ଆନାଲିଟିଂ,অ্যানিলিং
Annleled,অ্যানেলিড
ଆଙ୍କିଲଦା |,অ্যানেলিডা
ବାର୍ଷିକ ରିଙ୍ଗ |,বার্ষিক রিং
ପୁର୍ଣ୍ଣିକ,কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায়
ନିନ୍ଦା,অ্যানুল
ଆନୋମାଲିୟ ପ୍ରକାର |,অসাধারণ প্রকার
ଅଧପତ୍ର,অ্যানোফিলস
ପିମ୍ପୁଡ଼ି ଭୋଜନକାରୀ,পিঁপড়া ইটার
ବିରୋଧୀ |,বিরোধী
ଅପବିତ୍ର,অ্যান্টার্কটিক
ଆଣ୍ଟେନା |,অ্যান্টেনা
ଆଣ୍ଟେନା କମ୍ପ୍ଲେକ୍ସ |,অ্যান্টেনা কমপ্লেক্স
ଆଣ୍ଟେନାଲ୍ ଗ୍ରନ୍ଥି |,অ্যান্টেনাল গ্রন্থি
ଆଣ୍ଟରିଅର୍ (ଭେଣ୍ଟ୍ରାଲ୍) ଧୂସର ଶିଙ୍ଗ |,পূর্ববর্তী (ভেন্ট্রাল) ধূসর শিং
ଆଣ୍ଟ୍ଟରର ହାଇପୋଫାଇସିସ୍ |,পূর্ববর্তী হাইপোফাইসিস
ପୂର୍ବର ସେଣ୍ଟ୍ରଭେଷ୍ଟ୍ରିକୁଲାର୍ ସଲ୍କସ୍ |,পূর্ববর্তী ইন্টারভেন্ট্রিকুলার সালকাস
ଅଙ୍କନ,অ্যান্থার
ଆନାଥନ୍ ସଂସ୍କୃତି,অ্যান্থার সংস্কৃতি
ଆନିଚାଇଡିୟମ୍ |,অ্যানথেরিডিয়াম
ଆନ୍ଥ୍ରୋଜଏଡ୍ |,অ্যানথেরোজয়েড
ଆନ୍ଥୋକେସୋସ୍ |,অ্যান্থোসেরোস
ଆନ୍ଫୋସିଆରୋଟୋସିଡା |,অ্যান্থোসারোটোপিডিডা
ଆନ୍ଥ୍ରାକ୍ସ |,অ্যানথ্রাক্স
ଆନ୍ଥ୍ରୋପେନିକ୍ ବିଲୁପ୍ତ |,অ্যানথ্রোপোজেনিক বিলুপ্তি
ଆନ୍ଥ୍ରୋପୋଲୋଜି |,নৃবিজ্ঞান
ଆଣ୍ଟିବଜାର କଟୁ,অ্যান্টিব্যাকটেরিয়াল
ଆଣ୍ଟିବାୟୋଟିକ୍ ପେନିସିଲିନ୍ |,অ্যান্টিবায়োটিক পেনিসিলিন
ଆଣ୍ଟିବାୟୋଟିକ୍ ପ୍ରତିରୋଧକ |,অ্যান্টিবায়োটিক প্রতিরোধী
ଆଣ୍ଟିବାୟୋଟିକ୍ (ଗୁଡିକ),অ্যান্টিবায়োটিক (গুলি)
ଆଣ୍ଟିବଡି |,অ্যান্টিবডি
