Gujarati,English
વર્તમાન સ્ટેબિલાઇઝર પ્રતિકાર,Ballast resistors
બોલોમીટર,Balometer
બોલોમીટર પુલ,Balometer bridge
બલૂન,Balun
બનાના જેક,Banana jack
બનાના પ્લગ,Banana plug
"બેન્ડ, પાટો",Band
બેન્ડ ડ્રાઈવર,Band conduction
બેન્ડ ઊર્જા,Band energy
બેન્ડ ગેપ,Band gap
બેડપાર્ક એમ્પ્લીફાયર,Band pass amplifier
બેન્ડ પાસ ફિલ્ટર,Band pass filter
બાઉડ રેટ જનરેટર,Baud rate generator
banddispersion,Band spreading
બેન્ડ રેઝિસ્ટર,Band stop
બેન્ડ બ્રેકર ફિલ્ટર,Band stop filter
બેન્ડ વિસ્તરણ,Band width
બેન્ડ રીમુવર ફિલ્ટર,Band-elimination filter
બેન્ડ વિસ્તરણ ડિફ્લેક્શન ગુણક,Bandwidth dispersion product
બેન્ડ એક્સ્ટેંશન અંતર ગુણક,Bandwidth distance product
"બીમ કેપેસિટર, બેંક કેપેસિટર",Bank capacity
"બાર્કર કોડ, બાર્કર કોડ",Barker code
barravaugen માપદંડ,Barkhausen criterion
બેરેટર,Barretter
અવરોધ,Barrier
ઇન્સ્યુલેટીંગ કેપેસિટર,Barrier capacitor
અવરોધ ઊર્જા,Barrier energy
રેઝિસ્ટર વોલ્ટેજ,Barrier voltage
બાર્ટલેટ વિન્ડો,Bartlett window
"આધાર, આધાર",Base
આધાર બેન્ડ,Base band
બેઝ બેન્ડ ટ્રાન્સમિશન,Base band transmission
બેઝ ચાર્જ,Base charge
આધાર પ્રવાહ,Base current
આધાર વર્તમાન સ્ત્રોત,Base current source
આધાર ઉતારવું,Base dipping
આધાર મદન,Base doping
આધાર ઉત્સર્જક ફીડ,Base emitter feedback
આધાર ઉત્સર્જક જંકશન,Base emitter junction
બેઝ ઈન્જેક્શન,Base infection
જમીન રેખા,Base line
આધાર પ્રતિકાર,Base resistance
આધાર સ્ત્રોત,Base source
આધાર વિસ્તરણ પ્રતિકાર,Base spreading resistance
આધાર વિસ્તરણ પ્રતિકાર,Base spreading resistance
આધાર જાડાઈ,Base thickness
બેઝ એક્સેસ,Base transport
"આધાર પહોળાઈ મોડ્યુલેશન, આધાર વિસ્તરણ મોડ્યુલેશન",Base width modulation
આધાર કલેક્ટર સંધિ,Base-collector junction
ગંધ,Bass
બાસ આવર્તન,Bass frequency
બેટરી,Battery
બાઉડ,Baud
બાઉડ દર,Baud rate
બાઉડ રેટ જનરેટર,Baud rate generator
બોડો કોડ,Baudot code
"સંકેત, દીવાદાંડી",Beacon
"મણિકા, બીડ",Bead
મેનિક કેપેસિટર,Bead capacitor
મણિકર્તાપિ પ્રતિરોધકો,Bead thermister
"બીમ એન્ટેના, બીમ એન્ટેના",Bean antenna
બીમ ડિટેક્ટર,Beam finder
બીમ પાવર નળી,Beam power tube
બીમ સ્વિચિંગ નોઝલ,Beam switching tube
બીમ વિસ્તરણ,Beam width
હરાવ્યું આવર્તન,Beat frequency
બીટ-ફ્રિકવન્સી ઓસિલેટર,Beat frequency oscillator
પલ્સ ઓસિલેટર,Beat oscillator
બેલ,Bel
બેન્ડિંગ નુકશાન,Bending loss
બેસેલ ફિલ્ટર,Bessel filter
બેટા,Beta
b-h વળાંક,B-H curve
"પૂર્વગ્રહ, પૂર્વગ્રહ",Bias
પૂર્વગ્રહ વર્તમાન,Bias current
પૂર્વગ્રહ પ્રતિકાર,Bias resistor
ડબલ એન્ટેના,Biconical antenna
દ્વિપક્ષીય લોડ વર્તમાન,Bidirection load current
દ્વિદિશ એન્ટેના,Bi-directional antenna
દ્વિદિશ પ્રકાશ ઉત્સર્જક ડાયોડ,Bidirectional LED
દ્વિપક્ષીય થાઇરિસ્ટર,Bidirectional thyristor
bi FET ટેકનોલોજી,Bi-FET technology
બાય પોઇન્ટ ટ્રાન્સફોર્મર,Bifilar transformer
ડબલ ફ્યુઝન,Bifilar winding
દ્વિપક્ષીય સર્કિટ,Bilateral network
દ્વિસંગી,Binary
દ્વિસંગી રકમ,Binary addition
દ્વિસંગી સર્કિટ,Binary circuit
દ્વિસંગી કોડેડ દશાંશ,Binary coded decimal (BCD)
દ્વિસંગી કોડેડ દશાંશ સિસ્ટમ,Binary coded decimal system
દ્વિસંગી દ્વિધ્રુવ કેપેસિટર,Binary commutating capacitor
દ્વિસંગી કેલ્ક્યુલેટર,Binary counter
દ્વિસંગી કેલ્ક્યુલેટર,Binary counter
દ્વિસંગી ડીકોડર,Binary decoder
દ્વિસંગી નિસરણી,Binary ladder
બાઈનરી પેથોમીટર,Binary odometer
દ્વિસંગી સ્થિતિ,Binary state
દ્વિસંગી-દશાંશ ડીકોડર,Binary to decimal decoders
બાઈનરી લોડ,Binary weight
દ્વિસંગી શબ્દો,Binary word
દ્વિધ્રુવી,Bipolar
બાયપોલર કેપેસિટર,Bipolar capacitor
દ્વિધ્રુવી ઉપકરણ,Bipolar device
દ્વિધ્રુવી સ્ત્રોત,Bipolar power supply
બાયપોલર ટ્રાંઝિસ્ટર,Bipolar transistor
બાયપોલર જંકશન ટ્રાંઝિસ્ટર,Bipolar junction transistor
ચતુર્ભુજ ફિલ્ટર,Biquad filter
ડબલ સ્થિતિ,Bistable
બે તબક્કાનું મલ્ટિવાઇબ્રેટર,Bistable multivibratic
દ્વિપક્ષીય રિલે,Bistable relay
બે તબક્કાની સ્થિતિ,Bistable state
બે-સ્થિતિ ટ્રિગર,Bistable trigger
બીટ ભૂલ,Bit error
બીટ ભૂલ દર,Bit error rate (BER)
બીટ ભૂલ,Bit error
બિટકલ ભૂલ,Bit timing error
અંધ બોક્સ,Black box
કન્ડેન્સ્ડ પલ્સ,Blanking pulses
સચિવ,Bleeder
સ્ત્રાવ અવરોધક,Bleeder resistor
અંધત્વ,Blind speed
સેગમેન્ટ ડાયાગ્રામ,Block diagram
અવરોધક અવરોધ,Block impedance
ટુકડો ટ્રાન્સફર,Block transfer
ઇન્ટરસેપ્ટ,Blocking
રેઝિસ્ટર કેપેસિટર,Blocking capacitor
રેઝિસ્ટર કેપેસિટર,Blocking capacitor
રેઝિસ્ટર ઓસિલેટર,Blocking oscillator
અવરોધિત ઓસિલેટર,Blocking oscillator
રેઝિસ્ટર વોલ્ટેજ,Blocking voltage
બ્લોઅર,Blower
બોડ ડાયાગ્રામ,Bode diagram/plot
વોલ્ટ્ઝમેન સંબંધ,Boltzmann relation
વોલ્ટ્ઝમેન સતત,Boltzmann's constant
બોન્ડ,Bond
બંધાયેલ તાણ ગેજ,Bonded strain gauge
સ્વ-સહાયક એમ્પ્લીફાયર,Boot strapping amplifier
બુલિયન બીજગણિત,Boolean algebra
બુલિયન સમીકરણ,Boolean equation
બુટ Strapon,Boot strapping
બૂથનું અલ્ગોરિધમ,Booth's algorithm
બુટસ્ટ્રેપ પ્રિઝમ સર્કિટ,Bootstrap sweep circuit
bosscutts નિયમ,Bosanquert's law
બોઝ-ચૌધરી હોકેનહામ (BCH) કોડ,Bose-Chaudhary-Hoeckingham  (BCH) code
"કૂદકો, કૂદકો",Bounce
બંધાયેલ ઇલેક્ટ્રોન,Bound electron
બ્રેગ રિફ્લેક્ટર,Bragg reflector
ગૂંથેલા વાયર,Braided wire
શાખા,Branch
શાખાઓ,Branching
પ્રયોગ બોર્ડ,Bread board
બ્રેક ઝોન,Break down region
બ્રેકિંગ વોલ્ટેજ,Break down voltage
બ્રેકડાઉન ડાયોડ,Breakdown diode
અસ્થિભંગ ફિક્સેશન,Breakdown rating
બ્રેકિંગ વોલ્ટેજ,Breakdown voltage
પુલ,Bridge
પુલ સુધારક,Bridge rectifier
વિશાળ બેન્ડ,Broad band
બ્રોડકાસ્ટ બેન્ડ,Broad cast band
અપાર્થિવ એરે,Broad side array
પ્રસારણ,Broadcast
બ્રોડકાસ્ટ એન્ટેના,Broadcast antenna
બ્રોડકાસ્ટ રીસીવર,Broadcast receiver
ફ્રીક્વન્સી બ્રોડકાસ્ટ રીસીવર,Broadcast receiver frequency
બ્રોડકાસ્ટ ટ્રાન્સમીટર,Broadcast transmitter
બૂસ્ટર એન્ટેના,Booster
બસ એન્ટેના,Bruce antenna
બ્રશ નિમજ્જન,Brush discharge
પરપોટા અને દરવાજો,Bubbled AND gate
બુડબુડુ અથવા ગેટ,Bubbled OR gate
બબલી મેમરી,Bubble memory
વળતર આપતું વોલ્ટેજ,Bucking voltage
બફર,Buffer
બફર એમ્પ્લીફાયર,Buffer amplifier
બફર સર્કિટ,Buffer circuit
બફર ઓપરેટર,Buffer driver
બફર રજીસ્ટર,Buffer register
બલ્બ,Bulb
વસ્તી અસર,Bulk effect
મેક્રો સેમિકન્ડક્ટર ઉપકરણ,Bulk semi-conductor device
ટોળું,Buncher
ડૂબી ગયેલ વિનિમય,Burried crossover
ડૂબી ગયેલ સ્તર,Burried layer
ડૂબી ગયેલો સંપર્ક,Burrier contact
બ્લાસ્ટ એમ્પ્લીફાયર,Burst amplifier
બ્લાસ્ટ કવર,Burst blanking
બ્લાસ્ટ ફાયરિંગ,Burst firing
વિસ્ફોટ ડોર એમ્પ્લીફાયર,Burst gate amplifier
વિસ્ફોટ મોડ,Burst mode
વિસ્ફોટ વિભાજક,Burst separator
વિસ્ફોટ સંકેત,Burst signal
વિસ્ફોટ ભૂલ સુધારનાર કોડ,Burst-error correcting code
પૂરતૂ,Bus
બસ બાર,Bus bar
બસ સંસ્થા,Bus organisation
બસ ધોરણ,Bus standard
માત્ર ક્ષણિક,Bus transient
માખણ વર્થ ફિલ્ટર,Butter worth filter
bnc વાયર,BNC cable
BNC જોઈન્ટર,BNC connector
બાય-વે,By pass
બાયપાસ કેપેસિટર,Bypass capacitor
બાઈટ,Byte
વી બેન્ડ,C band
સી બેન્ડ એન્ટેના,C band antenna
વાયર,Cable
વાયર રૂટીંગ,Cable routing
ટેલિગ્રાફ ટેલિવિઝન,Cable version
કેશ મેમરી,Cache memory
સિસિમ ફ્રીક્વન્સી સ્ટાન્ડર્ડ,Caesium frequency standard
કેલ્ક્યુલેટર,Calculator
માપાંકન,Calibration
કૉલ સરનામું,Call address
કૉલપિટ ઓસિલેટર,Colpitt's oscillator
કેમ કોર્ડર,Camcorder
કેમેરા,Camera
કેમેરા નળી,Camera tube
candela,Candela
મીણબત્તીની શક્તિ,Candle power
કેન્ટીલીવર તાણ ગેજ,Cantilever strain gauge
હોલ્ડિંગ,Capacitance
કેપેસીટન્સ બ્લડ પ્રેશર ટ્રાન્સડ્યુસર,Capacitance blood pressure transducer
હોલ્ડિંગ ડિસ્ટ્રીબ્યુટર,Capacitance distributor
સંધિ હોલ્ડિંગ,Capacitance junction
કેપેસિટેન્સ ગેજ,Capacitance meter
હોલ્ડિંગ કલેક્ટર,Capacitance pick-up
ક્ષમતા પ્રતિક્રિયા,Capacitive reactance
"કેપેસિટીવ એનર્જી કન્વર્ટર, ટ્રાન્સડ્યુસર",Capacitive transducer
કેપેસિટર,Capacitor
કેપેસિટર બેંક,Capacitor bank
કેપેસિટર ફિલ્ટર,Capacitor filter
કેપેસિટર ઇનપુટ ફિલ્ટર,Capacitor input filter
વિંચ મોટર,Capstan motor
પુલી સર્વો બોડી,Capstan servo system
ચરખી,Capston
કેપ્ચર,Capture
કેપ્ચર કલમ,Capture cross-section
કેપ્ચર અસર,Capture effect
વાહક અવાજ ગુણોત્તર,Carrier to noise ratio (CNR)
કાર રેડિયો,Car radio
કાર્બન રેઝિસ્ટર,Carbon resistor
કાર્ડ રીડર,Card reader
કાર્ડિયોઇડ ડાયાગ્રામ,Cardiod diagram
વાહન,Carriage
વાહન વળતર,Carriage return
વાહક,Carrier
વાહક સંચાર,Carrier communication
વાહક એકાગ્રતા,Carrier concentration
વાહક આવર્તન,Carrier frequency
વાહક પ્રજનન,Carrier generation
વાહક સ્તર,Carrier level
વાહક જીવન,Carrier life time
વાહક ગતિશીલતા,Carrier mobility
વાહક ગુણાકાર,Carrier multiplication
વાહક અવાજ સ્તર,Carrier noise level
વાહક શ્રેણી,Carrier range
વાહક પુનઃપ્રાપ્તિ સર્કિટ,Carrier recovery circuits
વાહક પુનઃનિર્માણ,Carrier reinsertion
વાહક છૂટાછવાયા,Carrier scattering
વાહક દમન,Carrier suppression
વાહક પાંજરું,Carrier trapping
વાહક વેગ,Carrier velocity
હેન્ડ બીટ,Carry bit
ધ્વજ રાખવામાં આવ્યો,Carry flag
"કબજાની નોંધણી, કબજાની નોંધણી",Carry register
પોર્ટેબલ જનરેટર,Carry-generator
કાર્સનનો કાયદો,Carson's rule
કારતૂસ ફ્યુઝ,Cartridge fuse
કારતૂસ ટેપ,Cartridge tape
કેરી ફોસ્ટર બ્રિજ,Carry foster bridge
સ્ટેપ એમ્પ્લીફાયર,Cascade amplifier
ગ્રેડેશન,Cascading
કાસ્કેડ એમ્પ્લીફાયર,Cascade amplifier
"કાસ્કોડ એમ્પ્લીફાયર, સ્ટેપ એમ્પ્લીફાયર",Cascode amplifier
કેસેટ,Cassette
પ્રેરિત,Catalysis
કેપ્ટિવ કોટર,Catcher cavity
કેથોડ,Cathode
કેથોડ પાછળનું,Cathode follower
કેથોડ ટ્રેલિંગ એમ્પ્લીફાયર,Cathode follower amplifier
કેથોડ લ્યુમિનન્સ,Cathode luminescence
કેથોડ સામગ્રી,Cathode material
કેથોડ રે ઓસિલોસ્કોપ,Cathode ray oscilloscope (CRO)
કેથોડ રે ટ્યુબ,Cathode ray tube (CRT)
કેથોડ કણો જુબાની,Cathode sputtering
કેથોડ લ્યુમિનન્સ,Cathode luminescence
કોયર ફિલ્ટર,Cauer filter
કેવર ફિલ્ટર,Caver filter
કોટર,Cavity
એન્ટ્રાલ રેડિયેશન,Cavity radiation
કોટર રેઝોનેટર,Cavity resonator
ફેટ ચાર્જ કપલ્ડ ડિવાઇસ (CCD),CCD (=charge couled device) amplifier
સીડી રોમ,CD-ROM
સીડી રોમ ડ્રાઇવ,CD-ROM drive
સેલ (બેટરી),Cell (battery)
કેન્દ્રીય સંસાધન તત્વ,Central processing element
કેન્દ્રીય સંસાધન એકમ,Central processing unit (CPU)
કેન્દ્રીય પ્રોસેસર,Central processor
સરેરાશ સ્કેલ,Central value
મધ્ય આવર્તન,Centre frequency
મધ્યમ એક્ઝોસ્ટ ટ્રાન્સફોર્મર,Centre tapped transformer
"સિરામિક, માટી",Ceramic
સિરામિક ફિલર,Ceramic filler
સિરામિક ફિલ્ટર,Ceramic filter
સિરામિક સામગ્રી,Ceramic material
સિરામિક રેઝોનેટર,Ceramic resonator
સિરામિક સાઉન્ડ રીસીવર,Ceremic phono pick up
સેરેનકોવ કેલ્ક્યુલેટર,Cerenkov counter
સરમત,Cermet
chalcogenide,Chalcogenoid
કેલ્કોપીરાઈટ,Chalcopyrite
"ચેનલ, ચેનલ",Channel
ચેનલ બેન્ડ વિસ્તરણ,Channel bandwidth
ચેનલ કોડર,Channel encoder
ચેનલ આવર્તન,Channel frequency
ચેનલ પાત્ર,Channel selector
ચેનલ અલગ,Channel separation
ચેનલ સિદ્ધાંત,Channeling theory
અક્ષર જનરેટર,Character generator
પાત્રની ઓળખ,Character recognization
લાક્ષણિક અવબાધ,Characteristic impedance
ચાર્જ કેરિયર,Charge carrier
ચાર્જ નિયંત્રણ પરિમાણ,Charge control parameter
ચાર્જ જોડી ઉપકરણ,Charge coupled device
ચાર્જ જોડી રેન્ડમ એક્સેસ મેમરી,Charge coupled random access memory
ચાર્જ ઘનતા,Charge density
ચાર્જ ઈન્જેક્શન ઉપકરણ,Charge injection device
ચાર્જ નુકશાન,Charge loss
ચાર્જ પમ્પિંગ,Charge pumping
ચાર્જ સેન્સિંગ એમ્પ્લીફાયર,Charge sensitive amplifier
ચાર્જ સંગ્રહ,Charge storage
ચાર્જ કણો,Charged particle
જુસ્સાદાર,Charger
ફ્રેમ,Chassis
રોબીશેવ ફિલ્ટર,Chebyshev filter
કુલ તપાસો,Check sum
આવર્તન તપાસો,Check up frequency
રાસાયણિક બંધન,Chemical bond
રાસાયણિક વરાળ જુબાની,Chemical vapour deposition
ચાઇલ્ડ લોક સુવિધા,Child lock facility
બાળકનો કાયદો,Child's law
ચિપ,Chip
ચિપ સક્રિયકરણ,Chip enable
ગૂંગળામણ,Choke
તૂટક તૂટક,Choppar
તૂટક તૂટક એમ્પ્લીફાયર,Chopper amplifier
તૂટક તૂટક એમ્પ્લીફાયર,Chopper amplifier
તૂટક તૂટક મોડ,Chopper mode
ક્રોમા એમ્પ્લીફાયર,Chroma amplifier
લાક્ષણિકતા રેખાકૃતિ,Chromaticity diagram
પિગમેન્ટેશન,Chrominance
વર્તુળ રેખાકૃતિ,Circle diagram
સર્કિટ,Circuit
સર્કિટ વિશ્લેષણ,Circuit analysis
સર્કિટ બ્રેકર,Circuit breaker
પરિપથ આકૃતિ,Circuit diagram
સર્કિટ નોટેશન,Circuit rotation
સર્કિટ સ્વિચિંગ,Circuit switching
ગોળાકાર તરંગ માર્ગ,Circular wave guide
ફરતી મેમરી,Circulating memory
બંધન સર્કિટ,Clamping circuit
ક્લૅપ ઓસિલેટર,Clapp oscillator
વર્ગ A એમ્પ્લીફાયર,Class A amplifier
વર્ગ A] B] C] D કામગીરી,"Class A, B, C, D operation"
વર્ગ બી એમ્પ્લીફાયર,Class B amplifier
વર્ગ સી એમ્પ્લીફાયર,Class C amplifier
વર્ગ ડી એમ્પ્લીફાયર,Class D amplifier
એસ વર્ગ શરીર,Class S system
"હકાલપટ્ટી, સ્વચ્છ",Clear
ઉતારવું,Clipping
ઉતારવાની સર્કિટ,Clipping circuit
કેલાડ,Clock
ઘડિયાળની આવર્તન,Clock frequency
ઘડિયાળ પલ્સ જનરેટર,Clock pulse generator
કદલ આરએસ ફ્લિપ ફ્લોપ,Clocked RS flip-flop
બંધ સર્કિટ ટેલિવિઝન,Closed circuit television
બંધ લૂપ કામગીરી,Closed loop operation
બંધ લૂપ ગેઇન,Closed-loop gain
પૂરક મેટાલિક સેમિકન્ડક્ટર,CMOS (complementary MOS)
CMOS ઉપકરણ,CMOS devices
સીએમઆરઆર (કોમન મોડ ન્યુટ્રલાઇઝેશન રેશિયો),CMRR (common mode rejection ratio)
CO2 લેસર,CO2 lasor
કો - એક્ષેલ કેબલ,Co-axial cable
કોક્સિયલ કોટર,Co-axial cavity
કોક્સિયલ કનેક્ટર,Coaxial connector
"કોક્સિયલ કનેક્ટર, કોક્સિયલ કનેક્ટર",Co-axial connector
કોક્સિયલ રેખા,Co-axial line
કોક્સિયલ રેખા,Co-axial line
કોક્સિયલ વેવ પાથ,Co-axial wave guide
કોડ ફેરફાર,Code conversion
કોડ ચેન્જર,Code converter
"કોડેક, કોડર-ડીકોડર",CoDEC
સ્ટીરિયો કોડિંગ,Coding (stereo)
જોડાણ ગુણાંક,Co efficient of coupling
પ્રતિબંધક બળ,Coercive force
સુસંગત પ્રકાશ,Coherent light
જન્માક્ષર,Coil
કોઇલ વિન્ડિંગ મશીન,Coil winding machine
સંયોગ સર્કિટ,Coincidence circuit
ગરમ કેથોડ ટ્યુબ,Cold cathode tube
કોલ્ડ વેલ્ડીંગ પોઈન્ટ,Cold solder point
"કલેક્ટર, કલેક્ટર",Collector
સંગ્રહ પ્રવાહ,Collector current
કલેક્ટર સડો,Collector dissipation
કલેક્ટર કાર્યક્ષમતા,Collector efficiency
સમાંતર લેન્સ,Collimation lens
પાત્ર ડ્રાફ્ટિંગ,Color graphics
રંગ વિસ્ફોટ,Colour burst
"રંગ કોડ, અક્ષર કોડ",Colour code
રંગ વિભેદક સંકેત,Colour difference signals
મારણ,Colour killer
રંગ મોનિટર,Colour monitor
પાત્ર પ્રજનન,Colour production
રંગ સંતૃપ્તિ,Colour saturation
રંગીન વાહક આવર્તન,Colour subcarrier frequency
વર્ણહીન સંકેત,Colour syne signal
રંગીન ટેલિવિઝન,Colour television
રંગીન ટેલિવિઝન બોડી,Colour television system
"કૉલમ સ્પીકર, કૉલમ સાઉન્ડ ડિપોઝિટર",Column speaker
"કાંસકો ફિલ્ટર, કાંસકો ફિલ્ટર",Comb filter
કનેક્શન સર્કિટ,Combinational circuit
સંયુક્ત તર્ક,Combinational logic
આદેશ,Command
સામાન્ય આધાર એમ્પ્લીફાયર,Common base amplifier
સામાન્ય આધાર રૂપરેખાંકન,Common base configuration
સામાન્ય કલેક્ટર એમ્પ્લીફાયર,Common collector amplifier  (= emitter follower)
સામાન્ય કલેક્ટર રૂપરેખાંકન,Common collector configuration
સામાન્ય કેપેસિટીવ એમ્પ્લીફાયર,Common drain amplifier
સામાન્ય ઉત્સર્જક એમ્પ્લીફાયર,Common emitter amplifier
સામાન્ય દ્વાર એમ્પ્લીફાયર,Common gate amplifier
ભૂસ્તરશાસ્ત્રીય,Common ground
સામાન્ય મોડ સિગ્નલ,Common mode signal
સામૂહિક વળતર,Common return
સામાન્ય સ્ત્રોત એમ્પ્લીફાયર,Common source amplifier
સામાન્ય ઉત્સર્જક રૂપરેખાંકન,Common-emitter configuration
બાયકન્વર્ટર,Commulator
સંચાર ઉપગ્રહ,Communication satellite
સંચાર વ્યવસ્થા,Communication system
સમુદાય એન્ટેના સિસ્ટમ,Community antenna system
કોમ્પેક્ટ સ્વેચ રોમ (સીડી રોમ),Compact disc ROM (cROM)
કમ્પ્રેશન વેરિઅન્સ,Companding
"કમ્પ્રેસર, કમ્પેન્ડર",Comparador
"તુલના કરનાર, તુલના કરનાર",Comparator
તુલનાત્મક ડાયોડ,Comparator diode
સુસંગતતા,Compatibility
વળતર આપનાર,Compensated attenuator
વળતરલક્ષી પૂર્વગ્રહ,Compensation bias
વળતરનો ભાર,Compensation load
પ્રતિશોધાત્મક પસ્તાવો,Compensation log
વળતરની તપાસ,Compensation probe
કમ્પાઇલર,Compiler
કમ્પાઇલર ડિઝાઇન,Compiler design
પૂરક,Complement
પૂરક વિતરણ,Complementary distribution
પૂરક ભૂલ,Complementary error
પૂરક સમપ્રમાણતા આઉટપુટ,Complementary symmetry output
સંપૂર્ણ એમ્પ્લીફાયર,Complete amplifier
સંયુક્ત આવર્તન,Complex frequency
સંયુક્ત તાકાત,Complex power
ફોલો-અપ,Compliance
પૂરક ભૂલ કાર્ય,Complementary error function
પૂરક લોજિક સર્કિટ,Complementary logic circuit
ઘટક,Component
એલોય વિડિયો સિગ્નલ,Composite signal
મિશ્ર રેઝિસ્ટર,Composition resistor
સંયુક્ત સેમિકન્ડક્ટર,Compound semiconductor
સંકોચન,Compression
કમ્પ્રેશન આવર્તન,Compression frequency
"કોમ્પ્રેસર, કોમ્પ્રેસર, કોમ્પ્રેસર",Compressor
કમ્પ્યુટર સહાયિત ડિઝાઇન,Computer aided design
કમ્પ્યુટર સહાયિત ઉત્પાદન,Computer aided manufacture (CAM)
