Gujarati,Tamil
ઇન્સ્યુલેટીંગ કેપેસિટર,இன்சுலேடிங் மின்தேக்கி
અવરોધ ઊર્જા,தடை ஆற்றல்
રેઝિસ્ટર વોલ્ટેજ,மின்தடை மின்னழுத்தம்
બાર્ટલેટ વિન્ડો,பார்ட்லெட் ஜன்னல்
"આધાર, આધાર","அடிப்படை, அடிப்படை"
આધાર બેન્ડ,அடிப்படை இசைக்குழு
બેઝ બેન્ડ ટ્રાન્સમિશન,அடிப்படை இசைக்குழு பரிமாற்றம்
બેઝ ચાર્જ,அடிப்படை கட்டணம்
આધાર પ્રવાહ,அடிப்படை மின்னோட்டம்
આધાર વર્તમાન સ્ત્રોત,அடிப்படை தற்போதைய ஆதாரம்
આધાર ઉતારવું,அடிப்படை வெட்டுதல்
આધાર મદન,ஆதார் மதன்
આધાર ઉત્સર્જક ફીડ,அடிப்படை உமிழ்ப்பான் ஊட்டம்
આધાર ઉત્સર્જક જંકશન,அடிப்படை உமிழ்ப்பான் சந்திப்பு
બેઝ ઈન્જેક્શન,அடிப்படை ஊசி
જમીન રેખા,தரை வரி
આધાર પ્રતિકાર,அடிப்படை எதிர்ப்பு
આધાર સ્ત્રોત,அடிப்படை ஆதாரம்
આધાર વિસ્તરણ પ્રતિકાર,அடிப்படை விரிவாக்க எதிர்ப்பு
આધાર વિસ્તરણ પ્રતિકાર,அடிப்படை விரிவாக்க எதிர்ப்பு
આધાર જાડાઈ,அடிப்படை தடிமன்
બેઝ એક્સેસ,அடிப்படை அணுகல்
"આધાર પહોળાઈ મોડ્યુલેશન, આધાર વિસ્તરણ મોડ્યુલેશન","அடிப்படை அகல பண்பேற்றம், அடிப்படை விரிவாக்க மாடுலேஷன்"
આધાર કલેક્ટર સંધિ,அடிப்படை சேகரிப்பாளர் ஒப்பந்தம்
ગંધ,வாசனை
બાસ આવર્તન,பாஸ் அதிர்வெண்
બેટરી,மின்கலம்
બાઉડ,பாட்
બાઉડ દર,பாட் விகிதம்
બાઉડ રેટ જનરેટર,பாட் ரேட் ஜெனரேட்டர்
બોડો કોડ,போடோ குறியீடு
"સંકેત, દીવાદાંડી","சமிக்ஞை, கலங்கரை விளக்கம்"
"મણિકા, બીડ","மாணிக்கா, பீட்"
મેનિક કેપેસિટર,பித்து மின்தேக்கி
મણિકર્તાપિ પ્રતિરોધકો,மணிகர்தாபி எதிர்ப்பாளர்கள்
"બીમ એન્ટેના, બીમ એન્ટેના","பீம் ஆண்டெனா, பீம் ஆண்டெனா"
બીમ ડિટેક્ટર,பீம் டிடெக்டர்
બીમ પાવર નળી,பீம் சக்தி குழாய்
બીમ સ્વિચિંગ નોઝલ,பீம் மாறுதல் முனைகள்
બીમ વિસ્તરણ,கற்றை விரிவாக்கம்
હરાવ્યું આવર્તન,துடிப்பு அதிர்வெண்
બીટ-ફ્રિકવન્સી ઓસિલેટર,துடிப்பு-அதிர்வெண் ஆஸிலேட்டர்
પલ્સ ઓસિલેટર,துடிப்பு ஆஸிலேட்டர்
બેલ,மணி
બેન્ડિંગ નુકશાન,வளைக்கும் இழப்பு
બેસેલ ફિલ્ટર,பெசல் வடிகட்டி
બેટા,பீட்டா
b-h વળાંક,b-h வளைவு
"પૂર્વગ્રહ, પૂર્વગ્રહ","சார்பு, சார்பு"
પૂર્વગ્રહ વર્તમાન,சார்பு மின்னோட்டம்
પૂર્વગ્રહ પ્રતિકાર,சார்பு எதிர்ப்பு
ડબલ એન્ટેના,இரட்டை ஆண்டெனா
દ્વિપક્ષીય લોડ વર્તમાન,இருதரப்பு சுமை மின்னோட்டம்
દ્વિદિશ એન્ટેના,இருதரப்பு ஆண்டெனா
દ્વિદિશ પ્રકાશ ઉત્સર્જક ડાયોડ,இருதரப்பு ஒளி உமிழும் டையோடு
દ્વિપક્ષીય થાઇરિસ્ટર,இருதரப்பு தைரிஸ்டர்
bi FET ટેકનોલોજી,இரு FET தொழில்நுட்பம்
બાય પોઇન્ટ ટ્રાન્સફોર્મર,இரு புள்ளி மின்மாற்றி
ડબલ ફ્યુઝન,இரட்டை இணைவு
દ્વિપક્ષીય સર્કિટ,இருதரப்பு சுற்று
દ્વિસંગી,பைனரி
દ્વિસંગી રકમ,பைனரி தொகை
દ્વિસંગી સર્કિટ,பைனரி சுற்று
દ્વિસંગી કોડેડ દશાંશ,பைனரி குறியிடப்பட்ட தசம
દ્વિસંગી કોડેડ દશાંશ સિસ્ટમ,பைனரி குறியிடப்பட்ட தசம அமைப்பு
દ્વિસંગી દ્વિધ્રુવ કેપેસિટર,பைனரி இருமுனை மின்தேக்கி
દ્વિસંગી કેલ્ક્યુલેટર,பைனரி கால்குலேட்டர்
દ્વિસંગી કેલ્ક્યુલેટર,பைனரி கால்குலேட்டர்
દ્વિસંગી ડીકોડર,பைனரி குறிவிலக்கி
દ્વિસંગી નિસરણી,பைனரி ஏணி
બાઈનરી પેથોમીટર,பைனரி பாத்தோமீட்டர்
દ્વિસંગી સ્થિતિ,இருமை நிலை
દ્વિસંગી-દશાંશ ડીકોડર,பைனரி-தசம குறிவிலக்கி
બાઈનરી લોડ,பைனரி சுமை
દ્વિસંગી શબ્દો,பைனரி வார்த்தைகள்
દ્વિધ્રુવી,இருமுனை
બાયપોલર કેપેસિટર,இருமுனை மின்தேக்கி
દ્વિધ્રુવી ઉપકરણ,இருமுனை சாதனம்
દ્વિધ્રુવી સ્ત્રોત,இருமுனை மூல
બાયપોલર ટ્રાંઝિસ્ટર,இருமுனை டிரான்சிஸ்டர்
બાયપોલર જંકશન ટ્રાંઝિસ્ટર,இருமுனை சந்திப்பு டிரான்சிஸ்டர்
ચતુર્ભુજ ફિલ્ટર,இருபடி வடிகட்டி
ડબલ સ્થિતિ,இரட்டை நிலை
બે તબક્કાનું મલ્ટિવાઇબ્રેટર,இரண்டு-நிலை மல்டிவைபிரேட்டர்
દ્વિપક્ષીય રિલે,இருதரப்பு ரிலே
બે તબક્કાની સ્થિતિ,இரண்டு கட்ட நிலை
બે-સ્થિતિ ટ્રિગર,இரண்டு நிலை தூண்டுதல்
બીટ ભૂલ,பிட் பிழை
બીટ ભૂલ દર,பிட் பிழை விகிதம்
બીટ ભૂલ,பிட் பிழை
બિટકલ ભૂલ,பிட்கல் பிழை
અંધ બોક્સ,குருட்டு பெட்டி
કન્ડેન્સ્ડ પલ્સ,அமுக்கப்பட்ட துடிப்பு
સચિવ,சுரப்பவர்
સ્ત્રાવ અવરોધક,சுரக்கும் தடுப்பான்
અંધત્વ,குருட்டுத்தன்மை
સેગમેન્ટ ડાયાગ્રામ,பிரிவு வரைபடம்
અવરોધક અવરોધ,தடுப்பு மின்தடை
ટુકડો ટ્રાન્સફર,துண்டு பரிமாற்றம்
ઇન્ટરસેપ્ટ,இடைமறிக்கவும்
રેઝિસ્ટર કેપેસિટર,மின்தடை மின்தேக்கி
રેઝિસ્ટર કેપેસિટર,தடுப்பான் மின்தேக்கி
રેઝિસ્ટર ઓસિલેટર,தடுக்கும் ஆஸிலேட்டர்
અવરોધિત ઓસિલેટર,மின்தடை ஆஸிலேட்டர்
રેઝિસ્ટર વોલ્ટેજ,மின்தடை மின்னழுத்தம்
બ્લોઅર,ஊதுபவர்
બોડ ડાયાગ્રામ,போட் வரைபடம்
વોલ્ટ્ઝમેન સંબંધ,வோல்ட்ஸ்மேன் உறவு
વોલ્ટ્ઝમેન સતત,வோல்ட்ஸ்மேன் மாறிலி
બોન્ડ,பத்திரம்
બંધાયેલ તાણ ગેજ,பிணைக்கப்பட்ட திரிபு அளவு
સ્વ-સહાયક એમ્પ્લીફાયર,சுயமாக இயக்கப்படும் பெருக்கி
બુલિયન બીજગણિત,பூலியன் இயற்கணிதம்
બુલિયન સમીકરણ,பூலியன் சமன்பாடு
બુટ Strapon,துவக்க ஸ்ட்ராபன்
બૂથનું અલ્ગોરિધમ,பூத்தின் அல்காரிதம்
બુટસ્ટ્રેપ પ્રિઝમ સર્કિટ,பூட்ஸ்ட்ராப் ப்ரிசம் சுற்று
bosscutts નિયમ,bosscutts ஆட்சி
બોઝ-ચૌધરી હોકેનહામ (BCH) કોડ,போஸ்-சௌத்ரி ஹாக்கன்ஹாம் (BCH) குறியீடு
"કૂદકો, કૂદકો","குதி, குதி"
બંધાયેલ ઇલેક્ટ્રોન,பிணைக்கப்பட்ட எலக்ட்ரான்
બ્રેગ રિફ્લેક્ટર,ப்ராக் பிரதிபலிப்பான்
ગૂંથેલા વાયર,பின்னிப் பிணைந்த கம்பி
શાખા,கிளை
શાખાઓ,கிளைகள்
પ્રયોગ બોર્ડ,பரிசோதனை குழு
બ્રેક ઝોન,எலும்பு முறிவு மண்டலம்
બ્રેકિંગ વોલ્ટેજ,உடைக்கும் மின்னழுத்தம்
બ્રેકડાઉન ડાયોડ,முறிவு டையோடு
અસ્થિભંગ ફિક્સેશન,எலும்பு முறிவு சரிசெய்தல்
બ્રેકિંગ વોલ્ટેજ,உடைக்கும் மின்னழுத்தம்
પુલ,பாலம்
પુલ સુધારક,பாலம் திருத்தி
વિશાળ બેન્ડ,பரந்த இசைக்குழு
બ્રોડકાસ્ટ બેન્ડ,ஒலிபரப்பு இசைக்குழு
અપાર્થિવ એરે,நிழலிடா வரிசை
પ્રસારણ,ஒளிபரப்பு
બ્રોડકાસ્ટ એન્ટેના,ஒளிபரப்பு ஆண்டெனா
બ્રોડકાસ્ટ રીસીવર,ஒளிபரப்பு ரிசீவர்
ફ્રીક્વન્સી બ્રોડકાસ્ટ રીસીવર,அதிர்வெண் ஒளிபரப்பு பெறுதல்
બ્રોડકાસ્ટ ટ્રાન્સમીટર,ஒளிபரப்பு டிரான்ஸ்மிட்டர்
બૂસ્ટર એન્ટેના,பூஸ்டர் ஆண்டெனா
બસ એન્ટેના,பஸ் ஆண்டெனா
બ્રશ નિમજ્જન,தூரிகை மூழ்குதல்
પરપોટા અને દરવાજો,குமிழ் மற்றும் வாயில்
બુડબુડુ અથવા ગેટ,புட்புடு அல்லது கேட்
બબલી મેમરી,குமிழி நினைவகம்
વળતર આપતું વોલ્ટેજ,மின்னழுத்தத்தை ஈடுசெய்யும்
બફર,தாங்கல்
બફર એમ્પ્લીફાયર,தாங்கல் பெருக்கி
બફર સર્કિટ,தாங்கல் சுற்று
બફર ઓપરેટર,தாங்கல் ஆபரேட்டர்
બફર રજીસ્ટર,தாங்கல் பதிவு
બલ્બ,பல்பு
વસ્તી અસર,மக்கள் தொகை விளைவு
મેક્રો સેમિકન્ડક્ટર ઉપકરણ,மேக்ரோ குறைக்கடத்தி சாதனம்
ટોળું,கொத்து
ડૂબી ગયેલ વિનિમય,மூழ்கிய பரிமாற்றம்
ડૂબી ગયેલ સ્તર,மூழ்கிய அடுக்கு
ડૂબી ગયેલો સંપર્ક,மூழ்கிய தொடர்பு
બ્લાસ્ટ એમ્પ્લીફાયર,வெடிப்பு பெருக்கி
બ્લાસ્ટ કવર,குண்டு வெடிப்பு கவர்
બ્લાસ્ટ ફાયરિંગ,குண்டு வெடிப்பு
વિસ્ફોટ ડોર એમ્પ્લીફાયર,வெடிப்பு கதவு பெருக்கி
વિસ્ફોટ મોડ,வெடிப்பு முறை
વિસ્ફોટ વિભાજક,வெடிப்பு பிரிப்பான்
વિસ્ફોટ સંકેત,வெடிப்பு சமிக்ஞை
વિસ્ફોટ ભૂલ સુધારનાર કોડ,வெடிப்பு பிழை திருத்தி குறியீடு
પૂરતૂ,போதும்
બસ બાર,பஸ் பார்
બસ સંસ્થા,பேருந்து அமைப்பு
બસ ધોરણ,பேருந்து தரநிலை
માત્ર ક્ષણિક,வெறும் கணம்
માખણ વર્થ ફિલ્ટર,வெண்ணெய் மதிப்பு வடிகட்டி
bnc વાયર,bnc கம்பி
BNC જોઈન્ટર,BNC இணைப்பாளர்
બાય-વે,வழியில்
બાયપાસ કેપેસિટર,பைபாஸ் மின்தேக்கி
બાઈટ,பைட்
વી બેન્ડ,வி இசைக்குழு
સી બેન્ડ એન્ટેના,சி பேண்ட் ஆண்டெனா
વાયર,கம்பி
વાયર રૂટીંગ,கம்பி வழித்தடம்
ટેલિગ્રાફ ટેલિવિઝન,தந்தி தொலைக்காட்சி
કેશ મેમરી,கேச் நினைவகம்
સિસિમ ફ્રીક્વન્સી સ્ટાન્ડર્ડ,சிசிம் அதிர்வெண் தரநிலை
કેલ્ક્યુલેટર,கால்குலேட்டர்
માપાંકન,அளவுத்திருத்தம்
કૉલ સરનામું,அழைப்பு முகவரி
કૉલપિટ ઓસિલેટર,கால்பிட் ஆஸிலேட்டர்
કેમ કોર્ડર,கேம் கார்டர்கள்
કેમેરા,புகைப்பட கருவி
કેમેરા નળી,கேமரா குழாய்
candela,குத்துவிளக்கு
મીણબત્તીની શક્તિ,மெழுகுவர்த்தி சக்தி
કેન્ટીલીવર તાણ ગેજ,கான்டிலீவர் ஸ்ட்ரெய்ன் கேஜ்
હોલ્ડિંગ,வைத்திருக்கும்
કેપેસીટન્સ બ્લડ પ્રેશર ટ્રાન્સડ્યુસર,கொள்ளளவு இரத்த அழுத்த மின்மாற்றி
હોલ્ડિંગ ડિસ્ટ્રીબ્યુટર,வைத்திருக்கும் விநியோகஸ்தர்
સંધિ હોલ્ડિંગ,ஒப்பந்தம் வைத்தல்
કેપેસિટેન્સ ગેજ,கொள்ளளவு அளவீடு
હોલ્ડિંગ કલેક્ટર,வைத்திருக்கும் சேகரிப்பான்
ક્ષમતા પ્રતિક્રિયા,கொள்ளளவு எதிர்வினை
"કેપેસિટીવ એનર્જી કન્વર્ટર, ટ્રાન્સડ્યુસર","கொள்ளளவு ஆற்றல் மாற்றி, மின்மாற்றி"
કેપેસિટર,மின்தேக்கி
કેપેસિટર બેંક,மின்தேக்கி வங்கி
કેપેસિટર ફિલ્ટર,மின்தேக்கி வடிகட்டி
કેપેસિટર ઇનપુટ ફિલ્ટર,மின்தேக்கி உள்ளீடு வடிகட்டி
વિંચ મોટર,வின்ச் மோட்டார்
પુલી સર્વો બોડી,புல்லி சர்வோ உடல்
ચરખી,சார்க்கி
કેપ્ચર,பிடிப்பு
કેપ્ચર કલમ,பிடிப்பு பிரிவு
કેપ્ચર અસર,பிடிப்பு விளைவு
વાહક અવાજ ગુણોત્તર,கேரியர் இரைச்சல் விகிதம்
કાર રેડિયો,கார் வானொலி
કાર્બન રેઝિસ્ટર,கார்பன் மின்தடை
કાર્ડ રીડર,கார்டு ரீடர்
કાર્ડિયોઇડ ડાયાગ્રામ,இதய வரைபடம்
વાહન,வண்டி
વાહન વળતર,வண்டி திரும்புதல்
વાહક,கேரியர்
વાહક સંચાર,கேரியர் தொடர்பு
વાહક એકાગ્રતા,கேரியர் செறிவு
વાહક આવર્તન,கேரியர் அதிர்வெண்
વાહક પ્રજનન,கேரியர் இனப்பெருக்கம்
વાહક સ્તર,கேரியர் நிலை
વાહક જીવન,கேரியர் வாழ்க்கை
વાહક ગતિશીલતા,கேரியர் இயக்கம்
વાહક ગુણાકાર,கேரியர் பெருக்கல்
વાહક અવાજ સ્તર,கேரியர் இரைச்சல் நிலை
વાહક શ્રેણી,கேரியர் வரம்பு
વાહક પુનઃપ્રાપ્તિ સર્કિટ,கேரியர் மீட்பு சுற்று
વાહક પુનઃનિર્માણ,கேரியர் மறுசெருகல்
વાહક છૂટાછવાયા,கடத்தும் சிதறல்
વાહક દમન,கேரியர் அடக்குமுறை
વાહક પાંજરું,கேரியர் கூண்டு
વાહક વેગ,கேரியர் வேகம்
હેન્ડ બીટ,கை பிட்
ધ્વજ રાખવામાં આવ્યો,கொடி நடைபெற்றது
"કબજાની નોંધણી, કબજાની નોંધણી","உடைமைப் பதிவு, உடைமைப் பதிவு"
પોર્ટેબલ જનરેટર,சிறிய ஜெனரேட்டர்
કાર્સનનો કાયદો,கார்சன் சட்டம்
કારતૂસ ફ્યુઝ,கெட்டி உருகி
કારતૂસ ટેપ,கெட்டி நாடா
કેરી ફોસ્ટર બ્રિજ,கேரி ஃபாஸ்டர் பாலம்
સ્ટેપ એમ્પ્લીફાયર,படி பெருக்கி
ગ્રેડેશન,தரம்
કાસ્કેડ એમ્પ્લીફાયર,அடுக்கு பெருக்கி
"કાસ્કોડ એમ્પ્લીફાયર, સ્ટેપ એમ્પ્લીફાયર","கேஸ்கோட் பெருக்கி, படி பெருக்கி"
કેસેટ,கேசட்
પ્રેરિત,தூண்டுதல்
કેપ્ટિવ કોટર,சிறைப்பிடிக்கப்பட்ட பூச்சு
કેથોડ,கேத்தோடு
કેથોડ પાછળનું,கேத்தோடு பின்வாங்கல்
કેથોડ ટ્રેલિંગ એમ્પ્લીફાયર,காதோட் டிரெயிலிங் பெருக்கி
કેથોડ લ્યુમિનન્સ,கேத்தோடு ஒளிர்வு
કેથોડ સામગ્રી,கேத்தோடு பொருள்
કેથોડ રે ઓસિલોસ્કોપ,கேத்தோடு கதிர் அலைக்காட்டி
કેથોડ રે ટ્યુબ,கேத்தோடு கதிர் குழாய்
કેથોડ કણો જુબાની,கேத்தோடு துகள் படிவு
કેથોડ લ્યુમિનન્સ,கேத்தோடு ஒளிர்வு
કોયર ફિલ્ટર,தேங்காய் வடிகட்டி
કેવર ફિલ્ટર,கேவர் வடிகட்டி
કોટર,கோட்டார்
એન્ટ્રાલ રેડિયેશન,ஆன்ட்ரல் கதிர்வீச்சு
કોટર રેઝોનેટર,cotter resonator
ફેટ ચાર્જ કપલ્ડ ડિવાઇસ (CCD),கொழுப்பு சார்ஜ் இணைக்கப்பட்ட சாதனம் (CCD)
સીડી રોમ,சிடிரோம்
સીડી રોમ ડ્રાઇવ,சிடி ரோம் டிரைவ்
સેલ (બેટરી),செல் (பேட்டரி)
કેન્દ્રીય સંસાધન તત્વ,மைய வள உறுப்பு
કેન્દ્રીય સંસાધન એકમ,மத்திய வள அலகு
કેન્દ્રીય પ્રોસેસર,மத்திய செயலி
સરેરાશ સ્કેલ,அர்த்தம்
મધ્ય આવર્તન,நடு அதிர்வெண்
મધ્યમ એક્ઝોસ્ટ ટ્રાન્સફોર્મર,நடுத்தர வெளியேற்ற மின்மாற்றி
"સિરામિક, માટી","பீங்கான், களிமண்"
સિરામિક ફિલર,பீங்கான் நிரப்பு
સિરામિક ફિલ્ટર,பீங்கான் வடிகட்டி
સિરામિક સામગ્રી,பீங்கான் பொருள்
સિરામિક રેઝોનેટર,செராமிக் ரெசனேட்டர்
સિરામિક સાઉન્ડ રીસીવર,பீங்கான் ஒலி பெறுதல்
સેરેનકોવ કેલ્ક્યુલેટર,செரென்கோவ் கால்குலேட்டர்
સરમત,சர்மத்
chalcogenide,சால்கோஜெனைடு
કેલ્કોપીરાઈટ,கால்கோபைரைட்
"ચેનલ, ચેનલ","சேனல், சேனல்"
ચેનલ બેન્ડ વિસ્તરણ,சேனல் பேண்ட் விரிவாக்கம்
ચેનલ કોડર,சேனல் குறியாக்கி
ચેનલ આવર્તન,சேனல் அதிர்வெண்
ચેનલ પાત્ર,சேனல் பாத்திரம்
ચેનલ અલગ,சேனல் பிரிப்பு
ચેનલ સિદ્ધાંત,சேனல் கோட்பாடு
અક્ષર જનરેટર,எழுத்து ஜெனரேட்டர்
પાત્રની ઓળખ,பாத்திரம் அங்கீகாரம்
લાક્ષણિક અવબાધ,பண்பு மின்மறுப்பு
