Gujarati,Hindi
ઉમેરણ,"योज्य, योगात्मक"
સંલગ્નતા,आसंजन
એડહેસિવ ઊર્જા,आसंजी ऊर्जा
adiabat,ऐडियाबैट
એડિબેટિક,रुद्धोष्म
હીટ ઇન્સ્યુલેટીંગ,उष्मा-अपार्य
જોડાણ,संलग्न
એડજસ્ટેબલ,समायोज्य
પ્રવેશ,प्रवेश्यता
શોષણ,अधिशोषण
આગળ,अग्रगत
પ્રગતિશીલ,प्रगामी
"આકાશી, હવા (વિ.), હવાઈ (સં.)","आकाशी, वायव (वि.), एरियल (सं.)"
એન્ટેના સ્ટ્રીમ,ऐन्टेना धारा
હવાઈ સર્વેક્ષણ,आकाशी सर्वेक्षण
હવાનો વેગ,वायव वेग
એરોડાયનેમિક ગુણાંક,वायुगतिक गुणांक
એરોડાયનેમિક,वायुगतिक
એરોડાયનેમિક્સ,वायुगतिकी
એરોનોટિકલ,वैमानिक
એરોનોટિક્સ,वैमानिकी
હવા નાડી,वायुस्पंद
"વાતાવરણ, ગેસોસ્ફિયર","वातमंडल, गैसमंडल"
ફોકસ સિસ્ટમ,अफोकसी तंत्र
પાછળની ઇગ્નીશન,पश्च ज्वलन
પાછળનો પ્રકાશ,पश्च दीप्ति
ઉશ્કેરાટ,उत्तरघात
"ઉંમર, ઉંમર, ઉંમર, યુગ (ed.), સમયને અસર કરવા માટે (ver.), સમય, સમય દ્વારા પ્રભાવિત થવો","वय, आयु, उम्र, युग (सं.), कालप्रभावित करना (क्रि.), काल, कालप्रभावित होना"
અસરગ્રસ્ત સમય,कालप्रभावित
"વૃદ્ધાવસ્થા, વૃદ્ધત્વ","कालप्रभावन, जरण"
સમયની અસર,कालप्रभावन
સમય અસર પરીક્ષણ,कालप्रभावन परीक्षण
ગુરુત્વાકર્ષણ રહિત,गुरुत्वहीन
સમાધાન,संधान
"એરબોર્ન રડાર, એરિયલ રડાર","वायुवाहित रेडार, हवाई रेडार"
"હવાઈ લક્ષ્ય, હવાઈ લક્ષ્ય","वायुवर्ती लक्ष्य, हवाई लक्ष्य"
હવા શ્વસન કરનાર,"वायुश्वासी, वायुश्वसित्र"
એર કન્ડીશનીંગ,वातानुकूलन
એરક્રુ ટ્રાન્સફોર્મર,वायुक्रोडी ट्रांसफार्मर
વિમાન,वायुयान
ગોઠવણી,संरेखण
સંરેખણ ભૂલ,सरेखण त्रुटि
જીવંત સર્કિટ,सजीव परिपथ
સંપૂર્ણ કાચની નળી,संपूर्ण कांच नलिका
આખી મેટલ ટ્યુબ,संपूर्ण धातुनलिका
ઠીક,नियत करना
"મિશ્રાતુ (સં.), મિશ્રત્વન (cr.)","मिश्रातु (सं.), मिश्रात्वन (क्रि.)"
મિશ્રત્વ,मिश्रात्वन
સર્વવ્યાપક માધ્યમ,सर्वव्यापी माध्यम
ઓમ્ની એન્ટેના,सर्वतरंग ऐन्टेना
પંચાંગ,पंचांग
આલ્ફા,ऐल्फा
આલ્ફા-પ્રવૃત્તિ,ऐल्फा-सक्रियता
આલ્ફાન્યૂમેરિક,अक्षरांकीय
આલ્ફા કિરણ,ऐल्फा किरण
બદલો,परिवर्तन
"વૈકલ્પિક, વૈકલ્પિક","एकांतर, प्रत्यावर्ती"
વૈકલ્પિક,प्रत्यावर्तित्र
અલ્ટિમીટર,तुंगतालेखी
અલ્ટિમીટર,तुंगतामापी
અલ્ટાઇમટ્રી,तुंगतामापिकी
"ઊંચાઈ, ઊંચાઈ, ઊંચાઈ, ઊંચાઈ","तुंगता, उंचाई, उन्नतांश, शीर्षलम्ब"
અંકગણિત તર્ક એકમ (ALU),अंकगणित तर्क एकक (ए एल यू)
amaget નિયમ,एमागेट नियम
પર્યાવરણ,परिवेश
એમીક્રોન,एमाइक्रोन
એમીટર,ऐमीटर
એમ્પીયર,ऐम्पियर
એમ્પીયર કાયદો,ऐम्पियर-नियम
ઉભયજીવી આયન,उभयावेशी आयन
એમ્પ્લીફિકેશન,प्रवर्धन
એમ્પ્લીફાયર,प्रवर्धक
"કોણ, પરિમાણ","कोणांक, आयाम"
a એમ. યુ. (અણુ સમૂહ એકમ),ए. एम. यू. (परमाणु संहति मात्रक)
સુસંગત,अनुरूप
સામ્યતા,सादृश्य
વિશ્લેષક,विश्लेषक
વિશ્લેષણ,विश्लेषण
વિશ્લેષણાત્મક,विश्लेषीय
બિન-બિંદુ,अन-अबिन्दुक
વિસંગત,अन-अबिंदुकता
અને દરવાજો,तथा द्वार
બિન-એકોસ્ટિક,अप्रतिध्वनिक
વિસંગત સ્થિતિસ્થાપકતા,विषम प्रत्यास्थता
નિર્જળ,निर्द्रव
કોણ,कोण
એંગસ્ટ્રોમ એકમ,ऐंग्स्ट्रम मात्रक
કોણીય,कोणीय
પ્રોટ્રેક્ટર વેર્નિયર,कोणमापी वर्नियर
વિવાદાસ્પદ,अप्रसंवादी
આદરહીન,अप्रसवादिता
વર્ણહીન ચુંબકીયકરણ,अशैथिल्य चुंबकन
ઢીલું,अशिथिलित
anion,ऋणायन
અસમપ્રમાણ,असमविम
આઇસોટ્રોપિક,विषमदैशिक
આઇસોટ્રોપિઝમ,विषमदैशिकता
કાઢી નાખવું,विलोपन
કાવતરાખોરો,आख्यापित्र
એનોડ,ऐनोड
એનોડાઇઝેશન,ऐनोडीकरण
અસંગત,अंसगत
ઓપ્ટિકલ સિસ્ટમ,प्रकाशयंत्रहीन तंत्र
એન્ટેના,ऐन्टेना
એન્ટિબેરિયન,ऐन्टिबेरियॉन
વિરોધી બંધન ગુણધર્મો,बंधन विरोधी गुणधर्म
કાઉન્ટર બોન્ડ,प्रति-आबंधन
વિપરીત શક્તિ,प्रतिलोह विद्युत
ડાયમેગ્નેટિક,प्रतिलोहचुंबकीय
ડાયમેગ્નેટિક સામગ્રી,प्रतिलोहचुबकीय पदार्थ
બળતરા વિરોધી,प्रतिकूहाकारक
એન્ટિગ્રેવિટી,प्रतिगुरुत्व
એન્ટિલામડા કણ,प्रतिलेम्डा कण
એલેપ્ટન,ऐल्टीलेप्टॉन
ડાયમેગ્નેટિક,प्रतिचुंबकीय
એન્ટિમેટર,ऐन्टिद्रव्य
વિરોધી મિસાઇલ,मिसाइल विरोधी
એન્ટિન્યુટ્રોન,ऐन्टिन्यूट्रॉन
ધબકતું,प्रस्पंद
એન્ટિન્યુક્લિયોન,प्रतिन्यूक्लिऑन
એન્ટિપાર્ટિકલ,प्रतिकण
એન્ટિપ્રોટોન,प्रतिप्रोटॉन
પ્રતિબિંબ વિરોધી,परावर्तनरोधी
અસમપ્રમાણ,प्रतिसममित
નોન રિકરિંગ,अनावर्ती
અનાક્રોનિઝમ,अनावर्तिता
છિદ્રિત સ્કેનિંગ ડિસ્ક,छिद्रित क्रमवीक्षण डिस्क
દ્વારક,द्वारक
"ટોચ, ટોચ, આગળ","शीर्ष, शिखर, अग्रक"
"સૂર્ય ઉચ્ચ, સૂર્ય ઉચ્ચ, અપ્સૂર","सूर्योच्च, रवि उच्च, अपसौर"
ઉદાસીન ફીત,अविपथी लेस
બિન-દયનીય,अविपथी
બિન-વિકલાંગતા,अविपथिता
ખૂબ વર્ણહીન,अति अवर्णी
"જમીન-ઊંચી, apogee","भूमि-उच्च, अपभू"
"બિનધ્રુવીય, ગોળાકાર","अध्रुवी, परिध्रुवी"
પેરાપોલરીટી,परिध्रुविता
ઉપકરણ,उपकरण
"વર્ચ્યુઅલ, વિઝ્યુઅલ","आभासी, दृष्ट"
દૃશ્યમાન સૂર્ય,दृष्ट सूर्य
દ્રશ્ય સમય,दृष्ट समय
ઉભરતો દેખાવ,"उदभावी, प्रकटन"
અરજી,अनुप्रयुक्ति
લાગુ પડવાની ક્ષમતા,अनुप्रयोज्यता
લાગુ,अनुप्रयुक्त
અવલોકનક્ષમ,सुप्रेक्ष्य
અભિગમ,उपगमन
"નજીક, આશરે","सन्निकट, लगभग"
અંદાજ,सन्निकटन
બાષ્પ દબાણ,वाष्प दाब
સ્વૈચ્છિક,स्वेच्छ
"આર્ક ફર્નેસ, આર્ક ફર્નેસ","आर्क भट्टी, चाप भट्टी"
આર્કિમિડીઝનો કાયદો,आर्किमीडीज़ का नियम
આર્કિટેક્ચરલ ધ્વનિશાસ્ત્ર,स्थापत्य ध्वानिकी
ચાપ દીવો,आर्क लैंप
આર્ક-સ્પેક્ટ્રમ,आर्क-स्पेक्ट्रम
"વિસ્તાર, વિસ્તાર","क्षेत्र, क्षेत्रफल"
"પ્રાદેશિક, પ્રાદેશિક","क्षेत्रफलीय, क्षेत्रीय"
"હાથ, હાથ, શાખા","बाहु, भुजा, शाखिका"
કલાપ્રેમી,आमेचर
"એરે, એરે","व्यूह, सरणी"
રીસીવર,प्रग्राही
ઉચ્ચાર સ્પષ્ટતા,उच्चारण स्पष्टता
કૃત્રિમ,कृत्रिम
કૃત્રિમ ટ્રાન્સમ્યુટેશન,कृत्रिम तत्वांतरण
ચડતા,आरोही
ચઢાણ,तारारोहण
ચડવું,आरोहांक
અગોલી,अगोली
એકત્રીકરણ,अगोलीकरण
નો સમૂહ,समुच्चय
"એસેમ્બલીંગ, એસેમ્બલીંગ","समुच्चय करना, समुच्चयन"
"એસેમ્બલીંગ, એસેમ્બલીંગ, એસેમ્બલીંગ","समुच्चय, समुच्चयन, कोडांतरण"
ચોકસાઇ અંદાજ,परिशुद्धता आकलन
ઉલ્લેખિત (ક્વોન્ટમ નંબરોની) વિશિષ્ટતાઓ,निर्दिष्ट (क्वांटम संख्याओं का) निर्दिष्टीकरण
"સંબંધિત, સહયોગી, જોડાણ","संबंद्ध, सहचारी, संगुणित"
સ્વર અવાજ,स्वरावृत्ति
સ્વચાલિત મલ્ટિવાઇબ્રેટર,स्वचलित बहुकंपित्र
અસ્થેનિક,अस्थैतिक
"ત્યાગ, અસ્પષ્ટતા","अबिन्दुकता, एस्टिग्मेटिज्म"
અવકાશ યાત્રા ઇલેક્ટ્રોનિક્સ,अंतरिक्ष यात्रा इलेक्ट्रॉनिकी
એસ્ટ્રોફિઝિક્સ,खगोलमिति
અવકાશયાત્રી,अंतरिक्षयात्री
ખગોળશાસ્ત્રી,खगोलज्ञ
આકાશી,खगोलीय
ખગોળશાસ્ત્ર,खगोलिकी
એસ્ટ્રોફિઝિક્સ,खगोल भौतिकी
અસમપ્રમાણ,असममित
એસિમ્પટોટિક,अनंतस्पर्शी
ઉત્તેજક,उपगामी
અસુમેળ,अतुल्यकालिक
"વાતાવરણ, વાતાવરણ","वायुमंडल, परिमंडल"
વાતાવરણીય,वायुमंडलीय
પવનની અશાંતિ,वायु-विद्युत क्षोभ
પરમાણુ,परमाणु
અણુ,परमाण्वीय
પરમાણુ,परमाणुकता
પરમાણુ સમૂહ,परमाणु संहति
અણુ સંખ્યા,परमाणु क्रमांक
"પરમાણુ રિએક્ટર, પરમાણુ ખૂંટો","परमाणु-रिऐक्टर, परमाणु पाइल"
અણુ,परमाण्विक
કણ,कणन
કણ,कणित्र
એટેન્યુએશન,"क्षीणन, क्षीणता"
"હળવું કરવું, હળવું કરવું","क्षीणकारी, क्षीणक"
વશીકરણ,आकर्षण
આકર્ષણનું બળ,आकर्षण बल
શ્રાવ્યતા,श्रव्यता
ઓડિયો ફ્રીક્વન્સી એમ્પ્લીફાયર,श्रव्य आवृत्ति-प्रवर्धक
સાંભળી શકાય તેવું,श्रव्य
ઓડિયો જનરેટર,श्रव्यजनित्र
શ્રાવ્ય ગ્રાફ,श्रव्यता आलेख
સુનાવણી વિજ્ઞાન,श्रवण विज्ञान
ઓડિયોમીટર,श्रव्यतामापी
શ્રાવ્ય આવર્તન ઓસિલેટર,श्रव्य आवृत्ति-दोलक
ધ્વનિ સંકેત,ध्वनि सिग्नल
દ્રશ્ય-શ્રાવ્ય,दृश्य-श्रव्य
"ઓડિટોરિયમ, ઓડિટોરિયમ","ऑडिटोरियम, सभाभवन"
ઓઝેડ અસર,ओज़ए प्रभाव
પ્રમોશન,संवर्धन
વધારનાર,संवर्धक
ધ્રુવીય જ્યોત,ध्रुवीय ज्योति
દક્ષિણ ધ્રુવીય જ્યોત,दक्षिण ध्रुवीय ज्योति
ઉત્તર ધ્રુવીય જ્યોત,उत्तर ध्रुवीय ज्योति
આપોઆપ ચેતવણી,स्वचालित सचेतक
ઓટો પેરેલલાઈઝર,स्वतः समांतरित्र
"આપોઆપ, આપોઆપ, આપોઆપ","आत्मचालित, स्वचालित, स्वतः"
"ઓટોમેશન, ઓટોમેશન","स्वचालन, स्वचालित यंत्र"
"સહાયક, સહકારી, વધારાનું","सहायक, सहकारी, अतिरिक्त"
"અવડાવ, હિમપ્રપાત","अवधाव, ऐवेलांश"
"સરેરાશ, સરેરાશ","औसत, माध्य"
પરિવાર,परिवर्जन
અક્ષીય,अक्षीय
ધરી,अक्ष
અઝીમથ,दिगंश
અઝીમથ,दिगंशीय
પાછા,पश्च
"પૃષ્ઠભૂમિ, પૃષ્ઠભૂમિ","पृष्ठभूमि, पृष्ठभूमिक"
"પછાત, પછાત","पिच्छद, पश्चगमन"
ટર્નઅરાઉન્ડ,प्रतिवर्तन
બેક વોલ્ટેજ પલ્સર,पश्चडोल वोल्टता स्पंदक
સંબંધ પછી,पश्च-पश्च-संबंधन
વળતર,पूर्तिकर
વિરોધી વોલ્ટેજ,विरोधी वोल्टता
પશ્ચાદવર્તી સ્કેટરિંગ,पश्चवर्ती प्रकीर्णन
ઇન્ટર્સ્ટિશલ તરંગ,अंतराली तरंग
ઇન્સ્યુલેટર,कुचालक
પેરાશૂટ જમ્પ,पैराशूट सहित कूद पड़ना
ગરમી,तपन
"સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન","तुला, तराजू, बाकी, संतुलित करना, संतुलित होना, संतुलन, शेष"
બેલેન્સર,संतोलक
સંતુલન,संतुलन
ગ્લોબ્યુલ,गोलात चुबक
"બેલિસ્ટિક, બેલિસ્ટિક","प्राक्षेपिक, प्राक्षेपिकीय"
"પ્રોજેક્શન ગેલ્વેનોમીટર, પ્રોજેક્શન ગેલ્વેનોમીટર","प्रक्षेप धारामापी, प्रक्षेप गैल्वनोमीटर"
મિસાઇલ,प्रक्षेपास्त्र
"બેલિસ્ટિક્સ, હથિયાર","प्राक्षेपिकी, अस्त्र विज्ञान"
પ્રક્ષેપણ,प्रक्षेप
મફત માર્ગ,मुक्त प्रक्षेप पथ
"બલૂન, બલૂન","बैलून, गुब्बारा"
બાલ્મર બંધ,बामर-असातत्य
"બેન્ડ, બેન્ડ, બેન્ડ","पट्ट, पट्टी, बैंड .दल"
વિસ્ફોટ,धमाका
"એરે, બીમ, કિનારો, બેંક, કિનારો","व्यूह, पुंज, किनारा, बैंक, तट"
"કૉલમ, બાર, કોબ, બ્લોક, બાર, સળિયા, બાર, 8. દિવાલ, 9. રેખા, 10. ધાર, 1 બ્લોક, 1, બાર, 1, રેખા, 1, પરીક્ષણ રેખા","स्तंभ, शलाका, सिल, सिल्ली, दंड, छड़, पट्टी, 8.भित्ति, 9.रेखिका, 10.धार, 1रोधिका, 1, बार, 1, रेखा, 1, परीक्षण रेखा"
બાર્ડીન સિદ્ધાંત,बारडीन सिद्धांत
barkhausen અસર,बार्कहाउज़एन प्रभाव
બાર્લો ચક્ર,बार्लो चक्र
બાર ચુંબક,दंड चुबंक
કોઠાર,बार्न
હવાનું દબાણ ગ્રાફ,वायुदाब-आलेख
"બેરોગ્રાફ, બેરોગ્રાફ","वायुदाबलेखी, बैरोग्राफ"
બેરોમીટર,वायुदाबमापी
વાતાવરણ નુ દબાણ,वायुदाबमिति
"કોસ્મોસ, બેરોમોસ્ફિયર","कर्षमंडल, बैरोमंडल"
લોલક લોલક,दंड लोलक
"અવરોધ, પરમાણુ, પરમાણુ અવરોધ","रोध, रोधिका, नाभिकीय रोधिका"
અવરોધ સ્તર,रोधिका स्तर
બેરિયન,बरिऑन
ગુરુમંડળ,गुरुमंडल
આધાર બેન્ડ,आधार बैंड
"મૂળભૂત, મૂળભૂત, આલ્કલાઇન","आधारीय, मूल, क्षारीय"
પાયો,आधारक
"ગણતરી, ટીમ રચના","गणन, दल रचना"
"કુંડ, કુંડ, હીટર, હીટિંગ પોટ, સ્નાન","कुंड, कुंडिका, ऊष्मक, तापन-पात्र, बाथ"
બેટરી,बैटरी
"એરે સેગમેન્ટ, ચેમ્બર, ખાડી","व्यूह खंड, कक्ष, खाड़ई"
પ્રદર્શન,प्रदर्श
કિબાન,कीबन
"મણિકા, બીડ","मणिका, बीड"
"બીમ, બીમ, બીમ, ટ્રમ્પ","दंड, बीम, किरण पुंज, तुर"
"ડિકમેન, ડિકોન","दिक्मान, दिक्कोण"
"ડોલ, વિસ્પંડ","डोल, विस्पंद"
બેકરેલ અસર,बैकेरल प्रभाव
ઘંટડી બરણી,"बेलजार, घंटाकार ढकना"
બેલો,धौंकनी
ઘંટડી ઘડિયાળ,घंटाकार
"વેદિકા, બેંચ","वेदिका, बेंच"
"મોડ, બંક (સં.), વળાંક (v.)","मोड, बंक (सं.), मोड़ना (क्रि.)"
બેંકન,बंकन
"વળેલું, વળેલું","मुड़आ, बंकित"
બર્નોલી-સમીકરણ,बर्नूली-समीकरण
મૂળભૂત કાર્ય,बेसल-फलन
શ્રેષ્ઠ સંલગ્નતા,श्रेष्ठतम आसंजन
બીટા (b),बीटा (भ्)
betatron,बीटाट्रॉन
bethe મોડેલ,बेथे निदर्श
બાયવેટ્રોન,बिवाट्रॉन
BH વળાંક,B-H वक्र
દ્વિકોણીય,द्विकोणीय
"પૂર્વગ્રહ, પૂર્વગ્રહ","अभिनति, बायस"
દ્વિ-અક્ષીય,द्वि-अक्षीय
બાઈક્રોમેટ કોષ,बाइक्रोमेट सेल
અભ્યવતલ,अभयावतल
ડબલ એન્ટેના,द्विशंकु ऐन्टेना
બાયકોન્વેક્સ,उभयोत्तल
"દ્વિ-સ્ફટિક, દ્વિ-સ્ફટિક","द्वि-क्रिस्टल, द्विक क्रिस्टल"
દ્વિદિશ માઇક્રોફોન,द्विदिशी माइक्रोफोन
દ્વિપદી મોડેલ,द्वि-उपादानीय निदर्श
એકલિંગાશ્રયી,द्विसूत्री
દ્વિપક્ષીય,द्विपार्श्विक
દ્વિરેખીય,द्विरैखिक
બાયમોલેક્યુલર,द्वि-अणुक
"દ્વિ-ચલ, દ્વિ-આધાર, દ્વિ","द्वि-चर, द्वि-आधारी, द्वयी"
"બાઈનરી કોડ, બાઈનરી કોડ","द्वि-आधारी कोड, द्वि-आधारी कूट"
રમત સ્ટાર,युग्मतारा
દ્વિસંગી પદ્ધતિ,द्वि-आधारी पद्धति
બે બાજુવાળા,"द्विकर्णी, द्विपथी"
બોન્ડ,बंधन
"બાયનોક્યુલર, બાયનોક્યુલર","द्विनेत्री, बाइनाक्युलर"
દ્વિસંગી,द्विनोड
દ્વિપદી વિતરણ,द्विपद बंटन
"દ્વિકેન્દ્રીય, દ્વિકેન્દ્રીય, દ્વિસંગી","द्विकेन्द्रीय, द्विकेन्द्रकी, द्विन्यूक्लीय"
બાયોડાયનેમિક્સ,जैव-गतिकी
બાયો ઇલેક્ટ્રોનિક્સ,जैव इलेक्ट्रानिकी
બાયોફિઝિસ્ટ,जीव-भौतिकीविज्ञ
બાયોફિઝિક્સ,जीव-भौतिकी
જૈવિક ઉપગ્રહ,जैविक उपग्रह
"સિનેમેટોગ્રાફર, બાયોસ્કોપ","चलचित्रदर्शी, बायोस्कोप"
બાયો-સાવર્ટ નિયમ,बायो-सावर्ट नियम
બાયફેસિક વર્તમાન,द्विप्रावस्थिक धारा
દ્વિધ્રુવ,द्विध्रुवीय
"બાયપ્રિઝમ, બાયપ્રિઝમ","द्विकप्रिज्म, बाइप्रिज्म"
"biquartz, biquartz","द्विस्फटिक, बाइक्वार्ट्ज"
બાયફાસિક પાત્ર,द्विस्थितिक अभिलक्षण
બે તબક્કાનું મલ્ટિવાઇબ્રેટર,द्विस्थितिक बहुकंपित्र
"દ્વાયાંક* (દ્વિસંગી અંક), બર્મીઝ, અની, ટુક","द्वयंक* (द्विआधारी अंक), बरमी, अणी, टूक"
"કાળો, કૃષ્ણ","काला, कृष्ण"
કાળું શરીર,कृष्णिका
અદ્રશ્ય પ્રકાશ,अदृश्य प्रकाश
તિમિરાયન રેડિયો તિમિરાયન,"तिमिरायन, रेडियो तिमिरायन"
ઇજેક્શન પલ્સ,लोपन स्पंद
પૂર્વગ્રહ સમાપ્ત કરો,अंतक बायस
કાળા કિરણોત્સર્ગ,कृष्ण विकिरण
"અપૂર્ણ, ખાલી","असंपूर्त, रिक्त"
આવરણ,समाच्छादन
રદબાતલ,लोपन
"વિસ્ફોટ, વિસ્ફોટ, ગસ્ટ","स्फोटन, वात्या, झोंका"
"savika, bleeder, savi","साविका, ब्लीडर, सावी"
"વેશપલટો, અંધ","प्रच्छन्न, अंध"
બ્લોચનું પ્રમેય,ब्लॉख प्रमेय
"અવરોધ, અવરોધ, અવરોધ","अवरोध, अवरोधन, अवरोधी"
"ફટકો, ફટકો, ફટકો","आघात, ब्लो, धमन"
બ્લુ પ્રિન્ટ,ब्लू प्रिंट
અસ્પષ્ટતા વર્તુળ,अस्पष्टता-वृत्त
અસ્પષ્ટ,अस्पष्ट
"બોલ, ગોળા, પેન્ડન્ટ","गोलक, गोला, लटकन"
"શરીર, પદાર્થ","पिंड, वस्तु"
શારીરિક ક્ષમતા,कायिक धारिता
કેન્દ્રિત,अंत:केन्द्रित
"શરીર-કર્ણ, અંત-કર્ણ","पिंड-विकर्ण, अन्त:-विकर्ण"
"બોગી, અજાણી શોધ (રડાર)","बोगी, अज्ञात संसूचन (रडार)"
બોર અસર,बोर प्रभाव
બોર મેગ્નેટોન,बोर मैग्नेटॉन
"બોઈલર, બોઈલર","क्वथित्र, बॉयलर"
"ઉકળતા, ઉકળતા","क्वथन, उबालना"
બોલ્ટ્સમેન સમીકરણ,बोल्ट्समान समीकरण
બોમ્બર ઇલેક્ટ્રોન,बमबार इलेक्ट्रॉन
"આઘાતજનક ઊર્જા, બોમ્બિંગ ઊર્જા","अभिघातक ऊर्जा, बमकारी ऊर्जा"
ગીરો,बंधक
"બંધાયેલ, બંધાયેલ, બંધાયેલ","आबंधक, आबंधी, आबन्धन"
વધારનાર,अभिवर्धक
બોરોન,बोरॉन
બોસ-પાર્ટીકલ,बोस-कण
બોસોન,बोसॉन
"આંચકો, કૂદકો","झंप, उच्छलन"
બંધાયેલ,परिबद्ध
"મર્યાદા, મર્યાદા (ઇડી.), સીમાંત (વિ.)","परिसीमा, सीमा (सं.), सीमांत (वि.)"
બંધાયેલ,बद्ध
ધનુરાશિ યાર્ડ,"धनु, गज़"
સઢવાળી તરંગ,नौकाग्र तरंग
બોઈલર હીટિંગ,बॉयल ताप
બોયલનો કાયદો,बॉयल-नियम
બોઈલર હીટિંગ,बॉयल ताप
કૌંસ-વર્ગ,ब्रेकेट-श्रेणी
બેગ નિયમ,बॅग नियम
ગૂંથેલા વાયર,गुंफित तार
બ્રેક વર્ગ,ब्रेक कक्षा
બ્રામા કોમ્પ્રેસર,ब्रामा संपीडक
શાખાઓ,शाखन
"બહાદુર જાળી, બહાદુર જાળી","ब्रेवे लैटिस, ब्रेवे जालक"
બ્રાસ બ્રેઝિંગ,"पीतल से झालना, पीतल का टाँका लगाना"
વિચ્છેદ,विच्छेद
બ્રેક કનેક્ટર,विच्छेद संपर्कक
"ફ્રેક્ચર ડાયોડ, ઝેનર ડાયોડ","भंजन डायोड, जेनर डायोड"
અસ્થિભંગ,विभंजन
"બ્રીડર રિએક્ટર, બ્રીડર ન્યુક્લિયર ફર્નેસ, બ્રીડર ફર્નેસ","प्रजनक रिऐक्टर, ब्रीडर परमाणु भट्टी, प्रजनक भट्टी"
પ્રજનન,प्रजनन
"રેટાડન્ટ રેડિયેશન, બ્રાસ્ટ્રલંગ","अवमंदक विकिरण, ब्रैस्ट्रालुंग"
બ્રુસ્ટર-એંગલ,ब्रूस्टर-कोण
બ્રુસ્ટર ફ્રિજ,ब्रूस्टर फ्रिज़
પુલ,सेतु
બ્રિજ બોન્ડ,सेतु-बंधन
"તેજસ્વી, તેજસ્વી, ચમકદાર","दीप्त, द्युतिमान, चमकीला"
રોશની કરનાર,प्रदीपक
તેજ,प्रभास
"દ્યુતિ, પ્રભા","द्युति, प्रभा"
બ્રિલુવાન વિસ્તાર,ब्रिलुवां क्षेत्र
