Odiya,Hindi
ବ୍ୟାଗୱାର୍କ |,थैला पुशताबंदो
ବାଲାଷ୍ଟ,गिट्टी
ବଲ୍ ମାଟି |,बॉल मृत्तिका
ବଲ୍ କୋଣ କ୍ଲମ୍ପ୍ |,बॉल शंकुआकार शिकंजा
କଣ୍ଟା ତାର,काँटेदार तार
ବାର୍ କୁକୁର |,छड़ कुत्ता
ବ୍ୟାରେଜ୍ ବୋର୍ଡ |,त्रयंकी पार्श्व फलक
ବାରିୟମ୍ ସଲଫେଟ୍ ପରୀକ୍ଷା |,बेरियम सल्फेट परीक्षण
ବ୍ୟାରେଜ୍,बैराज
ବାରେଟ୍ |,बरेट
ଆଧାର,क्षार
ଆଧାର ବିନିମୟ |,बेस विनिमय
ଆଧାର ରେଖା |,आधार रेखा
ବେସମେଣ୍ଟ୍ |,तहखाना/अधोभवन
ବେସମେଣ୍ଟ କାନ୍ଥ |,अधोगृह भित्ति
ବେସ୍ ପ୍ଲେଟ୍ |,आधार पट्टिका
"ବେସ୍ ପ୍ଲେଟ୍, ନିୟନ୍ତ୍ରିତ |",समायोज्य आधार पट्टिका
ମୂଳ ପରିପୃଷ୍ଠା |,क्षार संतृप्ति
ବାସୋଏଡ୍ |,बेसाइड
ବ୍ୟାଟ୍,रोड़ा
ସ୍ନାନ ଏବଂ WC,स्नानागर व शौच कुण्ड
ବାଟା ପେଗ୍ |,सलामी खूँटी
ବାଟା ପାଇର୍ |,सलामी पाया
ବ୍ୟାଟର ନିୟମ |,सलामी नियम
ବାଲ୍କ (ବାଲ୍କ),बॉक
ବାଇ,खंडक
ଧାରକ,धारक
ବହନ କରିବାର କ୍ଷମତା |,धारण क्षमता
ଗଦା ବହନ କରିବା |,धारक पाइल
ଷ୍ଟ୍ରାଟମ୍ ବହନ କରିବା |,धारक स्तर
ଶଯ୍ୟା,आधार तल
ବିଛଣା ବିମାନ |,संस्तरण तल
ଶଯ୍ୟା ଗଣ୍ଠି |,पड़ी दरज
ବେଡ୍ ପଥର |,अश्माधार
ବେଡ୍ ରୁମ୍ |,शयन कक्ष
ମହୁମାଛି,मधुमोम
ବେଲ୍ ବାକ୍ସ |,बैल बॉक्स
ବାଲ୍ଟି ବାଲିଙ୍ଗ୍ |,बैलिंग बकेट
ବେଲୋଫ୍ରାମ୍ |,बैलोफ्राम
ବେଞ୍ଚ ଭିତ୍ତିଭୂମି |,पैड़ीदार नींव
ବେଞ୍ଚିଂ,पैड़ी बनाना
ବେଞ୍ଚ ମାର୍କ |,निदेश तलचिह्न
ଲାଭ ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |,हितलाभ लागत विश्लेषण
ବରମ,उपतट
ବେଭେଲଡ୍ ବନ୍ଦ |,ढालू डेली
"ବି-ରାଶି, &quot;B-",संस्तर/B-होराइजन
ବିଟ୍ |,बीएट
ବାଇଣ୍ଡର୍ |,बंधक
ବାନ୍ଧିବା ସାମଗ୍ରୀ |,बंधक पदार्थ
ବାୟୋଟ ସିଦ୍ଧାନ୍ତ |,बायोट का सिद्धांत
ବିଟୁମେନ |,बीटूमन
କଳା ସୂତା ମାଟି |,काली मृदा
କଳା ପୃଥିବୀ |,काली मिट्टी
କଳା ଟର୍ଫ ମାଟି |,काली शाब्दल मृदा
ବ୍ଲେଡ୍ |,फलक
ବ୍ଲାଷ୍ଟ ଫର୍ଣ୍ଣେସ୍ ସ୍ଲାଗ୍ ସିମେଣ୍ଟ |,वात्या भट्टी धातुमल सीमेंट
ଅବରୋଧ ସଂରଚନା |,खंडीय संरचना
ବଗି ପ୍ରତିରୋଧ |,बोगी संचलन प्रतिरोध
ବଗ୍-ଲୁହାପଥର |,दलदल लोह खनित्र
ବନ୍ଧ,चाल (चिनाई की)
ବନ୍ଧିତ ସଦସ୍ୟ |,बद्ध अवयव
ବନ୍ଧିତ ପୋଷ୍ଟ ଟେନସିଂ |,बद्ध प्रत्ययित तनन
ବନ୍ଧ ପଥର |,बंधक पत्थर
ସୀମା ଜଳ |,बद्ध जल
ବାକ୍ସ ଗୁଟର୍ |,पेटिकाकार नाली
ବନ୍ଧନୀ,बंधनी
ଇଟା-ଧାର,खड़ी ईंट
ବ୍ରିଡଲ୍ |,ब्राइडल
ଉଜ୍ଜ୍ୱଳତା |,द्युति
ବାଦାମୀ ମାଟି |,भूरी मृदा
ବିଲଡିଂ,भवन
ବିଲ୍ଡିଂ ସର୍ବେକ୍ଷଣକାରୀ |,भवन सर्वेक्षक
ବଫର୍ |,बफर (रोधक)
ବଫର୍ ବକ୍ର,रोधनवक या अनुपामन वक
ବଫରିଂ |,रोधन
ବଫରିଂ କ୍ଷମତା |,रोधन क्षमता
ବଣ୍ଡର୍ |,बन्दर
ଦୁର୍ଗ,पुश्ता
ସି-ରାଶି,c-संस्तर/c-होराइजन
କେବୁଲ୍ |,तार/केबल
କେବୁଲ୍ ମୋଲିଡିଂ |,तारगढ़ाई
କ୍ୟାବଲିଂ |,केबिल तंत्र
କ୍ୟାବିନ,केबिन
କ୍ୟାବିନ ହୁକ୍ |,केबिन अंकुश
କ୍ୟାବିନେଟ୍,मंजूषा
କ୍ୟାବୋଲ୍ଟଙ୍କ ବିଦାୟ,ध्वनि शोषण चादर
କାଫେରିଆ |,कैफेटेरिया
କେଜ୍ |,पिंजरा
କେଜ୍ ନିର୍ମାଣ,पिंजरानुमा निर्माण
କ ain ନଙ୍କ ସୂତ୍ର |,केनसूत्र
କେସନ୍ |,कैसन (या कॉफर)
କେସନ୍ ରୋଗ |,कैसन रोग
କେସନ୍ ଫାଉଣ୍ଡେସନ୍ |,केसन नींव
କେସନ୍ ଗଦା |,कैसन पाइल
କାଲ୍କେରିସ୍ ଇଟା |,चूनेदार ईंट
କାଲକେୟାର ମାଟି |,चूनेदार मिट्टी
କାଲ୍କେରିସ୍ କ୍ରଷ୍ଟ୍ |,चूनेदार पपड़ी
ଗଣନା,केल्सीकरण
ଗଣନା,निस्तापन
କାଲସିନ୍,कैलसाइन
କାଲସିଟ୍ |,कैल्साइट
କ୍ୟାଲସିୟମ୍-ଆଲୁମିନିଟ୍ ସିମେଣ୍ଟ |,कैल्शियम एल्यूमिनेट सीमेंट
କ୍ୟାଲସିୟମ୍-ସିଲିକେଟ୍ ଇଟା |,कैल्शियम सिलीकेट ईंट
କ୍ୟାଲସିୟମ୍-ସିଲିକେଟ୍ ହାଇଡ୍ରେଟ୍ |,कैल्शियम सिलिकेट हाईड्रेट
କାଲିଚେ |,कालीचे
କାଲିଫର୍ନିଆର ଅନୁପାତ ଅନୁପାତ |,कैलिफोर्निया असर अनुपात
କାଲିପର୍ |,केलिपर
କ୍ୟାଲୋରିମିଟର |,कैलोरीमीटर
କ୍ୟାମ୍ବର |,न्युब्ज़ता/कैम्बर
କେନାଲ |,नहर
କାନୋପି |,कैनॉपी
କ୍ୟାଣ୍ଟିଲାଇଭର ଫୁଟିଂ |,बहुधारन पद
କ୍ୟାପ୍,टोपी
ସାମର୍ଥ୍ୟ |,धारिता
ସମସ୍ତ ଟ୍ରାକର କ୍ଷମତା |,रेल पथ क्षमता
କ୍ୟାପ୍ କେବୁଲ୍ |,टोपी कंडरा
କ୍ଷମତା,केशिकत्व
କ୍ୟାପିଲାରୀ ବ୍ରେକ୍ |,केशिका विच्छेद
କ୍ୟାପିଲାରୀ ପ୍ରବାହ |,केशिका प्रवाह
କ୍ୟାପିଲାରୀ ଆର୍ଦ୍ରତା କିମ୍ବା କ୍ୟାପିଲାରୀ ପାଣି |,केशिका आर्द्रता या केशिका जल
କ୍ୟାପିଲାରୀ ପୋର ସ୍ପେସ୍ |,केशिका रंध्र अवकाश
କ୍ୟାପିଲାରୀ ପୋରୋସିଟି |,केशिका रंध्रता
କ୍ୟାପିଲାରୀ ସ୍ପେସ୍ |,केशिका अवकाश
ବେଗ କ୍ୟାପଚର କରନ୍ତୁ |,प्रग्रहण वेग
କାର୍ବନେସନ୍ |,कार्बोनेशन
କାର୍ବନ କଳା,कार्बन काजल
କାଷ୍ଟବଲ୍ ଚିତ୍ତାକର୍ଷକ |,ढलने योग्य उच्च तापसह
କାଷ୍ଟ-ଇନ୍-ପ୍ଲେସ୍ କିମ୍ବା କାଷ୍ଟ-ଇନ୍-ସିଟ୍ |,स्वस्थान ढली
କାଷ୍ଟ-ଇନ୍-ପ୍ଲେସ୍ ଗଦା |,यथास्थान बनाई पाइल
କାଷ୍ଟର |,कैस्टर
ପଥର ପକାନ୍ତୁ |,ढला पत्थर
ଅନୁକ୍ରମଣିକା,उत्प्रेरक
କ୍ୟାଟେନା |,मृदा श्रृंखला
ବିଲେଇ ମୁହଁ |,विडाल मुख
ବିଲେଇ ମୁଣ୍ଡ,कैट हैड
କେସନ୍,धनायन
ବିଲେଇ ଚାଲିବା |,कैट बॉक
କ୍ୟାଭିଟେସନ୍ କ୍ଷତି |,कोटरन क्षति
ସେଲିଟ୍,सेलाइट
ସେଲୁଲାର୍ କଂକ୍ରିଟ୍ |,कोशिकीय कंक्रीट
ସେଲ୍ୟୁଲାର୍ ନିର୍ମାଣ,कोशिकीय निर्माण
ସିମେଣ୍ଟ |,सीमेंट
"ସିମେଣ୍ଟ, ବିଟୁମିନିୟସ୍ |",बिटुमनी सीमेंट
"ସିମେଣ୍ଟ, ଉଚ୍ଚ ଶକ୍ତି |",शीघ्र सामर्थ्य सीमेंट
"ସିମେଣ୍ଟ, ହାଇଡ୍ରୋଲିକ୍ |",जलीय सीमेंट
"ସିମେଣ୍ଟ, କମ୍ ଉତ୍ତାପ |",न्यून ऊष्मा सीमेंट
"ସିମେଣ୍ଟ, ରାଜକୋଷ |",चिनाई सीमेंट
"ସିମେଣ୍ଟ, ପ୍ରାକୃତିକ |",प्राकृतिक सीमेंट
"ସିମେଣ୍ଟ, ପୋର୍ଟଲ୍ୟାଣ୍ଡ |",पोर्टलैंड सीमेंट
"ସିମେଣ୍ଟ, ପୋର୍ଟଲ୍ୟାଣ୍ଡ ବ୍ଲାଷ୍ଟ ଫର୍ଣ୍ଣେସ୍ ସ୍ଲାଗ୍ |",पोर्टलैंड वात्या-भट्टी धातुमल सीमेंट
"ସିମେଣ୍ଟ, ପୋର୍ଟଲ୍ୟାଣ୍ଡ ପୋଜଜୋଲାନ୍ |",पोर्टलैंड पोजोलॉन सीमेंट
"ସିମେଣ୍ଟ, ସ୍ଲାଗ୍ |",सीमेंट धातुमल
"ସିମେଣ୍ଟ, ସଲଫେଟ୍ ପ୍ରତିରୋଧକ |",सल्फेट प्रतिरोधी सीमेंट
"ସିମେଣ୍ଟ, ସୁପର ସଲଫେଟ୍ |",सुपरसल्फेटेड सीमेंट
"ସିମେଣ୍ଟ, ଧଳା |",श्वेत सीमेंट
ସିମେଣ୍ଟ-ଏଗ୍ରିଗେଟ୍ ଅନୁପାତ |,सीमेंट मिलावा अनुपात
ସିମେଣ୍ଟ ବିଷୟବସ୍ତୁ |,सीमेंट अंश
ସିମେଣ୍ଟ ଜେଲ୍ |,सेमेंट जेल
ସିମେଣ୍ଟ ବନ୍ଧୁକ |,सीमेंट गन
ସିମେଣ୍ଟ କିଲ୍ |,सीमेंट भट्टी
ସିମେଣ୍ଟ ରଙ୍ଗ |,सीमेंट प्रलेप
ସିମେଣ୍ଟ ପ୍ଲାଷ୍ଟର |,सीमेंट प्लास्टर
ସିମେଣ୍ଟ ପଥର |,सीमेंट शैल
ସିମେଣ୍ଟ ସ୍ଲୁରି |,सीमेंट घोल
ସିମେଣ୍ଟ ଷ୍ଟୋରେଜ୍ |,सीमेंट भंडारण
ସିମେଣ୍ଟେସନ୍ ପ୍ରକ୍ରିୟା |,सीमेंटीकरण प्रक्रम
କେନ୍ଦ୍ରକରଣ |,ढूला
ସେଣ୍ଟରିଂ ଏବଂ ସଟରିଂ |,ढूला बनाना
କେନ୍ଦ୍ରୀୟ ମିଶ୍ରିତ କଂକ୍ରିଟ୍ |,केन्द्रीय मिश्रित कंक्रीट
କେନ୍ଦ୍ରୀୟ ମିକ୍ସର୍ |,केन्द्रीय मिश्रक
ସେଣ୍ଟ୍ରିଫୁଗୁଲ୍ ପ୍ରଶଂସକ |,अपकेन्द्री पंखा
ଚକ,खड़िया
ଚାମ୍ଫର୍ |,शैम्फर
ଚାମ୍ଫର୍ ଷ୍ଟ୍ରିପ୍ |,निष्कोणन पत्ती
ଚ୍ୟାନେଲ୍ ବିମ୍ |,चैनल धरन
ଚରିତ୍ରଗତ ଭାର |,अभिलाक्षणिक भार
ବ istic ଶିଷ୍ଟ୍ୟ ଶକ୍ତି |,अभिलाक्षणिक सामर्थ्य
ଚାର୍ଜ ଅଫ୍ |,शुल्क माफी
ଚାର୍ଜିଂ,भरण
ଯା cking ୍ଚ,तरेड़न
ରାସାୟନିକ ବନ୍ଧ |,रासायनिक आबंध
ଚେର୍ନୋଜେମ୍ |,चर्नोजेम
ଛାତି ମାଟି |,चैस्टनट मृदा
ଚିମନି ଗୁଟର |,धुआरा पनाली
ଚିପ୍ ବୋର୍ଡ |,अपखण्ड फलक
ଚିପିଙ୍ଗ୍ |,छीलना
ଚିପ୍ସ |,दाना
ଚୁଟ୍,ढलवा नाली
କ୍ଲାସ୍ (କଂକ୍ରିଟ୍ ର),श्रेणी (कंक्रीट की)
ମାଟି,मृत्तिका
ମାଟି ବିଷୟବସ୍ତୁ |,मृत्तिका अंश
ମାଟି ପ୍ୟାନ |,मृत्तिका दृढ़ पटल
ପରିଷ୍କାର,सफाई द्वार
ସଫା କର,निर्वात सुधार
ସଫା କର |,गुटका
କ୍ଲିଙ୍କର୍ |,क्लिंकर
କ୍ଲିପ୍,क्लिप
ଜମାଟ ବାନ୍ଧିବା |,स्कंदन
କଠିନ ଏଗ୍ରିଗେଟ୍ |,स्थूल समुच्चय/मोटा मिलावा
କଠିନ ଶସ୍ୟ ମାଟି |,स्थूल कणीय मृदा
କୋଟ,कोट
କଫର୍ ଡ୍ୟାମ୍ |,कॉफर बाँध
ମିଳନ,ससंजन
କୋଲଏଡ୍ |,कोलाइड
କୋଲଏଡାଲ୍ ଆର୍ଦ୍ରତା ସମାନ ଅନୁପାତ |,कोलाइडी-आर्द्रता तुल्यांक अनुपात
କୋଲଏଡାଲ୍ ସିଷ୍ଟମ୍ |,कोलाइडी प्रणाली या कोलाइडी सम्मिश्रण
ମିଳିତ ମାଟି |,मिश्रोढ़ मृदा
ସ୍ତମ୍ଭ,स्तम्भ/टेक/संपीडांग
କମ୍ବିଂ ଶେଷ,कंकतित परिष्कृति
ମିଳିତ ପଦଚିହ୍ନ |,संयुक्त पाद
ମିଶ୍ରିତ ଜଳ |,संयुक्त जल
ସାଧାରଣ କୋଠରୀ |,सामान्य कक्ष
ସଂପୂର୍ଣ୍ଣ ପ୍ରମାଣପତ୍ର,पूर्णावस्था प्रमाण पत्र
ଉପାଦାନ ବର୍ଗ,अंग वर्ग
କଂକ୍ରିଟ୍ |,कंक्रीट
ସଂକଳନ,कंकड़ स्तरन
ଏକତ୍ରିତ ହାର / ଫ୍ଲାଟ ହାର |,समेकित दर या एक समान दर
ପ୍ରଦୂଷକ,दूषणकारक
ଆଲକୋଭ୍ ରାନ୍ଧିବା |,खाना रखने स्थान
ମୁକାବିଲା,मुंडेर/कोपिंग
କରବେଲ |,टोड़ा
କର୍ନିସ୍ |,कॉनिस
ଦମ୍ପତି,युग्मक
"ଦମ୍ପତି, ଦୁଇଥର |",द्वि-युग्मक
"ଦମ୍ପତି, ପୁଟ୍ଲଗ୍ |",कड़ी युग्मक
"ଦମ୍ପତି, ସ୍ୱିଭେଲ୍ |",भ्रामी युग्मक
ପାଠ୍ୟକ୍ରମ,रद्दा
ରାଣ୍ଡମ୍ ରାଣ୍ଡଲ୍ ଚୁକ୍ତି |,बेतरतीब रद्देदार ढोका चिनाई
ଆଚ୍ଛାଦିତ କ୍ଷେତ୍ର |,आच्छादित क्षत्र
କ୍ରିପ୍,विसर्पण
କ୍ରିପ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,विसर्पण गुणांक
କ୍ରୋଟୋଭାଇନ୍ |,क्रोटोवाइन
କାଉ ପାଦ |,काक पाद
ଖଣ୍ଡ ଗଠନ |,आचूर्ण संरचना
ବନ୍ଦ କର |,कर्ब
ସାମ୍ପ୍ରତିକ,धारा
ବକ୍ର ପ୍ରତିରୋଧ,वक्र-प्रतिरोध (रेल)
ଓଦା ପ୍ରୁଫ୍ ପାଠ୍ୟକ୍ରମ |,आर्द्रतारोधी स्तर
ସମାପ୍ତ ତାରିଖ,पूर्ण होने की तिथि
ମୃତ ଭାର,अचल भार
ମୃତ ଜଳ |,धीर जल
ଡେସିବେଲ୍ |,डेसीबल
ଡିଫ୍ଲୋକ୍କୁଲେସନ୍ |,अनूर्पान
ବାୟୁମଣ୍ଡଳ କିମ୍ବା ବାୟୁ ସ୍ଥାନ ଅନୁପାତର ଡିଗ୍ରୀ |,वातन कोटि या वायु अवकाश अनुपात
ଏକୀକରଣର ଡିଗ୍ରୀ |,समुच्चयन कोटि
ବିଚ୍ଛେଦର ଡିଗ୍ରୀ |,प्रकीर्णन कोटि
ପରିପୃଷ୍ଠାର ଡିଗ୍ରୀ |,संतृप्ति कोटि
ଘନତା,घनता (आवासीय)
ମରୁଭୂମି ରାସ୍ତା,भरू कुट्टिम
ମରୁଭୂମି ମାଟି |,मरू मृदा
ବିବରଣୀ,विस्तृत विवरण
ବିକାଶ ଅବଧି,विकास अवधि
ଡି-ରାଶି,Dसंस्तर/Dहोराइजन
ତ୍ରିକୋଣୀୟ ବନ୍ଧନ |,विकर्ण चाल
ଚିତ୍ର,आरेख
ଡିଜିଟାଲ୍ ଡକ୍ |,आंगुलिक गोदी
ଭିନ୍ନ ଭିନ୍ନ ଜଳ ହାର |,अन्तरात्मक जल दर
ଦିଲ୍ୟୁସନ୍ ଭେଣ୍ଟିଲେସନ୍ |,तनुता संवातन
ଦିଲୁଭିୟମ୍,पूरोढक
ଭୋଜନ ଗୃହ,भोजन कक्ष
ଦିଗ ପେଗ୍ |,दिशा निर्धारक खूँटी
ବିଚ୍ଛେଦ |,प्रकीर्णन
ବିଭ୍ରାନ୍ତକାରୀ |,डिस्टेम्पर
ଡକ୍ |,गोदी
ଦ୍ୱାର,1. द्वार 2. कपाट
ଛାତ୍ରାବାସ,छत वातायन
ଛାତ୍ରାବାସ ଯାଞ୍ଚ |,छत वातायन पृष्ठ
ଡବଲ୍ ଫ୍ଲେମିଶ୍ ବଣ୍ଡ୍ |,दोहरी फ्लेमिश चाल
ଡବଲ୍ ସ୍ତର |,दोहरी परत
ଡୋଭେଲ୍ |,गुज्झी
ଚିତ୍ରାଙ୍କନ ବୋର୍ଡ |,आरेखन पट्ट/ड्राइंग बोर्ड
ଚିତ୍ରାଙ୍କନ କକ୍ଷ |,बैठक
ଡ୍ରାଇଫ୍,1. प्रक्षेप 2. ड्रिफ्ट 3. गुल्ली
ଶୁଖିଲା ବଲ୍ବ ତାପମାତ୍ରା |,शुष्क बल्ब तापक्रम
ଶୁଖିଲା ଡକ୍ |,शुष्क गोदी
ଶୁଖିଲା ରବର ନିର୍ମାଣ,शुष्क ढोका चिनाई
ଡଚ୍ ବନ୍ଧନ |,डच चाल
ବାଣ୍ଡ କାନ୍ଥ |,बौनी दीवार
ବାସସ୍ଥାନ ଏକକ,आवासीय यूनिट
ଇଭ୍,ओलती
ଗୁପ୍ତାଙ୍ଗ,ओलती नाली
ଆର୍ଥିକ ସମ୍ଭାବ୍ୟତା |,आर्थिक संभाव्यता या आर्थिक औचित्य समर्थन
ଏକ୍ଟୋଡାଇନାମୋରଫିକ୍ ମାଟି |,एक्टोडाइनेमोर्फिक मृदा
ଏଡି,भँवर
ପ୍ରଭାବଶାଳୀ ଆକାର |,कण का प्रभावी आमाप
ଇଫ୍ଲୋରସେନ୍ସ |,उत्फुल्लन
ପ୍ରଭାବଶାଳୀ |,सहायक सरित
ଉଚ୍ଚତା,उद्विक्षेप
ବହିଷ୍କାର,अवक्षालन
ଇଲୁଭିୟମ୍ |,अवक्षाल
ଏଣ୍ଡୋଡାଇନାମୋରଫିକ୍ ମାଟି |,अंतर्गतिज मृदा
ଇଞ୍ଜିନିୟରିଂ ସମ୍ଭାବ୍ୟତା |,इंजीनियरी संभाव्यता
ଇଂରାଜୀ ବନ୍ଧନ |,इंग्लिश चाल
ଇଂରାଜୀ ବଗିଚା କାନ୍ଥ ବନ୍ଧ |,इंग्लिश गार्डन वाल चाल
"ଇପିଏମ୍ (ପ୍ରତି ମିଲିୟନ୍ ସହିତ ସମାନ), &quot;",ईं.पी.एम. (प्रतिमिलियन तुल्य)
ସମାନ ଓଜନ,समतुल्य भार
Erg,अर्ग
ଅଦଳବଦଳଯୋଗ୍ୟ |,विनिमययोग्य
ଅଦଳବଦଳ ଅମ୍ଳତା |,विनिमेय अम्लता
ଅଦଳବଦଳ ସୋଡିୟମ୍ ପ୍ରତିଶତ (ESP),विनिमेय सोडियम प्रतिशतता
E. S P.,धनायन विनिमय क्षमता
ଅମ୍ଳତା ବିନିମୟ କରନ୍ତୁ |,विनिमय अम्लता
ଏକ୍ସଚେଞ୍ଜ୍ କମ୍ପ୍ଲେକ୍ସ |,विनिमय सम्मिश्र
ନିଷ୍କାସନ,निर्वात/रेचन
ପ୍ରକାଶିତ ସମାପ୍ତ,अनावरित परिष्कृति
ଆଖି,गवाक्ष
ଆଖି ବ୍ରୋ,आई ब्रो
ସାମ୍ନା କରିବା |,मोहरा/अग्रभाग
ବନ୍ଧନର ସମ୍ମୁଖୀନ |,पार्श्व चाल
ନିରାପତ୍ତା କାରକ,सुरक्षा गुणांक
ପତନ,प्रवणता
ଫେସିଆ |,मुख पट्टी
ଫେସିଆ ବୋର୍ଡ |,मुख पट्टी बोर्ड
ତ୍ରୁଟି,भ्रंश
କ୍ଷେତ୍ର ଆର୍ଦ୍ରତା |,क्षेत्रीय नमी
ଅନ୍ତିମ ଆର୍ଦ୍ରତା ସମାନ |,क्षेत्रीय आर्द्रता तुल्यांक
ଫିଲେଟ୍ (ମୋର୍ଟାର),मसाले की चपती/फिलेट
ଅନ୍ତିମ,कलश
ଅନ୍ତିମ ମାପ |,अंतिम मापन
ଅନ୍ତିମ ଦେୟ,अंतिम भुगतान
ଅନ୍ତିମ ପୂର୍ବ ଚାପ |,अंतिम पूर्व प्रतिबल
ଅନ୍ତିମ ଟେନସନ |,अंतिम तनाव
ଆର୍ଥିକ ସମ୍ଭାବନା |,वित्तीय संभाव्यता
ଭଲ ଏଗ୍ରିଗେଟ୍ |,महीन समुच्चय/बारीक मिलावा
ଖଣ୍ଡ ଖଣ୍ଡ |,विदीर्ण शैल
ପତାକା ପଥର |,पटिया पत्थर
ଫ୍ଲେମିସ୍ ବନ୍ଧନ |,फ्लेमिश चाल
ଫ୍ଲାସ୍,फ्लैशिंग/जल रोधी झिल्ली
ଚମତ୍କାର ଷ୍ଟ୍ରିମ୍ |,सद्योवेगी सरिता
ଫ୍ଲାଟ ଛାତ |,सपाट छत
ଫ୍ଲେଚେ,फलीके
ଫ୍ଲେମିସ୍ ବଗିଚା କାନ୍ଥ ବନ୍ଧ |,फ्लेमिश गार्डन वाल चाल
ଫ୍ଲିଣ୍ଟ |,चकमक प्रस्तर
ଫ୍ଲିଣ୍ଟ କାନ୍ଥ |,फ्लिंट दीवार
ଭାସମାନ ଚଟାଣ |,प्लवमान फर्श
ଫ୍ଲୋକ୍ୟୁଲେସନ୍ |,उर्णन
ଫ୍ଲୋକ୍ୟୁଲେସନ୍ ସୀମା |,ऊर्णन सीमा
ଫ୍ଲୋକ୍ୟୁଲେସନ୍ ଅନୁପାତ |,ऊर्णन अनुपात
ଫ୍ଲୋକ୍ୟୁଲ୍ସ |,ऊर्णिका
ଚଟାଣ,फर्श
ଚଟାଣ ସିଲ୍ |,फर्शरुद्धक/फर्श सील
ପ୍ରବାହ,प्रवाह
ଅସ୍ଥିରତା |,उच्चावचन
ଫୁଟିଂ,पाद
ଫାଉଣ୍ଡେସନ୍,नींव
ମାଗଣା ପତନ ବାରୋ ଟପିଙ୍ଗ୍ ମିକ୍ସର୍ |,मुक्त प्रपात बैरो उद्वर्ती मिश्रक
ମାଗଣା ପତନ ମିକ୍ସର୍ (ଡ୍ରମ୍ ପ୍ରକାର),मुक्त प्रपात मिश्रक (ढोल के आकार का)
ମାଗଣା ପଥର |,मुक्त पत्थर
