English,Marathi
Anglo-Saxon,अँग्लो-सॅक्सन
Anglo-Saxonism,अँग्लो-सॅक्सोनवाद
Annalist,अॅनालिस्ट
Annals,इतिहास
Annexation,संलग्नीकरण
Ante-bellum,अँटी-बेलम
Ante date,पूर्वीची तारीख
Anti-clericalism,कारकुनविरोधी
Anti-clerical legislation,कारकुनी विरोधी कायदा
Antiquity,पुरातन वास्तू
Anti-rent,विरोधी भाडे
Anti-rent,विरोधी भाडे
Anti Semitism,सेमिटिझम विरोधी
Anzac,अँझॅक
Apella,अपेला
Aralu,अरालू
Arch bishop,आर्च बिशप
Arch duchy,आर्च डची
Arch duke,आर्च ड्यूक
Archief (=archival collection),आर्काइफ (=अभिलेख संग्रह)
Archiepiscopate,आर्किपिस्कोपेट
Aristocracy,अभिजात वर्ग
Aristocrat,कुलीन
Aristocratic snobbery,खानदानी स्नोबरी
Aristotelian,अॅरिस्टोटेलियन
Armada,आरमार
Armada (=The Spanish Armada),आरमार (=स्पॅनिश आरमार)
Armorist (=armourist),आर्मोरिस्ट (= आर्मरिस्ट)
Armour (=armor),चिलखत (= चिलखत)
Armourist,आर्मरिस्ट
Aryan,आर्यन
Aryan,आर्यन
Askari,अस्करी
Assignat,नियुक्त करा
Assize,Assize
Assize,Assize
Assize,Assize
Assize of Arms Act,शस्त्रास्त्र कायद्याची मदत
Assize of Darrein Presentment,डॅरेन प्रेझेंटमेंटची मदत
Assize of Mort 'D' Ancestor,मॉर्ट &#39;डी&#39; पूर्वजांची मदत
Assize of Novel Disseisin,कादंबरी Disseisin च्या Assize
Atrocity,अत्याचार
Attack,हल्ला
Aulic Council,ऑलिक कौन्सिल
Axe of the Geddess (=the Geddess axe),देवीची कुर्‍हाड (= देवी कुर्हाड)
Axis (=The Rome-Berlin-Tokyo Axis),अक्ष (=रोम-बर्लिन-टोकियो अक्ष)
Babylon,बॅबिलोन
Babylonian captivity (=Babylonish captivity),बॅबिलोनियन बंदिवास (= बॅबिलोनी कैद)
Bacchanal devotee,बचनाल भक्त
Bacchanalia,बचनालिया
Bachelor,बॅचलर
Baghdad Pact,बगदाद करार
Balkan League,बाल्कन लीग
Balkan Pact,बाल्कन करार
Balkan Wars,बाल्कन युद्धे
Baltic Pact,बाल्टिक करार
Bandit,डाकू
Bandung Conference,बांडुंग परिषद
Banishment,हद्दपार
Banner,बॅनर
Barbarian,रानटी
Barbican,बार्बिकन
Bardoli satyagraha,बारडोली सत्याग्रह
Barn Burners,धान्याचे कोठार बर्नर्स
Baron,जहागीरदार
Baronage,बॅरोनेज
Barones majores,Barones majores
Barones minores,बॅरोन्स अल्पवयीन
Baroness,जहागीरदार
Baronet,बॅरोनेट
Baronetage,बॅरोनेटेज
Baronetage,बॅरोनेटेज
Baronetcy,बॅरोनेटसी
Barony,बॅरोनी
Barracoon,बॅराकून
Barracoon,बॅराकून
Barricade (=barricado),बॅरिकेड (= बॅरिकेडो)
Barricade (=barricado),बॅरिकेड (= बॅरिकेडो)
Barricade (=barricado),बॅरिकेड (= बॅरिकेडो)
Base camp,बेस कॅम्प
Basilica,बॅसिलिका
Basilica,बॅसिलिका
Bastila,बॅस्टिला
Bastille,बॅस्टिल
Bastille,बॅस्टिल
Battery,बॅटरी
Battle,लढाई
Batlle-array,Batlle-array
Battle cry,लढाई रडणे
Battle din,लढाई दिन
Battle field,युद्धक्षेत्र
Battle hymn,लढाई भजन
Battle of the Spurs,स्पर्सची लढाई
Battle of the Standard,स्टँडर्डची लढाई
Battleship,युद्धनौका
Battleship-strength,युद्धनौका-शक्ती
Bayeux tapestry,Bayeux टेपेस्ट्री
Beacon,बीकन
Beacon tower,बीकन टॉवर
Beaver,बीव्हर
Beaver,बीव्हर
Beggars of the sea,समुद्राचे भिकारी
Bellicose,बेलिकोज
Bellicose,बेलिकोज
Bellicose,बेलिकोज
Bellicosity,बेलिकोसिटी
Bellona,बेलोना
Benefice,फायदा
Benefit of clergy,धर्मगुरूंचा लाभ
Benelux,बेनेलक्स
Berlin Decree,बर्लिन डिक्री
Berserker,बेसरकर
Besant (=bezant),बेझंट (=बेझंट)
Bethel,बेथेल
Bibliolater,बिब्लिओलेटर
Bibliolatry,ग्रंथदिंडी
Big Bertha,मोठा बर्था
Bigot,धर्मांध
Billeting,बिलेटिंग
Bill of Attainder,अटेंडरचे बिल
Bill of Rights,अधिकारांचे विधेयक
Biographer,चरित्रकार
Birth stories,जन्मकथा
Bivouac,बिव्होक
Bivouac,बिव्होक
Bivouac,बिव्होक
Bizonia,बिझोनिया
Black birding,काळा पक्षी
Black flag,काळा झेंडा
Black Hole,कृष्ण विवर
Black Hole,कृष्ण विवर
Black leg (=scab),काळा पाय (= खरुज)
Black Shirt,काळा शर्ट
Blazon,ब्लेझोन
Blazon,ब्लेझोन
Blazonry,झगमगाट
Blazonry,झगमगाट
Blitzkrieg,ब्लिट्झक्रीग
Bloodless Revolution (=Glorious Revolution),रक्तहीन क्रांती (=वैभवशाली क्रांती)
Bloodwite,ब्लडवाईट
Bloody Mary,ब्लडी मेरी
Blue,निळा
Blue blood,निळे रक्त
Blue book,निळे पुस्तक
Blue ribbon,निळी फीत
Blue ribbon,निळी फीत
Blues (=Royal Horse Guards),ब्लूज (=रॉयल हॉर्स गार्ड)
Blue Shirt,निळा शर्ट
Blue Water School,ब्लू वॉटर स्कूल
Board of Control,नियंत्रण मंडळ
Body armour,शरीर चिलखत
Boer,बोअर
Booty,लूट
Borough,बरो
Bouleuterion,बुलेउटेरियन
Bourbon,बोरबॉन
Boxer rebellion,बॉक्सर बंडखोरी
Brace,ब्रेस
Brassard,ब्रासर्ड
Brassard,ब्रासर्ड
Bread colonies,ब्रेड वसाहती
Breast Plate,ब्रेस्ट प्लेट
Breast work,स्तनाचे काम
Bretwalda,ब्रेटवाल्डा
Brigand,ब्रिगेंड
Brigandage,दलाल
British Commonwealth of Nations,ब्रिटिश कॉमनवेल्थ ऑफ नेशन्स
Brown Shirts (=The Nazis),तपकिरी शर्ट (=नाझी)
Brussels Treaty (Pact) organisation (=Western Europeon union),ब्रुसेल्स ट्रीटी (पॅक्ट) संस्था (=वेस्टर्न युरोपियन युनियन)
Buff,बफ
Buff,बफ
Buff-coat,बफ-कोट
Buffs,बफ्स
Bule (=council),बुले (=परिषद)
Burgage,बर्गेज
Burgess,बर्जेस
Byzantine,बायझँटाईन
Byzantine church,बायझँटाईन चर्च
Byzantine Empire,बायझँटाईन साम्राज्य
Byzantine Era,बायझँटाईन युग
Byzantine historians,बायझँटाईन इतिहासकार
Cabal,कॅबल
Caesarism,सीझरवाद
Caliph,खलिफा
Calligrapher,कॅलिग्राफर
Calligraphist,कॅलिग्राफिस्ट
Calligraphy,कॅलिग्राफी
Caltrop,कॅल्ट्रॉप
Camaraderie,सौहार्द
Camarilla,कॅमरिला
Camarilla,कॅमरिला
Camelaucum,कॅमेलॅकम
Camouflage,क्लृप्ती
Campaign,मोहीम
Camp follower,शिबिराचे अनुयायी
Campo santo,कॅम्पो सॅंटो
Campus martius,कॅम्पस मार्टियस
Canephora,कॅनेफोरा
Cangue,कॅंग्यू
Cannonade,तोफखाना
Cannon fodder,तोफ चारा
Canon,कॅनन
Canon law,कॅनन कायदा
Canopus decree,कॅनोपस डिक्री
Canting arms,कण्टिंग शस्त्र
Captive,बंदिवान
Captor,कॅप्टर
Cardinal,कार्डिनल
Carl,कार्ल
Carolingian dynasty,कॅरोलिंगियन राजवंश
Carthusian sect,कार्थुशियन पंथ
Cartosa,कार्टोसा
Castelian,कॅस्टेलियन
Castelian,कॅस्टेलियन
Caste system,जाती व्यवस्था
Castle,वाडा
Castle,वाडा
Castle town,वाड्याचे शहर
Castra,कास्त्रा
Castra,कास्त्रा
Cathedra,कॅथेड्रा
Cathedral,कॅथेड्रल
Cato Street conspiracy,केटो स्ट्रीट कट
Caudillo,कौडिल्लो
Cavalier,घोडेस्वार
Cavalier,घोडेस्वार
Cavalier Parliament,घोडदळ संसद
Cave of Adullam,अदुल्लमची गुहा
Cave painting,गुहा चित्रकला
Cave painting,गुहा चित्रकला
Centumvir,सेंटमवीर
Centurion,सेंच्युरियन
Century,शतक
Chain armour (=chain mail),साखळी चिलखत (=साखळी मेल)
Chantry,चंत्री
Chantry,चंत्री
Chap book,चॅप बुक
Chaplain,धर्मगुरू
Chapter,धडा
Chapter of accidents,अपघातांचा अध्याय
Charge,चार्ज करा
Charge d'affaires,चार्ज डी अफेयर्स
Charge parting,चार्ज विभाजन
Charger,चार्जर
Chariot,रथ
Charioteer,सारथी
Charioteer,सारथी
Charioteer,सारथी
Charity kitchen,धर्मादाय स्वयंपाकघर
Charter,सनद
Chartist Movement (=Chartism),चार्टिस्ट चळवळ (=चार्टिझम)
Chartophylacium,चार्टोफिलेशियम
Chateau,Chateau
Check post,चेक पोस्ट
Chemical Warfare,रासायनिक युद्ध
Chester,चेस्टर
Chief,प्रमुख
Chieftain,सरदार
Chieftain,सरदार
Chieftain,सरदार
Chiffon,शिफॉन
Chivalry,शौर्य
Chosen People,निवडलेले लोक
Chrismographion,ख्रिसमोग्राफीन
Christendom,ख्रिस्ती धर्म
Christian era,ख्रिश्चन युग
Christian Socialism,ख्रिश्चन समाजवाद
Chronicle,क्रॉनिकल
Chronicler,क्रॉनिकलर
Chryse Chersonese,Chryse Chersonese
Cimelium,सिमेलियम
Cinquecento Style,Cinquecento शैली
Circumnavigation,परिक्रमा
Cistercian monk,सिस्टर्सियन साधू
Citadel,किल्ला
Citation,उद्धरण
Citation,उद्धरण
Civil disobedience,सविनय कायदेभंग
Civil war,नागरी युद्ध
Civis Romanus,सिव्हिस रोमनस
Classical age,शास्त्रीय वय
Clepht (=klepht),Clepht (=klepht)
Clericalism,कारकुनीवाद
Cleruch,लिपिक
Cluniac movement,क्लुनियाक हालचाली
Coat armour,कोट चिलखत
Coat of arms,अंगरखा
Coat of arms,अंगरखा
Coat of arms,अंगरखा
Coat of mail,मेलचा कोट
Cohort,पलटण
Comitia,कॉमिटिया
Comitia Centuriata,Comitia Centuriata
Comitia Curiata,Comitia Curiata
Comitia Tributa,कमिटीया ट्रिबुटा
Commemorative arch,स्मारक कमान
Commemorative coin,स्मारक नाणे
Commemorative seal,स्मारक शिक्का
Common field,सामान्य फील्ड
Communard,Communard
Concordat,कॉन्कॉर्डॅट
Concordat,कॉन्कॉर्डॅट
Condottiere,कॉन्डोटिएरे
Confirmation Cartarum,पुष्टीकरण कार्टारम
Conflict,संघर्ष
Congregation,मंडळी
Conquering state,जिंकणारे राज्य
Conqueror,जिंकणारा
Conquistador,जिंकणारा
Consilium,कॉन्सिलियम
Consistory,कंसिस्टरी
Conspiracy,षडयंत्र
Conspiracy,षडयंत्र
Consulate,वाणिज्य दूतावास
Consulation book,सल्लामसलत पुस्तक
Continental system,खंडीय प्रणाली
Convention Parliament,अधिवेशन संसद
Copperheads (=peace democrats),कॉपरहेड्स (=पीस डेमोक्रॅट्स)
Copyhold,कॉपीहोल्ड
Cordoning,कोर्डनिंग
Corona,कोरोना
Coronation,राज्याभिषेक
Coronation stone,राज्याभिषेक दगड
Corpus,कॉर्पस
Corsair,Corsair
Corsair,Corsair
Corset (=corselet),कॉर्सेट (=कॉर्सलेट)
Cortes,कोर्टेस
Cottar (=cottier),कोटर (=कोटीर)
Cottar (=cottier),कोटर (= cottier)
Count Palatinate,काउंट पॅलेटिनेट
Country house,देशाचे घर
County,परगणा
County borough,काउंटी बरो
County courts,काउंटी न्यायालये
County palatine,काउंटी पॅलाटिन
Court,कोर्ट
Court,कोर्ट
Court circular,न्यायालयाचे परिपत्रक
Court etiquette,न्यायालयीन शिष्टाचार
Courtier,दरबारी
Court of cassation,कोर्ट ऑफ कॅसेशन
Court of Directors (E. I. C.),कोर्ट ऑफ डायरेक्टर्स (EIC)
Court of Proprietors,मालकांचे न्यायालय
Court poet,दरबारी कवी
Covenanted Cameronians,करार केला कॅमेरोनियन
Crown,मुकुट
Crown,मुकुट
Crown,मुकुट
Crown land,मुकुट जमीन
Crown land,मुकुट जमीन
Crown Prince,राजकुमार
Crusade,धर्मयुद्ध
Crusader,धर्मयुद्ध
Cryptogram,क्रिप्टोग्राम
Cuirass,कुइरास
Cuirassier,क्युरासियर
Cult deity,पंथ देवता
Curia,कुरिया
Curia,कुरिया
Czarism,झारवाद
Dark continent,गडद खंड
Day of judgement,न्यायाचा दिवस
Day of judgement,न्यायाचा दिवस
Dean,डीन
Decade,दशक
Denarius,दिनारियस
Deposed monarch,पदच्युत सम्राट
Despoil,उध्वस्त करा
Despoilation,उध्वस्त
Dethrone,डिथ्रोन
Diadem,डायडेम
Diadem,डायडेम
Diadem,डायडेम
Diasia,डायशिया
Dicasterium,डिकॅस्टेरियम
Diluvialist,डिलुवालिस्ट
Diocese,बिशपच्या अधिकारातील प्रदेश
Diocese,बिशपच्या अधिकारातील प्रदेश
Directoire (=Directry),डायरेक्टरी (=निर्देशिका)
Directoire (=Directry),डायरेक्टरी (=निर्देशिका)
Dirham,दिरहाम
Disloyal,अविश्वासू
Disloyal,अविश्वासू
Doctrine of lapse,चूकीचा सिद्धांत
Document,दस्तऐवज
Documentary evidence,कागदोपत्री पुरावा
Domesday Book,डोम्सडे बुक
Donation of Constantine,कॉन्स्टंटाईनचे दान
Doom,नशिबात
Dowager queen,डोगर राणी
Dragoon,ड्रॅगन
Dromedarian,ड्रोमेडरियन
Dromedary,ड्रोमेडरी
Dromond,ड्रोमंड
Dual,दुहेरी
Dual alliance,दुहेरी युती
Dual entente,दुहेरी entente
Dual system (=dual government),दुहेरी प्रणाली (= दुहेरी सरकार)
Duke,सरदार
Duma,ड्यूमा
Dwarf incarnation,बटू अवतार
Dynasty,राजवंश
Dynasty,राजवंश
Eagle,गरुड
Ealder man,मोठा माणूस
Earl,अर्ल
Earldom,अर्लडम
Early Guptas,लवकर गुप्त
Early (historic) sites,प्रारंभिक (ऐतिहासिक) साइट
Early Vedic period,प्रारंभिक वैदिक काळ
Ecclesia,उपदेशक
Edict of Restitution,पुनर्स्थापना आदेश
Eight fold path,आठ पट मार्ग
Elders,वडीलधारे
Elder statesman (=genro),ज्येष्ठ राजकारणी (= genro)
Elephant goad,हत्तीचा गोडा
Eleven Years' Tyranny,अकरा वर्षांचा जुलूम
Elysae (=Elysee),एलिसी (=एलिसी)
Enclosure Movement,बंदिस्त चळवळ
Encyclical,एनसायकिकल
Encyclopaedist movement,विश्वकोशवादी चळवळ
Entente,एंटेंट
Entente cordiale,एंटेंट कॉर्डियल
Enthrone,सिंहासन
Entourage,दलाल
Ephod,एफोद
Ephor,एफोर
Epic age,महाकाव्य युग
Epic hero,महाकाव्य नायक
Epigraph,एपिग्राफ
Episcopacy,एपिस्कोपसी
Episcopate,एपिस्कोपेट
Episode,भाग
Epoch,युग
Epoch-making event,युग निर्माण करणारी घटना
Epoch-making man,युग निर्माण करणारा माणूस
Eponym,उपनाम
Equerry,इक्वरी
Equerry,इक्वरी
Equestrian statue,अश्वारूढ पुतळा
Era,युग
Ergastulum,एर्गस्टुलम
Eucharist,युकेरिस्ट
Evangelicalism,इव्हेंजेलिकलिझम
Evangelical movement,इव्हँजेलिकल चळवळ
Evangelist,प्रचारक
Exarch,Exarch
Exilarch,Exilarch
Falangist,फालंगिस्ट
Father land,वडिलांची जमीन
Father land,वडिलांची जमीन
Feriae,फेरी
Fetish,फेटिश
Feudal holdings,जहागीरदार धारण
Feudalism (=feudal system),सरंजामशाही (=सामंत व्यवस्था)
Feudal system,सरंजामशाही व्यवस्था
Feudatory,सामंत
Fidei defensor (=Defender of the Faith),फिदेई बचावकर्ता (=विश्वासाचा रक्षक)
Fief,फिफ
Field system,फील्ड सिस्टम
Fifteenth tax,पंधरावा कर
Figure head,आकृती डोके
Fin de siecle,फिन डी siecle
Fire eater,आग भक्षक
Five Mile Act,पाच मैल कायदा
Flag,झेंडा
Flamen Dialis,फ्लेमेन डायलिस
Flamen Martialis,फ्लेमेन मार्शियलिस
Flaming torch,ज्वलंत मशाल
Flank,पार्श्वभाग
Flanking movement,flanking चळवळ
Flourishing civilization,भरभराट होत असलेली सभ्यता
Fluvialistic belief,प्रवाही विश्वास
Folk god,लोकदेवता
Folk goddess,लोकदेवता
Folk memory,लोक स्मृती
Folk myth (=folklore),लोककथा (=लोककथा)
Foraging,चारा
Foray,धाड
Forebear,पूर्वापार
Forefather,पूर्वज
Forerunner,अग्रदूत
Forlorn hope,उदासीन आशा
Formative stage,निर्मितीचा टप्पा
Fort,किल्ला
Fortification,तटबंदी
Fortified town,तटबंदी असलेले शहर
Fortress,किल्ला
Fortuna,फॉर्च्युना
Forum Romanum,फोरम रोमनम
Franciscan,फ्रान्सिस्कन
Franklin,फ्रँकलिन
Fratricidal war,भ्रातृसंहारक युद्ध
Free Church,मोफत चर्च
Freeholder,फ्रीहोल्डर
Freelance soldier,फ्रीलान्स सैनिक
Freelance soldier,फ्रीलान्स सैनिक
Freeman,फ्रीमॅन
Freeman,फ्रीमॅन
Freepass,मोफत पास
French Revolution,फ्रेंच क्रांती
Friar,तपस्वी
Friasian mercenaries,फ्रियाशियन भाडोत्री
Frontier'a man,सीमावर्ती माणूस
Galleon,गॅलिओन
Gallican (=Gallicanist),गॅलिकन (=गॅलिकनिस्ट)
Gallicanism,गॅलिकनिझम
Garrison,गॅरिसन
Gaul,गॉल
Gauntlet,गॉन्टलेट
Gauntlet,गॉन्टलेट
Gazebo,गॅझेबो
Gazebo,गॅझेबो
Gazebo,गॅझेबो
Genealogical history,वंशावळीचा इतिहास
Genealogical record,वंशावळी रेकॉर्ड
Genealogical table,वंशावळी सारणी
Genealogical tree,वंशावळीचे झाड
Genealogy,वंशावळी
Genealogy,वंशावळी
Generation,पिढी
Genocide,नरसंहार
Gentile,परराष्ट्रीय
Gentile,परराष्ट्रीय
Gentile,परराष्ट्रीय
Gentile,परराष्ट्रीय
Ghetto,वस्ती
Ghetto,वस्ती
Gibbet,गिबेट
Gild (=guild),गिल्ड (=गिल्ड)
Gladiater,ग्लॅडिएटर
Glorious Revolution,गौरवशाली क्रांती
Golden Horde,गोल्डन हॉर्डे
Grand Alliance,महाआघाडी
Grandee,ग्रँडी
Grand Signor,ग्रँड सिग्नर
Grand Signor,ग्रँड सिग्नर
Great Civil War,महान गृहयुद्ध
Great Departure (of Buddha),महान प्रस्थान (बुद्धाचे)
Greater India,ग्रेटर इंडिया
Great Hellas,ग्रेट हेलास
Great Horde,ग्रेट होर्डे
Great Renunciation (=great departure),महान त्याग (=महान प्रस्थान)
Great Seal,ग्रेट सील
Great Trak,ग्रेट ट्रॅक
Great Vehicle,उत्तम वाहन
Great Wall of China,चीनची महान भिंत
Greave,ग्रीव्ह
Guard-chamber,गार्ड-चेंबर
Guard-chamber,गार्ड-चेंबर
Guard-chamber,गार्ड-चेंबर
Guptas,गुप्ता
Hagiography,हॅगिओग्राफी
Hagiography,हॅगिओग्राफी
Hagiology,हॅगिओलॉजी
Hagiology,हॅगिओलॉजी
Hall of private audience,खाजगी प्रेक्षकांचा हॉल
Hall of public audience,सार्वजनिक प्रेक्षकांचा हॉल
Hatchment,हॅचमेंट
Heathen,हिथन
Heathen,हिथन
Heathenism,हिथिनिझम
Hegira (Hejera),हेगिरा (हेजेरा)
Hellenism,हेलेनिझम
Helot,हेलोट
Heraldry,हेरलड्री
Heritage,वारसा
Hieroglyphic linear characters,चित्रलिपी रेखीय वर्ण
Hieroglyphic script,चित्रलिपी लिपी
High Church,उच्च चर्च
High Lander,उंच लँडर
Hinduism,हिंदू धर्म
Historian,इतिहासकार
Historian,इतिहासकार
Historical materialism,ऐतिहासिक भौतिकवाद
Historic era,ऐतिहासिक युग
Historic frontier,ऐतिहासिक सीमा
Historiographer,इतिहासकार
Historiographer,इतिहासकार
Historiography,इतिहासलेखन
Historiography,इतिहासलेखन
History,इतिहास
Hittite empire,हिटाइट साम्राज्य
Holy Alliance,पवित्र युती
Holy city,पवित्र शहर
Holy city,पवित्र शहर
Holy land,पवित्र भूमी
Holy land,पवित्र भूमी
Holy League,होली लीग
Holy League,होली लीग
Holy Roman Empire (=The Empire),पवित्र रोमन साम्राज्य (=द एम्पायर)
Holy Sea,पवित्र समुद्र
Holy Sea,पवित्र समुद्र
Holy war,पवित्र युद्ध
Holy war,पवित्र युद्ध
Home Government,गृह सरकार
Home Guard,होमगार्ड
Homeland,जन्मभुमी
Home rule,घरचा नियम
Home Rule,होम रूल
Horde,होर्डे
Horde,होर्डे
Hostile country,शत्रु देश
Hostile land,प्रतिकूल जमीन
hot pursuit,गरम पाठलाग
House,घर
House,घर
House of Commons,हाऊस ऑफ कॉमन्स
House of Lords,हाऊस ऑफ लॉर्ड्स
House of Representatives,प्रतिनिधीगृह
Huguenots,Huguenots
Humanism,मानवतावाद
Humanist,मानवतावादी
Hundred Yesrs' War,शंभर येसर्स युद्ध
Hunker,हुंकार
Ibadat Khana (House of Worship),इबादत खाना (पूजागृह)
Iconoclast,आयकॉनोक्लास्ट
Idolater,मूर्तिपूजक
Ilahi era,इलाही युग
Illegal war,बेकायदेशीर युद्ध
Illuminated manuscript,प्रकाशित हस्तलिखित
Illustrated manuscript,सचित्र हस्तलिखित
Illustrated manuscript,सचित्र हस्तलिखित
Imam (Immaum),इमाम (इम्माम)
Imamate,इमामते
Imamate,इमामते
Imambarah,इमामबारा
Imperial,शाही
Imperial city,शाही शहर
Imperialism,साम्राज्यवाद
Imperial preference,शाही प्राधान्य
Impolicy,बेधडकपणा
Impostor,ढोंगी
Imprisonment,तुरुंगवास
Imprisonment,तुरुंगवास
Incursion,घुसखोरी
Incursionist,घुसखोर
Independence,स्वातंत्र्य
Independence day,स्वातंत्र्यदिन
Independence Hall,इंडिपेंडन्स हॉल
Indian Amerian (=Red Indian=American Indian),भारतीय अमेरिकन (=रेड इंडियन=अमेरिकन भारतीय)
Indian Home Rule League,इंडियन होम रूल लीग
Industrial Revolution,औद्योगिक क्रांती
Infidel,काफिर
Infidel,काफिर
Infiltration,घुसखोरी
Infiltrator,घुसखोर
Informant,माहिती देणारा
Informant,माहिती देणारा
Informer,माहिती देणारा
Informer,माहिती देणारा
Ingress,प्रवेश
Ingress,प्रवेश
Ingress,प्रवेश
Inhabitance,वस्ती
Inhabitant,रहिवासी
Inheritance,वारसा
Inheritance,वारसा
Inheritance,वारसा
Inscription,शिलालेख
Insignia,बोधचिन्ह
Instrument of Accession,प्रवेशाचे साधन
Instrument of Government,शासनाचे साधन
Insurgence (insurgency),बंड (बंड)
Insurgent,बंडखोर
Insurrection,बंड
Insurrection,बंड
Integration,एकत्रीकरण
Integrity of records,रेकॉर्डची अखंडता
Integrity of states,राज्यांची अखंडता
Intelligentsia (Intelligentzia),बुद्धिमत्ता (बुद्धिमान)
Intercession,मध्यस्थी
Intercessor,मध्यस्थी करणारा
Intermediary,मध्यस्थ
Internationalism,आंतरराष्ट्रीयवाद
Internationalism,आंतरराष्ट्रीयवाद
Internationalist,आंतरराष्ट्रीयवादी
Internecine war,परस्पर युद्ध
Internee,इंटर्नी
Internee,इंटर्नी
Internee camp,इंटर्नी कॅम्प
Internment,नजरबंदी
Internment,नजरबंदी
Internment,नजरबंदी
Internuncio,Internuncio
Interpreter,दुभाषी
Interpreter,दुभाषी
Interpreter,दुभाषी
Intervention,हस्तक्षेप
Intestacy,Intestacy
Intestate,Intestate
Intrigue,कारस्थान
Intruder,घुसखोर
Intruder,घुसखोर
Intrusion,घुसखोरी
Invasion,आक्रमण
Invasion,आक्रमण
Invest,गुंतवणूक करा
Invest,गुंतवणूक करा
Invest,गुंतवणूक करा
Invest,गुंतवणूक करा
Investiture,गुंतवणूक
Investiture,गुंतवणूक
Investiture,गुंतवणूक
Investiture ceremony,गुंतवणूक समारंभ
Invest with nationality,राष्ट्रीयत्वासह गुंतवणूक करा
Invincible Armada,अजिंक्य आरमार
Inviolateness (of state),उल्लंघन (राज्याचे)
Inviolate state,उल्लंघन स्थिती
Invulnerable castle,अभेद्य किल्ला
Iron age,लोह वय
Iron curtain,लोखंडी पडदा
Iron guard,लोखंडी रक्षक
Iron rations,लोखंडी शिधा
Iron sides,लोखंडी बाजू
Iron tipped arrow,लोखंडी टिपलेला बाण
Isthmian games,इस्थमियन खेळ
Janissary,जॅनिसरी
Janitor,रखवालदार
Janitor,रखवालदार
Javelin,भाला
Jim Crow Laws,जिम क्रो कायदे
Jingo,जिंगो
Jingo,जिंगो
Jingo,जिंगो
Jingoism,जिंगोइझम
Joint action,संयुक्त कारवाई
Joint control,संयुक्त नियंत्रण
Joint occupancy,संयुक्त वहिवाट
Jury,ज्युरी
Just cause,फक्त कारण
Keep,ठेवा
Keeper of Archives,अभिलेखागाराचा रक्षक
Kettle-drum,केटल-ड्रम
Key word,मुख्य शब्द
King,राजा
Kingdom,राज्य
Kinglet,किंगलेट
King maker,किंग मेकर
Kingship,राजेशाही
Kingship,राजेशाही
Kitchen cabinet,किचन कॅबिनेट
Knight,नाइट
Kinghthood,राजत्व
Kinghts hospitalers,Kinghts हॉस्पिटलर्स
Knights of Saint John,सेंट जॉनचे शूरवीर
