Marathi,Odiya
बॅक प्रोप,ପଛ ପ୍ରପ
मागची दृष्टी,ପଛ ଦୃଶ୍ୟ |
परत पाणी,ପଛ ପାଣି |
गोंधळ,ବାଫଲ୍ |
बॅगवर्क,ବ୍ୟାଗୱାର୍କ |
गिट्टी,ବାଲାଷ୍ଟ
बॉल क्ले,ବଲ୍ ମାଟି |
बॉल कोन क्लॅम्प,ବଲ୍ କୋଣ କ୍ଲମ୍ପ୍ |
काटेरी तार,କଣ୍ଟା ତାର
बार कुत्रा,ବାର୍ କୁକୁର |
बार्ज बोर्ड,ବ୍ୟାରେଜ୍ ବୋର୍ଡ |
बेरियम सल्फेट चाचणी,ବାରିୟମ୍ ସଲଫେଟ୍ ପରୀକ୍ଷା |
बॅरेज,ବ୍ୟାରେଜ୍
बॅरेट,ବାରେଟ୍ |
पाया,ଆଧାର
बेस एक्सचेंज,ଆଧାର ବିନିମୟ |
बेस लाइन,ଆଧାର ରେଖା |
तळघर,ବେସମେଣ୍ଟ୍ |
तळघर भिंत,ବେସମେଣ୍ଟ କାନ୍ଥ |
तळपट्टी,ବେସ୍ ପ୍ଲେଟ୍ |
"बेस प्लेट, समायोज्य","ବେସ୍ ପ୍ଲେଟ୍, ନିୟନ୍ତ୍ରିତ |"
बेस संपृक्तता,ମୂଳ ପରିପୃଷ୍ଠା |
बेसॉइड,ବାସୋଏଡ୍ |
वटवाघूळ,ବ୍ୟାଟ୍
बाथ आणि WC,ସ୍ନାନ ଏବଂ WC
पिठात पेग,ବାଟା ପେଗ୍ |
पिठात घाट,ବାଟା ପାଇର୍ |
पिठात नियम,ବ୍ୟାଟର ନିୟମ |
बल्क (बाल्क),ବାଲ୍କ (ବାଲ୍କ)
खाडी,ବାଇ
वाहक,ଧାରକ
सहन करण्याची क्षमता,ବହନ କରିବାର କ୍ଷମତା |
पत्करणे ब्लॉकला,ଗଦା ବହନ କରିବା |
बेअरिंग स्ट्रॅटम,ଷ୍ଟ୍ରାଟମ୍ ବହନ କରିବା |
पलंग,ଶଯ୍ୟା
बेडिंग विमान,ବିଛଣା ବିମାନ |
बेड संयुक्त,ଶଯ୍ୟା ଗଣ୍ଠି |
बेड रॉक,ବେଡ୍ ପଥର |
बेड रूम,ବେଡ୍ ରୁମ୍ |
मेण,ମହୁମାଛି
बेल बॉक्स,ବେଲ୍ ବାକ୍ସ |
बेलिंग बादली,ବାଲ୍ଟି ବାଲିଙ୍ଗ୍ |
बेलोफ्राम,ବେଲୋଫ୍ରାମ୍ |
बेंच केलेला पाया,ବେଞ୍ଚ ଭିତ୍ତିଭୂମି |
बेंचिंग,ବେଞ୍ଚିଂ
बेंच मार्क,ବେଞ୍ଚ ମାର୍କ |
लाभ खर्चाचे विश्लेषण,ଲାଭ ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |
बर्म,ବରମ
Bevelled बंद,ବେଭେଲଡ୍ ବନ୍ଦ |
"B-क्षितिज,&quot;B-","ବି-ରାଶି, &quot;B-"
बायट,ବିଟ୍ |
बाईंडर,ବାଇଣ୍ଡର୍ |
बंधनकारक साहित्य,ବାନ୍ଧିବା ସାମଗ୍ରୀ |
बायोटचा सिद्धांत,ବାୟୋଟ ସିଦ୍ଧାନ୍ତ |
बिटुमेन,ବିଟୁମେନ |
काळी कापूस माती,କଳା ସୂତା ମାଟି |
काळी पृथ्वी,କଳା ପୃଥିବୀ |
काळी हरळीची माती,କଳା ଟର୍ଫ ମାଟି |
ब्लेड,ବ୍ଲେଡ୍ |
ब्लास्ट फर्नेस स्लॅग सिमेंट,ବ୍ଲାଷ୍ଟ ଫର୍ଣ୍ଣେସ୍ ସ୍ଲାଗ୍ ସିମେଣ୍ଟ |
ब्लॉक रचना,ଅବରୋଧ ସଂରଚନା |
बोगी प्रतिकार,ବଗି ପ୍ରତିରୋଧ |
बोग-लोह धातू,ବଗ୍-ଲୁହାପଥର |
बाँड,ବନ୍ଧ
बंधपत्रित सदस्य,ବନ୍ଧିତ ସଦସ୍ୟ |
बंध पोस्ट टेंशनिंग,ବନ୍ଧିତ ପୋଷ୍ଟ ଟେନସିଂ |
बोंड दगड,ବନ୍ଧ ପଥର |
बांधलेले पाणी,ସୀମା ଜଳ |
पेटी गटर,ବାକ୍ସ ଗୁଟର୍ |
ब्रेस,ବନ୍ଧନୀ
वीट-ऑन-एज,ଇଟା-ଧାର
लगाम,ବ୍ରିଡଲ୍ |
तेज,ଉଜ୍ଜ୍ୱଳତା |
तपकिरी माती,ବାଦାମୀ ମାଟି |
इमारत,ବିଲଡିଂ
इमारत सर्वेक्षक,ବିଲ୍ଡିଂ ସର୍ବେକ୍ଷଣକାରୀ |
बफर,ବଫର୍ |
बफर वक्र,ବଫର୍ ବକ୍ର
बफरिंग,ବଫରିଂ |
बफरिंग क्षमता,ବଫରିଂ କ୍ଷମତା |
बंदर,ବଣ୍ଡର୍ |
बट्रेस,ଦୁର୍ଗ
सी-क्षितिज,ସି-ରାଶି
केबल,କେବୁଲ୍ |
केबल मोल्डिंग,କେବୁଲ୍ ମୋଲିଡିଂ |
केबल टाकणे,କ୍ୟାବଲିଂ |
केबिन,କ୍ୟାବିନ
केबिन हुक,କ୍ୟାବିନ ହୁକ୍ |
कपाट,କ୍ୟାବିନେଟ୍
कॅबोल्ट सोडला,କ୍ୟାବୋଲ୍ଟଙ୍କ ବିଦାୟ
कॅफेटेरिया,କାଫେରିଆ |
पिंजरा,କେଜ୍ |
पिंजरा बांधकाम,କେଜ୍ ନିର୍ମାଣ
काईनचे सूत्र,କ ain ନଙ୍କ ସୂତ୍ର |
कैसन,କେସନ୍ |
कॅसन रोग,କେସନ୍ ରୋଗ |
Caisson पाया,କେସନ୍ ଫାଉଣ୍ଡେସନ୍ |
Caisson ढीग,କେସନ୍ ଗଦା |
चुनखडीची वीट,କାଲ୍କେରିସ୍ ଇଟା |
चुनखडीयुक्त चिकणमाती,କାଲକେୟାର ମାଟି |
चुनखडीयुक्त कवच,କାଲ୍କେରିସ୍ କ୍ରଷ୍ଟ୍ |
कॅल्सिफिकेशन,ଗଣନା
कॅल्सीनेशन,ଗଣନା
कॅल्सीन,କାଲସିନ୍
कॅल्साइट,କାଲସିଟ୍ |
कॅल्शियम-अल्युमिनेट सिमेंट,କ୍ୟାଲସିୟମ୍-ଆଲୁମିନିଟ୍ ସିମେଣ୍ଟ |
कॅल्शियम-सिलिकेट वीट,କ୍ୟାଲସିୟମ୍-ସିଲିକେଟ୍ ଇଟା |
कॅल्शियम-सिलिकेट हायड्रेट,କ୍ୟାଲସିୟମ୍-ସିଲିକେଟ୍ ହାଇଡ୍ରେଟ୍ |
कॅलिचे,କାଲିଚେ |
कॅलिफोर्निया बेअरिंग रेशो,କାଲିଫର୍ନିଆର ଅନୁପାତ ଅନୁପାତ |
कॅलिपर,କାଲିପର୍ |
कॅलरीमीटर,କ୍ୟାଲୋରିମିଟର |
कांबर,କ୍ୟାମ୍ବର |
कालवा,କେନାଲ |
छत,କାନୋପି |
कॅन्टिलिव्हर फूटिंग,କ୍ୟାଣ୍ଟିଲାଇଭର ଫୁଟିଂ |
टोपी,କ୍ୟାପ୍
क्षमता,ସାମର୍ଥ୍ୟ |
एइल ट्रॅकची क्षमता,ସମସ୍ତ ଟ୍ରାକର କ୍ଷମତା |
कॅप केबल,କ୍ୟାପ୍ କେବୁଲ୍ |
केशिका,କ୍ଷମତା
केशिका ब्रेक,କ୍ୟାପିଲାରୀ ବ୍ରେକ୍ |
केशिका प्रवाह,କ୍ୟାପିଲାରୀ ପ୍ରବାହ |
केशिका ओलावा किंवा केशिका पाणी,କ୍ୟାପିଲାରୀ ଆର୍ଦ୍ରତା କିମ୍ବା କ୍ୟାପିଲାରୀ ପାଣି |
केशिका छिद्र जागा,କ୍ୟାପିଲାରୀ ପୋର ସ୍ପେସ୍ |
केशिका सच्छिद्रता,କ୍ୟାପିଲାରୀ ପୋରୋସିଟି |
केशिका जागा,କ୍ୟାପିଲାରୀ ସ୍ପେସ୍ |
वेग कॅप्चर करा,ବେଗ କ୍ୟାପଚର କରନ୍ତୁ |
कार्बोनेशन,କାର୍ବନେସନ୍ |
कार्बन ब्लॅक,କାର୍ବନ କଳା
कास्टबल रेफ्रेक्ट्री,କାଷ୍ଟବଲ୍ ଚିତ୍ତାକର୍ଷକ |
कास्ट-इन-प्लेस किंवा कास्ट-इन-सिटू,କାଷ୍ଟ-ଇନ୍-ପ୍ଲେସ୍ କିମ୍ବା କାଷ୍ଟ-ଇନ୍-ସିଟ୍ |
कास्ट-इन-प्लेस मेख,କାଷ୍ଟ-ଇନ୍-ପ୍ଲେସ୍ ଗଦା |
एरंडेल,କାଷ୍ଟର |
कास्ट दगड,ପଥର ପକାନ୍ତୁ |
उत्प्रेरक,ଅନୁକ୍ରମଣିକା
कॅटेना,କ୍ୟାଟେନା |
मांजरीचा चेहरा,ବିଲେଇ ମୁହଁ |
मांजरीचे डोके,ବିଲେଇ ମୁଣ୍ଡ
कॅशन,କେସନ୍
मांजर चालणे,ବିଲେଇ ଚାଲିବା |
पोकळ्या निर्माण होणे नुकसान,କ୍ୟାଭିଟେସନ୍ କ୍ଷତି |
Celite,ସେଲିଟ୍
सेल्युलर कंक्रीट,ସେଲୁଲାର୍ କଂକ୍ରିଟ୍ |
सेल्युलर बांधकाम,ସେଲ୍ୟୁଲାର୍ ନିର୍ମାଣ
सिमेंट,ସିମେଣ୍ଟ |
"सिमेंट, बिटुमिनस","ସିମେଣ୍ଟ, ବିଟୁମିନିୟସ୍ |"
"सिमेंट, उच्च शक्ती","ସିମେଣ୍ଟ, ଉଚ୍ଚ ଶକ୍ତି |"
"सिमेंट, हायड्रॉलिक","ସିମେଣ୍ଟ, ହାଇଡ୍ରୋଲିକ୍ |"
"सिमेंट, कमी उष्णता","ସିମେଣ୍ଟ, କମ୍ ଉତ୍ତାପ |"
"सिमेंट, दगडी बांधकाम","ସିମେଣ୍ଟ, ରାଜକୋଷ |"
"सिमेंट, नैसर्गिक","ସିମେଣ୍ଟ, ପ୍ରାକୃତିକ |"
"सिमेंट, पोर्टलँड","ସିମେଣ୍ଟ, ପୋର୍ଟଲ୍ୟାଣ୍ଡ |"
"सिमेंट, पोर्टलँड ब्लास्ट फर्नेस स्लॅग","ସିମେଣ୍ଟ, ପୋର୍ଟଲ୍ୟାଣ୍ଡ ବ୍ଲାଷ୍ଟ ଫର୍ଣ୍ଣେସ୍ ସ୍ଲାଗ୍ |"
"सिमेंट, पोर्टलँड पोझोलन","ସିମେଣ୍ଟ, ପୋର୍ଟଲ୍ୟାଣ୍ଡ ପୋଜଜୋଲାନ୍ |"
"सिमेंट, स्लॅग","ସିମେଣ୍ଟ, ସ୍ଲାଗ୍ |"
"सिमेंट, सल्फेट प्रतिरोधक","ସିମେଣ୍ଟ, ସଲଫେଟ୍ ପ୍ରତିରୋଧକ |"
"सिमेंट, सुपर सल्फेट","ସିମେଣ୍ଟ, ସୁପର ସଲଫେଟ୍ |"
"सिमेंट, पांढरा","ସିମେଣ୍ଟ, ଧଳା |"
सिमेंट-एकूण प्रमाण,ସିମେଣ୍ଟ-ଏଗ୍ରିଗେଟ୍ ଅନୁପାତ |
सिमेंट सामग्री,ସିମେଣ୍ଟ ବିଷୟବସ୍ତୁ |
सिमेंट जेल,ସିମେଣ୍ଟ ଜେଲ୍ |
सिमेंट बंदूक,ସିମେଣ୍ଟ ବନ୍ଧୁକ |
सिमेंटची भट्टी,ସିମେଣ୍ଟ କିଲ୍ |
सिमेंट पेंट,ସିମେଣ୍ଟ ରଙ୍ଗ |
सिमेंट प्लास्टर,ସିମେଣ୍ଟ ପ୍ଲାଷ୍ଟର |
सिमेंट खडक,ସିମେଣ୍ଟ ପଥର |
सिमेंट स्लरी,ସିମେଣ୍ଟ ସ୍ଲୁରି |
सिमेंट स्टोरेज,ସିମେଣ୍ଟ ଷ୍ଟୋରେଜ୍ |
सिमेंटेशन प्रक्रिया,ସିମେଣ୍ଟେସନ୍ ପ୍ରକ୍ରିୟା |
केंद्रीकरण,କେନ୍ଦ୍ରକରଣ |
सेंटरिंग आणि शटरिंग,ସେଣ୍ଟରିଂ ଏବଂ ସଟରିଂ |
केंद्रीय मिश्रित कंक्रीट,କେନ୍ଦ୍ରୀୟ ମିଶ୍ରିତ କଂକ୍ରିଟ୍ |
मध्यवर्ती मिक्सर,କେନ୍ଦ୍ରୀୟ ମିକ୍ସର୍ |
केंद्रापसारक पंखा,ସେଣ୍ଟ୍ରିଫୁଗୁଲ୍ ପ୍ରଶଂସକ |
खडू,ଚକ
चांफर,ଚାମ୍ଫର୍ |
चेंफर पट्टी,ଚାମ୍ଫର୍ ଷ୍ଟ୍ରିପ୍ |
चॅनेल बीम,ଚ୍ୟାନେଲ୍ ବିମ୍ |
वैशिष्ट्यपूर्ण भार,ଚରିତ୍ରଗତ ଭାର |
वैशिष्ट्यपूर्ण ताकद,ବ istic ଶିଷ୍ଟ୍ୟ ଶକ୍ତି |
चार्ज बंद,ଚାର୍ଜ ଅଫ୍ |
चार्ज होत आहे,ଚାର୍ଜିଂ
तपासत आहे,ଯା cking ୍ଚ
रासायनिक बंध,ରାସାୟନିକ ବନ୍ଧ |
चेरनोझेम,ଚେର୍ନୋଜେମ୍ |
चेस्टनट माती,ଛାତି ମାଟି |
चिमणी गटर,ଚିମନି ଗୁଟର |
चिप बोर्ड,ଚିପ୍ ବୋର୍ଡ |
चिपिंग,ଚିପିଙ୍ଗ୍ |
चिप्स,ଚିପ୍ସ |
चुटे,ଚୁଟ୍
वर्ग (काँक्रीटचा),କ୍ଲାସ୍ (କଂକ୍ରିଟ୍ ର)
चिकणमाती,ମାଟି
चिकणमाती सामग्री,ମାଟି ବିଷୟବସ୍ତୁ |
मातीचा तवा,ମାଟି ପ୍ୟାନ |
क्लीनआउट,ପରିଷ୍କାର
साफ करा,ସଫା କର
क्लीट,ସଫା କର |
क्लिंकर,କ୍ଲିଙ୍କର୍ |
क्लिप,କ୍ଲିପ୍
गोठणे,ଜମାଟ ବାନ୍ଧିବା |
खडबडीत एकूण,କଠିନ ଏଗ୍ରିଗେଟ୍ |
खडबडीत दाणेदार माती,କଠିନ ଶସ୍ୟ ମାଟି |
कोट,କୋଟ
कोफर धरण,କଫର୍ ଡ୍ୟାମ୍ |
एकसंधता,ମିଳନ
कोलायड,କୋଲଏଡ୍ |
कोलोइडल आर्द्रता समतुल्य गुणोत्तर,କୋଲଏଡାଲ୍ ଆର୍ଦ୍ରତା ସମାନ ଅନୁପାତ |
कोलाइडल प्रणाली,କୋଲଏଡାଲ୍ ସିଷ୍ଟମ୍ |
कोल्व्हियल माती,ମିଳିତ ମାଟି |
स्तंभ,ସ୍ତମ୍ଭ
कॉम्बेड फिनिश,କମ୍ବିଂ ଶେଷ
एकत्रित पाया,ମିଳିତ ପଦଚିହ୍ନ |
एकत्रित पाणी,ମିଶ୍ରିତ ଜଳ |
सामान्य खोली,ସାଧାରଣ କୋଠରୀ |
पूर्णत्वाचे प्रमाणपत्र,ସଂପୂର୍ଣ୍ଣ ପ୍ରମାଣପତ୍ର
घटक चौरस,ଉପାଦାନ ବର୍ଗ
काँक्रीट,କଂକ୍ରିଟ୍ |
काँक्रिशन,ସଂକଳନ
एकत्रित दर/सपाट दर,ଏକତ୍ରିତ ହାର / ଫ୍ଲାଟ ହାର |
दूषित पदार्थ,ପ୍ରଦୂଷକ
पाककला alcove,ଆଲକୋଭ୍ ରାନ୍ଧିବା |
सामना करणे,ମୁକାବିଲା
कॉर्बेल,କରବେଲ |
कॉर्निस,କର୍ନିସ୍ |
कपलर,ଦମ୍ପତି
"युग्मक, दुहेरी","ଦମ୍ପତି, ଦୁଇଥର |"
"कपलर, पुटलॉग","ଦମ୍ପତି, ପୁଟ୍ଲଗ୍ |"
"युग्मक, कुंडा","ଦମ୍ପତି, ସ୍ୱିଭେଲ୍ |"
अभ्यासक्रम,ପାଠ୍ୟକ୍ରମ
यादृच्छिक भंगार दगडी बांधकाम,ରାଣ୍ଡମ୍ ରାଣ୍ଡଲ୍ ଚୁକ୍ତି |
झाकलेले क्षेत्र,ଆଚ୍ଛାଦିତ କ୍ଷେତ୍ର |
रांगणे,କ୍ରିପ୍
रांगणे गुणांक,କ୍ରିପ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
क्रोटोवाइन,କ୍ରୋଟୋଭାଇନ୍ |
कावळा पाय,କାଉ ପାଦ |
लहानसा तुकडा रचना,ଖଣ୍ଡ ଗଠନ |
अंकुश,ବନ୍ଦ କର |
चालू,ସାମ୍ପ୍ରତିକ
वक्र प्रतिकार,ବକ୍ର ପ୍ରତିରୋଧ
ओलसर पुरावा कोर्स,ଓଦା ପ୍ରୁଫ୍ ପାଠ୍ୟକ୍ରମ |
पूर्ण होण्याची तारीख,ସମାପ୍ତ ତାରିଖ
मृत भार,ମୃତ ଭାର
मृत पाणी,ମୃତ ଜଳ |
डेसिबल,ଡେସିବେଲ୍ |
Deflocculation,ଡିଫ୍ଲୋକ୍କୁଲେସନ୍ |
वायुवीजन किंवा हवेच्या जागेचे प्रमाण,ବାୟୁମଣ୍ଡଳ କିମ୍ବା ବାୟୁ ସ୍ଥାନ ଅନୁପାତର ଡିଗ୍ରୀ |
एकत्रीकरणाची पदवी,ଏକୀକରଣର ଡିଗ୍ରୀ |
फैलाव पदवी,ବିଚ୍ଛେଦର ଡିଗ୍ରୀ |
संपृक्तता पदवी,ପରିପୃଷ୍ଠାର ଡିଗ୍ରୀ |
घनता,ଘନତା
वाळवंट फुटपाथ,ମରୁଭୂମି ରାସ୍ତା
वाळवंटी माती,ମରୁଭୂମି ମାଟି |
तपशील,ବିବରଣୀ
विकास कालावधी,ବିକାଶ ଅବଧି
डी-क्षितिज,ଡି-ରାଶି
कर्ण बंध,ତ୍ରିକୋଣୀୟ ବନ୍ଧନ |
आकृती,ଚିତ୍ର
डिजिटल डॉक,ଡିଜିଟାଲ୍ ଡକ୍ |
विभेदक पाणी दर,ଭିନ୍ନ ଭିନ୍ନ ଜଳ ହାର |
सौम्य वायुवीजन,ଦିଲ୍ୟୁସନ୍ ଭେଣ୍ଟିଲେସନ୍ |
डिलुव्हियम,ଦିଲୁଭିୟମ୍
जेवणाची खोली,ଭୋଜନ ଗୃହ
दिशा पेग,ଦିଗ ପେଗ୍ |
फैलाव,ବିଚ୍ଛେଦ |
डिस्टेंपर,ବିଭ୍ରାନ୍ତକାରୀ |
गोदी,ଡକ୍ |
दार,ଦ୍ୱାର
डोर्मर,ଛାତ୍ରାବାସ
डॉर्मर चेक,ଛାତ୍ରାବାସ ଯାଞ୍ଚ |
दुहेरी फ्लेमिश बाँड,ଡବଲ୍ ଫ୍ଲେମିଶ୍ ବଣ୍ଡ୍ |
दुहेरी थर,ଡବଲ୍ ସ୍ତର |
डोवेल,ଡୋଭେଲ୍ |
रेखाचित्र बोर्ड,ଚିତ୍ରାଙ୍କନ ବୋର୍ଡ |
रेखाचित्र खोली,ଚିତ୍ରାଙ୍କନ କକ୍ଷ |
वाहून नेणे,ଡ୍ରାଇଫ୍
कोरडे बल्ब तापमान,ଶୁଖିଲା ବଲ୍ବ ତାପମାତ୍ରା |
कोरडी गोदी,ଶୁଖିଲା ଡକ୍ |
कोरडे रबर दगडी बांधकाम,ଶୁଖିଲା ରବର ନିର୍ମାଣ
डच बाँड,ଡଚ୍ ବନ୍ଧନ |
बटू भिंत,ବାଣ୍ଡ କାନ୍ଥ |
निवास एकक,ବାସସ୍ଥାନ ଏକକ
इव्ह,ଇଭ୍
Eaves गटर,ଗୁପ୍ତାଙ୍ଗ
आर्थिक व्यवहार्यता,ଆର୍ଥିକ ସମ୍ଭାବ୍ୟତା |
एक्टोडायनामॉर्फिक माती,ଏକ୍ଟୋଡାଇନାମୋରଫିକ୍ ମାଟି |
एडी,ଏଡି
प्रभावी आकार,ପ୍ରଭାବଶାଳୀ ଆକାର |
फुलणे,ଇଫ୍ଲୋରସେନ୍ସ |
सांडपाणी,ପ୍ରଭାବଶାଳୀ |
उत्थान,ଉଚ୍ଚତା
एलिव्हिएशन,ବହିଷ୍କାର
एल्युव्हियम,ଇଲୁଭିୟମ୍ |
एंडोडायनामॉर्फिक माती,ଏଣ୍ଡୋଡାଇନାମୋରଫିକ୍ ମାଟି |
अभियांत्रिकी व्यवहार्यता,ଇଞ୍ଜିନିୟରିଂ ସମ୍ଭାବ୍ୟତା |
इंग्रजी बंधन,ଇଂରାଜୀ ବନ୍ଧନ |
इंग्रजी बाग भिंत बंधन,ଇଂରାଜୀ ବଗିଚା କାନ୍ଥ ବନ୍ଧ |
"EPM (समतुल्य प्रति दशलक्ष),&quot;","ଇପିଏମ୍ (ପ୍ରତି ମିଲିୟନ୍ ସହିତ ସମାନ), &quot;"
समतुल्य वजन,ସମାନ ଓଜନ
अर्ग,Erg
अदलाबदल करण्यायोग्य,ଅଦଳବଦଳଯୋଗ୍ୟ |
एक्सचेंज करण्यायोग्य आम्लता,ଅଦଳବଦଳ ଅମ୍ଳତା |
एक्सचेंजेबल सोडियम टक्केवारी (ESP),ଅଦଳବଦଳ ସୋଡିୟମ୍ ପ୍ରତିଶତ (ESP)
ई.एस.पी.,E. S P.
एक्सचेंज आंबटपणा,ଅମ୍ଳତା ବିନିମୟ କରନ୍ତୁ |
एक्सचेंज कॉम्प्लेक्स,ଏକ୍ସଚେଞ୍ଜ୍ କମ୍ପ୍ଲେକ୍ସ |
एक्झॉस्ट,ନିଷ୍କାସନ
उघड समाप्त,ପ୍ରକାଶିତ ସମାପ୍ତ
डोळा,ଆଖି
डोळा कपाळ,ଆଖି ବ୍ରୋ
तोंड देत,ସାମ୍ନା କରିବା |
बाँडचा सामना करत आहे,ବନ୍ଧନର ସମ୍ମୁଖୀନ |
सुरक्षिततेचा घटक,ନିରାପତ୍ତା କାରକ
पडणे,ପତନ
फेसिया,ଫେସିଆ |
फेशिया बोर्ड,ଫେସିଆ ବୋର୍ଡ |
दोष,ତ୍ରୁଟି
फील्ड ओलावा,କ୍ଷେତ୍ର ଆର୍ଦ୍ରତା |
अंतिम ओलावा समतुल्य,ଅନ୍ତିମ ଆର୍ଦ୍ରତା ସମାନ |
फिलेट (मोर्टारचा),ଫିଲେଟ୍ (ମୋର୍ଟାର)
अंतिम,ଅନ୍ତିମ
अंतिम मोजमाप,ଅନ୍ତିମ ମାପ |
अंतिम पेमेंटq,ଅନ୍ତିମ ଦେୟ
अंतिम पूर्व ताण,ଅନ୍ତିମ ପୂର୍ବ ଚାପ |
अंतिम ताण,ଅନ୍ତିମ ଟେନସନ |
आर्थिक व्यवहार्यता,ଆର୍ଥିକ ସମ୍ଭାବନା |
उत्तम एकूण,ଭଲ ଏଗ୍ରିଗେଟ୍ |
फुटलेला खडक,ଖଣ୍ଡ ଖଣ୍ଡ |
ध्वजाचा दगड,ପତାକା ପଥର |
फ्लेमिश बाँड,ଫ୍ଲେମିସ୍ ବନ୍ଧନ |
चमकत आहे,ଫ୍ଲାସ୍
चमकणारा प्रवाह,ଚମତ୍କାର ଷ୍ଟ୍ରିମ୍ |
सपाट छप्पर,ଫ୍ଲାଟ ଛାତ |
फ्लेचे,ଫ୍ଲେଚେ
फ्लेमिश गार्डन भिंत बंधन,ଫ୍ଲେମିସ୍ ବଗିଚା କାନ୍ଥ ବନ୍ଧ |
चकमक,ଫ୍ଲିଣ୍ଟ |
चकमक भिंत,ଫ୍ଲିଣ୍ଟ କାନ୍ଥ |
फ्लोटिंग मजला,ଭାସମାନ ଚଟାଣ |
फ्लोक्युलेशन,ଫ୍ଲୋକ୍ୟୁଲେସନ୍ |
फ्लोक्युलेशन मर्यादा,ଫ୍ଲୋକ୍ୟୁଲେସନ୍ ସୀମା |
फ्लोक्युलेशन गुणोत्तर,ଫ୍ଲୋକ୍ୟୁଲେସନ୍ ଅନୁପାତ |
फ्लोक्युल्स,ଫ୍ଲୋକ୍ୟୁଲ୍ସ |
मजला,ଚଟାଣ
मजला सील,ଚଟାଣ ସିଲ୍ |
प्रवाह,ପ୍ରବାହ
चढ - उतार,ଅସ୍ଥିରତା |
फूटिंग,ଫୁଟିଂ
पाया,ଫାଉଣ୍ଡେସନ୍
फ्री फॉल बॅरो टॉपिंग मिक्सर,ମାଗଣା ପତନ ବାରୋ ଟପିଙ୍ଗ୍ ମିକ୍ସର୍ |
फ्री फॉल मिक्सर (ड्रम प्रकार),ମାଗଣା ପତନ ମିକ୍ସର୍ (ଡ୍ରମ୍ ପ୍ରକାର)
मुक्त दगड,ମାଗଣା ପଥର |
फ्रेशेट,ଫ୍ରେଶେଟ୍ |
