Malayalam,Bengali
ഘടിപ്പിച്ച സമവാക്യം,সংযুক্ত সমীকরণ
ഏകീകൃത മാട്രിക്സ്,সমগোত্রীয় ম্যাট্রিক্স
മാട്രിക്സ് കോവേരിയൻസ്,ম্যাট্রিক্স সমন্বয়
ഏകീകൃത മാട്രിക്സ്,সমগোত্রীয় ম্যাট্রিক্স
സ്വീകാര്യമായ തീരുമാന പ്രവർത്തനം,গ্রহণযোগ্য সিদ্ধান্ত ফাংশন
സ്വീകാര്യമായ സിദ്ധാന്തം,গ্রহণযোগ্য অনুমান
എയറോഡൈനാമിക് ശക്തി,এরোডাইনামিক বল
എയറോഡൈനാമിക്സ്,বায়ুগতিবিদ্যা
ഏകതാനമായ ജ്യാമിതി,সমজাতীয় জ্যামিতি
ഏകതാനമായ മാപ്പിംഗ്,সমজাতীয় ম্যাপিং
ഏകതാനമായ പരിവർത്തനം,একজাতীয় রূপান্তর
മൊത്തം വേരിയബിൾ,সামগ্রিক পরিবর্তনশীল
"ബീജഗണിതം, ബീജഗണിതം, ബീജഗണിതം, ബീജഗണിതം","বীজগণিত, বীজগণিত, বীজগণিত, বীজগণিত"
"സീഡി അടഞ്ഞ, വിത്ത്","seedy বন্ধ, বীজাণু"
ബീജഗണിത സമവാക്യം,বীজগণিত সমীকরণ
ബീജഗണിത പദപ്രയോഗം,বীজগাণিতিক এক্সপ্রেশন
ബീജഗണിത ഏകത,বীজগণিতের একজাতীয়তা
ബീജഗണിത പ്രവർത്തനം,বীজগণিতের ফাংশন
ബീജഗണിത ജ്യാമിതി,বীজগণিত জ্যামিতি
ബീജഗണിത ബഹുത്വം,বীজগণিত বহুত্ব
ബീജഗണിത വ്യവസ്ഥ,বীজগণিত ব্যবস্থা
എല്ലാ-പൂർണ്ണസംഖ്യാ പ്രശ്നം,সমস্ত পূর্ণসংখ্যা সমস্যা
"അസൈൻമെന്റ് പ്രശ്നം വാട്ട് ചോദ്യം,",অ্যাসাইনমেন্ট সমস্যা ওয়াট প্রশ্ন
അക്ഷരമാലാ ക്രമം,বর্ণানুক্রমিক স্বরলিপি
അക്ഷരമാലാക്രമം,বর্ণানুক্রমিক অক্ষর
ഇതര കോണുകൾ,বিকল্প কোণ
"ഇതര ഏകതാനമായ ഇതര രൂപം,",বিকল্প সমজাতীয় বিকল্প ফর্ম
ഇതര ഗ്രൂപ്പ്,বিকল্প গোষ্ঠী
ഇതര മാട്രിക്സ്,বিকল্প ম্যাট্রিক্স
ഇതര പരമ്പര,বিকল্প সিরিজ
ഇതര സിദ്ധാന്തം,বিকল্প অনুমান
ബദൽ ഒപ്റ്റിമം,বিকল্প সর্বোত্তম
ഇതര ഫലം,বিকল্প ফলাফল
അനലോഗ് അക്ക കൺവെർട്ടർ,এনালগ-ডিজিট কনভার্টার
"അനലോഗ് കമ്പ്യൂട്ടർ,",এনালগ কম্পিউটার
വിശകലനം,বিশ্লেষণ
സഹവർത്തിത്വ വിശകലനം,সহভক্তি বিশ্লেষণ
എണ്ണൽ-വിവര വിശകലനം,গণনা-ডেটা বিশ্লেষণ
വ്യതിയാന വിശകലനം,বৈচিত্র্য বিশ্লেষণ
അനലിറ്റിക്കൽ ജ്യാമിതി,বিশ্লেষণাত্মক জ্যামিতি
വിശകലന പ്രവർത്തനം,বিশ্লেষণাত্মক ফাংশন
കോൺ,কোণ
ടാൻജന്റ് കോൺ,স্পর্শক কোণ
വ്യതിചലന കോൺ,বিচ্যুতি কোণ
വിഷാദം ആംഗിൾ,বিষণ্নতা কোণ
വ്യതിയാനം കോൺ,বিচ্যুতি কোণ
ഡിഫ്രാക്ഷൻ ആംഗിൾ,বিবর্তন কোণ
എലവേഷൻ കോൺ,উচ্চতা কোণ
സംഭവത്തിന്റെ കോൺ,ঘটনার কোণ
പ്രൊജക്ഷൻ കോൺ,অভিক্ষেপ কোণ
പ്രതിഫലനത്തിന്റെ കോൺ,প্রতিফলন কোণ
അപവർത്തന കോൺ,প্রতিসরণ কোণ
റൊട്ടേഷൻ കോൺ,ঘূর্ণন কোণ
പ്രതിഫലനത്തിന്റെ സമ്പൂർണ്ണ കോൺ,প্রতিফলনের পরম কোণ
കോണീയ ത്വരണം,কৌণিক ত্বরণ
കോണീയ പ്രവേഗം,কৌণিক বেগ
കോണീയ വേഗത,কৌণিক গতি
കോണീയ പ്രവേഗം,কৌণিক বেগ
മോതിര വിരൽ,অনামিকা আঙুল
ഉത്തരം,উত্তর
കൌണ്ടർ ഡെറിവേറ്റീവ്,কাউন্টার ডেরিভেটিভ
ഐസോമെട്രിക് ഫംഗ്ഷൻ,আইসোমেট্রিক ফাংশন
"കവർ ചെയ്യാവുന്ന, ബാധകമായ, ബാധകമായ","আচ্ছাদনযোগ্য, প্রযোজ্য, প্রযোজ্য"
"അപേക്ഷ അപേക്ഷ,",আবেদনের আবেদন
പ്രയോഗിച്ച ഡൈനാമിക് പ്രോഗ്രാമിംഗ്,প্রয়োগকৃত গতিশীল প্রোগ্রামিং
പ്രയോഗിച്ച ജ്യാമിതി,প্রয়োগ করা জ্যামিতি
പ്രയോഗിച്ച ഗണിതശാസ്ത്രം,ফলিত গণিত
പ്രയോഗിച്ച സ്ഥിതിവിവരക്കണക്കുകൾ,ফলিত পরিসংখ্যান
"ഏകദേശം, ഏകദേശം","প্রায়, প্রায়"
ഏകദേശം തുടർച്ചയായ പ്രവർത്തനം,প্রায় একটানা ফাংশন
"മാക്രോ രീതി, ഏകദേശ രീതി","ম্যাক্রো পদ্ধতি, আনুমানিক পদ্ধতি"
ഏകദേശ പരിഹാരം,আনুমানিক সমাধান
ഏകദേശ പ്രശ്നം,আনুমানিক সমস্যা
ഏകദേശ സ്വത്ത്,আনুমানিক সম্পত্তি
അഭിരുചി പരീക്ഷ,বুদ্ধিমত্তার পরীক্ষা
ആർഗോൺ ഡയഗ്രം,আর্গন ডায়াগ্রাম
സ്വമേധയാ,স্বেচ্ছায়
"ക്രമരഹിതമായ, ക്രമരഹിതമായ","এলোমেলো, এলোমেলো"
ഏകപക്ഷീയമായ സ്ഥിരാങ്കം,নির্বিচারে ধ্রুবক
സ്വതന്ത്ര ഘടകം,বিনামূল্যে উপাদান
ഏകപക്ഷീയമായ പോയിന്റ്,নির্বিচারে পয়েন্ট
ആർക്കിമിഡീസിന്റെ നിയമം,আর্কিমিডের আইন
ആർക്കിമിഡീസിന്റെ നിയമം,আর্কিমিডিসের আইন
"കമാനം നീളം, കമാനം നീളം","চাপ-দৈর্ঘ্য, চাপ-দৈর্ঘ্য"
സർക്കിൾ ആർക്ക്,বৃত্ত চাপ
വിപരീത സൈൻ വിതരണം,ইনভার্স সাইন ডিস্ট্রিবিউশন
വിപരീത സൈൻ പരിവർത്തനം,বিপরীত সাইন রূপান্তর
"പ്രദേശം, പ്രദേശം","এলাকা, এলাকা"
പ്രാദേശിക കോൺഫിഗറേഷൻ,আঞ্চলিক কনফিগারেশন
ഒരു സങ്കീർണ്ണ സംഖ്യയുടെ കോൺ,একটি জটিল সংখ্যার কোণ
ഗണിത അർത്ഥം,গাণিতিক গড়
ഡിജിറ്റൽ പ്രവർത്തനം,ডিজিটাল অপারেশন
ഡിജിറ്റൽ യൂണിറ്റ്,ডিজিটাল ইউনিট
"കോൺഫിഗറേഷൻ, ക്രമീകരണം","কনফিগারেশন, বিন্যাস"
"അറേ, അറേ","অ্যারে, অ্যারে"
കൃത്രിമ ഉപഗ്രഹം,কৃত্রিম উপগ্রহ
കൃത്രിമ വേരിയബിൾ,কৃত্রিম পরিবর্তনশীল
കയറാൻ,আরোহন করা
ആരോഹണം,আরোহী
മാഗ്നിറ്റ്യൂഡിന്റെ ആരോഹണ ക്രമം,মাত্রার আরোহী ক্রম
ആരോഹണ ഗ്രേഡ്,আরোহী গ্রেড
അസംബ്ലർ ഭാഷ,সংযোজনকারী ভাষা
"അസൈൻമെന്റ് പ്രശ്നം അസൈൻമെന്റ് ചോദ്യം,",অ্যাসাইনমেন্ট সমস্যা অ্যাসাইনমেন্ট প্রশ্ন
സഹകാരി നിയമം,সহযোগী নিয়ম
ഓപ്പറേറ്റർമാരുടെ അനുബന്ധ നിയമം,অপারেটরদের সহযোগী নিয়ম
അനുബന്ധ പ്രവർത്തനം,সহযোগী অপারেশন
കൂട്ടുകെട്ട്,সাহচর্য
അർത്ഥമാക്കുന്നത്,ধরে নেওয়া গড়
പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ അനുമാനിച്ചു,অনুমান সম্ভাব্যতা বন্টন
"സങ്കല്പിച്ചു, സമ്മതിച്ചു,","কল্পনা করা, স্বীকার করা"
ജ്യോതിഷം,জ্যোতিষশাস্ত্র
"ബഹിരാകാശ എഞ്ചിനീയർ ബഹിരാകാശ എഞ്ചിനീയർ,",মহাকাশচারী প্রকৌশলী মহাকাশ প্রকৌশলী
ജ്യോതിശാസ്ത്രജ്ഞൻ*,জ্যোতির্বিদ*
ജ്യോതിശാസ്ത്ര ഘടികാരം,জ্যোতির্বিদ্যা ঘড়ি
ജ്യോതിശാസ്ത്രം,জ্যোতির্বিদ্যা
അസമമായ വക്രം,অপ্রতিসম বক্ররেখা
അസമമിതി,অসমতা
അസിംപ്റ്റോട്ടിക്,অ্যাসিম্পোটিক
വഷളാക്കുന്നു,উত্তেজক
പുരോഗമന എസ്റ്റിമേറ്റർ,প্রগতিশীল অনুমানকারী
റിട്രോഗ്രേഡ് ബയസ്ഡ് എസ്റ്റിമേറ്റർ,বিপরীতমুখী পক্ষপাতমূলক অনুমানকারী
പിന്തിരിപ്പൻ പെരുമാറ്റം,বিপরীতমুখী আচরণ
ആക്രമണാത്മക വിതരണ പ്രവർത്തനം,আক্রমনাত্মক বিতরণ ফাংশন
മുകളിലേക്ക് വ്യാപിച്ചു,ঊর্ধ্বগামী বিস্তার
അന്തരീക്ഷമർദ്ദം,বায়ুমণ্ডলীয় চাপ
"ക്രമരഹിതമായി,",এলোমেলোভাবে
സ്വത്ത്*,সম্পত্তি*
ആട്രിബ്യൂട്ട്-സാമ്പിൾ-മെക്കാനിസം,অ্যাট্রিবিউট-স্যাম্পলিং-মেকানিজম
വർദ്ധിപ്പിച്ച മാട്രിക്സ്,অগমেন্টেড ম্যাট্রিক্স
ഓട്ടോകോറിലേഷൻ കോഫിഫിഷ്യന്റ്,স্বয়ংক্রিয় সম্পর্ক সহগ
ഓട്ടോകോറിലേഷൻ ഫംഗ്ഷൻ,স্বয়ংক্রিয় সম্পর্ক ফাংশন
സഹവർത്തിത്വം,সহবাস
ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടർ,স্বয়ংক্রিয় কম্পিউটার
സ്വയം റിഗ്രഷൻ,অটোরিগ্রেশন
സഹായ സമവാക്യം,সহায়ক সমীকরণ
ശരാശരി സാമ്പിൾ നമ്പർ വക്രം (MPC കർവ്),গড় নমুনা সংখ্যা বক্ররেখা (MPC বক্ররেখা)
"സിദ്ധാന്തം, സിദ്ധാന്തം","axiom, axiom"
axiom സമീപനം,স্বতঃসিদ্ধ পদ্ধতি
സംഭാവ്യത സിദ്ധാന്തം,সম্ভাব্যতা স্বতঃসিদ্ধ
അച്ചുതണ്ട്,অক্ষ
ഭുജാക്ഷ,ভুজক্ষ
ഭൂമിയുടെ അച്ചുതണ്ട്,পৃথিবী অক্ষ
ഭ്രമണ അക്ഷം,ঘূর্ণন অক্ষ
ഭ്രമണ അക്ഷം,ঘূর্ণন অক্ষ
സ്പിൻ അക്ഷം,স্পিন অক্ষ
പോസ്റ്റ് മാറ്റിസ്ഥാപിക്കൽ,পোস্ট প্রতিস্থাপন
പിന്നീട്,পরে
തിരികെ ചേർക്കൽ സൂത്രവാക്യം,ফিরে সন্নিবেশ সূত্র
"ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്","ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য"
സമതുലിതമായ ഡിസൈൻ,সুষম নকশা
ബാലൻസ് ഷീറ്റ്,ব্যালেন্স শীট
മിസൈൽ,মিসাইল
"ബാലിസ്റ്റിക്സ്, ആയുധം","ব্যালিস্টিক, অস্ত্র"
"നിര, വടി, കോബ്, ബാർ, ബാർ, ബാർ, ബാർ, ബാർ, ബാർ, ലൈൻ, ലൈൻ, ടെസ്റ്റ് ലൈൻ, എഡ്ജ്","কলাম, রড, কোব, বার, বার, বার, বার, বার, বার, লাইন, লাইন, টেস্ট লাইন, প্রান্ত"
"അടിസ്ഥാനം, അടിസ്ഥാനം, അടിസ്ഥാനം, അടിസ്ഥാനം, അടിസ്ഥാനം","ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি"
അടിസ്ഥാന കോൺ,ভিত্তি কোণ
"ലോഗരിതം അടിസ്ഥാനം, ലോഗരിതം അടിസ്ഥാനം","লগারিদমের ভিত্তি, লগারিদমের ভিত্তি"
"അടിസ്ഥാന, അടിസ്ഥാന,","মৌলিক, মৌলিক"
അടിസ്ഥാന യോജിച്ച പരിഹാരം,ভিত্তি সুসংগত সমাধান
അടിസ്ഥാന പരിഹാരം,ভিত্তি সমাধান
അടിസ്ഥാന വേരിയബിൾ,ভিত্তি পরিবর্তনশীল
അടിസ്ഥാനം,ভিত্তি
അടിസ്ഥാന ഘടകം,ভিত্তি উপাদান
അടിസ്ഥാന മാട്രിക്സ്,বেস ম্যাট্রিক্স
വെക്റ്റർ സ്ഥലത്തിന്റെ അടിസ്ഥാനം,ভেক্টর স্থানের ভিত্তি
ഉപജനസംഖ്യാ അടിസ്ഥാനം,উপ-জনসংখ্যা ভিত্তিতে
സത്യസന്ധമല്ലാത്ത,নীতিহীন
ബെസ്-റൂൾ,বেজ-রুল
bez-theorem,bez-তত্ত্ব
ബെർണൂലി-വിതരണം,bernoulli-বন্টন
ബെർണൂലി നമ്പറുകൾ,বার্নোলি সংখ্যা
ബെർണൂലി പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ,Bernoulli সম্ভাব্যতা ফাংশন
ബെർണൂലി-സമവാക്യം,বার্নোলি-সমীকরণ
ബെറി ഫംഗ്ഷൻ,বেরি ফাংশন
മികച്ച അഡീഷൻ,সেরা আনুগত্য
മികച്ച അഡീഷൻ ലൈൻ,সেরা আনুগত্য লাইন
മികച്ച പരിഹാരം,সেরা সমাধান
മികച്ച നുറുങ്ങുകൾ,সেরা টিপস
ബീറ്റ വിതരണം,বিটা বিতরণ
"പക്ഷപാതം, പക്ഷപാതം","পক্ষপাত, পক্ষপাত"
പക്ഷപാതപരമായ വിലയിരുത്തൽ,পক্ষপাতমূলক মূল্যায়ন
ദ്വിപദ സമവാക്യം,দ্বিপদ সমীকরণ
ഒറ്റ കവർ,একক আবরণ
ഒറ്റ കവർ മാപ്പ്,একক কভার মানচিত্র
ഒറ്റ കവർ മാപ്പിംഗ്,একক কভার ম্যাপিং
ക്വാഡ്രാറ്റിക് ക്വാഡ്രാറ്റിക്,দ্বিঘাত দ্বিঘাত
ബിലീനിയർ ഫംഗ്ഷൻ,বাইলিনিয়ার ফাংশন
ബൈലീനിയർ ഹെർമിഷ്യൻ ഹോമോജെനിറ്റി,বাইলিনিয়ার হারমিটিয়ান একজাতীয়তা
"ദ്വി-വേരിയബിൾ, ബൈനറി, ഡ്യുവൽ","দ্বি-পরিবর্তনশীল, বাইনারি, দ্বৈত"
"ബൈനറി കോഡ്, ബൈനറി കോഡ്","বাইনারি কোড, বাইনারি কোড"
"ബൈനറി കോഡ് ചെയ്ത ദശാംശം, ബൈനറി കോഡഡ് ദശാംശം","বাইনারি কোডেড দশমিক, বাইনারি কোডেড দশমিক"
ബൈനറി എൻകോഡിംഗ്,বাইনারি এনকোডিং
ബൈനറി കമ്പ്യൂട്ടർ,বাইনারি কম্পিউটার
ബൈനറി അക്കങ്ങൾ,বাইনারি সংখ্যা
ബൈനറി പ്രവർത്തനം,বাইনারি অপারেশন
ബൈനറി രീതി,বাইনারি পদ্ধতি
ബൈനറി വേരിയബിൾ,বাইনারি পরিবর্তনশীল
ദ്വിപദ ഗുണകം,দ্বিপদ সহগ
ദ്വിപദ വിതരണം,দ্বিপদ ডিস্ট্রিবিউশন
ദ്വിപദ സമവാക്യം,দ্বিপদ সমীকরণ
ദ്വിപദ വ്യത്യാസം,দ্বিপদ প্রকরণ
ദ്വിപദ പദപ്രയോഗം,দ্বিপদ অভিব্যক্তি
ബൈനോമിയൽ റാൻഡം വേരിയബിൾ,দ্বিপদী র্যান্ডম পরিবর্তনশীল
ദ്വിപദ സിദ്ധാന്തം,দ্বিপদ উপপাদ্য
"പകുതി, വിഭജനം","অর্ধেক, বিভাজন"
"വിഭജന രീതി, സെമിഡിവിഷൻ രീതി","দ্বিখণ্ডিত পদ্ধতি, অর্ধবিভাগ পদ্ধতি"
പകുതി ദ്വിമുഖം,অর্ধেক দ্বিখণ্ডক
"ദ്വിപദം, ദ്വിമുഖം",দ্বিপদ
"ഡ്വയങ്ക് (ബൈനറി സംഖ്യ), ആനി, ബർമീസ്, തുക്","Dwayank (বাইনারী সংখ্যা), আনি, বার্মিজ, টুক"
ദ്വിപദ ദ്വിപദ വിതരണം ദ്വിപദം,দ্বিপদ দ্বিপদী বন্টন দ্বিপদ
ദ്വിവസ്ത്ര പരസ്പര ബന്ധ ഗുണകം,দ্বিভারী পারস্পরিক সম্পর্ক সহগ
ദ്വിവിധ വിതരണം,দ্বিমুখী বন্টন
bivariate സാധാരണ-വിതരണം,bivariate স্বাভাবিক-বন্টন
ബിവെക്ടർ,bivector
ബോൾട്ട്മാൻ സമവാക്യം,বোল্টম্যান সমীকরণ
ബൂളിയൻ ബീജഗണിതം*,বুলিয়ান বীজগণিত*
ബോസ്-ഐൻസ്റ്റീൻ സ്ഥിതിവിവരക്കണക്കുകൾ,বোস-আইনস্টাইন পরিসংখ্যান
പരിമിതി നിയന്ത്രണങ്ങൾ,সীমাবদ্ধতা সীমাবদ্ধতা
അതിർത്തി നില,সীমানা স্তর
അതിർത്തി രേഖ,সীমান
പരിധി മൂല്യം,সীমা মান
അതിർത്തി മൂല്യ പ്രശ്നം,সীমানা মান সমস্যা
"പരിമിതമായ പ്രവർത്തനം പരിമിതമായ ഫലം,",আবদ্ধ ফাংশন আবদ্ধ ফল
"ബൗണ്ടഡ് മാട്രിക്സ്, ബൗണ്ടഡ് മാട്രിക്സ്, ബൗണ്ടഡ് ടേബിൾ,","আবদ্ধ ম্যাট্রিক্স, আবদ্ধ ম্যাট্রিক্স, আবদ্ধ টেবিল"
"അതിർത്തി പ്രദേശം അതിർത്തി പ്രദേശം,",সীমাবদ্ধ অঞ্চল সীমাবদ্ধ অঞ্চল
"ബൗണ്ടഡ് സെറ്റ് ബൗണ്ടഡ് സെറ്റ്,",আবদ্ধ সেট আবদ্ধ সেট
ബ്രൗണി ചലനം,ব্রাউনি গতি
കണക്കാക്കാൻ,হিসাব করতে
കണക്കുകൂട്ടല്,গণনা
"കാൽക്കുലേറ്റർ, കാൽക്കുലേറ്റർ","ক্যালকুলেটর, ক্যালকুলেটর"
കണക്കുകൂട്ടല്*,হিসাব*
കമ്പ്യൂട്ടേഷണൽ പ്രവർത്തന രീതി,গণনামূলক কর্ম পদ্ধতি
"കാൽക്കുലേറ്റർ, കാൽക്കുലേറ്റർ","ক্যালকুলেটর, ক্যালকুলেটর"
"കാൽക്കുലസ്, കാൽക്കുലസ്","ক্যালকুলাস, ক্যালকুলাস"
വേരിയൻസ് കാൽക്കുലസ്,প্রকরণ ক্যালকুলাস
കലോറികൾ,ক্যালোরি
ഭരണം റദ്ദാക്കുക,বিধি বাতিল করা
കാനോനിക്കൽ സമവാക്യം,ক্যানোনিকাল সমীকরণ
കാനോനിക്കൽ രൂപം,ক্যানোনিকাল ফর্ম
"കാനോനിക്കൽ മാട്രിക്സ്, കെ കാനോനിക്കൽ മാട്രിക്സ്","ক্যানোনিকাল ম্যাট্রিক্স, কে ক্যানোনিকাল ম্যাট্রিক্স"
കാന്റർ സെറ്റ്,ক্যান্টর সেট
കാന്റർ ത്രികോണ സെറ്റ്,ক্যান্টর ত্রিভুজাকার সেট
പരിമിതമായ ഗതാഗത പ്രശ്നം,সীমাবদ্ধ পরিবহন সমস্যা
കഴിവ്,ক্ষমতা
കാപ്പിലറി ബലം,কৈশিক বল
"എണ്ണം നമ്പർ, കാർഡിനൽ നമ്പർ","গণনা সংখ্যা, কার্ডিনাল সংখ্যা"
കാർട്ടിസിയൻ അക്ഷം,কার্টেসিয়ান অক্ষ
കാർട്ടീഷ്യൻ കോർഡിനേറ്റുകൾ,কার্টেসিয়ান স্থানাঙ্ক
കാർട്ടീഷ്യൻ ഉൽപ്പന്നം,কার্টিজিয়ান পণ্য
സെറ്റുകളുടെ കാർട്ടീഷ്യൻ ഗുണനം,সেটের কার্টেসিয়ান গুন
"കേസ് പഠനം, കേസ് പഠനം","কেস স্টাডি, কেস স্টাডি"
ആപത്കരമായ പ്രസംഗം,বিপর্যয়মূলক বক্তৃতা
കാറ്ററി,ক্যাটিনারি
കോച്ചി വിതരണം,কচি বন্টন
കൗശിയുടെ സൂത്രം,কৌশির সূত্র
കൗശി-ഗുർസാ സിദ്ധാന്തം,কচি-গুর্সা-তত্ত্ব
കൗശി-റീമാൻ-ബാൻ,কৌশি-রিম্যান-বান
Cauchy ക്രമം,কচি সিকোয়েন্স
കൗശി അവിഭാജ്യ,কৌশি অবিচ্ছেদ্য
കൗശി പ്രധാന മൂല്യം,কৌশি প্রধান-মূল্য
കൗച്ചി ശേഷിക്കുന്ന സിദ്ധാന്തം,কচি অবশিষ্ট উপপাদ্য
കാൾ-ഹാമിൽട്ടൺ-സിദ്ധാന്തം,ক্যালে-হ্যামিল্টন-উপাত্ত
ആകാശ ശരീരം,স্বর্গীয় শরীরের
ജ്യോതിശാസ്ത്രപരമായ അളവ്,জ্যোতির্বিদ্যা পরিমাপ
ആകാശ മെക്കാനിക്സ്,স্বর্গীয় বলবিদ্যা
ആകാശ ശരീരം,স্বর্গীয় শরীরের
സെൽ ആവൃത്തി,সেল ফ্রিকোয়েন্সি
"സെൻസസ്, സെൻസസ്","আদমশুমারি, আদমশুমারি"
ശതമാനം,শতাংশ
സെന്റീമീറ്റർ,সেন্টিমিটার
സെന്റീമീറ്റർ-ഗ്രാം-രണ്ടാം രീതി,সেন্টিমিটার-গ্রাম-সেকেন্ড পদ্ধতি
"കേന്ദ്ര, കേന്ദ്രീകൃത","কেন্দ্রীয়, কেন্দ্রীভূত"
കേന്ദ്ര അക്ഷം,কেন্দ্রীয় অক্ষ
കേന്ദ്ര വിടവ്,কেন্দ্রীয় ফাঁক
കേന്ദ്ര വ്യത്യാസ ഫോർമുല,কেন্দ্রীয় পার্থক্য সূত্র
കേന്ദ്ര ഡിഫറൻഷ്യൽ പട്ടിക,কেন্দ্রীয় ডিফারেনশিয়াল টেবিল
കേന്ദ്ര പരിധി സിദ്ധാന്തം,কেন্দ্রীয় সীমা উপপাদ্য
കേന്ദ്ര നിമിഷം,কেন্দ্রীয় মুহূর্ত
കേന്ദ്ര റിസോഴ്സ് യൂണിറ്റ്,কেন্দ্রীয় সম্পদ ইউনিট
കേന്ദ്ര സഹജാവബോധം,কেন্দ্রীয় প্রবৃত্তি
കേന്ദ്രം*,কেন্দ্র*
ഗുരുത്വാകർഷണ കേന്ദ്രം,অভিকর্ষের কেন্দ্র
ഗ്രൂപ്പ് കേന്ദ്രം,গ্রুপ কেন্দ্র
ബഹുജന കേന്ദ്രം,ভর কেন্দ্র
സമമിതിയുടെ കേന്ദ്രം,প্রতিসাম্য কেন্দ্র
അപകേന്ദ്ര ബലം,অপকেন্দ্র বল
അപകേന്ദ്രബലം,কেন্দ্রমুখী বল
"സെൻട്രിപെറ്റൽ മെറിഡിയൻ,",কেন্দ্রমুখী মেরিডিয়ান
ഉറപ്പ്,নিশ্চিততা
