Tamil,Gujarati
அக்ரோபாக்டீரியம் மத்தியஸ்தம்,મધ્યસ્થી
அக்ரோபாக்டீரியம் டூம்ஃபேசியன்ஸ்,એગ્રોબેક્ટેરિયમ ટ્યુમેફેસિઅન્સ
வேளாண் வேதியியல்,કૃષિ -તકનીકી
வேளாண் வேதியியல்,કૃષિ -તકનીકી
வேளாண் மண்டலம்,કૃષિ -ક્ષેત્ર
வேளாண் பண்பு,કૃષિવિજ્ trાન
வேளாண்,કૃષિવિજ્yાન
எய்ட்ஸ்,સહાય
காற்று சிறுநீர்ப்பை,હવાઈ ​​મૂત્રાશય
ஏர் கண்டிஷனர்,હવાઈ ​​કન્ડિશનર
விமானப் பாதை,હવાઈ ​​માર્ગ
காற்று மாசுபாடு,હવા પ્રદૂષણ
ஏர் சாக்,હવાઈ ​​કોથળી
காற்று வெற்றிடம்,હવાઈપૂટી
காற்று சுவாசம்,હવાઈ ​​શ્વાસ
அலைன்,અણીદાર
அலரி தசை,અણીદાર સ્નાયુ
அலாஸ்கன் பிரவுன் கரடி,અલાસ્કા બ્રાઉન રીંછ
இயற்கை நிறத்தை இழந்தவர்,કોયડો
அல்புகோ,કાંચક
ஆல்புமின்,આલ્બ્યુબિન
ஆல்புமினஸ் விதை,શામક બીજ
அல்புமினூரியா,આલ્બમિન્યુરિયા
ஆல்பர்னம்,આવરણ
அல்செடே,અણી
ஆல்டிஹீட்,શણગાર
ஆல்டோஸ்டிரோன் அமைப்பு,મિથોસ્ટેરોન
ஆல்டோஸ்டிரோன்,અલડોસ્ટેરા
அலியுரோன் அடுக்கு,Alલ્યુરોન સ્તર
அலூரோபிளாஸ்ட்,એક જાતનો અવાજ
அல்பால்ஃபா,એક જાતની કળા
பாசி பூக்கும்,એલ્ગલ મોર
ஆல்ஜின்,જાસૂસ
ஏலியன் டி.என்.ஏ.,પરાયું ડીએનએ
அன்னிய இனங்கள்,પરિયન જાતિઓ
சீரமைப்பு,ગોઠવણી
சீரமைப்பு,ગોઠવણી
உணவுக்குழாய்,ઉદાર નહેર
ஆன்டிமென்டரி சிஸ்டம்,અંતરીલ પદ્ધતિ
அலிஸ்மேசீஸ்,અણી
காராய்டு,ક્ષુદ્ર
கார,ક્ષુદ્ર
அல்காப்டோனூரியா,આલ્કીપ્ટોન્યુરિયા
அலன்டோயிஸ்,અણી
அலீல் அதிர்வெண்,એલીલ આવર્તન
அல்லீல்,એલીલ
அல்லீலோமார்பிக் ஜோடி,એલેલોમોર્ફિક જોડી
ஒவ்வாமை,એલર્જન
முதலை,મગર
அல்லியம் செபா,એલીયમ સી.પી.ઇ.પી.એ.
Allocamy,સહ -સંબંધ
அலோகிராஃப்ட்,અલગ
அலோபாட்ரிக் விவரக்குறிப்பு,એલોપેટ્રિક સ્પષ્ટીકરણ
அலோபோலிப்ளோயிட்,ફિલોપ્લોઇડ
அலோஸ்டெரிக் விளைவு,એલોસ્ટીક અસર
அலோஸ்டெரிக் என்சைம்,એલોસ્ટીક ઉત્સુક
அலோஸ்டெரிக் இன்ஹிபிட்டர்,એલોસ્ટીક અવરોધક
அலோஸ்டெரிக் பண்பேற்றம்,ખેલ -મોડ્યુલેશન
அலோஸ்டெரிக் தளம்,એલોસ્ટીક સ્થળ
அலோஸ்டெரிக் தடுப்பு,એલોસ્ટીક અવરોધ
அலோடெட்ராப்ளோயிட்,એલોટેટ્રાપ્લોઇડ
அல்னஸ்,કૃતિ
கற்றாழை,કુંવાર
அச்சுடன்,ચેતાક્ષની સાથે
ஆல்பா-ஆன்டிட்ரிப்சின்,આલ્ફા-એન્ટાઇટ્રિપ્સિન
ஆல்பா-லாக்டல்புமின்,અણી
ஆல்பைன் காலநிலை நிலை,આધ્યાત્મિક આબોહવાની સ્થિતિ
ஆல்பைன் புல்வெளி,ઘાસચારો
ஆல்பைன் மண்டலம்,આલ્પાઈન ઝોન
ஆல்ஸ்டோனியா,અલ્ટોનીયા
ஆல்டர்னேரியா,અનાદર
மாற்று,વૈભવી
தலைமுறையின் மாற்று,એકાંત
உயர நோய்,Altણ માંદગી
உயரம்,Altંચાઈ
அல்வியோலர் குழாய்,મૂર્ત નળી
Alytes,પહાડી
அல்சீமர் நோய்,અલ્ઝાઇમર રોગ
AMACRINE CELL,આદિક કોષ
அமராந்தேசி,અમરાન્થેસી
அமராந்தஸ்,અમરાન્થસ
சுற்றுப்புற ஆஸ்மோடிக் செறிவு,આસપાસના ઓસ્મોટિક એકાગ્રતા
அம்ப்ஸ்டோமா,મંગળિયા
அமைடு,કાર્યરત થવું
அமினோ அமிலம்,એમિનો એસિડ
அமினோ அமில ஏற்பி,એમિનો એસિડ સ્વીકારનાર
அமினோஅசில் டி ஆர்.என்.ஏ சின்தேடேஸ்,એમિનોસિલ ટી આર.એન.એ.
அமினோஅசிலேஷன்,જાદુગરી
அமிடோசிஸ்,ક્ષુત્વ
அம்மோனியா,તરંગ
அம்மோனிகேஃபிகேஷன்,ચંદ્ર
அம்மோனோடெலிசம்,દ્વેષીકરણ
அம்னோசென்டெசிஸ்,મૈવસેન્ટિસીસ
அம்னோசென்டெசிஸ் நுட்பம்,મણકાલોની તકનીક
அம்னியோசைட்,Amnoocyte
அம்னியன்,મૈથુન
அம்னோடிக் திரவம்,મણિ -પ્રવાહી
அம்னோடிக் சவ்வு,મખરોધ
அம்னோடிக் சாக்,મખસુડ
அமீபா,અમીર
அமீபோசைட்,એમોએબોસાઇટ
அமீபாய்டு,અમીર
அமீபாய்டு லிம்போசைட்,એમોએબોઇડ લિમ્ફોસાઇટ
அமீபாய்டு இயக்கம்,એમીબોઇડ આંદોલન
உருவமற்ற,આકારહીન
தொகை,રકમ
ஆம்பெடமைன்,મેફેટેમાઇન
ஆம்பிபியா,ઉન્માદ
ஆம்பிபியன்,ઉન્માદ
ஆம்பிபியன்,ઉન્માદ
ஆம்பியோக்ஸஸ்,Amન
ஆம்பியோக்ஸஸ் லான்சியோலட்டஸ்,Amણપત્ર
ஆம்பிபாதிக்,ઉભય
ஆம்பிபாதிக் லிப்பிட்,ઉભયપથિક લિપિડ
ஆம்பிசர்கா,Amતરતી કળા
ஆம்பிசிலின்,જાદુઈ
ஆம்புல்லா,Amાંકી
ஆம்பல்லரி சுரப்பி,Amકલી ગ્રંથિ
அமிக்டால்,મસ્તક
அமிக்டேல்,એમીગડેલ
அமிக்டலின்,એમીગડાલિન
அமிலேஸ்,સ્ફોટક
அமிலோபிளாஸ்ட்,મેલીલોપ્લાસ્ટ
அனபீனா,અનોડો
அனபாஸ்,અનોડો
அனபோலிக் பாதைகள்,એનાબોલિક માર્ગ
அனபோலிசம்,અનોખા
அனகார்டியாசி,અનોખા
இரத்த சோகை,રખડુ
காற்றில்லா,એનોરોબ
காற்றில்லா எரிபொருள்,એંટરોબિક બળતણ
காற்றில்லா சுவாசம்,એંકોરોબિક શ્વસન
காற்றில்லா கசடு டைஜெஸ்டர்,એનારોબિક કાદવ પાચક
காற்றில்லா,એંટરો
அனைமா,અનોદ
குத,ગુદા
குத,ગુદા
குத துளை,ગુદા છિદ્ર
குத செர்சி,ગુદા સર્કી
குத லூப்,ગુદા લૂપ
குத பாணி,ગુદા શૈલી
ஒப்பீட்டு,સમાન
ஒப்பீட்டு,સમાન
ஒப்புமை,સાદ્રશ્ય
ஒப்புமை,સાદ્રશ્ય
பகுப்பாய்வு,વિશ્લેષણ
அனாபேஸ்,એફેઝ
உடற்கூறியல் தடை,એનાટોમિક અવરોધ
உடற்கூறியல் அம்சம்,શરીરરચનાવિષયક પાસા
உடற்கூறியல் நிபுணர்,શરીરરચનાવિજ્istાની
உடற்கூறியல்,શરીરરચના
மூதாதையர் வழித்தோன்றல் வரிசை,પૂર્વજ વંશજ અનુક્રમ
மூதாதையர் பரம்பரை,પૂર્વજોનો વંશ
மூதாதையர் வரிசை,પૂર્વજો
அன்சிலோஸ்டோமா,આદ
ஆண்ட்ரோசியம்,જનનુભારી
ஆண்ட்ரோஜன்,થાંભલા
இரத்த சோகை,રખડુ
அனிமோன்,ક anંગું
அனூப்ளோயிட்,Anડતું
அனூப்ளோயிடி,Anન
ஆஞ்சினா,કંઠમાળ
ஆஞ்சியோகிராம்,ઝેરગ્રામ
ஆஞ்சியோகிராஃப்,ઝ પણરો
ஆஞ்சியோகிராஃபி,ઝળહળાકાર
ஆஞ்சியோபிளாஸ்டி,રંગની કળા
ஆஞ்சியோஸ்பெர்ம்,કણક
ஆஞ்சியோடென்சின்,રંગગતિ
ஆஞ்சியோடென்சினோஜென்,રંગગતિ
ஆங்லர் மீன்,કોઠાર માછલી
அங்குயினா,ઓગળવી
ஆங்குயிஸ்,અંગૂઠા
விலங்கு,પશુ
விலங்கு,પશુ
விலங்கு சாணம்,પ્રાણીનું છાણ
கால்நடை வளர்ப்பு,પશુપાલન
விலங்கு காரியோடைப்பிங்,પશુ કેરીયોટાઇપિંગ
விலங்கு இராச்சியம்,પ્રાણીસૃષ્ટિ
விலங்கு திசு,પશુ પેશી
விலங்கு,પોલાણ
அனியன்,ઠગ
அனிசோட்ரோபிக் பேண்ட்,એશિશ
அனீலிங்,Ingંચે ચપટી
Annelid,નેલિડ
அன்னெலிடா,Annણપુટી
ஆண்டு வளையம்,વાર્ષિક
வருடாந்திர,ઉશ્કેરાયેલું
Annule,વાંકું
ஒழுங்கற்ற வகை,વિસંગત પ્રકાર
அனோபீல்ஸ்,પર્વતમાળા
எறும்பு உண்பவர்,કીડી
விரோதமான,વિરોધી
அண்டார்டிக்,એન્ટાર્કટિક
ஆண்டெனா,એન્ટેના
ஆண்டெனா காம்ப்ளக்ஸ்,એન્ટેના સંકુલ
ஆண்டெனல் சுரப்பி,દ્વેષી ગ્રંથિ
முன்புற (வென்ட்ரல்) சாம்பல் கொம்பு,અગ્રવર્તી (વેન્ટ્રલ) ગ્રે હોર્ન
முன்புற ஹைப்போபிஸிஸ்,અગ્રવર્તી હાયપોફિસીસ
முன்புற தலையீட்டு சல்கஸ்,અગ્રવર્તી ઇન્ટરન્ટિક્યુલર સલ્કસ
மகரந்தம்,ગૂંથ મારવો
மகரந்த கலாச்சாரம்,એન્થર સંસ્કૃતિ
Anteridium,માદક દ્રવ્યો
ஆந்தமாசி,એન્થેરોઝોઇડ
அந்தோசெரோஸ்,એન્થોસેરોસ
அந்தோசெரோடோப்சிடா,એન્થોસેરોટોપ્સિડા
ஆந்த்ராக்ஸ்,એક જાતની નશરીય
மானுடவியல் அழிவு,માનવશાસ્ત્ર
மானுடவியல்,માનવશાસ્ત્ર
பாக்டீரியா எதிர்ப்பு,એન્ટિબેક્ટેરનું
ஆண்டிபயாடிக் பென்சிலின்,એન્ટિબાયોટિક પેનિસિલિન
ஆண்டிபயாடிக் எதிர்ப்பு,એન્ટિબાયોટિક પ્રતિરોધક
நுண்மணி,એન્ટિબાયોટિક (ઓ)
ஆன்டிபாடி,એન્ટિબોડી
ஆன்டிபாடி ஜோடி,એન્ટિબોડી દંપતી
ஆன்டிபாடி மத்தியஸ்த நோய் எதிர்ப்பு சக்தி,એન્ટિબોડી મધ્યસ્થી
ஆன்டிகோகுலண்ட்,એન્ટીકોએગ્યુલેંટ
ஆன்டிகோடன் லூப்,એન્ટિકોડન લૂપ
ஆண்டிடிரஸன்,એન્ટીડિપ્રેસ
ஆண்டிடியூரிடிக் ஹார்மோன் (ADH),એન્ટિડ્યુરેટિક હોર્મોન (એડીએચ)
ஆன்டிஜென் மரபணு,જનીન
ஆன்டிஜென்-ஆன்டிபாடி வளாகம்,એન્ટિજેન-એન્ટિબોડી સંકુલ
ஆன்டிஜெனிக் தீர்மானிப்பான்,એન્ટિજેનિક નિર્ધારક
முரண்பாடு காரணி,અસાધારણ પરિબળ
ஆக்ஸிஜனேற்ற,વિરોધી
ஆன்டிபோடல் கரு,એન્ટિપોડલ ન્યુક્લિયસ
எதிர்ப்பு சென்ஸ் ஆர்.என்.ஏ,સમૃદ્ધ આર.એન.એ.
ஆன்டிவைரல் புரதம்,એન્ટિવાયરલ પ્રોટીન
Antrum,એન્ટ્રમ
அனுக்ளீட்,સસલું
ஆசனவாய்,ગુદા
கவலைக் கோளாறு,અસ્વસ્થતા
பெருநாடி வளைவு,એરોર્ટિક કમાન
பெருநாடி கேங்க்லியன்,એરોર્ટિક ગેંગલીયન
பெருநாடி செமிலுனர் வால்வு,એરોર્ટિક સેમિલ્યુનર વાલ્વ
பெருநாடி வால்வு,એરોર્ટિક વાલ્વ
APC (ANAPHASE ஐ ஊக்குவிக்கும் சிக்கலானது),એપીસી (સંકુલને પ્રોત્સાહન આપતા એનાફેસ)
அப்பெலிக் மூதாதையர்,પૂર્વજ
அஃபிட்,Apષધ
அப்ரோடைட்,ફેળખી
நுனி ஆதிக்கம்,મડાગાંઠ
அபிகல் பேட்,સical
பொருள்,મધમાખી
Apis indica,સધ્ધર
Applanospore,પ્રપંચી
அப்லிசியா,Lyંચે જનનુસાર
அப்போகார்பே,શોક
அப்போகார்பஸ்,જનનુભુના
அப்போகார்பஸ் கருப்பை,નમ્ર અંડાકાર
அபோக்ரைன் சுரப்பி,શરદી
அப்போஎன்சைம்,ઉપલોક
Apomict,કોશિશ
Apomixis,અનુવાદ
அபோபிளாசம்,Apળપડી
அப்போபிளாஸ்டிக் பாதை,Apપચારિક માર્ગ
அப்போப்டொசிஸ்,એપોપ્ટોસિસ
கருவி,ઉપકરણ
Appendicular எலும்புக்கூட்டை,પરિપ્રેક્ષ્ય
சீக்கத்தின் பின் இணைப்பு,ક caકમનું પરિશિષ્ટ
ஆப்பிள் நத்தை,સફરજન
மீன்வளர்ப்பு,જળચરઉછેર
அக்வாபோரின்,જળરોગ
நீர்வாழ் ஆம்பிபியன்,જળચર
நீர்வாழ் வடிவம்,જળચર
நீர்வாழ் வாழ்விடம்,જળચર રહેઠાણ
நீர்வாழ் உயிரினம்,જળચર સજીવ
நீர்வாழ் ஆலை,જળચર સંયંત્ર
நீர்வாழ் சுவாசம்,જળચર શ્વસન
நீர்வாழ் திரவம்,જલીય પ્રવાહી
அக்வஸ் முமல்,જલીય ભેજ
நீர்வாழ் உள்-செல்லுலார் திரவம்,જલીય ઇન્ટ્રા-સેલ્યુલર પ્રવાહી
அக்வஸ் மாதிரி,જલીય નમૂના
நீர் பத திரவம்,જલી ઉકેલ
அக்விலா,પાણી
அரபிடோப்சிஸ்,અરબીડોપ્સિસ
அராக்னிடா,ક arંગન
அராக்னாய்டு,અણીદાર
அரேனியஸ்,અરાજક
ஆர்பெசண்ட்,અવસ્થામાં
ஆர்போரசென்ட் லைகோபாட்,આર્બોરેસન્ટ લાઇકોપોડ
தொல்பொருள்,પુરાતત્ત્વીય
ஆர்க்கிகோனியம்,પુરાતત્વ
தீவுக்கூட்டம்,દ્વીપસમૂહ
ஆர்க்டிக்,આર્ક્ટિક
ஆர்க்டிக் டெர்ன்,આર્ક્ટિક ટર્ન
ஆர்க்டிக் டன்ட்ரா,આર્ક્ટિક ટુંડ્ર
ஆர்டியா,આર્દિયા
அரியாலர் திசு,અનિયંત્રિત પેશી
ஆர்கேமோன் (முட்கள் நிறைந்த பாப்பி),આર્ગેમોન (કાંટાદાર ખસખસ)
ஆர்கேமோன் மெக்ஸிகானா,આર્જેમોન મેક્સિકોન
அர்ஜினைன்,આદુ
வறண்ட பகுதி,પગે પ્રદેશ
அரிஸ்டோலோச்சியாசி,Arંચે
கை உணவு,હાથોહારી
இராணுவப்புழு,સૈન્યની કીટ
Rioid,Arોળવું
நறுமணம்,સુગંધ
கைது செய்பவர்,કરચલો
ஆர்ட்டெமிசியா,કલાત્મક
தமனி சிஸ்டாலிக்,ધમની સિસ્ટોલિક
தமனி கிளரோடிக்,ખળભળાટવાળું
ஆர்த்ரோபாட்,આર્થ્રોપોડ
கீல்வாதம்,સંધિવા
ஆர்த்ரோபோடா,આર્થ્રોપોડા
குருத்தெலும்பு மூட்டு,લેખક કાર્ટિલેજ
வெளிப்படுத்துங்கள்,સ્પષ્ટ
வெளிப்படுத்தப்பட்டது,સ્પષ્ટ
செயற்கை இதயமுடுக்கி,કૃત્રિમ પેસમેકર
செயற்கை தேர்வு,કૃત્રિમ પસંદગી
ஆர்டோகார்பஸ் ஹீட்டோரோபில்லஸ்,આર્કાર્પસ હેટોરોફિલસ
அஸ்பெஸ்டாஸ் ஃபைபர்,સુશોભિત
அஸ்பெஸ்டோசிஸ்,એસ્બેસ્ટોસિસ
அஸ்காரிஸ்,એક જાતનું
ஏறும் குரோமடோகிராபி,ચડતી ક્રોમેટોગ્રાફી
ஆஸ்கிடியா,હાસ્ય
ஆஸ்கிடியன்,શણગારું
அஸ்கோகார்ப்,અકસ્માત
அஸ்கோமைசீட்ஸ்,દૃ asતા
அஸ்கார்பிக் அமிலம்,એસર્બિક એસિડ
அஸ்கோஸ்போர்,ગિરિણી
அஸ்கஸ்,અકસ્માત
அசெப்டேட்,દંગાહી
ஓரினச்சேர்க்கை இனப்பெருக்கம்,અજાતીય પ્રજનન
ஓரினச்சேர்க்கை வித்து,અજાતીય બીજકણ
அஸ்பாரகின் சின்தேடேஸ்,શારરી
அஸ்பாரகஸ்,શતાવરીનો શતાાયણ
அஸ்பார்டிக் அமிலம்,જાસૂસ એસિડ
அஸ்பெர்கிலஸ் நைஜர்,સ્રાવ નાઇજર
அஸ்பெர்கிலஸ்,અકસ્માત
அஸ்போடெலஸ் டெனுஃபோலியஸ்,અફડેલસ ટેન્યુફોલિયસ
ஆஸ்பிரின்,તુરંત
மதிப்பீடு,પરાકાષ્ઠા
அசெம்பிளேஜ்,એકત્રીકરણ
ஒருங்கிணைப்பு செயல்திறன்,આત્મસાત કાર્યક્ષમતા
ஒருங்கிணைப்பு வேர்,આત્મસાતુ મૂળ
உதவி இனப்பெருக்க நுட்பம்,પ્રજનન તકનીક
சங்க பகுதி,મંડળનો વિસ્તાર
அசோசியேட்டிவ் சிம்பியோசிஸ்,સહ -સહજીવન
வகைப்படுத்தல் மற்றும் மறுசீரமைப்பு,ભાત અને પુનર્વસન
காரணியின் வகைப்படுத்தல்,પરિબળ ભાત
ஆஸ்டாகஸ்,અજાણ
அஸ்டெரேசி,જસ્ટરી
நட்சத்திரங்கள்,ખંડ
சிறுகோள்,ગ્રહ
ஆஸ்துமா,અસ્થમા
அஸ்ட்ராகலஸ் கம்மிஃபர்,એસ્ટ્રાગાલસ ગમ્ફર
நிழலிடா சுழல் கம்பம்,અપાર્થિવ સ્પિન્ડલ ધ્રુવ
வானியலாளர்,ખગોળશાસ્ત્રી
சமச்சீரற்ற காரியோடைப்,અસમપ્રમાણ કેરીયોટાઇપ
சமச்சீரற்ற,અસમપ્રમાણ
Aththeromatous,વિધવાલાને લગતું
பெருந்தமனி தடிப்பு,વિધવાલા
பெருந்தமனி தடிப்பு தகடு,એથરોસ્ક્લેરોટિક તકતી
அட்லஸ்,નગરો
அட்லஸ் முதுகெலும்பு,એટલાસ વર્ટેબ્રા
வளிமண்டலம்,વાતાવરણ
வளிமண்டல,વાતાવરણીય
வளிமண்டல உள்ளீடுகள்,વાતાવરણીય ઇનપુટ્સ
அணு சக்தி நுண்ணோக்கி,અણુ બળ માઇક્રોસ્કોપ
அணு,અણુ
ATP ASE,એ.ટી.પી.
ஏட்ரியல் சுருக்கம்,ભયંકર સંકોચન
ஏட்ரியல் குறு நடுக்கம்,સુશોભિત ફાઇબરિલેશન
