Punjabi,Malayalam
ਬੈਂਚਿੰਗ,ബെഞ്ചിംഗ്
ਬੇਂਚਮਾਰਕ,ബെഞ്ച് മാർക്ക്
ਲਾਭ ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ,ആനുകൂല്യ ചെലവ് വിശകലനം
ਬਰਮ,ബെർം
Bevelled ਬੰਦ,ബെവൽഡ് ക്ലോഷർ
"ਬੀ-ਹੋਰੀਜ਼ਨ,&quot;ਬੀ-","ബി-ചക്രവാളം,&quot;ബി-"
ਬਾਇਟ,ബിയാറ്റ്
ਬਿੰਦਰ,ബൈൻഡർ
ਬਾਈਡਿੰਗ ਸਮੱਗਰੀ,ബൈൻഡിംഗ് മെറ്റീരിയൽ
ਬਾਇਓਟ ਦਾ ਸਿਧਾਂਤ,ബയോട്ടിന്റെ സിദ്ധാന്തം
ਬਿਟੂਮਨ,ബിറ്റുമെൻ
ਕਾਲੀ ਕਪਾਹ ਦੀ ਮਿੱਟੀ,കറുത്ത പരുത്തി മണ്ണ്
ਕਾਲੀ ਧਰਤੀ,കറുത്ത ഭൂമി
ਕਾਲੀ ਮੈਦਾਨ ਵਾਲੀ ਮਿੱਟੀ,കറുത്ത ടർഫ് മണ്ണ്
ਬਲੇਡ,ബ്ലേഡ്
ਬਲਾਸਟ ਫਰਨੇਸ ਸਲੈਗ ਸੀਮਿੰਟ,ബ്ലാസ്റ്റ് ഫർണസ് സ്ലാഗ് സിമന്റ്
ਬਲਾਕੀ ਬਣਤਰ,ബ്ലോക്കി ഘടന
ਬੋਗੀ ਪ੍ਰਤੀਰੋਧ,ബോഗി പ്രതിരോധം
ਬੋਗ-ਲੋਹੇ ਦਾ ਧਾਤ,ബോഗ്-ഇരുമ്പ് അയിര്
ਬਾਂਡ,ബോണ്ട്
ਬੰਧੂਆ ਮੈਂਬਰ,ബന്ധിത അംഗം
ਬੰਧੂਆ ਪੋਸਟ ਤਣਾਅ,ബോണ്ടഡ് പോസ്റ്റ് ടെൻഷനിംഗ്
ਬੰਧਨ ਪੱਥਰ,ബോണ്ട് കല്ല്
ਬੰਨ੍ਹ ਪਾਣੀ,കെട്ടിയ വെള്ളം
ਬਾਕਸ ਗਟਰ,ബോക്സ് ഗട്ടർ
ਬ੍ਰੇਸ,ബ്രേസ്
ਇੱਟ-ਤੇ-ਕਿਨਾਰੇ,ബ്രിക്ക്-ഓൺ-എഡ്ജ്
ਲਗਾਮ,കടിഞ്ഞാൺ
ਚਮਕ,തെളിച്ചം
ਭੂਰੀ ਮਿੱਟੀ,തവിട്ട് മണ്ണ്
ਬਿਲਡਿੰਗ,കെട്ടിടം
ਬਿਲਡਿੰਗ ਸਰਵੇਅਰ,ബിൽഡിംഗ് സർവേയർ
ਬਫਰ,ബഫർ
ਬਫਰ ਕਰਵ,ബഫർ കർവ്
ਬਫਰਿੰਗ,ബഫറിംഗ്
ਬਫਰਿੰਗ ਸਮਰੱਥਾ,ബഫറിംഗ് ശേഷി
ਬੰਦਰ,ബണ്ടർ
ਬਟਰਸ,ബട്രസ്
ਸੀ-ਹੋਰੀਜ਼ਨ,സി-ചക്രവാളം
ਕੇਬਲ,കേബിൾ
ਕੇਬਲ ਮੋਲਡਿੰਗ,കേബിൾ മോൾഡിംഗ്
ਕੇਬਲਿੰਗ,കേബിളിംഗ്
ਕੈਬਿਨ,ചെറിയമുറി
ਕੈਬਿਨ ਹੁੱਕ,ക്യാബിൻ ഹുക്ക്
ਕੈਬਨਿਟ,കാബിനറ്റ്
ਕੈਬੋਲਟ ਨੇ ਛੱਡ ਦਿੱਤਾ,കാബോൾട്ട് ഉപേക്ഷിച്ചു
ਕੈਫੇਟੇਰੀਆ,കഫറ്റീരിയ
ਪਿੰਜਰਾ,കൂട്ടിൽ
ਪਿੰਜਰੇ ਦੀ ਉਸਾਰੀ,കൂട് നിർമ്മാണം
ਕੈਨ ਦਾ ਫਾਰਮੂਲਾ,കയീൻ ഫോർമുല
ਕੈਸਨ,കൈസൺ
ਕੈਸਨ ਦੀ ਬਿਮਾਰੀ,കെയ്സൺ രോഗം
ਕੈਸਨ ਫਾਊਂਡੇਸ਼ਨ,കൈസൺ ഫൗണ്ടേഷൻ
ਕੈਸਨ ਢੇਰ,കൈസൺ ചിത
ਕੈਲੇਰੀਅਸ ਇੱਟ,കാൽക്കറിയസ് ഇഷ്ടിക
ਚੂਨੇ ਵਾਲੀ ਮਿੱਟੀ,സുഷിരമുള്ള കളിമണ്ണ്
ਛਾਲੇਦਾਰ ਛਾਲੇ,സുഷിരമുള്ള പുറംതോട്
ਕੈਲਸੀਫਿਕੇਸ਼ਨ,കാൽസിഫിക്കേഷൻ
ਕੈਲਸੀਨੇਸ਼ਨ,കാൽസിനേഷൻ
ਕੈਲਸੀਨ,കാൽസൈൻ
ਕੈਲਸਾਈਟ,കാൽസൈറ്റ്
ਕੈਲਸ਼ੀਅਮ-ਐਲੂਮੀਨੇਟ ਸੀਮਿੰਟ,കാൽസ്യം-അലുമിനേറ്റ് സിമന്റ്
ਕੈਲਸ਼ੀਅਮ-ਸਿਲੀਕੇਟ ਇੱਟ,കാൽസ്യം-സിലിക്കേറ്റ് ഇഷ്ടിക
ਕੈਲਸ਼ੀਅਮ-ਸਿਲੀਕੇਟ ਹਾਈਡਰੇਟ,കാൽസ്യം-സിലിക്കേറ്റ് ഹൈഡ്രേറ്റ്
ਕੈਲੀਚੇ,കാലിച്ചെ
ਕੈਲੀਫੋਰਨੀਆ ਬੇਅਰਿੰਗ ਅਨੁਪਾਤ,കാലിഫോർണിയ ബെയറിംഗ് റേഷ്യോ
ਕੈਲੀਪਰ,കാലിപ്പർ
ਕੈਲੋਰੀਮੀਟਰ,കലോറിമീറ്റർ
ਕੈਮਬਰ,കാംബർ
ਨਹਿਰ,കനാൽ
ਕੈਨੋਪੀ,മേലാപ്പ്
Cantilever ਪੈਰ,കാന്റിലിവർ ഫൂട്ടിംഗ്
ਕੈਪ,തൊപ്പി
ਸਮਰੱਥਾ,ശേഷി
ਏਲ ਟ੍ਰੈਕ ਦੀ ਸਮਰੱਥਾ,എയിൽ ട്രാക്കിന്റെ ശേഷി
ਕੈਪ ਕੇਬਲ,തൊപ്പി കേബിൾ
ਕੈਪੀਲੇਰਿਟੀ,കാപ്പിലാരിറ്റി
ਕੇਸ਼ਿਕਾ ਬਰੇਕ,കാപ്പിലറി ബ്രേക്ക്
ਕੇਸ਼ੀਲ ਪ੍ਰਵਾਹ,കാപ്പിലറി ഒഴുക്ക്
ਕੇਸ਼ਿਕਾ ਨਮੀ ਜਾਂ ਕੇਸ਼ੀਲ ਪਾਣੀ,കാപ്പിലറി ഈർപ്പം അല്ലെങ്കിൽ കാപ്പിലറി വെള്ളം
ਕੇਸ਼ਿਕਾ ਪੋਰ ਸਪੇਸ,കാപ്പിലറി പോർ സ്പേസ്
ਕੇਸ਼ਿਕਾ ਪੋਰੋਸਿਟੀ,കാപ്പിലറി പൊറോസിറ്റി
ਕੇਸ਼ੀਲ ਸਪੇਸ,കാപ്പിലറി സ്പേസ്
ਵੇਗ ਕੈਪਚਰ ਕਰੋ,ക്യാപ്‌ചർ വേഗത
ਕਾਰਬਨੇਸ਼ਨ,കാർബണേഷൻ
ਕਾਰਬਨ ਕਾਲਾ,കാർബൺ കറുപ്പ്
ਕਾਸਟਬਲ ਰਿਫ੍ਰੈਕਟਰੀ,കാസ്റ്റ്ബിൾ റിഫ്രാക്റ്ററി
ਕਾਸਟ-ਇਨ-ਪਲੇਸ ਜਾਂ ਕਾਸਟ-ਇਨ-ਸੀਟੂ,കാസ്റ്റ്-ഇൻ-പ്ലേസ് അല്ലെങ്കിൽ കാസ്റ്റ്-ഇൻ-സിറ്റു
ਕਾਸਟ-ਇਨ-ਪਲੇਸ ਢੇਰ,കാസ്റ്റ്-ഇൻ-പ്ലേസ് പൈൽ
ਕੈਸਟਰ,ജാതി
ਪੱਥਰ ਸੁੱਟੋ,എറിയുന്ന കല്ല്
ਉਤਪ੍ਰੇਰਕ,കാറ്റലിസ്റ്റ്
ਕੈਟੇਨਾ,കാറ്റെന
ਬਿੱਲੀ ਦਾ ਚਿਹਰਾ,പൂച്ച മുഖം
ਬਿੱਲੀ ਦਾ ਸਿਰ,പൂച്ചയുടെ തല
ਕੈਸ਼ਨ,കാറ്റേഷൻ
ਬਿੱਲੀ ਵਾਕ,പൂച്ച നടത്തം
Cavitation ਨੁਕਸਾਨ,കാവിറ്റേഷൻ കേടുപാടുകൾ
ਸੇਲੀਟ,സെലൈറ്റ്
ਸੈਲੂਲਰ ਕੰਕਰੀਟ,സെല്ലുലാർ കോൺക്രീറ്റ്
ਸੈਲੂਲਰ ਉਸਾਰੀ,സെല്ലുലാർ നിർമ്മാണം
ਸੀਮਿੰਟ,സിമന്റ്
"ਸੀਮਿੰਟ, ਬਿਟੂਮਿਨਸ","സിമന്റ്, ബിറ്റുമിനസ്"
"ਸੀਮਿੰਟ, ਉੱਚ ਤਾਕਤ","സിമന്റ്, ഉയർന്ന ശക്തി"
"ਸੀਮਿੰਟ, ਹਾਈਡ੍ਰੌਲਿਕ","സിമന്റ്, ഹൈഡ്രോളിക്"
"ਸੀਮਿੰਟ, ਘੱਟ ਗਰਮੀ","സിമന്റ്, കുറഞ്ഞ ചൂട്"
"ਸੀਮਿੰਟ, ਚਿਣਾਈ","സിമന്റ്, കൊത്തുപണി"
"ਸੀਮਿੰਟ, ਕੁਦਰਤੀ","സിമന്റ്, പ്രകൃതി"
"ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ","സിമന്റ്, പോർട്ട്ലാൻഡ്"
"ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ ਬਲਾਸਟ ਫਰਨੇਸ ਸਲੈਗ","സിമന്റ്, പോർട്ട്ലാൻഡ് ബ്ലാസ്റ്റ് ഫർണസ് സ്ലാഗ്"
"ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ ਪੋਜ਼ੋਲਨ","സിമന്റ്, പോർട്ട്ലാൻഡ് പോസോളാൻ"
"ਸੀਮਿੰਟ, ਸਲੈਗ","സിമന്റ്, സ്ലാഗ്"
"ਸੀਮਿੰਟ, ਸਲਫੇਟ ਰੋਧਕ","സിമന്റ്, സൾഫേറ്റ് പ്രതിരോധം"
"ਸੀਮਿੰਟ, ਸੁਪਰ ਸਲਫੇਟਿਡ","സിമന്റ്, സൂപ്പർ സൾഫേറ്റ്"
"ਸੀਮਿੰਟ, ਚਿੱਟਾ","സിമന്റ്, വെള്ള"
ਸੀਮਿੰਟ-ਐਗਰੀਗੇਟ ਅਨੁਪਾਤ,സിമന്റ്-അഗ്രഗേറ്റ് അനുപാതം
ਸੀਮਿੰਟ ਸਮੱਗਰੀ,സിമന്റ് ഉള്ളടക്കം
ਸੀਮਿੰਟ ਜੈੱਲ,സിമന്റ് ജെൽ
ਸੀਮਿੰਟ ਬੰਦੂਕ,സിമന്റ് തോക്ക്
ਸੀਮਿੰਟ ਭੱਠਾ,സിമന്റ് ചൂള
ਸੀਮਿੰਟ ਪੇਂਟ,സിമന്റ് പെയിന്റ്
ਸੀਮਿੰਟ ਪਲਾਸਟਰ,സിമന്റ് പ്ലാസ്റ്റർ
ਸੀਮਿੰਟ ਚੱਟਾਨ,സിമന്റ് പാറ
ਸੀਮਿੰਟ ਸਲਰੀ,സിമന്റ് സ്ലറി
ਸੀਮਿੰਟ ਸਟੋਰੇਜ਼,സിമന്റ് സംഭരണം
ਸੀਮੈਂਟੇਸ਼ਨ ਪ੍ਰਕਿਰਿਆ,സിമന്റേഷൻ പ്രക്രിയ
ਸੈਂਟਰਿੰਗ,കേന്ദ്രീകരിക്കുന്നു
ਸੈਂਟਰਿੰਗ ਅਤੇ ਸ਼ਟਰਿੰਗ,കേന്ദ്രീകരിക്കലും ഷട്ടറിംഗും
ਕੇਂਦਰੀ ਮਿਸ਼ਰਤ ਕੰਕਰੀਟ,സെൻട്രൽ മിക്സഡ് കോൺക്രീറ്റ്
ਕੇਂਦਰੀ ਮਿਕਸਰ,സെൻട്രൽ മിക്സർ
ਸੈਂਟਰਿਫਿਊਗਲ ਪੱਖਾ,അപകേന്ദ്ര ഫാൻ
ਚਾਕ,ചോക്ക്
ਚੈਂਫਰ,ചാംഫർ
ਚੈਂਫਰ ਪੱਟੀ,ചേംഫർ സ്ട്രിപ്പ്
ਚੈਨਲ ਬੀਮ,ചാനൽ ബീം
ਵਿਸ਼ੇਸ਼ਤਾ ਲੋਡ,സ്വഭാവസവിശേഷത ലോഡ്
ਗੁਣ ਸ਼ਕਤੀ,സ്വഭാവ ശക്തി
ਚਾਰਜ ਬੰਦ,ചാർജ്ജ് ഓഫ്
ਚਾਰਜ ਹੋ ਰਿਹਾ ਹੈ,ചാർജിംഗ്
ਜਾਂਚ ਕਰ ਰਿਹਾ ਹੈ,പരിശോധിക്കുന്നു
ਰਸਾਇਣਕ ਬੰਧਨ,കെമിക്കൽ ബോണ്ട്
ਚੇਰਨੋਜ਼ਮ,ചെർനോസെം
ਚੈਸਟਨਟ ਮਿੱਟੀ,ചെസ്റ്റ്നട്ട് മണ്ണ്
ਚਿਮਨੀ ਗਟਰ,ചിമ്മിനി ഗട്ടർ
ਚਿੱਪ ਬੋਰਡ,ചിപ്പ് ബോർഡ്
ਚਿੱਪਿੰਗ,ചിപ്പിംഗ്
ਚਿਪਸ,ചിപ്സ്
ਚੂਤ,ചട്ടി
ਕਲਾਸ (ਕੰਕਰੀਟ ਦੀ),ക്ലാസ് (കോൺക്രീറ്റ്)
ਮਿੱਟੀ,കളിമണ്ണ്
ਮਿੱਟੀ ਦੀ ਸਮੱਗਰੀ,കളിമൺ ഉള്ളടക്കം
ਮਿੱਟੀ ਦਾ ਪੈਨ,കളിമൺ പാൻ
ਸਫਾਈ,പൂർണമായി കാലിയാക്കുക
ਸਾਫ਼ ਕਰੋ,ക്ലീനപ്പ്
ਕਲੀਟ,ക്ലീറ്റ്
ਕਲਿੰਕਰ,ക്ലിങ്കർ
ਕਲਿਪ,ക്ലിപ്പ്
ਜੰਮਣਾ,കട്ടപിടിക്കൽ
ਮੋਟਾ ਕੁੱਲ,നാടൻ മൊത്തത്തിലുള്ളത്
ਮੋਟੇ ਦਾਣੇ ਵਾਲੀ ਮਿੱਟੀ,പരുക്കൻ ധാന്യമുള്ള മണ്ണ്
ਕੋਟ,കോട്ട്
ਕੋਫਰ ਡੈਮ,കോഫർ ഡാം
ਤਾਲਮੇਲ,ഒത്തുചേരൽ
ਕੋਲਾਇਡ,കൊളോയിഡ്
ਕੋਲੋਇਡਲ ਨਮੀ ਦੇ ਬਰਾਬਰ ਅਨੁਪਾਤ,കൊളോയ്ഡൽ ഈർപ്പം തുല്യ അനുപാതം
ਕੋਲੋਇਡਲ ਸਿਸਟਮ,കൊളോയ്ഡൽ സിസ്റ്റം
ਕੋਲੋਵੀਅਲ ਮਿੱਟੀ,കൊളുവിയൽ മണ്ണ്
ਕਾਲਮ,കോളം
ਕੰਬਡ ਮੁਕੰਮਲ,കോമ്പഡ് ഫിനിഷ്
ਸੰਯੁਕਤ ਪੈਰ,സംയോജിത കാൽപ്പാദം
ਸੰਯੁਕਤ ਪਾਣੀ,സംയോജിത വെള്ളം
ਸਾਂਝਾ ਕਮਰਾ,പൊതു മുറി
ਮੁਕੰਮਲਤਾ ਸਰਟੀਫਿਕੇਟ,പൂർത്തീകരണ സർട്ടിഫിക്കറ്റ്
ਕੰਪੋਨੈਂਟ ਵਰਗ,ഘടകം ചതുരം
ਕੰਕਰੀਟ,കോൺക്രീറ്റ്
ਕੰਕਰੀਸ਼ਨ,കോൺക്രീഷൻ
ਏਕੀਕ੍ਰਿਤ ਦਰ/ਫਲੈਟ ਦਰ,ഏകീകൃത നിരക്ക്/ഫ്ലാറ്റ് നിരക്ക്
ਗੰਦਗੀ,മലിനീകരണം
ਐਲਕੋਵ ਪਕਾਉਣਾ,ആൽക്കോട്ട് പാചകം ചെയ്യുന്നു
ਮੁਕਾਬਲਾ ਕਰਨਾ,നേരിടുകയാണ്
ਕੋਰਬੇਲ,കോർബെൽ
ਕਾਰਨੀਸ,കോർണിസ്
ਕਪਲਰ,കപ്ലർ
"ਕਪਲਰ, ਡਬਲ","കപ്ലർ, ഇരട്ട"
"ਕਪਲਰ, ਪੁਟਲੌਗ","കപ്ലർ, പുട്ട്ലോഗ്"
"ਕਪਲਰ, ਘੁਮਾਣ ਵਾਲਾ","കപ്ലർ, സ്വിവൽ"
ਕੋਰਸ,കോഴ്സ്
ਕੋਰਸ ਕੀਤਾ ਬੇਤਰਤੀਬ ਮਲਬੇ ਦੀ ਚਿਣਾਈ,ക്രമരഹിതമായ അവശിഷ്ടങ്ങൾ കൊത്തുപണികൾ
ਕਵਰ ਕੀਤਾ ਖੇਤਰ,മൂടിയ പ്രദേശം
ਕ੍ਰੀਪ,ഇഴയുക
ਕ੍ਰੀਪ ਗੁਣਾਂਕ,ക്രീപ്പ് കോഫിഫിഷ്യന്റ്
ਕਰੋਟੋਵਾਈਨ,ക്രോട്ടോവിൻ
ਕਾਂ ਦੇ ਪੈਰ,കാക്ക കാൽ
ਟੁਕੜਾ ਬਣਤਰ,നുറുക്കിന്റെ ഘടന
ਕਰਬ,കർബ്
ਵਰਤਮਾਨ,നിലവിലുള്ളത്
ਕਰਵ ਪ੍ਰਤੀਰੋਧ,വക്ര പ്രതിരോധം
ਨਮੀ ਪਰੂਫ਼ ਕੋਰਸ,ഈർപ്പം പ്രൂഫ് കോഴ്സ്
ਮੁਕੰਮਲ ਹੋਣ ਦੀ ਮਿਤੀ,പൂർത്തിയാക്കിയ തീയതി
ਡੈੱਡ ਲੋਡ,ഡെഡ് ലോഡ്
ਮਰੇ ਹੋਏ ਪਾਣੀ,ചത്ത വെള്ളം
ਡੈਸੀਬਲ,ഡെസിബെൽ
Deflocculation,ഡിഫ്ലോക്കുലേഷൻ
ਹਵਾਬਾਜ਼ੀ ਜਾਂ ਏਅਰ ਸਪੇਸ ਅਨੁਪਾਤ ਦੀ ਡਿਗਰੀ,വായുസഞ്ചാരത്തിന്റെ ഡിഗ്രി അല്ലെങ്കിൽ എയർ സ്പേസ് അനുപാതം
ਏਕੀਕਰਣ ਦੀ ਡਿਗਰੀ,അഗ്രഗേഷൻ ബിരുദം
ਫੈਲਾਅ ਦੀ ਡਿਗਰੀ,വ്യാപനത്തിന്റെ അളവ്
ਸੰਤ੍ਰਿਪਤਾ ਦੀ ਡਿਗਰੀ,സാച്ചുറേഷൻ ഡിഗ്രി
ਘਣਤਾ,സാന്ദ്രത
ਮਾਰੂਥਲ ਫੁੱਟਪਾਥ,മരുഭൂമിയിലെ നടപ്പാത
ਮਾਰੂਥਲ ਦੀ ਮਿੱਟੀ,മരുഭൂമിയിലെ മണ്ണ്
ਵੇਰਵੇ,വിശദാംശങ്ങൾ
ਵਿਕਾਸ ਦੀ ਮਿਆਦ,വികസന കാലയളവ്
ਡੀ-ਹੋਰੀਜ਼ਨ,ഡി-ചക്രവാളം
ਵਿਕਰਣ ਬੰਧਨ,ഡയഗണൽ ബോണ്ട്
ਚਿੱਤਰ,ഡയഗ്രം
ਡਿਜੀਟਲ ਡੌਕ,ഡിജിറ്റൽ ഡോക്ക്
ਵਿਭਿੰਨ ਪਾਣੀ ਦੀ ਦਰ,വ്യത്യസ്ത ജലനിരക്ക്
ਪਤਲਾ ਹਵਾਦਾਰੀ,ഡില്യൂഷൻ വെന്റിലേഷൻ
ਡਾਇਲੁਵੀਅਮ,ഡിലുവിയം
ਭੋਜਨ ਕਕਸ਼,ഡൈനിംഗ് റൂം
ਦਿਸ਼ਾ ਪੈਗ,ദിശ കുറ്റി
ਫੈਲਾਅ,വിസരണം
ਡਿਸਟੈਂਪਰ,ഡിസ്റ്റെമ്പർ
ਡੌਕ,മുറിവാല്
ਦਰਵਾਜ਼ਾ,വാതിൽ
ਡੋਰਮਰ,ഡോർമർ
ਡੋਰਮਰ ਜਾਂਚ,ഡോർമർ പരിശോധന
ਡਬਲ ਫਲੇਮਿਸ਼ ਬਾਂਡ,ഇരട്ട ഫ്ലെമിഷ് ബോണ്ട്
ਡਬਲ ਪਰਤ,ഇരട്ട പാളി
ਡੌਲ,ഡോവൽ
