Punjabi,Malayalam
ਸਰਗਰਮ ਸਰਵਰ ਪੰਨਾ,സജീവ സെർവർ പേജ്
ਕਿਰਿਆਸ਼ੀਲ ਸੰਸਕਰਣ,സജീവ പതിപ്പ്
acyclic,അസൈക്ലിക്
"1. ਏਸਾਈਕਲਿਕ ਗ੍ਰਾਫ਼, 2. acyclic ਗ੍ਰਾਫ਼","1. അസൈക്ലിക് ഗ്രാഫ്, 2. അസൈക്ലിക് ഗ്രാഫ്"
ਅਦਾ ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ,അഡാ കമ്പ്യൂട്ടർ ഭാഷ
"1. ਆਪਟੀਮਾਈਜ਼ਰ, 2. ਆਪਟੀਮਾਈਜ਼ਰ","1. ഒപ്റ്റിമൈസർ, 2. ഒപ്റ്റിമൈസർ"
ਜੋੜ),ആകെ)
sum ਫਾਈਲ,തുക ഫയൽ
"1. ਐਡੀਸ਼ਨ ਓਪਰੇਸ਼ਨ, 2. ਸੰਯੁਕਤ ਕਾਰਵਾਈ","1. കൂട്ടിച്ചേർക്കൽ പ്രവർത്തനം, 2. ആകെ പ്രവർത്തനം"
ਜੋੜਨ ਵਾਲਾ,ചേർക്കുന്നയാൾ
ਜਾਣੋ,അറിയുക
ਪਤਾ ਬੱਸ,വിലാസം ബസ്
ਐਡਰੈੱਸ ਫਾਈਲ,വിലാസ ഫയൽ
ਪਤਾ ਫਾਰਮੈਟ,വിലാസ ഫോർമാറ്റ്
ਪਤਾ ਜਨਰੇਟਰ,വിലാസ ജനറേറ്റർ
ਐਡਰੈੱਸ ਲਾਈਨ,വിലാസ ലൈൻ
ਪਤਾ ਮੈਪਿੰਗ,വിലാസ മാപ്പിംഗ്
ਪਤਾ ਸੂਚਕ,വിലാസ സൂചകം
ਪਤਾ ਰਜਿਸਟਰ,വിലാസ രജിസ്റ്റർ
ਪਤਾ ਟੁੱਟਣ,വിലാസ തകർച്ച
ਪਤਾ ਅਨੁਵਾਦ,വിലാസ വിവർത്തനം
"1. ਪਤਾ ਕਰਨ ਯੋਗ ਮੈਮੋਰੀ, 2. ਪਤਾ ਕਰਨ ਯੋਗ ਮੈਮੋਰੀ","1. അഡ്രസ് ചെയ്യാവുന്ന മെമ്മറി, 2. അഭിസംബോധന ചെയ്യാവുന്ന മെമ്മറി"
ਸੰਬੋਧਨ ਕਰਦੇ ਹੋਏ,അഭിസംബോധന
"1. ਪੂਰਤੀ ਮਾਪਦੰਡ, 2. ਅਨੁਕੂਲਤਾ ਮਾਪਦੰਡ","1. പര്യാപ്തത മാനദണ്ഡം, 2. പര്യാപ്തത മാനദണ്ഡം"
ਲਗਾਵ,ബന്ധം
"1. ਪ੍ਰਬੰਧਨ, 2. ਕੰਟਰੋਲ","1. മാനേജ്മെന്റ്, 2. നിയന്ത്രണം"
"1. ਮੈਨੇਜਰ, 2. ਕੰਟਰੋਲਰ","1. മാനേജർ, 2. കണ്ട്രോളർ"
ਅਡੋਬ ਐਕਰੋਬੈਟ,അഡോബ് അക്രോബാറ്റ്
ਅਡੋਬ ਫੋਟੋਸ਼ਾਪ,അഡോബ് ഫോട്ടോഷോപ്പ്
ABAP (ਐਡਵਾਂਸਡ ਬਿਜ਼ਨਸ ਪ੍ਰੋਗਰਾਮਿੰਗ),ABAP (അഡ്വാൻസ്ഡ് ബിസിനസ് പ്രോഗ്രാമിംഗ്)
"1. ਐਡਵਾਂਸਡ ਡੇਟਾ, 2. ਤਕਨੀਕੀ ਡਾਟਾ","1. വിപുലമായ ഡാറ്റ, 2. വിപുലമായ ഡാറ്റ"
ਤਕਨੀਕੀ ਜਾਣਕਾਰੀ ਸਿਸਟਮ,വിപുലമായ വിവര സംവിധാനം
ਐਡਵਾਂਸਡ ਟੈਕਨਾਲੋਜੀ (ਏ.ਟੀ.),അഡ്വാൻസ്ഡ് ടെക്നോളജി (AT)
ਕਾਰਵਾਈ,നടപടി
ਏਕੀਕਰਨ,സമാഹരണം
ਏਅਰਬੋਰਨ ਕੰਪਿਊਟਰ ਸਿਸਟਮ,വായുവിലൂടെയുള്ള കമ്പ്യൂട്ടർ സംവിധാനം
aldus page-make,ആൽഡസ് പേജ് മേക്ക്
ਚੇਤਾਵਨੀ ਬਾਕਸ,മുന്നറിയിപ്പ് ബോക്സ്
ਐਲਗੋਲ (ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ),അൽഗോൾ (കമ്പ്യൂട്ടർ ഭാഷ)
"1. ਐਲਗੋਰਿਦਮ, 2. ਐਲਗੋਰਿਦਮ","1. അൽഗോരിതം, 2. അൽഗോരിതം"
"1. ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ, 2. ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ","1. അൽഗോരിതം വിശകലനം, 2. അൽഗോരിതം വിശകലനം"
ਐਲਗੋਰਿਦਮ ਕੁਸ਼ਲਤਾ,അൽഗോരിതം കാര്യക്ഷമത
"1. ਏਲੀਯਾਸ, 2. ਉਪਨਾਮ, 3. ਉਰਫ","1. ഏലിയാസ്, 2. വിളിപ്പേര്, 3. അല്ലെങ്കിൽ"
ਅਲਾਈਨਮੈਂਟ,വിന്യാസം
"1. ਵੰਡ, 2. ਵੰਡ","1. വിഹിതം, 2. വിഹിതം"
"1. ਵਰਣਮਾਲਾ, 2. ਵਰਣਮਾਲਾ ਕ੍ਰਮ","1. അക്ഷരമാല, 2. അക്ഷരമാല ക്രമത്തിൽ"
ਅੱਖਰ ਅੰਕੀ,ആൽഫാന്യൂമെറിക്
"1. ਅਲਫਾਨਿਊਮੇਰਿਕ ਕੀਬੋਰਡ, 2. ਅੱਖਰ ਅੰਕੀ ਕੀਬੋਰਡ","1. ആൽഫാന്യൂമെറിക് കീബോർഡ്, 2. ആൽഫാന്യൂമെറിക് കീബോർഡ്"
ਅਲਫ਼ਾ-ਟੈਸਟਿੰਗ (ਪਹਿਲਾ ਪੱਧਰ ਦਾ ਟੈਸਟ),ആൽഫ-ടെസ്റ്റിംഗ് (ഒന്നാം ലെവൽ ടെസ്റ്റ്)
"1. ਅਲਫ਼ਾ ਸੰਸਕਰਣ, 2. ਅਲਫ਼ਾ ਫਾਰਮ","1. ആൽഫ പതിപ്പ്, 2. ആൽഫ രൂപം"
alt ਕੁੰਜੀ,alt കീ
altavista,ആൾട്ടാവിസ്റ്റ
ਬਹੁਲਤਾ,ബഹുസ്വരത
ਅਸਪਸ਼ਟ ਵਿਆਕਰਣ,അവ്യക്തമായ വ്യാകരണം
ਅਮਰੀਕਨ ਨੈਸ਼ਨਲ ਸਟੈਂਡੀਜ਼ ਇੰਸਟੀਚਿਊਟ (ANSI),അമേരിക്കൻ നാഷണൽ സ്റ്റാൻഡീസ് ഇൻസ്റ്റിറ്റ്യൂട്ട് (ANSI)
ਅਮਰੀਕਨ ਸਟੈਂਡਰਡ ਕੱਟ (ascii),അമേരിക്കൻ സ്റ്റാൻഡേർഡ് കട്ട് (ascii)
"1. ਸਮਾਨ, 2. ਐਨਾਲਾਗ","1. സാദൃശ്യം, 2. അനലോഗ്"
"1. ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ, 2. ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ","1. അനലോഗ് കമ്പ്യൂട്ടർ, 2. അനലോഗ് കമ്പ്യൂട്ടർ"
"1. ਐਨਾਲਾਗ ਯੰਤਰ, 2. ਐਨਾਲਾਗ ਜੰਤਰ","1. അനലോഗ് ഉപകരണം, 2. അനലോഗ് ഉപകരണം"
"1. ਐਨਾਲਾਗ ਮਾਡਮ, 2. ਐਨਾਲਾਗ ਮਾਡਮ","1. അനലോഗ് മോഡം, 2. അനലോഗ് മോഡം"
ਐਨਾਲਾਗ ਤੋਂ ਡਿਜੀਟਲ ਕਨਵਰਟਰ,അനലോഗ് ടു ഡിജിറ്റൽ കൺവെർട്ടർ
ਅੰਤ (ਡਿਜੀਟਲ/ਪਲੇਨ ਤਰਕ &#39;ਅਤੇ&#39; ਵਰਤਿਆ ਗਿਆ),അവസാനം (ഡിജിറ്റൽ/പ്ലെയിൻ ലോജിക് &#39;ഉം&#39; ഉപയോഗിച്ചു)
ਅੰਤ ਸਰਕਟ,അവസാന സർക്യൂട്ട്
ਅੰਤ ਗੇਟ ਅਤੇ ਗੇਟ,അവസാന ഗേറ്റും ഗേറ്റും
ਅੰਤ ਨਹੀਂ ਓਪਰੇਸ਼ਨ (ਬੇਹੱਦ),എൻഡ് അല്ല ഓപ്പറേഷൻ (ഒഴിവാക്കൽ)
"1. ਐਨੀਮੇਸ਼ਨ, 2. ਵਾਈਬ੍ਰੇਸ਼ਨ","1. ആനിമേഷൻ, 2. വൈബ്രേഷൻ"
ਨੋਟ,കുറിപ്പ്
ਅਸੰਗਤਤਾ,പൊരുത്തക്കേട്
ਪਿਛਲਾ,മുമ്പത്തെ
ਅਗਾਊਂ ਪੇਜਿੰਗ,മുൻകൂർ പേജിംഗ്
ਵਿਰੋਧੀ-ਸਮਮਿਤੀ,എതിർ-സമമിതി
ਐਂਟੀਵਾਇਰਲ ਪ੍ਰੋਗਰਾਮ,ആൻറിവൈറൽ പ്രോഗ്രാം
"1. ਐਪਲਿਟ, 2. ਐਪਲੀਕੇਸ਼ਨ","1. ആപ്ലെറ്റ്, 2. അപേക്ഷ"
ਐਪਲੀਕੇਸ਼ਨ ਡਿਵੈਲਪਰ,ആപ്ലിക്കേഷൻ ഡെവലപ്പർ
ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ,ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ്
"1. ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ, 2. ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ (API)","1. ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ്, 2. ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ് (API)"
ਐਪਲੀਕੇਸ਼ਨ ਸਾਫਟਵੇਅਰ,ആപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ
ਐਪਲੀਕੇਸ਼ਨ ਭਾਸ਼ਾ,ആപ്ലിക്കേഷൻ ഭാഷ
ਲਗਭਗ ਸਿਧਾਂਤ,ഏകദേശ തത്വം
ਬਣਤਰ,ഘടന
ਖੇਤਰ ਦਾ ਤਬਾਦਲਾ,ഫീൽഡ് കൈമാറ്റം
"1. ਪੈਰਾਮੀਟਰ, ਸੁਤੰਤਰ ਵੇਰੀਏਬਲ, 2. ਕੋਣ","1. പരാമീറ്റർ, സ്വതന്ത്ര വേരിയബിൾ, 2. ആംഗിൾ"
"1. ਅੰਕਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ, 2. ਅੰਕਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ","1. അരിത്മെറ്റിക് ആൻഡ് ലോജിക് യൂണിറ്റ്, 2. അരിത്മെറ്റിക് ആൻഡ് ലോജിക് യൂണിറ്റ്"
ਗਣਿਤ ਦੀ ਜਾਂਚ,ഗണിത പരിശോധന
ਅੰਕਗਣਿਤ ਸਥਿਰ,ഗണിത സ്ഥിരാങ്കം
ਗਣਿਤ ਡਾਟਾ,ഗണിത ഡാറ്റ
ਗਣਿਤ ਦੀ ਹਿਦਾਇਤ,ഗണിത നിർദ്ദേശം
ਗਣਿਤ ਅਤੇ ਲਾਜ਼ੀਕਲ ਯੂਨਿਟ (ALU),മാത്തമാറ്റിക്കൽ ആൻഡ് ലോജിക്കൽ യൂണിറ്റ് (ALU)
ARPA ਨੈੱਟ (RPNet),ARPA നെറ്റ് (RPNet)
ਐਰੇ,അറേ
"1. ਐਰੇ ਕੈਸ਼, 2. ਐਰੇ ਸਪੀਡ, 3. ਐਰੇ ਮੈਮੋਰੀ","1. അറേ കാഷെ, 2. അറേ വേഗത, 3. അറേ മെമ്മറി"
ਐਰੇ ਕੰਪਿਊਟਰ,അറേ കമ്പ്യൂട്ടർ
ਐਰੇ ਤੱਤ,അറേ ഘടകം
ਐਰੇ ਨਾਮ,അറേ പേര്
ਐਰੇ ਪ੍ਰੋਸੈਸਰ,അറേ പ്രോസസർ
ਤੀਰ ਕੁੰਜੀ,അമ്പടയാള കീ
ਸੰਧੀ,ഉടമ്പടി
ਜੰਕਸ਼ਨ ਬਿੰਦੂ,ജംഗ്ഷൻ പോയിന്റ്
ਨਕਲੀ ਸੰਕੁਚਿਤ,കൃത്രിമ കോംപാക്ഷൻ
ਨਕਲੀ ਕੰਟਰੋਲ,കൃത്രിമ നിയന്ത്രണം
ਨਕਲੀ ਭਾਵਨਾ,കൃത്രിമബോധം
ਮਾਊਂਟ,മൗണ്ട്
ਵਧਦੀ ਲੜੀ,ആരോഹണ തരം
ascii ਵਰਣਮਾਲਾ,ascii അക്ഷരമാല
ascii ਕੰਟਰੋਲ ਚਿੰਨ੍ਹ,ascii നിയന്ത്രണ ചിഹ്നം
ascii ਫਾਈਲ,ascii ഫയൽ
ascii ਫੌਂਟ,ascii ഫോണ്ട്
ASCII ਟ੍ਰਾਂਸਫਰ,ASCII കൈമാറ്റം
ਆਕਾਰ ਅਨੁਪਾਤ,വീക്ഷണാനുപാതം
"1. ਐਸਪੀ, 2. ਏ.ਐਸ.ਪੀ.ਆਈ","1. ആസ്പി, 2. എ.എസ്.പി.ഐ"
ਏ ਐਸ ਆਰ ਕਲਾਡ,എ എസ് ആർ കാലാട്
"1. ਯਾਦ, 2. ਅਸੈਂਬਲਿੰਗ, 3. ਇਕੱਠੇ ਕਰਨ ਲਈ","1. ഓർമ്മപ്പെടുത്തൽ, 2. കൂട്ടിച്ചേർക്കൽ, 3. കൂട്ടിച്ചേർക്കാൻ"
"1. ਅਸੈਂਬਲਰ, 2. ਯਾਦਗਾਰੀ","1. അസംബ്ലർ, 2. ഓർമ്മപ്പെടുത്തൽ"
"1. ਅਸੈਂਬਲਿੰਗ, 2. ਯਾਦ","1. അസംബ്ലിംഗ്, 2. അനുസ്മരണം"
"1. ਯਾਦਾਸ਼ਤ ਭਾਸ਼ਾ, 2. ਅਸੈਂਬਲਿੰਗ ਭਾਸ਼ਾ","1. ഓർമ്മപ്പെടുത്തൽ ഭാഷ, 2. അസംബ്ലിംഗ് ഭാഷ"
ਦ੍ਰਿੜ੍ਹਤਾ,ദൃഢനിശ്ചയം
"1. ਨਿਰਧਾਰਤ ਕੰਮ, 2. ਵੰਡ","1. നിർദ്ദിഷ്ട ജോലി, 2. വിഹിതം"
ਸਾਥੀ,കൂട്ടുകെട്ട്
ਸਹਿਯੋਗੀ ਪਤਾ,അനുബന്ധ വിലാസം
"1. ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ, 2. ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ","1. അനുബന്ധ മെമ്മറി, 2. അനുബന്ധ മെമ്മറി"
ਤਾਰਾ (* ਚਿੰਨ੍ਹ),നക്ഷത്രചിഹ്നം (* ചിഹ്നം)
ਅਸਮਿਤ,അസമമായ
"1. ਅਸਿੰਕ੍ਰੋਨਸ, 2. ਅਸਿੰਕ੍ਰੋਨਸ","1. അസമന്വിത, 2. അസമന്വിത"
ਅਸਿੰਕ੍ਰੋਨਸ ਡਿਜੀਟਲ ਸਬਸਕ੍ਰਾਈਬਰ ਲਾਈਨ (ADSL),അസിൻക്രണസ് ഡിജിറ്റൽ സബ്സ്ക്രൈബർ ലൈൻ (ADSL)
ਅਸਿੰਕ੍ਰੋਨਸ ਟਾਈਮ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਿੰਗ (ATDM),അസിൻക്രണസ് ടൈം ഡിവിഷൻ മൾട്ടിപ്ലെക്സിംഗ് (ATDM)
ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ,അസമന്വിത കൈമാറ്റം
ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ ਮੋਡ (ATM),അസിൻക്രണസ് ട്രാൻസ്ഫർ മോഡ് (എടിഎം)
"1. ਐਟਮ, 2. ਪਰਮਾਨ","1. ആറ്റം, 2. പരമൻ"
ਨੱਥੀ ਦਸਤਾਵੇਜ਼,അറ്റാച്ചുചെയ്ത പ്രമാണം
"1. ਨੱਥੀ ਫਾਈਲ/ਮਿਸਲ, 2. ਨੱਥੀ ਫਾਈਲ","1. അറ്റാച്ചുചെയ്ത ഫയൽ/മിസിൽ, 2. അറ്റാച്ചുചെയ്ത ഫയൽ"
"1. ਦੀਵਾਰ, 2. ਸੰਬੰਧਿਤ","1. എൻക്ലോഷർ, 2. അഫിലിയേറ്റഡ്"
"1. ਗੁਣ, 2. ਵਿਸ਼ੇਸ਼ਤਾ","1. പ്രോപ്പർട്ടികൾ, 2. സ്പെഷ്യാലിറ്റി"
ਸੁਣਨਯੋਗ,കേൾക്കാവുന്ന
"1. ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ, 2. ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ","1. ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്, 2. ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്"
ਖਾਤਾ ਪੁਸ਼ਟੀਕਰਨ,അക്കൗണ്ട് സ്ഥിരീകരണം
ਤਰੱਕੀ,പ്രമോഷൻ
ਸਰਟੀਫਿਕੇਸ਼ਨ ਪ੍ਰੋਟੋਕੋਲ,സർട്ടിഫിക്കേഷൻ പ്രോട്ടോക്കോൾ
ਲੇਖਕ ਵਿਧੀ,എഴുത്ത് രീതി
"1. ਅਥਾਰਟੀ, 2. ਅਥਾਰਟੀ, 3. ਟ੍ਰਿਬਿਊਨਲ","1. അധികാരം, 2. അധികാരം, 3. ട്രിബ്യൂണൽ"
ਆਟੋ ਐਬਸਟਰੈਕਟ,യാന്ത്രിക സംഗ്രഹം
"1. ਆਟੋ ਬੂਟਿੰਗ, 2. ਸਵੈ ਬੂਟ","1. ഓട്ടോ ബൂട്ടിംഗ്, 2. സ്വയം ബൂട്ട്"
ਆਟੋਕੈਡ (ਇੱਕ ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ),ഓട്ടോകാഡ് (ഒരു കമ്പ്യൂട്ടർ ഭാഷ)
ਆਟੋ ਲੌਗ-ਆਨ,യാന്ത്രിക ലോഗ്-ഓൺ
ਆਟੋਮੇਟਾ,ഓട്ടോമാറ്റ
ਆਟੋਮੈਟਾ ਥਿਊਰੀ,ഓട്ടോമാറ്റ സിദ്ധാന്തം
ਆਟੋਮੈਟਿਕ ਗਣਨਾ,ഓട്ടോമാറ്റിക് കണക്കുകൂട്ടൽ
ਆਟੋਮੈਟਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,ഓട്ടോമാറ്റിക് ഡാറ്റ പ്രോസസ്സിംഗ്
ਆਟੋਮੈਟਿਕ ਗਲਤੀ ਸੁਧਾਰ,യാന്ത്രിക പിശക് തിരുത്തൽ
ਆਟੋ ਫੰਕਸ਼ਨ,യാന്ത്രിക പ്രവർത്തനം
"1. ਆਟੋਮੈਟਿਕ ਇੰਡੈਕਸਿੰਗ, 2. ਆਟੋਮੈਟਿਕ ਸੂਚੀਕਰਨ","1. ഓട്ടോമാറ്റിക് ഇൻഡക്‌സിംഗ്, 2. യാന്ത്രിക ലിസ്റ്റിംഗ്"
ਸਵੈ-ਸੰਗ੍ਰਹਿ ਕਾਲ,യാന്ത്രിക ശേഖരണ കോൾ
"1. ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ, 2. ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ","1. ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്, 2. ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്"
"1. ਆਟੋਮੈਟਿਕ ਰਿਕਵਰੀ ਪ੍ਰੋਗਰਾਮ, 2. ਆਟੋਮੈਟਿਕ ਰਿਕਵਰੀ ਪ੍ਰੋਗਰਾਮ","1. ഓട്ടോമാറ്റിക് റിക്കവറി പ്രോഗ്രാം, 2. ഓട്ടോമാറ്റിക് റിക്കവറി പ്രോഗ്രാം"
ਆਟੋਮੈਟਿਕ ਰੁਟੀਨ,യാന്ത്രിക ദിനചര്യ
ਆਟੋਮੈਟਿਕ ਸਿਸਟਮ ਰਿਕਵਰੀ,ഓട്ടോമാറ്റിക് സിസ്റ്റം വീണ്ടെടുക്കൽ
"1. ਆਟੋਮੈਟਿਕ ਟੈਲਰ ਮਸ਼ੀਨਾਂ (ATM), 2. ਸਵੈ ਨਿਕਾਸੀ ਲਈ ਬੈਂਕ ਏ.ਟੀ.ਐਮ","1. ഓട്ടോമാറ്റിക് ടെല്ലർ മെഷീനുകൾ (എടിഎം), 2. സ്വയം പിൻവലിക്കാൻ ബാങ്ക് എ.ടി.എം"
ਆਟੋਮੇਸ਼ਨ,ഓട്ടോമേഷൻ
"1. ਆਟੋਪਲੇ, 2. ਆਟੋ ਵਾਕ","1. ഓട്ടോപ്ലേ, 2. ഓട്ടോ നടത്തം"
ਵੋਕਲਾਈਜ਼ੇਸ਼ਨ,വോക്കലൈസേഷൻ
ਸਹਾਇਕ,അസിസ്റ്റന്റ്
ਸਹਾਇਕ ਮੈਮੋਰੀ,സഹായ മെമ്മറി
ਸਹਾਇਕ ਸਟੋਰੇਜ਼,സഹായ സംഭരണം
ਉਪਲਬਧ ਸੂਚੀ,ലഭ്യമായ പട്ടിക
ਉਪਲਬਧ ਸਮਾਂ,ലഭ്യമായ സമയം
ਔਸਤ,ശരാശരി
AWK (ਇੱਕ ਕੰਪਿਊਟਰ ਕਮਾਂਡ),AWK (ഒരു കമ്പ്യൂട്ടർ കമാൻഡ്)
ਬਾਅਦ,ശേഷം
ਪੋਸਟ ਪ੍ਰੋਸੈਸਰ,പോസ്റ്റ് പ്രോസസർ
ਪਿਛਲਾ ਫੰਕਸ਼ਨ ਮਿਟਾਉਣਾ,പിൻഭാഗത്തെ പ്രവർത്തനം ഇല്ലാതാക്കൽ
ਪਿਛੋਕੜ ਦੀ ਕਾਰਵਾਈ,പശ്ചാത്തല പ്രോസസ്സിംഗ്
ਸਹਾਇਕ ਸਟੋਰ,അനുബന്ധ സ്റ്റോറുകൾ
ਵਾਪਸ ਪੈਚਿੰਗ,ബാക്ക് പാച്ചിംഗ്
"1. ਪੱਛਮ, 2. ਬੈਕਸਪੇਸ","1. പടിഞ്ഞാറ്, 2. ബാക്ക്സ്പേസ്"
ਬੈਕਟਰੈਕਿੰਗ,ബാക്ക്ട്രാക്കിംഗ്
