Bengali,Tamil
বেরিয়াম সালফেট পরীক্ষা,பேரியம் சல்பேட் சோதனை
ব্যারেজ,சரமாரி
ব্যারেট,பாரெட்
বেস,அடித்தளம்
বেস বিনিময়,அடிப்படை பரிமாற்றம்
বেস লাইন,அடிப்படை வரி
বেসমেন্ট,அடித்தளம்
বেসমেন্ট প্রাচীর,அடித்தள சுவர்
বেস প্লেট,அடித்தட்டு
"বেস প্লেট, নিয়মিত","அடிப்படை தட்டு, சரிசெய்யக்கூடியது"
বেস স্যাচুরেশন,அடிப்படை செறிவு
বেসয়েড,பாசாய்டு
ব্যাট,வௌவால்
স্নান এবং WC,பாத் மற்றும் WC
ব্যাটার পেগ,இடி ஆப்பு
ব্যাটার পিয়ার,பேட்டர் பையர்
ব্যাটারের নিয়ম,பேட்டர் விதி
বাল্ক (বাল্ক),பால்க் (பால்க்)
বে,விரிகுடா
বহনকারী,தாங்குபவர்
ভারবহন ক্ষমতা,தாங்கும் திறன்
ভারবহন গাদা,தாங்கும் பைல்
ভারবহন স্তর,தாங்கி அடுக்கு
বিছানা,படுக்கை
বেডিং প্লেন,படுக்கை விமானம்
বেড জয়েন্ট,படுக்கை கூட்டு
বিছানা শিলা,படுக்கை பாறை
শয়নকক্ষ,படுக்கை அறை
মোম,தேன் மெழுகு
বেল বক্স,மணி பெட்டி
বেলিং বালতি,பெல்லிங் வாளி
বেলোফ্রাম,பெல்லோஃப்ராம்
বেঞ্চড ফাউন্ডেশন,பெஞ்ச் அடித்தளம்
বেঞ্চিং,பெஞ்சிங்
মাপকাঠি,பெஞ்ச் மார்க்
বেনিফিট খরচ বিশ্লেষণ,நன்மை செலவு பகுப்பாய்வு
বারম,பெர்ம்
বেভেলড ক্লোজার,வளைந்த மூடல்
"বি-দিগন্ত,&quot;বি-","பி-ஹரைசன்,&quot;பி-"
বিয়াট,பயாட்
বাইন্ডার,பைண்டர்
বাঁধাই উপাদান,பிணைப்பு பொருள்
বায়োটের তত্ত্ব,பயோட்டின் கோட்பாடு
বিটুমেন,பிடுமின்
কালো তুলার মাটি,கருப்பு பருத்தி மண்
কালো পৃথিবী,கருப்பு பூமி
কালো টার্ফ মাটি,கருப்பு தரை மண்
ব্লেড,கத்தி
ব্লাস্ট ফার্নেস স্ল্যাগ সিমেন্ট,ஊது உலை கசடு சிமெண்ட்
অবরুদ্ধ কাঠামো,தடுப்பு அமைப்பு
বগি প্রতিরোধ,போகி எதிர்ப்பு
বগ-লোহা আকরিক,போக்-இரும்பு தாது
বন্ধন,பத்திரம்
বন্ডেড সদস্য,பிணைக்கப்பட்ட உறுப்பினர்
বন্ধন পোস্ট উত্তেজনা,பிணைக்கப்பட்ட பிந்தைய பதற்றம்
বন্ড পাথর,பத்திர கல்
আবদ্ধ জল,கட்டுப்பட்ட நீர்
বক্স নর্দমা,பெட்டி சாக்கடை
বন্ধনী,பிரேஸ்
ইট-অন-এজ,விளிம்பில் செங்கல்
লাগাম,கடிவாளம்
উজ্জ্বলতা,பிரகாசம்
বাদামী মাটি,பழுப்பு மண்
বিল্ডিং,கட்டிடம்
বিল্ডিং সার্ভেয়ার,கட்டிட சர்வேயர்
বাফার,தாங்கல்
বাফার বক্ররেখা,தாங்கல் வளைவு
বাফারিং,தாங்கல்
বাফার ক্ষমতা,தாங்கல் திறன்
বান্দর,பண்டர்
বাট্রেস,பட்டர்ஸ்
সি-দিগন্ত,சி-அடிவானம்
তারের,கேபிள்
তারের ছাঁচনির্মাণ,கேபிள் மோல்டிங்
ক্যাবলিং,கேபிளிங்
কেবিন,அறை
কেবিন হুক,கேபின் ஹூக்
মন্ত্রিসভা,மந்திரி சபை
ক্যাবল্টের পদত্যাগ,கபோல்ட் வெளியேறினார்
ক্যাফেটারিয়া,சிற்றுண்டியகம்
খাঁচা,கூண்டு
খাঁচা নির্মাণ,கூண்டு கட்டுமானம்
কেইনের সূত্র,கெய்னின் சூத்திரம்
কাইসন,கெய்சன்
ক্যাসন রোগ,கெய்சன் நோய்
ক্যাসন ফাউন্ডেশন,கெய்சன் அடித்தளம்
Caisson pile,கெய்சன் குவியல்
চুনযুক্ত ইট,சுண்ணாம்பு செங்கல்
চুনযুক্ত কাদামাটি,சுண்ணாம்பு களிமண்
চুনযুক্ত ভূত্বক,சுண்ணாம்பு மேலோடு
ক্যালসিফিকেশন,கால்சிஃபிகேஷன்
ক্যালসিনেশন,கால்சினேஷன்
ক্যালসিন,கால்சின்
ক্যালসাইট,கால்சைட்
ক্যালসিয়াম-অ্যালুমিনেট সিমেন্ট,கால்சியம்-அலுமினேட் சிமெண்ட்
ক্যালসিয়াম-সিলিকেট ইট,கால்சியம்-சிலிகேட் செங்கல்
ক্যালসিয়াম-সিলিকেট হাইড্রেট,கால்சியம்-சிலிகேட் ஹைட்ரேட்
ক্যালিছে,கலிச்சே
ক্যালিফোর্নিয়া ভারবহন অনুপাত,கலிபோர்னியா தாங்கி விகிதம்
ক্যালিপার,காலிபர்
ক্যালোরিমিটার,கலோரிமீட்டர்
ক্যাম্বার,கேம்பர்
খাল,கால்வாய்
ক্যানোপি,விதானம்
ক্যান্টিলিভার ফুটিং,கான்டிலீவர் அடிவாரம்
ক্যাপ,தொப்பி
ক্ষমতা,திறன்
আইল ট্র্যাকের ক্ষমতা,ஆயில் பாதையின் திறன்
ক্যাপ তারের,தொப்பி கேபிள்
কৈশিকতা,கேபிலரிட்டி
কৈশিক বিরতি,தந்துகி முறிவு
কৈশিক প্রবাহ,தந்துகி ஓட்டம்
কৈশিক আর্দ্রতা বা কৈশিক জল,தந்துகி ஈரப்பதம் அல்லது தந்துகி நீர்
কৈশিক ছিদ্র স্থান,தந்துகி துளை இடம்
কৈশিক ছিদ্র,கேபிலரி போரோசிட்டி
কৈশিক স্থান,தந்துகி வெளி
ক্যাপচার বেগ,பிடிப்பு வேகம்
কার্বনেশন,கார்பனேற்றம்
কার্বন কালো,கார்பன் கருப்பு
কাস্টবল অবাধ্য,காஸ்ட்பிள் பயனற்ற
কাস্ট-ইন-প্লেস বা কাস্ট-ইন-সিটু,காஸ்ட்-இன்-பிளேஸ் அல்லது காஸ்ட்-இன்-சிட்டு
কাস্ট-ইন-প্লেস গাদা,காஸ்ட்-இன்-பிளேஸ் பைல்
ক্যাস্টর,ஆமணக்கு
ঢালাই পাথর,வார்ப்பு கல்
প্রভাবক,வினையூக்கி
ক্যাটেনা,கேட்டனா
বিড়ালের মুখ,பூனை முகம்
বিড়ালের মাথা,பூனை தலை
ক্যাটান,கேஷன்
বিড়াল হাঁটা,பூனை நடை
গহ্বরের ক্ষতি,குழிவுறுதல் சேதம்
সেলাইট,செலைட்
সেলুলার কংক্রিট,செல்லுலார் கான்கிரீட்
সেলুলার নির্মাণ,செல்லுலார் கட்டுமானம்
সিমেন্ট,சிமெண்ட்
"সিমেন্ট, বিটুমিনাস","சிமெண்ட், பிட்மினஸ்"
"সিমেন্ট, উচ্চ শক্তি","சிமெண்ட், அதிக வலிமை"
"সিমেন্ট, জলবাহী","சிமெண்ட், ஹைட்ராலிக்"
"সিমেন্ট, কম তাপ","சிமெண்ட், குறைந்த வெப்பம்"
"সিমেন্ট, রাজমিস্ত্রি","சிமெண்ட், கொத்து"
"সিমেন্ট, প্রাকৃতিক","சிமெண்ட், இயற்கை"
"সিমেন্ট, পোর্টল্যান্ড","சிமெண்ட், போர்ட்லேண்ட்"
"সিমেন্ট, পোর্টল্যান্ড ব্লাস্ট ফার্নেস স্ল্যাগ","சிமெண்ட், போர்ட்லேண்ட் பிளாஸ்ட் ஃபர்னேஸ் ஸ்லாக்"
"সিমেন্ট, পোর্টল্যান্ড পোজোলান","சிமெண்ட், போர்ட்லேண்ட் போஸோலன்"
"সিমেন্ট, স্ল্যাগ","சிமெண்ட், கசடு"
"সিমেন্ট, সালফেট প্রতিরোধী","சிமெண்ட், சல்பேட் எதிர்ப்பு"
"সিমেন্ট, সুপার সালফেটেড","சிமெண்ட், சூப்பர் சல்பேட்"
"সিমেন্ট, সাদা","சிமெண்ட், வெள்ளை"
সিমেন্ট-সমষ্টি অনুপাত,சிமெண்ட்-மொத்த விகிதம்
সিমেন্ট সামগ্রী,சிமெண்ட் உள்ளடக்கம்
সিমেন্ট জেল,சிமெண்ட் ஜெல்
সিমেন্টের বন্দুক,சிமெண்ட் துப்பாக்கி
সিমেন্টের ভাটা,சிமெண்ட் சூளை
সিমেন্ট পেইন্ট,சிமெண்ட் பெயிண்ட்
সিমেন্ট প্লাস্টার,சிமெண்ட் பூச்சு
সিমেন্ট শিলা,சிமெண்ட் பாறை
সিমেন্ট স্লারি,சிமெண்ட் குழம்பு
সিমেন্ট স্টোরেজ,சிமெண்ட் சேமிப்பு
সিমেন্টেশন প্রক্রিয়া,சிமெண்டேஷன் செயல்முறை
কেন্দ্রীভূত করা,மையப்படுத்துதல்
সেন্টারিং এবং শাটারিং,மையப்படுத்துதல் மற்றும் மூடுதல்
কেন্দ্রীয় মিশ্র কংক্রিট,மத்திய கலப்பு கான்கிரீட்
কেন্দ্রীয় মিশুক,மத்திய கலவை
কেন্দ্রাতিগ পাখা,மையவிலக்கு விசிறி
চক,சுண்ணாம்பு
চেম্ফার,சேம்ஃபர்
চেম্ফার ফালা,சேம்பர் துண்டு
চ্যানেল বিম,சேனல் கற்றை
চরিত্রগত লোড,சிறப்பியல்பு சுமை
চারিত্রিক শক্তি,பண்பு வலிமை
বন্ধ চার্জ,சார்ஜ் ஆஃப்
চার্জিং,சார்ஜ் செய்கிறது
চেক করা হচ্ছে,சரிபார்க்கிறது
রাসায়নিক বন্ধন,இரசாயன பிணைப்பு
চেরনোজেম,செர்னோசெம்
চেস্টনাট মাটি,கஷ்கொட்டை மண்
চিমনি নর্দমা,புகைபோக்கி சாக்கடை
চিপ বোর্ড,சிப் போர்டு
চিপিং,சிப்பிங்
চিপস,சீவல்கள்
চুট,சரிவு
শ্রেণী (কংক্রিটের),வகுப்பு (கான்கிரீட்)
কাদামাটি,களிமண்
কাদামাটি বিষয়বস্তু,களிமண் உள்ளடக்கம்
মাটির প্যান,களிமண் பான்
পরিস্কার করা,சுத்தம் செய்
পরিষ্কার কর,சுத்தம் செய்
ক্লিট,கிளீட்
ক্লিঙ্কার,கிளிங்கர்
ক্লিপ,கிளிப்
জমাট বাঁধা,உறைதல்
মোটা সমষ্টি,கரடுமுரடான மொத்த
মোটা দানাদার মাটি,கரடுமுரடான தானிய மண்
কোট,கோட்
কফার বাঁধ,காஃபர் அணை
সংহতি,ஒருங்கிணைப்பு
কলয়েড,கொலாய்டு
কোলয়েডাল আর্দ্রতা সমতুল্য অনুপাত,கூழ் ஈரப்பதம் சமமான விகிதம்
কলয়েডাল সিস্টেম,கூழ் அமைப்பு
কোলুভিয়াল মাটি,கொலுவல் மண்
কলাম,நெடுவரிசை
কম্বড ফিনিস,சீப்பு பூச்சு
সম্মিলিত পাদদেশ,இணைந்த அடி
মিলিত জল,ஒருங்கிணைந்த நீர்
বৈঠকখানা,பொதுவான அறை
সমাপনী সনদ,நிறைவு சான்றிதழ்
উপাদান বর্গক্ষেত্র,கூறு சதுரம்
কংক্রিট,கான்கிரீட்
কংক্রিশন,கான்கிரீட்
একত্রিত হার/সমতল হার,ஒருங்கிணைந்த விகிதம்/தட்டை விகிதம்
দূষক,அசுத்தங்கள்
আলকোভ রান্না করা,அல்கோவ் சமையல்
মোকাবিলা করা,சமாளிப்பது
করবেল,கோர்பெல்
কার্নিস,கார்னிஸ்
কাপলার,இணைப்பான்
"যুগল, দ্বিগুণ","கப்லர், இரட்டை"
"কাপলার, পুটলগ","கப்லர், புட்லாக்"
"কাপলার, সুইভেল","இணைப்பு, சுழல்"
কোর্স,பாடநெறி
র্যান্ডম ধ্বংসস্তূপ রাজমিস্ত্রি কোর্স করা,சீரற்ற இடிந்த கொத்து
ঢাকা এলাকা,மூடப்பட்ட பகுதி
হামাগুড়ি,தவழும்
ক্রীপ সহগ,க்ரீப் குணகம்
ক্রোটোভাইন,குரோடோவின்
কাকের পা,காக்கை கால்
চূর্ণবিচূর্ণ গঠন,நொறுக்குத் தீனி அமைப்பு
প্রতিবন্ধক,கட்டுப்படுத்து
কারেন্ট,தற்போதைய
বক্ররেখা প্রতিরোধের,வளைவு எதிர்ப்பு
স্যাঁতসেঁতে প্রুফ কোর্স,ஈரப்பதம் இல்லாத பாடநெறி
সমাপ্তির তারিখ,நிறைவு தேதி
মৃত লোড,நிலைச்சுமை
মরা জল,இறந்த நீர்
ডেসিবেল,டெசிபல்
ডিফ্লোকুলেশন,டிஃப்ளோகுலேஷன்
বায়ুচলাচল বা বায়ু স্থান অনুপাত ডিগ্রী,காற்றோட்டம் அல்லது காற்று விண்வெளி விகிதம்
সমষ্টির ডিগ্রি,திரட்டல் பட்டம்
বিচ্ছুরণ ডিগ্রী,சிதறல் பட்டம்
স্যাচুরেশন ডিগ্রী,செறிவூட்டல் பட்டம்
ঘনত্ব,அடர்த்தி
মরুভূমির ফুটপাথ,பாலைவன நடைபாதை
মরুভূমির মাটি,பாலைவன மண்
বিস্তারিত,விவரங்கள்
উন্নয়নের সময়কাল,வளர்ச்சி காலம்
ডি-দিগন্ত,டி-அடிவானம்
তির্যক বন্ধন,மூலைவிட்ட பிணைப்பு
ডায়াগ্রাম,வரைபடம்
ডিজিটাল ডক,டிஜிட்டல் டாக்
পার্থক্য জলের হার,வேறுபட்ட நீர் விகிதம்
পাতলা বায়ুচলাচল,நீர்த்த காற்றோட்டம்
ডিলুভিয়াম,டிலுவியம்
খাবার কক্ষ,சாப்பிடும் அல்லது உணவருந்தும் அறை
দিকনির্দেশনা পেগ,திசை ஆப்பு
বিচ্ছুরণ,சிதறல்
ডিস্টেম্পার,டிஸ்டெம்பர்
ডক,கப்பல்துறை
দরজা,கதவு
ডর্মার,டார்மர்
ডর্মার চেক,டார்மர் சோதனை
ডাবল ফ্লেমিশ বন্ড,இரட்டை சதை பிணைப்பு
ডবল লেয়ার,இரட்டை அடுக்கு
দোয়েল,டோவல்
অঙ্কন বোর্ড,வரைதல் பலகை
বৈঠকখানা,வரைதல் அறை
প্রবাহ,சறுக்கல்
শুকনো বাল্বের তাপমাত্রা,உலர் குமிழ் வெப்பநிலை
শুকনো ডক,உலர் கப்பல்துறை
শুকনো রাবার রাজমিস্ত্রি,உலர் ரப்பர் கொத்து
ডাচ বন্ড,டச்சு பத்திரம்
বামন প্রাচীর,குள்ள சுவர்
বাস ইউনিট,குடியிருப்பு அலகு
ইভ,ஈவ்
ইভস নর্দমা,ஈவ்ஸ் சாக்கடை
অর্থনৈতিক সম্ভাব্যতা,பொருளாதார சாத்தியம்
এক্টোডাইনামরফিক মাটি,எக்டோடைனமார்பிக் மண்
এডি,எட்டி
কার্যকরী আকার,பயனுள்ள அளவு
প্রস্ফুটিত,மலர்ச்சி
বর্জ্য,கழிவுநீர்
উচ্চতা,உயரம்
ইলুভিয়েশন,எலுவியேஷன்
এলুভিয়াম,எலுவியம்
এন্ডোডাইনামরফিক মাটি,எண்டோடைனமார்பிக் மண்
ইঞ্জিনিয়ারিং সম্ভাব্যতা,பொறியியல் சாத்தியம்
ইংরেজি বন্ড,ஆங்கில பத்திரம்
ইংরেজি বাগান প্রাচীর বন্ধন,ஆங்கில தோட்ட சுவர் பத்திரம்
"EPM (প্রতি মিলিয়নের সমতুল্য),&quot;","EPM (ஒரு மில்லியனுக்கு சமம்),&quot;"
সমান ওজন,சமமான எடை
অর্গ,எ.கா
বিনিময়যোগ্য,மாற்றத்தக்கது
বিনিময়যোগ্য অম্লতা,மாற்றக்கூடிய அமிலத்தன்மை
বিনিময়যোগ্য সোডিয়াম শতাংশ (ESP),மாற்றக்கூடிய சோடியம் சதவீதம் (ESP)
ই এস পি,ஈ.எஸ்.பி.
এক্সচেঞ্জ অ্যাসিডিটি,பரிமாற்ற அமிலத்தன்மை
এক্সচেঞ্জ কমপ্লেক্স,பரிமாற்ற வளாகம்
নিষ্কাশন,வெளியேற்ற
উন্মুক্ত ফিনিস,வெளிப்பட்ட பூச்சு
আই,கண்
ভুরু,கண் புருவம்
সম্মুখ,எதிர்கொள்ளும்
বন্ড সম্মুখীন,எதிர்கொள்ளும் பிணைப்பு
নিরাপত্তার ফ্যাক্টর,பாதுகாப்பு காரணி
পতন,வீழ்ச்சி
ফেসিয়া,ஃபேசியா
ফেসিয়া বোর্ড,முக பலகை
দোষ,தவறு
মাঠের আর্দ্রতা,வயல் ஈரப்பதம்
চূড়ান্ত আর্দ্রতা সমতুল্য,இறுதி ஈரப்பதம் சமம்
ফিলেট (মর্টার),ஃபில்லட் (மோட்டார்)
চূড়ান্ত,இறுதி
চূড়ান্ত পরিমাপ,இறுதி அளவீடு
চূড়ান্ত অর্থপ্রদান,இறுதி கட்டணம்
চূড়ান্ত প্রাক চাপ,இறுதி முன் மன அழுத்தம்
চূড়ান্ত উত্তেজনা,இறுதி பதற்றம்
আর্থিক সম্ভাব্যতা,நிதி சாத்தியம்
সূক্ষ্ম সমষ্টি,நேர்த்தியான மொத்த
ফিসার্ড শিলা,பிளவுபட்ட பாறை
পতাকা পাথর,கொடி கல்
ফ্লেমিশ বন্ড,பிளெமிஷ் பிணைப்பு
ঝলকানি,ஒளிரும்
চটকদার স্রোত,பளிச்சிடும் ஓடை
সমতল ছাদ,தட்டையான கூரை
ফ্লেচে,Fleche
ফ্লেমিশ গার্ডেন ওয়াল বন্ড,பிளெமிஷ் தோட்ட சுவர் பிணைப்பு
চকমকি,பிளின்ட்
চকমকি দেয়াল,பிளின்ட் சுவர்
ভাসমান মেঝে,மிதக்கும் தளம்
ফ্লোকুলেশন,ஃப்ளோக்குலேஷன்
ফ্লোকুলেশন সীমা,ஃப்ளோகுலேஷன் வரம்பு
ফ্লোকুলেশন অনুপাত,ஃப்ளோகுலேஷன் விகிதம்
ফ্লোকুলস,ஃப்ளோக்குல்ஸ்
মেঝে,தரை
মেঝে সিল,மாடி முத்திரை
প্রবাহ,ஓட்டம்
ওঠানামা,ஏற்ற இறக்கம்
ফুটিং,காலடி
ফাউন্ডেশন,அறக்கட்டளை
ফ্রি ফল ব্যারো টপিং মিক্সার,இலவச வீழ்ச்சி பாரோ டாப்பிங் மிக்சர்
ফ্রি ফল মিক্সার (ড্রাম টাইপ),இலவச வீழ்ச்சி கலவை (டிரம் வகை)
বিনামূল্যে পাথর,இலவச கல்
ফ্রেশেট,புதியது
ঘর্ষণ গাদা,உராய்வு குவியல்
ব্যাঙ,தவளை
গ্যাবল,கேபிள்
গ্যাবলেট,கேப்லெட்
গ্যাম্বেলের ছাদ,சூதாட்ட கூரை
গেজ,அளவீடு
পরিমাপক বিভাগ,அளவிடும் பிரிவு
গেজিং স্টেশন,அளவிடும் நிலையம்
সাধারণ অবস্থান পরিকল্পনা,பொதுவான இருப்பிடத் திட்டம்
সাধারণ বায়ুচলাচল,பொது காற்றோட்டம்
G দিগন্ত বা gley দিগন্ত,G அடிவானம் அல்லது gley அடிவானம்
হিমবাহ পর্যন্ত,வரை பனிப்பாறை
জিনিস,Gneiss
গুডস ইয়ার্ড,பொருட்கள் முற்றம்
গ্রেডিয়েন্ট প্রতিরোধ,சாய்வு எதிர்ப்பு
গ্রানাইট,கிரானைட்
দানাদার গঠন,சிறுமணி அமைப்பு
দানাদার,குருணையாக்கம்
কণিকা,சிறுமணி
মহাকর্ষীয় জল মুক্ত জল,ஈர்ப்பு நீர் இல்லாத நீர்
গ্র্যাভিটেশনাল ইয়ার্ড,ஈர்ப்பு முற்றம்
মহান মাটি গ্রুপ,பெரிய மண் குழு
গ্রিলেজ ফাউন্ডেশন,கிரில்லேஜ் அடித்தளம்
স্থল হাত ছাঁচনির্মাণ,தரையில் கை மோல்டிங்
দলবদ্ধ ডক,குழுவாக்கப்பட்ட கப்பல்துறை
গ্রুপ হাউজিং,குழு வீடுகள்
অতিথি কক্ষ,விருந்தினர் அறை
নর্দমা,சாக்கடை
নর্দমা বহনকারী,சாக்கடை சுமப்பவர்
গটার চেক,கால்வாய் சோதனை
হাতুড়ি ড্রেসিং,சுத்தி அலங்காரம்
হারবার,துறைமுகம்
আশ্রয়ের পোতাশ্রয়,புகலிடத் துறைமுகம்
শক্ত প্যান,கடினமான பான்
হেডার,தலைப்பு
হেডার বন্ড,தலைப்பு பத்திரம்
হেডার কোর্স,தலைப்பு பாடநெறி
হেড গেটের গঠন,தலை வாயில் அமைப்பு
খালের প্রধান,கால்வாயின் தலைவர்
হেড রেগুলেটর,தலைமை சீராக்கி
হেরিং হাড়ের বন্ধন,ஹெர்ரிங் எலும்பு பிணைப்பு
হার্টিং,இதயம்
ভিজানোর তাপ,ஈரமாக்கும் வெப்பம்
উচ্চ অ্যালুমিনা সিমেন্ট,உயர் அலுமினா சிமெண்ட்
নিতম্ব,இடுப்பு
হিপ ক্যাপিং,ஹிப் கேப்பிங்
নিতম্বের শেষ,இடுப்பு முனை
ঘোমটা,ஹூட்
হুড ছাঁচনির্মাণ,ஹூட் மோல்டிங்
হুকের আইন,ஹூக்கின் சட்டம்
হুপ লোহা,வளைய இரும்பு
দিগন্ত,அடிவானம்
আর্দ্রতা,ஈரப்பதமாக்குதல்
"আর্দ্রতা, পরম","ஈரப்பதம், முழுமையானது"
"আর্দ্রতা, আপেক্ষিক","ஈரப்பதம், உறவினர்"
হাম্প ইয়ার্ড,ஹம்ப் யார்டு
জলবাহী চাপ,ஹைட்ராலிக் அழுத்தம்
হাইড্রেশন,நீரேற்றம்
হাইড্রোলাইসিস,நீராற்பகுப்பு
হাইড্রোলাইটিক অ্যাসিডিটি,ஹைட்ரோலைடிக் அமிலத்தன்மை
হাইড্রোমরফিক মাটি,ஹைட்ரோமார்பிக் மண்
হাইড্রোফিলিক কলয়েড,ஹைட்ரோஃபிலிக் கொலாய்டு
হাইড্রোফোবিক কলয়েড,ஹைட்ரோபோபிக் கொலாய்டு
হাইড্রোস্ট্যাটিক চাপ অনুপাত,ஹைட்ரோஸ்டேடிக் அழுத்தம் விகிதம்
হাইগ্রোস্ক্যাপটিক সহগ,ஹைக்ரோஸ்காப்டிக் குணகம்
হাইগ্রোস্কোপিক আর্দ্রতা,ஹைக்ரோஸ்கோபிக் ஈரப்பதம்
হাইড্রোস্কোপিসিটি,ஹைட்ரோஸ்கோபிசிட்டி
হাইগ্রোস্কোপিক আর্দ্রতা,ஹைக்ரோஸ்கோபிக் ஈரப்பதம்
হাইপারবারিক চেম্বার,ஹைபர்பேரிக் அறை
হাইপারস্ট্যাটিক ফ্রেম,ஹைப்பர்ஸ்டேடிக் சட்டகம்
হাইপসোমিটার,ஹைப்சோமீட்டர்
আলোকসজ্জা,வெளிச்சம்
ইমবিবেশন আর্দ্রতা,உட்புகுதல் ஈரப்பதம்
অপরিণত মাটি,முதிர்ச்சியடையாத மண்
জব্দ ডক,சிறைபிடிக்கப்பட்ட கப்பல்துறை
ভূমি রাজস্ব বৃদ্ধি,நில வருவாய் அதிகரிப்பு
স্বাধীন ভারা,சுதந்திர சாரக்கட்டு
নিমজ্জিত,உள்வாங்கப்பட்டது
প্রাথমিক prestress,ஆரம்ப அழுத்த அழுத்தம்
প্রাথমিক উত্তেজনা,ஆரம்ப பதற்றம்
অভ্যন্তরীণ জলপথ বন্দর,உள்நாட்டு நீர்வழி துறைமுகம்
অন্তরক বোর্ড,காப்பு பலகை
মধ্যবর্তী বন্দর,இடைநிலை துறைமுகம்
অভ্যন্তরীণ ঘর্ষণ,உள் உராய்வு
ইন্ট্রাজোনাল মাটি,உள் மண்டல மண்
অয়ন,அயன்
আয়ন বিনিময়,அயன் பரிமாற்றம்
লোহার প্যান,இரும்பு சட்டி
সেচ সম্পন্ন ভূমি,பாசன நிலம்
সেচ,நீர்ப்பாசனம்
সেচ সেস,பாசன செஸ்
জাম্ব,ஜம்ப்
জগল,தள்ளாட்டம்
জগল পিন,ஜாக்கிள் முள்
জুল,ஜூல்
জাম্পার,குதிப்பவர்
কিলোগ্রাম,கிலோகிராம்
কিলোগ্রাম বল,கிலோகிராம் படை
কিলোগ্রাম ফোর্স মিটার,கிலோகிராம் விசை மீட்டர்
কিলোওয়াট ঘন্টা,கிலோவாட் மணி
রাজা বন্ধ,கிங் மூடல்
রান্নাঘর,சமையலறை
জরিযুক্ত কলাম,லேஸ்டு நெடுவரிசை
ল্যাগিং,பின்னடைவு
ল্যামেলা মূল,லமெல்லா வேர்
লেমিনার প্রবাহ,லேமினார் ஓட்டம்
বাতির গর্ত,விளக்கு துளை
ভূ - বিস্তৃতি,நிலப் பெருக்கம்
ল্যান্ড স্লাইডিং,நில சறுக்கல்
ল্যাটেরাইট,லேட்டரைட்
ল্যাটেরাইট মাটি,லேட்டரைட் மண்
বড় সংখ্যার আইন,பெரிய எண்களின் சட்டம்
বিন্যাস পরিকল্পনা,தளவமைப்பு திட்டம்
খাতা,பேரேடு
চুন প্যান,சுண்ணாம்பு பான்
