Bengali,Hindi
অ্যাকোনিটাম,ऐकोनिटम
অ্যাকর্ন কৃমি,"एकॉर्न कृमि, बंजुक कृमि"
অ্যাকোস্টিক জোনিং,"ध्वानिक मंडलन, ध्वानिक जोननिर्माण"
অর্জিত চরিত্র,उपार्जित लक्षण
অনাক্রম্যতা অর্জিত,उपार्जित प्रतिरक्षा
অর্জিত ইমিউনো ঘাটতি সিন্ড্রোম (এইডস),उपार्जित प्रतिरक्षा न्यूनता संलक्षण (एड्स)
অ্যাক্রানিয়া,ऐक्रैनिया
অ্যাক্রিডিন ডাই,एक्रिडीन रंजक
অ্যাক্রোসেন্ট্রিক,अग्रकेंद्री
অ্যাক্রোমিয়ন,अंसकूट
অ্যাক্রোপেটাল সিকোয়েন্স,अग्राभिसारी अनुक्रम
অ্যাক্রোপেটাল অর্ডার,अग्राभिसारी क्रम
অ্যাক্রোসিন,एक्रोसिन
অ্যাক্টিন,ऐक्टिन
অ্যাক্টিনের মতো প্রোটিন,ऐक्टिन-सम प्रोटीन
অ্যাক্টিনোমর্ফিক,त्रिज्यासममित
অ্যাক্টিনোমাইসেটস,एक्टिनोमाइसिटीज
কর্ম সম্ভাব্য,क्रिया विभव
সক্রিয় কর্দম,सक्रियित आपंक
সক্রিয় স্ল্যাজ ফ্লক,सक्रियित आपंक फ्लॉक
অ্যাক্টিভেশন শক্তি,सक्रियण ऊर्जा
সক্রিয় শোষণ,सक्रिय अवशोषण
সক্রিয় অনাক্রম্যতা,सक्रिय प्रतिरक्षा
সক্রিয় বিকিরণ,सक्रिय विकिरण
সক্রিয় সাইট,सक्रिय स्थल
অ্যাক্টিভিন,ऐक्टिविन
একুমিনেট,लंबाग्र
অ্যাডামসিয়া,ऐडैम्सिया
অভিযোজনযোগ্যতা,अनुकूलनशीलता
অভিযোজন,अनुकूलन
হালকা শাসনের সাথে অভিযোজন,प्रकाश प्रवृत्ति के प्रति अनुकूलन
জলের ঘাটতির সাথে অভিযোজন,जलाभाव के प्रति अनुकूलन
অভিযোজিত বৈশিষ্ট্য,अनुकूली (अभि) लक्षण
অভিযোজিত অনাক্রম্যতা,अनुकूली प्रतिरक्षा
অভিযোজিত বিকিরণ,अनुकूली विकिरण
অভিযোজিত বৈশিষ্ট্য,अनुकूली विशेषक
অ্যাড্যাক্সিয়াল পৃষ্ঠ,अभ्यक्ष पृष्ठ
আসক্তিজনিত ব্যাধি,व्यसनी विकार
অ্যাডেনিন,ऐडेनीन
অ্যাডেনোকোর্টিকোট্রপিন,ऐडिनोकॉर्टिकोट्रॉपिन
অ্যাডেনোহাইপোফাইসিস,ऐडेनोहाइपोफाइसिस
অ্যাডেনোসিন ডিফোসফেট,ऐडेनोसिन डाइफास्फेट
অ্যাডেনোসিন ডায়ামিনেজ,ऐडेनोसिन डीएमीनेज
অ্যাডেনোসিন মনোফসফেট,ऐडेनोसिन मोनोफॉस्फेट
অ্যাডেনোসিন ট্রাইফোসফেট (এটিপি),ऐडेनोसिन ट्राइफॉस्फेट
অ্যাডিনলেট সাইক্লাস,एडेनिलेट साइक्लेज
আঠালো শক্তি,आसंजी बल
Adipate,ऐडिपेट
অ্যাডিপোকাইট (ফ্যাট সেল),वसाणु (वसा कोशिका)
মেদ কলা,वसा ऊतक
অ্যাডনেট,संलग्न
সংলগ্ন সম্প্রদায়,संलग्न समुदाय
অ্যাড্রিনাল,अधिवृक्क
অ্যাড্রিনাল গ্রন্থি,अधिवृक्क ग्रंथि
অ্যাড্রেনোকোর্টিকোট্রপিক হরমোন (এসিটিএইচ),एड्रिनोकॉर्टिकोट्रॉपिक हॉर्मोन
অ্যাড্রেনোকোর্টিকোট্রপিক রিলিজিং হরমোন (ACTRH),एड्रिनोकॉर्टिकोट्रॉपिक निर्मोचक हार्मोन
Adsorbent,अधिशोषक
শোষণ,अधिशोषण
উন্নত কর্ডেট,उन्नत कशेरुकी
সুবিধাজনক মিউটেশন,लाभकारी उत्परिवर्तन
অ্যাডভেন্টিয়াল,बाह्य कंचुक
অ্যাডভেনটিয়াস রুট,अपस्थानिक जड़
বিরূপ প্রভাব,प्रतिकूल प्रभाव
এডেস,ईडीज
সংস্কৃতি বায়ুচালনা,संवर्ध-वातन
এরিচাইমা,वायूतक
এরিয়াল,"वायव (वि.), एरियल (सं.)"
বায়বীয় মূল,वायव जड़
এরিয়াল শ্যুট,वायव प्ररोह
বায়ুজীবী শ্বসন,वायु श्वसन
বায়ুজীবী শ্বসন,ऑक्सी श्वसन
নান্দনিকতা,सौंदर्यबोध
এ্যাস্টিভেশন,पुष्पदल विन्यास
এ্যাস্টিভেশন,ग्रीष्मनिष्क्रियता
Afferent,अभिवाही
অ্যাফিনিটি ক্রোমাটোগ্রাফি,बंधुता वर्णलेखन
ক্ষতিগ্রস্থ অঙ্গ,ग्रसित अंग
Afforastation,वनरोपण
আগামোস্পার্মি,अनिषेकबीजता
আগর,ऐगार
আগারোজ,ऐगेरोस
আগারোজ জেল এ্যালেট্রোফোরেসিস,ऐगेरोस जेल वैद्युतकण संचलन
আগারোজ পলিমার জেল,एगेरोस बहुलक जेल
আগস্ট,एगास्ट
আগাভা,अगेव
বয়স বিতরণ,आयु अनुसार वितरण
বয়স পিরামিড,आयु पिरैमिड
আগ্রাসন,आश्लेषण
সমষ্টি,पुंज
ফলিকেলের সমষ্টি,पुटक पुंज
ফলিকেলের সমষ্টি,पुटक समुच्चय
সমষ্টি,"समुच्चय, समुच्चयन"
আগ্রাসন,आक्रामकता
আন্দোলনকারী সিস্টেম,प्रक्षोभक तंत्र
অগ্নিথা,ऐग्नेथा
আগৌটি,अगूटी
অ্যাগ্রানাল ক্লোরোপ্লাস্ট,ग्रेना-रहित हरितलवक
অ্যাগ্রানুলার,"अकणकीय, रवाहीन"
অ্যাগ্রানুলোকাইট,अकणिकाणु
কৃষি,"कृषि, खेती"
কৃষি,कृषिवानिकी
অ্যাগ্রোব্যাক্টেরিয়াম মধ্যস্থতা,"ऐग्रोबैक्टीरियम माध्यित, कृषि-जीवाणु माध्यित"
অ্যাগ্রোব্যাক্টেরিয়াম টিউফেসিয়েনস,ऐग्रोबैक्टीरियम टूमिफेसियन्स
এগ্রোকেমিক্যাল,कृषि-रसायन
এগ্রোকেমিক্যাল,कृषि रसायनिक
অ্যাগ্রোক্লিম্যাটিক জোন,कृषि-जलवायु अंचल
কৃষি বৈশিষ্ট্য,सस्यीय विशेषक
কৃষি,सस्यविज्ञान
এইডস,एड्स
বায়ুকোষ,वायु आशय
এয়ার কন্ডিশনার,वातानुकूलक
বাতাস চলাচলের স্থান বা গলি,वायु पथ
বায়ু দূষণ,वायु प्रदूषण
এয়ার স্যাক,वायु कोश
এয়ার ভ্যাকুওল,वायु धानी
বায়ু শ্বাস প্রশ্বাস,वायु-श्वसन
আলাইন,एलेन
অ্যালারি পেশী,पक्षाकार पेशी
আলাস্কান ব্রাউন বিয়ার,अलास्काई भूरा भालू
আলবিনো,वर्णकहीन
আলবুগো,ऐल्बूगो
অ্যালবামিন,ऐल्बूमिन
অ্যালবামিনাস বীজ,ऐल्बूमिनी बीज
অ্যালবামিনুরিয়া,"ऐल्बूमिनमेह, ऐल्बूमिन्यूरिया"
অ্যালবার্নাম,"रसकाष्ठ, एल्बर्नम"
আলসিডে,ऐल्सीडी
আলডিহেড,ऐल्डिहाइड
অ্যালডোস্টেরন সিস্টেম,ऐल्डोस्टेरोन तंत्र
অ্যালডোস্টেরন,ऐल्डोस्टेरोन
আলেউরোন স্তর,ऐल्यूरॉन परत
আলেউরোপ্লাস্ট,ऐल्यूरोप्लास्ट
আলফালফা,ऐल्फाल्फा
অ্যালগাল ব্লুম,शैवाल प्रस्फुटन
অ্যালগিন,ऐल्जिन
এলিয়েন ডিএনএ,विजातीय डी. एन. ए
এলিয়েন প্রজাতি,विदेशी जाति
প্রান্তিককরণ,संरेखण
প্রান্তিককরণ,अनुयोजन
খাদ্যনালী,आहार नाल
অ্যালিমেন্টারি সিস্টেম,आहार-तंत्र
আলিসম্যাসেস,ऐलिस्मेसी
ক্ষারীয়,ऐल्केलॉइड
ক্ষারীয়,क्षारीय
অ্যালকাপ্টোনুরিয়া,ऐल्कैप्टनमेह
অ্যালান্টোইস,अपरापोषिका
অ্যালিল ফ্রিকোয়েন্সি,विकल्पी आवृत्ति
অ্যালিল,"विकल्पी, युग्मविकल्पी"
Allelomorphic জুটি,विकल्पी युग्म
অ্যালার্জেন,"प्रत्यूर्जक, एलर्जन"
অলিগেটর,"नक्र, ऐलिगेटर"
অ্যালিয়াম সিইপিএ,ऐलियम सीपा
অ্যালোগ্যামি,परनिषेचन
অলোগ্রাফ্ট,अपरनिरोप
অ্যালোপ্যাট্রিক স্পেসিফিকেশন,विस्थानिक जाति-उद्भवन
অ্যালোপলিপ্লয়েড,अपरबहुगुणित
অ্যালোস্টেরিক প্রভাব,अपरस्थली प्रभाव
অ্যালোস্টেরিক এনজাইম,अपरस्थली एंजाइम
অ্যালোস্টেরিক ইনহিবিটার,अपरस्थलीय संदमक
অ্যালোস্টেরিক মড্যুলেশন,अपरस्थली मॉडुलन
অ্যালোস্টেরিক সাইট,अपरस्थलीय स्थान
অ্যালোস্টেরিক বাধা,अपरस्थली संदमन
Allotetraploid,अपरचतुर्गुणित
অ্যালাস,ऐलनस
অ্যালো,ऐलो
অ্যাক্সন বরাবর,ऐक्सॉन की दिशा में
আলফা-অ্যান্টিট্রিপসিন,ऐल्फा-ऐंटीट्रीप्सिन
আলফা-ল্যাকটালবুমিন,"ऐल्फा लैक्टऐल्बूमिन, ऐल्फा-दुग्धऐल्बूमिन"
আলপাইন জলবায়ু অবস্থা,अल्पाइन जलवायवीय परिस्थिति
আল্পাইন মেডো,अल्पाइन शाद्वल
আলপাইন জোন,अल्पाइन क्षेत्र
অ্যালস্টোনিয়া,ऐल्स्टोनिया
বিকল্প,आल्टर्नेरिया
বিকল্প,एकांतर
প্রজন্মের বিকল্প,पीढ़ी-एकांतरण
উচ্চতায় অসুস্থতা,तुंगता अस्वस्थता
উচ্চতা,तुगंता
অ্যালভোলার নালী,कूपिका वाहिनी
অ্যালাইটেস,एलाइटीज
আলঝেইমার রোগ,ऐल्जाइमर रोग
আমাক্রাইন সেল,अतंत्रिकाक्षी कोशिका
অমরান্থেসি,अमारेंथेसी
অমরান্থাস,अमारेंथस (चौलाई)
পরিবেষ্টিত ওসমোটিক ঘনত্ব,परिवेश परासरणी सांद्रण
অ্যাম্বিস্টোমা,ऐम्बिस्टोमा
অ্যামাইড,ऐमाइड
অ্যামিনো অ্যাসিড,ऐमीनो अम्ल
অ্যামিনো অ্যাসিড গ্রহণকারী,ऐमीनो अम्ल-ग्राही
অ্যামিনোসিল টি আরএনএ সিনথেটিজ,ऐमीनोएसिल टी-आर.एन.ए.सिन्थेटेज
অ্যামিনোসিলেশন,ऐमीनोएसिलीयन
অ্যামিটোসিস,असूत्री विभाजन
অ্যামোনিয়া,अमोनिया
অ্যামোনিফিকেশন,अमोनीकरण
অ্যামোনোটেলিজম,अमोनिया-उत्सर्जन
অ্যামনিওসেন্টেসিস,उल्बवेधन
অ্যামনিওসেন্টেসিস কৌশল,उल्बवेधन तकनीक
অ্যামনিওসাইট,उल्बकोशिका
অ্যামনিয়ন,उल्ब
অ্যামনিয়োটিক তরল,उल्ब तरल
অ্যামনিয়োটিক ঝিল্লি,उल्ब कला
Amniotic কোষ,उल्ब कोश
অ্যামিবা,अमीबा
অ্যামিবোসাইট,"अमीबाणु, अमीबीकोशिका"
অ্যামোবয়েড,"अमीबाभ, अमीबीय"
অ্যামোবয়েড লিম্ফোসাইট,अमीबाभ लसीकाणु
অ্যামোবয়েড আন্দোলন,"अमीबीय गति, अमीबाभ गति"
নিরাকার,"रवाहीन, अक्रिस्टलीय"
পরিমাণ,"मात्रा, परिमाण"
অ্যাম্ফিটামিন,ऐम्फेटैमीन
উভচর,ऐम्फिबिया
উভচর,ऐम्फिबियन (प्राणी)
উভচর,उभयचर
অ্যাম্ফিওক্সাস,एम्फिऑक्सस
অ্যাম্ফিওক্সাস ল্যানসোল্যাটাস,ऐम्फिऑक्सस लेन्सयोलेटस
অ্যাম্পিপ্যাথিক,उभयसंवेदी
অ্যাম্পিপ্যাথিক লিপিড,उभयसंवेदी वसा
অ্যাম্ফিসারকা,ऐम्फिसार्का
অ্যাম্পিসিলিন,ऐम्पिसिलिन
আম্পুল্লা,"तुंबिका, ऐंपुला"
অ্যাম্পুলারি গ্রন্থি,तुंबिका ग्रंथि
অ্যামিগডাল,ऐमिग्डल
অ্যামিগডেল,वातामक
অ্যামিগডালিন,ऐमिग्डालिन
অ্যামাইলেস,एमिलेज
অ্যামাইলোপ্লাস্ট,मंडलवक
আনাবেনা,ऐनाबीना
আনাবাস,ऐनाबस
অ্যানাবোলিক পথ,उपचय पथक्रम
অ্যানাবোলিজম,उपचय
Anacardiaceae,ऐनाकार्डिएसी
রক্তাল্পতা,अरक्तता
অ্যানেরোব,"अवायुजीव, अनॉक्सी जीव"
অ্যানেরোবিক জ্বালানী,अवायवी ईंधन
অ্যানেরোবিক শ্বাস প্রশ্বাস,"अवायु-श्वसन, अनॉक्सीय श्वसन"
অ্যানেরোবিক স্ল্যাজ ডাইজেস্টর,अवायवी आपंक पाचित्र
অ্যানেরোবিক,"अवायवी, अवायुजीवी"
আনাইমা,एनाइमा
মলদ্বার,"गुदीय, गुद"
মলদ্বার,पक्षांत
মলদ্বার অ্যাপারচার,"गुदीय द्वारक, गुद छिद्र"
মলদ্বার সেরসি,गुदलूम
মলদ্বার লুপ,पक्षांत पाश
মলদ্বার শৈলী,गुदशूक
সাদৃশ্য,समवृत्ति
সাদৃশ্য,"सदृश, अनुरूप"
উপমা,समवृत्तिता
উপমা,"सादृश्य, अनुरूपता"
বিশ্লেষণ,विश्लेषण
অ্যানাফেজ,पश्चावस्था
শারীরবৃত্তীয় বাধা,शारीरी रोध
শারীরবৃত্তীয় দিক,शारीरीय पक्ष
অ্যানাটোমিস্ট,शारीरज्ञ
অ্যানাটমি,शारीर
পূর্বপুরুষ বংশোদ্ভূত ক্রম,पूर्वज वंशज अनुक्रम
পৈতৃক বংশ,पूर्वज वंशक्रम
পৈতৃক ক্রম,पूर्वज अनुक्रम
অ্যান্সিলোস্টোমা,ऐंकिलोस्टोमा
অ্যান্ড্রোসিয়াম,पुमंग
অ্যান্ড্রোজেন,"ऐंड्रोजेन, पुंजन"
রক্তাল্পতা,अरक्तता
অ্যানিমোন,अनेमनी
অ্যানিউপ্লয়েড,असुगुणित
Aneuploidy,असुगुणिता
এনজিনা,ऐंजाइना
অ্যাঞ্জিওগ্রাম,वाहिकाचित्र
অ্যাঞ্জিওগ্রাফ,ऐंजिओग्राफ
অ্যাঞ্জিওগ্রাফি,"वाहिकाचित्रण, ऐंजिओग्राफी"
অ্যাঞ্জিওপ্লাস্টি,"वाहिका-संधान, ऐंजिओप्लास्टी"
সপুষ্পক,आवृतबीजी
অ্যাঞ্জিওটেনসিন,ऐंजिओटेन्सिन
অ্যাঞ্জিওটেনসিনোজেন,ऐंजिओटेन्सिनोजन
অ্যাংলার ফিশ,वडिश मीन
অ্যাঙ্গুইনা,ऐंग्विना
অ্যাঙ্গুইস,ऐन्गुइस
প্রাণী,प्राणी
প্রাণী,पशु
প্রাণী গোবর,पशु शमल
পশুপালন,पशुपालन
প্রাণী ক্যারিওটাইপিং,प्राणी गुणसूत्रप्ररूपण
প্রাণী কিংডম,प्राणिजगत्
প্রাণী টিস্যু,प्राणि-ऊतक
অ্যানিমালিয়া,ऐनिमेलिया
অ্যানিয়ন,ऋणायन
অ্যানিসোট্রপিক ব্যান্ড,विषमदैशिक पट्ट
অ্যানিলিং,अनीलन
অ্যানেলিড,ऐनेलिड (प्राणी)
অ্যানেলিডা,ऐनेलिडा
বার্ষিক রিং,वार्षिक वलय
কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায়,वलयाकार
অ্যানুল,"वलयांश, ऐन्यूल"
অসাধারণ প্রকার,असंगत प्ररूप
অ্যানোফিলস,ऐनोफेलीज
পিঁপড়া ইটার,चींटीखोर
বিরোধী,विरोधी
অ্যান্টার্কটিক,दक्षिण ध्रुवीय
অ্যান্টেনা,शृंगिका
অ্যান্টেনা কমপ্লেক্স,ऐन्टेना संकुल
অ্যান্টেনাল গ্রন্থি,शृंगिका ग्रंथि
পূর্ববর্তী (ভেন্ট্রাল) ধূসর শিং,अग्र (अधर) घूसर शृंग
পূর্ববর্তী হাইপোফাইসিস,अग्र पीयूषिका
পূর্ববর্তী ইন্টারভেন্ট্রিকুলার সালকাস,अग्र अंतरानिलयी परिखा
অ্যান্থার,परागकोश
অ্যান্থার সংস্কৃতি,पराग संवर्धन
অ্যানথেরিডিয়াম,पुंधानी
অ্যানথেরোজয়েড,पुमणु
অ্যান্থোসেরোস,ऐन्थोसिरोस
অ্যান্থোসারোটোপিডিডা,ऐन्थोसिरोटॉप्सिडा
অ্যানথ্রাক্স,ऐन्थ्रैक्स
অ্যানথ্রোপোজেনিক বিলুপ্তি,मानवजनित विलोपन
নৃবিজ্ঞান,मानवविज्ञान
অ্যান্টিব্যাকটেরিয়াল,प्रतिजीवाणुक
অ্যান্টিবায়োটিক পেনিসিলিন,प्रतिजैविक पेनिसिलिन
অ্যান্টিবায়োটিক প্রতিরোধী,प्रतिजैविक प्रतिरोधी
অ্যান্টিবায়োটিক (গুলি),प्रतिजैविक
অ্যান্টিবডি,"प्रतिरक्षी, प्रतिपिंड"
অ্যান্টিবডি দম্পতি,"प्रतिरक्षी युग्म, प्रतिपिंड युग्म"
অ্যান্টিবডি মধ্যস্থতা অনাক্রম্যতা,प्रतिरक्षी माध्यित प्रतिरक्षा
অ্যান্টিকোয়ুল্যান্ট,प्रतिस्कंदक
অ্যান্টিকোডন লুপ,प्रतिप्रकूट पाश (प्रतिकोडॉन पाश)
এন্টিডিপ্রেসেন্ট,प्रति-अवसादक
অ্যান্টিডিউরেটিক হরমোন (এডিএইচ),प्रतिमूत्रल हॉर्मोन
অ্যান্টিজেন জিন,प्रतिजन जीन
অ্যান্টিজেন-অ্যান্টিবডি কমপ্লেক্স,प्रतिजन-प्रतिरक्षी सम्मिश्र
অ্যান্টিজেনিক নির্ধারক,प्रतिजनी निर्धारक
অ্যান্টিনিউট্রিশনাল ফ্যাক্টর,प्रतिपोषक कारक
অ্যান্টিঅক্সিড্যান্ট,प्रतिऑक्सीकारक
অ্যান্টিপোডাল নিউক্লিয়াস,प्रतिव्यासांत केंद्रक
অ্যান্টি-সেন্স আরএনএ,प्रति-अर्थक आर.एन.ए.
অ্যান্টিভাইরাল প্রোটিন,प्रतिविषाणुक प्रोटीन
অ্যান্ট্রাম,गह्वर
Nucleate,अकेंद्रकी
মলদ্বার,गुदा
উদ্বেগ ব্যাধি,दुश्चिंता विकार
মহাধমনীর খিলান,महाधमनी चाप
অর্টিক গ্যাংলিওন,कर्ण गुच्छिका
অর্টিক সেমিলুনার ভালভ,महाधमनी अर्धचंद्र कपाट
মহাধমনীর ভালভ,महाधमनी कपाट
এপিসি (অ্যানাফেজ প্রচার জটিল),पश्चावस्था वर्धक संमिश्र
অ্যাপেলাইক পূর্বপুরুষ,कपि-सम पूर्वज
এফিড,ऐफिड
এফ্রোডাইট,ऐफ्रोडाइट
অ্যাপিকাল আধিপত্য,शीर्ष प्रभाविता
অ্যাপিকাল প্যাড,शीर्ष तल्प
অ্যাপিক্যালচার,मधुमक्खीपालन
এপিস ইন্ডিকা,ऐपिस इंडिका
Aplanopore,अचलबीजाणु
অ্যাপলিসিয়া,ऐप्लीसिया
অ্যাপোকার্পে,ऐपोकार्पी
অ্যাপোকার্পাস,वियुक्तांडपी
অ্যাপোকার্পাস ডিম্বাশয়,वियुक्तांडपी अंडाशय
অ্যাপোক্রাইন গ্রন্থি,अपस्रावी ग्रंथि
অ্যাপোয়েনজাইম,एपोएंजाइम
অ্যাপোমিক্ট,असंगजनिक
অ্যাপোমিক্সিস,असंगजनन
অ্যাপোপ্লাজম,ऐपोप्लाज्म
অ্যাপোপ্লাস্টিক পথ,सुप्रवाही पथक्रम
অ্যাপোপটোসিস,एपोप्टोसिस
যন্ত্রপাতি,उपकरण
খিল কঙ্কাল,उपांगी कंकाल
কেকুমের পরিশিষ্ট,अंधनाल की परिशेषिका
অ্যাপল শামুক,ऐपल घोंघा
জলজ চাষ,जलकृषि
অ্যাকোয়াপুরিন,ऐक्वापॉरिन
জলজ উভচর,जलीय ऐम्फिबियन
জলজ ফর্ম,जलीय रूप
জলজ আবাস,जलीय पर्यावास
জলজ জীব,जलीय जीव
জলজ উদ্ভিদ,जलीय पादप
জলজ শ্বাস প্রশ্বাস,जलीय श्वसन
জলীয় তরল,जलीय तरल
জলীয় হুমুর,"नेत्रोद, ऐक्विअस ह्यूमर"
জলীয় আন্তঃকোষীয় তরল,जलीय अंतःकोशिका तरल
জলীয় নমুনা,जलीय नमूना
জলীয় দ্রবণ,जलीय विलयन
অ্যাকিলা,एक्विला
আরবিডোপসিস,ऐरेबिडॉप्सिस
আরাচনিদা,एरेक्निडा
আরাকনয়েড,एरेक्नॉइड (लूताजालाभ)
আরেনিয়াস,अरेनियस
আরবোরসেন্ট,वृक्षवत्
আরবোরসেন্ট লাইকোপড,वृक्षवत् लाइकोपॉड
প্রত্নতাত্ত্বিক,आद्य जीवाणु
আর্কেগনিয়াম,स्त्रीधानी
দ্বীপপুঞ্জ,द्वीपसमूह
আর্কটিক,"उत्तरध्रुवीय, आर्कटिक"
সুমেরু ত্রয়ী,आर्कटिक टर्न
আর্কটিক তুন্দ্রা,"उत्तरध्रुवीय टुंड्रा, आर्कटिक टुंड्रा"
আর্ডিয়া,आर्डिया
Areolar টিস্যু,एरियोली ऊतक
আর্গমোন (প্রিকলি পোস্ত),"आर्जिमनी, पीली कंटीली"
আর্গমোন মেক্সিকান,आर्जिमनी मेक्सिकाना
আর্গিনাইন,आर्जिनीन
শুকনো অঞ্চল,शुष्क प्रक्षेत्र
অ্যারিস্টোলোচিয়া,ऐरिस्टोलोकिएसी
বাহু খাওয়ানো,भुजाकृत अशन
আর্মিওয়ার্ম,सैनिक शलभ (चने की सूंडी)
অ্যারয়েড,ऐरॉयड
সুগন্ধ,ऐरोमा
অ্যারেস্টার,प्रग्राही
আর্টেমিসিয়া,आर्टिमिजिया
ধমনী সিস্টোলিক,धमनी प्रकुंचनी
আর্টেরিওস্লেরোটিক,धमनीकाठिन्यकारी
আর্থ্রোপড,संधिपाद
বাত,संधिशोथ
আর্থ্রোপোডা,"संधिपाद संघ, आथ्रोपोडा"
আর্টিকুলার কারটিলেজ,संधायक उपास्थि
স্পষ্ট,संधिल
স্পষ্ট,संधित
কৃত্রিম পেসমেকার,कृत्रिम गतिचालक
কৃত্রিম নির্বাচন,कृत्रिम वरण
আর্টোকার্পাস হেটেরোফিলাস,आर्टोकार्पस हेटेरोफिलस (कटहल)
অ্যাসবেস্টস ফাইবার,ऐस्बेस्टॉस रेशा
অ্যাসবেস্টোসিস,"ऐस्बेस्टॉसिता, ऐस्बेस्टॉस-आर्ति"
এসকারিস,ऐस्केरिस
আরোহী ক্রোমাটোগ্রাফি,आरोही वर्णलेखन
অ্যাসিডিয়া,ऐसिडिआ
এসিডিয়ান,ऐसिडियन
অ্যাসোকার্প,ऐस्कोकार्प
অ্যাসকোমাইসেটস,ऐस्कोमाइसिटीज
অ্যাসকরবিক অ্যাসিড,ऐस्कॉर्बिक अम्ल
অ্যাসোস্পোর,"ऐस्कस बीजाणु, ऐस्कोस्पोर"
এস্কাস,ऐस्कस
Aspetate,पटहीन
অস্ত্রোপচার,अलैंगिक जनन
অ্যাসেক্সুয়াল স্পোর,अलैंगिक बीजाणु
অ্যাস্পারাগাইন সিনথেটিজ,ऐस्पेराजीन सिन्थेटेस
অ্যাস্পারাগাস,"ऐस्पैरागस, शतावरी"
অ্যাস্পার্টিক অ্যাসিড,ऐस्पार्टिक अम्ल
এস্পারগিলাস নাইজার,ऐस्पर्जिलस नाइजर
এস্পারগিলাস,ऐस्पर्जिलस
অ্যাসফোডেলাস টেনুইফোলিয়াস,ऐस्फोडेलस टेनुईफोलियस
অ্যাসপিরিন,ऐस्पिरिन
অ্যাস,"आमापन, ऐसे"
সমাবেশ,समुच्चय
সংমিশ্রণ দক্ষতা,स्वांगीकरण दक्षता
একীভূত মূল,स्वांगीकारी जड़
সহায়তা প্রজনন কৌশল,सहायित जननिक तकनीक
সমিতি অঞ্চল,"साहचर्य क्षेत्र, सहभागिता क्षेत्र"
সহযোগী সিম্বিওসিস,सहचारी सहजीविता
ভাণ্ডার এবং পুনঃসংযোগ,अपव्यूहन और पुनर्योजन
ফ্যাক্টরের ভাণ্ডার,कारक का अपव्यूहन
অ্যাস্টাকাস,ऐस्टाकस
অস্টেরেসি,ऐस्टेरेसी
গ্রহাণু,ऐस्टरेलीज
গ্রহাণু,"क्षुद्र ग्रह, ग्रहिका"
হাঁপানি,दमा
অ্যাস্ট্রাগালাস গুমিফার,ऐस्ट्रागेलस गुमीफर
অ্যাস্ট্রাল স্পিন্ডল মেরু,तारक तर्कु ध्रुव
