Malayalam,Bengali
കമപ്പെടുത്തല്,সামঞ্জস্য
ഭരണാധിപന്,প্রশাসক
നൂതന സാങ്കേതികവിദ്യ,উন্নত প্রযুক্তি
ഏരിയൽ,এরিয়াল
ഏരിയൽ അറേ,এরিয়াল অ্যারে
ഏരിയൽ ബൂസ്റ്റർ,এরিয়াল বুস্টার
ഏരിയൽ കറന്റ്,এরিয়াল কারেন্ট
എയറൽ ഇയർത്തിംഗ് സ്വിച്ച്,এরিয়াল আর্থিং সুইচ
ഏരിയൽ കാര്യക്ഷമത,বায়বীয় দক্ষতা
ഏരിയൽ ഇതര,বায়বীয় প্রতিবন্ধকতা
ഏരിയൽ ഉൾപ്പെടുത്തൽ,এরিয়াল ইন্ডাক্ট্যান্স
ഏരിയൽ ഇൻസുലേറ്റർ,এরিয়াল ইনসুলেটর
ഏരിയൽ ലോഡിംഗ് കോയിൽ,এরিয়াল লোডিং কয়েল
ഏരിയൽ ഫോട്ടോഗ്രഫി,আকাশ থেকে ছবি তোলা
ഏരിയൽ പവർ,বায়বীয় শক্তি
ആകാശ വികിരണ ഏലിസ്റ്റൻസ്,বায়বীয় বিকিরণ পুনর্নির্মাণ
ഏരിയൽ റിപ്രീൻസ്,বায়বীয় বিক্রিয়া
എയറോഡൈനാമിക്സ്,এয়ারোডাইনামিক্স
നിര്വ്വഹണം,এজেন্সি
എയർ കംപ്രസ്സർ,বায়ু সংকোচকারী
എയർ കണ്ടൻസർ,এয়ার কনডেন্সার
വായു തണുപ്പിച്ചു,ঠান্ডা বাতাস
എയർ കോർഡ് കോയിൽ,বায়ু কর্ড কয়েল
എയർ കണ്ടീഷനിംഗ്,এয়ারকন্ডিশনিং
ആൽബിഡോ,আলবেডো
അൽഗോരിതം,অ্যালগরিদম
അപരനാത്മകം,এলিয়াসিং
വിന്യസിക്കുന്നു,সারিবদ্ধ
വിന്യാപകമായ,প্রান্তিককরণ
എല്ലാ തരംഗ ഏരിയലും,সমস্ত তরঙ্গ বিমান
പങ്കുവയ്ക്കല്,বরাদ্দ
അക്ഷരകമായ,বর্ণমালা
ആൽഫാന്യൂമെറിക്,বর্ণমালা
ആൽഫാന്യൂമെറിക് പ്രതീകം,আলফানিউমেরিক চরিত্র
ആൽഫാന്യൂമെറിക് വിവരങ്ങൾ,আলফানিউমেরিক তথ্য
ഇതര കറന്റ് (A.C.),বিকল্প বর্তমান (এ.সি.)
ഒന്നിടവിട്ടമ്മ,বিকল্প
പകര്പ്പ്,বিকল্প
ഉയരം,উচ্চতা
അപ്പോഗിയുടെ ഉയരം,অপোজির উচ্চতা
പെരിജിയുടെ ഉയരം,পেরিগির উচ্চতা
അമേച്വർ റേഡിയോ ആശയവിനിമയം,অপেশাদার রেডিও যোগাযোগ
അന്തരീതം,পরিবেশ
അന്തരീക്ഷ മൈക്രോഫോൺ,পরিবেশ মাইক্রোফোন
അന്തരീക്ഷ അവസ്ഥ,পরিবেষ্টিত অবস্থা
ആംബിയന്റ് ലൈറ്റിംഗ്,পরিবেষ্টনকারী আলো
ആംബിയന്റ് ശബ്ദം,পরিবেষ্টিত শব্দ
ആംബിയന്റ് താപനില,পরিবেষ্টিত তাপমাত্রা
അമേരിക്കൻ സ്റ്റാൻഡേർഡ് കോഡ്,আমেরিকান স্ট্যান্ডার্ড কোড
Ampere,অ্যাম্পিয়ার
ആമ്പിയർ മീറ്റർ,অ্যাম্পের মিটার
ആംപ്ലിഫിക്കേഷൻ,পরিবর্ধন
ആംപ്ലിഫിക്കേഷൻ ഫാക്ടർ,প্রশস্তকরণ ফ্যাক্টর
ആംപ്ലിഫയർ,পরিবর্ধক
ആംപ്ലിഫയർ നേട്ടം,পরিবর্ধক লাভ
ആംപ്ലിഫയർ ശബ്ദം,পরিবর্ধক শব্দ
ഉപകരണങ്ങൾ ആംപ്ലിഫൈയിംഗ് ചെയ്യുന്നു,পরিবর্ধক সরঞ্জাম
Klystron ആംപ്ലിഫൈയിംഗ്,ক্লাইস্ট্রনকে প্রশস্তকরণ
ആംപ്ലിഫൈയിംഗ് യൂണിറ്റിംഗ്,পরিবর্ধক ইউনিট
വ്യാശമുള്ള,প্রশস্ততা
വ്യാപ്തി വികസനം,প্রশস্ততা বিকৃতি
ആംപ്ലിഡ്യൂഡ് ആസക്തി,প্রশস্ততা ভ্রমণ
വ്യാപ്തി ഘടകം,প্রশস্ততা ফ্যাক্টর
ആംപ്ലിറ്റ്യൂഡ് ലിമിറ്റർ,প্রশস্ততা সীমাবদ্ধ
ആംപ്ലിറ്റ്യൂഡ് മോഡുലേറ്റ് ചെയ്തു,প্রশস্ততা মোডুলেটেড
ആംപ്ലിറ്റ്ഇൻഡ് മോഡുലേഷൻ,প্রশস্ততা মড্যুলেশন
അനലോഗ് (അനലോഗ്),অ্যানালগ (অ্যানালগ)
അനലോഗ് സർക്യൂട്ട്,অ্যানালগ সার্কিট
അനലോഗ് കമ്പ്യൂട്ടർ,অ্যানালগ কম্পিউটার
അനലോഗ് റേഡിയോ ഫ്രീക്വൻസി ചാനൽ,অ্যানালগ রেডিও ফ্রিকোয়েন্সি চ্যানেল
അനലോഗ് പ്രാതിനിധ്യം,অ্যানালগ উপস্থাপনা
അനലോഗ് സിഗ്നൽ,এনালগ সংকেত
ഡിജിറ്റലിലേക്കുള്ള അനലോഗ്,ডিজিটাল অ্যানালগ
ഡിജിറ്റൽ കൺവെർട്ടറിലേക്കുള്ള അനലോഗ്,ডিজিটাল কনভার্টারে অ্যানালগ
അനലോഗ് വീഡിയോ,অ্যানালগ ভিডিও
അനസ്),সাদৃশ্য
അനലോഗി,উপমা
വിശകലനം,বিশ্লেষণ
ഡാറ്റയുടെ വിശകലനം,ডেটা বিশ্লেষণ
അനലിറ്റിക്കൽ സാന്ദ്രത,বিশ্লেষণাত্মক ঘনত্ব
വിശകലനം ചെയ്യുക,বিশ্লেষণ করুন
വിശകലന,বিশ্লেষক
അനുബന്ധ ഉപകരണങ്ങൾ,আনুষঙ্গিক সরঞ্জাম
ഗേറ്റിലും,এবং গেট
കൂട്ടിയിടിയുടെ കോണിൽ,কলিমেশন কোণ
ധ്രുവീകരണത്തിന്റെ കോണിൽ,মেরুকরণের কোণ
ഭ്രമണത്തിന്റെ ആംഗിൾ,ঘূর্ণনের কোণ
Angstrom (å),অ্যাংস্ট্রোম (Å)
കോകാരുമായ,কৌণিক
കോണീയ ത്വരണം,কৌণিক ত্বরণ
കോണീയരായ കോ-ഓർഡിനേറ്റുകൾ,কৌণিক সমন্বয়
കോണീയ വ്യതിചലനം,কৌণিক ডিফ্লেশন
കോണീയ ചിതറിപ്പോയത്,কৌণিক বিচ্ছুরণ
കോണീയ സ്ഥാനചലനം,কৌণিক স্থানচ্যুতি
കോണീയ പിശക്,কৌণিক ত্রুটি
കോണീയ ആവൃത്തി,কৌণিক কম্পাংক
കോണീയ ആക്കം,কৌণিক ভরবেগ
കോണീയ ചലനം,কৌণিক গতি
കോണീയ പ്രവേഗം,কৌণিক বেগ
ജീവസഞ്ചാരണം,অ্যানিমেশন
ആനോഡ്,আনোড
അനോഡ് ബാറ്ററി,আনোড ব্যাটারি
ആനോഡ് സ്വഭാവം,অ্যানোড বৈশিষ্ট্য
അനോഡ് സർക്യൂട്ട്,আনোড সার্কিট
ആനോഡ് ഡിസ്പിപ്പ്,অ্যানোড অপচয়
ആനോഡ് കാര്യക്ഷമത,আনোড দক্ষতা
ആനോഡ് ഇൻപുട്ട് പവർ,আনোড ইনপুট শক্তি
ആനോഡ് പരിഷ്കരണം,অ্যানোড মড্যুলেশন
ഏരിയെല്,অ্যান্টেনা
ആന്റിന ബീഫ്റ്റ്വിഡ്ത്ത്,অ্যান্টেনা বিমউইথ
ആന്റിന ബൂസ്റ്റർ,অ্যান্টেনা বুস্টার
ആന്റിന ട്രാനെറ്റ് സ്വിച്ച്,অ্যান্টেনা চেঞ্জওভার সুইচ
ആന്റിന കോയിൽ,অ্যান্টেনা কয়েল
ആന്റിന കോൺഫിഗറേഷൻ,অ্যান্টেনা কনফিগারেশন
ആന്റിന കപ്ലർ,অ্যান্টেনা কাপলার
ആന്റിന ക്രോസ് പോളാർ പാറ്റേൺ,অ্যান্টেনা ক্রস পোলার প্যাটার্ন
ആന്റിന കറന്റ്,অ্যান্টেনা কারেন্ট
ആന്റിന ഡയറക്റ്റബേഷൻ നേട്ടം,অ্যান্টেনা ডাইরেক্টিভিটি লাভ
ആന്റിന ഡ്യുപ്ലെർസർ,অ্যান্টেনা ডুপ্লেক্সার
ആന്റിന ഫലപ്രദമായ പ്രദേശം,অ্যান্টেনা কার্যকর অঞ্চল
ആന്റിന കാര്യക്ഷമത,অ্যান্টেনা দক্ষতা
ആന്റിന ഫീഡ്,অ্যান্টেনা ফিড
ആന്റിന ഫൂട്ട് പ്രിന്റ്,অ্যান্টেনা ফুট প্রিন্ট
ആന്റിന നേട്ടം,এন্টেনা
ആന്റിന ഉയരം,অ্যান্টেনার উচ্চতা
ആന്റിന ഇംപെഡൻസ്,অ্যান্টেনা প্রতিবন্ধকতা
ആന്റിന ഇൻഡക്റ്റൻസ്,অ্যান্টেনা ইন্ডাক্ট্যান্স
ആന്റിന പാറ്റേൺ,অ্যান্টেনা প্যাটার্ন
ആന്റിന പ്ലെക്സർ,অ্যান্টেনা প্লেক্সার
ആന്റിന പോളൈസേഷൻ,অ্যান্টেনা মেরুকরণ
ആന്റിന പവർ,অ্যান্টেনা শক্তি
ആന്റിന പവർ ലാഭം,অ্যান্টেনা পাওয়ার লাভ
ആന്റിന റേഡിയേഷൻ പ്രതിരോധം,অ্যান্টেনা বিকিরণ প্রতিরোধের
ആന്റിന റിനോപ്പൻസ്,অ্যান্টেনা প্রতিক্রিয়া
ആന്റിന റിഫ്ലക്ടർ,অ্যান্টেনা প্রতিচ্ছবি
ആന്റിന റെസിസ്റ്റൻസ്,অ্যান্টেনা প্রতিরোধের
ആന്റിന പുന ons ണ്ടന്റ് ആവൃത്തി,অ্যান্টেনা অনুরণিত ফ্রিকোয়েন্সি
ആന്റിന സ്പെയ്സിംഗ്,অ্যান্টেনা ব্যবধান
ആന്റിന സ്വിച്ചിംഗ് റൂം,অ্যান্টেনা স্যুইচিং রুম
ആന്റിന ട്യൂണിംഗ് കോയിൽ,অ্যান্টেনা টিউনিং কয়েল
ആന്റിന ട്യൂണിംഗ് ഹട്ട്,অ্যান্টেনা টিউনিং হাট
അപ്പേണ്ടർ,অ্যাপারচার
അപ്പോജി,অপোজি
അപ്പോജി റോക്കറ്റ്,অ্যাপোজি রকেট
ഉപകരണങ്ങള്,যন্ত্রপাতি
കാണാവുന്ന,আপাত
ആപ്ലെറ്റ്,অ্যাপলেট
അപേക്ഷ,আবেদন
ഏകദേശമായ,আনুমানিক
ജല പരിഹാരം,জলীয় সমাধান
കമാനം,আর্ক
വാസ്തുവിദ,আর্কিটেকচার
ശബ്ദ റെക്കോർഡിംഗിന്റെ ആർക്കൈവൽ കൈമാറ്റം,সাউন্ড রেকর্ডিংয়ের সংরক্ষণাগার স্থানান্তর
ഗന്ഥരക്ഷാലയം,সংরক্ষণাগার
അരിത്മെറ്റിക് കോഡിംഗ്,গাণিতিক কোডিং
യക്ഷി,আর্মার
അർമേച്ചർ വിൻഡിംഗ്,আর্ম্যাচার বাতাস
ശേണി,অ্যারে
അറസ്റ്റർ,অ্যারেস্টার
കൃതില്,বক্তৃতা
ആർട്ടിഫക്റ്റ് (= ആർട്ടിഫാക്റ്റ്),আর্টিফ্যাক্ট (= আর্টফ্যাক্ট)
ആരോഹണം,আরোহী
വീക്ഷണാനുപാതം,আনুমানিক অনুপাত
അസംബ്ലി,এসেম্বলার
ഉറപ്പിച്ചുപറയല്,দাবী
ചുമതല,অ্যাসাইনমেন্ট
അസൈൻമെന്റ് ചാനൽ,অ্যাসাইনমেন্ট চ্যানেল
അസമമായ,অসম্পূর্ণ
അസിൻക്രണസ്,অ্যাসিঙ্ক্রোনাস
അന്തരീക്ഷം,বায়ুমণ্ডল
അന്തരീക്ഷ നഷ്ടം,বায়ুমণ্ডলীয় ক্ষতি
അന്തരീക്ഷ ശബ്ദം,বায়ুমণ্ডলীয় শব্দ
അന്തരീക്ഷമർദ്ദം,বায়ুমণ্ডলীয় চাপ
അന്തരീക്ഷ പ്രചരണം,বায়ুমণ্ডলীয় প্রচার
അന്തരീക്ഷ റേഡിയോ-വേവ്,বায়ুমণ্ডলীয় রেডিও-তরঙ্গ
അന്തരീക്ഷ,বায়ুমণ্ডল
പരമാണു,পরমাণু
ആറ്റോമിക ഘടന,পারমাণবিক গঠন
ബന്ധം,সংযুক্তি
അറ്റൻവറൻസ്,মনোযোগ
അറ്റൻവേേഷൻ നഷ്ടം,মনোযোগ ক্ষতি
ശബ്ദ തരംഗങ്ങളുടെ അറ്റൻവേഷൻ,শব্দ তরঙ্গের মনোযোগ
അറ്റൻവേറ്റർ,অ্যাটেনুয়েটর
അറ്റൻവേറ്റർ പാഡ്,অ্যাটেনুয়েটর-প্যাড
സവിശേഷത പരിധി,অডিবিলিটি থ্রেশহোল্ড
ശ്രമത്തിനും,শ্রুতিমধুর
കേൾക്കാവുന്ന ആവൃത്തി,শ্রুতিমধুর ফ্রিকোয়েন্সি
കേൾക്കാവുന്ന ടോൺ,শ্রুতিমধুর সুর
കേൾക്കാവുന്ന-സ്പെക്ട്രം,শ্রুতি-বর্ণালী
സദസര്,শ্রোতা
ഓഡിയോ,শ্রুতি
ഓഡിയോ ആംപ്ലിഫയർ,অডিও পরিবর্ধক
ഓഡിയോ അനലൈസർ,অডিও বিশ্লেষক
ഓഡിയോ ബ്രോഡ്കാസ്റ്റിംഗ്,অডিও সম্প্রচার
ഓഡിയോ കേബിൾ,অডিও কেবল
ഓഡിയോ ചെയിൻ,অডিও চেইন
ഓഡിയോ കോഡെക്,অডিও কোডেক
ഓഡിയോ കംപ്രഷൻ,অডিও সংক্ষেপণ
ഓഡിയോ കംപ്രസ്സർ,অডিও সংক্ষেপক
ഓഡിയോ കൺസോൾ,অডিও কনসোল
ഓഡിയോ വക്രീകരണം,অডিও বিকৃতি
ഓഡിയോ ഡൈനാമിക് ശ്രേണി,অডিও গতিশীল পরিসীমা
ഓഡിയോ ഫയൽ ഫോർമാറ്റ്,অডিও ফাইল ফর্ম্যাট
ഓഡിയോ ഫ്രെയിം ഫോർമാറ്റ്,অডিও ফ্রেম ফর্ম্যাট
ഓഡിയോ ഫ്രീക്വൻസി ആംപ്ലിഫയർ,অডিও ফ্রিকোয়েন্সি পরিবর্ধক
ഓഡിയോ ഫ്രീക്വൻസി ജനറേറ്റർ,অডিও ফ্রিকোয়েন্সি জেনারেটর
ഓഡിയോ ഫ്രീക്വൻസി ശ്രേണി,অডিও ফ্রিকোয়েন্সি ব্যাপ্তি
ഓഡിയോ ഫ്രീക്വൻസി പ്രതികരണം,অডিও ফ্রিকোয়েন্সি প্রতিক্রিয়া
ഓഡിയോ പരിധി,অডিও সীমাবদ্ধ
ഓഡിയോ ലൈൻ,অডিও লাইন
ഓഡിയോ മിക്സർ,অডিও মিক্সার
ഓഡിയോ മോഡുലേഷൻ,অডিও মড্যুলেশন
ഓഡിയോ ഓസ്സിലേറ്റർ,অডিও দোলক
ഓഡിയോ output ട്ട്പുട്ട്,অডিও আউটপুট
ഓഡിയോ പവർ,অডিও শক্তি
ഓഡിയോ നിലവാരം,অডিও মানের
ഓഡിയോ സിഗ്നൽ,অডিও সংকেত
ഓഡിയോ സിഗ്നൽ പ്രോസസ്സിംഗ്,অডিও সিগন্যাল প্রসেসিং
ഓഡിയോ സ്പെക്ട്രം,অডিও বর্ণালী
ഓഡിയോ സ്റ്റോറേജ്,অডিও স্টোরেজ
ഓഡിയോ ഉപ-കാരിയർ,অডিও সাব-ক্যারিয়ার
ഓഡിയോ ട്രാൻസ്ഫോർമർ,অডিও ট্রান্সফর্মার
ഓഡിയോ ട്രാൻസ്മിറ്റർ,অডিও ট্রান্সমিটার
ഓഡിയോ / വീഡിയോ കംപ്രഷൻ,অডিও/ভিডিও সংক্ষেপণ
ഓഡിയോ-ഫ്രീക്വൻസി ഓസ്സിലേറ്റർ,অডিও-ফ্রিকোয়েন্সি দোলক
ഓഡിയോ-ഫ്രീക്വൻസി സിഗ്നൽ,অডিও-ফ্রিকোয়েন্সি সিগন্যাল
ഓഡിയോമെട്രി,অডিওমেট্রি
ഓഡിയോ-വിഷ്വൽ സഹായം,অডিও-ভিজ্যুয়াল সহায়তা
ഓഡിറ്ററി ധാരണ,শ্রুতি উপলব্ধি
പ്രാമാണീകരണം,প্রমাণীকরণ
അംഗീകൃത കാരിയർ ആവൃത്തി,অনুমোদিত ক্যারিয়ার ফ্রিকোয়েন্সি
ഓട്ടോ കാഡ്,অটো ক্যাড
യാന്ത്രിക ഡയഗ്നോസ്റ്റിക്സ്,অটো ডায়াগনস্টিকস
ഓട്ടോമാറ്റിക്,স্বয়ংক্রিয়
യാന്ത്രിക നിയന്ത്രണം,স্বয়ংক্রিয় নিয়ন্ত্রণ
യാന്ത്രിക കണ്ടെത്തൽ,স্বয়ংক্রিয় সনাক্তকরণ
യാന്ത്രിക ഉപകരണങ്ങൾ,স্বয়ংক্রিয় সরঞ্জাম
യാന്ത്രിക ആവൃത്തി നിയന്ത്രണം,স্বয়ংক্রিয় ফ্রিকোয়েন্সি নিয়ন্ত্রণ
യാന്ത്രിക പരിധി,স্বয়ংক্রিয় সীমাবদ্ধ
യാന്ത്രിക യന്ത്രം,স্বয়ংক্রিয় মেশিন
യാന്ത്രിക ഫാസ നിയന്ത്രണം,স্বয়ংক্রিয় ফ্যাসি নিয়ন্ত্রণ
യാന്ത്രിക ചിത്രം ട്രാൻസ്മിഷൻ,স্বয়ংক্রিয় চিত্র সংক্রমণ
യാന്ത്രിക പ്ലേബാക്ക്,স্বয়ংক্রিয় প্লেব্যাক
യാന്ത്രിക വൈദ്യുതി നിയന്ത്രണം,স্বয়ংক্রিয় শক্তি নিয়ন্ত্রণ
യാന്ത്രിക പ്രോഗ്രാമിംഗ്,স্বয়ংক্রিয় প্রোগ্রামিং
യാന്ത്രിക റെക്കോർഡിംഗ്,স্বয়ংক্রিয় রেকর্ডিং
യാന്ത്രിക പുന .സജ്ജമാക്കുക,স্বয়ংক্রিয় রিসেট
യാന്ത്രിക ഷട്ടർ,স্বয়ংক্রিয় শাটার
യാന്ത്രിക സംവിധാനം,স্বয়ংক্রিয় সিস্টেম
യാന്ത്രിക ടെലിഫോൺ,স্বয়ংক্রিয় টেলিফোন
യാന്ത്രിക താപനില നിയന്ത്രണം,স্বয়ংক্রিয় তাপমাত্রা নিয়ন্ত্রণ
ഓട്ടോമാറ്റിക് വോൾട്ടേജ് റെഗുലേറ്റർ,স্বয়ংক্রিয় ভোল্টেজ নিয়ন্ত্রক
യാന്ത്രിക വോളിയം കംപ്രസർ,স্বয়ংক্রিয় ভলিউম সংক্ষেপক
യാന്ത്രിക വോളിയം നിയന്ത്രണം,স্বয়ংক্রিয় ভলিউম নিয়ন্ত্রণ
യാന്ത്രിക വോളിയം എക്സ്പാൻഡർ,স্বয়ংক্রিয় ভলিউম এক্সপেন্ডার
യന്തവല്ക്കരണം,অটোমেশন
യന്തമോടിക്കൽ,অটোমেশন নিয়ন্ত্রণ
ഓട്ടോമേഷൻ ഫ്രീക്റ്റി കണ്ട്രോളർ,অটোমেশন ফ্রিকোয়েন্সি নিয়ামক
ഉക്സിലറി,সহায়ক
സഹായ ഓഡിയോ ബസ്,সহায়ক অডিও বাস
ലഭ്യമായ ശക്തി,উপলব্ধ শক্তি
ഹിമപാത തകർച്ച,তুষারপাত ভাঙ্গন
ശരാശരി ജീവിതം,গড় আয়ু
ശരാശരി മർദ്ദം,গড় চাপ
ശരാശരി വേഗത,গড় গতি
സ്പിൻ ആക്സിസ്,স্পিনের অক্ষ
അസിമുത്ത്,আজিমুথ
അസിമുത്ത് ആംഗിൾ,আজিমুথ কোণ
അസിമുത്ത് പിശക്,আজিমুথ ত্রুটি
ബാക്ക് ലൈറ്റ്,পিছনে আলো
ബാക്ക് പ്രൊജക്ഷൻ,পিছনে অভিক্ষেপ
ബാക്ക് വോൾട്ടേജ് (= റിവേഴ്സ് വോൾട്ടേജ്),ব্যাক ভোল্টেজ (= বিপরীত ভোল্টেজ)
ബാക്ക്ഫയർ (ആർക്ക് ബാക്ക്),ব্যাকফায়ার (আর্ক ব্যাক)
പശ്ചാത്തല വെളിച്ചം,পটভূমি আলো
പശ്ചാത്തലം ശബ്ദം,পিছনের শব্দ
പശ്ചാത്തലം പ്രൊജക്ഷൻ,পটভূমি প্রক্ষেপণ
ബാക്കപ്പ്,ব্যাকআপ
അന്ധാളിപ്പക്കുക,বাফেল
ബേക്കിംഗ്,বেকিং
സമതുലിതമായ ഓഡിയോ,সুষম অডিও
സമതുലിതമായ ഓഡിയോ ലൈൻ,ভারসাম্যহীন অডিও লাইন
സമതുലിതമായ ട്രാൻസ്മിഷൻ ലൈൻ,সুষম সংক্রমণ লাইন
സന്തുഗതം,ভারসাম্য
ബാല്ലാസ്റ്റ്,ব্যালাস্ট
ബാലസ്റ്റ് ഫാക്ടർ,ব্যালাস্ট ফ্যাক্টর
Sulun,বালুন
കൂട്ടം,ব্যান্ড
ബാൻഡ് പാസ് ഫിൽട്ടർ,ব্যান্ড পাস ফিল্টার
ബാൻഡ് സെലക്ടർ,ব্যান্ড নির্বাচক
ബാൻഡ് വിഭജനം,ব্যান্ড বিভাজন
ബാൻഡ് നിർത്തുക ഫിൽട്ടർ,ব্যান্ড স্টপ ফিল্টার
