Hindi,Malayalam
निरपेक्ष वर्णाक,കേവല പിഗ്മെന്റ്
"निरपेक्ष विन्यास, असंदिग्ध विन्यास","സമ്പൂർണ്ണ കോൺഫിഗറേഷൻ, അവ്യക്തമായ കോൺഫിഗറേഷൻ"
निरपेक्ष कूलॉम,കേവല കൂലം
पूर्ण अंधकार,പൂർണ്ണമായ ഇരുട്ട്
निरपेक्ष कालनिर्धारण,സമ്പൂർണ്ണ ഷെഡ്യൂളിംഗ്
निरपेक्ष घनत्व*,കേവല സാന്ദ്രത*
निरपेक्ष अपवहन,സമ്പൂർണ്ണ ഡ്രെയിനേജ്
निरपेक्ष इ.एम.यू. (विद्युत् चुबंकीय मात्रक),സമ്പൂർണ്ണ ഇഎംയു (വൈദ്യുതകാന്തിക യൂണിറ്റ്)
निरपेक्ष इ.एस.यू. (स्थिर विद्युत् मात्रक),സമ്പൂർണ്ണ ESU (സ്റ്റാറ്റിക് യൂണിറ്റ്)
निरपेक्ष दक्षता,സമ്പൂർണ്ണ കാര്യക്ഷമത
निरपेक्ष विद्युतमापी,കേവല ഇലക്ട്രോമീറ്റർ
"निरपेक्ष बारंबारता, निरपेक्ष आवृत्ति",കേവല ആവൃത്തി കേവല ആവൃത്തി
निरपेक्ष आर्द्रता,കേവല ഈർപ്പം
निरपेक्ष आपतन,കേവല സംഭവങ്ങൾ
निरपेक्ष अपवर्तनांक,കേവല അപവർത്തന സൂചിക
निरपेक्ष अस्‍थायित्व,സമ്പൂർണ്ണ അസ്ഥിരത
निरपेक्ष अस्‍थायित्व,സമ്പൂർണ്ണ അസ്ഥിരത
"निरपेक्ष तीव्रता, निरपेक्ष उग्रता","കേവല തീവ്രത, കേവല തീവ്രത"
शैथिल्य की निरपेक्ष सीमा,അസ്തീനിയയുടെ സമ്പൂർണ്ണ പരിധി
निरपेक्ष ज्योतिर्मयता देहली,കേവല പ്രകാശം സിൽ
निरपेक्ष ज्योति वक्र,കേവല പ്രകാശ വക്രം
निरपेक्ष कांतिमान,കേവലമായ അളവ്
निरपेक्ष दाबांतरमापी,കേവല ബാരോമീറ്റർ
परम उच्चिष्ठ,പരമോന്നത പരമോന്നത
निरपेक्ष चरम सीमांक,സമ്പൂർണ്ണ പരിധി
परम निम्निष्ठ,ഏറ്റവും താഴ്ന്നത്
निरपेक्ष संवेग,കേവല ആക്കം
निरपेक्ष गति,കേവല വേഗത
निरपेक्ष संगीत,കേവല സംഗീതം
निरपेक्ष प्रेक्षण,സമ്പൂർണ നിരീക്ഷണം
निरपेक्ष ओम,കേവല ഓം
निरपेक्ष दिगविन्यास,കേവല ഓറിയന്റേഷൻ
निरपेक्ष विद्युत्-शीलता,കേവല ഇലക്ട്രോനെഗറ്റിവിറ്റി
निरपेक्ष तारत्व,കേവല ഗുരുത്വാകർഷണം
निरपेक्ष दाब,കേവല മർദ്ദം
निरपेक्ष गुणधर्म,സമ്പൂർണ്ണ സ്വത്ത്
निरपेक्ष अदिश,കേവല സ്കെയിലർ
ताप का परम मापक्रम*,താപനിലയുടെ കേവല സ്കെയിൽ*
"निरपेक्ष युगपत्ता, निरपेक्ष समकालिकता","കേവല സമന്വയം, സമ്പൂർണ്ണ സമന്വയം"
निरपेक्ष प्रतिबल,സമ്പൂർണ്ണ സമ്മർദ്ദം
निरपेक्ष सममिति,കേവല സമമിതി
निरपेक्ष गति-निकाय,കേവല ചലന ശരീരം
निरपेक्ष मात्रक पद्धति,കേവല യൂണിറ്റ് സിസ്റ്റം
परम ताप,കേവല താപനില
निरपेक्ष काल,കേവല സമയം
निरपेक्ष मात्रक,കേവല യൂണിറ്റുകൾ
निरपेक्ष मान,യഥാർത്ഥ മൂല്യം
पूर्णाक अभिकलित्र,പൂർണ്ണസംഖ്യ കാൽക്കുലേറ്റർ
निरपेक्ष वेग,കേവല വേഗത
निरपेक्ष श्यानता,കേവല വിസ്കോസിറ്റി
निरपेक्ष भार,കേവല ഭാരം
परम शून्य*,കേവല പൂജ്യം*
शून्य का निरपेक्ष भाजक,പൂജ്യത്തിന്റെ കേവല വിഭജനം
अवशोषण करना,ആഗിരണം ചെയ്യുക
अवशोषणांक*,ആഗിരണ സൂചിക*
अवशोषित ऊर्जा,ആഗിരണം ചെയ്ത ഊർജ്ജം
"अवशोषक, अवशोषी","ആഗിരണം, ആഗിരണം"
अवशोषी माध्यम*,ആഗിരണം ചെയ്യാവുന്ന മാധ്യമം*
अवशोषण सामर्थ्य,ആഗിരണം ശേഷി
अवशोषणांश,ആഗിരണം
अवशोषणमापी*,അബ്സോർപ്റ്റിയോമീറ്റർ*
अवशोषणामिति*,അബ്സോർപ്റ്റിയോമെട്രി*
अवशोषण,ആഗിരണം
अवशोषण - बैन्ड*,ആഗിരണം - ബാൻഡ്*
अवशोषण परिपथ,ആഗിരണം സർക്യൂട്ട്
अवशोषण-गुणांक,ആഗിരണം ഗുണകം
अवशोषण-स्तम्भ,ആഗിരണം കോളം
अवशोषण-स्थिरांक,ആഗിരണ സ്ഥിരത
अवशोषण सांतत्यक,ആഗിരണ തുടർച്ച
अवशोषण-परिक्षेत्र,ആഗിരണം മേഖല
अवशोषण-धारा,ആഗിരണം കറന്റ്
अवशोषण वक्र*,ആഗിരണം വക്രം*
अवशोषण भंग,ആഗിരണം ഒടിവ്
अवशोषण कोर,ആഗിരണം കോർ
अवशोषण गुणक,ആഗിരണം ഘടകം
अवशोषण फिल्टर,ആഗിരണം ഫിൽട്ടർ
अवशोषण ज्वाला प्रकाशमिति*,അബ്സോർപ്ഷൻ ഫ്ലേം ഫോട്ടോമെട്രി*
अवशोषण आर्द्रतामापी,ആഗിരണം ഹൈഗ്രോമീറ്റർ
अवशोषण घातांक,ആഗിരണ ഘാതം
अवशोषण सीमांत,ആഗിരണം നാമമാത്രമാണ്
अवशोषण रेखा,ആഗിരണം ലൈൻ
अवशोषणजन्य हानि,ആഗിരണം നഷ്ടം
अवशोषण माडुलन,ആഗിരണം മോഡുലേഷൻ
प्रकाश अवशोषण,പ്രകാശം ആഗിരണം
विकिरण ऊर्जा का अवशोषण,റേഡിയേഷൻ ഊർജ്ജത്തിന്റെ ആഗിരണം
अवशोषण शिखर,ആഗിരണം കൊടുമുടി
अवशोषण प्रकाशमिति,ആഗിരണം ഫോട്ടോമെട്രി
अवशोषण अनुपात,ആഗിരണം അനുപാതം
अवशोषण श्रेणी*,ആഗിരണം പരിധി*
अवशोषण स्पेक्ट्रम प्रकाशमिति*,ആഗിരണം സ്പെക്ട്രം ഫോട്ടോമെട്രി*
अवशोषण स्पेक्ट्रम*,ആഗിരണം സ്പെക്ട്രം*
"अवशोषण नली, अवशोषण नाल","ആഗിരണം ട്യൂബ്, ആഗിരണം ട്യൂബ്"
अवशोषण तरगमापी,ആഗിരണം ഹൈഗ്രോമീറ്റർ
अवशोषी*,ആഗിരണം ചെയ്യാവുന്ന*
अवशोषी क्षीणकारी,ആഗിരണം ചെയ്യാവുന്ന ബാഷ്പീകരണം
अवशोषण नियम*,ആഗിരണം നിയമം*
अवशोषण माध्यम,ആഗിരണം മീഡിയം
"अवशोषण क्षमता, अवशोषकता*","ആഗിരണം ചെയ്യാനുള്ള ശേഷി, ആഗിരണം*"
अवशोषकता*,ആഗിരണം*
स्टूडिओ सज्जा,സ്റ്റുഡിയോ അലങ്കാരം
बाहुल्य अनुपात,ഗുണിത അനുപാതം
ऐबवोल्ट,അബോൾട്ട്
ऐबवाट,കുറിച്ച്
त्वरित करना,ത്വരിതപ്പെടുത്തുക
त्वरण-विराम दूरी,ആക്സിലറേഷൻ-സ്റ്റോപ്പ് ദൂരം
त्वरित,തിടുക്കപ്പെട്ടു
त्वरित कालप्रभावन परीक्षण,ദ്രുത സമയ ഫല പരിശോധന
त्वरित प्रवाह,പെട്ടെന്നുള്ള ഒഴുക്ക്
त्वरित गति,പെട്ടെന്നുള്ള വേഗത
त्वरित निकाय,പെട്ടെന്നുള്ള ശരീരം
त्वरक तुला,ആക്സിലറേറ്റർ തൂക്കം
त्वरक इलैक्ट्रोड*,ആക്സിലറേറ്റർ ഇലക്ട്രോഡ്*
त्वरक काल*,ആക്സിലറേറ്റർ സമയം*
त्वरक प्रावस्था,ആക്സിലറേറ്റർ ഘട്ടം
त्वरक दर,ആക്സിലറേറ്റർ നിരക്ക്
त्वरक वोल्टता*,ആക്സിലറേറ്റർ വോൾട്ടേജ്*
त्वरण,ത്വരണം
त्वरणिक अपदहन,ത്വരിതപ്പെടുത്തിയ ജ്വലനം
त्वरण गुणांक,ആക്സിലറേഷൻ കോഫിഫിഷ്യന്റ്
त्वरण घटक,ത്വരണം ഘടകം
गुरूत्वीय त्वरण,ഗുരുത്വാകർഷണം മൂലം ത്വരണം
त्वरण गुणक,ത്വരണം ഘടകം
त्वरणिक प्रतिभरण,ത്വരിതപ്പെടുത്തിയ ചാർജ്
गुरूत्व त्वरण,ഗുരുത്വാകർഷണ ത്വരണം
त्वरण विभव,ത്വരണം സാധ്യത
त्वरण-नियम,ത്വരിതപ്പെടുത്തൽ നിയമം
त्वरण-प्रक्रम,ത്വരിതപ്പെടുത്തൽ പ്രക്രിയ
त्वरण प्रेदश,ആക്സിലറേഷൻ സോൺ
त्वरण प्रविधी,ത്വരിതപ്പെടുത്തൽ രീതി
"त्वरण सहिष्णुता, त्वरण सहनसीमा","ആക്സിലറേഷൻ ടോളറൻസ്, ആക്സിലറേഷൻ ടോളറൻസ്"
त्वरण-सदिश,ആക്സിലറേഷൻ വെക്റ്റർ
त्वरण-वोल्टता,ത്വരണം-വോൾട്ടേജ്
त्वरण तरंग,ത്വരണം തരംഗം
त्वरक,ആക്സിലറേറ്റർ
"त्वरित्र, त्वरक*","ത്വരിതപ്പെടുത്തുക, ആക്സിലറേറ്റർ*"
त्वरक समीकरण,ആക്സിലറേറ്റർ സമവാക്യം
त्वरणलेखी*,ആക്സിലറേറ്റർ*
त्वरणमापी,ആക്സിലറോമീറ്റർ
त्वरणमापीय सुमेलन,ആക്സിലറോമീറ്റർ പൊരുത്തപ്പെടുത്തൽ
प्राक्प्रबलक,പ്രിസ്ട്രെസർ
मान्य वर्ण,സാധുവായ പ്രതീകങ്ങൾ
स्वीकरण-कोण,സ്വീകാര്യത കോൺ
स्वीकरण-विनिर्देश,സ്വീകാര്യത സ്പെസിഫിക്കേഷൻ
स्वीकारी परीक्षण,സ്വീകാര്യമായ പരിശോധന
"ग्राही*, स्वीकारी","സ്വീകരിക്കുന്നവൻ*, സ്വീകരിക്കുന്നവൻ"
ग्राही परमाणु,റിസപ്റ്റർ ആറ്റം
ग्राही आबंध,റിസപ്റ്റർ ബോണ്ട്
ग्राही परिपथ,റിസീവർ സർക്യൂട്ട്
ग्राही स्तर,റിസപ്റ്റർ ലെവൽ
आदाता अणु,ദാതാവിന്റെ തന്മാത്ര
ग्राही गुणधर्म,റിസപ്റ്റർ പ്രോപ്പർട്ടി
ग्राही गुणधर्म तल,റിസപ്റ്റർ പ്രോപ്പർട്ടി ലെവൽ
त्वरक नली,ആക്സിലറേറ്റർ ഹോസ്
"अभिगम, प्रतीक्षा, अभिगम्यता","പ്രവേശനം, കാത്തിരിപ്പ്, പ്രവേശനം"
अभिगम भुज,ഭുജിലേക്ക് പ്രവേശിക്കുക
अभिगम-तंत्र,ആക്സസ് സിസ്റ്റം
अभिगम काल,പ്രവേശന സമയം
अभिगम्यता,പ്രവേശനക്ഷമത
"अतिरिक्त, सहायक, गौण (वि, ), उपसाधन","അധിക, ഓക്സിലറി, ആക്സസറി (v, ), ആക്സസറികൾ"
अतिरिक्त प्रतिबन्ध,അധിക നിയന്ത്രണങ്ങൾ
संयोगी संपात,യാദൃശ്ചികം
संयोगी संपात-संशोधन,ആകസ്മികമായ തിരുത്തൽ
आकस्मिक द्विजनन,ആകസ്മികമായ ബയോജനസിസ്
आकस्मिक द्विअपवर्तन,ആകസ്മികമായ വഴിതിരിച്ചുവിടൽ
आगन्तुक त्रुटि,സന്ദർശക പിശക്
"आकस्मिक रोक, आकस्मिक जकड़","പെട്ടെന്ന് നിർത്തുക, പെട്ടെന്ന് നിർത്തുക"
आकस्मिक संचारण,ആകസ്മികമായ കൈമാറ്റം
आकस्मिक विचरण,ക്രമരഹിതമായ വ്യതിയാനം
समंजन,ക്രമീകരിക്കൽ
प्रतिस्थित,സ്ഥാനം പിടിച്ചു
संचित त्रुटि,സഞ്ചിത പിശക്
"संचय, संचयन","ശേഖരണം, ശേഖരണം"
ऊर्जा संचय,ഊർജ്ജ സംഭരണം
संचायक*,ശേഖരണം*
यथार्थता,കൃത്യത
यथार्थ,റിയാലിറ്റി
यथार्थ उपकरण प्रेक्षण,യഥാർത്ഥ ഉപകരണ നിരീക്ഷണം
यथार्थ परास चिह्नक,കൃത്യമായ റേഞ്ച് മാർക്കർ
यथार्थ क्रमवीक्षण,കൃത്യമായ സ്കാനിംഗ്
अभ्यसन,പ്രാക്ടീസ്
त्वरक कोष्ठ*,ആക്സിലറേറ്റർ സെൽ*
अवर्णक लेन्स*,അക്രോമാറ്റിക് ലെൻസ്*
अवर्णक*,അക്രോമാറ്റിക്*
अवर्णक विश्लेषक,അക്രോമാറ്റിക് അനലൈസർ
आवृत्ति निरपेक्ष ऐन्टेना,ഫ്രീക്വൻസി ന്യൂട്രൽ ആന്റിന
अवर्णक आकृति,അക്രോമാറ്റിക് ആകൃതി
अवर्णक फ्रिंज,അക്രോമാറ്റിക് തൊങ്ങൽ
अवर्णक लेन्स*,അക്രോമാറ്റിക് ലെൻസ്*
अवर्णक बिन्दु पथ,അക്രോമാറ്റിക് പോയിന്റ് പാത
अवर्णक अभिदृश्य लेन्स,അക്രോമാറ്റിക് ലെൻസ്
अवर्णक प्रिज़्म,അക്രോമാറ്റിക് പ്രിസം
अवर्णक दूरदर्शक,അക്രോമാറ്റിക് ടെലിസ്കോപ്പ്
अवर्णकता*,അക്രോമാറ്റിറ്റി*
अवर्णीकरण*,അക്രോമാറ്റിസേഷൻ*
अवर्णकता*,അക്രോമാറ്റിറ്റി*
"एक्लास्टिक, अनपवर्तनिक, अवपवर्तनी","ഇലാസ്റ്റിക്, അൺഫ്രാക്റ്ററി, റിഫ്രാക്ടറി"
"एकॉर्न नली, बंजु नली","അക്രോൺ ഹോസ്, ബഞ്ചു ഹോസ്"
लघु वाल्व,മിനിയേച്ചർ വാൽവ്
एकूफ़ोनी,എക്കോഫോണി
ध्वानिक,അക്കോസ്റ്റിക്
ध्वानिक अवशोषकता,അക്കോസ്റ്റിക് ആഗിരണം
ध्वानिक क्षीणन गुणांक,അക്കോസ്റ്റിക് അറ്റൻവേഷൻ കോഫിഫിഷ്യന്റ്
ध्वानिक क्षीणनांक,അക്കോസ്റ്റിക് അറ്റൻവേഷൻ
ध्वानिक चोर अलार्म,അക്കോസ്റ്റിക് കള്ളൻ അലാറം
ध्वानिक धारिता,അക്കോസ്റ്റിക് കപ്പാസിറ്റൻസ്
श्रवण-केन्द्र,ശ്രവണ കേന്ദ്രം
ध्वानिक स्पष्टकारी,അക്കോസ്റ്റിക് വിശദീകരണം
ध्वानिक छदपट्ट,അക്കോസ്റ്റിക് കവർ
ध्वानिक अनुवृत्ति,ശബ്ദ പ്രതികരണം
ध्वानिक घटक,അക്കോസ്റ്റിക് ഘടകം
ध्वानिक चालकता,ശബ്ദ ചാലകത
ध्वानिक अवमंदन,അക്കോസ്റ്റിക് ഡാംപിംഗ്
ध्वानिक परिक्षेपण,അക്കോസ്റ്റിക് ഡിസ്പർഷൻ
ध्वनि हासक,സൗണ്ട് ഹാക്കർ
ध्वानिक ऊर्जा*,ശബ്ദ ഊർജ്ജം*
ध्वनिक ऊर्जा समीकरण,അക്കോസ്റ്റിക് ഊർജ്ജ സമവാക്യം
ध्वानिक समीकरण,ശബ്ദ സമവാക്യം
ध्वानिक पुनर्निवेश,അക്കോസ്റ്റിക് പുനഃസ്ഥാപിക്കൽ
क्लैडनी आकृतियाँ,ക്ലാഡ്നി രൂപങ്ങൾ
ध्वानिक फ़िल्टर,അക്കോസ്റ്റിക് ഫിൽട്ടർ
ध्वनि जनित्र,ശബ്ദ ജനറേറ്റർ
ध्वानिक ग्रेटिंग,അക്കോസ്റ്റിക് ഗ്രേറ്റിംഗ്
ध्वानिक प्रतिबाधा*,ശബ്ദ തടസ്സം*
ध्वानिक जड़त्व,അക്കോസ്റ്റിക് ജഡത്വം
ध्वानिक तीव्रता,ശബ്ദ തീവ്രത
ध्वानिक व्यतिकरणमापी,അക്കോസ്റ്റിക് ഇടപെടൽ മീറ്റർ
ध्वानिक अतिक्रमण संसूचक,അക്കോസ്റ്റിക് ഇടപെടൽ ഡിറ്റക്ടർ
ध्वानिक लेन्स,അക്കോസ്റ്റിക് ലെൻസ്
ध्वनि लाइन,ശബ്ദരേഖ
ध्वानिक संहति,അക്കോസ്റ്റിക് പിണ്ഡം
ध्वानिक सामग्री,അക്കോസ്റ്റിക് മെറ്റീരിയൽ
ध्वानिक माध्य मुक्त पथ,അക്കോസ്റ്റിക് അർത്ഥം സ്വതന്ത്ര പാത
ध्वानिक विधा,അക്കോസ്റ്റിക് മോഡ്
ध्वानिक रव,അക്കോസ്റ്റിക് ശബ്ദം
ध्वानिक ओम*,അക്കോസ്റ്റിക് ഓം*
"ध्वानिक पैनल, ध्वानिक पट्ट","അക്കോസ്റ്റിക് പാനൽ, അക്കോസ്റ്റിക് ബോർഡ്"
ध्वानिक प्रावस्था स्थिरांक,അക്കോസ്റ്റിക് ഘട്ടം സ്ഥിരം
ध्वानिक उद्ग्राही,അക്കോസ്റ്റിക് റിസീവർ
ध्वानिक दाब,ശബ്ദ സമ്മർദ്ദം
ध्वनि का समरूपता नियम,ശബ്ദത്തിന്റെ സമമിതി നിയമം
ध्वानिक संचरणांक,അക്കോസ്റ്റിക് ട്രാൻസ്മിഷൻ
ध्वानिक गुणधर्म,ശബ്ദ ഗുണങ്ങൾ
ध्वानिक चतुर्ध्रुवी,അക്കോസ്റ്റിക് ക്വാഡ്രുപോള്
ध्वानिक विकिरक अवयव,അക്കോസ്റ്റിക് വികിരണം മൂലകം
ध्वनिक विकिरण,അക്കോസ്റ്റിക് വികിരണം
ध्वनि-विकिरक,ശബ്ദപ്രതിരോധം
ध्वानिक-विकिरणमापी,അക്കോസ്റ്റിക് റേഡിയോമീറ്റർ
ध्वानिक प्रतिघात,ശബ്ദ പ്രതികരണം
ध्वानिक पारस्पर्य प्रमेय,അക്കോസ്റ്റിക് റിസിപ്രോസിറ്റി സിദ്ധാന്തം
ध्वानिक अपचयन गुणक,അക്കോസ്റ്റിക് റിഡക്ഷൻ ഘടകം
ध्वानिक परावर्तन गुणांक,അക്കോസ്റ്റിക് പ്രതിഫലന ഗുണകം
ध्वानिक अपवर्तन,ശബ്ദ അപവർത്തനം
ध्वानिक प्रतिरोध,ശബ്ദ പ്രതിരോധം
ध्वानिक अनुक्रियता,ശബ്ദ പ്രതികരണം
ध्वानिक प्रकीर्णन,അക്കോസ്റ്റിക് ചിതറിക്കൽ
श्रवण-बिन्दु,ശ്രവണ പോയിന്റ്
ध्वानिक दुर्नम्यता,അക്കോസ്റ്റിക് കാഠിന്യം
ध्वानिक तंत्र,ശബ്ദസംവിധാനം
ध्वानिक तापमापी,അക്കോസ്റ്റിക് തെർമോമീറ്റർ
ध्वानिक-वेग,ശബ്ദ പ്രവേഗം
ध्वनि तरंग,ശബ്ദ തരംഗം
ध्वानिक,അക്കോസ്റ്റിക്
ध्वनि अवशोषण गुणांक,ശബ്ദ ആഗിരണം ഗുണകം
ध्वनि अवशोषण घटक,ശബ്ദ ആഗിരണം ഘടകം
ध्वानिक परिपथ,അക്കോസ്റ്റിക് സർക്യൂട്ട്
ध्वानिक अनुवृत्ति,അക്കോസ്റ്റിക് പ്രതികരണം
ध्वानिक विलंब लाइन,അക്കോസ്റ്റിക് കാലതാമസം ലൈൻ
ध्वानिक विरूपण,ശബ്ദ വികലത
ध्वानिक और्जिकी,അക്കോസ്റ്റിക് ശബ്ദശാസ്ത്രം
ध्वानिक फ़िल्टर,അക്കോസ്റ്റിക് ഫിൽട്ടർ
ध्वानिक प्रतिबाधा*,ശബ്ദ തടസ്സം*
ध्वनि-भ्रामिका,ഫോണോഗ്രാഫ്
ध्वानिक ओम*,അക്കോസ്റ്റിക് ഓം*
ध्वानिक कला नियतांक,അക്കോസ്റ്റിക് സ്ഥിരാങ്കം
ध्वानिक फ़ोनान,അക്കോസ്റ്റിക് ഫോണോൺ
ध्वानिक संचरण नियतांक,അക്കോസ്റ്റിക് ട്രാൻസ്മിഷൻ സ്ഥിരാങ്കം
ध्वनि परिवर्तन गुणांक,ശബ്ദ പരിവർത്തന ഗുണകം
ध्वानिक प्रतिरोध,ശബ്ദ പ്രതിരോധം
ध्वानिक दुर्नम्यता,അക്കോസ്റ്റിക് കാഠിന്യം
ध्वनि-मात्रक,ശബ്ദ യൂണിറ്റ്
ध्वनिरूद्ध,ശബ്ദപ്രതിരോധം
ध्वानिक पार्श्व रेखा,അക്കോസ്റ്റിക് സൈഡ് ലൈൻ
"ध्वानिकी, ध्वानिकता","ശബ്ദശാസ്ത്രം, ശബ്ദശാസ്ത്രം"
ध्वनिमापी,ശബ്ദ മീറ്റർ
ध्वनि दाब,ശബ്ദ സമ്മർദ്ദം
अर्जन रेडार,ഏറ്റെടുക്കൽ റഡാർ
प्रकाश रसोक्रिय विकिरण,ഫോട്ടോസിന്തറ്റിക് റേഡിയേഷൻ
ऐक्टिनियम उत्सर्जन,ആക്ടിനിയം എമിഷൻ
ऐक्टिनो-यूरेनियम,ആക്ടിനോ-യുറേനിയം
ऐक्टिनो-यूरेनियम श्रेणी,ആക്ടിനോ-യുറേനിയം പരമ്പര
विकिरण-विद्युत्,റേഡിയോ ഇലക്ട്രിക്
"ऐक्टिनोमीटर, प्रकाशरसोक्रियामापी","ആക്ടിനോമീറ്റർ, ഫോട്ടോമൈക്രോമീറ്റർ"
"क्रिया, कर्म","പ്രവൃത്തി, പ്രവൃത്തി"
क्रिया और प्रतिक्रिया,പ്രവർത്തനവും പ്രതികരണവും
क्रिया स्थिरांक,പ്രവർത്തന സ്ഥിരത
प्रभाव क्षेत्र,സ്വാധീന മേഖല
"सक्रियित, सक्रियकृत","സജീവമാക്കി, സജീവമാക്കി"
सक्रियित विसरण,സജീവ വ്യാപനം
"साक्रियकृत तंतु, सक्रियित तंतु","സജീവമാക്കിയ ഫൈബർ, സജീവമാക്കിയ ഫൈബർ"
सक्रियण प्रभाव,സജീവമാക്കൽ പ്രഭാവം
सक्रियण प्रभाव,സജീവമാക്കൽ പ്രഭാവം
सक्रियण-विश्लेषण,സജീവമാക്കൽ വിശകലനം
सक्रियता केन्द्र,പ്രവർത്തന കേന്ദ്രം
सक्रियण-परिक्षत्र,ആക്ടിവേഷൻ ടെസ്റ്റർ
सक्रियण ऊर्जा,സജീവമാക്കൽ ഊർജ്ജം
सक्रियण ऐन्ट्रॉपी,സജീവമാക്കൽ എൻട്രോപ്പി
सक्रियण अधिवोल्टता,സജീവമാക്കൽ അമിത വോൾട്ടേജ്
सक्रियण दर,സജീവമാക്കൽ നിരക്ക്
"सक्रियकारक, सक्रियक","ആക്റ്റിവേറ്റർ, ആക്റ്റിവേറ്റർ"
सक्रियक परमाणु,ആക്റ്റിവേറ്റർ ആറ്റം
त्वरक-सक्रियक,ആക്സിലറേറ്റർ
सक्रिय अवशोषण,സജീവമായ ആഗിരണം
सक्रिय एरियल,സജീവമായ ഏരിയൽ
विकिरण ख़तरा क्षेत्र,റേഡിയേഷൻ അപകട മേഖല
सक्रिय युक्ति,സജീവ ഉപകരണം
सक्रिय अभिलक्ष्यन,സജീവമായ ടാർഗെറ്റിംഗ്
सक्रिय हाइड्रोजन*,സജീവ ഹൈഡ്രജൻ*
सक्रिय जालक,സജീവ മെഷ്
