Odiya,Gujarati
ଆକାଶବାଣୀ ଫିଲ୍ଟର |,ધ્વનિ ફિલ્ટર
ଆକାଶବାଣୀ ପ୍ରତିରୋଧ |,ધ્વનિ અવરોધ
ଆକାଶବାଣୀ ମାସ୍କିଂ |,ધ્વનિ -માસ્કીંગ
ଆକାଶବାଣୀ ଶକ୍ତି |,ધ્વનિની શક્તિ
ଆକାଶବାଣୀ ସମ୍ପତ୍ତି |,ધ્વનિપક્ષીય મિલકત
ଆକାଶବାଣୀ ପ୍ରତିକ୍ରିୟା |,ધ્વનિની પ્રતિક્રિયા
ଆକାଶବାଣୀ ପ୍ରତିଫଳନ |,ધ્વનિ -પ્રતિબિંબ
ଆକାଶବାଣୀ ଟାଇଲ୍ |,ધ્વનિ ટાઇલ
ଆକାଶବାଣୀ ତରଙ୍ଗ |,ધ્વનિ તરંગ
ଆକାଶବାଣୀ ଅବଶୋଷଣ |,શ્રવ -શોષણ
ଆକାଶବାଣୀ ଆଟେନେସନ୍ ସ୍ଥିର |,શ્રવણશક્તિ એટેન્યુએશન
ଆକାଶବାଣୀ ଡମ୍ପିଂ |,શ્રવણની ભીનાશ
ଆକାଶବାଣୀ ବିଳମ୍ବ ରେଖା |,ધ્વનિ વિલંબ રેખા
ଆକାଶବାଣୀ ବିକୃତି |,ધ્વનિની વિકૃતિ
ଆକାଶବାଣୀ ନଳୀ |,શ્રવણ નલિક
ଆକାଶବାଣୀ ଶକ୍ତି |,શ્રવણશક્તિ
ଆକାଶବାଣୀ ମତାମତ |,શ્રવણશક્તિ
ଆକାଶବାଣୀ ଫିଲ୍ଟର |,શ્રદ્ધ ફિલ્ટર
ଆକାଶବାଣୀ ପ୍ରତିରୋଧକ |,શ્રવણનો અવરોધ
ଆକାଶବାଣୀ ପ୍ରଚାର ସ୍ଥିର |,ધ્વનિ -પ્રચાર
ଆକାଶବାଣୀ ପ୍ରତିରୋଧ |,શ્રવણ પ્રતિકાર
ଆକାଶ ଭାବରେ ଇନସୁଲେଡ୍ |,ધ્વનિભ્રમણાથી ઇન્સ્યુલેટેડ
ଆକାଶବାଣୀ |,ધ્વનિશાસ્ત્ર
ଅଧିଗ୍ରହଣ,સંપાદન
ଆକ୍ରୋନିମ୍ |,ટૂંકાક્ષર
କ୍ରିୟା କ୍ଷେତ୍ର,કાર્યવાહી ક્ષેત્ર
ସକ୍ରିୟ ଚିଲାମେଣ୍ଟ |,સક્રિય ફિલામેન્ટ
ସକ୍ରିୟ,સક્રિય
ସକ୍ରିୟ କ୍ଷେତ୍ର,સક્રિય ક્ષેત્ર
ସକ୍ରିୟ ୱିଣ୍ଡୋ |,સક્રિય બારી
ଅନୁକେତ,અનુકૂલનક્ષમતા
ଆଡାପ୍ଟର (ଆଡାପ୍ଟର),એડેપ્ટર (એડેપ્ટર)
ଆଡାପ୍ଟିଭ୍ ଡିଫେରିଏଲ୍ ପଲ୍ସ କୋଡ୍ ମୋଡୁଲେସନ୍ |,અનુકૂલનશીલ વિભેદક પલ્સ મોડ્યુલેશન
ଠିକଣା ବହି,સરનામા પુસ્તિકા
ଠିକଣା ବସ୍,સરનાવ બસ
ଠିକଣା ରେଜୋଲୁସନ,ઠરાવ
ସଂଲଗ୍ନ ଚ୍ୟାନେଲର ହସ୍ତକ୍ଷେପ |,સંલગ્ન ચેનલ દખલ
ସଂଲଗ୍ନ ଚ୍ୟାନେଲ ଚୟନ,સંલગ્ન ચેનલ પસંદગી
ସଂଲଗ୍ନ ଫ୍ରିକ୍ୱେନ୍ସି |,સંલગ્ન આવર્તન
ସଂଲଗ୍ନ ଫ୍ରିକ୍ୱେନ୍ସି ଚ୍ୟାନେଲ |,સંલગ્ન આવર્તન ચેનલ
ସଂଲଗ୍ନ ଚିତ୍ର ବାହକ |,અડીને ચિત્ર વાહક
ସଂଲଗ୍ନ ସାଉଣ୍ଡ ବାହକ |,અડીને ધ્વનિ વાહક
ସଂଲଗ୍ନ ଷ୍ଟେସନ |,સંલગ્ન મથક
ନିୟନ୍ତ୍ରିତ,ગોઠવણપાત્ર
ନିୟନ୍ତ୍ରିତ କଣ୍ଡେନ୍ସର୍ |,ગોઠવણપાત્ર કન્ડેન્સર
ଚାପକୁ ସଜାଡିବା |,ગોઠવણ
ରେଞ୍ଚ ଆଡଜଷ୍ଟ କରିବା |,સમાયોજન
ଆଡଜଷ୍ଟମେଣ୍ଟ୍,સમાયોજન
ପ୍ରଶାସକ,વહીવટકર્તા
ଉନ୍ନତ ଟେକ୍ନୋଲୋଜି |,અદ્યતન ટેકનોલોજી
ବାୟୁ,હવાઈ
ଏରିଲ୍ ଆରେ |,હવાઈ ​​એરે
ଏରିଲ୍ ବୁଷ୍ଟର୍ |,હવાઈ ​​બૂસ્ટર
ଏରିଲ୍ କରେଣ୍ଟ୍ |,હવાઈ ​​પ્રવાહ
ଏରିଲ୍ ମାଟିଙ୍ଗ୍ ସୁଇଚ୍ |,હવાઈ ​​કમાણી સ્વીચ
ଏରିଲ୍ ଦକ୍ଷତା |,હવાઈ ​​કાર્યક્ષમતા
ଏରିଲ୍ ଇନପେଟେନ୍ସ |,હવાઈ ​​અવરોધ
ଏରିଲ୍ ଇଣ୍ଡିକାନ୍ସ |,હવાઈ ​​લિટક્શન
ଏରିଆଲ୍ ଇନସୁଲେଟର |,હવાઈ ​​ઇન્સ્યુલેટર
ଏରିଆଲ୍ ଲୋଡିଂ କୋଇଲ୍ |,હવાઈ ​​લોડિંગ કોઇલ
ଏରିଲ୍ ଫଟୋଗ୍ରାଫି |,હવાઈ ​​ફોટોગ્રાફી
ଏରିଲ୍ ଶକ୍ତି |,હવાઈ ​​શક્તિ
ଏରିଆଲ୍ ବିକିରଣର ଲାଭ |,હવાઈ ​​કિરણોત્સર્ગ
ଏରିୟାଲ୍ ପ୍ରତିକ୍ରିୟା |,હવાઈ ​​પ્રતિક્રિયા
ଏରୋଡାଇନାମିକ୍ସ,વાયુમિશ્રણશાસ્ત્ર
ସଂସ୍ଥା,સંસ્થા
ବାୟୁ କମ୍ପ୍ରେସାକ୍ର,હવાઈ ​​સંકોચન
ବାୟୁ କଣ୍ଡନସର୍ |,હવાઈ ​​કન્ડેન્સર
ବାୟୁ ଥଣ୍ଡା,હવાઈ ​​ઠંડુ
ବାୟୁ କୋଡ୍ କୋଇଲ୍ |,હવાઈ ​​બાંધેલી કોથળી
Accometication,વાતાનુકૂલન
ଆଲବେଡୋ |,અલ્બેડો
ଆଲଗୋରିଦମ,અલ્ગોરિધમનો
ଛଦ୍ମନାମ,પરવાના
ମିଶ୍ରଣ,સંલગ્ન
ପରିଚାଳିତ,ગોઠવણી
ସମସ୍ତ ତରଙ୍ଗ ବାୟୁ |,બધા તરંગ હવાઈ
ଆବଣ୍ଟନ,ફાળવણી
ବର୍ଣ୍ଣାନୁକ୍ରମିକ,વર્ણાનુક્રમ
ବର୍ଣ୍ଣମାଳା,મૂર્તિમંત
ବର୍ଣ୍ଣମାଳା ଚରିତ୍ର |,વર્ણ -અક્ષર
ବର୍ଣ୍ଣମାଳା ସୂଚନା,વર્ણ -મૂર્તિમંત માહિતી
ବିକଳ୍ପ ସାମ୍ପ୍ରତିକ (AC.),વૈકલ્પિક વર્તમાન (એ.સી.)
ବିକଳ୍ପ,એકાંતરણ
Atternator,પરાકારી
ଉଚ୍ଚତା,Altંચાઈ
ଆପୋଜି ର ଉଚ୍ଚତା |,અનુગામી alt ંચાઇ
PERIGEE ର ଉଚ୍ଚତା |,પેરગીની alt ંચાઇ
ଆମୋଦିତ ରେଡିଓ ଯୋଗାଯୋଗ |,કલાપ્રેમી રેડિયો સંચાર
ଅଭିଳାଷୀ |,વાતાવરણ
ଆମ୍ବିଏନ୍ସ ମାଇକ୍ରୋଫୋନ୍ |,આજુબાજુના માઇક્રોફોન
ପରିବେଶ ସର୍ତ୍ତ,આસપાસની શરત
ପରିବେଶ ଆଲୋକ |,આસપાસની આજુબાજુની પ્રકાશ
ଆମ୍ବିକ୍ ଶବ୍ଦ,આજુબાજુનો અવાજ
ପରିବେଶ ତାପମାତ୍ରା |,આસપાસનું તાપમાન
ଆମେରିକୀୟ ମାନକ କୋଡ୍ |,અમેરિકન માનક સંહિતા
ଆମ୍ପେର୍,ષડયંત્ર
ଆମ୍ପେର୍ ମିଟର |,Amાંદું મીટર
ବୃଦ୍ଧି,વિસ્તૃત કરવું તે
Amplfication ଫ୍ୟାକ୍ଟର୍ |,વિસ્તૃત પરિબળ
ଏମ୍ପ୍ଲିଫାୟର୍,પ્રવેધક
ଏମ୍ପ୍ଲିଫାୟର୍ ଲାଭ |,વિપુલ લાભ
ଏମ୍ପ୍ଲିଫାୟର୍ ଶବ୍ଦ |,એમ્પ્લીફાયર અવાજ
ଯନ୍ତ୍ରପାତି ଯନ୍ତ୍ରପାତି |,વિસ્તૃત સાધનસામગ્રી
କାଲିଷ୍ଟ୍ରନ୍,ક્લીસ્ટ્રોનને વિસ્તૃત કરવું
Amplifying ୟୁନିଟ୍ |,વિસ્તૃત એકમ
ପ୍ରଶସ୍ତତା,કંપનવિસ્તાર
ପ୍ରସଙ୍ଗଯୁକ୍ତ ବିକୃତି |,કંપનવિસ્તારની વિકૃતિ
ପ୍ରୟୋଗ ହୋଇଥିବା ଭ୍ରମଣ |,કંપનવિસ્તાર
ପ୍ରଶସ୍ତତା ଫ୍ୟାକ୍ଟର୍ |,કંપનવિસ્તાર પરિબળ
ପ୍ରଶସ୍ତତା ସୀମା,મર્યાદિત મર્યાદા
ପ୍ରୟୋଗ ମୋଡ୍ୟୁଲେଟ୍ |,કંપનવિસ્તાર -મોડ્યુલેટેડ
ପ୍ରଶସ୍ତତା ମୋଡ୍ୟୁଲେସନ୍ |,કંપનલી -મોડ્યુલેશન
ଆନାଗଲ୍ (ଆନାଗଲ୍),એનાલોગ (એનાલોગ)
ଆନାଗଲ୍ ସର୍କିଟ୍ |,એનાશ
ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |,એનાલોગ કમ્પ્યુટર
ଆନାଗଲ୍ ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଚ୍ୟାନେଲ |,એનાલોગ રેડિયો આવર્તન ચેનલ માટે એનાલોગ રેડિયો આવર્તન ચેનલ
ଆନାଗଲ୍ ଉପସ୍ଥାପନା |,મનોલોગ પ્રતિનિધિત્વ
ଆନାଗଲ୍ ସିଗନାଲ୍ |,એનાલોગ સંકેત
ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |,ડિજિટલથી એનાલોગ
ଡିଜିଟାଲ୍ କନଭର୍ଟର ପାଇଁ ଆନାଗଲ୍ |,ડિજિટલ કન્વર્ટર માટે એનાલોગ
ଆନାଗଲ୍ ଭିଡିଓ |,એટાલી -વિડિઓ
ଅନୁରୂପ,સમાન
ଆନାଲୋଜି,સાદ્રશ્ય
ବିଶ୍ଳେଷଣ |,વિશ્લેષણ
ତଥ୍ୟର ବିଶ୍ଳେଷଣ |,આંકડા
ଆନାଲିଟିକାଲ୍ ଘନତା |,વિશ્લેષણાત્મક ઘનતા
ବିଶ୍ଳେଷଣ କର |,વિશ્લેષણ કરવું
ଆନିପ୍ରିଣ୍ଟେଜର |,વિશ્લેષક
ଅର୍କିଲିଡିଆ ଉପକରଣ |,સૌધિતિક સાધનસામગ્રી
ଏବଂ ଫାଟକ,અને દરવાજો
କଲିମିର କୋଣ |,ખાત્ય ખૂણા
ପୋଲାରାଇଜେସନ୍ କୋଣ |,ધ્રુવીકરણ ખૂણા
ଘୂର୍ଣ୍ଣନର କୋଣ |,પરિભ્રમણ
Agtstom (å),એંગસ્ટ્રોમ (Å)
କୋଣାର୍କ,કોણીય
କୋଣାର୍କ ତ୍ୱରାନ୍ୱିତ |,કોતરણી પ્રવેગક
କୋଣାର୍କ ସମବେଦନା |,કોતરણી સમન્વય
କୋଣାର୍କ ବିବେକ |,કોતરણી
କୋଣାର୍କ ବିପରୀତ |,કોમણ -ફેલાવો
କୋଣାର୍କ ବିସ୍ଥାପନ |,કોણીય વિસ્થાપન
କୋଣାର୍କ ତ୍ରୁଟି |,કોણીય ભૂલ
କୋଣାର୍କ ଫ୍ରିକ୍ୱେନ୍ସି |,કોણીય આવર્તન
କୋଣାର୍କ ଗତି |,કોતરણી ગતિ
କୋଣାର୍କ ଗତି,કોણીય ગતિ
କୋଣାର୍କ ବେଗ |,કોતરણી વેગ
ଆନିମେସନ୍,પ્રસન્નતા
Anode,એનોડ
Anodod ବ୍ୟାଟେରୀ |,એનોડ બ batteryણ
Andod ବ istic ଶିଷ୍ଟ୍ୟ |,એનોડ લાક્ષણિકતા
ଆନୋଡ ସର୍କିଟ୍ |,એનોડ સર્કિટ
ଆନୁଷ୍ଠାନିକ ଡିସପିଏସନ,એનોડ વિઘટન
ଆନୁଷ୍ଠାନିକ ଦକ୍ଷତା |,એનોડ કાર્યક્ષમતા
ଆନୁଷ୍ଠାନିକ ଇନପୁଟ୍ ଶକ୍ତି |,એનોડ ઇનપુટ પાવર
ଆନୁଷ୍ଠାନିକ ମୋଡୁଲେସନ୍ |,એનોડ મોડ્યુલેશન
ଆଣ୍ଟେନା |,એન્ટેના
ଆଣ୍ଟେନା ବିମ୍ୱିଡଥ୍ |,એન્ટેના બીમવિડ્થ
ଆଣ୍ଟେନା ବୁଷ୍ଟର୍ |,એન્ટેના
ଆଣ୍ଟେନା ପରିବର୍ତ୍ତନକାରୀ ସୁଇଚ୍ |,એન્ટેના ચેન્જઓવર સ્વીચ
ଆଣ୍ଟେନା କୋଇଲ୍ |,કોઇ
ଆଣ୍ଟେନା ବିନ୍ୟାସ,એન્ટેના રૂપરેખાંકન
ଆଣ୍ଟେନା କପଟର୍ |,એન્ટેના કપડા
ଆଣ୍ଟେନା କ୍ରସ୍ ପୋଲାର୍ ପ୍ୟାଟର୍ |,એન્ટેના ક્રોસ ધ્રુવીય પદ્ધતિ
ଆଣ୍ଟେନା କରେଣ୍ଟ୍ |,એન્ટેના પ્રવાહ
ଆଣ୍ଟେନା ପ୍ରତ୍ୟକ୍ଷ ପ୍ରତ୍ୟକ୍ଷ ଲାଭ |,એન્ટેના નિર્દેશન લાભ
ଆଣ୍ଟେନା ଡୁପ୍ଲେକ୍ସର |,એન્ટેના ડુપ્લેક્સર
ଆଣ୍ଟେନା ପ୍ରଭାବଶାଳୀ କ୍ଷେତ୍ର |,એન્ટેના અસરકારક ક્ષેત્ર
ଆଣ୍ଟେନା ଦକ୍ଷତା |,વૈશ્વિક કાર્યક્ષમતા
ଆଣ୍ଟେନା ଫିଡ୍ |,એન્ટેના ફીડ
ଆଣ୍ଟେନା ପାଦ ପ୍ରିଣ୍ଟ୍ |,એન્ટેના પગની છાપ
ଆଣ୍ଟେନା ଲାଭ,એન્ટેના લાભ
ଆଣ୍ଟେନା ଉଚ୍ଚତା |,એન્ટેના height ંચાઇ
ଆଣ୍ଟେନା ପ୍ରତିରକ୍ଷା |,એન્ટેના અવરોધ
ଆଣ୍ଟେନା ଇଣ୍ଡିକାନ୍ସ |,એન્ટેના
ଆଣ୍ଟେନା ପାଟର୍ନ |,એન્ટેનાનો દાખલો
ଆଣ୍ଟେନା ପ୍ଲେକ୍ସର୍ |,એન્ટેના નાવિક
ଆଣ୍ଟେନା ପୋଲାରାଇଜେସନ୍ |,એન્ટેના ધ્રુવીકરણ
ଆଣ୍ଟେନା ଶକ୍ତି |,એન્ટેના શક્તિ
ଆଣ୍ଟେନା ପାୱାର ଲାଭ |,એન્ટેના વીજળી લાભ
ଆଣ୍ଟିନା ବିକିରଣ ପ୍ରତିରୋଧ |,એન્ટેના રેડિયેશન પ્રતિકાર
ଆଣ୍ଟେନା ପ୍ରତିକ୍ରିୟା |,એન્ટેના પ્રતિક્રિયા
ଆଣ୍ଟେନା ରିଫଲେକ୍ଟର |,એન્ટેના પરાવર્તક
ଆଣ୍ଟେନା ପ୍ରତିରୋଧ,એન્ટેના પ્રતિકાર
ଆଣ୍ଟେନା ପର୍ଯ୍ୟଟକଗଣ ବିସ୍ତାରିତ ଫ୍ରିକ୍ୱେନ୍ସି |,એન્ટેના પડઘો આવર્તન
ଆଣ୍ଟେନା ବ୍ୟବଧାନ |,એન્ટેના અંતર
ଆଣ୍ଟେନା ସୁଇଚ୍ ରୁମ୍ |,એન્ટેના સ્વિચિંગ રૂમ
ଆଣ୍ଟେନା ଟ୍ୟୁନିଂ କୋଇଲ୍ |,એન્ટેના ટ્યુનિંગ કોઇલ
ଆଣ୍ଟେନା ଟ୍ୟୁନିଂ ହାଟ |,એન્ટેના ટ્યુનિંગ ઝૂંપડી
ଆପେଚର,છિદ્ર
ଆପୋଲେଜ୍,પ્રાણઘાતક
ଆପୋଲେ ରକେଟ୍ |,અજેતા રોકેટ
ଉପକରଣ,ઉપકરણ
ସ୍ପଷ୍ଟ,સ્પષ્ટ
ଆପଲେଟ୍,સાદડી
ପ୍ରୟୋଗ,નિયમ
ଆନୁମାନିକ,આશરે
ଜଳପ୍ରବାହକାରୀ ସମାଧାନ |,જળસ
ଆର୍କ,ચાપ
ସ୍ଥାପତ୍ୟ,સ્થાપત્ય
ଶବ୍ଦ ରେକର୍ଡିଂର ଅଭିଲେଖାଗାର ସ୍ଥାନାନ୍ତର |,ધ્વનિ રેકોર્ડિંગનું આર્કાઇવલ ટ્રાન્સફર
ଅଭିଲେଖାଗାର,દફ્તર
ଗାଣିତିକ କୋଡିଂ |,અંકગણિત કોડિંગ
ଅର୍ଗର,હાથ
ଅରତା ପବନ,આર્મચર વિન્ડિંગ
ଆରେ,કળ
ଆରେଷ୍ଟ୍ରର୍,કરચલો
ଆର୍ଟଲେସନ୍,સ્પષ્ટીકરણ
କଳାକୃତି (= କଳାକୃତି),આર્ટિફેક્ટ (= આર્ટિફેક્ટ)
ଆରୋହଣ,ચડતું
ଆନୁମାନିକ ଅନୁପାତ,પાસા ગુણોત્તર
ଏକତ୍ରିତ |,ભેગા કરનાર
ଧାରଣା,નિશ્ચય
ଆସାଇନମେଣ୍ଟ,સોંપણી
ଆସାଇନମେଣ୍ଟ ଚ୍ୟାନେଲ୍ |,નાબૂદ
ଅସମାନଗତ,અસમપ્રમાણ
ଅସନ୍ତୁଳିତ,અસુમેળવાળું
ବାୟୁମଣ୍ଡଳ,વાતાવરણ
ବାୟୁମଣ୍ଡଳୀୟ କ୍ଷତି |,વાતાવરણીય નુકસાન
ବାୟୁମଣ୍ଡଳୀୟ ଶବ୍ଦ |,વાતાવરણીય અવાજ
ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |,વાતાવરણ નુ દબાણ
ବାୟୁମଣ୍ଡଳୀୟ ପ୍ରସାର |,વાતાવરણીય પ્રચાર
ବାୟୁମଣ୍ଡଳୀୟ ରେଡିଓ-ତରଙ୍ଗ |,વાતાવરણીય તરંગ
ବାୟୁମଣ୍ଡଳ,વાતાવરણીય
ପରମାଣୁ,અણુ
ପରମାଣୁ ଗଠନ,અણુનું માળખું
ସଂଲଗ୍ନ,જોડાણ
ସାଧନ,વ્યવહાલ
ଆଟେନେସନ୍ କ୍ଷତି |,અંતરચળી
ଶବ୍ଦ ତରଙ୍ଗର ଆଭିମୁଖ୍ୟ |,ધ્વનિ તરંગો
ଆଟେଟୋଲେଟର୍ |,હલકાઈ કરનાર
ଆଟେନୁଏଟର୍-ପ୍ୟାଡ୍ |,વિકેન્દ્ર
ପରିମାପ ସୀମା,શ્રદ્ધાળુ થ્રેશોલ્ડ
ମୂଳଦୁଆ,શ્રાવ્ય
ଶରଣଯୋଗର ଫ୍ରିକ୍ୱେନ୍ସି |,શ્રાવ્ય આવર્તન
ଶ୍ରବଣୀୟ ସ୍ୱର,શિરદર્શક સ્વર
ଶ୍ରୋଚନା-ସ୍ପେକ୍ଟ୍ରମ୍ |,શિરદર્શક
ଦର୍ଶକ |,શ્રોતા
ଅଡିଓ,Audડિસ
ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |,Audio ડિઓ એમ્પ્લીફાયર
ଅଡିଓ ଆନାଲିଜର |,Audio ડિઓ વિશ્લેષક
ଅଡିଓ ପ୍ରସାରଣକାରୀ |,Audio ડિઓ બ્રોડકાસ્ટિંગ
ଅଡିଓ କେବୁଲ୍ |,Audષધિસનું aution ડિઓબલ
ଅଡିଓ ଶୃଙ୍ଖଳା,શાસ્ત્ર
ଅଡିଓ କୋଡେକ,કડકા
ଅଡିଓ ସଙ୍କୋଚନ |,Audતુ)
ଅଡିଓ ସଙ୍କୋଚନ |,કોમ્પ્રેસર
ଅଡିଓ କୋନସୋଲ |,Audio ડિઓ કન્સોલ
ଅଡିଓ ବିକୃତ |,Audio ડિઓની વિકૃતિ
ଅଡିଓ ଗତିଶୀଳ ପରିସର |,Dynamડિસ
ଅଡିଓ ଫାଇଲ୍ ଫର୍ମାଟ୍ |,Audio ડિઓ ફાઇલ ફોર્મેટ
ଅଡିଓ ଫ୍ରେମ୍ ଫର୍ମାଟ୍ |,Audio ડિઓ ફ્રેમ ફોર્મેટ
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଏମ୍ପ୍ଲିଫାୟର୍ |,Audio ડિઓ આવર્તન એમ્પ્લીફાયર
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଜେନେରେଟର |,Audio ડિઓ આવર્તન જનરેટર
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ରେଞ୍ଜ |,Audio ડિઓ આવર્તન શ્રેણી
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରତିକ୍ରିୟା |,Audio ડિઓ આવર્તન પ્રતિસાદ
ଅଡିଓ ସୀମା,સત્તાધિકારી
ଅଡିଓ ରେଖା |,Audષધિ
ଅଡିଓ ମିକ୍ସର୍ |,Audડિસર
ଅଡିଓ ମୋଣ୍ଟୁଲେସନ୍ |,Audio ડિઓ મોડ્યુલેશન
ଅଡିଓ ଓସକ୍ଲଟର |,ઓડિસ -ઓસિલેટર
ଅଡିଓ ଆଉଟପୁଟ୍,Audio ડિઓ આઉટપાત
ଅଡିଓ ଶକ୍ତି |,Auth ડિઓ સત્તાની સત્તા
ଅଡିଓ ଗୁଣ,કવિતા
ଅଡିଓ ସଙ୍କେତ,શ્રદ્ધા
ଅଡିଓ ସଙ୍କେତ ପ୍ରକ୍ରିୟାକରଣ |,Audio ડિઓ સિગ્નલ પ્રક્રિયા
ଅଡିଓ ସ୍ପେକ୍ଟ୍ରମ୍,Audio ડિઓ સ્પેક્ટ્રમ
ଅଡିଓ ଷ୍ଟୋରେଜ୍ |,Audio ડિઓ સંગ્રહ
ଅଡିଓ ସବ୍-କ୍ୟାରିଅର୍ |,Audડિસ
ଅଡିଓ ଟ୍ରାନ୍ସଫର୍ମର |,ઈડનીસ પરિશ્રમ
ଅଡିଓ ଟ୍ରାନ୍ସମିଟର |,Audio ડિઓ ટ્રાન્સમીટર
ଅଡିଓ / ଭିଡିଓ ସଙ୍କୋଚନ |,Audio ડિઓ/વિડિઓ કમ્પ્રેશન
ଅଡିଓ-ଫ୍ରିକ୍ୱେନ୍ସି ଓସକ୍ଲୁଟର |,Audડ-આવર્તન ઓસિલેટર
ଅଡିଓ-ଫ୍ରିକ୍ୱେନ୍ସି ସିଗ୍ନାଲ୍ |,પુનરાવર્તન સંકેત
ଅଡିଓମେଟ୍ରି |,કવિતા
ଅଡିଓ-ଭିଜୁଆଲ୍ ସାହାଯ୍ୟ |,વિઝ્યુઅલી સહાય
ଅଡିଟୋରୀ ଧାରଣା |,ઉપદેશની ધારણા
ପ୍ରାମାଣିକିକରଣ,પ્રમાણીકરણ
ପ୍ରାଧିକୃତ ବାହକ ଫ୍ରିକ୍ୱେନ୍ସି |,અધિકૃત વાહક આવર્તન
ଅଟୋ କ୍ୟାଡ୍,ઓટો કેડ
ଅଟୋ ଡାଇଗ୍ନୋଷ୍ଟିକ୍ |,સ્વત -નિદાન
ସ୍ୱୟଂଚାଳିତ |,સ્વચાલિત
ସ୍ୱୟଂଚାଳିତ ନିୟନ୍ତ୍ରଣ |,સ્વચાલિત નિયંત્રણ
ସ୍ୱୟଂଚାଳିତ ଚିହ୍ନଟ |,સ્વચાલિત તપાસ
ସ୍ୱୟଂଚାଳିତ ଯନ୍ତ୍ରପାତି |,સ્વચાલિત સાધનો
ସ୍ୱୟଂଚାଳିତ ଫ୍ରିକ୍ୱେନ୍ସି କଣ୍ଟ୍ରୋଲ୍ |,સ્વચાલિત આવર્તન નિયંત્રણ
ସ୍ୱୟଂଚାଳିତ ସୀମା |,સ્વચાલિત મર્યાદા
ସ୍ୱୟଂଚାଳିତ ଯନ୍ତ୍ର,સ્વચાલિત યંત્ર
ସ୍ୱୟଂଚାଳିତ ଫାସା ନିୟନ୍ତ୍ରଣ |,આપમેળે phાંકણું નિયંત્રણ
ସ୍ୱୟଂଚାଳିତ ଚିତ୍ର ଟ୍ରାନ୍ସମିସନ୍ |,સ્વચાલિત ચિત્ર પ્રસારણ
ସ୍ୱୟଂଚାଳିତ ପ୍ଲେକ୍ |,સ્વચાલિત પ્લેબેક
ସ୍ୱୟଂଚାଳିତ ଶକ୍ତି ନିୟନ୍ତ୍ରଣ |,સ્વચાલિત વીજળી નિયંત્રણ
ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ |,સ્વચાલિત કાર્યક્રમ
ସ୍ୱୟଂଚାଳିତ ରେକର୍ଡିଂ |,સ્વચાલિત રેકોર્ડિંગ
