Tamil,Punjabi
எதிரி,ਵਿਰੋਧੀ
எதிரி,ਵਿਰੋਧੀ
ஏயோன்,ਏਯੋਨ
ஏரேரியம்,ਏਰੈਰੀਅਮ
வான்வழிப் போர்,ਹਵਾਈ ਜੰਗ
ஏட்டோலியன் லீக்,ਏਟੋਲੀਅਨ ਲੀਗ
வயது,ਉਮਰ
முதுமை (=வயதான),ਬੁਢਾਪਾ (=ਬੁਢਾਪਾ)
வயதான செயல்முறை,ਬੁਢਾਪੇ ਦੀ ਪ੍ਰਕਿਰਿਆ
அகெலாய்,ਅਗੇਲੈ
வீரத்தின் வயது,ਬਹਾਦਰੀ ਦੀ ਉਮਰ
அறிவாற்றல் வயது,ਗਿਆਨ ਦੀ ਉਮਰ
பெரிக்கிள்ஸ் வயது,ਪੇਰੀਕਲਸ ਦੀ ਉਮਰ
பகுத்தறிவு வயது,ਕਾਰਨ ਦੀ ਉਮਰ
விவசாயம்,ਖੇਤੀਵਾਦ
விவசாய இயக்கம்,ਖੇਤੀ ਅੰਦੋਲਨ
அல்பியன்,ਐਲਬੀਅਨ
ஆல்பம்,ਐਲਬਮ
ஆல்டர்மேன்,ਐਲਡਰਮੈਨ
கவர்ச்சியான ஆயுதங்கள்,ਲੁਭਾਉਣੇ ਹਥਿਆਰ
அமிட்டி,ਦੋਸਤੀ
ஆம்ஃபிக்டியோனிக் கவுன்சில்,Amphictyonic ਕੌਂਸਲ
ஆம்ஃபிக்டியோனிக் லீக்,ਐਮਫਿਕਟੋਨਿਕ ਲੀਗ
ஆம்பிதியேட்டர்,ਅਖਾੜਾ
அம்ரி நல் குழு (மட்பாண்டங்கள்),ਅਮਰੀ ਨਲ ਸਮੂਹ (ਮਿੱਟੀ ਦੇ ਭਾਂਡਿਆਂ ਦਾ)
அனாக்ரோனிசம்,ਐਨਾਕ੍ਰੋਨਿਜ਼ਮ
காலமற்ற,ਐਨਾਕ੍ਰੋਨਿਸਟਿਕ
மூதாதையர்,ਪੂਰਵਜ
முன்னோர் வழிபாடு,ਪੂਰਵਜ ਦੀ ਪੂਜਾ
பரம்பரை,ਵੰਸ਼
பரம்பரை,ਵੰਸ਼
பரம்பரை,ਵੰਸ਼
பரம்பரை,ਵੰਸ਼
பண்டைய ஆட்சி,ਪ੍ਰਾਚੀਨ ਸ਼ਾਸਨ
பண்டைய,ਪ੍ਰਾਚੀਨ
பழங்கால பாலாட்,ਪ੍ਰਾਚੀਨ ਗੀਤ
பண்டைய நம்பிக்கை,ਪ੍ਰਾਚੀਨ ਵਿਸ਼ਵਾਸ
பண்டைய வழக்கம்,ਪ੍ਰਾਚੀਨ ਰਿਵਾਜ
பண்டைய வரலாறு,ਪ੍ਰਾਚੀਨ ਇਤਿਹਾਸ
பழங்கால நினைவுச்சின்னங்கள்,ਪ੍ਰਾਚੀਨ ਸਮਾਰਕ
சிறுகதை,ਕਿੱਸਾ
ஏஞ்சலோட்,ਐਂਜਲੋਟ
ஏஞ்சலஸ்,ਐਂਜਲਸ
ஆஞ்செவின் (=அஞ்செவின்),ਐਂਜੇਵਿਨ (=ਅੰਜੇਵਿਨ)
கோணங்கள்,ਕੋਣ
ஆங்கிலிகன்,ਐਂਗਲੀਕਨ
ஆங்கிலிகன் ஒற்றுமை,ਐਂਗਲੀਕਨ ਕਮਿਊਨੀਅਨ
ஆங்கிலிக்கனிசம்,ਐਂਗਲੀਕਨਵਾਦ
ஆங்கிலோ-போப்,ਐਂਗਲੋ-ਫੋਬ
ஆங்கிலோ-ஃபோபியா,ਐਂਗਲੋ-ਫੋਬੀਆ
ஆங்கிலோ-சாக்சன்,ਐਂਗਲੋ-ਸੈਕਸਨ
ஆங்கிலோ-சாக்சோனிசம்,ਐਂਗਲੋ-ਸੈਕਸੋਨਿਜ਼ਮ
அன்னாலிஸ்ட்,ਐਨਾਲਿਸਟ
அன்னல்,ਇਤਿਹਾਸ
இணைப்பு,ਅਨੇਕਸ਼ਨ
ஆன்டி-பெல்லம்,ਐਂਟੀ-ਬੇਲਮ
முன் தேதி,ਪਿਛਲੀ ਤਾਰੀਖ
மதகுருத்துவத்திற்கு எதிரானது,ਵਿਰੋਧੀ ਮੌਲਵੀਵਾਦ
மதகுருவுக்கு எதிரான சட்டம்,ਕਲੈਰੀਕਲ ਵਿਰੋਧੀ ਕਾਨੂੰਨ
பழமை,ਪੁਰਾਤਨਤਾ
எதிர்ப்பு வாடகை,ਵਿਰੋਧੀ ਕਿਰਾਇਆ
எதிர்ப்பு வாடகை,ਵਿਰੋਧੀ ਕਿਰਾਇਆ
யூத எதிர்ப்பு,ਵਿਰੋਧੀ ਸਾਮੀਵਾਦ
அன்சாக்,ਐਨਜ਼ੈਕ
அப்பெல்லா,ਅਪੇਲਾ
அரலு,ਅਰਲੂ
பேராயர்,ਆਰਕ ਬਿਸ਼ਪ
ஆர்ச் டச்சி,ਆਰਕ ਡਚੀ
ஆர்ச் டியூக்,ਆਰਕ ਡਿਊਕ
காப்பகம் (=காப்பக சேகரிப்பு),ਪੁਰਾਲੇਖ (=ਪੁਰਾਲੇਖ ਸੰਗ੍ਰਹਿ)
ஆர்க்கிபிஸ்கோபேட்,ਆਰਚੀਪੀਸਕੋਪੇਟ
பிரபுத்துவம்,ਕੁਲੀਨ
பிரபு,ਰਈਸ
பிரபுத்துவ ஸ்னோபரி,ਕੁਲੀਨ ਸਨੋਬਰੀ
அரிஸ்டாட்டிலியன்,ਅਰਿਸਟੋਟਲੀਅਨ
அர்மடா,ਆਰਮਾਡਾ
அர்மடா (=ஸ்பானிய அர்மடா),ਆਰਮਾਡਾ (= ਸਪੇਨੀ ਆਰਮਾਡਾ)
கவசக்காரர் (=கவசக்காரர்),ਸ਼ਸਤਰਧਾਰਕ (=ਸ਼ਸਤਰਧਾਰਕ)
கவசம் (=கவசம்),ਸ਼ਸਤ੍ਰ (= ਸ਼ਸਤ੍ਰ)
ஆயுதக்கடைக்காரர்,ਸ਼ਸਤਰਧਾਰਕ
ஆர்யன்,ਆਰੀਅਨ
ஆர்யன்,ਆਰੀਅਨ
அஸ்காரி,ਅਸਕਰੀ
ஒதுக்கு,ਅਸਾਈਨੈਟ
உதவு,ਅਸਾਈਜ਼
உதவு,ਅਸਾਈਜ਼
உதவு,ਅਸਾਈਜ਼
ஆயுதச் சட்டம்,ਅਸਲਾ ਐਕਟ ਦੀ ਸਹਾਇਤਾ
அசிஸ் ஆஃப் டேரின் பிரசன்ட்மென்ட்,ਡੈਰੇਨ ਪ੍ਰੈਜ਼ੈਂਟਮੈਂਟ ਦੀ ਸਹਾਇਤਾ
மோர்ட் &#39;டி&#39; மூதாதையரின் அசிஸ்,ਮੋਰਟ &#39;ਡੀ&#39; ਪੂਰਵਜ ਦੀ ਸਹਾਇਤਾ
நாவல் Disseisin Assize,ਨਾਵਲ ਡੀਸੀਸਿਨ ਦੀ ਸਹਾਇਤਾ
கொடுமை,ਅੱਤਿਆਚਾਰ
தாக்குதல்,ਹਮਲਾ
ஆலிக் கவுன்சில்,ਔਲਿਕ ਕੌਂਸਲ
கோடரியின் கோடாரி (=கெடெஸ் கோடாரி),ਦੇਵੀ ਦੀ ਕੁਹਾੜੀ (= ਦੇਵੀ ਦੀ ਕੁਹਾੜੀ)
அச்சு (=ரோம்-பெர்லின்-டோக்கியோ அச்சு),ਐਕਸਿਸ (=ਰੋਮ-ਬਰਲਿਨ-ਟੋਕੀਓ ਐਕਸਿਸ)
பாபிலோன்,ਬਾਬਲ
பாபிலோனிய சிறைப்பிடிப்பு (=பாபிலோனிய சிறைப்பிடிப்பு),ਬਾਬਲੀ ਗ਼ੁਲਾਮੀ (=ਬੇਬੀਲੋਨ ਦੀ ਗ਼ੁਲਾਮੀ)
பச்சனல் பக்தர்,ਬਚਨਲ ਭਗਤ
பச்சனாலியா,ਬਚਨਲਿਆ
இளங்கலை,ਕੁਆਰਾ
பாக்தாத் ஒப்பந்தம்,ਬਗਦਾਦ ਸਮਝੌਤਾ
பால்கன் லீக்,ਬਾਲਕਨ ਲੀਗ
பால்கன் ஒப்பந்தம்,ਬਾਲਕਨ ਸਮਝੌਤਾ
பால்கன் போர்கள்,ਬਾਲਕਨ ਯੁੱਧ
பால்டிக் ஒப்பந்தம்,ਬਾਲਟਿਕ ਸਮਝੌਤਾ
கொள்ளைக்காரன்,ਡਾਕੂ
பாண்டுங் மாநாடு,ਬੈਂਡੁੰਗ ਕਾਨਫਰੰਸ
நாடுகடத்தல்,ਦੇਸ਼ ਨਿਕਾਲੇ
பதாகை,ਬੈਨਰ
காட்டுமிராண்டித்தனம்,ਵਹਿਸ਼ੀ
பார்பிகன்,ਬਾਰਬੀਕਨ
பர்தோலி சத்தியாகிரகம்,ਬਾਰਡੋਲੀ ਸੱਤਿਆਗ੍ਰਹਿ
பார்ன் பர்னர்ஸ்,ਬਾਰਨ ਬਰਨਰ
பரோன்,ਬੈਰਨ
பாரோனேஜ்,ਬੈਰੋਨੇਜ
பரோன்ஸ் மேஜர்கள்,ਬੈਰੋਨਸ ਮੇਜਰਸ
பரோன்ஸ் மைனர்கள்,ਬੈਰੋਨਸ ਨਾਬਾਲਗ
பரோனஸ்,ਬੈਰੋਨੇਸ
பரோனெட்,ਬੈਰੋਨੇਟ
பரோனேடேஜ்,ਬੈਰੋਨੇਟੇਜ
பரோனேடேஜ்,ਬੈਰੋਨੇਟੇਜ
பேரோனெட்டி,ਬੈਰੋਨੇਟਸੀ
பேரோனி,ਬੈਰੋਨੀ
பாராகூன்,ਬੈਰਾਕੂਨ
பாராகூன்,ਬੈਰਾਕੂਨ
தடுப்பு (=பேரிகாடோ),ਬੈਰੀਕੇਡ (= ਬੈਰੀਕੇਡੋ)
தடுப்பு (=பேரிகாடோ),ਬੈਰੀਕੇਡ (= ਬੈਰੀਕੇਡੋ)
தடுப்பு (=பேரிகாடோ),ਬੈਰੀਕੇਡ (= ਬੈਰੀਕੇਡੋ)
அடிப்படை முகாம்,ਬੇਸ ਕੈਂਪ
பேராலயம்,ਬੇਸਿਲਿਕਾ
பேராலயம்,ਬੇਸਿਲਿਕਾ
பஸ்திலா,ਬਸਤੀਲਾ
பாஸ்டில்,ਬੈਸਟਿਲ
பாஸ்டில்,ਬੈਸਟਿਲ
மின்கலம்,ਬੈਟਰੀ
போர்,ਲੜਾਈ
போர்-வரிசை,ਬੈਟਲੇ-ਐਰੇ
யுத்த அழுகுரல்,ਲੜਾਈ ਦਾ ਰੋਣਾ
போர் டின்,ਲੜਾਈ ਦੀਨ
போர்க்களம்,ਲੜਾਈ ਦਾ ਮੈਦਾਨ
போர் பாடல்,ਲੜਾਈ ਦਾ ਭਜਨ
ஸ்பர்ஸ் போர்,ਸਪਰਸ ਦੀ ਲੜਾਈ
ஸ்டாண்டர்ட் போர்,ਸਟੈਂਡਰਡ ਦੀ ਲੜਾਈ
போர்க்கப்பல்,ਬੈਟਲਸ਼ਿਪ
போர்க்கப்பல்-வலிமை,ਬੈਟਲਸ਼ਿਪ-ਤਾਕਤ
பேயுக்ஸ் சீலை,Bayeux tapestry
கலங்கரை விளக்கம்,ਬੀਕਨ
கலங்கரை விளக்கம் கோபுரம்,ਬੀਕਨ ਟਾਵਰ
பீவர்,ਬੀਵਰ
பீவர்,ਬੀਵਰ
கடலின் பிச்சைக்காரர்கள்,ਸਮੁੰਦਰ ਦੇ ਭਿਖਾਰੀ
பெல்லிகோஸ்,ਬੇਲੀਕੋਜ਼
பெல்லிகோஸ்,ਬੇਲੀਕੋਸ
பெல்லிகோஸ்,ਬੇਲੀਕੋਜ਼
பெல்கோசிட்டி,ਬੇਲੀਕੋਸਿਟੀ
பெல்லோனா,ਬੇਲੋਨਾ
நன்மை,ਲਾਭ
குருமார்களின் பலன்,ਪਾਦਰੀਆਂ ਦਾ ਲਾਭ
பெனலக்ஸ்,ਬੇਨੇਲਕਸ
பெர்லின் ஆணை,ਬਰਲਿਨ ਫ਼ਰਮਾਨ
பெர்சர்கர்,ਬੇਸਰਕਰ
பெசன்ட் (=பெசண்ட்),ਬੇਸੰਤ (=ਬੇਜ਼ੰਤ)
பெத்தேல்,ਬੈਥਲ
நூலாசிரியர்,ਬਾਈਬਲੀਓਲੇਟਰ
புத்தக வழிபாடு,ਬਿਬਲਿਓਲਾਟਰੀ
பெரிய பெர்தா,ਵੱਡੀ ਬਰਥਾ
மதவெறி,ਬਿਗੌਟ
பில்லெட்டிங்,ਬਿਲੀਟਿੰਗ
பில்,ਅਟੈਂਡਰ ਦਾ ਬਿੱਲ
உரிமைகள் மசோதா,ਅਧਿਕਾਰਾਂ ਦਾ ਬਿੱਲ
வாழ்க்கை வரலாற்றாசிரியர்,ਜੀਵਨੀਕਾਰ
பிறப்பு கதைகள்,ਜਨਮ ਕਹਾਣੀਆਂ
Bivouac,ਬਿਵੁਆਕ
Bivouac,ਬਿਵੁਆਕ
Bivouac,ਬਿਵੁਆਕ
பிசோனியா,ਬਿਜੋਨੀਆ
கருப்பு பறவைகள்,ਕਾਲਾ ਪੰਛੀ
கருப்பு கொடி,ਕਾਲਾ ਝੰਡਾ
கருந்துளை,ਕਾਲਾ ਮੋਰੀ
கருந்துளை,ਕਾਲਾ ਮੋਰੀ
கருப்பு கால் (=சிரங்கு),ਕਾਲੀ ਲੱਤ (= ਖੁਰਕ)
கருப்பு சட்டை,ਕਾਲੀ ਕਮੀਜ਼
பிளேசன்,ਬਲੇਜ਼ਨ
பிளேசன்,ਬਲੇਜ਼ਨ
பிரகாசம்,ਧਮਾਕੇਦਾਰ
பிரகாசம்,ਧਮਾਕੇਦਾਰ
பிளிட்ஸ்கிரீக்,ਬਲਿਟਜ਼ਕਰੀਗ
இரத்தமில்லாத புரட்சி (=புகழ்பெற்ற புரட்சி),ਖੂਨ ਰਹਿਤ ਇਨਕਲਾਬ (= ਸ਼ਾਨਦਾਰ ਇਨਕਲਾਬ)
இரத்தம் கொண்டவர்,ਬਲੱਡਵਾਈਟ
ப்ளடி மேரி,ਖੂਨੀ ਮੈਰੀ
நீலம்,ਨੀਲਾ
நீல இரத்தம்,ਨੀਲਾ ਖੂਨ
நீல புத்தகம்,ਨੀਲੀ ਕਿਤਾਬ
நீல தலைப்பட்டை,ਨੀਲਾ ਰਿਬਨ
நீல தலைப்பட்டை,ਨੀਲਾ ਰਿਬਨ
ப்ளூஸ் (=ராயல் குதிரை காவலர்கள்),ਬਲੂਜ਼ (=ਰਾਇਲ ਹਾਰਸ ਗਾਰਡ)
நீல நிற சட்டை,ਨੀਲੀ ਕਮੀਜ਼
நீல நீர் பள்ளி,ਬਲੂ ਵਾਟਰ ਸਕੂਲ
கட்டுப்பாட்டு வாரியம்,ਕੰਟਰੋਲ ਬੋਰਡ
உடல் கவசம்,ਸਰੀਰ ਦੇ ਬਸਤ੍ਰ
போயர்,ਬੋਅਰ
கொள்ளை,ਲੁੱਟ
பெருநகரம்,ਬੋਰੋ
பவுல்யூடெரியன்,ਬੁਲੇਉਟੇਰੀਅਨ
போர்பன்,ਬੋਰਬਨ
குத்துச்சண்டை வீரர் கிளர்ச்சி,ਮੁੱਕੇਬਾਜ਼ ਬਗਾਵਤ
பிரேஸ்,ਬ੍ਰੇਸ
பிராசர்ட்,ਬ੍ਰਾਸਾਰਡ
பிராசர்ட்,ਬ੍ਰਾਸਾਰਡ
ரொட்டி காலனிகள்,ਰੋਟੀ ਦੀਆਂ ਬਸਤੀਆਂ
மார்பக தட்டு,ਛਾਤੀ ਪਲੇਟ
மார்பக வேலை,ਛਾਤੀ ਦਾ ਕੰਮ
ப்ரெட்வால்டா,ਬਰੇਟਵਾਲਡਾ
பிரிகாண்ட்,ਬ੍ਰਿਗੈਂਡ
பிரிகாண்டேஜ்,ਬ੍ਰਿਗੇਂਡੇਜ
பிரிட்டிஷ் காமன்வெல்த் நாடுகள்,ਬ੍ਰਿਟਿਸ਼ ਕਾਮਨਵੈਲਥ ਆਫ ਨੇਸ਼ਨਜ਼
பிரவுன் ஷர்ட்ஸ் (=நாஜிக்கள்),ਭੂਰੇ ਰੰਗ ਦੀਆਂ ਕਮੀਜ਼ਾਂ (=ਨਾਜ਼ੀਆਂ)
பிரஸ்ஸல்ஸ் உடன்படிக்கை (ஒப்பந்தம்) அமைப்பு (=மேற்கு ஐரோப்பிய ஒன்றியம்),ਬ੍ਰਸੇਲਜ਼ ਸੰਧੀ (ਪੈਕਟ) ਸੰਗਠਨ (= ਪੱਛਮੀ ਯੂਰਪੀਅਨ ਯੂਨੀਅਨ)
பஃப்,ਮੱਝ
பஃப்,ਮੱਝ
பஃப்-கோட்,ਮੱਝ-ਕੋਟ
பஃப்ஸ்,ਮੱਝਾਂ
புலே (=சபை),ਬੁਲੇ (=ਕੌਂਸਲ)
பர்கேஜ்,ਬਰਗੇਜ
பர்கெஸ்,ਬਰਗੇਸ
பைசண்டைன்,ਬਿਜ਼ੰਤੀਨੀ
பைசண்டைன் தேவாலயம்,ਬਿਜ਼ੰਤੀਨੀ ਚਰਚ
பைசண்டைன் பேரரசு,ਬਿਜ਼ੰਤੀਨੀ ਸਾਮਰਾਜ
பைசண்டைன் சகாப்தம்,ਬਿਜ਼ੰਤੀਨੀ ਯੁੱਗ
பைசண்டைன் வரலாற்றாசிரியர்கள்,ਬਿਜ਼ੰਤੀਨੀ ਇਤਿਹਾਸਕਾਰ
கபால்,ਕਾਬਲ
சீசரிசம்,ਕੈਸਰਵਾਦ
கலீஃபா,ਖਲੀਫਾ
எழுத்தாளன்,ਕੈਲੀਗ੍ਰਾਫਰ
கையெழுத்து எழுதுபவர்,ਕੈਲੀਗ੍ਰਾਫਿਸਟ
எழுத்துக்கலை,ਕੈਲੀਗ੍ਰਾਫੀ
கால்ட்ராப்,ਕੈਲਟ੍ਰੋਪ
தோழமை,ਦੋਸਤੀ
கேமரிலா,ਕੈਮਰਿਲਾ
கேமரிலா,ਕੈਮਰਿਲਾ
கேமலாகம்,ਕੈਮਲੌਕਮ
உருமறைப்பு,ਕੈਮੋਫਲੇਜ
பிரச்சாரம்,ਮੁਹਿੰਮ
முகாம் பின்பற்றுபவர்,ਕੈਂਪ ਫਾਲੋਅਰ
காம்போ சாண்டோ,ਕੈਂਪੋ ਸੈਂਟੋ
மார்டியஸ் வளாகம்,ਕੈਂਪਸ ਮਾਰਟੀਅਸ
கேனபோரா,ਕੈਨੇਫੋਰਾ
கங்கு,ਕੈਂਗੂ
பீரங்கி,ਕੈਨੋਨੇਡ
பீரங்கி தீவனம்,ਤੋਪ ਚਾਰਾ
நியதி,ਕੈਨਨ
நியதி சட்டம்,ਕੈਨਨ ਕਾਨੂੰਨ
கனோபஸ் ஆணை,ਕੈਨੋਪਸ ਫ਼ਰਮਾਨ
ஆயுதங்களை ஏந்துதல்,ਕੈਂਟਿੰਗ ਹਥਿਆਰ
கைதி,ਬੰਦੀ
பிடிப்பவன்,ਕੈਪਟਰ
கார்டினல்,ਕਾਰਡੀਨਲ
கார்ல்,ਕਾਰਲ
கரோலிங்கியன் வம்சம்,ਕੈਰੋਲਿੰਗੀਅਨ ਰਾਜਵੰਸ਼
கார்த்தூசியன் பிரிவு,ਕਾਰਥੁਸੀਅਨ ਸੰਪਰਦਾ
கார்டோசா,ਕਾਰਟੋਸਾ
காஸ்ட்லியன்,ਕੈਸਟਲੀਅਨ
காஸ்ட்லியன்,ਕੈਸਟਲੀਅਨ
சாதி அமைப்பு,ਜਾਤ ਪ੍ਰਣਾਲੀ
கோட்டை,ਕਿਲ੍ਹਾ
கோட்டை,ਕਿਲ੍ਹਾ
கோட்டை நகரம்,ਕੈਸਲ ਸ਼ਹਿਰ
காஸ்ட்ரா,ਕਾਸਟਰਾ
காஸ்ட்ரா,ਕਾਸਟਰਾ
கதீட்ரா,ਕੈਥੇਡਰਾ
கதீட்ரல்,ਗਿਰਜਾਘਰ
கேட்டோ ஸ்ட்ரீட் சதி,ਕੈਟੋ ਸਟ੍ਰੀਟ ਸਾਜ਼ਿਸ਼
காடிலோ,ਕਾਉਡੀਲੋ
காவலர்,ਕੈਵਲੀਅਰ
காவலர்,ਕੈਵਲੀਅਰ
கவாலியர் பாராளுமன்றம்,ਕੈਵਲੀਅਰ ਸੰਸਦ
அதுலாம் குகை,ਅਦੁੱਲਮ ਦੀ ਗੁਫਾ
குகை ஓவியம்,ਗੁਫਾ ਚਿੱਤਰਕਾਰੀ
குகை ஓவியம்,ਗੁਫਾ ਚਿੱਤਰਕਾਰੀ
சென்டம்விர்,ਸੇਂਟਮਵੀਰ
செஞ்சுரியன்,ਸੈਂਚੁਰੀਅਨ
நூற்றாண்டு,ਸਦੀ
சங்கிலி கவசம் (=செயின் மெயில்),ਚੇਨ ਆਰਮਰ (= ਚੇਨ ਮੇਲ)
சாந்த்ரி,ਛੰਤਰੀ
சாந்த்ரி,ਛੰਤਰੀ
அத்தியாய புத்தகம்,ਚੈਪ ਕਿਤਾਬ
சாப்ளின்,ਪਾਦਰੀ
அத்தியாயம்,ਅਧਿਆਇ
விபத்துகளின் அத்தியாயம்,ਹਾਦਸਿਆਂ ਦਾ ਅਧਿਆਇ
கட்டணம்,ਚਾਰਜ
பொறுப்பாளர்கள்,ਚਾਰਜ ਡੀ
கட்டணம் பிரித்தல்,ਚਾਰਜ ਵਿਭਾਜਨ
சார்ஜர்,ਚਾਰਜਰ
தேர்,ਰੱਥ
தேரோட்டி,ਰੱਥ
தேரோட்டி,ਰੱਥ
தேரோட்டி,ਰੱਥ
தொண்டு சமையலறை,ਚੈਰਿਟੀ ਰਸੋਈ
சாசனம்,ਚਾਰਟਰ
சார்டிஸ்ட் இயக்கம் (=சார்டிசம்),ਚਾਰਟਿਸਟ ਅੰਦੋਲਨ (=ਚਾਰਟਿਜ਼ਮ)
சார்ட்டோபிலாசியம்,ਚਾਰਟੋਫਾਈਲੇਸ਼ੀਅਮ
அரட்டை,Chateau
செக் போஸ்ட்,ਚੈੱਕ ਪੋਸਟ
இரசாயனப் போர்,ਰਸਾਇਣਕ ਯੁੱਧ
செஸ்டர்,ਚੈਸਟਰ
முதல்வர்,ਮੁੱਖ
தலைவன்,ਸਰਦਾਰ
தலைவன்,ਸਰਦਾਰ
தலைவன்,ਸਰਦਾਰ
சிஃப்பான்,ਸ਼ਿਫੋਨ
வீரம்,ਸ਼ਿਸ਼ਟਾਚਾਰ
தேர்ந்தெடுக்கப்பட்ட மக்கள்,ਚੁਣੇ ਹੋਏ ਲੋਕ
கிறிஸ்மோகிராஃபியன்,ਕ੍ਰਿਸਮੋਗ੍ਰਾਫੀ
கிறிஸ்தவமண்டலம்,ਈਸਾਈ-ਜਗਤ
கிறிஸ்தவ சகாப்தம்,ਈਸਾਈ ਯੁੱਗ
கிறிஸ்தவ சோசலிசம்,ਈਸਾਈ ਸਮਾਜਵਾਦ
நாளாகமம்,ਇਤਹਾਸ
க்ரோனிக்லர்,ਇਤਿਹਾਸਕਾਰ
கிரைஸ் செர்சோனீஸ்,Chryse Chersonese
சிமிலியம்,ਸਿਮਲੀਅਮ
Cinquecento உடை,Cinquecento ਸ਼ੈਲੀ
சுற்றறிக்கை,ਸਰਕਮਨੇਵੀਗੇਸ਼ਨ
சிஸ்டர்சியன் துறவி,ਸਿਸਟਰਸੀਅਨ ਭਿਕਸ਼ੂ
கோட்டை,ਕਿਲਾ
மேற்கோள்,ਹਵਾਲਾ
மேற்கோள்,ਹਵਾਲਾ
கீழ்ப்படியாமை,ਸਿਵਲ ਅਣਆਗਿਆਕਾਰੀ
உள்நாட்டுப் போர்,ਸਿਵਲ ਯੁੱਧ
சிவிஸ் ரோமானஸ்,ਸਿਵਿਸ ਰੋਮਨਸ
கிளாசிக்கல் வயது,ਕਲਾਸੀਕਲ ਉਮਰ
கிளெஃப்ட் (=கிளெஃப்ட்),ਕਲੀਫ਼ਟ (=ਕਲੇਫ਼ਟ)
மதகுருத்துவம்,ਕਲਰਕਵਾਦ
மதகுரு,ਕਲਰਚ
க்ளூனியாக் இயக்கம்,ਕਲੀਨਿਕ ਅੰਦੋਲਨ
கோட் கவசம்,ਕੋਟ ਸ਼ਸਤ੍ਰ
கோட் ஆஃப் ஆர்ம்ஸ்,ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ
கோட் ஆஃப் ஆர்ம்ஸ்,ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ
கோட் ஆஃப் ஆர்ம்ஸ்,ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ
அஞ்சல் கோட்,ਡਾਕ ਦਾ ਕੋਟ
கோஹார்ட்,ਸਮੂਹ
கொமிடியா,ਕੋਮੀਟੀਆ
கொமிடியா செஞ்சுரியாட்டா,Comitia Centuriata
கொமிடியா குரியாட்டா,Comitia Curiata
கமிட்டியா திரிபுட்டா,ਕੋਮੀਟੀਆ ਟ੍ਰਿਬੂਟਾ
நினைவு வளைவு,ਯਾਦਗਾਰੀ arch
நினைவு நாணயம்,ਯਾਦਗਾਰੀ ਸਿੱਕਾ
நினைவு முத்திரை,ਯਾਦਗਾਰੀ ਮੋਹਰ
பொதுவான புலம்,ਆਮ ਖੇਤਰ
கம்யூனார்ட்,Communard
கான்கார்டாட்,ਕਨਕੋਰਡੈਟ
கான்கார்டாட்,ਕਨਕੋਰਡੈਟ
காண்டோட்டியர்,ਕੰਡੋਟੀਏਰ
உறுதிப்படுத்தல் கார்டரம்,ਪੁਸ਼ਟੀਕਰਣ ਕਾਰਟਾਰਮ
மோதல்,ਟਕਰਾਅ
சபை,ਮੰਡਲੀ
மாநிலத்தை வென்றது,ਜਿੱਤਣ ਵਾਲਾ ਰਾਜ
