English,Marathi
articulation,करार
articulation point,जंक्शन पॉइंट
artificial compaction,कृत्रिम कॉम्पॅक्शन
artificial control,कृत्रिम नियंत्रण
artificial intelligence,कृत्रिम भावना
ascender,माउंट
ascending sort,चढत्या क्रमवारी
ASCII betical order,ascii वर्णमाला
ASCII control character,ascii नियंत्रण चिन्ह
ASCII file,ascii फाइल
ASCII font,ascii फॉन्ट
ASCII transfer,ASCII हस्तांतरण
aspect ratio,प्रसर गुणोत्तर
ASPI,"1. एस्पी, 2. एएसपीआय"
ASR timer,ए एस आर कलाड
assemble,"1. स्मरण, 2. एकत्र करणे, 3. एकत्र करणे"
assembler,"1. असेंबलर, 2. स्मरणपत्र"
assembly,"1. एकत्र करणे, 2. आठवण"
assembly language,"1. लक्षात ठेवण्याची भाषा, 2. भाषा एकत्र करणे"
assertion,निर्धार
assignment,"1. निर्दिष्ट कार्य, 2. वाटप"
association,सहवास
associative address,सहयोगी पत्ता
associative memory,"1. सहयोगी स्मृती, 2. सहयोगी स्मृती"
asteric,तारका (* चिन्ह)
asymmetric,असममित
asynchronous,"1. असिंक्रोनस, 2. असिंक्रोनस"
asynchronous Digital Subscriber Line (ADSL),असिंक्रोनस डिजिटल सबस्क्राइबर लाइन (ADSL)
asynchronous Time Division Multiplexing (ATDM),असिंक्रोनस टाइम डिव्हिजन मल्टीप्लेक्सिंग (ATDM)
asynchronous transfer,असिंक्रोनस हस्तांतरण
asynchronous Transfer Mode (ATM),असिंक्रोनस ट्रान्सफर मोड (ATM)
atom,"1. अणू, 2. परमान"
attached document,संलग्न दस्तऐवज
attached file,"1. संलग्न फाइल/ मिसाइल, 2. संलग्न फाइल"
attachment,"1. संलग्नक, 2. संलग्न"
attribute,"1. गुणधर्म, 2. खासियत"
audio,ऐकण्यायोग्य
audit programming,"1. ऑडिट प्रोग्रामिंग, 2. ऑडिट प्रोग्रामिंग"
audit trail,खाते सत्यापन
augmentation,जाहिरात
authentication protocol,प्रमाणन प्रोटोकॉल
authoring system,लेखन पद्धत
authorization,"1. प्राधिकरण, 2. अधिकार, 3. न्यायाधिकरण"
auto abstract,स्वयं गोषवारा
autobooting,"1. ऑटो बूटिंग, 2. स्वत: बूट"
autocad,ऑटोकॅड (संगणक भाषा)
autolog on,ऑटो लॉग-ऑन
automata,स्वयंचलित
automata theory,ऑटोमेटा सिद्धांत
automatic computing,स्वयंचलित गणना
automatic data processing,स्वयंचलित डेटा प्रक्रिया
automatic error correction,स्वयंचलित त्रुटी सुधारणा
automatic function,स्वयं कार्य
automatic indexing,"1. स्वयंचलित अनुक्रमणिका, 2. स्वयंचलित सूची"
automatic library call,स्वयं-संग्रह कॉल
automatic programming,"1. स्वयंचलित प्रोग्रामिंग, 2. स्वयंचलित प्रोग्रामिंग"
automatic recovery program,"1. स्वयंचलित पुनर्प्राप्ती कार्यक्रम, 2. स्वयंचलित पुनर्प्राप्ती कार्यक्रम"
automatic routine,स्वयं दिनचर्या
automatic system recovery,स्वयंचलित प्रणाली पुनर्प्राप्ती
automatic teller machine (ATM),"1. ऑटोमॅटिक टेलर मशिन्स (ATM), 2. स्वत: पैसे काढण्यासाठी बँक एटीएम"
automation,ऑटोमेशन
autoplay,"1. ऑटोप्ले, 2. ऑटो चालणे"
autosave,स्वर
auxiliary,सहाय्यक
auxiliary memory,सहाय्यक मेमरी
auxiliary storage,सहायक स्टोरेज
available list,उपलब्ध यादी
available time,उपलब्ध वेळ
average,सरासरी
awk (language),AWK (संगणक कमांड)
backend,नंतर
backend processor,पोस्ट प्रोसेसर
backface removal,पोस्टरियर फंक्शन हटवणे
background processing,पार्श्वभूमी प्रक्रिया
backing store,सहायक स्टोअर्स
backpatching,बॅक पॅचिंग
backspace,"1. पश्चिम, 2. बॅकस्पेस"
backtracking,बॅकट्रॅकिंग
back-up,"1. बॅक-अप, 2. प्रतिपूर्ती"
back-up memory,"1. पूरक स्मृती, 2. बॅकअप मेमरी"
backward error recovery,परत त्रुटी सुधारणा
balance sheet,(उत्पन्न-खर्च) ताळेबंद
band,मलमपट्टी
band width,"1. बँड रुंदी, 2. बँडविड्थ/क्षमता"
banker's algorithm,बँकरचा अल्गोरिदम
bar code,"1. बार कोड, 2. बार कोड"
bar code scanner,बारकोड स्कॅनर
bar graph,बार आलेख
base address,मूळ पत्ता
base band,बेस बँड
base number,आधार क्रमांक
base table,बेस टेबल
BASIC,बेसिक (संगणक भाषा)
basic control,"1. मूलभूत नियंत्रण, 2. बेस नियंत्रण"
basic input,"1. मूळ गुंतवणूक, 2. मूळ गुंतवणूक"
basic instruction,मूलभूत सूचना
basic output,मूळ समस्या
basic step,मूलभूत टप्पा
batch,"1. बॅच, 2. गट, 3. आपत्ती"
batch file,"1. बॅच फाइल, 2. बॅच फाइल"
batch position,बॅच स्थिती
batch processing,"1. बॅच प्रोसेसिंग, 2. गट प्रक्रिया"
batch system,"1. बॅच सिस्टम, 2. कॅटपल्ट प्रणाली"
baud,बॉड
baud rate,बॉड दर
beam,तुळई तुळई
benchmark,"1. मार्गदर्शक तत्त्वे, 2. बॅच मार्क"
bidirectional communication,द्विदिश संप्रेषण
bidirectional link,थेट दुवा
binary code,बायनरी कोड
binary digit,बायनरी अंक
binary Input output system (BIOS),बायनरी इन्व्हेस्टमेंट आउटपुट सिस्टम (BIOS)
binary number,बायनरी संख्या
binary operator,बायनरी ऑपरेटर
binary relation,बायनरी संबंध
binary search,बायनरी शोध
binary search tree (BST),बायनरी एक्सप्लोरेशन ट्री (BST)
binary transfer,"1. बायनरी ट्रान्सफर ट्री, 2. बायनरी हस्तांतरण"
binary tree,बायनरी झाड
bipolar memory,"1. द्विध्रुवीय स्मृती, 2. द्विध्रुवीय स्मृती"
birth death model,"1. जन्म आणि मृत्यू मॉडेल, 2. जन्म मृत्यू मॉडेल"
birth death process,जन्म मृत्यू प्रक्रिया
bit,"1. ड्यूक, 2. बिट"
bit fault,थोडा दोष
bit map,बिट नकाशा
bit map pixel (BMP),"1. बिट, 2. नकाशा, 3. पिक्सेल (BMP)"
bit matrix,"1. बिट मॅट्रिक्स, 2. बिट टेबल"
bit pattern,बिट नमुना
bit position,बिट स्थिती
bit rate,"1. बिट रेट, 2. बिट दर"
black box testing,डोळ्यावर पट्टी चाचणी
blinking,चमकणे
block,ब्लॉक
block cache,"1. ब्लॉक कॅशे, 2. ब्लॉक कॅशे / भाग मेमरी"
block check,ब्लॉक चौकशी
block copy,खंड प्रत
block diagram,ब्लॉक आकृती
blocking network,"1. ब्लॉक केलेले नेटवर्क, 2. ब्लॉक केलेले नेटवर्क"
board,बोर्ड
book mark,पृष्ठ मेमरी
boolean algebra,बुलियन बीजगणित
boolean relation,बुलियन संबंध
boot partition,बूट विभाजन
boot strapping,बूट strapping
boot-strap loader,1.बूटस्ट्रॅप लोडर
bridge,"1.ब्रिज, 2.ब्रिज"
broadband networking,ब्रॉडबँड नेटवर्क
broadcast,प्रसारण
broadcast radio,रेडिओ प्रसारित करा
browse,(नेट) भिन्नता
browser,(net) vicar
B-Tree,बी-ट्रू
bubble memory,"1.बबल मेमरी, 2.बबल मेमरी"
bubble sort,बबल क्रमवारी
bucket,"१ बादली, २ बादली"
buddy system,"1.बंधुत्व व्यवस्था, 2.मोठी व्यवस्था"
budget effective control,प्रभावी बजेट नियंत्रण
buffer,बफर
bug,उणीव
bus,पुरेसा
byte,"1. अष्ट व्यंक, 2. बिट (आठ बिट)"
byte code,बाइट कोड
c,सी (संगणक भाषा)
C++,"१.सी प्लस प्लस, २.सी++ (संगणक भाषा)"
cache,"1.रोख, 2. जलद"
cache buffer,"1.कॅशे बफर, 2.मेमरी बफर"
cache memory,"1.कॅशे मेमरी, 2.कॅशे मेमरी, 3.फास्ट मेमरी"
calculation,गणना
calculator,"1.कॅल्क्युलेटर, 2.कॅल्क्युलेटर"
calculator chip,"1.कॅल्क्युलेटर चिप, 2. कॅल्क्युलेटर चिप"
call,आवाहन करा
call by name,नाव कॉल
call by reference,संदर्भ कॉल
call by value,सन्मान कॉल
call by variables,व्हेरिएबल कॉल
call gate,आवाहन गेट
cancel,"1. रद्द करा, 2. रद्द करा"
cancel button,रद्द करण्याचे बटण
canonical,"1. विहित, 2. विहित"
canonical form,प्रामाणिक फॉर्म
capability,क्षमता
capability list,क्षमता यादी
capacity,"1. क्षमता, 2. धारण"
caps lock key,कॅप्स लॉक की
card,"1.कार्ड, 2. पत्रक"
card reader,कार्ड रीडर
cardinality,प्रमुखता
carrier,वाहक
carrier band,वाहक बँड
carrier load,वाहक लोड
carrier signal,वाहक सिग्नल
carrier wave,वाहक लहर
carry,साध्य केले
carry digit,स्कोअर मिळवला
carry flag,ध्वज प्राप्त केला
cartridge disk,"1.काडतूस डिस्क, 2.काडतूस डिस्क"
cascade,"1. धबधबा, 2. धबधबा"
case,केस
cathod ray tube (CRT),कॅथोड-रे-ट्यूब (सीआरटी)
cathode ray tube (CRT),कॅथोड रे ट्यूब (सीआरटी) कॅथोड रे ट्यूब
CD ROM disk drive,सीडी रोम डिस्क ड्राइव्ह
cell,सेल
cell animation,सेल अॅनिमेशन
cellular phone,भ्रमणध्वनी
central memory,"1. केंद्रीय स्मृती, 2. केंद्रीय स्मृती"
central processing unit (CPU),सेंट्रल प्रोसेसिंग युनिट (CPU)
centralized system,केंद्रीकृत प्रणाली
certified tape,प्रमाणित टेप
chain,साखळी
chain data,"1.मालिका डेटा, 2.मालिका सामग्री"
chain link,साखळी दुवा
chaining,चेनिंग
channel,"1.चॅनेल, 2.चॅनेल"
channel busy tone,"1.चॅनेल व्यस्त टोन, 2.चॅनेल व्यस्त टोन"
channel capacity,"1.चॅनेल क्षमता, 2.चॅनेल क्षमता"
channel controller,"1.चॅनेल कंट्रोलर, 2.चॅनेल कंट्रोलर"
channel error,"1. चॅनल एरर, 2.चॅनल एरर"
channel program,"1.चॅनेल प्रोग्राम, 2.चॅनेल प्रोग्राम"
channel reliability,"1.चॅनेल विश्वसनीयता, 2.चॅनेल विश्वसनीयता"
channel set,"1.चॅनेल सेट, 2.चॅनेल सेट"
character,प्रतीक
character code,"1. कॅरेक्टर कोड, 2. वर्ण कोड"
character key,वर्ण की
character reader,वर्ण वाचक
character size,"1. प्रतीक आकार, 2. प्रतीक आकार"
chart,सचित्र
chassis,"1.चेसिस, 2.चेसिस"
check bit,बिट तपासा
check digit,चेक पॉइंट्स
check sum,बेरीज तपासा
check word,शब्द तपासा
chip,चिप
chip set,चिप संच
choose,"1.निवडा, 2.निवडा"
chromatically,वर्णक्रमानुसार
cipher,"1.सफर, 2. शून्य, 3. नाविक"
circuit,सर्किट
circular list,मंडळ यादी
cirus,सेरेस
citation,उल्लेख
class,"1.श्रेणी, 2.श्रेणी"
class variable,वर्ग व्हेरिएबल
classification,वर्गीकरण
clear,सफाई
clear area,साफ केलेले क्षेत्र
clear channel,"1. सिस्टम साफ करा, 2. चॅनेल साफ करा"
click,दाबा
client,"1. ग्राहक, 2. ग्राहक"
client server,"1.क्लायंट सर्व्हर, 2.क्लायंट सर्व्हर"
client stub,ग्राहक स्टब
clip art,कातरणे
clip art library,कातरणे कला लायब्ररी
clip board,क्लिप बोर्ड
clipper,क्लिपर
clipper chip,क्लिपर चिप
clique,दुफळी
clock,"1.वॉच, 2. कॅलड"
clock cycle,घड्याळ चक्र
clock frequency,घड्याळ वारंवारता
clock hardware,कलाड हार्डवेअर
clock pulse,कलाड स्पंद
clock speed,घड्याळाचा वेग
clock synchronization,वेळ सिंक्रोनाइझेशन
clock tick,घड्याळाची टिक
clone,क्लोन
close,बंद
close circuit TV (CCTV),क्लोज्ड सर्किट टीव्ही (सीसीटीव्ही)
closure,वर्णन
cloud computing,"1.क्लाउड संगणन, 2.क्लाउड संगणन"
cluster,घड
coated card,"1.कव्हर केलेले कार्ड, 2. लेपित पत्रक"
coated paper,लेपित कागद
coaxial,समाक्षीय
coaxial cable,समाक्षीय केबल
codasyl,कोडासिल
code,"1.कोड, 2.कोड"
code generator,"1. कोड जनरेटर, 2. कोड जनरेटर"
code page,कोड पृष्ठ
code word,"1.कोड शब्द, 2.कोड शब्द"
coder,"1.कोडर, 2.कोडर"
coding check,"1. एन्कोडिंग चाचणी, 2. कोडिंग चाचणी"
coding form,एन्कोडिंग फॉर्म
coding sheet,"1. एन्कोडिंग शीट, 2. कोडिंग शीट"
coefficient,गुणांक
coherence,एकसंधता
cold boot,"1.कोल्ड बूट, 2.कोल्ड स्टार्ट"
cold start,थंड सुरुवात
collaboration,मदत
collapse,कोसळणे
collate,"1.समावेश, 2.कॉन्केटनेट"
collate tape,"1.अनुक्रमित टेप, 2. कॉलेट टेप"
collision,टक्कर
colon,कोलन
colour (color),"1.वर्ण, 2.रंग"
colour saturation,रंग संपृक्तता
colour table,रंग टेबल
column,स्तंभ
combination,संयोजन
combo box,संमिश्र बॉक्स
command,"1.command, 2.command"
command button,कमांड बटण
command list,आदेश यादी
comment,टिप्पणी
commitment,"1. वचनबद्धता, 2. वचनबद्धता"
commodity,गोष्ट
Common Business Oriented Language (Cobol),कॉमन बिझनेस ओरिएंटेड लँग्वेज (COBOL)
common error,सामान्य त्रुटी
common language,सामान्य भाषा
common routine,"1.सामान्य नाव, 2. सामान्य दिनचर्या"
communication,कम्युनिकेशन्स
communication line,संप्रेषण लाइन
communication mode,संप्रेषण मोड
communication network,"1. कम्युनिकेशन नेटवर्क, 2. कम्युनिकेशन नेटवर्क"
communication parameter,संप्रेषण पॅरामीटर
communication system,संप्रेषण प्रणाली
compaction,कॉम्पॅक्शन
compander,कंप्रेसर
companding,कॉम्प्रेशन ट्रान्समिशन
company network,कंपनी नेटवर्क
comparison test,तुलना चाचणी
compatibility,"1. सुसंगतता, 2. सुसंगतता"
compatible,सुसंगत
compilation,संकलन
compile and go,संकलन आणि अंमलबजावणी
compiler,"1.कंपाइलर, 2.प्रोग्राम ट्रान्सफर"
compiler language,कंपाइलर भाषा
complementary,पुरवणी
complement-on-ten,दहाचे पूरक
complementor,पुरवणी
complete carry,"1. पूर्णपणे अधिग्रहित, 2. पूर्णपणे अधिग्रहित"
complex,संमिश्र
complex number,जटिल संख्या
component,घटक
component object model (COM),com
composite,संयुक्त
composition,संयोजन
computational,"1.गणनायोग्य, 2.गणनायोग्य"
computer,संगणक
computer centre,संगणक केंद्र
computer expert,संगणक तज्ञ
computer graphics,संगणक ग्राफिक्स
computer instruction,संगणक सूचना
computer language,"1.संगणकीय भाषा, 2.संगणकीय भाषा"
computer network,"1.संगणक नेटवर्क, 2.संगणक नेटवर्क"
computer science,संगणक शास्त्र
computer security,संगणक सुरक्षा
computer simulaton,संगणक सिम्युलेशन
computer specialist,संगणक तज्ञ
computerisation,संगणकीकरण
computerist,संगणकतज्ज्ञ
computerize,संगणकीकरण
computing,"1.गणना, 2. गणना"
concept,संकल्पना
concurrency,"1.सममिती, 2.सुसंगतता, 3.एकरूपता"
concurrent,"समवर्ती, एकसारखे"
condition variable,प्रतिबंध व्हेरिएबल
conditional operator,प्रतिबंधित ऑपरेटर
conditional statement,प्रतिबंधित विधान
conductor,चालक
conferencing,"1.दूरची परिषद, 2.परिषद"
confidentiality,गोपनीयता
configuration,"1.कॉन्फिगरेशन, 2.कॉन्फिगरेशन"
congestion,गर्दी
conjunction,संयोजन
connect speed,कनेक्शन गती
connection,कनेक्शन
connection less communication,कनेक्शनहीन संप्रेषण
connection release,संलग्नता प्रकाशन
connectivity,कनेक्टिव्हिटी
connector,"1.कनेक्टर, 2.कनेक्टर"
consecutive,सलग
consequent,पाठपुरावा
console,कन्सोल
consolidation,एकत्रीकरण
constant,"1.सहकारी, 2. स्थिर"
constant instruction,सतत सूचना
constraint,प्रतिबंधित
constructor,बांधकाम करणारा
container,भांडे
content,"1. सामग्री, 2. उतारे"
context,संदर्भ
context free grammar (CFG),संदर्भ मुक्त व्याकरण (cfg)
context switch,संदर्भ स्विच
contingency,"1. प्रासंगिक, 2. आकस्मिक"
contraction,विसंगती
contrast,कॉन्ट्रास्ट
control,नियंत्रण
control area,प्रतिबंधित क्षेत्र
control bit,नियंत्रण बिट
control bus,कंट्रोलर बस
control card,नियंत्रण कार्ड
control circuit,नियंत्रण सर्किट
control cycle,नियंत्रण चाक
control engineering,"1. नियंत्रण अभियांत्रिकी, 2. नियंत्रण अभियांत्रिकी"
control key,नियंत्रण की
control logic,नियंत्रण तर्क
control loop,नियंत्रण लूप
control mark,नियंत्रण चिन्ह
control operation,नियंत्रण ऑपरेशन
control panel,नियंत्रण पॅनेल
control signal,नियंत्रण सिग्नल
control switch,नियंत्रण स्विच
control tape,नियंत्रण टेप
control terminal,"1. कंट्रोल टर्मिनल, 2. कंट्रोल टर्मिनल"
control unit (CU),"1. कंट्रोल युनिट, 2. नियंत्रण युनिट"
convergence,अभिसरण
conversation,संवाद
conversational time sharing,संभाषण कॉल
conversion,रूपांतरण
converter,कनवर्टर
Cook's theorem,कुकचे प्रमेय
co-processor,सह-प्रोसेसर
copy,कॉपी
copyright,कॉपीराइट
cord,दोरखंड
cordless telephone,"1.कॉर्डलेस टेलिफोन, 2. वायरलेस टेलिफोन, 3. वायरलेस टेलिफोन"
corollary,subtheorem
correction,दुरुस्ती
corrupted,"1. निरुपयोगी, 2. विकृत"
count,गणना
counter,स्कोअरर
country code,राष्ट्र संकेतांक
covariance,सहप्रसरण
coverage,"1. कार्यक्षेत्र, 2. प्रसारण"
crash,कोसळणे
critical path,गंभीर मार्ग
critical path method (CPM),क्रिटिकल पाथ मेथड (CPM)
cross check,"1.क्रॉस टेस्ट, 2.क्रॉस टेस्ट"
cross compiler,"1.क्रॉस प्रोग्रामेबल-हस्तांतरण, 2. प्रोग्राम करण्यायोग्य प्रति"
cross fire,असंबद्ध सिग्नल
cross talk,असंबद्ध चर्चा
cryptographic,क्रिप्टोग्राफी
cryptography,"1. क्रिप्टोग्राफी, 2. क्रिप्टोग्राफी, 3. क्रिप्टोग्राफी"
currency symbol,चलन चिन्ह
current directory,वर्तमान निर्देशिका
current window,वर्तमान विंडो
cursor,कर्सर
curve,वक्र
cut and paste,"1. कट आणि पेस्ट, 2. कट आणि पेस्ट"
cut method,कातरणे पद्धत
cyber,सायबर
cyber café,सायबर कॅफे
cyber cash,सायबर रोख
cyber crime,सायबर गुन्हे
cyber delics,सायबर डॅलेक्स
cyber law,सायबर कायदा
cyber sex,सायबर सेक्स
cybernatics,"1. सायबर सायन्स, 2. सायबरनेटिक्स"
cybernation,"1.सायबरायझेशन, 2. सायबरीकरण"
cycle,सायकल
cycle memory,"1.चक्र स्मृती, 2.चक्र स्मृती"
cycle steal,सायकल नुकसान
cycle time,सायकल वेळ
cyclic,चक्रीय
daemon,डिमन
daisy wheel,डेझी चक्र
data administrator,डेटा प्रशासक
data allocation,डेटा वाटप
data area,"1.डेटा फील्ड, 2.डेटा फील्ड"
data array,"1.डेटा अॅरे, 2. डेटा अॅरे"
data base,"1.डेटा-बेस, 2.डेटाबेस"
data break,डेटा विखंडन
data bus,"1. डेटा बस, 2. डेटा बस"
data carrier,"1.डेटा वाहक, 2.डेटा वाहक"
data cell,डेटा सेल
data channel,"1.डेटा प्रणाली, 2.डेटा चॅनेल"
data communication,डेटा संप्रेषण
data compression,"1.डेटा कॉम्प्रेशन, 2.डेटा कॉम्प्रेशन"
data field,डेटा फील्ड
data file,डेटा फाइल
data flow,"1. डेटा प्रवाह, 2. डेटा प्रवाह"
data flow Chart,"1.डेटा फ्लोचार्ट, 2.चार्ट"
data hierarchy,डेटा पदानुक्रम
data level,डेटा पातळी
data library,"1.डेटा संकलन, 2.डेटा लायब्ररी"
data link layer,डेटा लिंक स्तर
data link layer (DLL),डेटा लिंक लेयर (DLL)
data management,"1.डेटा व्यवस्थापन, 2.डेटा व्यवस्थापन"
data manipulation,"1.डेटा गणना, 2.डेटा गणना"
data manipulation language (DML),डेटा प्रोसेसिंग भाषा (DML)
data modem,डेटा मोडेम डेटा मोडेम
data modification,"1.डेटा मॉडिफिकेशन, 2.डेटा मॉडिफिकेशन"
data network,"1.डेटा नेटवर्क, 2.डेटा नेटवर्क"
data operation,"1.डेटा ऑपरेशन, 2.डेटा ऑपरेशन"
data organization,"1.डेटा संस्था, 2. डेटा संस्था"
data output,"1. डेटा आउटपुट, 2. डेटा आउटपुट"
data path,"1.डेटा पथ, 2.डेटा पथ"
data prepration,"1. डेटा तयार करणे, 2. डेटा तयार करणे"
data privacy,"1.डेटा गोपनीयता, 2.डेटा गोपनीयता"
data processor,"1. डेटा प्रोसेसर, 2. डेटा प्रोसेसर"
data protection,"1.डेटा संरक्षण, 2.डेटा संरक्षण"
data record,"1. डेटा रेकॉर्ड, 2. डेटा रेकॉर्ड"
data retrieval,"1. डेटा पुनर्प्राप्ती, 2. डेटा पुनर्प्राप्ती"
data routine,"1. डेटा रूटीन, 2. डेटा रूटीन"
data security,"1.डेटा सुरक्षा, 2.डेटा सुरक्षा"
data set,"१.डेटा संच, २. डेटा सेट"
data signal,"1.डेटा सिग्नल, 2.डेटा सिग्नल"
data sink,"1. डेटा ऍक्सेस, 2. डेटा ऍक्सेस"
data source,"1.डेटा स्रोत, 2.डेटा स्रोत"
