Bengali,Marathi
শোষণ ক্ষমতা,शोषण क्षमता
শোষণ,शोषण
শোষণ যন্ত্র*,शोषणमापक*
শোষণমিতি*,शोषणमापन*
শোষণ,शोषण
শোষণ - ব্যান্ড*,शोषण - बँड*
শোষণ সার্কিট,शोषण सर्किट
শোষণ গুণাঙ্ক,शोषण गुणांक
শোষণ কলাম,शोषण स्तंभ
শোষণ ধ্রুবক,अवशोषण स्थिर
শোষণ ধারাবাহিকতা,शोषण सातत्य
শোষণ অঞ্চল,शोषण क्षेत्र
শোষণ বর্তমান,शोषण प्रवाह
শোষণ বক্ররেখা*,शोषण वक्र*
শোষণ ফ্র্যাকচার,शोषण फ्रॅक्चर
শোষণ কোর,शोषण कोर
শোষণ ফ্যাক্টর,शोषण घटक
শোষণ ফিল্টার,शोषण फिल्टर
শোষণ শিখা ফটোমেট্রি*,शोषण फ्लेम फोटोमेट्री*
শোষণ হাইগ্রোমিটার,शोषण हायग्रोमीटर
শোষণ সূচক,शोषण घातांक
শোষণ প্রান্তিক,शोषण सीमांत
শোষণ লাইন,शोषण रेखा
শোষণ ক্ষতি,शोषण नुकसान
শোষণ মড্যুলেশন,शोषण मॉड्यूलेशन
আলো শোষণ,प्रकाश शोषण
বিকিরণ শক্তি শোষণ,रेडिएशन उर्जेचे शोषण
শোষণ শিখর,शोषण शिखर
শোষণ ফটোমেট্রি,शोषण फोटोमेट्री
শোষণ অনুপাত,शोषण प्रमाण
শোষণ পরিসীমা*,शोषण श्रेणी*
শোষণ স্পেকট্রাম ফটোমেট্রি*,शोषण स्पेक्ट्रम फोटोमेट्री*
শোষণ বর্ণালী*,शोषण स्पेक्ट्रम*
"শোষণ নল, শোষণ নল","शोषक नळी, शोषक नळी"
শোষণ হাইগ্রোমিটার,शोषण हायग्रोमीटर
শোষক*,शोषक*
শোষক বাষ্পীভবনকারী,शोषक बाष्पीभवक
শোষণ আইন*,शोषण कायदा*
শোষণ মাধ্যম,शोषण माध्यम
"শোষণ ক্ষমতা, শোষণ*","शोषक क्षमता, शोषकता*"
শোষণ*,शोषण*
স্টুডিও সজ্জা,स्टुडिओ सजावट
বহুগুণ অনুপাত,गुणोत्तर गुणोत्तर
বিভ্রান্তি,उद्धटपणा
সম্পর্কিত,बद्दल
ত্বরান্বিত করা,गती वाढवणे
ত্বরণ-স্টপ দূরত্ব,प्रवेग-थांबा अंतर
তাড়াতাড়ি,घाई केली
দ্রুত সময়ের প্রভাব পরীক্ষা,द्रुत वेळ प्रभाव चाचणी
দ্রুত প্রবাহ,जलद प्रवाह
দ্রুত গতি,जलद गती
দ্রুত শরীর,द्रुत शरीर
এক্সিলারেটর ওজনকারী,प्रवेगक तोलणारा
এক্সিলারেটর ইলেক্ট্রোড*,प्रवेगक इलेक्ट्रोड*
এক্সিলারেটরের সময়*,प्रवेगक वेळ*
এক্সিলারেটর ফেজ,प्रवेगक टप्पा
অ্যাক্সিলারেটর হার,प्रवेगक दर
এক্সিলারেটর ভোল্টেজ*,प्रवेगक व्होल्टेज*
ত্বরণ,प्रवेग
ত্বরিত জ্বলন,प्रवेगक ज्वलन
ত্বরণ সহগ,प्रवेग गुणांक
ত্বরণ উপাদান,प्रवेग घटक
মাধ্যাকর্ষণ বলের প্রভাবে গতি বৃদ্ধি,गुरुत्वाकर्षणामुळे प्रवेग
ত্বরণ ফ্যাক্টর,प्रवेग घटक
ত্বরিত চার্জ,प्रवेगक शुल्क
অভিকর্ষের ত্বরণ,गुरुत्वाकर्षणाचा प्रवेग
ত্বরণ সম্ভাবনা,प्रवेग क्षमता
ত্বরণ আইন,प्रवेग कायदा
ত্বরণ প্রক্রিয়া,प्रवेग प्रक्रिया
ত্বরণ অঞ্চল,प्रवेग क्षेत्र
ত্বরণ পদ্ধতি,प्रवेग पद्धत
"ত্বরণ সহনশীলতা, ত্বরণ সহনশীলতা","प्रवेग सहिष्णुता, प्रवेग सहिष्णुता"
ত্বরণ ভেক্টর,प्रवेग वेक्टर
ত্বরণ-ভোল্টেজ,प्रवेग-व्होल्टेज
ত্বরণ তরঙ্গ,प्रवेग लहर
এক্সিলারেটর,प्रवेगक
"ত্বরণ, ত্বরণক*","प्रवेग, प्रवेगक*"
অ্যাক্সিলারেটর সমীকরণ,प्रवेगक समीकरण
এক্সিলারেটর*,प्रवेगक*
অ্যাক্সিলোমিটার,प्रवेगमापक
অ্যাক্সিলোমিটার মিল,एक्सीलरोमीटर जुळणी
prestresser,prestresser
বৈধ অক্ষর,वैध वर्ण
গ্রহণযোগ্যতা কোণ,स्वीकृती कोन
গ্রহণযোগ্যতা স্পেসিফিকেশন,स्वीकृती तपशील
গ্রহণযোগ্য পরীক্ষা,स्वीकार्य चाचणी
"গ্রহণকারী*, গ্রহণকারী","स्वीकारणारा*, स्वीकारणारा"
রিসেপ্টর পরমাণু,रिसेप्टर अणू
রিসেপ্টর বন্ড,रिसेप्टर बाँड
রিসিভার সার্কিট,रिसीव्हर सर्किट
রিসেপ্টর স্তর,रिसेप्टर पातळी
দাতা অণু,दाता रेणू
রিসেপ্টর সম্পত্তি,रिसेप्टर गुणधर्म
রিসেপ্টর সম্পত্তি স্তর,रिसेप्टर गुणधर्म पातळी
অ্যাক্সিলারেটর পায়ের পাতার মোজাবিশেষ,प्रवेगक नळी
"অ্যাক্সেস, অপেক্ষা, অ্যাক্সেস","प्रवेश, प्रतीक्षा, प्रवेश"
ভুজ অ্যাক্সেস করুন,भुज प्रवेश
অ্যাক্সেস সিস্টেম,प्रवेश प्रणाली
প্রবেশাধিকার সময়,प्रवेश वेळ
অ্যাক্সেসযোগ্যতা,प्रवेशयोग्यता
"অতিরিক্ত, সহায়ক, আনুষঙ্গিক (v, ), আনুষাঙ্গিক","अतिरिक्त, सहाय्यक, सहायक (v, ), उपकरणे"
অতিরিক্ত সীমাবদ্ধতা,अतिरिक्त निर्बंध
কাকতালীয়,संधी योगायोग
আকস্মিক সংশোধন,अपघाती सुधारणा
দুর্ঘটনাজনিত বায়োজেনেসিস,अपघाती बायोजेनेसिस
আকস্মিক ডাইভারশন,अपघाती वळवणे
ভিজিটর ত্রুটি,अभ्यागत त्रुटी
"হঠাৎ বন্ধ, হঠাৎ বাতা","अचानक थांबणे, अचानक पकडणे"
দুর্ঘটনাজনিত সংক্রমণ,अपघाती प्रेषण
এলোমেলো পার্থক্য,यादृच्छिक भिन्नता
সমন্বয়,समायोजन
অবস্থিত,स्थानबद्ध
সঞ্চিত ত্রুটি,संचित त्रुटी
"accumulation, accumulation","जमा करणे, जमा करणे"
শক্তি সঞ্চয়,ऊर्जा साठवण
সঞ্চয়ক*,संचयक*
সঠিকতা,अचूकता
বাস্তবতা,वास्तव
বাস্তব যন্ত্র পর্যবেক্ষণ,वास्तविक साधन निरीक्षण
সঠিক পরিসীমা চিহ্নিতকারী,अचूक श्रेणी मार्कर
নির্ভুলতা স্ক্যানিং,अचूक स्कॅनिंग
অনুশীলন করা,सराव
এক্সিলারেটর সেল*,प्रवेगक सेल*
অ্যাক্রোমেটিক লেন্স*,अक्रोमॅटिक लेन्स*
অ্যাক্রোমেটিক*,अक्रोमॅटिक*
অ্যাক্রোম্যাটিক বিশ্লেষক,अॅक्रोमॅटिक विश्लेषक
ফ্রিকোয়েন্সি নিরপেক্ষ অ্যান্টেনা,वारंवारता तटस्थ अँटेना
অ্যাক্রোমেটিক আকৃতি,अक्रोमॅटिक आकार
অ্যাক্রোম্যাটিক ফ্রিঞ্জ,अक्रोमॅटिक फ्रिंज
অ্যাক্রোমেটিক লেন্স*,अक्रोमॅटिक लेन्स*
অ্যাক্রোম্যাটিক পয়েন্ট পাথ,अक्रोमॅटिक पॉइंट पथ
অ্যাক্রোম্যাটিক লেন্স,अॅक्रोमॅटिक लेन्स
অ্যাক্রোমেটিক প্রিজম,अॅक्रोमॅटिक प्रिझम
অ্যাক্রোম্যাটিক টেলিস্কোপ,अॅक्रोमॅटिक टेलिस्कोप
বর্ণহীনতা*,रंगद्रव्य*
অ্যাক্রোমাটাইজেশন*,अॅक्रोमॅटायझेशन*
বর্ণহীনতা*,अक्रोमॅटिकता*
"স্থিতিস্থাপক, অবাধ্য, অবাধ্য","लवचिक, अपवर्तक, अपवर्तक"
"আকর্ণ হোস, বানজু হোস","एकोर्न नळी, बंजू नळी"
ক্ষুদ্রাকৃতির ভালভ,सूक्ष्म झडप
ইকোফোনি,इकोफोनी
শাব্দিক,ध्वनिक
শাব্দ শোষণ,ध्वनिक शोषकता
অ্যাকোস্টিক অ্যাটেন্যুয়েশন সহগ,ध्वनिक क्षीणन गुणांक
অ্যাকোস্টিক অ্যাটেন্যুয়েশন,ध्वनिक क्षीणन
শাব্দ চোর অ্যালার্ম,ध्वनिक चोर अलार्म
অ্যাকোস্টিক ক্যাপাসিট্যান্স,ध्वनिक क्षमता
শ্রবণ কেন্দ্র,श्रवण केंद्र
শাব্দ ব্যাখ্যা,ध्वनिक स्पष्टीकरण
শাব্দ আবরণ,ध्वनिक आवरण
শাব্দ প্রতিক্রিয়া,ध्वनिक प्रतिसाद
শাব্দিক উপাদান,ध्वनिक घटक
শাব্দ পরিবাহিতা,ध्वनिक चालकता
শাব্দ স্যাঁতসেঁতে,ध्वनिक ओलसर
শাব্দ বিচ্ছুরণ,ध्वनिक फैलाव
শব্দ হ্যাকার,ध्वनी हॅकर
শাব্দ শক্তি*,ध्वनिक ऊर्जा*
শাব্দ শক্তি সমীকরণ,ध्वनिक ऊर्जा समीकरण
শাব্দিক সমীকরণ,ध्वनिक समीकरण
শাব্দ পুনঃস্থাপন,ध्वनिक पुनर्स्थापना
ক্ল্যাডনি আকার,क्लॅडनी आकार
শাব্দ ফিল্টার,ध्वनिक फिल्टर
শব্দ জেনারেটর,ध्वनी जनरेटर
শাব্দ ঝাঁঝরি,ध्वनिक जाळी
শব্দের সংরোধ*,ध्वनिक प्रतिबाधा*
শাব্দিক জড়তা,ध्वनिक जडत्व
শাব্দ তীব্রতা,ध्वनिक तीव्रता
শাব্দ হস্তক্ষেপ মিটার,ध्वनिक हस्तक्षेप मीटर
শাব্দ হস্তক্ষেপ আবিষ্কারক,ध्वनिक हस्तक्षेप डिटेक्टर
শাব্দ লেন্স,ध्वनिक लेन्स
শব্দ লাইন,ध्वनी ओळ
শাব্দ ভর,ध्वनिक वस्तुमान
শাব্দ উপাদান,ध्वनिक साहित्य
অ্যাকোস্টিক মানে মুক্ত পথ,ध्वनिक अर्थ मुक्त मार्ग
শাব্দ মোড,ध्वनिक मोड
শাব্দিক শব্দ,ध्वनिक आवाज
শাব্দিক ওহম*,ध्वनिक ओम*
"অ্যাকোস্টিক প্যানেল, অ্যাকোস্টিক বোর্ড","ध्वनिक पॅनेल, ध्वनिक मंडळ"
শাব্দ ফেজ ধ্রুবক,ध्वनिक टप्पा स्थिर
শাব্দ রিসিভার,ध्वनिक प्राप्तकर्ता
শাব্দ চাপ,ध्वनिक दाब
শব্দের প্রতিসাম্য নিয়ম,ध्वनीचा सममिती नियम
শাব্দ সংক্রমণ,ध्वनिक प्रसारण
শাব্দ বৈশিষ্ট্য,ध्वनिक गुणधर्म
শাব্দ চতুর্ভুজ,अकौस्टिक क्वाड्रपोल
শাব্দ বিকিরণ উপাদান,ध्वनिक विकिरण घटक
শাব্দ বিকিরণ,ध्वनिक विकिरण
শব্দরোধী,ध्वनीरोधक
অ্যাকোস্টিক রেডিওমিটার,ध्वनिक रेडिओमीटर
শাব্দ প্রতিক্রিয়া,ध्वनिक प्रतिसाद
অ্যাকোস্টিক পারস্পরিক তত্ত্ব,ध्वनिक परस्पर प्रमेय
শাব্দ হ্রাস ফ্যাক্টর,ध्वनिक घट घटक
শাব্দ প্রতিফলন সহগ,ध्वनिक परावर्तन गुणांक
শাব্দ প্রতিসরণ,ध्वनिक अपवर्तन
শাব্দ প্রতিরোধের,ध्वनिक प्रतिकार
শাব্দ প্রতিক্রিয়া,ध्वनिक प्रतिसाद
শাব্দ বিচ্ছুরণ,ध्वनिक विखुरणे
শ্রবণ বিন্দু,श्रवण बिंदू
শাব্দিক অনমনীয়তা,ध्वनिक कडकपणा
শাব্দ ব্যবস্থা,ध्वनिक प्रणाली
শাব্দ থার্মোমিটার,ध्वनिक थर्मामीटर
শাব্দ বেগ,ध्वनिक वेग
শব্দ - তরঙ্গ,ध्वनी लहर
শাব্দিক,ध्वनिक
শব্দ শোষণ সহগ,ध्वनी शोषण गुणांक
শব্দ শোষণ উপাদান,ध्वनी शोषण घटक
শাব্দ সার্কিট,ध्वनिक सर्किट
শাব্দ প্রতিক্রিয়া,ध्वनिक प्रतिसाद
শাব্দ বিলম্ব লাইন,ध्वनिक विलंब रेखा
শাব্দ বিকৃতি,ध्वनिक विकृती
শাব্দিক ধ্বনিবিদ্যা,ध्वनिक ध्वनीशास्त्र
শাব্দ ফিল্টার,ध्वनिक फिल्टर
শব্দের সংরোধ*,ध्वनिक प्रतिबाधा*
ফোনোগ্রাফ,फोनोग्राफ
শাব্দিক ওহম*,ध्वनिक ओम*
শাব্দিক ধ্রুবক,ध्वनिक स्थिरांक
শাব্দিক ফোনন,ध्वनिक फोनन
শাব্দ সংক্রমণ ধ্রুবক,ध्वनिक प्रसारण स्थिर
শব্দ পরিবর্তন সহগ,ध्वनी रूपांतरण गुणांक
শাব্দ প্রতিরোধের,ध्वनिक प्रतिकार
শাব্দিক অনমনীয়তা,ध्वनिक कडकपणा
শব্দ ইউনিট,ध्वनी युनिट
শব্দরোধী,ध्वनीरोधक
শাব্দ পার্শ্ব লাইন,अकौस्टिक साइड लाइन
"ধ্বনিবিদ্যা, ধ্বনিবিদ্যা","ध्वनीशास्त्र, ध्वनीशास्त्र"
শব্দ মিটার,ध्वनी मीटर
শব্দ চাপ,ध्वनी दाब
অধিগ্রহণ রাডার,संपादन रडार
সালোকসংশ্লেষী বিকিরণ,प्रकाशसंश्लेषक विकिरण
অ্যাক্টিনিয়াম নির্গমন,ऍक्टिनियम उत्सर्जन
অ্যাক্টিনো-ইউরেনিয়াম,ऍक्टिनो-युरेनियम
অ্যাক্টিনো-ইউরেনিয়াম সিরিজ,ऍक्टिनो-युरेनियम मालिका
তেজস্ক্রিয়,रेडिओइलेक्ट्रिक
"অ্যাক্টিনোমিটার, ফটোমাইক্রোমিটার","ऍक्टिनोमीटर, फोटोमायक्रोमीटर"
"কর্ম, কাজ","कृती, कृती"
কর্ম এবং প্রতিক্রিয়া,क्रिया आणि प्रतिक्रिया
কর্ম ধ্রুবক,क्रिया स्थिर
প্রভাব গোলক,प्रभाव क्षेत्र
"সক্রিয়, সক্রিয়","सक्रिय, सक्रिय"
সক্রিয় বিস্তার,सक्रिय प्रसार
"সক্রিয় ফাইবার, সক্রিয় ফাইবার","सक्रिय फायबर, सक्रिय फायबर"
সক্রিয়করণ প্রভাব,सक्रियकरण प्रभाव
সক্রিয়করণ প্রভাব,सक्रियकरण प्रभाव
সক্রিয়করণ বিশ্লেষণ,सक्रियकरण विश्लेषण
কার্যকলাপ কেন্দ্র,क्रियाकलाप केंद्र
সক্রিয়করণ পরীক্ষক,सक्रियकरण परीक्षक
অ্যাক্টিভেশন শক্তি,सक्रियता ऊर्जा
সক্রিয়করণ এনট্রপি,सक्रियकरण एन्ट्रॉपी
সক্রিয়করণ ওভারভোল্টেজ,सक्रियकरण ओव्हरव्होल्टेज
সক্রিয়করণ হার,सक्रियता दर
"সক্রিয়কারী, সক্রিয়কারী","सक्रिय करणारा, सक्रिय करणारा"
অ্যাক্টিভেটর পরমাণু,सक्रिय करणारा अणू
এক্সিলারেটর,प्रवेगक
সক্রিয় শোষণ,सक्रिय शोषण
সক্রিয় বায়বীয়,सक्रिय हवाई
বিকিরণ বিপদ অঞ্চল,रेडिएशन धोक्याचे क्षेत्र
সক্রিয় ডিভাইস,सक्रिय डिव्हाइस
সক্রিয় টার্গেটিং,सक्रिय लक्ष्यीकरण
সক্রিয় হাইড্রোজেন*,सक्रिय हायड्रोजन*
সক্রিয় জাল,सक्रिय जाळी
সক্রিয় লাইন সক্রিয় লাইন,सक्रिय ओळ सक्रिय ओळ
সক্রিয় লুপ,सक्रिय लूप
সক্রিয় কোড*,सक्रिय कोड*
সক্রিয় উপাদান,सक्रिय घटक
সক্রিয় অণু,सक्रिय रेणू
সক্রিয় জাল,सक्रिय जाळी
সক্রিয় পুনর্শোষণ,सक्रिय पुनर्शोषण
সক্রিয় এলাকা,सक्रिय क्षेत्र
সক্রিয় নিয়ন্ত্রণ,सक्रिय नियमन
সক্রিয় স্যাটেলাইট,सक्रिय उपग्रह
সক্রিয় বিচ্ছিন্ন সৌর শিখা,सक्रिय विखंडन सौर ज्योत
সক্রিয় মাইক্রোনিউট্রিয়েন্ট,सक्रिय सूक्ष्म पोषक
সক্রিয় ট্র্যাকিং সিস্টেম,सक्रिय ट्रॅकिंग सिस्टम
সক্রিয় ট্রান্সডুসার,सक्रिय ट्रान्सड्यूसर
সক্রিয় গ্রহণ,सक्रिय सेवन
কার্যকলাপ সহগ*,क्रियाकलाप गुणांक*
কার্যকলাপ সূচক,क्रियाकलाप निर्देशांक
কার্যকলাপ অনুপাত,क्रियाकलाप प्रमाण
কার্যকলাপ ভেক্টর,क्रियाकलाप वेक्टर
বাস্তব মনিটর,वास्तविक मॉनिटर
প্রকৃত চাপ,वास्तविक ताण
ট্রিগার করতে,ट्रिगर करण्यासाठी
জন্মদাতা,प्रवर्तक
জন্মদাতা,प्रवर्तक
acuityometer,acuityometer
শ্রবণ তীক্ষ্ণতা,ऐकण्याची तीक्ष्णता
ছবির তীক্ষ্ণতা মান,फोटो तीक्ष्णता मूल्य
তীব্র কোণ,तीव्र कोन
ফিসফিস,कुजबुजणे
তীব্র ত্রিভুজ,तीव्र त्रिकोण
অ্যাসাইক্লিক,अॅसायक्लिक
অপ্টিমাইজেশান অ্যাপ্লিকেশন,ऑप्टिमायझेशन अनुप्रयोग
অপ্টিমাইজ করা অবস্থা,अनुकूल स्थिती
অভিযোজিত নিয়ন্ত্রণ ব্যবস্থা,अनुकूली नियंत्रण प्रणाली
অ্যাডাপ্টোমিটার,अडॅपटोमीटर
অ্যাডকক অ্যান্টেনা,अॅडकॉक अँटेना
যোগফল,बेरीज करणे
সংকলন সময়,संकलन वेळ
সংকলন-বিয়োগের সময়,संकलन-वजाबाकी वेळ
যোগকারী,जोडणारा
"যোগফল, যোগ, যোগফল (সম্পাদনা), যোজক (v.)","बेरीज, बेरीज, बेरीज (सं.), बेरीज (v.)"
যোগ ধ্রুবক,जोड स्थिर
ত্বরণ-সমষ্টি নিয়ম,प्रवेग-सम नियम
দূরত্ব-সমষ্টি নিয়ম,अंतर बेरीज नियम
বেগ-সমষ্টি নিয়ম,वेग-सम नियम
ভেক্টরের সমষ্টি,वेक्टरची बेरीज
সংগ্রহ প্রতিক্রিয়া,संग्रह प्रतिक्रिया
অতিরিক্ত মেঝে,अतिरिक्त मजला
"সংযোজক স্বর, অতিরিক্ত স্বর (স্বর)","संयोजी स्वर, अतिरिक्त स्वर (स्वर)"
"additive, additive","additive, additive"
সংযোজন ব্যবস্থা,मिश्रित प्रणाली
যৌগিক অক্ষর,संमिश्र वर्ण
সামগ্রিক অক্ষর প্রক্রিয়া,एकूण वर्ण प्रक्रिया
সংযোজন পরিপূরক রঙ,पूरक पूरक रंग
additive ধ্রুবক,additive स्थिरांक
সংযোজন ট্র্যাকশন,additive कर्षण
সংযোজন প্রভাব,अतिरिक्त प्रभाव
সংযোজন ফ্যাক্টর,अतिरिक्त घटक
সংযোজন ফাংশন,additive फंक्शन
সংযোজন মিশ্রণ,मिश्रित मिश्रण
সংযোজক মূল,additive रूट
সংযোজন প্রক্রিয়া,जोड प्रक्रिया
যোগযোগ্যতা,जोडणी
সংযোজন কোয়ান্টাম সংখ্যা,अॅडिटीव्ह क्वांटम संख्या
সংগ্রহ প্রতিক্রিয়া,संग्रह प्रतिक्रिया
যোগযোগ্যতা,जोडणी
aditron,एडिट्रॉन
জানি*,जाणून घ्या*
ঠিকানা গণনা,पत्ता गणना
ঠিকানা,पत्ता
ঠিকানা এনক্রিপশন,पत्ता एन्क्रिप्शन
ঠিকানা অভিব্যক্তি,पत्ता अभिव्यक्ती
ঠিকানাযোগ্যতা,पत्ता योग्यता
ঠিকানার অংশ,पत्ता लिहायची जागा
ঠিকানা আলো,पत्ता प्रकाश
ঠিকানা পরিবর্তন,पत्ता बदलणे
পতনশ,पतांश
ঠিকানা রেজিস্টার,पत्ता नोंदवही
ঠিকানা নির্বাচন সুইচ,पत्ता निवड स्विच
ঠিকানা সাজানোর টেবিল,पत्ता क्रमवारी टेबल
সম্বোধন,संबोधित
adresograph,adresograph
ঠিকানা সিস্টেম,पत्ता प्रणाली
আনুগত্য,आसंजन
আনুগত্য চাপ,आसंजन ताण
আঠালো শক্তি,चिकट ऊर्जा
আঠালো ব্লকিং,चिकट ब्लॉकिंग
adiabat,adiabat
adiabatic,adiabatic
