Hindi,Marathi
" जुटना, एकत्र होना, इकट्ठा होना ,जोड़ना , सम्मिलित करना, एकत्र करना",एकत्र करा
" सभा , जमाव",असेंब्ली
अनुमति,मान्यता
"दृढ़ता से कहना,जोर देकर कहना",ठामपणे
निर्धारिती,निर्धारक
निर्धारण,मूल्यांकन
निर्धारण वर्ष,मूल्यांकन वर्ष
" कर-निर्धारक , असेसर",मूल्यांकनकर्ता
परिसंपत्‍ति,मालमत्ता
समनुदेशिती,असिशात
" समनुदेशन ,सुपुर्द काम",असाइनमेंट
समनुदेशक,असाइनर
"सहायता, मदद",सहाय्य
" सह , सहयुक्‍त , सम्मिलित करना, सहयुक्‍त करना",सहयोगी
" संघ , संगम  , संबंध,साहचर्य",असोसिएशन
कार्यभार-ग्रहण,शुल्काची धारणा
" आश्‍वासन , बीमा , हस्तांतरण पत्र",आश्वासन
बीमा कंपनी,आश्वासन कंपनी
आश्‍वस्त करना,आश्वासन
बट्टे पर,सूट वर
परमाणु शक्‍ति,अणु शक्ती
सममूल्य पर,समम वर
"बढ़े मूल्य पर,अधिमूल्य पर,प्रीमियम पर",प्रीमियमवर
" साथ लगाना,संलग्न करना , कुर्की करना",संलग्न करा
संलग्न कार्यालय,संलग्न कार्यालय
" संलग्नक ,कुर्की",संलग्नक
कुर्की आदेश,संलग्नक ऑर्डर
"लब्धि,प्राप्‍ति",प्राप्ती
"प्रयत्‍न करना,प्रयत्‍न",प्रयत्न
"उपस्थिति,हाजि़री",उपस्थिती
"उपस्थिति पंजी,हाजि़री रजिस्टर",उपस्थिती नोंदणी
उपस्थिति पर्ची,उपस्थिती स्लिप
" ध्यान ,सावधान",लक्ष
"अनुप्रमाणन,तसदीक़",प्रमाणीकरण
"अनुप्रमाणित प्रति, साक्ष्यांकित प्रति",प्रमाणित प्रत
अभिवृत्‍ति,वृत्ती
आकर्षक वेतन,आकर्षक पगार
नीलामी,लिलाव
नीलामकर्ता,लिलाव
नीलामी बिक्री,लिलाव विक्री
" श्रोता , दर्शक , सुनवाई , दर्शन",प्रेक्षक
दृश्य-श्रव्य प्रदर्श,ऑडिओ-व्हिज्युअल प्रदर्शन
दृश्य-श्रव्य प्रचार,ऑडिओ-व्हिज्युअल प्रसिद्धी
"  लेखापरीक्षा , संपरीक्षा",ऑडिट
"परीक्षित लेखा, संपरीक्षित लेखा",ऑडिट खाती
समपरीक्षित तुलनपत्र,ऑडिट बॅलन्स शीट
लेखा परीक्षण,ऑडिटिंग
लेखापरीक्षा आपत्‍ति,ऑडिट आक्षेप
लेखापरीक्षक की रिपोर्ट,ऑडिटरचा अहवाल
प्रेक्षागृह,सभागृह
लेखापरीक्षा पैरा,ऑडिट परिच्छेद
लेखापरीक्षा रिपोर्ट,ऑडिट अहवाल
मितोपभोग,कठोरता
मितोपभोग उपाय,कठोरपणाचे उपाय
प्रामाणिक,अस्सल
प्राधिकृत प्रतिनिधि,अधिकृत प्रतिनिधी
" प्राधिकृत , प्राधिकारिक",अधिकृत
" (व्यक्‍ति) प्राधिकारी , प्राधिकार , प्राधिकरण ,अधिकारी विद्‌वान",अधिकार
प्राधिकार पत्र,प्राधिकरण पत्र
प्राधिकृत,अधिकृत
प्राधिकृत पूंजी,अधिकृत भांडवल
स्वचालित,स्वयंचलित
स्वायत्‍त,स्वायत्त
स्वायत्‍त निकाय,स्वायत्त शरीर
स्वायत्‍तता,स्वायत्तता
सहायक,सहाय्यक
"प्राप्य,उपलब्ध",उपलब्ध
" औसत ,  सामान्य",सरासरी
औसत छुट्टी,सरासरी रजा
विरुचि,प्रतिकार
बचा लेना,टाळतो
"परिहार करना,परिवर्जन करना, से बचना",टाळा
कर देने से बचना,कर टाळणे
प्रतीक्षित,प्रतीक्षा केली
" पंचाट , अधिनिर्णय , पुरस्कार , प्रदान करना",पुरस्कार
अधिनिर्णयन प्राधिकारी,पुरस्कार प्राधिकरण
जागरूकता,जागरूकता
पूर्व-दिनांकित,बॅकडेटेड
पृष्‍ठभूमि,पार्श्वभूमी
पिछला बक़ाया,परत लॉग
"मुकर जाना, से हटना",मागे होणे
पिछला संदर्भ,परत संदर्भ
पूर्तिकर,बॅक अप
पिछड़ा वर्ग,मागास वर्ग
पिछड़ी जनजाति,मागास जमाती
"अलाभकर सौदा, घाटे का सौदा",वाईट सौदा
बुरा व्यवहार,वाईट वागणं
" दुश्‍चरित्र , दु:शील",वाईट वर्ण
विषम जलवायु भत्‍ता,वाईट हवामान भत्ता
दुराचरण,वाईट आचरण
अशोध्य ऋण,वाईट कर्ज
असबाब,सामान
ज़मानत,जामीन
" शेष,बाक़ी ,संतुलन",शिल्लक
अधोनीत शेष,शिल्लक खाली आणले
अग्रेनीत शेष,शिल्लक पुढे आणले
संतुलित बजट,संतुलित बजेट
तुलन पत्र,शिल्लक पत्रक
" मतपत्र , मतदान",मतपत्रिका
मतपेटी,मतपेटी
मतपत्र,मतपत्रिका
"प्रतिबंध,रोक,पाबंदी",बंदी
" बैंक , साहूकारी करना",बँक
बैंक खाता,बँक खाते
बैंक शेष,बँक बॅलन्स
बैंक प्रभार,बँक शुल्क
"बैंक गारंटी,बैंक प्रत्याभूति",बँक हमी
बैंक अवकाश,बँक सुट्टी
बैंकिंग सुविधाबैंककारी सुविधा,बँकिंग सुविधा
बैंकिंग कार्य-समय,बँकिंग तास
"बैंक कार्य-व्यवहार,बैंक लेन-देन",बँकिंग व्यवहार
बैंक दर,बँक दर
बैंक समाधान,बँक सलोखा
दिवालिया,दिवाळखोर
"बैंक प्रतिभूति,बैंक ज़मानत",बँक सुरक्षा
बैंक विवरण,बँक स्टेटमेंट
"प्रीतिभोज, भोज",मेजवानी
"विधिज्ञ परिषद्,बार काउंसिल",बार कौन्सिल
"सौदा,सौदा करना",सौदा
"सौदेबाजी, सौदाकारी",बार्गेनिंग
बंजर भूमि,नापीक जमीन
वस्तु विनिमय,बार्टर
आधार,पाया
"निराधार, बेबुनियाद",निराधार
तहख़ाना,तळघर
आधार वर्ष,बेस वर्ष
"मूल,बुनियादी",मूलभूत
मूलतः बुनियादी तौर पर,मूलभूतपणे
आधारिक आसूचना,मूलभूत बुद्धिमत्ता
मूल वेतन,मूलभूत वेतन
मूल वेतनमान,मूलभूत वेतन
बुनियादी प्रशिक्षण,मूलभूत प्रशिक्षण
आधार,आधार
" बैच, टोली , खेप, घान",बॅच
"बैच नंबर, खेप नंबर",बिल्ला क्रमांक
धारक चैक,वाहक तपासणी
पूर्व-कथित,उद्धृत करण्यापूर्वी
व्यवहार,वर्तन
विश्‍वास,विश्वास
अवमूल्य पर,समम खाली
" न्यायपीठ,बेंच",खंडपीठ
" तल चिह्‌न , मानक",बेंचमार्क
"लाभप्रद, हितकारी",फायदेशीर
"हितभागी,लाभार्थी",लाभार्थी
"हितलाभ, हित, लाभ",फायदा
संदेह लाभ,संशयाचा फायदा
हितकारिता,परोपकार
हितकारी निधि,बेनिव्हॉलेंट फंड
" वसीयत करना , वसीयत द्‌वारा देना",निर्विकार
वसीयत,वकील
शोकसंतप्त,शोक
भरसक प्रयत्‍न,सर्वोत्तम प्रयत्न
" सुमुन्नति , बेहतरी, खुशहाली",बेटरमेंट
" अभिनति, झुकाव , पूर्वाग्रह",पूर्वाग्रह
पूर्वाग्रही मत,पक्षपाती मत
ग्रंथसूची,ग्रंथसूची
द्‌विवार्षिक,द्विवार्षिक
दो भागों में बांटना/बंटना,द्विपक्षीय
द्‌विविवाह,बिगॅमी
द्‌विपक्षीय,द्विपक्षीय
द्‌विभाषी,द्विभाषिक
"द्‍‌विसदन, द्‌विसदनी",द्विभाषिक
" विधेयक ,बिल",बिल
विनिमय पत्र,विनिमयाची पावती
" द्‌विमासिक रिपोर्ट , अर्धमासिक रिपोर्ट",द्विपक्षीय अहवाल
" जिल्दसाजी , बाध्यकारी",बंधनकारक
जीवनवृत्‍त,बायोडाटा
"द्‌विदक्षीय, द्‌विदलीय",द्विपक्षीय
द्‌विपक्षीय करार,द्विपक्षीय करार
जन्म वर्षगाँठ,वर्धापन दिन
जन्म प्रमाणपत्र,जन्म प्रमाणपत्र
संतति निरोध,जन्म नियंत्रण
"जन्म तिथि,जन्म की तारीख",जन्मदिनांक
जन्म स्थान,जन्म ठिकाण
जन्मदर,जन्म दर
" पाक्षिक ,अर्ध-साप्ताहिक",द्विपक्षीय
काली अर्थव्यवस्था,काळा अर्थव्यवस्था
"काली सूची, काली सूची में नाम डालना",काळा यादी
भयादोहन,ब्लॅकमेल
"चोर बाजार,काला बाजार",काळा बाजार
दोष लगाना,दोष
कोरा चेक,रिक्त तपासणी
व्यापक सौदा,ब्लँकेट डील
व्यापक आदेश,ब्लँकेट ऑर्डर
धमाका,ब्लास्ट
सम्मिश्रण,मिश्रण
"खंड,ब्लॉक",ब्लॉक
"नाकाबंदी, अवरोध",नाकेबंदी
अवरूद्‌ध पूंजी,अवरोधित भांडवल
"बड़ा अक्षर, साफ़ अक्षर",ब्लॉक लेटर
रक्‍तदान,रक्तदान
रक्‍त-संबंधी,रक्त संबंध
कायिक कार्य,ब्लू कॉलर जॉब
"ब्लूप्रिंट,खाका",ब्लूप्रिंट
झांसा,ब्लफ
" बोर्ड, मंडल , गत्‍ता",बोर्ड
भोजन तथा आवास,बोर्डिंग आणि लॉजिंग
निदेशक मंडल,संचालक मंडळ
राजस्व मंडल,महसूल मंडळ
निकाय,शरीर
अंगरक्षक,अंगरक्षक
जाली वाउचर,बोगस व्हाउचर
"सद्‍भाव, सदाशयता",बोनाफाइड्स
"बंधपत्र,बांड",बाँड
बंधुआ मज़दूर,बंधनकारक कामगार
बोनस,बोनस
" टिकटघर ,बुकिंग कार्यालय",बुकिंग कार्यालय
"बही लेखक,मुनीम",बुक-कीपर
"बहीखाता पद्‌धति,बहीखाता-लेखन",पुस्तक ठेवणे
पुस्तिका,पुस्तिका
संदर्भ पुस्तक,संदर्भ पुस्तक
"खाता मूल्य, अंकित मूल्य",पुस्तक मूल्य
" बूथ, कोष्‍ठ , मतदान कोष्‍ठ",बूथ
"बूथ कब्ज़ा करना, बूथ कब्जाना, बूथ लूटना, मतदान कोष्‍ठ पर कब्जा करना",बूथ कॅप्चरिंग
सीमा भत्‍ता,सीमा भत्ता
" सीमारेखा , सीमावर्ती (वि.)",सीमारेषा
उधारकर्ता,कर्जदार
"उधार लेने की शक्‍ति, ऋणादान शक्‍ति",कर्ज घेण्याची शक्ती
बॉस,बॉस
गत्यवरोध,अडथळा
कोष्‍ठक,कंस
सीमा,सीमा
"बहिष्कार,बॉयकाट",बहिष्कार
प्रतिभा पलायन,बुध्दीमानांची गळती
शाखा कार्यालय,शाखा कार्यालय
"भंग, तोड़ना",उल्लंघन
क़रार-भंग,कराराचा भंग
विश्‍वास भंग,आत्मविश्वासाचा भंग
संविदा भंग,करारभंग
अनुशासन भंग,शिस्तीचा भंग
"विधिभंग,क़ानून तोड़ना",कायद्याचा भंग
शांति भंग,शांततेचा भंग
विशेषाधिकार भंग,विशेषाधिकार उल्लंघन
वचन भंग,वचन उल्लंघन
नियम भंग,नियम उल्लंघन
"विश्‍वास भंग,अमानत में खयानत",विश्वास उल्लंघन
"टूट-फूट, टूट-फूट प्रभार",ब्रेक
ठप,यंत्रातील बिघाड
सेवा में व्यवधान,सेवेत ब्रेक
ब्योरा,ब्रेक-अप
नस्ल,प्रजनन
"घूस,रिश्‍वत",लाच
"संक्षिप्त,पक्षसार, ब्रीफ़",संक्षिप्त
"सार बताना, पक्षसार बताना",संक्षिप्त
संक्षिप्त वृत्‍त,संक्षिप्त सारांश
"शानदार कीर्तिमान, शानदार रिकार्ड",चमकदार रेकॉर्ड
ध्यान में लाना,लक्षात घ्या
प्रसारण,प्रसारण
बड़ा चिट्ठा,ब्रॉडशीट
विवरणिका,माहितीपत्रक
दलाली,दलाली
अग्रानीत,पुढे आणले (बी/एफ)
बजट नियतन,अर्थसंकल्प वाटप
बजट नियंत्रण,बगेटरी कंट्रोल
"बजट प्राक्कलन,बजट अनुमान",अर्थसंकल्प अंदाज
बजट प्रावधान,अर्थसंकल्प तरतूद
"भवन,इमारत",इमारत
" थोक,अंबार,ढेर ,अधिकांश ,परिमाण",बल्क
थोक खारीद,मोठ्या प्रमाणात खरेदी
बुलेटिन,बुलेटिन
भरपूर पैदावार,बम्पर पीक
रिक्‍तियों का गुच्छन,रिक्त जागा
" गोलमाल ,गोलमाल करना",बंगळ
" अधिकारी तंत्र , नौकरशाही, दफ्तरशाही",नोकरशाही
दफ्तरशाह,नोकरशाही
व्यवसाय वर्ग,व्यवसाय वर्ग
कारोबार का समय,व्यवसाय तास (= व्यवसायाचे तास)
"व्यवसायी, कारोबारी",व्यापारी
"वापसी खरीद, प्रतिक्रय",परत खरेदी
"क्रेता, खरीदार",खरेदीदार
"उप-निर्वाचन,उपचुनाव",बाय निवडणूक (= निवडणुकीद्वारे)
दस्ती,हाताने तयार केलेल्या
"डाक से,डाक द्‌वारा",पोस्टाने
केबिन असबाब,केबिन बॅगेज
" मंत्रिमंडल , कैबिनेट ,पेटिका",कपाट
"संवर्ग,काडर",केडर
विपत्‍ति,आपत्ती
परिकलन,गणना
कैलेंडर वर्ष,कॅलेंडर वर्ष
" अभियान ,प्रचार",मोहीम
परिसर,कॅम्पस
परिसर साक्षात्कार,कॅम्पस मुलाखत
