Bengali,Gujarati
ফসলের ধরন,પાકનો પ્રકાર
এপিফাইট,એપિફાઇટ
aikiochi মাটি,aikiochi માટી
বর্ণান্ধতা,રંગ અંધત્વ
আলফিসল,આલ્ફીસોલ
শৈবাল,શેવાળ
শেওলা রোগ,શેવાળ રોગ
ক্ষার জল,આલ્કલી પાણી
ক্ষারীয়,આલ્કલાઇન
বিকল্প,વૈકલ્પિક
অ্যালেলো রসায়ন,એલેલો રસાયણશાસ્ત્ર
অ্যালিল,એલીલ
অ্যালিলোপ্যাথি,એલોપથી
ভেথি ফসল,વેથી પાક
পরিপূর্ণতা,પૂર્ણતા
নিষিক্তকরণ,ગર્ભાધાન
1. আপেক্ষিকতা 2. অ্যালোমেট্রি,1. સાપેક્ષતા 2. એલોમેટ્રી
multiploidy,મલ્ટીપ્લોઇડી
1. প্যারাজিগোসিটি,1. પેરાઝીગોસિટી
1. বিকল্প বছরের ফাংশন 2. বিকল্প ফাংশন,1. વૈકલ્પિક વર્ષ કાર્ય 2. વૈકલ્પિક કાર્ય
বিকল্প ভূমি ব্যবহার,વૈકલ્પિક જમીનનો ઉપયોગ
পরিবেশ,પર્યાવરણ
সংস্কারক,સુધારક
মাইটোসিস,મિટોસિસ
আমীনান,આમીન
ammonion,એમોનિયન
amniferous,એમ્નિફરસ
1. অকার্যকর রূপ 2. অরূপী,1. બિનઅસરકારક સ્વરૂપ 2. અરૂપી
উভচর মিশ্রণ,ઉભયજીવી મિશ્રણ
amphoteric,એમ્ફોટેરિક
মজুদ,સંગ્રહ
1. অ্যানেরোবিক 2. অ্যানেরোবিক জীব,1. એનારોબિક 2. એનારોબિક સજીવો
হ্যাপ্লয়েড,હેપ્લોઇડ
কৌণিক রোপণ,કોણીય વાવેતર
পশুপালন,પશુપાલન
প্রাণীর মলমূত্র,પ્રાણીના મળમૂત્ર
জীবন্ত শক্তি,જીવંત ઊર્જા
অস্বাভাবিক,વિસંગત
এক বছর বয়সী উদ্ভিদ,એક વર્ષ જૂનો છોડ
বার্ষিক,વાર્ષિક
1. পরমানন্দ 2. উচ্ছ্বাস,1. પરમાનંદ 2. ઉજાસ
অ্যানথ্রাক্স,એન્થ્રેક્સ
নৃতাত্ত্বিক কারণ,એન્થ્રોપોજેનિક પરિબળો
বেঁচে থাকা,અસ્તિત્વ
1. অ্যান্টিবায়োটিক 2. অ্যান্টিবায়োটিক,1. એન્ટિબાયોટિક 2. એન્ટિબાયોટિક
বিকর্ষণকারী,પ્રતિકૂળ
অ্যান্টিঅক্সিডেন্ট,એન્ટીઑકિસડન્ટ
অ্যান্টিটক্সিন,એન્ટિટોક્સિન
অনামিকা আঙুল,રિંગ આંગળી
1. এফিড 2. মাহু 3. চেপা,1. એફિડ 2. મહુ 3. ચેપા
শীর্ষ কুঁড়ি,ટોચની કળી
সর্বোচ্চ কার্যকারিতা,ટોચની અસરકારકતા
মৌমাছি পালন,મધમાખી ઉછેર
অযৌনতা,અજાતીયતા
apoptosis,એપોપ્ટોસિસ
পরিশিষ্ট,પરિશિષ્ટ
ক্ষুধার্ত,ભૂખ લગાડનાર
প্রয়োগ করা,લાગુ
জলজ আগাছা,જળચર નીંદણ
1. গাছ 2. গাছের বাসিন্দা,1. વૃક્ષ 2. વૃક્ષ નિવાસી
শাখা,શાખાઓ
প্রোটোবোটানিকাল রেকর্ড,પ્રોટોબોટનિકલ રેકોર્ડ્સ
জোন নম্বর,ઝોન નંબર
1. এলাকা 2. এলাকা,1. વિસ્તાર 2. વિસ્તાર
শুষ্ক বাস্তুতন্ত্র,શુષ્ક ઇકોસિસ્ટમ
cotyledon,કોટિલેડોન
সৌরভ,સૌરભ
সুগন্ধি উদ্ভিদ,સુગંધિત છોડ
সুগন্ধি চাল,સુગંધિત ચોખા
ইক্ষু পুষ্পন,ઇક્ષુ પુષ્પન
অ্যাসেপটিক,એસેપ્ટિક
1. অ্যাসেপটিক 2. অ্যাসেপটিক,1. એસેપ્ટિક 2. એસેપ્ટિક
অস্ত্রোপচার,અજાતીય પ્રજનન
আকার,કદ
সম্পদ,સંપત્તિ
1. আত্তীকরণ 2. আত্তীকরণ,1. એસિમિલેશન 2. એસિમિલેશન
1. সমিতি 2. সমিতি,1. એસોસિએશન 2. એસોસિએશન
1. কলাম 2. কৃপণতা,1. કૉલમ 2. અસ્પષ્ટતા
হেটেরোজাইগোসিটি,હેટરોઝાયગોસિટી
1. পূর্বপুরুষ 2. অ্যাটাভিজম,1. પૂર્વજ 2. એટાવિઝમ
কণা,કણ
1. অনিশ্চয়তা 2. দুর্বলতা,1. પુષ્ટિ 2. ક્ષતિ
স্ব জোড়া,સ્વ જોડી
অটোলাইসিস,ઓટોલિસિસ
1. স্বতঃস্ফূর্ত জারণ 2. স্বতঃস্ফূর্ত জারণ,1. સ્વયંસ્ફુરિત ઓક્સિડેશન 2. સ્વયંસ્ફુરિત ઓક્સિડેશન
স্বয়ং মাল্টিপ্লেক্সড,સ્વ મલ્ટિપ્લેક્સ્ડ
অক্সিন,ઓક્સિન
1. কাঁপানো 2. টোড,1. હચમચી 2. દેડકો
পেনাল ভাইরাস,દંડ વાયરસ
1. ব্যাসিলাস 2. ব্যাসিলাস,1. બેસિલસ 2. બેસિલસ
1. ব্যাকটেরিয়া 2. ব্যাকটেরিয়া,1. બેક્ટેરિયા 2. બેક્ટેરિયા
ব্যাকটেরিয়াল টক্সিন,બેક્ટેરિયલ ઝેર
ব্যাগাস,બગાસ
ব্যালেন্স শীট,સરવૈયા
সুষম সার ব্যবহার,સંતુલિત ખાતરનો ઉપયોગ
বার গ্রাফ,બાર ગ્રાફ
বাকল,છાલ
1. ব্যারোমিটার 2. ব্যারোমিটার,1. બેરોમીટર 2. બેરોમીટર
1. গুঞ্জন 2. অদৃশ্য 3. অনুর্বর,1. બઝર 2. જડ 3. ઉજ્જડ
1. বেস 2. বেস 3. কাপং,1. આધાર 2. આધાર 3. કપંગ
1. টালা 2. বেসিন,1. તાલા 2. બેસિન
তালাবিসারি,તલાબીસરી
1. বেসিস্টেরনাম 2. রুট ধারক,1. બેસિસ્ટર્નમ 2. રુટ ધારક
উপসাগরীয় বর্ষা,ગલ્ફ ચોમાસું
ফলের উদ্ভিদ,ફળનો છોડ
বিছানা,પથારી
বিছানা উদ্ভিদ,બેડ પ્લાન્ટ
বিছানাপত্র,પથારી
বীট গুড়,બીટ દાળ
বেল,બેલો
1. স্ট্রিপ 2. ভূখণ্ড,1. પટ્ટી 2. ભૂપ્રદેશ
লাভ-খরচ বিশ্লেষণ,નફો-ખર્ચ વિશ્લેષણ
উচ্চাকাঙ্ক্ষী (স্যাম্পলিং),મહત્વાકાંક્ષી (સેમ્પલિંગ)
দ্বিবার্ষিক গাছপালা,દ્વિવાર્ષિક છોડ
দ্বিপদ,દ્વિપદી
বায়োফ্যাক্টর,બાયોફેક્ટર
জৈবিক জলবায়ু,જૈવિક આબોહવા
জৈব শক্তি,જૈવ ઊર્જા
প্রাণীজগতের বাস্তুসংস্থান,પ્રાણીસૃષ્ટિ ઇકોલોજી
1. বায়ো-প্রসেসর 2. বায়ো-চুল্লি,1. બાયો-પ્રોસેસર 2. બાયો-રિએક્ટર
জীবজগৎ,બાયોસ્ફિયર
জৈবিক,જૈવિક
প্রাণীজগত,પ્રાણીસૃષ્ટિ
ডিভিলিঙ্গি,ડિવિલિંગી
ধওলান,ધવલન
1. প্রধবাসন (রোগ) 2. দমকা রোগ,1. પ્રધવાસન (રોગ) 2. ગસ્ટ રોગ
মিশ্রন,મિશ્રણ
1. আংমারী (রোগ) 2. ব্লাইট (রোগ),1. અંગમારી (રોગ) 2. બ્લાઈટ (રોગ)
1. ফোস্কা 2. ফোস্কা 3. বিস্ফোরণ 4. ফোস্কা,1. ફોલ્લો 2. ફોલ્લો 3. ફાટી નીકળવો 4. ફોલ્લો
নীল বিপ্লব,વાદળી ક્રાંતિ
প্ল্যানার হিটিং চেম্বার,પ્લાનર હીટિંગ ચેમ્બર
প্ল্যানার হিটিং প্রযুক্তি,પ્લાનર હીટિંગ ટેકનોલોજી
তুষ,થૂલું
শাখা,શાખાઓ
1. ডালপালা 2. উপশাখা,1. ટ્વિગ 2. સબબ્રાન્ચ
বংশবৃদ্ধি,જાતિ
প্রজনন,પ્રજનન
প্রাথমিক অঙ্কুর চিকিত্সা,પ્રારંભિક અંકુરણ સારવાર
1. বাচ্চা 2. ডিম 3. ভ্রূণ,1. બચ્ચા 2. ઇંડા 3. ગર્ભ
উদীয়মান,ઉભરતા
বাজেট,બજેટ
1.অ্যাম্ফোটেরিক 2. বাফার,1.એમ્ફોટેરિક 2. બફર
মিষ্টি আলু,શક્કરિયા
বান্ট (রোগ),બંટ (રોગ)
1. উপজাত 2. উপজাত,1. આડપેદાશ 2. આડપેદાશ
c আর্দ্রতা স্পেসিফিকেশন বক্ররেখা,c ભેજ સ્પષ્ટીકરણ વળાંક
তেল পিষ্টক,તેલ કેક
1. চুন 2. ক্যালসিয়াম,1. ચૂનો 2. કેલ્શિયમ
ক্যালসিয়ন,કેલ્સિયન
ফসফেট অপসারণ,ફોસ્ફેટ દૂર કરવું
1. কিনাটা 2. কালটা,1. કિનાટા 2. કેલાટા
1.ক্যালাস 2. রশ্মি,1.કેલસ 2. કિરણ
1. সেপালস 2. ক্যালিক্স,1. સેપલ્સ 2. કેલિક્સ
বহির্মুখী শেষ,બહારનો છેડો
এধা,એધા
ক্যানকার (ব্যাকটেরিয়াজনিত রোগ),કર્કશ (બેક્ટેરિયલ રોગ)
ক্যানিং,કેનિંગ
আকাশ,આકાશ
অর্থায়ন,ફાઇનાન્સ
পরাগায়ন (ডুমুরের),પરાગનયન (અંજીરનું)
1. ক্যাপসুল 2. ক্যাপসুল 3. ক্যাপসুল,1. કેપ્સ્યુલ 2. કેપ્સ્યુલ 3. કેપ્સ્યુલ
কার্বনাইজড,કાર્બનયુક્ત
কার্বনান,કાર્બનન
ক্যারাপেস,કારાપેસ
ব্রেসলেট,બંગડી
1. ঢালাই (লোহা) 2. ক্ষিপ্তি (পোকা),1. કાસ્ટિંગ (લોખંડ) 2. ક્ષિપ્તિ (જંતુ)
catabolism,અપચય
প্ররোচনা,પ્રેરિત
1. শুঁয়োপোকা 2. শুঁয়োপোকা,1. કેટરપિલર 2. કેટરપિલર
গ d. এন. ক সংগ্রহ,c ડી. એન. a સંગ્રહ
পরিসীমা,શ્રેણી
1. কোষ 2. কোষ,1. સેલ 2. સેલ
কেন্দ্রীয় ফ্রন্ট সিস্টেম,કેન્દ્રીય ફ્રન્ટ સિસ્ટમ
1. পয়েন্ট 2. ফোকাস,1. બિંદુ 2. ફોકસ
কেন্দ্রীকরণ,સેન્ટ્રીફ્યુગેશન
সেন্ট্রিফিউজ,સેન્ટ્રીફ્યુજ
তারকা কেন্দ্র,સ્ટાર સેન્ટર
এপিজেনেটিক,એપિજેનેટિક
কেন্দ্রজা,કેન્દ્રજા
তাঁত,લૂમ
1. সিরিয়াল 2. সিরিয়াল,1. અનાજ 2. સીરીયલ
1. সার্টিফিকেশন 2. সার্টিফিকেশন,1. પ્રમાણપત્ર 2. પ્રમાણપત્ર
প্রত্যয়িত বীজ,પ્રમાણિત બીજ
1. খড় 2. কুট্টি 3. শলক সহপাত্র,1. સ્ટ્રો 2. કુટ્ટી 3. શલક સહપાત્ર
1. নিভাগ 2. কৈলাজা,1. નિભાગ 2. કૈલાજા
কাইমোগ্রাফি,કીમોગ્રાફી
1. কিয়াজমা 2. ব্যস্ত,1. કિયાઝમા 2. વ્યસ્ત
সুপার কুলিং ঘন্টা,સુપરકૂલિંગ કલાકો
তুষারপাত ক্ষতি,હિમ નુકસાન
1. ভিচিরোটাকি 2. কাইমেরা,1. વિચિરોતકી 2. ચિમેરા
সবুজ porridge,લીલો પોર્રીજ
1. পাতা 2. সবুজ,1. પર્ણસમૂહ 2. લીલો
সায়ানোসিস,સાયનોસિસ
জৈবিক বিতরণ বিজ্ঞান,જૈવિક વિતરણ વિજ્ઞાન
1. ক্রোমাটিডস 2. অর্ধেক ক্রোমোজোম,1. ક્રોમેટિડ 2. અર્ધ રંગસૂત્રો
ক্রোমাটিন,ક્રોમેટિન
ক্রোমাটোগ্রাফি,ક્રોમેટોગ્રાફી
ক্রোমাটিনলেশন,ક્રોમેટિનલેશન
অলিন্দ বিন্দু,ધમની બિંદુ
ক্রোমাটোজেনেসিস,ક્રોમેટોજેનેસિસ
1. ক্রোমোপ্রোটিন 2. পিগমেন্টপ্রোটিন,1. ક્રોમોપ્રોટીન 2. પિગમેન્ટપ્રોટીન
1. ক্রোমোজোম 2. ক্রোমোজোম,1. રંગસૂત્રો 2. રંગસૂત્રો
1. দীর্ঘস্থায়ী 2. দীর্ঘস্থায়ী 3. দীর্ঘস্থায়ী 4. অপ্রচলিত,1. ક્રોનિક 2. ક્રોનિક 3. ક્રોનિક 4. અપ્રચલિત
citrange,સાઇટ્રેન્જ
শরৎ উৎসব,પાનખર તહેવાર
শ্রেণীবিভাগ,વર્ગીકરણ
1. কাদামাটি 2. কাদামাটি,1. માટી 2. માટી
1. পরিষ্কার করা 2. স্ক্রাবিং 3. পরিষ্কার করা 4. পরিশোধন,1. સફાઈ 2. સ્ક્રબિંગ 3. સફાઈ 4. શુદ્ધિકરણ
অবিরাম পরাগায়ন,સતત પરાગનયન
ক্রুসিফেরাস ফল,ક્રુસિફેરસ ફળ
জলবায়ু,વાતાવરણ
জলবায়ুবিদ্যা,આબોહવાશાસ્ત્ર
শিয়ার,કાતર
পিণ্ড (কাদামাটি),ગઠ્ઠો (માટી)
ক্লোন,ક્લોન
1.মেঘ 2.মেঘ,1.વાદળો 2.વાદળો
clump,ઝુંડ
গুচ্ছ,ટોળું
1. মোটা 2. রুক্ষ 3. কাঁচা 4. রুক্ষ,1. બરછટ 2. ખરબચડી 3. કાચી 4. ખરબચડી
1. কভার 2. লেদারেট,1. કવર 2. ચામડું
কোয়া,કોયા
1. কোএনজাইম 2. কো-এনজাইম,1. કોએનઝાઇમ 2. કો-એન્ઝાઇમ
সংহতি,સંયોગ
1. ফাইবার (পাট পাট) 2. নারকেল মোটা,1. ફાઇબર (જ્યુટ જ્યુટ) 2. નારિયેળ બરછટ
মুলাঙ্কুর চোলা,મુલંકુર ચોલા
,
কলয়েড (মাটি),કોલોઇડ (માટી)
1.কলাম 2.columella,1.કૉલમ 2.કોલ્યુમેલા
1. শাস্তি 2. কলাম 3. কলাম,1. દંડ 2. કૉલમ 3. કૉલમ
যোগাযোগ,કોમ્યુનિયન
বাণিজ্যিক ব্যাংক,કોમર્શિયલ બેંક
1. পণ্য 2. পণ্যদ্রব্য,1. કોમોડિટી 2. મર્ચેન્ડાઇઝ
সম্প্রদায়,સમુદાય
কম্প্যাকশন (মাটির),કોમ્પેક્શન (માટીનું)
1. সামঞ্জস্যতা 2. সামঞ্জস্য,1. સુસંગતતા 2. સુસંગતતા
সামঞ্জস্য,સુસંગતતા
1. ক্ষতিপূরণ 2. ক্ষতিপূরণ,1. વળતર 2. વળતર
প্রতিযোগিতামূলক মিথস্ক্রিয়া,સ્પર્ધાત્મક ક્રિયાપ્રતિક્રિયા
সম্পূরক ফসল,પૂરક પાક
1. যৌগিক 2. জটিল,1.સંયુક્ત 2.જટિલ
গঠনকারী,ઘટક
গঠন,રચના
কম্পোস্ট,ખાતર
চক্রবৃদ্ধিহারে সুদ,સંયોજન વ્યાજ
গণনা,ગણતરી
1. কম্পিউটার 2. কম্পিউটার,1. કોમ્પ્યુટર 2. કોમ્પ્યુટર
1. একাগ্রতা 2. একাগ্রতা,1. એકાગ્રતા 2. એકાગ્રતા
1. অপ্টিমাইজার 2. পুনরুজ্জীবিতকারী,1. ઑપ્ટિમાઇઝર 2. રિવાઇટલાઇઝર
পরিবাহিতা,વાહકતા
1. কনফিগারেশন 2. কনফিগারেশন,1. રૂપરેખાંકન 2. રૂપરેખા
1. সামঞ্জস্য 2. কনফিগারেশন 3. সামঞ্জস্য,1. અનુરૂપતા 2. રૂપરેખાંકન 3. અનુરૂપતા
1. ইন্টিগ্রেশন 2. হাইব্রিডাইজেশন,1. એકીકરણ 2. હાઇબ્રિડાઇઝેશન
সংযোজন,જોડાણ
1. সংযোজক 2. সংযোগকারী,1. એડિટિવ 2. કનેક્ટિવ
সুরক্ষা,રક્ષણ
একত্রীকরণের,એકીકરણ
1. উপাদান 2. উপাদান,1. ઘટક 2. ઘટકો
ভোক্তা,ઉપભોક્તા
খরচ,વપરાશ
দূষণ,દૂષણ
কনট্যুর রোপণ,સમોચ્ચ વાવેતર
কনট্যুর লাইন,સમોચ્ચ રેખા
1. কন্ট্রাক্ট ফার্মিং 2. কন্ট্রাক্ট ফার্মিং 3. কন্ট্রাক্ট ফার্মিং,1. કોન્ટ્રાક્ટ ફાર્મિંગ 2. કોન્ટ્રાક્ટ ફાર્મિંગ 3. કોન્ટ્રાક્ટ ફાર્મિંગ
নিয়ন্ত্রিত বায়ুমণ্ডলীয় স্টোরেজ,નિયંત્રિત વાતાવરણીય સંગ્રહ
সমবায় ব্যাংক,સહકારી બેંક
সমবায় সমিতির সদস্য,સહકારી મંડળીના સભ્ય
গুলমাভান,ગુલમાવન
cubed,ક્યુબ્ડ
1. ডালপুঞ্জ 2. করোলা,1. દાલપુંજ 2. કોરોલા
1. কর্টেক্স 2. কর্টেক্স,1. કોર્ટેક્સ 2. કોર્ટેક્સ
খরচ,ખર્ચ
cotyledon,કોટિલેડોન
ক্রেডিট কমিটি,ક્રેડિટ કમિટી
1. ঋণ 2. ক্রেডিট,1. ધિરાણ 2. ક્રેડિટ
1. ঋণদাতা 2. পাওনাদার,1. શાહુકાર 2. લેણદાર
1. ক্রেস্ট 2. শীর্ষবিন্দু 3. স্পায়ার,1. ક્રેસ્ટ 2. શિરોબિંદુ 3. સ્પાયર
প্রত্যাহার,પાછું ખેંચવું
সমস্যা,સમસ્યા
পরীক্ষা,પરીક્ષણ
সমালোচনামূলক,જટિલ
শস্য বীমা,પાક વીમો
ফসল ঋণ,પાક લોન
1. ফসল 2. ফসল,1. પાક 2. પાક
চাষ এলাকা,ખેતી વિસ્તાર
ক্রস বেমানান,ક્રોસ અસંગત
1. মুকুট 2. চূড়া (উদ্ভিদ),1. તાજ 2. શિખર (છોડ)
নরম কণা,નરમ કણો
ভূত্বক,પોપડો
1. ক্রিপ্টোগাম 2. নন-ফ্লোরিফর্ম,1. ક્રિપ્ટોગમ 2. નોન-ફ્લોરીફોર્મ
ছাঁটাই (ফল),કાપણી (ફળ)
কলম,પેન
চাষের বৈচিত্র্য,કલ્ટીવાર વિવિધ
1. ট্র্যাকশন 2. কৃষি 3. কৃষিকাজ,1. ટ્રેક્શન 2. ખેતી 3. ખેતી
1. কৃষক 2. চাষী,1. ખેડૂત 2. ખેડૂત
1. চাষ 2. চাষ 3. লালনপালন,1. ખેતી 2. ખેતી 3. ઉછેર
1.সম্পদ 2.প্রস্তুতি,1.સંસાધન 2.તૈયારી
1.কুন্তালন 2.কুঞ্চন,1.કુંતલન 2.કુંચોન
ভঙ্গি,મુદ્રા
1. এপিডার্মিস 2. কিউটিকল,1. બાહ્ય ત્વચા 2. ક્યુટિકલ
1. কলম 2. কাটিং 3. কাটিং 4. কাটিং 5. কাটিং,1. પેન 2. કટિંગ 3. કટીંગ 4. કટીંગ 5. કટીંગ
1. কৃমি কর্পাস 2. সিস্ট 3. সিস্ট 4. বিকৃত পিণ্ড 5. নিওপ্লাজম,1. કૃમિ કોર્પસ 2. ફોલ્લો 3. ફોલ્લો 4. વિકૃત ગઠ્ઠો 5. નિયોપ્લાઝમ
সাইটোক্রোম,સાયટોક્રોમ
সেল কাপলিং,કોષ જોડાણ
কোষের প্রজনন,સેલ પ્રજનન
কোষ জেনেটিক্স,સેલ જીનેટિક્સ
সাইটোপ্লাজমিক বিভাগ,સાયટોપ્લાઝમિક વિભાજન
কোষ বিদ্যা,સેલ બાયોલોજી
কোষের লাইসিস,સેલ લિસિસ
1. সাইটোমের 2. কোষ বিভাজন,1. સાયટોમેર 2. કોષ વિભાજન
সাইটোপ্লাজম,સાયટોપ્લાઝમ
1. ডেইরি 2. ডেইরি,1. ડેરી 2. ડેરી
দুগ্ধ শিল্প,ડેરી ઉદ્યોગ
1. বাঁধ 2. ব্রিডার,1. ડેમ 2. સંવર્ધક
দিন পরম উদ্ভিদ,ડે એબ્સોલ્યુટ પ્લાન્ટ
ফুল ফোটার পর দিন,ફૂલો પછીનો દિવસ
ফুল ফোটার পর দিন,સંપૂર્ણ ફૂલો પછીનો દિવસ
অদক্ষতা,બિનકાર્યક્ષમતા
decalcification,decalcification
1. অপসারণ 2. অপসারণ,1. ડિસ્લોજ 2. ડિસ્લોજ
ক্ষয়,સડો
পর্ণমোচী,પાનખર
1. দশমিক 2. দশমিক,1. દશાંશ 2. દશાંશ
হীনমন্যতা,હીનતા
অনুরান (মাটি),અનુરાન (માટી)
বিপুষ্পন,વિપુષ્પન
বিলিং,બિલિંગ
বন নিধন,વનનાબૂદી
অসম্মান,અપમાન
অধঃপতন,અધોગતિ
অংশ দিন,ભાગ દિવસ
1. পরিমাণ 2. অংশ,1. જથ્થો 2. ભાગ
dehiscence,અવક્ષય
ভুসি অপসারণ,કુશ્કી દૂર કરવી
ভুসি অপসারণ,કુશ્કી દૂર કરવી
পানিশূন্যতা,નિર્જલીકરણ
নির্জল,નિર્જળ
চাহিদা,માંગ
1. বিকৃতকরণ 2. গুণ,1. વિકૃતિકરણ 2. ગુણાકાર
বর্জন,નિંદા
1. জমা (মাটি) 2. জমা (অর্থনীতি),1. થાપણ (માટી) 2. થાપણ (અર્થશાસ્ત્ર)
আমানত,જમા
1. অবচয় 2. অবচয়,1. અવમૂલ્યન 2. અવમૂલ્યન
বিশুদ্ধকরণ,ડિસેલિનેશન
1. জল শুকিয়ে যাওয়া 2. ডিহাইড্রেশন,1. પાણી સુકાઈ જવું 2. નિર્જલીકરણ
1. ডিজাইন 2. ডিজাইন,1. ડિઝાઇન 2. ડિઝાઇન
শুষ্ক,સુકા
কার্নেল অপসারণ,કર્નલ દૂર કરવું
de-intercalation,ડી-ઇન્ટરકલેશન
সংযোজন,જોડાણ
1. পুরুষ মঞ্জরি নিষ্কাশন (ভুট্টা) 2. বলর নিষ্কাশন,1. પુરુષ મંજરી નિષ્કર્ષણ (મકાઈ) 2. બલ્લાર નિષ્કર્ષણ
বল্লার বা কুন্দন কাটিং,બલ્લાર અથવા કુંદન કટીંગ
নির্ধারক,નિર્ધારક
