Marathi,Kannada
शोषक*,ಹೀರಿಕೊಳ್ಳುವ*
शोषक बाष्पीभवक,ಹೀರಿಕೊಳ್ಳುವ ಬಾಷ್ಪೀಕರಣ
शोषण कायदा*,ಹೀರಿಕೊಳ್ಳುವ ಕಾನೂನು*
शोषण माध्यम,ಹೀರಿಕೊಳ್ಳುವ ಮಾಧ್ಯಮ
"शोषक क्षमता, शोषकता*","ಹೀರಿಕೊಳ್ಳುವ ಸಾಮರ್ಥ್ಯ, ಹೀರಿಕೊಳ್ಳುವಿಕೆ*"
शोषण*,ಹೀರಿಕೊಳ್ಳುವಿಕೆ*
स्टुडिओ सजावट,ಸ್ಟುಡಿಯೋ ಅಲಂಕಾರ
गुणोत्तर गुणोत्तर,ಬಹುಸಂಖ್ಯೆಯ ಅನುಪಾತ
उद्धटपणा,abvolt
बद्दल,ಸುಮಾರು
गती वाढवणे,ವೇಗವನ್ನು
प्रवेग-थांबा अंतर,ವೇಗವರ್ಧನೆ-ನಿಲುಗಡೆ ಅಂತರ
घाई केली,ಆತುರಪಟ್ಟರು
द्रुत वेळ प्रभाव चाचणी,ತ್ವರಿತ ಸಮಯದ ಪರಿಣಾಮ ಪರೀಕ್ಷೆ
जलद प्रवाह,ತ್ವರಿತ ಹರಿವು
जलद गती,ತ್ವರಿತ ಗತಿ
द्रुत शरीर,ತ್ವರಿತ ದೇಹ
प्रवेगक तोलणारा,ವೇಗವರ್ಧಕ ತೂಕ
प्रवेगक इलेक्ट्रोड*,ವೇಗವರ್ಧಕ ವಿದ್ಯುದ್ವಾರ*
प्रवेगक वेळ*,ವೇಗವರ್ಧಕ ಸಮಯ*
प्रवेगक टप्पा,ವೇಗವರ್ಧಕ ಹಂತ
प्रवेगक दर,ವೇಗವರ್ಧಕ ದರ
प्रवेगक व्होल्टेज*,ವೇಗವರ್ಧಕ ವೋಲ್ಟೇಜ್*
प्रवेग,ವೇಗವರ್ಧನೆ
प्रवेगक ज्वलन,ವೇಗವರ್ಧಿತ ದಹನ
प्रवेग गुणांक,ವೇಗವರ್ಧಕ ಗುಣಾಂಕ
प्रवेग घटक,ವೇಗವರ್ಧಕ ಘಟಕ
गुरुत्वाकर्षणामुळे प्रवेग,ಗುರುತ್ವಾಕರ್ಷಣೆಯಿಂದಾಗಿ ವೇಗವರ್ಧನೆ
प्रवेग घटक,ವೇಗವರ್ಧಕ ಅಂಶ
प्रवेगक शुल्क,ವೇಗವರ್ಧಿತ ಚಾರ್ಜ್
गुरुत्वाकर्षणाचा प्रवेग,ಗುರುತ್ವಾಕರ್ಷಣೆಯ ವೇಗವರ್ಧನೆ
प्रवेग क्षमता,ವೇಗವರ್ಧಕ ಸಾಮರ್ಥ್ಯ
प्रवेग कायदा,ವೇಗವರ್ಧಕ ಕಾನೂನು
प्रवेग प्रक्रिया,ವೇಗವರ್ಧಕ ಪ್ರಕ್ರಿಯೆ
प्रवेग क्षेत्र,ವೇಗವರ್ಧಕ ವಲಯ
प्रवेग पद्धत,ವೇಗವರ್ಧಕ ವಿಧಾನ
"प्रवेग सहिष्णुता, प्रवेग सहिष्णुता","ವೇಗವರ್ಧಕ ಸಹಿಷ್ಣುತೆ, ವೇಗವರ್ಧನೆ ಸಹಿಷ್ಣುತೆ"
प्रवेग वेक्टर,ವೇಗವರ್ಧಕ ವೆಕ್ಟರ್
प्रवेग-व्होल्टेज,ವೇಗವರ್ಧನೆ-ವೋಲ್ಟೇಜ್
प्रवेग लहर,ವೇಗವರ್ಧಕ ತರಂಗ
प्रवेगक,ವೇಗವರ್ಧಕ
"प्रवेग, प्रवेगक*","ವೇಗಗೊಳಿಸು, ವೇಗವರ್ಧಕ*"
प्रवेगक समीकरण,ವೇಗವರ್ಧಕ ಸಮೀಕರಣ
प्रवेगक*,ವೇಗವರ್ಧಕ*
प्रवेगमापक,ವೇಗವರ್ಧಕ
एक्सीलरोमीटर जुळणी,ವೇಗವರ್ಧಕ ಹೊಂದಾಣಿಕೆ
prestresser,ಪ್ರಿಸ್ಟ್ರೆಸರ್
वैध वर्ण,ಮಾನ್ಯ ಅಕ್ಷರಗಳು
स्वीकृती कोन,ಸ್ವೀಕಾರ ಕೋನ
स्वीकृती तपशील,ಸ್ವೀಕಾರ ವಿವರಣೆ
स्वीकार्य चाचणी,ಸ್ವೀಕಾರಾರ್ಹ ಪರೀಕ್ಷೆ
"स्वीकारणारा*, स्वीकारणारा","ಸ್ವೀಕರಿಸುವವರು*, ಸ್ವೀಕರಿಸುವವರು"
रिसेप्टर अणू,ಗ್ರಾಹಕ ಪರಮಾಣು
रिसेप्टर बाँड,ಗ್ರಾಹಕ ಬಂಧ
रिसीव्हर सर्किट,ರಿಸೀವರ್ ಸರ್ಕ್ಯೂಟ್
रिसेप्टर पातळी,ಗ್ರಾಹಕ ಮಟ್ಟ
दाता रेणू,ದಾನಿ ಅಣು
रिसेप्टर गुणधर्म,ಗ್ರಾಹಕ ಆಸ್ತಿ
रिसेप्टर गुणधर्म पातळी,ಗ್ರಾಹಕ ಆಸ್ತಿ ಮಟ್ಟ
प्रवेगक नळी,ವೇಗವರ್ಧಕ ಮೆದುಗೊಳವೆ
"प्रवेश, प्रतीक्षा, प्रवेश","ಪ್ರವೇಶ, ಕಾಯುವಿಕೆ, ಪ್ರವೇಶ"
भुज प्रवेश,ಭುಜ್ ಅನ್ನು ಪ್ರವೇಶಿಸಿ
प्रवेश प्रणाली,ಪ್ರವೇಶ ವ್ಯವಸ್ಥೆ
प्रवेश वेळ,ಪ್ರವೇಶ ಸಮಯ
प्रवेशयोग्यता,ಪ್ರವೇಶಿಸುವಿಕೆ
"अतिरिक्त, सहाय्यक, सहायक (v, ), उपकरणे","ಹೆಚ್ಚುವರಿ, ಸಹಾಯಕ, ಪರಿಕರಗಳು (v, ), ಬಿಡಿಭಾಗಗಳು"
अतिरिक्त निर्बंध,ಹೆಚ್ಚುವರಿ ನಿರ್ಬಂಧಗಳು
संधी योगायोग,ಕಾಕತಾಳೀಯ
अपघाती सुधारणा,ಆಕಸ್ಮಿಕ ತಿದ್ದುಪಡಿ
अपघाती बायोजेनेसिस,ಆಕಸ್ಮಿಕ ಜೈವಿಕ ಉತ್ಪತ್ತಿ
अपघाती वळवणे,ಆಕಸ್ಮಿಕ ತಿರುವು
अभ्यागत त्रुटी,ಸಂದರ್ಶಕರ ದೋಷ
"अचानक थांबणे, अचानक पकडणे","ಹಠಾತ್ ನಿಲುಗಡೆ, ಹಠಾತ್ ಕ್ಲ್ಯಾಂಪ್"
अपघाती प्रेषण,ಆಕಸ್ಮಿಕ ಪ್ರಸರಣ
यादृच्छिक भिन्नता,ಯಾದೃಚ್ಛಿಕ ವ್ಯತ್ಯಾಸ
समायोजन,ಹೊಂದಾಣಿಕೆ
स्थानबद्ध,ನೆಲೆಗೊಂಡಿದೆ
संचित त्रुटी,ಸಂಚಿತ ದೋಷ
"जमा करणे, जमा करणे","ಶೇಖರಣೆ, ಶೇಖರಣೆ"
ऊर्जा साठवण,ಶಕ್ತಿ ಸಂಗ್ರಹಣೆ
संचयक*,ಸಂಚಯಕ*
अचूकता,ನಿಖರತೆ
वास्तव,ರಿಯಾಲಿಟಿ
वास्तविक साधन निरीक्षण,ನಿಜವಾದ ಉಪಕರಣ ವೀಕ್ಷಣೆ
अचूक श्रेणी मार्कर,ನಿಖರ ಶ್ರೇಣಿಯ ಮಾರ್ಕರ್
अचूक स्कॅनिंग,ನಿಖರವಾದ ಸ್ಕ್ಯಾನಿಂಗ್
सराव,ಅಭ್ಯಾಸ
प्रवेगक सेल*,ವೇಗವರ್ಧಕ ಕೋಶ*
अक्रोमॅटिक लेन्स*,ವರ್ಣರಹಿತ ಮಸೂರ*
अक्रोमॅटिक*,ವರ್ಣರಹಿತ*
अॅक्रोमॅटिक विश्लेषक,ವರ್ಣರಹಿತ ವಿಶ್ಲೇಷಕ
वारंवारता तटस्थ अँटेना,ಆವರ್ತನ ತಟಸ್ಥ ಆಂಟೆನಾ
अक्रोमॅटिक आकार,ವರ್ಣರಹಿತ ಆಕಾರ
अक्रोमॅटिक फ्रिंज,ವರ್ಣರಹಿತ ಫ್ರಿಂಜ್
अक्रोमॅटिक लेन्स*,ವರ್ಣರಹಿತ ಮಸೂರ*
अक्रोमॅटिक पॉइंट पथ,ವರ್ಣರಹಿತ ಬಿಂದು ಮಾರ್ಗ
अॅक्रोमॅटिक लेन्स,ವರ್ಣರಹಿತ ಮಸೂರ
अॅक्रोमॅटिक प्रिझम,ವರ್ಣರಹಿತ ಪ್ರಿಸ್ಮ್
अॅक्रोमॅटिक टेलिस्कोप,ವರ್ಣರಹಿತ ದೂರದರ್ಶಕ
रंगद्रव्य*,ವರ್ಣರಹಿತತೆ*
अॅक्रोमॅटायझेशन*,ವರ್ಣಮಯಗೊಳಿಸುವಿಕೆ*
अक्रोमॅटिकता*,ವರ್ಣರಹಿತತೆ*
"लवचिक, अपवर्तक, अपवर्तक","ಸ್ಥಿತಿಸ್ಥಾಪಕ, ವಕ್ರೀಕಾರಕ, ಸ್ಥಿತಿಸ್ಥಾಪಕ"
"एकोर्न नळी, बंजू नळी","ಆಕ್ರಾನ್ ಹೋಸ್, ಬಂಜು ಹೋಸ್"
सूक्ष्म झडप,ಚಿಕಣಿ ಕವಾಟ
इकोफोनी,ಅಕೋಫೋನಿ
ध्वनिक,ಅಕೌಸ್ಟಿಕ್
ध्वनिक शोषकता,ಅಕೌಸ್ಟಿಕ್ ಹೀರಿಕೊಳ್ಳುವಿಕೆ
ध्वनिक क्षीणन गुणांक,ಅಕೌಸ್ಟಿಕ್ ಅಟೆನ್ಯೂಯೇಶನ್ ಗುಣಾಂಕ
ध्वनिक क्षीणन,ಅಕೌಸ್ಟಿಕ್ ಕ್ಷೀಣತೆ
ध्वनिक चोर अलार्म,ಅಕೌಸ್ಟಿಕ್ ಕಳ್ಳ ಎಚ್ಚರಿಕೆ
ध्वनिक क्षमता,ಅಕೌಸ್ಟಿಕ್ ಕೆಪಾಸಿಟನ್ಸ್
श्रवण केंद्र,ಶ್ರವಣ ಕೇಂದ್ರ
ध्वनिक स्पष्टीकरण,ಅಕೌಸ್ಟಿಕ್ ವಿವರಣೆ
ध्वनिक आवरण,ಅಕೌಸ್ಟಿಕ್ ಕವರ್
ध्वनिक प्रतिसाद,ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ
ध्वनिक घटक,ಅಕೌಸ್ಟಿಕ್ ಘಟಕ
ध्वनिक चालकता,ಅಕೌಸ್ಟಿಕ್ ವಾಹಕತೆ
ध्वनिक ओलसर,ಅಕೌಸ್ಟಿಕ್ ಡ್ಯಾಂಪಿಂಗ್
ध्वनिक फैलाव,ಅಕೌಸ್ಟಿಕ್ ಪ್ರಸರಣ
ध्वनी हॅकर,ಧ್ವನಿ ಹ್ಯಾಕರ್
ध्वनिक ऊर्जा*,ಅಕೌಸ್ಟಿಕ್ ಶಕ್ತಿ*
ध्वनिक ऊर्जा समीकरण,ಅಕೌಸ್ಟಿಕ್ ಶಕ್ತಿ ಸಮೀಕರಣ
ध्वनिक समीकरण,ಅಕೌಸ್ಟಿಕ್ ಸಮೀಕರಣ
ध्वनिक पुनर्स्थापना,ಅಕೌಸ್ಟಿಕ್ ಮರುಸ್ಥಾಪನೆ
क्लॅडनी आकार,ಕ್ಲಾಡ್ನಿ ಆಕಾರಗಳು
ध्वनिक फिल्टर,ಅಕೌಸ್ಟಿಕ್ ಫಿಲ್ಟರ್
ध्वनी जनरेटर,ಧ್ವನಿ ಜನರೇಟರ್
ध्वनिक जाळी,ಅಕೌಸ್ಟಿಕ್ ಗ್ರ್ಯಾಟಿಂಗ್
ध्वनिक प्रतिबाधा*,ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿರೋಧ*
ध्वनिक जडत्व,ಅಕೌಸ್ಟಿಕ್ ಜಡತ್ವ
ध्वनिक तीव्रता,ಅಕೌಸ್ಟಿಕ್ ತೀವ್ರತೆ
ध्वनिक हस्तक्षेप मीटर,ಅಕೌಸ್ಟಿಕ್ ಹಸ್ತಕ್ಷೇಪ ಮೀಟರ್
ध्वनिक हस्तक्षेप डिटेक्टर,ಅಕೌಸ್ಟಿಕ್ ಹಸ್ತಕ್ಷೇಪ ಪತ್ತೆಕಾರಕ
ध्वनिक लेन्स,ಅಕೌಸ್ಟಿಕ್ ಲೆನ್ಸ್
ध्वनी ओळ,ಧ್ವನಿ ಸಾಲು
ध्वनिक वस्तुमान,ಅಕೌಸ್ಟಿಕ್ ದ್ರವ್ಯರಾಶಿ
ध्वनिक साहित्य,ಅಕೌಸ್ಟಿಕ್ ವಸ್ತು
ध्वनिक अर्थ मुक्त मार्ग,ಅಕೌಸ್ಟಿಕ್ ಎಂದರೆ ಮುಕ್ತ ಮಾರ್ಗ
ध्वनिक मोड,ಅಕೌಸ್ಟಿಕ್ ಮೋಡ್
ध्वनिक आवाज,ಅಕೌಸ್ಟಿಕ್ ಶಬ್ದ
