Bengali,Odiya
অনুপ্রবেশ,ଅନୁପ୍ରବେଶ
এরিয়েল,ଆରିଏଲ
পিপ ফ্রিকোয়েন্সি,ପେପ୍ ଫ୍ରିକ୍ୱେନ୍ସି |
এয়ার কন্ডিশনার,ଶିତତାପ ନିୟନ୍ତ୍ରଣକାରି
প্রান্তিককরণ,ଶ୍ରେଣୀବଦ୍ଧତା |
অ্যালগরিদম,ଆଲଗୋରିଦମ |
সমস্ত পাস ফিল্টার,ସମସ୍ତ ପାସ୍ ଫିଲ୍ଟର୍ |
খাদ জংশন,ମିଶ୍ରିତ ଜଙ୍କସନ |
ক্ষয়,ଆଘାତ
বিবর্তিত বিদ্যুৎ,ବ current କଳ୍ପିକ କରେଣ୍ଟ୍ |
পরিবেষ্টিত তাপমাত্রা,ପରିବେଶର ତାପମାତ୍ରା |
বাইপোলার,ଦ୍ୱିପାକ୍ଷିକ
পরিবর্ধন,ବୃଦ୍ଧି
পরিবর্ধক,ଏମ୍ପ୍ଲିଫାୟର୍
পরিবর্ধক দক্ষতা,ଏମ୍ପ୍ଲିଫାୟର୍ ଦକ୍ଷତା |
মাত্রা,ପରିମାପ
প্রশস্ততা ক্ষয়,ପ୍ରଶସ୍ତତା ଆଘାତ
প্রশস্ততা মডুলেটেড এএম অসিলেটর,ବିସ୍ତାର ମଡ୍ୟୁଲେଡ୍ ଏମ୍ ଓସିଲେଟର
প্রশস্ততা মড্যুলেশন,ପ୍ରଶସ୍ତିକରଣ ମୋଡ୍ୟୁଲେସନ
প্রশস্ততা মডুলেটর,ପ୍ରଶସ୍ତିକରଣ ମଡ୍ୟୁଲେଟର
অ্যাংস্ট্রম ইউনিট,ଆଙ୍ଗଷ୍ଟ୍ରମ୍ ୟୁନିଟ୍ |
এনালগ সার্কিট,ଆନାଗଲ୍ ସର୍କିଟ୍ |
এনালগ কম্পিউটার,ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |
এনালগ ফিল্টার,ଆନାଲଗ୍ ଫିଲ୍ଟର୍ |
এনালগ মাল্টিমিটার,ଆନାଗଲ୍ ମଲ୍ଟିମିଟର |
এনালগ সুইচ,ଆନାଗଲ୍ ସୁଇଚ୍ |
এবং গেট,ଏବଂ ଫାଟକ |
কৌণিক কম্পাংক,କୋଣ ଅନୁକୋଣ
"anion, anion","ଆୟନ, ଆୟନ"
অ্যানিলিং তাপমাত্রা,ଆନ୍ନାଲିଙ୍ଗ୍ ତାପମାତ୍ରା |
অ্যানোড,anode
অ্যানোড পরিবর্ধক,ଆନାଡ୍ ଏମ୍ପ୍ଲିଫାୟର୍ |
anodyne,anodyne
অ্যান্টেনা,ଆଣ୍ଟେନା |
অ্যান্টেনা উপাদান,ଆଣ୍ଟେନା ଉପାଦାନ |
বিরোধী প্রতিফলিত আবরণ,ଆଣ୍ଟି-ପ୍ରତିଫଳିତ ଆବରଣ |
অ্যান্টিলগইন পরিবর্ধক,ଆଣ୍ଟିଲୋଜିନ ଏମ୍ପ୍ଲିଫାୟର୍ |
অ্যান্টিরেজোন্যান্ট সার্কিট,ଆଣ୍ଟିରେସୋନାଣ୍ଟ ସର୍କିଟ |
দ্বারক যুগ,ଦ୍ୱାରକ ଅବଧି |
ভার্চুয়াল শক্তি,ଭର୍ଚୁଆଲ୍ ଶକ୍ତି |
তারের সংযোগ,ତାର ସଂଯୋଗ
আনুমানিক ভোল্টেজ লাভ,ଆନୁମାନିକ ଭୋଲଟେଜ୍ ଲାଭ |
আর্মস্ট্রং মডুলেটর,ବାହୁବଳୀ ମଡ୍ୟୁଲେଟର
অ্যান্টেনা অ্যারে,ଆଣ୍ଟେନା ଆରେ |
"সাইজ রেশিও, অ্যাসপেক্ট রেশিও","ଆକାର ଅନୁପାତ, ଆସପେକ୍ଟ ଅନୁପାତ |"
ভাসমান সার্কিট (ফ্রি অপারেটিং সার্কিট),ଭାସମାନ ସର୍କିଟ (ମାଗଣା ଅପରେଟିଂ ସର୍କିଟ)
স্বয়ংক্রিয় মাল্টিভাইব্রেটর,ସ୍ୱୟଂଚାଳିତ ମଲ୍ଟିଭାଇବ୍ରେଟର |
ভাসমান মাল্টিভাইব্রেটর,ଭାସମାନ ମଲ୍ଟିଭାଇବ୍ରେଟର |
অপ্রতিসম জংশন,ଅସୀମିତ ଜଙ୍କସନ
অ্যাসিঙ্ক্রোনাস ক্যালকুলেটর,ଅସନ୍ତୁଳିତ କାଲକୁଲେଟର |
পারমাণবিক,ପରମାଣୁ
পারমাণবিক সংখ্যা,ପରମାଣୁ ସଂଖ୍ୟା
পারমাণবিক গঠন,ପରମାଣୁ ଗଠନ
অডিও পরিবর্ধক,ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |
অডিও পরিবর্ধক,ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |
অডিও ক্যাসেট,ଅଡିଓ କ୍ୟାସେଟ୍ |
অডিও সার্কিট,ଅଡିଓ ସର୍କିଟ |
শ্রবণযোগ্য ফ্রিকোয়েন্সি,ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି |
স্বয়ংক্রিয় ভোল্টেজ নিয়ন্ত্রণ,ସ୍ୱୟଂଚାଳିତ ଭୋଲଟେଜ୍ ନିୟନ୍ତ୍ରଣ |
তুষারপাত,ବାଘ
গড় আবিষ্কারক,ହାରାହାରି ଡିଟେକ୍ଟର |
অক্ষীয় মোড,ଅକ୍ଷୀୟ ମୋଡ୍ |
অক্ষীয় অনুপাত,ଅକ୍ଷୀୟ ଅନୁପାତ |
অ্যান্টেনা,ଆଣ୍ଟେନା |
ব্যাক ইলেক্ট্রোমোটিভ ফোর্স,ପଛକୁ ଇଲେକ୍ଟ୍ରୋମୋଟିଭ୍ ଫୋର୍ସ |
পিছনের এলাকা,ପଛ କ୍ଷେତ୍ର
ব্যাক স্ক্যাটার,ପଛ ବିଛାଇବା |
ব্যাকগ্রাউন্ড চার্জ,ପୃଷ୍ଠଭୂମି ଚାର୍ଜ |
পার্শ্ব গোলমাল,ପାର୍ଶ୍ୱ ଶବ୍ଦ |
পশ্চাদপসরণ,ପ୍ରତ୍ୟାବର୍ତ୍ତନ
পোস্টেরিয়র বিকিরণ,ପରବର୍ତ୍ତୀ ବିକିରଣ |
ব্যাকওয়ার্ড ডায়োড / ব্যাকওয়ার্ড ডায়োড,ପଛୁଆ ଡାୟୋଡ୍ / ପଛୁଆ ଡାୟୋଡ୍ |
ব্যাকওয়ার্ড ওয়েভ অসিলেটর,ପଛୁଆ ତରଙ୍ଗ ଓସିଲେଟର |
"বাধা, বাধা","ବାଧା, ବାଧା"
বাধা,ବାଧା
সুষম সেতু,ସନ୍ତୁଳିତ ସେତୁ |
সুষম মডুলেটর,ସନ୍ତୁଳିତ ମଡ୍ୟୁଲେଟର
সুষম মডুলেটর,ସନ୍ତୁଳିତ ମଡ୍ୟୁଲେଟର
সুষম সার্কিট,ସନ୍ତୁଳିତ ସର୍କିଟ |
সুষম গ্রেডিয়েন্ট ডিটেক্টর,ସନ୍ତୁଳିତ ଗ୍ରେଡିଏଣ୍ଟ ଡିଟେକ୍ଟର |
বর্তমান স্টেবিলাইজার প্রতিরোধের,ସାମ୍ପ୍ରତିକ ଷ୍ଟାବିଲାଇଜର୍ ପ୍ରତିରୋଧ |
বোলোমিটার,ବୋଲୋମିଟର |
বোলোমিটার সেতু,ବୋଲୋମିଟର ବ୍ରିଜ୍ |
বেলুন,ବେଲୁନ୍ |
কলা জ্যাক,ବାନା ଜ୍ୟାକ୍ |
কলা প্লাগ,ବାନା ପ୍ଲଗ୍ |
"ব্যান্ড, ব্যান্ডেজ","ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡେଜ୍ |"
ব্যান্ড ড্রাইভার,ବ୍ୟାଣ୍ଡ ଡ୍ରାଇଭର |
ব্যান্ড শক্তি,ବ୍ୟାଣ୍ଡ ଶକ୍ତି
ব্যান্ড ফাঁক,ବ୍ୟାଣ୍ଡ ଫାଙ୍କ |
ব্যাডপার্ক পরিবর্ধক,ବ୍ୟାଡପାର୍କ ଏମ୍ପ୍ଲିଫାୟର୍ |
ব্যান্ড পাস ফিল্টার,ବ୍ୟାଣ୍ଡ ପାସ୍ ଫିଲ୍ଟର୍ |
বড রেট জেনারেটর,ବାଉଡ୍ ରେଟ୍ ଜେନେରେଟର |
banddispersion,ବ୍ୟାଣ୍ଡଡିସପର୍ସନ |
ব্যান্ড প্রতিরোধক,ବ୍ୟାଣ୍ଡ ପ୍ରତିରୋଧକ |
ব্যান্ড ব্রেকার ফিল্টার,ବ୍ୟାଣ୍ଡ ବ୍ରେକର୍ ଫିଲ୍ଟର୍ |
ব্যান্ড সম্প্রসারণ,ବ୍ୟାଣ୍ଡ ବିସ୍ତାର
ব্যান্ড রিমুভার ফিল্টার,ବ୍ୟାଣ୍ଡ ରିମୁଭର୍ ଫିଲ୍ଟର୍ |
ব্যান্ড এক্সপেনশন ডিফ্লেকশন মাল্টিপ্লায়ার,ବ୍ୟାଣ୍ଡ ବିସ୍ତାର ଡିଫ୍ଲେକ୍ସନ୍ ମଲ୍ଟିପ୍ଲାଏର୍ |
ব্যান্ড এক্সটেনশন দূরত্ব গুণক,ବ୍ୟାଣ୍ଡ ବିସ୍ତାର ଦୂରତା ଗୁଣକର୍ତ୍ତା |
"বিম ক্যাপাসিটর, ব্যাংক ক্যাপাসিটর","ବିମ୍ କ୍ୟାପେସିଟର, ବ୍ୟାଙ୍କ କ୍ୟାପେସିଟର |"
"বার্কার কোড, বার্কার কোড","ବାର୍କର୍ କୋଡ୍, ବାର୍କର୍ କୋଡ୍ |"
barravaugen মানদণ্ড,ବାରଭାଉଗେନ୍ ମାନଦଣ୍ଡ |
বাধাদানকারী,ବ୍ୟାରେଟର୍
বাধা,ପ୍ରତିବନ୍ଧକ |
অন্তরক ক্যাপাসিটর,ଇନସୁଲେଟିଂ କ୍ୟାପେସିଟର୍ |
বাধা শক্তি,ପ୍ରତିବନ୍ଧକ ଶକ୍ତି |
প্রতিরোধক ভোল্টেজ,ପ୍ରତିରୋଧକ ଭୋଲଟେଜ୍ |
বার্টলেট উইন্ডো,ବାର୍ଟଲେଟ୍ ୱିଣ୍ଡୋ |
"ভিত্তি, ভিত্তি","ଆଧାର, ଆଧାର"
বেস ব্যান্ড,ବେସ୍ ବ୍ୟାଣ୍ଡ |
বেস ব্যান্ড ট্রান্সমিশন,ବେସ୍ ବ୍ୟାଣ୍ଡ ଟ୍ରାନ୍ସମିସନ୍ |
বেস চার্জ,ଆଧାର ଚାର୍ଜ |
ভিত্তি বর্তমান,ମୂଳ କରେଣ୍ଟ୍ |
ভিত্তি বর্তমান উৎস,ମୂଳ ସାମ୍ପ୍ରତିକ ଉତ୍ସ |
বেস শিয়ারিং,ମୂଳ କାଟିବା |
আধার মদন,ଆଧାର ମଦନ
বেস ইমিটার ফিড,ବେସ୍ ଏମିଟର ଫିଡ୍ |
বেস ইমিটার জংশন,ବେସ୍ ଏମିଟର ଜଙ୍କସନ |
বেস ইনজেকশন,ମୂଳ ଇଞ୍ଜେକ୍ସନ୍ |
স্থল লাইন,ଭୂମି ରେଖା
বেস প্রতিরোধের,ମୂଳ ପ୍ରତିରୋଧ |
ভিত্তি উৎস,ମୂଳ ଉତ୍ସ |
বেস সম্প্রসারণ প্রতিরোধের,ଆଧାର ବିସ୍ତାର ପ୍ରତିରୋଧ |
বেস সম্প্রসারণ প্রতিরোধের,ଆଧାର ବିସ୍ତାର ପ୍ରତିରୋଧ |
ভিত্তি বেধ,ମୂଳ ଘନତା |
বেস অ্যাক্সেস,ଆଧାର ପ୍ରବେଶ
"বেস উইথ মডুলেশন, বেস এক্সপেনশন মডুলেশন","ବେସ୍ ଓସାର ମଡ୍ୟୁଲେସନ୍, ବେସ୍ ବିସ୍ତାର ମଡ୍ୟୁଲେସନ୍ |"
বেস কালেক্টর চুক্তি,ଆଧାର ସଂଗ୍ରହକାରୀ ଚୁକ୍ତି |
গন্ধ,ଗନ୍ଧ
খাদ ফ্রিকোয়েন্সি,ବାସ୍ ଫ୍ରିକ୍ୱେନ୍ସି |
ব্যাটারি,ବ୍ୟାଟେରୀ
বউড,baud
বড হার,ବାଉଡ୍ ହାର
বড রেট জেনারেটর,ବାଉଡ୍ ରେଟ୍ ଜେନେରେଟର |
বোডো কোড,ବୋଡୋ କୋଡ୍ |
"সংকেত, বীকন","ସଙ୍କେତ, ବିକନ୍ |"
"মানিকা, বিড","ମାଣିକା, ବିଡ୍ |"
ম্যানিক ক্যাপাসিটর,ମାଣିକ କ୍ୟାପେସିଟର୍ |
মানিকর্তপি প্রতিরোধক,ମାଣିକାର୍ଟାପି ପ୍ରତିରୋଧକ |
"মরীচি অ্যান্টেনা, মরীচি অ্যান্টেনা","ବିମ୍ ଆଣ୍ଟେନା, ବିମ୍ ଆଣ୍ଟେନା |"
মরীচি আবিষ্কারক,ବିମ୍ ଡିଟେକ୍ଟର୍ |
মরীচি পাওয়ার পায়ের পাতার মোজাবিশেষ,ବିମ୍ ପାୱାର୍ ହୋସ୍ |
মরীচি সুইচিং অগ্রভাগ,ବିମ୍ ସୁଇଚ୍ ନୋଜଲ୍ |
মরীচি সম্প্রসারণ,ବିମ୍ ବିସ୍ତାର
বীট ফ্রিকোয়েন্সি,ଫ୍ରିକ୍ୱେନ୍ସି
বীট-ফ্রিকোয়েন্সি অসিলেটর,ବିଟ୍-ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |
পালস অসিলেটর,ନାଡ ଓସିଲେଟର |
বেল,ବେଲ୍ |
নমন ক্ষতি,ନମ୍ର କ୍ଷତି |
বেসেল ফিল্টার,ବେସେଲ୍ ଫିଲ୍ଟର୍ |
বেটা,ବିଟା |
b-h বক্ররেখা,b-h ବକ୍ର
"পক্ষপাত, পক্ষপাত","ପକ୍ଷପାତ, ପକ୍ଷପାତ |"
পক্ষপাত বর্তমান,ପକ୍ଷପାତ କରେଣ୍ଟ |
পক্ষপাত প্রতিরোধ,ପକ୍ଷପାତ ପ୍ରତିରୋଧ |
ডবল অ্যান্টেনা,ଡବଲ୍ ଆଣ୍ଟେନା |
দ্বিমুখী লোড বর্তমান,ଦ୍ୱି-ଦିଗୀୟ ଲୋଡ୍ କରେଣ୍ଟ୍ |
দ্বিমুখী অ্যান্টেনা,ଦ୍ୱି-ଦିଗୀୟ ଆଣ୍ଟେନା |
দ্বিমুখী আলো নির্গত ডায়োড,ଦ୍ୱି-ଦିଗୀୟ ଆଲୋକ ନିର୍ଗତ ଡାୟୋଡ୍ |
দ্বিমুখী থাইরিস্টর,ଦ୍ୱି-ଦିଗୀୟ ଥିରିଷ୍ଟର |
bi FET প্রযুক্তি,bi FET ଟେକ୍ନୋଲୋଜି |
দ্বি-বিন্দু ট্রান্সফরমার,ବି ପଏଣ୍ଟ ଟ୍ରାନ୍ସଫର୍ମର |
ডবল ফিউশন,ଡବଲ୍ ଫ୍ୟୁଜନ୍ |
দ্বিপাক্ষিক সার্কিট,ଦ୍ୱିପାକ୍ଷିକ ସର୍କିଟ |
বাইনারি,ବାଇନାରୀ
বাইনারি যোগফল,ବାଇନାରୀ ରାଶି
বাইনারি সার্কিট,ବାଇନାରୀ ସର୍କିଟ |
বাইনারি কোডেড দশমিক,ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |
বাইনারি কোডেড দশমিক সিস্টেম,ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ ସିଷ୍ଟମ୍ |
বাইনারি ডাইপোল ক্যাপাসিটর,ବାଇନାରୀ ଡିପୋଲ୍ କ୍ୟାପେସିଟର୍ |
বাইনারি ক্যালকুলেটর,ବାଇନାରୀ କାଲକୁଲେଟର
বাইনারি ক্যালকুলেটর,ବାଇନାରୀ କାଲକୁଲେଟର
বাইনারি ডিকোডার,ବାଇନାରୀ ଡିକୋଡର୍ |
বাইনারি মই,ବାଇନାରୀ ସିଡ଼ି |
বাইনারি প্যাথোমিটার,ବାଇନାରୀ ପାଥୋମିଟର |
বাইনারি অবস্থা,ବାଇନାରୀ ଅବସ୍ଥା |
বাইনারি-ডেসিমেল ডিকোডার,ବାଇନାରୀ-ଦଶମିକ ଡିକୋଡର୍ |
বাইনারি লোড,ବାଇନାରୀ ଲୋଡ୍ |
বাইনারি শব্দ,ବାଇନାରୀ ଶବ୍ଦ |
বাইপোলার,ଦ୍ୱିପାକ୍ଷିକ
বাইপোলার ক্যাপাসিটর,ଦ୍ୱିପାକ୍ଷିକ କ୍ୟାପେସିଟର୍ |
বাইপোলার ডিভাইস,ଦ୍ୱିପାକ୍ଷିକ ଉପକରଣ |
বাইপোলার উৎস,ଦ୍ୱିପାକ୍ଷିକ ଉତ୍ସ |
বাইপোলার ট্রানজিস্টর,ଦ୍ୱିପାକ୍ଷିକ ଟ୍ରାନଜିଷ୍ଟର |
বাইপোলার জংশন ট্রানজিস্টর,ଦ୍ୱିପାକ୍ଷିକ ଜଙ୍କସନ୍ ଟ୍ରାନଜିଷ୍ଟର |
দ্বিঘাত ফিল্টার,ଚତୁର୍ଭୁଜ ଫିଲ୍ଟର୍ |
ডবল অবস্থান,ଡବଲ୍ ପୋଜିସନ୍ |
দুই-পর্যায়ের মাল্টিভাইব্রেটর,ଦୁଇ ପର୍ଯ୍ୟାୟ ମଲ୍ଟିଭାଇବ୍ରେଟର |
দ্বিমুখী রিলে,ଦ୍ୱି-ଦିଗୀୟ ରିଲେ |
দুই-পর্যায়ের রাষ্ট্র,ଦୁଇ ପର୍ଯ୍ୟାୟ ଅବସ୍ଥା |
দুই-পজিশন ট্রিগার,ଦୁଇ-ଅବସ୍ଥାନ ଟ୍ରିଗର |
বিট ত্রুটি,ବିଟ୍ ତ୍ରୁଟି |
বিট ত্রুটি হার,ବିଟ୍ ତ୍ରୁଟି ହାର
বিট ত্রুটি,ବିଟ୍ ତ୍ରୁଟି |
বিটকল ত্রুটি,ବିଟ୍କାଲ୍ ତ୍ରୁଟି |
অন্ধ বাক্স,ଅନ୍ଧ ବାକ୍ସ
ঘনীভূত নাড়ি,ଘନୀଭୂତ ନାଡ |
সচিব,ସଚିବ
সিক্রেটরি ইনহিবিটার,ଗୁପ୍ତ ପ୍ରତିବନ୍ଧକ |
অন্ধত্ব,ଅନ୍ଧତା
সেগমেন্ট ডায়াগ্রাম,ବିଭାଗ ଚିତ୍ର
ব্লকিং প্রতিবন্ধকতা,ପ୍ରତିବନ୍ଧକକୁ ଅବରୋଧ କରିବା |
খণ্ড স্থানান্তর,ଖଣ୍ଡ ସ୍ଥାନାନ୍ତର |
পথিমধ্যে রোধ করা,ବାଧା
প্রতিরোধক ক্যাপাসিটর,ପ୍ରତିରୋଧକ କ୍ୟାପେସିଟର |
প্রতিরোধক ক্যাপাসিটর,ପ୍ରତିରୋଧକ କ୍ୟାପେସିଟର |
ব্লকিং অসিলেটর,ଓସିଲେଟରକୁ ଅବରୋଧ କରିବା |
প্রতিরোধক অসিলেটর,ପ୍ରତିରୋଧକ ଓସିଲେଟର |
প্রতিরোধক ভোল্টেজ,ପ୍ରତିରୋଧକ ଭୋଲଟେଜ୍ |
ব্লোয়ার,ବ୍ଲୋଅର୍ |
বোড ডায়াগ্রাম,ବୋଡ ଚିତ୍ର
voltzmann সম্পর্ক,voltzmann ସମ୍ପର୍କ
voltzmann ধ্রুবক,voltzmann ସ୍ଥିର |
বন্ধন,ବନ୍ଧନ
আবদ্ধ স্ট্রেন গেজ,ବନ୍ଧା ହୋଇଥିବା ଷ୍ଟ୍ରେନ୍ ଗେଜ୍ |
স্ব-চালিত পরিবর্ধক,ସ୍ୱୟଂ ଚାଳିତ ଏମ୍ପ୍ଲିଫାୟର୍ |
বুলিয়ান বীজগণিত,ବୁଲିଅନ୍ ବୀଜ ବିବେଚନା |
বুলিয়ান সমীকরণ,ବୁଲିଅନ୍ ସମୀକରଣ |
বুট Strapon,ବୁଟ୍ ଷ୍ଟ୍ରାପନ୍ |
বুথের অ্যালগরিদম,ବୁଥ୍ ର ଆଲଗୋରିଦମ |
বুটস্ট্র্যাপ প্রিজম সার্কিট,ବୁଟ୍ ଷ୍ଟ୍ରାପ୍ ପ୍ରିଜିମ୍ ସର୍କିଟ୍ |
bosscutts নিয়ম,ବସ୍କଟ୍ ନିୟମ |
বোস-চৌধুরী হকেনহাম (বিসিএইচ) কোড,ବୋଷ-ଚ owd ଧୁରୀ ହକେନହମ୍ (BCH) କୋଡ୍ |
"লাফ, লাফ","ଡେଇଁବା, ଡେଇଁବା |"
আবদ্ধ ইলেকট্রন,ବନ୍ଧା ଇଲେକ୍ଟ୍ରନ୍ |
ব্র্যাগ প্রতিফলক,ଗର୍ବ ପ୍ରତିଫଳକ |
জড়িত তার,ଅନ୍ତର୍ନିହିତ ତାର
শাখা,ଶାଖା
শাখা,ଶାଖା
পরীক্ষা বোর্ড,ପରୀକ୍ଷଣ ବୋର୍ଡ |
বিরতি জোন,ବ୍ରେକ୍ ଜୋନ୍ |
ব্রেকিং ভোল্টেজ,ଭୋଲଟେଜ୍ ଭାଙ୍ଗିବା |
ব্রেকডাউন ডায়োড,ବ୍ରେକଡାଉନ୍ ଡାୟୋଡ୍ |
ফ্র্যাকচার ফিক্সেশন,ଭଙ୍ଗା ଫିକ୍ସିଂ |
ব্রেকিং ভোল্টেজ,ଭୋଲଟେଜ୍ ଭାଙ୍ଗିବା |
সেতু,ସେତୁ
সেতু সংশোধনকারী,ବ୍ରିଜ୍ ରେକ୍ଟିଫାୟର୍ |
প্রশস্ত ব্যান্ড,ପ୍ରଶସ୍ତ ବ୍ୟାଣ୍ଡ |
সম্প্রচার ব্যান্ড,ପ୍ରସାରଣ ବ୍ୟାଣ୍ଡ |
অ্যাস্ট্রাল অ্যারে,ଜ୍ୟୋତିଷ ଆରେ |
সম্প্রচার,ପ୍ରସାରଣ
সম্প্রচার অ্যান্টেনা,ପ୍ରସାରଣ ଆଣ୍ଟେନା |
সম্প্রচার গ্রহনকারী যন্ত্র,ପ୍ରସାରଣ ରସିଦ |
ফ্রিকোয়েন্সি ব্রডকাস্ট রিসিভার,ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରସାରଣ ରସିଭର୍ |
সম্প্রচার ট্রান্সমিটার,ପ୍ରସାରଣ ଟ୍ରାନ୍ସମିଟର |
বুস্টার অ্যান্টেনা,ବୁଷ୍ଟର୍ ଆଣ୍ଟେନା |
বাস অ্যান্টেনা,ବସ୍ ଆଣ୍ଟେନା |
বুরুশ নিমজ্জন,ବ୍ରଶ୍ ବୁଡ ପକାଇବା |
বুদবুদ এবং গেট,ବବୁଲିଙ୍ଗ୍ ଏବଂ ଗେଟ୍ |
বুডবুডু বা গেট,ବୁଡବୁଡୁ କିମ୍ବା ଗେଟ୍ |
বুদবুদ স্মৃতি,ବବୁଲି ମେମୋରୀ |
ক্ষতিপূরণকারী ভোল্টেজ,ଭୋଲଟେଜ୍ କ୍ଷତିପୂରଣ
বাফার,ବଫର୍
বাফার পরিবর্ধক,ବଫର୍ ଏମ୍ପ୍ଲିଫାୟର୍ |
বাফার সার্কিট,ବଫର୍ ସର୍କିଟ୍ |
বাফার অপারেটর,ବଫର୍ ଅପରେଟର୍ |
বাফার রেজিস্টার,ବଫର୍ ରେଜିଷ୍ଟର |
বাল্ব,ବଲ୍ବ
জনসংখ্যার প্রভাব,ଜନସଂଖ୍ୟା ପ୍ରଭାବ
ম্যাক্রো সেমিকন্ডাক্টর ডিভাইস,ମାକ୍ରୋ ସେମିକଣ୍ଡକ୍ଟର ଉପକରଣ |
গুচ্ছ,ଗୁଣ୍ଡ |
নিমজ্জিত বিনিময়,ଜଳମଗ୍ନ ବିନିମୟ |
নিমজ্জিত স্তর,ଜଳମଗ୍ନ ସ୍ତର |
নিমজ্জিত যোগাযোগ,ଜଳମଗ୍ନ ସମ୍ପର୍କ |
বিস্ফোরণ পরিবর্ধক,ବ୍ଲାଷ୍ଟ ଏମ୍ପ୍ଲିଫାୟର୍ |
বিস্ফোরণ কভার,ବିସ୍ଫୋରଣ କଭର |
বিস্ফোরণ গুলি,ବିସ୍ଫୋରଣ
বিস্ফোরণ দরজা পরিবর্ধক,ବିସ୍ଫୋରଣ ଦ୍ୱାର ଆମ୍ପ୍ଲିଫାୟର୍ |
বিস্ফোরিত মোড,ବିସ୍ଫୋରଣ ମୋଡ୍ |
বিস্ফোরণ বিভাজক,ବିସ୍ଫୋରଣ ବିଚ୍ଛିନ୍ନକର୍ତ୍ତା |
বিস্ফোরণের সংকেত,ବିସ୍ଫୋରଣ ସଙ୍କେତ
বিস্ফোরণ ত্রুটি সংশোধনকারী কোড,ବିସ୍ଫୋରଣ ତ୍ରୁଟି ସଂଶୋଧନକାରୀ କୋଡ୍ |
যথেষ্ট,ଯଥେଷ୍ଟ
বাস বার,ବସ୍ ବାର୍
বাস সংগঠন,ବସ୍ ସଂଗଠନ
বাস স্ট্যান্ডার্ড,ବସ୍ ମାନକ
শুধু ক্ষণস্থায়ী,କେବଳ କ୍ଷଣସ୍ଥାୟୀ |
মাখন মূল্য ফিল্টার,ବଟର ମୂଲ୍ୟର ଫିଲ୍ଟର୍ |
bnc তার,bnc ତାର
বিএনসি জয়েন্টার,BNC ଯୋଗକର୍ତ୍ତା |
উপায় দ্বারা,ବାଟରେ
বাইপাস ক্যাপাসিটর,ବାଇପାସ୍ କ୍ୟାପେସିଟର୍ |
বাইট,ବାଇଟ୍ |
