Odiya,Tamil
ସକ୍ରିୟ ବିକିରଣ |,செயலில் கதிர்வீச்சு
ସକ୍ରିୟ ସାଇଟ୍,செயலில் உள்ள தளம்
କାର୍ଯ୍ୟକର୍ତ୍ତା,ஆக்டிவின்
ଆକ୍ରମିନେଟ୍ |,அக்யூமினேட்
ଆଡାମାସିଆ |,ஆடம்ஸியா
ଅନୁକେତ,தகவமைப்பு
ଆଡାପ୍ଟେସନ୍,தழுவல்
ହାଲୁକା ଶାସନ ପାଇଁ ଆଡାପ୍ଟେସନ୍ |,ஒளி ஆட்சிக்கு தழுவல்
ଜଳ ଅଭାବରୁ ଆଡାପ୍ଟେସନ୍ |,நீர் பற்றாக்குறைக்கு தழுவல்
ଆଡାପ୍ଟିଭ୍ ବ characteristics ଶିଷ୍ଟ୍ୟଗୁଡିକ |,தகவமைப்பு பண்புகள்
ଆଡାପ୍ଟିଭ୍ ଇନମୁନିଟି |,தகவமைப்பு நோய் எதிர்ப்பு சக்தி
ଆଡାପ୍ଟିଭ୍ ବିକିରଣ |,தகவமைப்பு கதிர்வீச்சு
ଆଡାପ୍ଟିଭ୍ ଗୁଣ |,தகவமைப்பு பண்பு
ଆଡକ୍ସିଆଲ୍ ଭୂପୃଷ୍ଠ |,அடாக்ஸியல் மேற்பரப்பு
ନିଶା ବ୍ୟାଧି |,போதை கோளாறு
ଆଡେନିନ୍,அடினின்
ଆଡେନୋକର୍ଟିକୋଟ୍ରୋପିନ୍ |,அடினோகார்டிகோட்ரோபின்
Adenehiopophisisisis,அடினோஹைபோஃபிசிஸ்
ଆଡେନୋଜିନ୍ ଡିଫୋସେଫେଟ୍ |,அடினோசின் டைபாஸ்பேட்
ଆଡେନୁସିନ୍ ତ୍ୟାଗ କର |,அடினோசின் டீமினேஸ்
ଆଡେନୁସିନ୍ ମୋନୋଫୋସଫେଟ୍ |,அடினோசின் மோனோபாஸ்பேட்
ଆଡେନୁସିନ୍ ଟ୍ରିପ୍ଫେଟ୍ (ATP),அடினோசின் ட்ரைபாஸ்பேட் (ஏடிபி)
ଆଡେନିଲେଟ୍ ସାଇକ୍ଲାଜିନ୍ |,அடினிலேட் சைக்லேஸ்
ଆଡେସିଭ୍ ଫୋର୍ସ |,பிசின் சக்தி
ଆଡିପେଟ୍ କରନ୍ତୁ |,கொழுப்பு
Adipocyte (ଫ୍ୟାଟ୍ ସେଲ୍),அடிபோசைட் (கொழுப்பு செல்)
ସିସ୍ୟୁଜ୍ ଟିସୁ |,கொழுப்பு திசு
ଆଡନେଟ୍ |,Adnate
ସଂଲଗ୍ନ ସମ୍ପ୍ରଦାୟର |,அருகிலுள்ள சமூகம்
ଆଡ୍ରେନାଲ୍,அட்ரீனல்
ଆଡ୍ରେନାଲ୍ ଗ୍ରନ୍ଥି |,அட்ரினல் சுரப்பி
ଆଡ୍ରେନିକୋ ବୋଟ୍ରୋପିକ୍ ହରମୋନ୍ (ACTH),அட்ரினோகார்டிகோட்ரோபிக் ஹார்மோன் (ACTH)
ଆଡ୍ରେନାକର୍ଟିକୋଟ୍ରପିକ୍ ରିଲିଜ୍ ହରମୋନ୍ (ACTRH),அட்ரினோகார்டிகோட்ரோபிக் வெளியீட்டு ஹார்மோன் (ACTRH)
ଆଡସରବେଣ୍ଟ,Adsorbent
ଆଡେର୍ସନ୍,உறிஞ்சுதல்
ଉନ୍ନତ ମୂଲ୍ୟ |,மேம்பட்ட சோர்டேட்
ଲାଭଦାୟକ ଗଣିତ |,சாதகமான பிறழ்வு
ଦୁ vent ସାହସିକ କାର୍ଯ୍ୟ |,சாகச
ଖରାପ ମୂଳ,சாகச வேர்
ପ୍ରତିକୂଳ ପ୍ରଭାବ,பாதகமான விளைவு
AED ଗୁଡିକ,Aedes
ସଂସ୍କୃତିର ଆରେସନ୍,கலாச்சாரத்தின் காற்றோட்டம்
ଆତଙ୍କିତାମା |,ஏரென்கிமா
ବାୟୁ,வான்வழி
ବାୟୁଏଟ୍ ମୂଳ |,வான்வழி வேர்
ଏରିଲ୍ ସୁଟ୍ |,வான்வழி படப்பிடிப்பு
ଏରୋବିକ୍ ଶ୍ iration ଗଡା |,ஏரோபிக் சுவாசம்
ଏରୋବିକ୍ ଶ୍ iration ଗଡା |,ஏரோபிக் சுவாசம்
ସ est ନ୍ଦର୍ଯ୍ୟ,அழகியல்
ବାୟେ,அவதூறு
ବାୟେ,அவதூறு
ବିଶଙ୍ଗ,Afferent
ଆଫିନିଟି କ୍ରୋମାଟୋଗ୍ରାଫି |,இணைப்பு நிறமூர்த்தம்
ଅଙ୍ଗପ୍ରତ୍ୟଙ୍ଗ ଅଙ୍ଗ |,பாதிக்கப்பட்ட உறுப்பு
ଆଗ ଶତ୍ରୁମାନଙ୍କର,காடு வளர்ப்பு
ଆଗାମୋପର୍ମୀ |,அகமோஸ்பெர்மி
ଅଗର,அகர்
ଆଗ୍ରୋଜ୍,அகரோஸ்
ଆଗାରୋସ୍ ଗେଲ୍ ଇଟ୍ରୋଫୋରସ୍ |,அகரோஸ் ஜெல் எலெட்ரோபோரேசிஸ்
ଆର୍ଗ୍ରୋଜ ପଲିମର ଜେଲ୍ |,அகரோஸ் பாலிமர் ஜெல்
ଆଗିଷ୍ଟ,அகாஸ்ட்
ଆଗେଭ୍,நீலக்கத்தாழை
ବୟସ ବଣ୍ଟନ |,வயது விநியோகம்
ବୟସ ପିରାମିଡ୍ |,வயது பிரமிட்
Agglutination,திரட்டுதல்
ସମୁଦାୟ,மதிப்பீட்டு
ଫୋଲିକଲିକ୍ ର ସମୁଦାୟ |,நுண்ணறைகளின் மொத்தம்
ଫୋଲିକଲିକ୍ ର ସମୁଦାୟ |,நுண்ணறைகளின் மொத்தம்
ମିଳନ,திரட்டுதல்
ଆକ୍ରମଣାତ୍ମକତା,ஆக்கிரமிப்பு
Agiitor ତନ୍ତ୍ର,கிளர்ச்சி அமைப்பு
ଆଗନାଥା,அக்னாதா
ଆଗାଉଟି,அகூட்டி
ଆଗ୍ରାନାଲ କ୍ଲୋରୋପ୍ଲାଷ୍ଟ |,அக்ரானல் குளோரோபிளாஸ்ட்
ଆଗ୍ରାନୁଲାର୍,வேளாண்
ଆଗ୍ରାନୁଲୋସେଟେଟ୍ |,அக்ரானுலோசைட்
କୃଷି,வேளாண்மை
Agroftry,வளர்ப்பு
Agrobacterium ମଧ୍ୟସ୍ଥି |,அக்ரோபாக்டீரியம் மத்தியஸ்தம்
Agrobacterium tumfacienss |,அக்ரோபாக்டீரியம் டூம்ஃபேசியன்ஸ்
ଆଗ୍ରୋକେମିକାଲ୍ |,வேளாண் வேதியியல்
ଆଗ୍ରୋକେମିକାଲ୍ |,வேளாண் வேதியியல்
Agrovillatatic ଜୋନ୍ |,வேளாண் மண்டலம்
କ agnownom ଣସି ଗୁଣଗତ ଗୁଣ |,வேளாண் பண்பு
କିରେନୋନୋମ୍ବନ,வேளாண்
ଏଡଡ୍ସ,எய்ட்ஸ்
ଏୟାର ବ୍ଲାଡର |,காற்று சிறுநீர்ப்பை
ଶିତତାପ ନିୟନ୍ତ୍ରଣକାରି,ஏர் கண்டிஷனர்
ବାୟୁ ପାସ୍ |,விமானப் பாதை
ବାୟୁ ପ୍ରଦୂଷଣ,காற்று மாசுபாடு
ଏୟାର ଥଳି,ஏர் சாக்
ବାୟୁ ଶୂନ୍ୟ,காற்று வெற்றிடம்
ବାୟୁ ନିଶ୍ୱାସ ନେବା |,காற்று சுவாசம்
ଅଲିନ୍ |,அலைன்
ଆଲେରୀ ମାଂସପେଶୀ |,அலரி தசை
ଆଲାସ୍କାନ୍ ବ୍ରାଉନ୍ ଭାଲୁ |,அலாஸ்கன் பிரவுன் கரடி
ଆଲବିନୋ |,இயற்கை நிறத்தை இழந்தவர்
ଆଲବୁଗୋ |,அல்புகோ
ଆଲବମିନ |,ஆல்புமின்
ଆଲବମିନସ୍ ବିହନ |,ஆல்புமினஸ் விதை
ଆଲବୁମିନିରିଆ |,அல்புமினூரியா
ଆଲବର୍ନମ୍,ஆல்பர்னம்
ଆଲେଡା,அல்செடே
ଆଲଡେହେଡି,ஆல்டிஹீட்
ଆଲଡୋଷ୍ଟେରନ୍ ସିଷ୍ଟମ୍ |,ஆல்டோஸ்டிரோன் அமைப்பு
ଆଲଡୋଷ୍ଟେରୋନ୍ |,ஆல்டோஸ்டிரோன்
ଆଲେରୋନ୍ ସ୍ତର |,அலியுரோன் அடுக்கு
ଆଲେରୋପ୍ଲେଷ୍ଟ |,அலூரோபிளாஸ்ட்
Alfalfa,அல்பால்ஃபா
ଆଲଗାଲ୍ ଫୁଲ |,பாசி பூக்கும்
ଅପଗନ୍,ஆல்ஜின்
ଏଲିଏନ୍ ଡିଏନ୍,ஏலியன் டி.என்.ஏ.
ଏଲିଏନ୍ ପ୍ରଜାତି |,அன்னிய இனங்கள்
ପରିଚାଳିତ,சீரமைப்பு
ପରିଚାଳିତ,சீரமைப்பு
ଆଲିମେଣ୍ଟେରି କେନାଲ୍ |,உணவுக்குழாய்
ଆଲିମେଣ୍ଟାରୀ ସିଷ୍ଟମ୍ |,ஆன்டிமென்டரி சிஸ்டம்
ଆଲି ବ୍ୟଞ୍ଜସେମେସେସ୍ |,அலிஸ்மேசீஸ்
ଆଲକାଲାଇଡ୍ |,காராய்டு
କ୍ଷାରିକ |,கார
ଅଲକାପଟୋନେର୍ଜିଆ,அல்காப்டோனூரியா
ଆଲାନ୍ସିଟ୍,அலன்டோயிஸ்
ଆଲେଲେ ଫ୍ରିକ୍ୱେନ୍ସି |,அலீல் அதிர்வெண்
ଆହେଲେ |,அல்லீல்
ଆଲୋଲେମୋମିକ୍ ଯୋଡି |,அல்லீலோமார்பிக் ஜோடி
ଆଲ୍ରେଜେନ |,ஒவ்வாமை
ଆଲିଗେଟର୍ |,முதலை
ଅସ୍ତ୍ରଶିୟ୍ ସେପୁ,அல்லியம் செபா
ଆଲଗଲାମି |,Allocamy
ଆଲିଗ୍ରାଫ୍ଟ |,அலோகிராஃப்ட்
ଆଲପ୍ପାଟ୍ରିକ୍ ଯଥାର୍ଥ |,அலோபாட்ரிக் விவரக்குறிப்பு
ଆଲୋପୋଲିଆପ୍ଲଏଡ୍ |,அலோபோலிப்ளோயிட்
ଆଲିସ୍ମିକ ପ୍ରଭାବ,அலோஸ்டெரிக் விளைவு
ଆଲିଶୋରଙ୍କ ଏନଜାଇମ୍ |,அலோஸ்டெரிக் என்சைம்
ଆଲିସ୍ଟର ଇନହିବିଟର୍ |,அலோஸ்டெரிக் இன்ஹிபிட்டர்
ଆଲିସ୍ମିକ ମୋଡୁଲେସନ୍ |,அலோஸ்டெரிக் பண்பேற்றம்
ଆଲିସର୍ଏଣ୍ଟିକ୍ ସାଇଟ୍ |,அலோஸ்டெரிக் தளம்
ଆଲିସ୍ଟର ପ୍ରତିବନ୍ଧକ |,அலோஸ்டெரிக் தடுப்பு
Allototreplid,அலோடெட்ராப்ளோயிட்
Alnus,அல்னஸ்
ଆଲୋ,கற்றாழை
ଆକ୍ସନ୍ ସହିତ |,அச்சுடன்
ଆଲଫା-ଆଣ୍ଟିକ୍ରିପ୍ସିନ୍ |,ஆல்பா-ஆன்டிட்ரிப்சின்
ଆଲଫା-ଲାକ୍ଟାଲବ୍ୟୁମିନ୍ |,ஆல்பா-லாக்டல்புமின்
ଆଲପାଇନ୍ ଜଳବାୟୁ ଅବସ୍ଥା |,ஆல்பைன் காலநிலை நிலை
ଆଲପାଇନ୍ ମଟର |,ஆல்பைன் புல்வெளி
ଆଲପାଇନ୍ ଜୋନ୍,ஆல்பைன் மண்டலம்
ଆଲଷ୍ଟୋନିଆ,ஆல்ஸ்டோனியா
ସର୍ବୋଚ୍ଚame,ஆல்டர்னேரியா
ବିକଳ୍ପ,மாற்று
ପି generation ଼ିର ବିକଳ୍ପ,தலைமுறையின் மாற்று
ଉଚ୍ଚତା ରୋଗ,உயர நோய்
ଉଚ୍ଚତା,உயரம்
ଆଲଭୋଲାର୍ ନଳୀ |,அல்வியோலர் குழாய்
Aytes,Alytes
ଅଲଜାଇମର ରୋଗ |,அல்சீமர் நோய்
ଆମାକରାଇନ୍ ସେଲ୍ |,AMACRINE CELL
ଅମରନ୍ତାସିଦା |,அமராந்தேசி
ଅମରାନ୍ତିନ |,அமராந்தஸ்
ପରିବେଶ ଓସମାଟିକ୍ ଏକାଗ୍ରତା |,சுற்றுப்புற ஆஸ்மோடிக் செறிவு
ଅମ୍ବିଷ୍ଟୋମା |,அம்ப்ஸ்டோமா
ବନ୍ଧୁତ୍ୱ,அமைடு
ଆମିନୋ ଏସିଡ୍ |,அமினோ அமிலம்
ଆମିନୋ ଏସିଡ୍ ଗ୍ରହଣକାରୀ |,அமினோ அமில ஏற்பி
AminoicaL t rna syntHetase |,அமினோஅசில் டி ஆர்.என்.ஏ சின்தேடேஸ்
ଆମିନୋଫାଇସନ୍ |,அமினோஅசிலேஷன்
ଅମିତୋସାଇସ୍ |,அமிடோசிஸ்
ଆମୋନିଆ,அம்மோனியா
ଆମୋନିଫିକେଟ୍,அம்மோனிகேஃபிகேஷன்
ଆମାମୋଟେଲ୍ଜିମ୍ |,அம்மோனோடெலிசம்
ଆମନିଓସେଣ୍ଟେସିସ୍ |,அம்னோசென்டெசிஸ்
ଆମନିଓସେଣ୍ଟେଟିସ୍ କ techni ଶଳ |,அம்னோசென்டெசிஸ் நுட்பம்
ଆମନିଓକେଟ୍ |,அம்னியோசைட்
ଆମନିଅନ୍,அம்னியன்
ଆମନିଓଟିକ୍ ଫ୍ଲୁଇଡ୍ |,அம்னோடிக் திரவம்
ଆମନିଓଟିକ୍ ମେମ୍ବ୍ରେନ୍ |,அம்னோடிக் சவ்வு
ଆମନିଓଟିକ୍ ଥଳି |,அம்னோடிக் சாக்
ଆମୋବା,அமீபா
ଆମୋବାଇଟିଟ୍ |,அமீபோசைட்
ଆମୋବିଏଡ୍,அமீபாய்டு
ଆମୋବିଏଡ୍ ଲିମ୍ଫୋସିଟିଟ୍ |,அமீபாய்டு லிம்போசைட்
ଆମୋବିଏଡ୍ ଆନ୍ଦୋଳନ |,அமீபாய்டு இயக்கம்
ଆମୋରଫସ୍ |,உருவமற்ற
ପରିମାଣ,தொகை
ଆମ୍ଫେଟାମାଇନ୍ |,ஆம்பெடமைன்
ଆମ୍ଫିବିଆ,ஆம்பிபியா
ଆମ୍ଫିବିଆନ୍,ஆம்பிபியன்
ଆମ୍ଫିବିଆନ୍,ஆம்பிபியன்
ଆମ୍ଫାଇଓକ୍ସସ୍ |,ஆம்பியோக்ஸஸ்
ଆମ୍ଫାଇଓକ୍ସସ୍ ଲାନସୋପାଟସ୍ |,ஆம்பியோக்ஸஸ் லான்சியோலட்டஸ்
ଆମ୍ଫିସିଚିକ୍ |,ஆம்பிபாதிக்
ଆମ୍ଫିପିଟିକ୍ ଲିପିଡ୍ |,ஆம்பிபாதிக் லிப்பிட்
ଆମ୍ଫାଇସାର୍କା |,ஆம்பிசர்கா
Ampicilillin,ஆம்பிசிலின்
ଅମପୁଲାଲା |,ஆம்புல்லா
ଆମପୁଲାରୀ ଗ୍ରନ୍ଥି |,ஆம்பல்லரி சுரப்பி
ଆମିଜିଡାଲ୍ |,அமிக்டால்
ଆମିଗଡାଲେ |,அமிக்டேல்
ଆମିଗାଡାଲିନ୍ |,அமிக்டலின்
ଆମିଲେଜ୍,அமிலேஸ்
ଆମିଏଲପ୍ଲାଷ୍ଟ |,அமிலோபிளாஸ்ட்
ଅବାନା,அனபீனா
ଅରବା,அனபாஸ்
ଆନାବୋଲିକ୍ ପଥ |,அனபோலிக் பாதைகள்
ଆନାବୋଲିଜିମ୍ |,அனபோலிசம்
ଆନାଚାର୍ଡସିଆନା |,அனகார்டியாசி
ରକ୍ତଦାତା,இரத்த சோகை
ଆନାରୋବେ |,காற்றில்லா
ଆନାରୋବିକ୍ ଇନ୍ଧନ |,காற்றில்லா எரிபொருள்
ଆନାରକୋବର ଶ୍ iration ାସକ୍ରିୟା |,காற்றில்லா சுவாசம்
ଆନାରୋବିକ୍ ରୋକ୍ଲିଜ୍ ଡିଜିଟର୍ |,காற்றில்லா கசடு டைஜெஸ்டர்
ଆନାରକୋବର |,காற்றில்லா
ଆନିମା,அனைமா
ଆନାଲ୍,குத
ଆନାଲ୍,குத
ଆନାଲ୍ ଆପେଚର |,குத துளை
ଆନାଲ୍ ccor,குத செர்சி
ଆନାଲ୍ ଲୁପ୍ |,குத லூப்
ଆନାଲ୍ ଶ style ଳୀ,குத பாணி
ଅନୁରୂପ,ஒப்பீட்டு
ଅନୁରୂପ,ஒப்பீட்டு
ଆନାଲୋଜି,ஒப்புமை
ଆନାଲୋଜି,ஒப்புமை
ବିଶ୍ଳେଷଣ |,பகுப்பாய்வு
ଅଯାସୀ,அனாபேஸ்
ଆନାଟୋମିକ୍ ପ୍ରତିବନ୍ଧକ |,உடற்கூறியல் தடை
ଆନାଟୋମିକାଲ୍ ଦିଗ |,உடற்கூறியல் அம்சம்
Anatomist-,உடற்கூறியல் நிபுணர்
ଆନାଟୋମି |,உடற்கூறியல்
ପିତୃପୁରୁଷ ବଂଶର କ୍ରମ |,மூதாதையர் வழித்தோன்றல் வரிசை
ପ ancest ତୃକ ରେଖା |,மூதாதையர் பரம்பரை
ପ ancest ତୃକ କ୍ରମ |,மூதாதையர் வரிசை
ଏକସେଲୋସୋମା |,அன்சிலோஸ்டோமா
ଆଣ୍ଡ୍ରୋକିୟମ୍ |,ஆண்ட்ரோசியம்
ଆଣ୍ଡ୍ରୋଜେନ |,ஆண்ட்ரோஜன்
ରକ୍ତଦାତା,இரத்த சோகை
ଆନିମୋନ୍ |,அனிமோன்
ଆନୁପ୍ଲଏଡ୍ |,அனூப்ளோயிட்
ଆନୁପ୍ଲୋଡି,அனூப்ளோயிடி
ଆଞ୍ଜିନା,ஆஞ்சினா
ଆଞ୍ଜିୟରମ୍ |,ஆஞ்சியோகிராம்
ଆଙ୍ଗିଓଗ୍ରାଗ୍,ஆஞ்சியோகிராஃப்
ଆଙ୍ଗିଓଗ୍ରାଫି |,ஆஞ்சியோகிராஃபி
An anivoplasty,ஆஞ்சியோபிளாஸ்டி
ଅଙ୍ଗୁଳି ପାରସ୍ପରିକ,ஆஞ்சியோஸ்பெர்ம்
Anigiotensin |,ஆஞ்சியோடென்சின்
ଆଙ୍ଗିଓଟେନିନୋଜେନ |,ஆஞ்சியோடென்சினோஜென்
ଅଙ୍ଗର ମାଛ |,ஆங்லர் மீன்
ଆଞ୍ଜୁଆନା,அங்குயினா
ଆଙ୍ଗୁଠି,ஆங்குயிஸ்
ପଶୁ,விலங்கு
ପଶୁ,விலங்கு
ପଶୁ ଗୋବର,விலங்கு சாணம்
ପଶୁ କୁମ୍ଭାରୀ,கால்நடை வளர்ப்பு
ପଶୁ କାରିଟାଇପିଂ |,விலங்கு காரியோடைப்பிங்
ପଶୁ ରାଜ୍ୟ,விலங்கு இராச்சியம்
ପଶୁ ଟିସୁ |,விலங்கு திசு
ପଶୁ,விலங்கு
ଆନାୟଣ,அனியன்
ଆନିସୋଟ୍ରୋପିକ୍ ବ୍ୟାଣ୍ଡ |,அனிசோட்ரோபிக் பேண்ட்
ଆନାଲିଟିଂ,அனீலிங்
Annleled,Annelid
ଆଙ୍କିଲଦା |,அன்னெலிடா
ବାର୍ଷିକ ରିଙ୍ଗ |,ஆண்டு வளையம்
ପୁର୍ଣ୍ଣିକ,வருடாந்திர
ନିନ୍ଦା,Annule
ଆନୋମାଲିୟ ପ୍ରକାର |,ஒழுங்கற்ற வகை
ଅଧପତ୍ର,அனோபீல்ஸ்
ପିମ୍ପୁଡ଼ି ଭୋଜନକାରୀ,எறும்பு உண்பவர்
ବିରୋଧୀ |,விரோதமான
ଅପବିତ୍ର,அண்டார்டிக்
ଆଣ୍ଟେନା |,ஆண்டெனா
ଆଣ୍ଟେନା କମ୍ପ୍ଲେକ୍ସ |,ஆண்டெனா காம்ப்ளக்ஸ்
ଆଣ୍ଟେନାଲ୍ ଗ୍ରନ୍ଥି |,ஆண்டெனல் சுரப்பி
ଆଣ୍ଟରିଅର୍ (ଭେଣ୍ଟ୍ରାଲ୍) ଧୂସର ଶିଙ୍ଗ |,முன்புற (வென்ட்ரல்) சாம்பல் கொம்பு
ଆଣ୍ଟ୍ଟରର ହାଇପୋଫାଇସିସ୍ |,முன்புற ஹைப்போபிஸிஸ்
ପୂର୍ବର ସେଣ୍ଟ୍ରଭେଷ୍ଟ୍ରିକୁଲାର୍ ସଲ୍କସ୍ |,முன்புற தலையீட்டு சல்கஸ்
ଅଙ୍କନ,மகரந்தம்
ଆନାଥନ୍ ସଂସ୍କୃତି,மகரந்த கலாச்சாரம்
ଆନିଚାଇଡିୟମ୍ |,Anteridium
ଆନ୍ଥ୍ରୋଜଏଡ୍ |,ஆந்தமாசி
ଆନ୍ଥୋକେସୋସ୍ |,அந்தோசெரோஸ்
ଆନ୍ଫୋସିଆରୋଟୋସିଡା |,அந்தோசெரோடோப்சிடா
ଆନ୍ଥ୍ରାକ୍ସ |,ஆந்த்ராக்ஸ்
ଆନ୍ଥ୍ରୋପେନିକ୍ ବିଲୁପ୍ତ |,மானுடவியல் அழிவு
ଆନ୍ଥ୍ରୋପୋଲୋଜି |,மானுடவியல்
ଆଣ୍ଟିବଜାର କଟୁ,பாக்டீரியா எதிர்ப்பு
ଆଣ୍ଟିବାୟୋଟିକ୍ ପେନିସିଲିନ୍ |,ஆண்டிபயாடிக் பென்சிலின்
ଆଣ୍ଟିବାୟୋଟିକ୍ ପ୍ରତିରୋଧକ |,ஆண்டிபயாடிக் எதிர்ப்பு
ଆଣ୍ଟିବାୟୋଟିକ୍ (ଗୁଡିକ),நுண்மணி
ଆଣ୍ଟିବଡି |,ஆன்டிபாடி
ଆଣ୍ଟିବଡି ଦମ୍ପତି |,ஆன்டிபாடி ஜோடி
ଆଣ୍ଟିବଡି ମଧ୍ୟସ୍ଥତା ଅବିସ୍ମରଣୀୟ |,ஆன்டிபாடி மத்தியஸ்த நோய் எதிர்ப்பு சக்தி
