Bengali,Tamil
ম্যাট্রিক্সের যোগফল,மெட்ரிக்குகளின் கூட்டுத்தொகை
বহুপদীর সমষ্টি,பல்லுறுப்புக்கோவைகளின் தொகை
সম্ভাবনার যোগফল,நிகழ்தகவுகளின் கூட்டுத்தொகை
ভেক্টরের সমষ্টি,திசையன்களின் தொகை
"যোগ উপপাদ্য, বেরি তত্ত্ব,","தொகை தேற்றம், பெர்ரி கோட்பாடு"
সংযোজনকারী গ্রুপ,சேர்க்கை குழு
সংযোজন বিপরীত,தலைகீழ் சேர்க்கை
যোগযোগ্যতা,சேர்க்கை
যোগযোগ্যতা,சேர்க்கை
অন্তিক ম্যাট্রিক্স,அருகாமை அணி
"সংলগ্ন, সংলগ্ন, সংলগ্ন","அருகாமை, அருகாமை, அருகாமை"
সংলগ্ন কোণ,அருகில் உள்ள கோணம்
সংলগ্ন শীর্ষবিন্দু,அருகில் உள்ள உச்சி
যুক্ত করা,தொடர்புபடுத்த
"সংযুক্ত ঘের,",இணைக்கப்பட்ட உறை
সাধারণ নির্ধারক,பொதுவான தீர்மானிப்பான்
সংযুক্ত ডিফারেনশিয়াল সমীকরণ,இணைக்கப்பட்ட வேறுபாடு சமன்பாடு
সংযুক্ত সমীকরণ,இணைக்கப்பட்ட சமன்பாடு
সমগোত্রীয় ম্যাট্রিক্স,ஒரே மாதிரியான அணி
ম্যাট্রিক্স সমন্বয়,அணி ஒருங்கிணைப்பு
সমগোত্রীয় ম্যাট্রিক্স,ஒரே மாதிரியான அணி
গ্রহণযোগ্য সিদ্ধান্ত ফাংশন,ஏற்றுக்கொள்ளக்கூடிய முடிவு செயல்பாடு
গ্রহণযোগ্য অনুমান,ஏற்றுக்கொள்ளக்கூடிய கருதுகோள்
এরোডাইনামিক বল,காற்றியக்க விசை
বায়ুগতিবিদ্যা,காற்றியக்கவியல்
সমজাতীয় জ্যামিতি,ஒரே மாதிரியான வடிவியல்
সমজাতীয় ম্যাপিং,ஒரே மாதிரியான மேப்பிங்
একজাতীয় রূপান্তর,ஒரே மாதிரியான மாற்றம்
সামগ্রিক পরিবর্তনশীল,மொத்த மாறி
"বীজগণিত, বীজগণিত, বীজগণিত, বীজগণিত","இயற்கணிதம், இயற்கணிதம், இயற்கணிதம், இயற்கணிதம்"
"seedy বন্ধ, বীজাণু","விதை மூடிய, விதை"
বীজগণিত সমীকরণ,இயற்கணித சமன்பாடு
বীজগাণিতিক এক্সপ্রেশন,இயற்கணித வெளிப்பாடு
বীজগণিতের একজাতীয়তা,இயற்கணித ஒருமைப்பாடு
বীজগণিতের ফাংশন,இயற்கணித செயல்பாடு
বীজগণিত জ্যামিতি,இயற்கணித வடிவியல்
বীজগণিত বহুত্ব,இயற்கணித பன்மை
বীজগণিত ব্যবস্থা,இயற்கணித அமைப்பு
সমস্ত পূর্ণসংখ্যা সমস্যা,அனைத்து முழு எண் பிரச்சனை
"অ্যাসাইনমেন্ট সমস্যা ওয়াট প্রশ্ন,",ஒதுக்கீட்டுச் சிக்கல் வாட் கேள்வி
বর্ণানুক্রমিক স্বরলিপি,அகரவரிசைக் குறியீடு
বর্ণানুক্রমিক অক্ষর,அகரவரிசை எழுத்து
বিকল্প কোণ,மாற்று கோணங்கள்
"বিকল্প সমজাতীয় বিকল্প ফর্ম,",மாற்று ஒரே மாதிரியான மாற்று வடிவம்
বিকল্প গোষ্ঠী,மாற்று குழு
বিকল্প ম্যাট্রিক্স,மாற்று அணி
বিকল্প সিরিজ,மாற்று தொடர்
বিকল্প অনুমান,மாற்று கருதுகோள்
বিকল্প সর্বোত্তম,மாற்று உகந்தது
বিকল্প ফলাফল,மாற்று முடிவு
এনালগ-ডিজিট কনভার্টার,அனலாக்-இலக்க மாற்றி
"এনালগ কম্পিউটার,",அனலாக் கணினி
বিশ্লেষণ,பகுப்பாய்வு
সহভক্তি বিশ্লেষণ,இணைநிலை பகுப்பாய்வு
গণনা-ডেটা বিশ্লেষণ,கணக்கெடுப்பு-தரவு பகுப்பாய்வு
বৈচিত্র্য বিশ্লেষণ,மாறுபாடு பகுப்பாய்வு
বিশ্লেষণাত্মক জ্যামিতি,பகுப்பாய்வு வடிவியல்
বিশ্লেষণাত্মক ফাংশন,பகுப்பாய்வு செயல்பாடு
কোণ,கோணம்
স্পর্শক কোণ,தொடுகோடு கோணம்
বিচ্যুতি কোণ,விலகல் கோணம்
বিষণ্নতা কোণ,மனச்சோர்வு கோணம்
বিচ্যুতি কোণ,விலகல் கோணம்
বিবর্তন কোণ,விலகல் கோணம்
উচ্চতা কোণ,உயர கோணம்
ঘটনার কোণ,நிகழ்வு கோணம்
অভিক্ষেপ কোণ,திட்ட கோணம்
প্রতিফলন কোণ,பிரதிபலிப்பு கோணம்
প্রতিসরণ কোণ,ஒளிவிலகல் கோணம்
ঘূর্ণন কোণ,சுழற்சி கோணம்
প্রতিফলনের পরম কোণ,பிரதிபலிப்பு முழுமையான கோணம்
কৌণিক ত্বরণ,கோண முடுக்கம்
কৌণিক বেগ,கோண வேகம்
কৌণিক গতি,கோண வேகம்
কৌণিক বেগ,கோண வேகம்
অনামিকা আঙুল,மோதிர விரல்
উত্তর,பதில்
কাউন্টার ডেরিভেটিভ,எதிர் வழித்தோன்றல்
আইসোমেট্রিক ফাংশন,ஐசோமெட்ரிக் செயல்பாடு
"আচ্ছাদনযোগ্য, প্রযোজ্য, প্রযোজ্য","மறைக்கக்கூடிய, பொருந்தக்கூடிய, பொருந்தக்கூடிய"
"আবেদনের আবেদন,",விண்ணப்ப விண்ணப்பம்
প্রয়োগকৃত গতিশীল প্রোগ্রামিং,பயன்பாட்டு டைனமிக் நிரலாக்கம்
প্রয়োগ করা জ্যামিতি,பயன்படுத்தப்படும் வடிவியல்
ফলিত গণিত,பயன்பாட்டு கணிதம்
ফলিত পরিসংখ্যান,பயன்பாட்டு புள்ளிவிவரங்கள்
"প্রায়, প্রায়","தோராயமாக, தோராயமாக"
প্রায় একটানা ফাংশন,தோராயமாக தொடர்ச்சியான செயல்பாடு
"ম্যাক্রো পদ্ধতি, আনুমানিক পদ্ধতি","மேக்ரோ முறை, தோராய முறை"
আনুমানিক সমাধান,தோராயமான தீர்வு
আনুমানিক সমস্যা,தோராயமான பிரச்சனை
আনুমানিক সম্পত্তি,தோராயமான சொத்து
বুদ্ধিমত্তার পরীক্ষা,திறன் சோதனை
আর্গন ডায়াগ্রাম,ஆர்கான் வரைபடம்
স্বেচ্ছায়,தன்னார்வ
"এলোমেলো, এলোমেলো","சீரற்ற, சீரற்ற"
নির্বিচারে ধ্রুবক,தன்னிச்சையான மாறிலி
বিনামূল্যে উপাদান,இலவச உறுப்பு
নির্বিচারে পয়েন্ট,தன்னிச்சையான புள்ளி
আর্কিমিডের আইন,ஆர்க்கிமிடின் சட்டம்
আর্কিমিডিসের আইন,ஆர்க்கிமிடிஸ் சட்டம்
"চাপ-দৈর্ঘ্য, চাপ-দৈর্ঘ্য","வில்-நீளம், வில்-நீளம்"
বৃত্ত চাপ,வட்ட வில்
ইনভার্স সাইন ডিস্ট্রিবিউশন,தலைகீழ் சைன் விநியோகம்
বিপরীত সাইন রূপান্তর,தலைகீழ் சைன் மாற்றம்
"এলাকা, এলাকা","பகுதி, பகுதி"
আঞ্চলিক কনফিগারেশন,பிராந்திய கட்டமைப்பு
একটি জটিল সংখ্যার কোণ,ஒரு கலப்பு எண்ணின் கோணம்
গাণিতিক গড়,எண்கணித சராசரி
ডিজিটাল অপারেশন,டிஜிட்டல் செயல்பாடு
ডিজিটাল ইউনিট,டிஜிட்டல் அலகு
"কনফিগারেশন, বিন্যাস","கட்டமைப்பு, ஏற்பாடு"
"অ্যারে, অ্যারে","வரிசை, வரிசை"
কৃত্রিম উপগ্রহ,செயற்கை செயற்கைக்கோள்
কৃত্রিম পরিবর্তনশীল,செயற்கை மாறி
আরোহন করা,ஏறுவதற்கு
আরোহী,ஏறுமுகம்
মাত্রার আরোহী ক্রম,அளவின் ஏறுவரிசை
আরোহী গ্রেড,ஏறும் தரம்
সংযোজনকারী ভাষা,அசெம்பிளர் மொழி
"অ্যাসাইনমেন্ট সমস্যা অ্যাসাইনমেন্ট প্রশ্ন,",ஒதுக்கீட்டுச் சிக்கல் ஒதுக்கீட்டுக் கேள்வி
সহযোগী নিয়ম,துணை விதி
অপারেটরদের সহযোগী নিয়ম,ஆபரேட்டர்களின் துணை விதி
সহযোগী অপারেশন,துணை செயல்பாடு
সাহচর্য,தோழமை
ধরে নেওয়া গড়,சராசரியாக கருதப்படுகிறது
অনুমান সম্ভাব্যতা বন্টন,நிகழ்தகவு விநியோகம் என்று கருதப்படுகிறது
"কল্পনা করা, স্বীকার করা,","கற்பனை செய்து, ஒப்புக்கொண்ட"
জ্যোতিষশাস্ত্র,ஜோதிடம்
"মহাকাশচারী প্রকৌশলী মহাকাশ প্রকৌশলী,",விண்வெளி பொறியாளர் விண்வெளி பொறியாளர்
জ্যোতির্বিদ*,வானியலாளர்*
জ্যোতির্বিদ্যা ঘড়ি,வானியல் கடிகாரம்
জ্যোতির্বিদ্যা,வானியல்
অপ্রতিসম বক্ররেখা,சமச்சீரற்ற வளைவு
অসমতা,சமச்சீரற்ற தன்மை
অ্যাসিম্পোটিক,அறிகுறியற்ற
উত্তেজক,மோசமாக்கும்
প্রগতিশীল অনুমানকারী,முற்போக்கான மதிப்பீட்டாளர்
বিপরীতমুখী পক্ষপাতমূলক অনুমানকারী,பிற்போக்கு சார்பு மதிப்பீட்டாளர்
বিপরীতমুখী আচরণ,பிற்போக்கு நடத்தை
আক্রমনাত্মক বিতরণ ফাংশন,தீவிர விநியோக செயல்பாடு
ঊর্ধ্বগামী বিস্তার,மேல்நோக்கி பரவியது
বায়ুমণ্ডলীয় চাপ,வளிமண்டல அழுத்தம்
"এলোমেলোভাবে,",தற்செயலாக
সম্পত্তি*,சொத்து*
অ্যাট্রিবিউট-স্যাম্পলিং-মেকানিজম,பண்பு-மாதிரி-பொறிமுறை
অগমেন্টেড ম্যাট্রিক্স,ஆக்மென்ட் மேட்ரிக்ஸ்
স্বয়ংক্রিয় সম্পর্ক সহগ,தன்னியக்க தொடர்பு குணகம்
স্বয়ংক্রিয় সম্পর্ক ফাংশন,தன்னியக்க தொடர்பு செயல்பாடு
সহবাস,இணை மாறுபாடு
স্বয়ংক্রিয় কম্পিউটার,தானியங்கி கணினி
অটোরিগ্রেশন,தன்னியக்க பின்னடைவு
সহায়ক সমীকরণ,துணை சமன்பாடு
গড় নমুনা সংখ্যা বক্ররেখা (MPC বক্ররেখা),சராசரி மாதிரி எண் வளைவு (MPC வளைவு)
"axiom, axiom","கோட்பாடு, கோட்பாடு"
স্বতঃসিদ্ধ পদ্ধতি,கோட்பாடு அணுகுமுறை
সম্ভাব্যতা স্বতঃসিদ্ধ,நிகழ்தகவு கோட்பாடு
অক্ষ,அச்சு
ভুজক্ষ,புஜக்ஷா
পৃথিবী অক্ষ,பூமி அச்சு
ঘূর্ণন অক্ষ,சுழற்சி அச்சு
ঘূর্ণন অক্ষ,சுழற்சி அச்சு
স্পিন অক্ষ,சுழல் அச்சு
পোস্ট প্রতিস্থাপন,பிந்தைய மாற்று
পরে,பின்னர்
ফিরে সন্নিবেশ সূত্র,பின் செருகும் சூத்திரம்
"ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য","சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை"
সুষম নকশা,சீரான வடிவமைப்பு
ব্যালেন্স শীট,இருப்பு தாள்
মিসাইল,ஏவுகணை
"ব্যালিস্টিক, অস্ত্র","பந்துவீச்சு, ஆயுதம்"
"কলাম, রড, কোব, বার, বার, বার, বার, বার, বার, লাইন, লাইন, টেস্ট লাইন, প্রান্ত","நெடுவரிசை, பட்டை, கோப், பட்டை, பட்டை, பட்டை, பட்டை, பட்டை, பட்டை, வரி, வரி, சோதனை வரி, விளிம்பு"
"ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি","அடிப்படை, அடிப்படை, அடிப்படை, அடிப்படை, அடிப்படை"
ভিত্তি কোণ,அடிப்படை கோணம்
"লগারিদমের ভিত্তি, লগারিদমের ভিত্তি","மடக்கையின் அடிப்படை, மடக்கையின் அடிப்படை"
"মৌলিক, মৌলিক,","அடிப்படை, அடிப்படை"
ভিত্তি সুসংগত সমাধান,அடிப்படை ஒத்திசைவான தீர்வு
ভিত্তি সমাধান,அடிப்படை தீர்வு
ভিত্তি পরিবর্তনশীল,அடிப்படை மாறி
ভিত্তি,அடித்தளம்
ভিত্তি উপাদান,அடிப்படை உறுப்பு
বেস ম্যাট্রিক্স,அடிப்படை அணி
ভেক্টর স্থানের ভিত্তি,திசையன் இடத்தின் அடிப்படை
উপ-জনসংখ্যা ভিত্তিতে,துணை மக்கள்தொகை அடிப்படையில்
নীতিহীন,நேர்மையற்ற
বেজ-রুল,bez-விதி
bez-তত্ত্ব,bez-theorem
bernoulli-বন্টন,பெர்னோலி-விநியோகம்
বার্নোলি সংখ্যা,பெர்னோலி எண்கள்
Bernoulli সম্ভাব্যতা ফাংশন,பெர்னோலி நிகழ்தகவு செயல்பாடு
বার্নোলি-সমীকরণ,பெர்னோலி-சமன்பாடு
বেরি ফাংশন,பெர்ரி செயல்பாடு
সেরা আনুগত্য,சிறந்த ஒட்டுதல்
সেরা আনুগত্য লাইন,சிறந்த ஒட்டுதல் வரி
সেরা সমাধান,சிறந்த தீர்வு
সেরা টিপস,சிறந்த குறிப்புகள்
বিটা বিতরণ,பீட்டா விநியோகம்
"পক্ষপাত, পক্ষপাত","சார்பு, சார்பு"
পক্ষপাতমূলক মূল্যায়ন,பாரபட்சமான மதிப்பீடு
দ্বিপদ সমীকরণ,ஈருறுப்புச் சமன்பாடு
একক আবরণ,ஒற்றை கவர்
একক কভার মানচিত্র,ஒற்றை அட்டை வரைபடம்
একক কভার ম্যাপিং,ஒற்றை அட்டை மேப்பிங்
দ্বিঘাত দ্বিঘাত,இருபடி இருபடி
বাইলিনিয়ার ফাংশন,இருமுனை செயல்பாடு
বাইলিনিয়ার হারমিটিয়ান একজাতীয়তা,பைலினியர் ஹெர்மிடியன் ஒருமைப்பாடு
"দ্বি-পরিবর্তনশীল, বাইনারি, দ্বৈত","இருமாறு, இருமை, இரட்டை"
"বাইনারি কোড, বাইনারি কোড","பைனரி குறியீடு, பைனரி குறியீடு"
"বাইনারি কোডেড দশমিক, বাইনারি কোডেড দশমিক","பைனரி குறியிடப்பட்ட தசம, பைனரி குறியிடப்பட்ட தசம"
বাইনারি এনকোডিং,பைனரி குறியாக்கம்
বাইনারি কম্পিউটার,பைனரி கணினி
বাইনারি সংখ্যা,பைனரி எண்கள்
বাইনারি অপারেশন,பைனரி செயல்பாடு
বাইনারি পদ্ধতি,பைனரி முறை
বাইনারি পরিবর্তনশীল,பைனரி மாறி
দ্বিপদ সহগ,ஈருறுப்புக் குணகம்
দ্বিপদ ডিস্ট্রিবিউশন,இருவகைப் பரவல்
দ্বিপদ সমীকরণ,ஈருறுப்புச் சமன்பாடு
দ্বিপদ প্রকরণ,இருவகை மாறுபாடு
দ্বিপদ অভিব্যক্তি,இருமொழி வெளிப்பாடு
দ্বিপদী র্যান্ডম পরিবর্তনশীল,ஈருறுப்பு சீரற்ற மாறி
দ্বিপদ উপপাদ্য,ஈருறுப்பு தேற்றம்
"অর্ধেক, বিভাজন","பாதி, பிளவு"
"দ্বিখণ্ডিত পদ্ধতি, অর্ধবিভাগ পদ্ধতি","இரு பிரிவு முறை, அரைப்பிரிவு முறை"
অর্ধেক দ্বিখণ্ডক,அரை இருசமவெட்டி
দ্বিপদ,இருவகை
"Dwayank (বাইনারী সংখ্যা), আনি, বার্মিজ, টুক","ட்வயங்க் (பைனரி எண்), அனி, பர்மிஸ், துக்"
দ্বিপদ দ্বিপদী বন্টন দ্বিপদ,ஈருறுப்பு இருவகைப் பரவல் இருவகை
দ্বিভারী পারস্পরিক সম্পর্ক সহগ,இருவகை தொடர்பு குணகம்
দ্বিমুখী বন্টন,இருவகை விநியோகம்
bivariate স্বাভাবিক-বন্টন,இருவகை இயல்பான-விநியோகம்
bivector,பைவெக்டர்
বোল্টম্যান সমীকরণ,போல்ட்மேன் சமன்பாடு
বুলিয়ান বীজগণিত*,பூலியன் இயற்கணிதம்*
বোস-আইনস্টাইন পরিসংখ্যান,போஸ்-ஐன்ஸ்டீன் புள்ளிவிவரங்கள்
সীমাবদ্ধতা সীমাবদ্ধতা,வரம்பு கட்டுப்பாடுகள்
সীমানা স্তর,எல்லை நிலை
সীমান,எல்லைக் கோடு
সীমা মান,வரம்பு மதிப்பு
সীমানা মান সমস্যা,எல்லை மதிப்பு பிரச்சனை
"আবদ্ধ ফাংশন আবদ্ধ ফল,",எல்லைக்குட்பட்ட செயல்பாடு எல்லைக்குட்பட்ட பழம்
"আবদ্ধ ম্যাট্রিক্স, আবদ্ধ ম্যাট্রিক্স, আবদ্ধ টেবিল,","எல்லைக்குட்பட்ட அணி, எல்லைக்குட்பட்ட அணி எல்லைக்குட்பட்ட அட்டவணை"
"সীমাবদ্ধ অঞ্চল সীমাবদ্ধ অঞ্চল,",எல்லைக்குட்பட்ட பிரதேசம் எல்லைக்குட்பட்ட பிரதேசம்
"আবদ্ধ সেট আবদ্ধ সেট,",எல்லைக்குட்பட்ட தொகுப்பு எல்லைக்குட்பட்ட தொகுப்பு
ব্রাউনি গতি,பிரவுனி இயக்கம்
হিসাব করতে,கணக்கெடுக்க
গণনা,கணக்கீடு
"ক্যালকুলেটর, ক্যালকুলেটর","கால்குலேட்டர், கால்குலேட்டர்"
হিসাব*,கணக்கீடு*
গণনামূলক কর্ম পদ্ধতি,கணக்கீட்டு நடவடிக்கை முறை
"ক্যালকুলেটর, ক্যালকুলেটর","கால்குலேட்டர், கால்குலேட்டர்"
"ক্যালকুলাস, ক্যালকুলাস","கால்குலஸ், கால்குலஸ்"
প্রকরণ ক্যালকুলাস,மாறுபாடு கணக்கீடு
ক্যালোরি,கலோரிகள்
বিধি বাতিল করা,ரத்து விதி
ক্যানোনিকাল সমীকরণ,நியமன சமன்பாடு
ক্যানোনিকাল ফর্ম,நியமன வடிவம்
"ক্যানোনিকাল ম্যাট্রিক্স, কে ক্যানোনিকাল ম্যাট্রিক্স","கேனானிகல் மேட்ரிக்ஸ், கே கேனானிகல் மேட்ரிக்ஸ்"
ক্যান্টর সেট,கேண்டர் தொகுப்பு
ক্যান্টর ত্রিভুজাকার সেট,கேண்டார் முக்கோண தொகுப்பு
সীমাবদ্ধ পরিবহন সমস্যা,கட்டுப்படுத்தப்பட்ட போக்குவரத்து பிரச்சனை
ক্ষমতা,திறன்
কৈশিক বল,தந்துகி விசை
"গণনা সংখ্যা, কার্ডিনাল সংখ্যা","எண்ணிக்கை எண், கார்டினல் எண்"
কার্টেসিয়ান অক্ষ,கார்ட்டீசியன் அச்சு
কার্টেসিয়ান স্থানাঙ্ক,கார்ட்டீசியன் ஆயத்தொகுப்புகள்
কার্টিজিয়ান পণ্য,கார்ட்டீசியன் தயாரிப்பு
সেটের কার্টেসিয়ান গুন,தொகுப்புகளின் கார்ட்டீசியன் பெருக்கல்
"কেস স্টাডি, কেস স্টাডি","வழக்கு ஆய்வு, வழக்கு ஆய்வு"
বিপর্যয়মূলক বক্তৃতা,பேரழிவு பேச்சு
ক্যাটিনারি,பூனைக்குரிய
কচি বন্টন,காச்சி விநியோகம்
কৌশির সূত্র,கௌசியின் சூத்திரம்
কচি-গুর্সা-তত্ত্ব,கௌசி-குர்சா-தேற்றம்
কৌশি-রিম্যান-বান,கௌஷி-ரீமான்-பான்
কচি সিকোয়েন্স,கௌச்சி வரிசை
কৌশি অবিচ্ছেদ্য,கௌஷி ஒருங்கிணைந்த
কৌশি প্রধান-মূল্য,கௌசி முக்கிய மதிப்பு
কচি অবশিষ্ট উপপাদ্য,கௌச்சி எஞ்சிய தேற்றம்
ক্যালে-হ্যামিল্টন-উপাত্ত,கால்-ஹாமில்டன்-தேற்றம்
স্বর্গীয় শরীরের,வானுலக
জ্যোতির্বিদ্যা পরিমাপ,வானியல் அளவீடு
স্বর্গীয় বলবিদ্যা,வான இயக்கவியல்
স্বর্গীয় শরীরের,வானுலக
সেল ফ্রিকোয়েন্সি,செல் அலைவரிசை
"আদমশুমারি, আদমশুমারি","மக்கள் தொகை கணக்கெடுப்பு, மக்கள் தொகை கணக்கெடுப்பு"
শতাংশ,சதவீதம்
সেন্টিমিটার,சென்டிமீட்டர்
সেন্টিমিটার-গ্রাম-সেকেন্ড পদ্ধতি,சென்டிமீட்டர்-கிராம்-இரண்டாம் முறை
"কেন্দ্রীয়, কেন্দ্রীভূত","மைய, மையமான"
কেন্দ্রীয় অক্ষ,மைய அச்சு
কেন্দ্রীয় ফাঁক,மத்திய இடைவெளி
কেন্দ্রীয় পার্থক্য সূত্র,மைய வேறுபாடு சூத்திரம்
কেন্দ্রীয় ডিফারেনশিয়াল টেবিল,மைய வேறுபாடு அட்டவணை
কেন্দ্রীয় সীমা উপপাদ্য,மத்திய வரம்பு தேற்றம்
কেন্দ্রীয় মুহূর্ত,மைய தருணம்
কেন্দ্রীয় সম্পদ ইউনিট,மத்திய வள அலகு
কেন্দ্রীয় প্রবৃত্তি,மைய உள்ளுணர்வு
কেন্দ্র*,மையம்*
অভিকর্ষের কেন্দ্র,ஈர்ப்பு மையம்
গ্রুপ কেন্দ্র,குழு மையம்
ভর কেন্দ্র,வெகுஜன மையம்
প্রতিসাম্য কেন্দ্র,சமச்சீர் மையம்
অপকেন্দ্র বল,மையவிலக்கு விசை
কেন্দ্রমুখী বল,மையவிலக்கு விசை
"কেন্দ্রমুখী মেরিডিয়ান,",மையநோக்கு நடுக்கோடு
নিশ্চিততা,உறுதி
সিজিএস পদ্ধতি,cgs முறை
সিজিএস ইউনিট,cgs அலகு
পার্থক্যের চেইন নিয়ম,வேறுபாட்டின் சங்கிலி விதி
"ভাগ্যে, ভাগ্যক্রমে",ஒருவேளை
এলোমেলো পদক্ষেপ,சீரற்ற நகர்வு
অক্ষ স্থানান্তর,அச்சு மாற்றம்
"ভিত্তি পরিবর্তন পয়ধর-পরিবর্তন,",அடிப்படை மாற்றம் பயதார்-மாற்றம்
স্থানান্তর,வரிசைமாற்றம்
বৈশিষ্ট্য সহগ,பண்பு குணகம்
চরিত্রগত নির্ধারক,பண்பு நிர்ணயம்
চরিত্রগত সমীকরণ,சிறப்பியல்பு சமன்பாடு
"চারিত্রিক ফাংশন, চরিত্রগত ফাংশন","பண்பு செயல்பாடு, பண்பு செயல்பாடு"
লগারিদমের পূর্ণসংখ্যা,மடக்கையின் முழு எண்
"চরিত্রগত বহুপদ,",பண்பு பல்லுறுப்புக்கோவை
বৈশিষ্ট্যগত মান,பண்பு மதிப்பு
চরিত্রগত ভেক্টর,பண்பு திசையன்
চরিত্র সম্প্রদায়,பாத்திர சமூகம்
"চার্ট, চার্ট,","விளக்கப்படங்கள், விளக்கப்படங்கள்"
চি-স্কোয়ার বিতরণ,சி-சதுர விநியோகம்
চি-বর্গাকার সূত্র,சி-சதுர சூத்திரம்
চি-স্কয়ার পরীক্ষা,சி-சதுர சோதனை
জ্যা*,நாண்*
জ্যা বিভাজন পদ্ধতি,நாண் பிரிக்கும் முறை
লিখিত বার্তা,எழுதப்பட்ட செய்தி
"শূন্য, সাইফার","பூஜ்யம், மறைக்குறியீடு"
বৃত্ত*,வட்டம்*
অভিসারী বৃত্ত,ஒன்றிணைப்பு வட்டம்
সার্কিট ম্যাট্রিক্স,சுற்று அணி
"বৃত্তাকার, বৃত্তাকার,","வட்ட, வட்ட"
বৃত্তাকার উপসর্গ,வட்ட அறிகுறிகள்
বৃত্তাকার কন্ডুলাইন,வட்ட குழாய்
বৃত্তাকার গতি,வட்ட இயக்கம்
পরিধি কেন্দ্র,சுற்று மையம்
অবসরপ্রাপ্ত*,ஓய்வு பெற்ற*
"প্রদক্ষিণ করা, চারপাশে আঁকা","சுற்றி வர, சுற்றி வர"
অতীত,கடந்த
পরিধিকৃত,சுற்றத்தார்
বিশিষ্ট কর্পোরেট,புகழ்பெற்ற கார்ப்பரேட்
ক্লাসিক গতিবিদ্যা,உன்னதமான இயக்கவியல்
ক্লাসিক অপ্টিমাইজেশান,உன்னதமான தேர்வுமுறை
দীর্ঘস্থায়ী আর্থিক সমস্যা,நாள்பட்ட நிதி பிரச்சனை
শাস্ত্রীয় পরিসংখ্যানগত বলবিদ্যা,கிளாசிக்கல் புள்ளியியல் இயக்கவியல்
ত্রুটির শ্রেণীবিভাগ,பிழைகளின் வகைப்பாடு
ক্লাসের ব্যবধান,வகுப்பு இடைவெளி
ক্লাস ব্যবধান ইউনিট,வகுப்பு இடைவெளி அலகு
শ্রেণীর সীমা,வகுப்பு வரம்பு
ঘড়ির কাঁটার দিকে,கடிகாரகடிகாரச்சுற்று
বন্ধ,மூடப்பட்டது
"বন্ধ, বন্ধ","மூடப்பட்டது, மூடப்பட்டது"
বন্ধ স্তর আবরণ,மூடிய அடுக்கு கவர்
বন্ধ ঘনক্ষেত্র,மூடிய கன சதுரம்
"বন্ধ বক্ররেখা, বন্ধ বক্ররেখা","மூடிய வளைவு, மூடிய வளைவு"
বন্ধ প্রদেশ,மூடப்பட்ட மாகாணம்
বন্ধ আকৃতি,மூடிய வடிவம்
বন্ধ ব্যবধান,மூடிய இடைவெளி
"বদ্ধ অঞ্চল, বদ্ধ অঞ্চল","மூடப்பட்ட பகுதி, மூடப்பட்ட பகுதி"
বন্ধ সেট,மூடிய தொகுப்பு
