Hindi,Marathi
स्वसहसंबंध गुणांक,स्वयंसंबंध गुणांक
स्वसहसंबंध फलन,स्वयंसंबंध कार्य
स्वसहप्रसरण,सहप्रसरण
स्वचालित अभिकलित्र,स्वयंचलित संगणक
स्वसमाश्रयण,ऑटोरिग्रेशन
सहायक समीकरण,सहाय्यक समीकरण
माध्य प्रतिदर्श संख्या वक्र (मा.प्र.सं. वक्र),सरासरी नमुना क्रमांक वक्र (MPC वक्र)
" स्वयंसिद्‌ध , अभिगृहीत","स्वयंसिद्ध, स्वयंसिद्ध"
अभिगहीती दृष्टिकोण,स्वयंसिद्ध दृष्टीकोन
प्रायिकता अभिगृहीत,संभाव्यता स्वयंसिद्ध
अक्ष,अक्ष
भुजाक्ष,भुजक्षा
भू-अक्ष,पृथ्वीचा अक्ष
परिक्रमण-अक्ष,रोटेशन अक्ष
घूर्णन अक्ष,रोटेशन अक्ष
प्रचक्रण-अक्ष,फिरकी अक्ष
पश्च-प्रतिस्थापन,पोस्ट बदली
पश्चांतर,नंतर
पश्च अंतर्वेशन-सूत्र,बॅक इन्सर्टेशन फॉर्म्युला
"तुला, तराजू , संतु लन , शेष, बाकी , संतुलित होना, संतुलित करना","शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक"
संतुलित अभिकल्पना,संतुलित डिझाइन
तुलन-पत्र,ताळेबंद
प्रक्षेपास्त्र,क्षेपणास्त्र
"प्राक्षेपिकी, अस्त्र विज्ञान","बॅलिस्टिक्स, शस्त्रे"
" स्तंभ, शलाका, सिल, सिल्ली, दंड, छड़, पट्टी , रोधिका, भित्ति , बार , रेखा, रेखिका , परीक्षण रेखा, धार","स्तंभ, बार, कोब, बार, बार, बार, बार, बार, बार, रेषा, रेषा, चाचणी रेषा, किनार"
"आधार , क्षारक , अधम , मूल , बेस","बेस, बेस, बेस, बेस, बेस"
आधार कोण,बेस कोन
"लघुगणक का आधार, लॉगरिथ्म का आधार","लॉगरिथमचा आधार, लॉगरिथमचा आधार"
"आधारी, मूल,","मूलभूत, मूलभूत"
आधारी सुसंगत हल,बेस सुसंगत उपाय
आधारी हल,बेस सोल्यूशन
आधारी चर,बेस व्हेरिएबल
आधारक,पाया
आधार अवयव,मूळ घटक
आधारी आव्यूह,बेस मॅट्रिक्स
सदिश समष्टि का आधार,वेक्टर स्पेसचा पाया
उपसमष्टि का आधार,उपलोकसंख्या आधार
बेज़-आकल,बेईमान
बेज़-नियम,bez-नियम
बेज़-प्रमेय,bez-प्रमेय
बर्नूली-बंटन,bernoulli-वितरण
बर्नूली संख्या,बर्नौली क्रमांक
बर्नूली प्रायिकता-फलन,बर्नौली संभाव्यता कार्य
बर्नूली-समीकरण,बर्नौली-समीकरण
बेरी फलन,बोरासारखे बी असलेले लहान फळ कार्य
श्रेष्ठतम आसंजन,सर्वोत्तम आसंजन
श्रेष्ठतम आसंजन रेखा,सर्वोत्तम आसंजन ओळ
सर्वोत्तम हल,सर्वोत्तम उपाय
सर्वोत्तम युक्तियाँ,सर्वोत्तम टिपा
बीटा बंटन,बीटा वितरण
"अभिनति, बायस","पक्षपात, पक्षपात"
अभिनत आकल,पक्षपाती मूल्यांकन
द्विप्रसंवादी समीकरण,द्विपद समीकरण
एकैकी आच्छादन,एकल कव्हर
एकैकी आच्छादी प्रतिचित्र,सिंगल कव्हर नकाशा
एकैकी आच्छादी प्रतिचित्रण,सिंगल कव्हर मॅपिंग
द्विएकघाती समघात,चतुर्भुज चौकोन
द्विरैखिक फलन,द्विरेखीय कार्य
द्विरैखिक हर्मिटीय समघात,द्विरेखीय हर्मिटियन एकजिनसीपणा
"द्वि-चर, द्वि-आधारी, द्वयी","द्वि-चर, बायनरी, दुहेरी"
"द्वि-आधारी कोड, द्विआधारी कूट","बायनरी कोड, बायनरी कोड"
"द्वि-आधारी कूट दशमलव, द्वि-आधारी कोडित दशमलव","बायनरी कोडेड दशांश, बायनरी कोडेड दशांश"
द्वि-आधारी कूटलेखन,बायनरी एन्कोडिंग
द्वि-आधारी अभिकलित्र,बायनरी संगणक
द्वि-आधारी अंक,बायनरी अंक
द्विआधारी संक्रिया,बायनरी ऑपरेशन
द्विआधारी पद्‌धति,बायनरी पद्धत
द्विआधारी चर,बायनरी व्हेरिएबल
द्विपद गुणांक,द्विपदी गुणांक
द्विपद बंटन,द्विपदी वितरण
द्विपद समीकरण,द्विपद समीकरण
द्विपद प्रसरण,द्विपद भिन्नता
द्विपद व्यंजक,द्विपदी अभिव्यक्ती
द्विपद यादृच्छिक चर,द्विपदी यादृच्छिक चल
द्विपद-प्रमेय,द्विपद प्रमेय
"अर्धन, द्विभाजन","अर्धा, दुभाजक"
"समद्विभाजन विधि, अर्धीकरण विधि","दुभाजक पद्धत, अर्धविभाग पद्धत"
"अर्धक, द्विभाजक",अर्धा दुभाजक
"द्विपंक्तिक, द्विश्रेणिक","द्विपदी, द्विपदी"
"द्वयंक (द्विआधारी अंक) , अणी, बरमी , टूक","द्वयंक (बायनरी अंक), अनी, बर्मीज, तुक"
द्विचर द्विपद-बंटन द्विचल,द्विपदी द्विपद वितरण द्विपदी
द्विचर सहसंबंध गुणांक,द्विवैरिएट सहसंबंध गुणांक
द्विचर बंटन,द्विवैरिएट वितरण
द्विचर प्रसामान्य-बंटन,द्विवैरिएट सामान्य-वितरण
द्विसदिश,bivector
बोल्ट्मान समीकरण,बोल्टमन समीकरण
बूलीय बीजावली*,बुलियन बीजगणित*
बोस-आइन्स्टाइन सांख्यिकी,बोस-आईन्स्टाईन सांख्यिकी
परिसीमा प्रतिबन्ध,मर्यादा निर्बंध
परिसीमा स्तर,सीमा पातळी
परिसीमा रेखा,सीमारेषा
परिसीमा मान,मर्यादा मूल्य
परिसीमा मान समस्या,सीमा मूल्य समस्या
"परिबद्‌ध फलन परिबद्‌ध फल,",बाउंड फंक्शन बाउंडेड फळ
"परिबद्‌ध मैट्रिक्स, परिबद्‌ध आव्यूह परिबद्‌ध सारणी,","बाउंडेड मॅट्रिक्स, बाउंडेड मॅट्रिक्स, बाउंडेड टेबल"
"परिबद्‌ध प्रदेश परिबद्‌ध प्रदेश,",सीमाबद्ध प्रदेश सीमाबद्ध प्रदेश
"परिबद्‌ध समच्चय परिबद्‌ध संच,",बाऊंड सेट बाउंडेड सेट
ब्राउनी गति,ब्राउनी मोशन
परिकलन करना,मोजणे
परिकलन,गणना
"परिकलन-यंत्र, परिकलित्र","कॅल्क्युलेटर, कॅल्क्युलेटर"
परिकलन*,गणना*
परिकलनात्मक क्रिया विधि,संगणकीय क्रिया पद्धत
" परिकलित्र , परिकलक","कॅल्क्युलेटर, कॅल्क्युलेटर"
"कलन, कैलकुलस","कॅल्क्युलस, कॅल्क्युलस"
विचरण-कलन,भिन्नता कॅल्क्युलस
कैलोरी,कॅलरीज
निरसन नियम,नियम रद्द करा
विहित समीकरण,प्रामाणिक समीकरण
विहित रूप,प्रामाणिक फॉर्म
"विहित मैट्रिक्स, के नानिकल मैट्रिक्स","कॅनॉनिकल मॅट्रिक्स, के कॅनॉनिकल मॅट्रिक्स"
कैन्टर समुच्चय,cantor सेट
कैन्टर त्रिआधारी समुच्चय,cantor त्रिकोणी संच
परिबंधित परिवहन समस्या,वाहतुकीची अडचण
क्षमता,क्षमता
केशिका-बल,केशिका शक्ती
"गणन संख्या, कार्डिनल संख्या","संख्या संख्या, मुख्य संख्या"
कार्तीय अक्ष,कार्टेशियन अक्ष
कार्तीय निर्देशांक,कार्टेशियन समन्वय
कार्तीय गुणन,कार्टेशियन उत्पादन
समुच्चयों का कार्तीय गुणन,संचांचे कार्टेशियन गुणाकार
"केस अध्ययन, वस्तुस्थिति अध्ययन","केस स्टडी, केस स्टडी"
विपत्तिपूर्ण उच्चावचन,आपत्तीजनक भाषण
कैटिनरी,कॅटिनरी
कौशी बंटन,कॉची वितरण
कौशी सूत्र,कौशीचें सूत्र
कौशी-गूर्सा-प्रमेय,कौशी-गुरसा-प्रमेय
कौशी-रीमान-प्रतिबंध,कौशी-रिमन-बॅन
कौशी अनुक्रम,कॉची क्रम
कौशी समाकल,कौशी अभिन्न
कौशी मुख्य-मान,कौशी मुख्य-मूल्य
कौशी अवशेष प्रमेय,कॉची शेष प्रमेय
कैले-हैमिल्टन-प्रमेय,कॅले-हॅमिल्टन-प्रमेय
"खपिंड, खगोलीय पिंड",आकाशीय शरीर
खगोलीय माप,खगोलशास्त्रीय मोजमाप
खगोलीय यांत्रिकी,खगोलीय यांत्रिकी
खगोलीय पिंड,आकाशीय शरीर
कोशिका बारंबारता,सेल वारंवारता
"गणना , जनगणना","जनगणना, जनगणना"
शततमक,टक्केवारी
सेन्टीमीटर,सेंटीमीटर
सेन्टीमीटर-ग्राम-सेकंड पद्‌धति,सेंटीमीटर-ग्राम-सेकंद पद्धत
"केन्द्रीय , सकेन्द्र","मध्यवर्ती, केंद्रीत"
केन्द्रीय अक्ष,मध्य अक्ष
केन्द्रीय अंतर,मध्यवर्ती अंतर
केन्द्रीय अंतर सूत्र,केंद्रीय फरक सूत्र
केन्द्रीय अंतर सारणी,केंद्रीय भिन्नता सारणी
केन्द्रीय सीमा प्रमेय,केंद्रीय मर्यादा प्रमेय
केन्द्रीय आघूर्ण,मध्यवर्ती क्षण
केन्द्रीय संसाधन एकक,केंद्रीय संसाधन युनिट
केन्द्रीय प्रवतिृ,केंद्रीय अंतःप्रेरणा
केन्द्र*,केंद्र*
गुरुत्व-केन्द्र,गुरुत्व मध्यभागी
समूह-केन्द्र,गट केंद्र
संहति-केन्द्र,वस्तुमान केंद्र
सममिति-केन्द्र,सममितीचे केंद्र
अपकेन्द्री बल,केंद्रापसारक शक्ती
अभिकेन्द्र-बल,केंद्राभिमुख शक्ती
"केन्द्रक मध्यगासंपात,",मध्यवर्ती मेरिडियन
निश्चितता,निश्चितता
c.g.s.पद्‌धति,cgs पद्धत
c.g.s.मात्रक,cgs युनिट
अवकलन का शृंखला नियम,भिन्नतेचा साखळी नियम
संयोग हेतु,दैवयोगाने
सांयोगिक चाल,यादृच्छिक हालचाल
अक्ष-परिवर्तन,अक्ष शिफ्ट
"आधार परिवर्तन पायाधार-बदल,",आधार बदल Payadhar-बदल
क्रम परिवर्तन,क्रमपरिवर्तन
अभिलक्षणिक गुणांक,वैशिष्ट्यपूर्ण गुणांक
अभिलक्षणिक सारणिक,वैशिष्ट्यपूर्ण निर्धारक
अभिलक्षण-समीकरण,वैशिष्ट्यपूर्ण समीकरण
"अभिलक्षण-फलन, कैरेक्टेरिस्टिक फलन","वैशिष्ट्यपूर्ण कार्य, वैशिष्ट्यपूर्ण कार्य"
लघुगणक का पूर्णांश,लॉगरिदमची पूर्णांक
"अभिलक्षणिक बहुपद,",वैशिष्ट्यपूर्ण बहुपदी
अभिलक्षणिक मान,वैशिष्ट्यपूर्ण मूल्य
अभिलक्षणिक सदिश,वैशिष्ट्यपूर्ण वेक्टर
संप्रतीक समुदाय,वर्ण समुदाय
"चार्ट, संचित्र तक्ता,","तक्ते, तक्ते"
काई-वर्ग बंटन,ची-स्क्वेअर वितरण
काई-वर्गं सूत्र,ची-स्क्वेअर सूत्र
काई-वर्ग परीक्षण,ची-स्क्वेअर चाचणी
जीवा*,जीवा*
जीवा-द्विभाजन-विधि,जीवा विभाजित करण्याची पद्धत
बीजलिखित संदेश,लिखित संदेश
"शून्य, सिफर","शून्य, सायफर"
वृत्त*,मंडळ*
अभिसरण वत्तृ,अभिसरण मंडळ
परिपथ आव्यूह,सर्किट मॅट्रिक्स
"वृत्ताकार, वर्तुल,","गोलाकार, गोलाकार"
वर्तुल अनंतस्पर्शी,वर्तुळाकार लक्षणे
वृत्तीय कंडुलिनी,गोलाकार कंड्युलिन
वर्तुल गति,गोलाकार हालचाल
परिकेन्द्र,परिघ
परिवृत्त*,सेवानिवृत्त*
"परिगत करना, परितः खींचना",प्रदक्षिणा करणे
परिगत,भूतकाळ
परिवृत,घेरलेले
चिरप्रतिष्ठित निगमनिक,प्रख्यात कॉर्पोरेट
चिरप्रतिष्ठित गतिकी,क्लासिक डायनॅमिक्स
चिरप्रतिष्ठित इष्टतमन,क्लासिक ऑप्टिमायझेशन
चिरप्रतिष्ठित वित्तनाश समस्या,दीर्घकालीन आर्थिक समस्या
चिरप्रतिष्ठित सांख्यिकीय यांत्रिकी,शास्त्रीय सांख्यिकीय यांत्रिकी
त्रुटियों का वर्गीकरण,त्रुटींचे वर्गीकरण
वर्ग-अंतराल,वर्ग मध्यांतर
वर्गांतराल एकक,वर्ग मध्यांतर युनिट
वर्ग-सीमा,वर्ग मर्यादा
दक्षिणावर्त,घड्याळाच्या दिशेने
संविवृत,बंद
"संवृत, बंद","बंद, बंद"
संवृत अवमख समावरक,बंद थर कव्हर
संवृत घन,बंद घन
"बंद वक्र, संवृत वक्र","बंद वक्र, बंद वक्र"
संवृत प्रांत,बंद प्रांत
बंद आकृति,बंद आकार
संवृत अंतराल,बंद अंतराल
"संवृत प्रदेश, बंद प्रदेश","बंद प्रदेश, बंद प्रदेश"
संवृत समच्चय,बंद संच
"बंद पृष्ठ, संवृत पृष्ठ","बंद पान, बंद पान"
" निमीलन, वेष्टन , संवरक",नीलमन
संवरण-संकारक (संवरक),pronator
संवरक-बिन्दु,बहिर्वक्र बिंदू
संवरक-अभिगृहीत,बंदिस्त-स्वीकृत
संवरक समुच्चय,बंदिस्त संच
गुच्छ बिन्दु,क्लस्टर पॉइंट
गुच्छ प्रतिचयन,क्लस्टर सॅम्पलिंग
गुच्छ समुच्चय,क्लस्टर एकूण
समाक्ष वृत्त,समाक्षीय वर्तुळ
समाक्ष परवलय,समाक्षीय पॅराबोला
समाक्ष समतल,समाक्षीय विमान
समाक्ष त्रिभुज,समाक्षीय त्रिकोण
कोब-डगलस फलन,कोब-डग्लस फंक्शन
" कूटलेखन, कोडन , संकेतन","एन्कोडिंग, कोडिंग, नोटेशन"
सामग्री का संकेतीकरण,साहित्य नोटेशन
सहप्रांत,सह-प्रांत
गुणांक आव्यूह,गुणांक मॅट्रिक्स
सहसंबंध-गुणांक,सहसंबंध गुणांक
निर्धारण गुणांक,निर्धार गुणांक
प्रत्यास्थता गुणांक,लवचिकता गुणांक
प्रसार गुणांक,प्रसार गुणांक
घर्षण गुणांक,घर्षण गुणांक
अनुदैर्घ्य प्रसार का गुणांक,अनुदैर्ध्य विस्ताराचे गुणांक
समाश्रयण गुणांक,प्रतिगमन गुणांक
पृष्ठ तनाव का गुणांक,पृष्ठभाग तणावाचे गुणांक
विचरण गुणांक,भिन्नता गुणांक
"सह-खण्ड, सह गुणन खंड,सहकारक","सह-घटक, सह-घटक, सह-घटक"
सिक्का उछाल,नाणेफेक
प्रतिदर्श-संचय,नमुना संकलन
सरेख,समरेख
सरेखता,संरेखन
"स्तंभ, कॉलम","स्तंभ, स्तंभ"
स्तंभतुल्यता,स्तंभलेखन
स्तंभ-तुल्य,स्तंभ
स्तंभ तुल्य आव्यूह,स्तंभीय मॅट्रिक्स
स्तंभ आव्यूह,स्तंभ मॅट्रिक्स
स्तंभ कोटि,स्तंभ क्रम
स्तंभ समानीत सोपानक आव्यूह,स्तंभ श्रेणीबद्ध मॅट्रिक्स
स्तंभ सदिश,स्तंभ वेक्टर
स्तंभानुसार,स्तंभानुसार
संयुक्त समीकरण,संयुक्त समीकरण
"उभयनिष्ठ कोण, सर्वनिष्ठ कोण","सामान्य कोन, सामान्य कोन"
सर्वनिष्ठ अक्ष,सामान्य अक्ष
"सर्वनिष्ठ आधार, उभयनिष्ठ बेस","कॉमन बेस, कॉमन बेस"
सार्व हर,सार्वत्रिक
सार्व अंतर,सामान्य फरक
" सार्वगुणन-खंड, समापवर्तक , सार्व उपादान","कॉमन फॅक्टर, कॉमन फॅक्टर, कॉमन फॅक्टर"
"साधारण लघुगणक, साधारण लॉगेरिथ्म","साधे लॉगरिथम, साधे लॉगरिदम"
"सार्व गुणज, समापवर्त्य","सामान्य एकाधिक, सामान्य"
सार्व अनुपात,सामान्य प्रमाण
सर्वनिष्ठ परिच्छेद,छेदनबिंदू खंड
सर्वनिष्ठ भुजा,सामान्य हात
"उभयनिष्ठ स्पर्शरखा, सर्वनिष्ठ स्पर्शरेखा","सामान्य स्पर्शिका, सामान्य स्पर्शिका"
सर्वनिष्ठ पद,सामान्य स्थिती
क्रमविनिमेय नियम,बदली नियम
क्रमविनिमेय गुणधर्म,बदली मालमत्ता
क्रमविनिमेय-नियम,बदली नियम
योग का क्रमविनिमेय नियम,बेरीजचा कम्युटेटिव्ह कायदा
गुणन का क्रमविनिमेय नियम,गुणाकाराचा कम्युटेटिव्ह नियम
क्रमविनिमेय संक्रिया,बदली ऑपरेशन
क्रमविनिमेयक समूह,बदली गट
आव्यूहों का क्रमविनिमेय,मॅट्रिक्सचे कम्युटेटिव्ह
संहत समुच्चय,कॉम्पॅक्ट सेट
"तुलनात्मकता, तुलनीयता","तुलना, तुलना"
माध्यों की तुलना,साधनांची तुलना
प्रतिशतता-तुलना,टक्केवारी तुलना
तुलना परीक्षण,तुलना चाचणी
सुसंगत समीकरण,सुसंगत समीकरण
स्पर्धी खेल,स्पर्धात्मक खेळ
स्पर्धी स्थिति,स्पर्धात्मक स्थिती
स्पर्धी युक्ति,स्पर्धात्मक धोरण
" अनुभाषक , संकलक","दुभाषी, संकलक"
पूरक,पुरवणी
पूरक कोण,पूरक कोन
पूरक घटना,पूरक कार्यक्रम
पूरक कारक,पूरक घटक
पूरक फलन,पूरक कार्य
पूरक अर्ध समष्टि,पूरक अर्धी लोकसंख्या
पूरक अंतराल,पूरक अंतराल
पूरक समुच्चय,पूरक संच
"पूरकीकरण, पूरक-निर्धारण","पूरकता, पूरकता"
पूरक समुच्चय,पूरक संच
पूर्ण गणना,परिपूर्ण स्कोअर
पूर्ण सहसंबंध मैट्रिक्स,पूर्ण सहसंबंध मॅट्रिक्स
पूर्ण दरीक समष्टि,संपूर्ण श्रेणीची लोकसंख्या
पूर्ण प्रसामान्यलांबिक समुच्चय,परिपूर्ण सामान्य ऑर्थोगोनल सेट
पूर्ण चतुष्कोण,परिपूर्ण चतुर्भुज
